"vald_clean","vald","year","type","number","average_price_m2","median_price_m2","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"saaremaa vald","Saaremaa vald","2025","flat",198,1518.3,1442.67,"EE004","EE004",714
"saku vald","Saku vald","2003","flat",27,495.99,494.71,"EE001","EE001",718
"saku vald","Saku vald","2004","flat",79,613.67,599.7,"EE001","EE001",718
"saku vald","Saku vald","2005","flat",109,565.87,646.78,"EE001","EE001",718
"saku vald","Saku vald","2006","flat",78,1121.3,1168.83,"EE001","EE001",718
"saku vald","Saku vald","2007","flat",61,1239.46,1259.01,"EE001","EE001",718
"saku vald","Saku vald","2008","flat",40,1031.35,1044.14,"EE001","EE001",718
"saku vald","Saku vald","2009","flat",28,655.04,608.88,"EE001","EE001",718
"saku vald","Saku vald","2010","flat",61,668.84,665.75,"EE001","EE001",718
"saku vald","Saku vald","2011","flat",52,646.58,627.99,"EE001","EE001",718
"saku vald","Saku vald","2012","flat",38,675.69,668.22,"EE001","EE001",718
"saku vald","Saku vald","2013","flat",66,760.84,780.53,"EE001","EE001",718
"saku vald","Saku vald","2014","flat",67,870.77,855.78,"EE001","EE001",718
"saku vald","Saku vald","2015","flat",82,1045.14,1060.11,"EE001","EE001",718
"saku vald","Saku vald","2016","flat",89,1194.7,1212.12,"EE001","EE001",718
"saku vald","Saku vald","2017","flat",99,1137.63,1219.15,"EE001","EE001",718
"saku vald","Saku vald","2018","flat",103,1367.67,1391.43,"EE001","EE001",718
"saku vald","Saku vald","2019","flat",94,1381.26,1430.74,"EE001","EE001",718
"saku vald","Saku vald","2020","flat",141,1836.75,2001.6,"EE001","EE001",718
"saku vald","Saku vald","2021","flat",159,1845.22,1878.67,"EE001","EE001",718
"saku vald","Saku vald","2022","flat",164,2264.88,2287.83,"EE001","EE001",718
"saku vald","Saku vald","2023","flat",96,2262.23,2216.91,"EE001","EE001",718
"saku vald","Saku vald","2024","flat",98,2466.16,2307.06,"EE001","EE001",718
"saku vald","Saku vald","2025","flat",95,2460.52,2305.99,"EE001","EE001",718
"saue vald","Saue vald","2003","flat",101,547.12,569.58,"EE001","EE001",726
"saue vald","Saue vald","2004","flat",211,568.44,611.92,"EE001","EE001",726
"saue vald","Saue vald","2005","flat",322,707.85,813.5,"EE001","EE001",726
"saue vald","Saue vald","2006","flat",372,983.01,1059.98,"EE001","EE001",726
"saue vald","Saue vald","2007","flat",350,1204.6,1259.6,"EE001","EE001",726
"saue vald","Saue vald","2008","flat",140,1066.54,1108.33,"EE001","EE001",726
"saue vald","Saue vald","2009","flat",98,716.13,692.97,"EE001","EE001",726
"saue vald","Saue vald","2010","flat",147,729.63,752.31,"EE001","EE001",726
"saue vald","Saue vald","2011","flat",136,697.73,734.32,"EE001","EE001",726
"saue vald","Saue vald","2012","flat",160,741.85,768.05,"EE001","EE001",726
"saue vald","Saue vald","2013","flat",187,830.32,923.34,"EE001","EE001",726
"saue vald","Saue vald","2014","flat",262,891.64,1022.49,"EE001","EE001",726
"saue vald","Saue vald","2015","flat",265,1073.98,1192.66,"EE001","EE001",726
"saue vald","Saue vald","2016","flat",294,1122.54,1285.43,"EE001","EE001",726
"saue vald","Saue vald","2017","flat",342,1268.35,1428.51,"EE001","EE001",726
"saue vald","Saue vald","2018","flat",311,1384.97,1573.23,"EE001","EE001",726
"saue vald","Saue vald","2019","flat",601,1552.42,1753.25,"EE001","EE001",726
"saue vald","Saue vald","2020","flat",473,1626.14,1801.31,"EE001","EE001",726
"saue vald","Saue vald","2021","flat",435,1679.86,1791.98,"EE001","EE001",726
"saue vald","Saue vald","2022","flat",446,2111.38,2214.38,"EE001","EE001",726
"saue vald","Saue vald","2023","flat",246,2159.65,2264.16,"EE001","EE001",726
"saue vald","Saue vald","2024","flat",262,2323.11,2520.36,"EE001","EE001",726
"saue vald","Saue vald","2025","flat",337,2292.12,2469.7,"EE001","EE001",726
"setomaa vald","Setomaa vald","2007","flat",26,99.43,56.69,"EE008","EE008",732
"setomaa vald","Setomaa vald","2008","flat",10,125.77,71.69,"EE008","EE008",732
"setomaa vald","Setomaa vald","2009","flat",9,90.1,61.16,"EE008","EE008",732
"setomaa vald","Setomaa vald","2010","flat",6,154,129.99,"EE008","EE008",732
"setomaa vald","Setomaa vald","2011","flat",17,92.03,37.3,"EE008","EE008",732
"setomaa vald","Setomaa vald","2012","flat",11,73.2,30.33,"EE008","EE008",732
"setomaa vald","Setomaa vald","2013","flat",11,85.86,53.08,"EE008","EE008",732
"setomaa vald","Setomaa vald","2014","flat",16,68.83,37.85,"EE008","EE008",732
"setomaa vald","Setomaa vald","2015","flat",17,112.56,69.31,"EE008","EE008",732
"setomaa vald","Setomaa vald","2016","flat",17,125.8,129.31,"EE008","EE008",732
"setomaa vald","Setomaa vald","2017","flat",13,132.86,95.63,"EE008","EE008",732
"setomaa vald","Setomaa vald","2018","flat",10,131.4,56.76,"EE008","EE008",732
"setomaa vald","Setomaa vald","2019","flat",22,87.62,30.92,"EE008","EE008",732
"setomaa vald","Setomaa vald","2020","flat",16,147.87,89.87,"EE008","EE008",732
"setomaa vald","Setomaa vald","2021","flat",20,110.32,61.12,"EE008","EE008",732
"setomaa vald","Setomaa vald","2022","flat",22,165.54,71,"EE008","EE008",732
"setomaa vald","Setomaa vald","2023","flat",18,221.55,148.81,"EE008","EE008",732
"setomaa vald","Setomaa vald","2024","flat",12,354.92,400.9,"EE008","EE008",732
"setomaa vald","Setomaa vald","2025","flat",14,285.11,157,"EE008","EE008",732
"sillamae linn","Sillamäe linn","2003","flat",116,56.35,51.01,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2004","flat",187,88.67,77.73,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2005","flat",196,202.85,207.64,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2006","flat",226,350.13,341.5,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2007","flat",157,573.21,583.43,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2008","flat",118,424.8,393.18,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2009","flat",141,219.84,214.14,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2010","flat",131,214.55,192.61,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2011","flat",161,228.91,215.44,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2012","flat",223,269.02,252.1,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2013","flat",211,293.09,289.44,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2014","flat",208,314.87,310.9,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2015","flat",174,316.5,309.9,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2016","flat",151,263.82,222.22,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2017","flat",168,255.5,233.65,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2018","flat",227,220.2,201.27,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2019","flat",222,238.85,203.66,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2020","flat",226,220.81,192.09,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2021","flat",309,250.09,218.98,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2022","flat",295,306.49,273.81,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2023","flat",293,311.12,270.27,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2024","flat",229,301.48,252.93,"EE00A","EE007",735
"sillamae linn","Sillamäe linn","2025","flat",241,287.58,258.52,"EE00A","EE007",735
"tallinn","Tallinn","2003","flat",3874,624.82,575.78,"EE001","EE001",784
"tallinn","Tallinn","2004","flat",8750,738.07,701.47,"EE001","EE001",784
"tallinn","Tallinn","2005","flat",13263,937.95,882.36,"EE001","EE001",784
"tallinn","Tallinn","2006","flat",12366,1401.17,1389.38,"EE001","EE001",784
"tallinn","Tallinn","2007","flat",9966,1620.33,1554.37,"EE001","EE001",784
"tallinn","Tallinn","2008","flat",6655,1393.43,1322.31,"EE001","EE001",784
"tallinn","Tallinn","2009","flat",4769,870.78,779.41,"EE001","EE001",784
"tallinn","Tallinn","2010","flat",5826,918.15,825.07,"EE001","EE001",784
"tallinn","Tallinn","2011","flat",5712,1034.14,908.84,"EE001","EE001",784
"tallinn","Tallinn","2012","flat",7041,1103.59,984.71,"EE001","EE001",784
"tallinn","Tallinn","2013","flat",7778,1257.17,1149.37,"EE001","EE001",784
"tallinn","Tallinn","2014","flat",7540,1450.96,1363.48,"EE001","EE001",784
"tallinn","Tallinn","2015","flat",8769,1548.78,1462.93,"EE001","EE001",784
"tallinn","Tallinn","2016","flat",9160,1627.66,1540.71,"EE001","EE001",784
"tallinn","Tallinn","2017","flat",9759,1751.6,1667.96,"EE001","EE001",784
"tallinn","Tallinn","2018","flat",9699,1841.54,1763.29,"EE001","EE001",784
"tallinn","Tallinn","2019","flat",9783,1978.03,1892.52,"EE001","EE001",784
"tallinn","Tallinn","2020","flat",8891,2112.54,2056.34,"EE001","EE001",784
"tallinn","Tallinn","2021","flat",10920,2358.88,2225.47,"EE001","EE001",784
"tallinn","Tallinn","2022","flat",9662,2891.71,2754.39,"EE001","EE001",784
"tallinn","Tallinn","2023","flat",8568,3082.11,2905.2,"EE001","EE001",784
"tallinn","Tallinn","2024","flat",8353,3031.24,2832.17,"EE001","EE001",784
"tallinn","Tallinn","2025","flat",8969,3043.57,2852.94,"EE001","EE001",784
"tapa vald","Tapa vald","2003","flat",71,45.15,41.64,"EE009","EE006",792
"tapa vald","Tapa vald","2004","flat",157,67.79,61.73,"EE009","EE006",792
"tapa vald","Tapa vald","2005","flat",171,88.05,80.46,"EE009","EE006",792
"tapa vald","Tapa vald","2006","flat",201,158.28,124.24,"EE009","EE006",792
"tapa vald","Tapa vald","2007","flat",157,215.01,179.4,"EE009","EE006",792
"tapa vald","Tapa vald","2008","flat",150,179.52,145.81,"EE009","EE006",792
"tapa vald","Tapa vald","2009","flat",90,113.31,78.58,"EE009","EE006",792
"tapa vald","Tapa vald","2010","flat",93,96.64,75.01,"EE009","EE006",792
"tapa vald","Tapa vald","2011","flat",93,106.11,88.57,"EE009","EE006",792
"tapa vald","Tapa vald","2012","flat",128,90.21,81.44,"EE009","EE006",792
"tapa vald","Tapa vald","2013","flat",131,85.46,65.98,"EE009","EE006",792
"tapa vald","Tapa vald","2014","flat",177,84.69,72.73,"EE009","EE006",792
"tapa vald","Tapa vald","2015","flat",172,109.27,85.89,"EE009","EE006",792
"tapa vald","Tapa vald","2016","flat",210,118.64,100.11,"EE009","EE006",792
"tapa vald","Tapa vald","2017","flat",206,133.01,91.75,"EE009","EE006",792
"tapa vald","Tapa vald","2018","flat",195,190.49,149.57,"EE009","EE006",792
"tapa vald","Tapa vald","2019","flat",200,197.87,141.09,"EE009","EE006",792
"tapa vald","Tapa vald","2020","flat",203,207.26,142.43,"EE009","EE006",792
"tapa vald","Tapa vald","2021","flat",238,280.43,235.97,"EE009","EE006",792
"tapa vald","Tapa vald","2022","flat",207,368.69,321.89,"EE009","EE006",792
"tapa vald","Tapa vald","2023","flat",226,299.38,209.32,"EE009","EE006",792
"tapa vald","Tapa vald","2024","flat",190,401.2,323.33,"EE009","EE006",792
"tapa vald","Tapa vald","2025","flat",195,426.63,314.96,"EE009","EE006",792
"tartu linn","Tartu linn","2003","flat",1117,422.91,410.75,"EE008","EE008",793
"tartu linn","Tartu linn","2004","flat",2068,533.91,533.74,"EE008","EE008",793
"tartu linn","Tartu linn","2005","flat",2746,653.12,651.14,"EE008","EE008",793
"tartu linn","Tartu linn","2006","flat",3051,1043.27,1039.83,"EE008","EE008",793
"tartu linn","Tartu linn","2007","flat",2168,1163.43,1132.32,"EE008","EE008",793
"tartu linn","Tartu linn","2008","flat",1483,1103.38,1074.94,"EE008","EE008",793
"tartu linn","Tartu linn","2009","flat",840,744.04,714.93,"EE008","EE008",793
"tartu linn","Tartu linn","2010","flat",1092,771.95,728.32,"EE008","EE008",793
"tartu linn","Tartu linn","2011","flat",1137,829.62,798.53,"EE008","EE008",793
"tartu linn","Tartu linn","2012","flat",1418,901.21,865.03,"EE008","EE008",793
"tartu linn","Tartu linn","2013","flat",1659,1018.01,974.03,"EE008","EE008",793
"tartu linn","Tartu linn","2014","flat",1466,1137.96,1115.63,"EE008","EE008",793
"tartu linn","Tartu linn","2015","flat",1794,1207.83,1141.9,"EE008","EE008",793
"tartu linn","Tartu linn","2016","flat",1732,1244.45,1202.49,"EE008","EE008",793
"tartu linn","Tartu linn","2017","flat",1727,1308.64,1262.14,"EE008","EE008",793
"tartu linn","Tartu linn","2018","flat",2031,1378.93,1373.39,"EE008","EE008",793
"tartu linn","Tartu linn","2019","flat",2044,1475.5,1438.67,"EE008","EE008",793
"tartu linn","Tartu linn","2020","flat",1938,1631.11,1591.41,"EE008","EE008",793
"tartu linn","Tartu linn","2021","flat",2603,1846.21,1764.71,"EE008","EE008",793
"tartu linn","Tartu linn","2022","flat",2520,2217.68,2157.46,"EE008","EE008",793
"tartu linn","Tartu linn","2023","flat",1904,2509.01,2475.35,"EE008","EE008",793
"tartu linn","Tartu linn","2024","flat",1843,2511.3,2412.94,"EE008","EE008",793
"tartu linn","Tartu linn","2025","flat",1820,2477.65,2345.08,"EE008","EE008",793
"tartu vald","Tartu vald","2003","flat",21,175.11,189.72,"EE008","EE008",796
"tartu vald","Tartu vald","2004","flat",62,312.46,282.4,"EE008","EE008",796
"tartu vald","Tartu vald","2005","flat",109,378.86,388.76,"EE008","EE008",796
"tartu vald","Tartu vald","2006","flat",146,734.02,683.37,"EE008","EE008",796
"tartu vald","Tartu vald","2007","flat",166,949.78,1095.43,"EE008","EE008",796
"tartu vald","Tartu vald","2008","flat",114,868.1,901.22,"EE008","EE008",796
"tartu vald","Tartu vald","2009","flat",44,663.73,798.9,"EE008","EE008",796
"tartu vald","Tartu vald","2010","flat",52,613.84,635.79,"EE008","EE008",796
"tartu vald","Tartu vald","2011","flat",83,632.23,622.79,"EE008","EE008",796
"tartu vald","Tartu vald","2012","flat",80,606.4,514.14,"EE008","EE008",796
"tartu vald","Tartu vald","2013","flat",133,804.23,998,"EE008","EE008",796
"tartu vald","Tartu vald","2014","flat",196,951.42,1057.48,"EE008","EE008",796
"tartu vald","Tartu vald","2015","flat",184,918.47,1138.02,"EE008","EE008",796
"tartu vald","Tartu vald","2016","flat",302,975.99,1169.15,"EE008","EE008",796
"tartu vald","Tartu vald","2017","flat",170,1008.16,1223.42,"EE008","EE008",796
"tartu vald","Tartu vald","2018","flat",144,1032.98,1272.47,"EE008","EE008",796
"tartu vald","Tartu vald","2019","flat",209,1169.35,1374.05,"EE008","EE008",796
"tartu vald","Tartu vald","2020","flat",381,1410.41,1584.16,"EE008","EE008",796
"tartu vald","Tartu vald","2021","flat",406,1566.19,1703.78,"EE008","EE008",796
"tartu vald","Tartu vald","2022","flat",341,1819.09,1934.14,"EE008","EE008",796
"tartu vald","Tartu vald","2023","flat",274,2135.13,2323.43,"EE008","EE008",796
"tartu vald","Tartu vald","2024","flat",301,2324.1,2480.39,"EE008","EE008",796
"tartu vald","Tartu vald","2025","flat",392,2422.06,2495.92,"EE008","EE008",796
"toila vald","Toila vald","2003","flat",114.5,26.45,22.285,"EE00A","EE007",803
"toila vald","Toila vald","2004","flat",148,43.9533333333333,37.7033333333333,"EE00A","EE007",803
"toila vald","Toila vald","2005","flat",134.333333333333,100.04,85.53,"EE00A","EE007",803
"toila vald","Toila vald","2006","flat",135.333333333333,161.26,157.03,"EE00A","EE007",803
"toila vald","Toila vald","2007","flat",140,256.546666666667,246.52,"EE00A","EE007",803
"toila vald","Toila vald","2008","flat",112,241.17,214.79,"EE00A","EE007",803
"toila vald","Toila vald","2009","flat",85.3333333333333,131.156666666667,103.023333333333,"EE00A","EE007",803
"toila vald","Toila vald","2010","flat",104,161.163333333333,106.53,"EE00A","EE007",803
"toila vald","Toila vald","2011","flat",115,133.873333333333,96.41,"EE00A","EE007",803
"toila vald","Toila vald","2012","flat",134.333333333333,117.496666666667,88.0666666666667,"EE00A","EE007",803
"toila vald","Toila vald","2013","flat",164.333333333333,128.593333333333,92.1666666666667,"EE00A","EE007",803
"toila vald","Toila vald","2014","flat",150,148.556666666667,107.226666666667,"EE00A","EE007",803
"toila vald","Toila vald","2015","flat",132.333333333333,162.28,123.59,"EE00A","EE007",803
"toila vald","Toila vald","2016","flat",134.666666666667,147.323333333333,104.31,"EE00A","EE007",803
"toila vald","Toila vald","2017","flat",137.333333333333,144.74,102.986666666667,"EE00A","EE007",803
"toila vald","Toila vald","2018","flat",158.333333333333,158.96,125.216666666667,"EE00A","EE007",803
"toila vald","Toila vald","2019","flat",172,146.046666666667,96.9966666666667,"EE00A","EE007",803
"toila vald","Toila vald","2020","flat",142,171.953333333333,124.09,"EE00A","EE007",803
"toila vald","Toila vald","2021","flat",197.666666666667,206.82,158.763333333333,"EE00A","EE007",803
"toila vald","Toila vald","2022","flat",195.333333333333,236.643333333333,198.37,"EE00A","EE007",803
"toila vald","Toila vald","2023","flat",191,293.78,241.943333333333,"EE00A","EE007",803
"toila vald","Toila vald","2024","flat",169.333333333333,289.946666666667,232,"EE00A","EE007",803
"toila vald","Toila vald","2025","flat",145.333333333333,242.123333333333,200.52,"EE00A","EE007",803
"tori vald","Tori vald","2007","flat",172,879.87,1004.72,"EE004","EE004",809
"tori vald","Tori vald","2008","flat",84,716.01,712.79,"EE004","EE004",809
"tori vald","Tori vald","2009","flat",49,460.23,471.48,"EE004","EE004",809
"tori vald","Tori vald","2010","flat",45,351.98,332.08,"EE004","EE004",809
"tori vald","Tori vald","2011","flat",99,217.21,107.34,"EE004","EE004",809
"tori vald","Tori vald","2012","flat",76,382.21,368.01,"EE004","EE004",809
"tori vald","Tori vald","2013","flat",77,390.22,428.82,"EE004","EE004",809
"tori vald","Tori vald","2014","flat",108,498.52,508.42,"EE004","EE004",809
"tori vald","Tori vald","2015","flat",103,498.8,491.48,"EE004","EE004",809
"tori vald","Tori vald","2016","flat",102,537.9,491.33,"EE004","EE004",809
"tori vald","Tori vald","2017","flat",120,587.28,561.8,"EE004","EE004",809
"tori vald","Tori vald","2018","flat",118,597.06,587.63,"EE004","EE004",809
"tori vald","Tori vald","2019","flat",90,604.14,605.95,"EE004","EE004",809
"tori vald","Tori vald","2020","flat",90,669.12,609.21,"EE004","EE004",809
"tori vald","Tori vald","2021","flat",150,853.87,830,"EE004","EE004",809
"tori vald","Tori vald","2022","flat",107,1014.36,1005.69,"EE004","EE004",809
"tori vald","Tori vald","2023","flat",99,1025.87,965.25,"EE004","EE004",809
"tori vald","Tori vald","2024","flat",100,1193.62,1217.11,"EE004","EE004",809
"tori vald","Tori vald","2025","flat",102,1343.94,1315.63,"EE004","EE004",809
"torva vald","Tõrva vald","2003","flat",26,27.56,17.09,"EE008","EE008",824
"torva vald","Tõrva vald","2004","flat",56,29.2,26.33,"EE008","EE008",824
"torva vald","Tõrva vald","2005","flat",52,41.65,35.65,"EE008","EE008",824
"torva vald","Tõrva vald","2006","flat",52,84.8,65.87,"EE008","EE008",824
"torva vald","Tõrva vald","2007","flat",60,172.03,161.4,"EE008","EE008",824
"torva vald","Tõrva vald","2008","flat",28,192.55,211,"EE008","EE008",824
"torva vald","Tõrva vald","2009","flat",18,203.38,103.41,"EE008","EE008",824
"torva vald","Tõrva vald","2010","flat",25,84.24,72.35,"EE008","EE008",824
"torva vald","Tõrva vald","2011","flat",30,93.16,63.71,"EE008","EE008",824
"torva vald","Tõrva vald","2012","flat",33,113.57,101.85,"EE008","EE008",824
"torva vald","Tõrva vald","2013","flat",44,87.11,76.02,"EE008","EE008",824
"torva vald","Tõrva vald","2014","flat",55,74.12,52.16,"EE008","EE008",824
"torva vald","Tõrva vald","2015","flat",38,130.75,105.84,"EE008","EE008",824
"torva vald","Tõrva vald","2016","flat",58,110.29,90.23,"EE008","EE008",824
"torva vald","Tõrva vald","2017","flat",60,126.89,90.29,"EE008","EE008",824
"torva vald","Tõrva vald","2018","flat",61,145.15,94.56,"EE008","EE008",824
"torva vald","Tõrva vald","2019","flat",70,169.67,109.89,"EE008","EE008",824
"torva vald","Tõrva vald","2020","flat",52,188.94,143.78,"EE008","EE008",824
"torva vald","Tõrva vald","2021","flat",74,262.79,247.4,"EE008","EE008",824
"torva vald","Tõrva vald","2022","flat",63,240.01,139.75,"EE008","EE008",824
"torva vald","Tõrva vald","2023","flat",61,329.79,326.8,"EE008","EE008",824
"torva vald","Tõrva vald","2024","flat",50,345.71,322.7,"EE008","EE008",824
"torva vald","Tõrva vald","2025","flat",49,473.13,382.26,"EE008","EE008",824
"turi vald","Türi vald","2003","flat",52,64.62,65.05,"EE009","EE006",834
"turi vald","Türi vald","2004","flat",89,81.42,83.36,"EE009","EE006",834
"turi vald","Türi vald","2005","flat",109,135.06,138.06,"EE009","EE006",834
"turi vald","Türi vald","2006","flat",134,222.05,188.98,"EE009","EE006",834
"turi vald","Türi vald","2007","flat",122,339.22,368.53,"EE009","EE006",834
"turi vald","Türi vald","2008","flat",79,303.47,292.64,"EE009","EE006",834
"turi vald","Türi vald","2009","flat",26,187.69,147.54,"EE009","EE006",834
"turi vald","Türi vald","2010","flat",45,189.21,185.55,"EE009","EE006",834
"turi vald","Türi vald","2011","flat",41,198.22,203.56,"EE009","EE006",834
"turi vald","Türi vald","2012","flat",68,165.58,159.18,"EE009","EE006",834
"turi vald","Türi vald","2013","flat",83,156.6,148.59,"EE009","EE006",834
"turi vald","Türi vald","2014","flat",108,171.17,160.72,"EE009","EE006",834
"turi vald","Türi vald","2015","flat",151,155.82,142.86,"EE009","EE006",834
"turi vald","Türi vald","2016","flat",116,196.73,148.42,"EE009","EE006",834
"turi vald","Türi vald","2017","flat",143,205.18,189.87,"EE009","EE006",834
"turi vald","Türi vald","2018","flat",128,241.5,234.57,"EE009","EE006",834
"turi vald","Türi vald","2019","flat",131,304.86,331.29,"EE009","EE006",834
"turi vald","Türi vald","2020","flat",96,266.99,261.94,"EE009","EE006",834
"turi vald","Türi vald","2021","flat",119,383.18,390.95,"EE009","EE006",834
"turi vald","Türi vald","2022","flat",129,515.65,485.44,"EE009","EE006",834
"turi vald","Türi vald","2023","flat",104,510.26,503.3,"EE009","EE006",834
"turi vald","Türi vald","2024","flat",116,452.45,434.24,"EE009","EE006",834
"turi vald","Türi vald","2025","flat",126,512.52,504.32,"EE009","EE006",834
"vaikemaarja vald","Väike-Maarja vald","2004","flat",5,59.71,56.77,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2005","flat",10,84.62,53.2,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2006","flat",36,86.89,88.54,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2007","flat",36,117.72,104.2,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2008","flat",48,128.42,77.29,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2009","flat",48,104.24,63.71,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2010","flat",43,75.47,52.14,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2011","flat",40,108.36,109.68,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2012","flat",42,87.24,49.16,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2013","flat",56,96.76,82.14,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2014","flat",57,86.13,45.56,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2015","flat",48,102.9,55.37,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2016","flat",60,91.68,53.03,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2017","flat",79,97.25,56.66,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2018","flat",78,99.37,61.31,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2019","flat",93,103.53,57.44,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2020","flat",73,157.02,83.1,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2021","flat",96,162.51,134.92,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2022","flat",123,209.2,171.57,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2023","flat",78,260.04,190.8,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2024","flat",74,263.08,200.49,"EE009","EE006",928
"vaikemaarja vald","Väike-Maarja vald","2025","flat",73,267.61,196.8,"EE009","EE006",928
"valga vald","Valga vald","2003","flat",128,35.1,31.64,"EE008","EE008",855
"valga vald","Valga vald","2004","flat",261,61.22,51.35,"EE008","EE008",855
"valga vald","Valga vald","2005","flat",238,94.23,81.4,"EE008","EE008",855
"valga vald","Valga vald","2006","flat",297,196.68,189.57,"EE008","EE008",855
"valga vald","Valga vald","2007","flat",281,266.02,249.5,"EE008","EE008",855
"valga vald","Valga vald","2008","flat",210,187.96,121.12,"EE008","EE008",855
"valga vald","Valga vald","2009","flat",111,143.48,118.36,"EE008","EE008",855
"valga vald","Valga vald","2010","flat",150,107.17,84.82,"EE008","EE008",855
"valga vald","Valga vald","2011","flat",119,118.78,104.38,"EE008","EE008",855
"valga vald","Valga vald","2012","flat",154,112.98,91.75,"EE008","EE008",855
"valga vald","Valga vald","2013","flat",152,108.49,95.34,"EE008","EE008",855
"valga vald","Valga vald","2014","flat",195,104.81,88.16,"EE008","EE008",855
"valga vald","Valga vald","2015","flat",211,106.51,83.16,"EE008","EE008",855
"valga vald","Valga vald","2016","flat",211,132.96,111.83,"EE008","EE008",855
"valga vald","Valga vald","2017","flat",276,134.11,112.2,"EE008","EE008",855
"valga vald","Valga vald","2018","flat",268,114.15,89.42,"EE008","EE008",855
"valga vald","Valga vald","2019","flat",258,146,120.64,"EE008","EE008",855
"valga vald","Valga vald","2020","flat",221,180.41,151.9,"EE008","EE008",855
"valga vald","Valga vald","2021","flat",292,232.4,205.77,"EE008","EE008",855
"valga vald","Valga vald","2022","flat",266,281.05,247.79,"EE008","EE008",855
"valga vald","Valga vald","2023","flat",241,297.64,277.78,"EE008","EE008",855
"valga vald","Valga vald","2024","flat",199,304.67,289.86,"EE008","EE008",855
"valga vald","Valga vald","2025","flat",197,352.52,324.07,"EE008","EE008",855
"viimsi vald","Viimsi vald","2003","flat",57,684.22,664.02,"EE001","EE001",890
"viimsi vald","Viimsi vald","2004","flat",287,844.83,863.67,"EE001","EE001",890
"viimsi vald","Viimsi vald","2005","flat",746,900.28,926.82,"EE001","EE001",890
"viimsi vald","Viimsi vald","2006","flat",571,1285.14,1182.52,"EE001","EE001",890
"viimsi vald","Viimsi vald","2007","flat",415,1580.66,1630.57,"EE001","EE001",890
"viimsi vald","Viimsi vald","2008","flat",265,1324.07,1354.45,"EE001","EE001",890
"viimsi vald","Viimsi vald","2009","flat",273,868.9,816.96,"EE001","EE001",890
"viimsi vald","Viimsi vald","2010","flat",162,919.61,929.39,"EE001","EE001",890
"viimsi vald","Viimsi vald","2011","flat",179,945.58,989.93,"EE001","EE001",890
"viimsi vald","Viimsi vald","2012","flat",236,1034.22,1041.67,"EE001","EE001",890
"viimsi vald","Viimsi vald","2013","flat",317,1145.09,1186.55,"EE001","EE001",890
"viimsi vald","Viimsi vald","2014","flat",267,1301.34,1345.88,"EE001","EE001",890
"viimsi vald","Viimsi vald","2015","flat",318,1382.96,1426.73,"EE001","EE001",890
"viimsi vald","Viimsi vald","2016","flat",299,1423.66,1464.74,"EE001","EE001",890
"viimsi vald","Viimsi vald","2017","flat",402,1565.15,1625.5,"EE001","EE001",890
"viimsi vald","Viimsi vald","2018","flat",347,1653.27,1675.43,"EE001","EE001",890
