"vald_clean","vald","year","type","number","average_price_m2","median_price_m2","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"viimsi vald","Viimsi vald","2019","flat",369,1584.19,1680.91,"EE001","EE001",890
"viimsi vald","Viimsi vald","2020","flat",343,1749.09,1761.24,"EE001","EE001",890
"viimsi vald","Viimsi vald","2021","flat",358,1988.71,1997.27,"EE001","EE001",890
"viimsi vald","Viimsi vald","2022","flat",403,2502.51,2474.11,"EE001","EE001",890
"viimsi vald","Viimsi vald","2023","flat",239,2808.56,2722.77,"EE001","EE001",890
"viimsi vald","Viimsi vald","2024","flat",287,2888.7,2743.9,"EE001","EE001",890
"viimsi vald","Viimsi vald","2025","flat",283,2914.56,2858.22,"EE001","EE001",890
"viljandi linn","Viljandi linn","2003","flat",81,218.74,221.82,"EE008","EE008",897
"viljandi linn","Viljandi linn","2004","flat",255,275.8,275.01,"EE008","EE008",897
"viljandi linn","Viljandi linn","2005","flat",322,350.02,369.9,"EE008","EE008",897
"viljandi linn","Viljandi linn","2006","flat",278,681.17,734.88,"EE008","EE008",897
"viljandi linn","Viljandi linn","2007","flat",235,769.47,789.27,"EE008","EE008",897
"viljandi linn","Viljandi linn","2008","flat",206,705.43,712.7,"EE008","EE008",897
"viljandi linn","Viljandi linn","2009","flat",102,545.11,451.86,"EE008","EE008",897
"viljandi linn","Viljandi linn","2010","flat",144,408.57,400.81,"EE008","EE008",897
"viljandi linn","Viljandi linn","2011","flat",139,437.25,432.57,"EE008","EE008",897
"viljandi linn","Viljandi linn","2012","flat",155,473.55,454.4,"EE008","EE008",897
"viljandi linn","Viljandi linn","2013","flat",194,484.52,479.44,"EE008","EE008",897
"viljandi linn","Viljandi linn","2014","flat",271,492.94,497.63,"EE008","EE008",897
"viljandi linn","Viljandi linn","2015","flat",241,533.76,524.69,"EE008","EE008",897
"viljandi linn","Viljandi linn","2016","flat",244,597.09,573.51,"EE008","EE008",897
"viljandi linn","Viljandi linn","2017","flat",281,643.73,636.36,"EE008","EE008",897
"viljandi linn","Viljandi linn","2018","flat",222,738,739.85,"EE008","EE008",897
"viljandi linn","Viljandi linn","2019","flat",242,728.17,759.96,"EE008","EE008",897
"viljandi linn","Viljandi linn","2020","flat",245,831.65,801.69,"EE008","EE008",897
"viljandi linn","Viljandi linn","2021","flat",327,1027.38,1000,"EE008","EE008",897
"viljandi linn","Viljandi linn","2022","flat",292,1482.54,1341.62,"EE008","EE008",897
"viljandi linn","Viljandi linn","2023","flat",207,1310.75,1268.5,"EE008","EE008",897
"viljandi linn","Viljandi linn","2024","flat",227,1366.07,1258.35,"EE008","EE008",897
"viljandi linn","Viljandi linn","2025","flat",254,1376.56,1313.5,"EE008","EE008",897
"viljandi vald","Viljandi vald","2003","flat",18,86,90.38,"EE008","EE008",899
"viljandi vald","Viljandi vald","2004","flat",52,95.55,86.85,"EE008","EE008",899
"viljandi vald","Viljandi vald","2005","flat",79,184.72,181.24,"EE008","EE008",899
"viljandi vald","Viljandi vald","2006","flat",103,305.95,282.79,"EE008","EE008",899
"viljandi vald","Viljandi vald","2007","flat",127,291.09,230.08,"EE008","EE008",899
"viljandi vald","Viljandi vald","2008","flat",85,324.07,330.3,"EE008","EE008",899
"viljandi vald","Viljandi vald","2009","flat",57,171.61,142.4,"EE008","EE008",899
"viljandi vald","Viljandi vald","2010","flat",46,215.55,215.19,"EE008","EE008",899
"viljandi vald","Viljandi vald","2011","flat",62,170.42,132.34,"EE008","EE008",899
"viljandi vald","Viljandi vald","2012","flat",58,179.97,131.27,"EE008","EE008",899
"viljandi vald","Viljandi vald","2013","flat",74,177.11,151.25,"EE008","EE008",899
"viljandi vald","Viljandi vald","2014","flat",86,186.06,160.02,"EE008","EE008",899
"viljandi vald","Viljandi vald","2015","flat",102,208.14,175.81,"EE008","EE008",899
"viljandi vald","Viljandi vald","2016","flat",97,208.67,162.37,"EE008","EE008",899
"viljandi vald","Viljandi vald","2017","flat",98,218.72,184.36,"EE008","EE008",899
"viljandi vald","Viljandi vald","2018","flat",105,218.46,187.79,"EE008","EE008",899
"viljandi vald","Viljandi vald","2019","flat",99,269.91,266.84,"EE008","EE008",899
"viljandi vald","Viljandi vald","2020","flat",108,277.35,238.91,"EE008","EE008",899
"viljandi vald","Viljandi vald","2021","flat",126,397.36,372.36,"EE008","EE008",899
"viljandi vald","Viljandi vald","2022","flat",93,457.25,427.42,"EE008","EE008",899
"viljandi vald","Viljandi vald","2023","flat",89,546.03,514.14,"EE008","EE008",899
"viljandi vald","Viljandi vald","2024","flat",76,519.76,424.2,"EE008","EE008",899
"viljandi vald","Viljandi vald","2025","flat",107,540.98,458.72,"EE008","EE008",899
"vinni vald","Vinni vald","2003","flat",11,64.49,21.75,"EE009","EE006",901
"vinni vald","Vinni vald","2004","flat",37,109.1,96.77,"EE009","EE006",901
"vinni vald","Vinni vald","2005","flat",56,179.22,195.49,"EE009","EE006",901
"vinni vald","Vinni vald","2006","flat",60,290.23,317.75,"EE009","EE006",901
"vinni vald","Vinni vald","2007","flat",46,381.41,426.37,"EE009","EE006",901
"vinni vald","Vinni vald","2008","flat",29,290.84,244.11,"EE009","EE006",901
"vinni vald","Vinni vald","2009","flat",28,109.04,72.49,"EE009","EE006",901
"vinni vald","Vinni vald","2010","flat",30,111.58,71.49,"EE009","EE006",901
"vinni vald","Vinni vald","2011","flat",43,150.75,100.69,"EE009","EE006",901
"vinni vald","Vinni vald","2012","flat",40,146.46,115.63,"EE009","EE006",901
"vinni vald","Vinni vald","2013","flat",36,117.85,93.35,"EE009","EE006",901
"vinni vald","Vinni vald","2014","flat",58,175.67,178.32,"EE009","EE006",901
"vinni vald","Vinni vald","2015","flat",60,245.01,187.1,"EE009","EE006",901
"vinni vald","Vinni vald","2016","flat",79,187.59,106.1,"EE009","EE006",901
"vinni vald","Vinni vald","2017","flat",76,159.28,106.25,"EE009","EE006",901
"vinni vald","Vinni vald","2018","flat",70,187.75,141.94,"EE009","EE006",901
"vinni vald","Vinni vald","2019","flat",87,238.54,180.83,"EE009","EE006",901
"vinni vald","Vinni vald","2020","flat",77,257,109.41,"EE009","EE006",901
"vinni vald","Vinni vald","2021","flat",76,297.03,224.18,"EE009","EE006",901
"vinni vald","Vinni vald","2022","flat",81,402.28,334.82,"EE009","EE006",901
"vinni vald","Vinni vald","2023","flat",73,341.01,273.72,"EE009","EE006",901
"vinni vald","Vinni vald","2024","flat",56,424.03,339.55,"EE009","EE006",901
"vinni vald","Vinni vald","2025","flat",72,437.8,400.86,"EE009","EE006",901
"virunigula vald","Viru-Nigula vald","2003","flat",20,25.15,15.03,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2004","flat",99,48.43,22.48,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2005","flat",119,73.84,28.79,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2006","flat",91,191.48,202.89,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2007","flat",115,235.78,247.86,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2008","flat",59,212.71,175.03,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2009","flat",44,101.75,77.28,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2010","flat",83,83.95,67.28,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2011","flat",113,74.43,60,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2012","flat",123,82.4,59.77,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2013","flat",116,107.41,80.76,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2014","flat",98,93.67,77.26,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2015","flat",99,102.66,82.73,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2016","flat",123,96.48,79.21,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2017","flat",129,101.57,95.24,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2018","flat",142,121.6,101.04,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2019","flat",149,106.48,84.91,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2020","flat",94,115.1,89.7,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2021","flat",192,180.47,147.07,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2022","flat",178,223,184.36,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2023","flat",128,236.88,211.49,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2024","flat",121,221.35,186.57,"EE009","EE006",903
"virunigula vald","Viru-Nigula vald","2025","flat",107,229.57,203.16,"EE009","EE006",903
"vormsi vald","Vormsi vald","2006","flat",2,NA,NA,"EE004","EE004",907
"vormsi vald","Vormsi vald","2009","flat",2,NA,NA,"EE004","EE004",907
"vormsi vald","Vormsi vald","2016","flat",2,NA,NA,"EE004","EE004",907
"voru linn","Võru linn","2003","flat",103,151.45,153.86,"EE008","EE008",919
"voru linn","Võru linn","2004","flat",200,208.02,212.44,"EE008","EE008",919
"voru linn","Võru linn","2005","flat",163,288.63,305.25,"EE008","EE008",919
"voru linn","Võru linn","2006","flat",243,468.64,466.51,"EE008","EE008",919
"voru linn","Võru linn","2007","flat",217,633.71,658.88,"EE008","EE008",919
"voru linn","Võru linn","2008","flat",129,595.9,629.9,"EE008","EE008",919
"voru linn","Võru linn","2009","flat",84,420.9,386.32,"EE008","EE008",919
"voru linn","Võru linn","2010","flat",110,355.18,348.7,"EE008","EE008",919
"voru linn","Võru linn","2011","flat",94,366.86,336.25,"EE008","EE008",919
"voru linn","Võru linn","2012","flat",134,295.78,291.92,"EE008","EE008",919
"voru linn","Võru linn","2013","flat",133,321.84,319.15,"EE008","EE008",919
"voru linn","Võru linn","2014","flat",194,333.7,339.26,"EE008","EE008",919
"voru linn","Võru linn","2015","flat",163,361.24,362.54,"EE008","EE008",919
"voru linn","Võru linn","2016","flat",212,352.14,351.34,"EE008","EE008",919
"voru linn","Võru linn","2017","flat",209,436.62,419.67,"EE008","EE008",919
"voru linn","Võru linn","2018","flat",207,479.35,486.11,"EE008","EE008",919
"voru linn","Võru linn","2019","flat",215,610.62,610.02,"EE008","EE008",919
"voru linn","Võru linn","2020","flat",251,580.28,580,"EE008","EE008",919
"voru linn","Võru linn","2021","flat",293,732.52,714.29,"EE008","EE008",919
"voru linn","Võru linn","2022","flat",228,937.89,949.32,"EE008","EE008",919
"voru linn","Võru linn","2023","flat",165,896.98,873.36,"EE008","EE008",919
"voru linn","Võru linn","2024","flat",196,927.4,910.08,"EE008","EE008",919
"voru linn","Võru linn","2025","flat",191,972.88,946.17,"EE008","EE008",919
"voru vald","Võru vald","2003","flat",20,66.3,51.42,"EE008","EE008",917
"voru vald","Võru vald","2004","flat",45,97.29,83.4,"EE008","EE008",917
"voru vald","Võru vald","2005","flat",37,182.66,190.31,"EE008","EE008",917
"voru vald","Võru vald","2006","flat",52,252.61,259.89,"EE008","EE008",917
"voru vald","Võru vald","2007","flat",58,339.51,355.98,"EE008","EE008",917
"voru vald","Võru vald","2008","flat",44,298.64,286.62,"EE008","EE008",917
"voru vald","Võru vald","2009","flat",25,211.44,209.66,"EE008","EE008",917
"voru vald","Võru vald","2010","flat",27,150.62,124.52,"EE008","EE008",917
"voru vald","Võru vald","2011","flat",29,152.4,128.08,"EE008","EE008",917
"voru vald","Võru vald","2012","flat",49,178.98,136.99,"EE008","EE008",917
"voru vald","Võru vald","2013","flat",51,196.81,173.16,"EE008","EE008",917
"voru vald","Võru vald","2014","flat",58,146.49,129.12,"EE008","EE008",917
"voru vald","Võru vald","2015","flat",70,145.53,116.87,"EE008","EE008",917
"voru vald","Võru vald","2016","flat",67,236.74,195.25,"EE008","EE008",917
"voru vald","Võru vald","2017","flat",71,212.72,178.93,"EE008","EE008",917
"voru vald","Võru vald","2018","flat",82,264.37,223.77,"EE008","EE008",917
"voru vald","Võru vald","2019","flat",75,260.91,218.12,"EE008","EE008",917
"voru vald","Võru vald","2020","flat",81,248.95,191.82,"EE008","EE008",917
"voru vald","Võru vald","2021","flat",76,435.17,409.94,"EE008","EE008",917
"voru vald","Võru vald","2022","flat",65,443.01,412.7,"EE008","EE008",917
"voru vald","Võru vald","2023","flat",58,573.86,556.29,"EE008","EE008",917
"voru vald","Võru vald","2024","flat",72,534.19,547.42,"EE008","EE008",917
"voru vald","Võru vald","2025","flat",56,536.16,570.61,"EE008","EE008",917
