"LAU CODE","parish","year","price_m2","advertisments_sum","actives_sum","type","typev2","NUTS 3 CODE 2021","NUTS 3 CODE 2016"
698,"Rõuge vald",2007,173.118066804899,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2008,435.739351821854,43,20,"house","all","EE008","EE008"
698,"Rõuge vald",2009,514.643504719325,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2010,514.643504719325,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2011,514.643504719325,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2012,514.643504719325,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2013,514.643504719325,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2014,514.643504719325,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2015,492.267700166311,18,5,"house","all","EE008","EE008"
698,"Rõuge vald",2016,104.812979222014,6,1,"house","all","EE008","EE008"
698,"Rõuge vald",2017,942.13913907428,18,6,"house","all","EE008","EE008"
698,"Rõuge vald",2018,942.13913907428,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2019,942.13913907428,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2020,942.13913907428,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2021,942.13913907428,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2022,942.13913907428,0,0,"house","all","EE008","EE008"
698,"Rõuge vald",2023,829.082442385366,270,230,"house","all","EE008","EE008"
698,"Rõuge vald",2024,923.296356292794,328,290,"house","all","EE008","EE008"
698,"Rõuge vald",2025,960.981921855766,358,317,"house","all","EE008","EE008"
708,"Räpina vald",2007,376.477575827775,114,15,"house","all","EE008","EE008"
708,"Räpina vald",2008,498.33742274045,259,114,"house","all","EE008","EE008"
708,"Räpina vald",2009,358.644427499091,287,193,"house","all","EE008","EE008"
708,"Räpina vald",2010,391.338532768345,193,79,"house","all","EE008","EE008"
708,"Räpina vald",2011,336.848357319588,177,93,"house","all","EE008","EE008"
708,"Räpina vald",2012,321.987400379018,197,149,"house","all","EE008","EE008"
708,"Räpina vald",2013,403.227298320801,99,69,"house","all","EE008","EE008"
708,"Räpina vald",2014,315.052287140085,211,146,"house","all","EE008","EE008"
708,"Räpina vald",2015,423.041907574895,225,148,"house","all","EE008","EE008"
708,"Räpina vald",2016,461.680395620377,198,146,"house","all","EE008","EE008"
708,"Räpina vald",2017,386.384880454822,303,202,"house","all","EE008","EE008"
708,"Räpina vald",2018,412.143872485143,187,163,"house","all","EE008","EE008"
708,"Räpina vald",2019,404.218028783506,139,138,"house","all","EE008","EE008"
708,"Räpina vald",2020,334.866896394179,118,103,"house","all","EE008","EE008"
708,"Räpina vald",2021,292.265486497878,76,82,"house","all","EE008","EE008"
708,"Räpina vald",2022,306.135712975743,71,75,"house","all","EE008","EE008"
708,"Räpina vald",2023,466.6340479339,220,187,"house","all","EE008","EE008"
708,"Räpina vald",2024,632.08603520558,399,363,"house","all","EE008","EE008"
708,"Räpina vald",2025,629.113843817466,434,398,"house","all","EE008","EE008"
712,"Saarde vald",2007,314,161,63,"house","all","EE004","EE004"
712,"Saarde vald",2008,369,340,279,"house","all","EE004","EE004"
712,"Saarde vald",2009,371,154,131,"house","all","EE004","EE004"
712,"Saarde vald",2010,380,301,247,"house","all","EE004","EE004"
712,"Saarde vald",2011,256,441,366,"house","all","EE004","EE004"
712,"Saarde vald",2012,267,696,415,"house","all","EE004","EE004"
712,"Saarde vald",2013,283,590,436,"house","all","EE004","EE004"
712,"Saarde vald",2014,289,491,403,"house","all","EE004","EE004"
712,"Saarde vald",2015,287,568,436,"house","all","EE004","EE004"
712,"Saarde vald",2016,312,589,456,"house","all","EE004","EE004"
712,"Saarde vald",2017,237,269,203,"house","all","EE004","EE004"
712,"Saarde vald",2018,295,256,212,"house","all","EE004","EE004"
712,"Saarde vald",2019,234,200,181,"house","all","EE004","EE004"
712,"Saarde vald",2020,307,137,123,"house","all","EE004","EE004"
712,"Saarde vald",2021,266,45,44,"house","all","EE004","EE004"
712,"Saarde vald",2022,261,31,34,"house","all","EE004","EE004"
712,"Saarde vald",2023,565,310,289,"house","all","EE004","EE004"
712,"Saarde vald",2024,717,429,390,"house","all","EE004","EE004"
712,"Saarde vald",2025,672,454,415,"house","all","EE004","EE004"
714,"Saaremaa vald",2007,896.591286158975,703,108,"house","all","EE004","EE004"
714,"Saaremaa vald",2008,865.345123233783,934,375,"house","all","EE004","EE004"
714,"Saaremaa vald",2009,770.738685488064,887,431,"house","all","EE004","EE004"
714,"Saaremaa vald",2010,737.756624622584,810,377,"house","all","EE004","EE004"
714,"Saaremaa vald",2011,657.037370399172,952,418,"house","all","EE004","EE004"
714,"Saaremaa vald",2012,698.698920966094,1133,517,"house","all","EE004","EE004"
714,"Saaremaa vald",2013,711.718155518257,1358,554,"house","all","EE004","EE004"
714,"Saaremaa vald",2014,729.077134921141,1229,513,"house","all","EE004","EE004"
714,"Saaremaa vald",2015,656.169421429027,1337,592,"house","all","EE004","EE004"
714,"Saaremaa vald",2016,650.093778638018,986,496,"house","all","EE004","EE004"
714,"Saaremaa vald",2017,694.359176115373,462,252,"house","all","EE004","EE004"
714,"Saaremaa vald",2018,859.269480442774,506,203,"house","all","EE004","EE004"
714,"Saaremaa vald",2019,915.686163502148,415,68,"house","all","EE004","EE004"
714,"Saaremaa vald",2020,1056.29389666551,449,62,"house","all","EE004","EE004"
714,"Saaremaa vald",2021,1275.884986112,352,250,"house","all","EE004","EE004"
714,"Saaremaa vald",2022,1508.49531011065,343,292,"house","all","EE004","EE004"
714,"Saaremaa vald",2023,1193.4298339483,1330,1204,"house","all","EE004","EE004"
714,"Saaremaa vald",2024,1104.03109002344,1780,1596,"house","all","EE004","EE004"
714,"Saaremaa vald",2025,1069.31313121767,1724,1540,"house","all","EE004","EE004"
718,"Saku vald",2007,945.565346881226,1540,1269,"house","all","EE001","EE001"
718,"Saku vald",2008,832.960014186755,2305,2044,"house","all","EE001","EE001"
718,"Saku vald",2009,662.854086073832,1867,1673,"house","all","EE001","EE001"
718,"Saku vald",2010,585.388006135083,2002,1665,"house","all","EE001","EE001"
718,"Saku vald",2011,590.179722419954,1975,1701,"house","all","EE001","EE001"
718,"Saku vald",2012,590.978341800766,2200,1669,"house","all","EE001","EE001"
718,"Saku vald",2013,615.735542605933,2382,1727,"house","all","EE001","EE001"
718,"Saku vald",2014,585.388006135083,1651,1267,"house","all","EE001","EE001"
718,"Saku vald",2015,714.764345826602,1899,1360,"house","all","EE001","EE001"
718,"Saku vald",2016,705.979532637672,1602,1197,"house","all","EE001","EE001"
718,"Saku vald",2017,785.841470718856,1530,1191,"house","all","EE001","EE001"
718,"Saku vald",2018,815.390387808895,1389,1163,"house","all","EE001","EE001"
718,"Saku vald",2019,872.890983227348,944,845,"house","all","EE001","EE001"
718,"Saku vald",2020,1031.01762062809,823,737,"house","all","EE001","EE001"
718,"Saku vald",2021,1197.13045183696,317,264,"house","all","EE001","EE001"
718,"Saku vald",2022,1576.47465772258,350,290,"house","all","EE001","EE001"
718,"Saku vald",2023,1656.33659580377,906,753,"house","all","EE001","EE001"
718,"Saku vald",2024,1674.70484156244,1179,962,"house","all","EE001","EE001"
718,"Saku vald",2025,1778.52536106798,1244,1038,"house","all","EE001","EE001"
726,"Saue vald",2007,1246.98740156718,2521,1749,"house","all","EE001","EE001"
726,"Saue vald",2008,1015.66990916559,2948,2548,"house","all","EE001","EE001"
726,"Saue vald",2009,716.109325135951,2681,2336,"house","all","EE001","EE001"
726,"Saue vald",2010,639.889768252669,3256,2568,"house","all","EE001","EE001"
726,"Saue vald",2011,630.140755162947,3486,2618,"house","all","EE001","EE001"
726,"Saue vald",2012,617.732920321482,3722,2685,"house","all","EE001","EE001"
726,"Saue vald",2013,619.505468155977,3491,2600,"house","all","EE001","EE001"
726,"Saue vald",2014,622.16428990772,3126,2297,"house","all","EE001","EE001"
726,"Saue vald",2015,701.042668542744,3673,2413,"house","all","EE001","EE001"
726,"Saue vald",2016,802.964169026202,3367,2395,"house","all","EE001","EE001"
726,"Saue vald",2017,779.921047177768,2709,1889,"house","all","EE001","EE001"
726,"Saue vald",2018,883.615095495722,2850,1864,"house","all","EE001","EE001"
726,"Saue vald",2019,1047.5757701865,2763,1867,"house","all","EE001","EE001"
726,"Saue vald",2020,1191.15214478059,1995,1452,"house","all","EE001","EE001"
726,"Saue vald",2021,1275.3481669191,1384,1154,"house","all","EE001","EE001"
726,"Saue vald",2022,1692.78318194266,1424,1164,"house","all","EE001","EE001"
726,"Saue vald",2023,1640.49302082506,2404,1898,"house","all","EE001","EE001"
726,"Saue vald",2024,1619.22244681112,2735,2253,"house","all","EE001","EE001"
726,"Saue vald",2025,1663.53614267349,2747,2255,"house","all","EE001","EE001"
732,"Setomaa vald",2007,262,12,4,"house","all","EE008","EE008"
732,"Setomaa vald",2008,244,107,57,"house","all","EE008","EE008"
732,"Setomaa vald",2009,363,30,21,"house","all","EE008","EE008"
732,"Setomaa vald",2010,386,0,0,"house","all","EE008","EE008"
732,"Setomaa vald",2011,364,14,2,"house","all","EE008","EE008"
732,"Setomaa vald",2012,279,41,21,"house","all","EE008","EE008"
732,"Setomaa vald",2013,295,69,44,"house","all","EE008","EE008"
732,"Setomaa vald",2014,253,60,36,"house","all","EE008","EE008"
732,"Setomaa vald",2015,241,6,5,"house","all","EE008","EE008"
732,"Setomaa vald",2016,254,18,11,"house","all","EE008","EE008"
732,"Setomaa vald",2017,195,53,18,"house","all","EE008","EE008"
732,"Setomaa vald",2018,123,0,0,"house","all","EE008","EE008"
732,"Setomaa vald",2019,123,0,0,"house","all","EE008","EE008"
732,"Setomaa vald",2020,123,0,0,"house","all","EE008","EE008"
732,"Setomaa vald",2021,123,0,0,"house","all","EE008","EE008"
732,"Setomaa vald",2022,123,0,0,"house","all","EE008","EE008"
732,"Setomaa vald",2023,518,150,131,"house","all","EE008","EE008"
732,"Setomaa vald",2024,489,226,198,"house","all","EE008","EE008"
732,"Setomaa vald",2025,534,202,188,"house","all","EE008","EE008"
735,"Sillamäe",2007,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2008,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2009,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2010,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2011,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2012,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2013,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2014,NA,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2015,125.649107265246,13,7,"house","all","EE00A","EE007"
735,"Sillamäe",2016,93.2551967984247,6,1,"house","all","EE00A","EE007"
735,"Sillamäe",2017,35.3388114183504,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2018,35.3388114183504,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2019,35.3388114183504,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2020,147.24504757646,18,0,"house","all","EE00A","EE007"
735,"Sillamäe",2021,213.014502160612,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2022,213.014502160612,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2023,213.014502160612,0,0,"house","all","EE00A","EE007"
735,"Sillamäe",2024,249.334947229472,12,10,"house","all","EE00A","EE007"
784,"Tallinn",2007,1526.7489682788,7910,5952,"house","all","EE001","EE001"
784,"Tallinn",2008,1313.8889426303,10789,9267,"house","all","EE001","EE001"
784,"Tallinn",2009,986.66882477066,11248,9728,"house","all","EE001","EE001"
784,"Tallinn",2010,886.499400936075,13013,10431,"house","all","EE001","EE001"
784,"Tallinn",2011,880.656184545725,13913,11165,"house","all","EE001","EE001"
784,"Tallinn",2012,882.325674942968,14459,10898,"house","all","EE001","EE001"
784,"Tallinn",2013,905.698540504371,15541,11030,"house","all","EE001","EE001"
784,"Tallinn",2014,1023.39761351001,14657,10741,"house","all","EE001","EE001"
784,"Tallinn",2015,1091.84671979697,15037,10777,"house","all","EE001","EE001"
784,"Tallinn",2016,1156.95684528945,12805,9879,"house","all","EE001","EE001"
784,"Tallinn",2017,1217.89324478883,10363,8476,"house","all","EE001","EE001"
784,"Tallinn",2018,1320.56690421928,9879,8759,"house","all","EE001","EE001"
784,"Tallinn",2019,1317.22792342479,8250,6841,"house","all","EE001","EE001"
784,"Tallinn",2020,1363.9736545476,6489,5459,"house","all","EE001","EE001"
784,"Tallinn",2021,1497.53288632704,5371,4230,"house","all","EE001","EE001"
784,"Tallinn",2022,1802.2148838239,6337,4966,"house","all","EE001","EE001"
784,"Tallinn",2023,1818.07504259771,8046,6389,"house","all","EE001","EE001"
784,"Tallinn",2024,1907.39277885022,9382,7702,"house","all","EE001","EE001"
784,"Tallinn",2025,1950.79952917854,8491,7096,"house","all","EE001","EE001"
792,"Tapa vald",2007,481.4625963732,280,110,"house","all","EE009","EE006"
792,"Tapa vald",2008,563.712456586955,209,118,"house","all","EE009","EE006"
792,"Tapa vald",2009,391.188359553225,212,107,"house","all","EE009","EE006"
792,"Tapa vald",2010,280.8531812177,183,88,"house","all","EE009","EE006"
792,"Tapa vald",2011,334.014676233908,261,228,"house","all","EE009","EE006"
792,"Tapa vald",2012,366.112182658788,344,314,"house","all","EE009","EE006"
792,"Tapa vald",2013,301.917169809028,603,403,"house","all","EE009","EE006"
792,"Tapa vald",2014,309.941546415248,577,470,"house","all","EE009","EE006"
792,"Tapa vald",2015,306.932405187915,424,370,"house","all","EE009","EE006"
792,"Tapa vald",2016,369.12132388612,321,276,"house","all","EE009","EE006"
792,"Tapa vald",2017,410.246253992998,248,231,"house","all","EE009","EE006"
792,"Tapa vald",2018,363.103041431455,189,180,"house","all","EE009","EE006"
792,"Tapa vald",2019,346.051241143238,187,167,"house","all","EE009","EE006"
792,"Tapa vald",2020,420.276724750773,181,158,"house","all","EE009","EE006"
792,"Tapa vald",2021,464.410796084983,122,108,"house","all","EE009","EE006"
792,"Tapa vald",2022,549.66979752607,145,124,"house","all","EE009","EE006"
792,"Tapa vald",2023,669.032399543593,345,287,"house","all","EE009","EE006"
792,"Tapa vald",2024,599.822151314945,343,288,"house","all","EE009","EE006"
792,"Tapa vald",2025,593.80386886028,397,340,"house","all","EE009","EE006"
793,"Tartu",2007,911.031070841786,4249,2976,"house","all","EE008","EE008"
793,"Tartu",2008,841.545650184362,5167,4039,"house","all","EE008","EE008"
793,"Tartu",2009,692.280672475821,5238,4195,"house","all","EE008","EE008"
793,"Tartu",2010,627.084475315768,5701,4293,"house","all","EE008","EE008"
793,"Tartu",2011,621.937407118922,5388,4388,"house","all","EE008","EE008"
793,"Tartu",2012,616.790338922076,5198,4181,"house","all","EE008","EE008"
793,"Tartu",2013,659.682573895794,4337,3364,"house","all","EE008","EE008"
793,"Tartu",2014,717.158168760577,5099,3428,"house","all","EE008","EE008"
793,"Tartu",2015,800.369104609592,5948,3933,"house","all","EE008","EE008"
793,"Tartu",2016,838.972116085939,5534,3890,"house","all","EE008","EE008"
793,"Tartu",2017,890.442798054401,4642,3434,"house","all","EE008","EE008"
793,"Tartu",2018,912.746760240735,4117,3423,"house","all","EE008","EE008"
793,"Tartu",2019,923.898741333902,3823,3174,"house","all","EE008","EE008"
793,"Tartu",2020,1020.83519237451,3336,2843,"house","all","EE008","EE008"
793,"Tartu",2021,1092.89414713035,2202,1736,"house","all","EE008","EE008"
793,"Tartu",2022,1351.10540167214,2132,1759,"house","all","EE008","EE008"
793,"Tartu",2023,1382.84565555269,2517,2045,"house","all","EE008","EE008"
793,"Tartu",2024,1409.4388412364,2799,2204,"house","all","EE008","EE008"
793,"Tartu",2025,1518.38511806964,2520,2035,"house","all","EE008","EE008"
796,"Tartu vald",2007,569.483900202713,506,387,"house","all","EE008","EE008"
796,"Tartu vald",2008,535.618959535319,819,691,"house","all","EE008","EE008"
796,"Tartu vald",2009,454.757774676439,798,649,"house","all","EE008","EE008"
796,"Tartu vald",2010,427.112925152035,863,529,"house","all","EE008","EE008"
796,"Tartu vald",2011,482.402624200842,611,426,"house","all","EE008","EE008"
796,"Tartu vald",2012,484.475987915172,780,532,"house","all","EE008","EE008"
796,"Tartu vald",2013,464.43347200998,511,358,"house","all","EE008","EE008"
796,"Tartu vald",2014,516.267564868236,496,314,"house","all","EE008","EE008"
796,"Tartu vald",2015,516.958686106347,465,334,"house","all","EE008","EE008"
796,"Tartu vald",2016,524.561019725558,560,332,"house","all","EE008","EE008"
796,"Tartu vald",2017,697.34132925308,371,260,"house","all","EE008","EE008"
796,"Tartu vald",2018,848.696880399189,200,233,"house","all","EE008","EE008"
796,"Tartu vald",2019,827.272122017776,242,209,"house","all","EE008","EE008"
796,"Tartu vald",2020,899.839852019336,221,190,"house","all","EE008","EE008"
796,"Tartu vald",2021,996.596825354748,120,109,"house","all","EE008","EE008"
796,"Tartu vald",2022,1289.63223031343,390,356,"house","all","EE008","EE008"
796,"Tartu vald",2023,1199.095348121,787,679,"house","all","EE008","EE008"
796,"Tartu vald",2024,1174.90610478715,1290,990,"house","all","EE008","EE008"
796,"Tartu vald",2025,1215.68225783565,1036,832,"house","all","EE008","EE008"
803,"Toila vald",2007,835.960874568469,120,31,"house","all","EE00A","EE007"
803,"Toila vald",2008,698.803222094361,84,73,"house","all","EE00A","EE007"
803,"Toila vald",2009,908.043728423474,111,98,"house","all","EE00A","EE007"
803,"Toila vald",2010,739.850402761794,235,191,"house","all","EE00A","EE007"
803,"Toila vald",2011,572.658227848101,349,302,"house","all","EE00A","EE007"
803,"Toila vald",2012,602.692750287686,487,426,"house","all","EE00A","EE007"
803,"Toila vald",2013,472.543153049482,642,468,"house","all","EE00A","EE007"
803,"Toila vald",2014,498.573072497123,454,410,"house","all","EE00A","EE007"
803,"Toila vald",2015,456.524741081703,440,434,"house","all","EE00A","EE007"
803,"Toila vald",2016,475.54660529344,450,455,"house","all","EE00A","EE007"
803,"Toila vald",2017,605.696202531645,263,236,"house","all","EE00A","EE007"
803,"Toila vald",2018,764.879171461449,347,331,"house","all","EE00A","EE007"
803,"Toila vald",2019,681.783659378595,209,194,"house","all","EE00A","EE007"
803,"Toila vald",2020,861.99079401611,160,153,"house","all","EE00A","EE007"
803,"Toila vald",2021,1018.17031070196,112,115,"house","all","EE00A","EE007"
803,"Toila vald",2022,1060.21864211738,67,60,"house","all","EE00A","EE007"
803,"Toila vald",2023,871.001150747985,159,148,"house","all","EE00A","EE007"
803,"Toila vald",2024,871.001150747985,252,225,"house","all","EE00A","EE007"
803,"Toila vald",2025,901.035673187571,287,236,"house","all","EE00A","EE007"
809,"Tori vald",2007,811.853229416208,811,410,"house","all","EE004","EE004"
809,"Tori vald",2008,707.177736892494,1261,932,"house","all","EE004","EE004"
809,"Tori vald",2009,544.807091009252,1398,1100,"house","all","EE004","EE004"
809,"Tori vald",2010,476.397123454384,1697,1341,"house","all","EE004","EE004"
809,"Tori vald",2011,467.330742212172,1764,1350,"house","all","EE004","EE004"
809,"Tori vald",2012,461.56122687622,2217,1247,"house","all","EE004","EE004"
809,"Tori vald",2013,469.803391641866,1870,1049,"house","all","EE004","EE004"
809,"Tori vald",2014,474.748690501255,1925,1190,"house","all","EE004","EE004"
809,"Tori vald",2015,507.717349563842,1759,1052,"house","all","EE004","EE004"
809,"Tori vald",2016,560.467204063981,1450,927,"house","all","EE004","EE004"
809,"Tori vald",2017,652.779449439225,1071,791,"house","all","EE004","EE004"
809,"Tori vald",2018,698.111355650282,1023,734,"house","all","EE004","EE004"
809,"Tori vald",2019,723.662066423787,1010,680,"house","all","EE004","EE004"
809,"Tori vald",2020,811.029012939643,818,535,"house","all","EE004","EE004"
809,"Tori vald",2021,908.286557174275,544,457,"house","all","EE004","EE004"
809,"Tori vald",2022,1221.48881826885,674,590,"house","all","EE004","EE004"
809,"Tori vald",2023,1158.84836604994,949,869,"house","all","EE004","EE004"
809,"Tori vald",2024,1070.65720305752,1228,1074,"house","all","EE004","EE004"
809,"Tori vald",2025,1120.1101916514,1234,1074,"house","all","EE004","EE004"
824,"Tõrva vald",2007,798.985978330144,262,20,"house","all","EE008","EE008"
824,"Tõrva vald",2008,508.921606118545,182,96,"house","all","EE008","EE008"
824,"Tõrva vald",2009,358.130019120458,53,34,"house","all","EE008","EE008"
824,"Tõrva vald",2010,354.988527724664,86,30,"house","all","EE008","EE008"
824,"Tõrva vald",2011,370.695984703632,149,77,"house","all","EE008","EE008"
824,"Tõrva vald",2012,329.856596558316,252,77,"house","all","EE008","EE008"
824,"Tõrva vald",2013,364.413001912045,301,49,"house","all","EE008","EE008"
824,"Tõrva vald",2014,340.328234544295,176,43,"house","all","EE008","EE008"
824,"Tõrva vald",2015,335.092415551306,130,40,"house","all","EE008","EE008"
824,"Tõrva vald",2016,412.582536647545,100,39,"house","all","EE008","EE008"
824,"Tõrva vald",2017,500.544295729763,118,53,"house","all","EE008","EE008"
824,"Tõrva vald",2018,400.016571064371,164,19,"house","all","EE008","EE008"
824,"Tõrva vald",2019,374.884639898023,115,0,"house","all","EE008","EE008"
824,"Tõrva vald",2020,423.054174633523,96,0,"house","all","EE008","EE008"
824,"Tõrva vald",2021,353.941363926067,13,4,"house","all","EE008","EE008"
824,"Tõrva vald",2022,358.130019120458,0,0,"house","all","EE008","EE008"
824,"Tõrva vald",2023,411.535372848947,142,131,"house","all","EE008","EE008"
824,"Tõrva vald",2024,645.052899936263,245,213,"house","all","EE008","EE008"
824,"Tõrva vald",2025,730.920331421285,247,219,"house","all","EE008","EE008"
834,"Türi vald",2007,492.037905812176,233,100,"house","all","EE009","EE006"
834,"Türi vald",2008,501.898384886569,151,128,"house","all","EE009","EE006"
834,"Türi vald",2009,561.061259332922,87,50,"house","all","EE009","EE006"
834,"Türi vald",2010,508.800720238643,188,172,"house","all","EE009","EE006"
834,"Türi vald",2011,403.293594142645,311,244,"house","all","EE009","EE006"
834,"Türi vald",2012,333.28419271446,648,497,"house","all","EE009","EE006"
834,"Türi vald",2013,320.46556991775,836,603,"house","all","EE009","EE006"
834,"Türi vald",2014,309.619042935919,676,529,"house","all","EE009","EE006"
834,"Türi vald",2015,287.925988972255,509,412,"house","all","EE009","EE006"
834,"Türi vald",2016,337.228384344217,396,311,"house","all","EE009","EE006"
834,"Türi vald",2017,466.400660218756,221,207,"house","all","EE009","EE006"
834,"Türi vald",2018,500.912336979129,274,244,"house","all","EE009","EE006"
834,"Türi vald",2019,424.000600198869,226,211,"house","all","EE009","EE006"
834,"Türi vald",2020,373.712156919469,155,140,"house","all","EE009","EE006"
834,"Türi vald",2021,614.307846334641,52,44,"house","all","EE009","EE006"
834,"Türi vald",2022,608.391558890006,99,91,"house","all","EE009","EE006"
834,"Türi vald",2023,601.489223537931,333,281,"house","all","EE009","EE006"
834,"Türi vald",2024,627.126469131351,431,363,"house","all","EE009","EE006"
834,"Türi vald",2025,717.84287661576,466,404,"house","all","EE009","EE006"
855,"Valga vald",2007,369.798546790511,643,135,"house","all","EE008","EE008"
855,"Valga vald",2008,451.094742063492,931,446,"house","all","EE008","EE008"
855,"Valga vald",2009,385.661219038897,804,279,"house","all","EE008","EE008"
855,"Valga vald",2010,368.807129774987,845,251,"house","all","EE008","EE008"
855,"Valga vald",2011,346.004538417931,828,221,"house","all","EE008","EE008"
855,"Valga vald",2012,312.29635989011,953,273,"house","all","EE008","EE008"
855,"Valga vald",2013,306.347857796965,1589,285,"house","all","EE008","EE008"
855,"Valga vald",2014,318.244861983255,1209,285,"house","all","EE008","EE008"
855,"Valga vald",2015,305.356440781441,885,212,"house","all","EE008","EE008"
855,"Valga vald",2016,262.725509113902,592,139,"house","all","EE008","EE008"
855,"Valga vald",2017,285.528100470957,345,77,"house","all","EE008","EE008"
855,"Valga vald",2018,249.837087912088,388,17,"house","all","EE008","EE008"
855,"Valga vald",2019,275.613930315716,285,1,"house","all","EE008","EE008"
855,"Valga vald",2020,279.579598377813,271,0,"house","all","EE008","EE008"
855,"Valga vald",2021,304.365023765916,260,193,"house","all","EE008","EE008"
855,"Valga vald",2022,395.575389194139,298,261,"house","all","EE008","EE008"
855,"Valga vald",2023,398.549640240711,382,334,"house","all","EE008","EE008"
855,"Valga vald",2024,428.292150706436,537,473,"house","all","EE008","EE008"
855,"Valga vald",2025,466.957414311878,456,424,"house","all","EE008","EE008"
890,"Viimsi vald",2007,1299.16630034371,3937,3088,"house","all","EE001","EE001"
890,"Viimsi vald",2008,1163.39610500116,5135,4609,"house","all","EE001","EE001"
890,"Viimsi vald",2009,904.863637223121,4465,4019,"house","all","EE001","EE001"
890,"Viimsi vald",2010,854.457935958222,4218,3560,"house","all","EE001","EE001"
890,"Viimsi vald",2011,892.668709497742,4603,3918,"house","all","EE001","EE001"
890,"Viimsi vald",2012,911.367598676657,4950,4061,"house","all","EE001","EE001"
890,"Viimsi vald",2013,956.082333669713,4761,3818,"house","all","EE001","EE001"
890,"Viimsi vald",2014,1030.06489520368,4670,3753,"house","all","EE001","EE001"
890,"Viimsi vald",2015,1086.16156274042,4710,3590,"house","all","EE001","EE001"
890,"Viimsi vald",2016,1143.88422064055,4273,3423,"house","all","EE001","EE001"
890,"Viimsi vald",2017,1167.46108090962,4556,3702,"house","all","EE001","EE001"
890,"Viimsi vald",2018,1207.29784481252,3667,3280,"house","all","EE001","EE001"
890,"Viimsi vald",2019,1287.78436780002,3305,2938,"house","all","EE001","EE001"
890,"Viimsi vald",2020,1362.57992451568,2727,2393,"house","all","EE001","EE001"
890,"Viimsi vald",2021,1667.45311765015,1166,988,"house","all","EE001","EE001"
890,"Viimsi vald",2022,2173.94911584423,1794,1544,"house","all","EE001","EE001"
890,"Viimsi vald",2023,2297.5243834614,2978,2568,"house","all","EE001","EE001"
890,"Viimsi vald",2024,2326.79221000231,3628,3119,"house","all","EE001","EE001"
890,"Viimsi vald",2025,2339.80013290938,3602,3077,"house","all","EE001","EE001"
897,"Viljandi",2007,700.86235662655,1188,680,"house","all","EE008","EE008"
897,"Viljandi",2008,598.744180131773,1423,776,"house","all","EE008","EE008"
897,"Viljandi",2009,516.700516965028,1148,516,"house","all","EE008","EE008"
897,"Viljandi",2010,492.261979000466,1507,480,"house","all","EE008","EE008"
897,"Viljandi",2011,447.748927707871,1651,378,"house","all","EE008","EE008"
897,"Viljandi",2012,422.437584816003,1706,367,"house","all","EE008","EE008"
897,"Viljandi",2013,425.05599959792,1713,334,"house","all","EE008","EE008"
897,"Viljandi",2014,490.516369145855,1489,302,"house","all","EE008","EE008"
897,"Viljandi",2015,539.393445074979,1118,230,"house","all","EE008","EE008"
897,"Viljandi",2016,504.481247982747,983,263,"house","all","EE008","EE008"
897,"Viljandi",2017,502.735638128136,717,204,"house","all","EE008","EE008"
897,"Viljandi",2018,535.02942043845,832,103,"house","all","EE008","EE008"
897,"Viljandi",2019,533.283810583838,770,29,"house","all","EE008","EE008"
897,"Viljandi",2020,592.634545640632,535,6,"house","all","EE008","EE008"
897,"Viljandi",2021,706.099186190385,417,156,"house","all","EE008","EE008"
897,"Viljandi",2022,892.006635706518,522,198,"house","all","EE008","EE008"
897,"Viljandi",2023,970.55907916404,585,452,"house","all","EE008","EE008"
897,"Viljandi",2024,989.760787564767,669,590,"house","all","EE008","EE008"
897,"Viljandi",2025,924.300418016833,653,562,"house","all","EE008","EE008"
899,"Viljandi vald",2007,474.661893004115,200,114,"house","all","EE008","EE008"
899,"Viljandi vald",2008,459.735418381344,476,196,"house","all","EE008","EE008"
899,"Viljandi vald",2009,443.813845450389,412,99,"house","all","EE008","EE008"
899,"Viljandi vald",2010,420.92658436214,695,136,"house","all","EE008","EE008"
899,"Viljandi vald",2011,408.985404663923,773,169,"house","all","EE008","EE008"
