"vald_clean","vald","year","number","average_price_m2","median_price_m2","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE","LAU NAME NATIONAL","type"
"keila linn","Keila linn","2020",22,1332.61,1292.1,"EE001","EE001",296,"Keila linn","house"
"keila linn","Keila linn","2021",36,1362.19,1236.15,"EE001","EE001",296,"Keila linn","house"
"keila linn","Keila linn","2022",19,2037.32,1903.55,"EE001","EE001",296,"Keila linn","house"
"keila linn","Keila linn","2023",26,1863.27,1660.15,"EE001","EE001",296,"Keila linn","house"
"keila linn","Keila linn","2024",29,1755.1,1846.45,"EE001","EE001",296,"Keila linn","house"
"keila linn","Keila linn","2025",19,1544.47,1193.18,"EE001","EE001",296,"Keila linn","house"
"kihnu vald","Kihnu vald","2007",1,NA,NA,"EE004","EE004",303,"Kihnu vald","house"
"kihnu vald","Kihnu vald","2011",1,NA,NA,"EE004","EE004",303,"Kihnu vald","house"
"kihnu vald","Kihnu vald","2012",1,NA,NA,"EE004","EE004",303,"Kihnu vald","house"
"kihnu vald","Kihnu vald","2014",1,NA,NA,"EE004","EE004",303,"Kihnu vald","house"
"kihnu vald","Kihnu vald","2017",1,NA,NA,"EE004","EE004",303,"Kihnu vald","house"
"kihnu vald","Kihnu vald","2018",3,NA,NA,"EE004","EE004",303,"Kihnu vald","house"
"kihnu vald","Kihnu vald","2023",1,NA,NA,"EE004","EE004",303,"Kihnu vald","house"
"kiili vald","Kiili vald","2003",7,236.39,124.43,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2004",8,452.96,429.26,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2005",18,573.08,571.05,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2006",18,1039.09,1147.68,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2007",21,1263.04,1161.01,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2008",9,1204.58,1076.44,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2009",6,503.57,452.31,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2010",11,667.1,402.68,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2011",8,722.58,751.88,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2012",11,797.1,950.57,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2013",17,774.82,881.9,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2014",10,739.33,768.63,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2015",18,938.54,1060.9,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2016",25,1194.99,1153.64,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2017",19,975.57,967.53,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2018",24,1305.59,1305.67,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2019",27,1438.86,1481.48,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2020",40,1215.6,1248.13,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2021",20,1689.33,1535.01,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2022",22,2134.9,2116.1,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2023",22,1936.12,2159.29,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2024",29,2359.33,2535.06,"EE001","EE001",304,"Kiili vald","house"
"kiili vald","Kiili vald","2025",28,2132.6,1972.25,"EE001","EE001",304,"Kiili vald","house"
"kohila vald","Kohila vald","2003",7,275.11,304.1,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2004",26,349.67,227.79,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2005",38,417.04,387.19,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2006",25,577.61,520.45,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2007",18,811.53,777.9,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2008",14,807.92,831.3,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2009",9,515.39,447.89,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2010",6,429.95,455.06,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2011",14,530.1,452.37,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2012",21,419.28,288.64,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2013",14,421.28,362.06,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2014",21,674.67,747.49,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2015",21,613.94,523.29,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2016",21,662.66,662.2,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2017",30,588.46,499.94,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2018",26,895.24,924.73,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2019",30,850.09,856.86,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2020",25,953,984.01,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2021",54,1127.21,996.88,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2022",26,1561.35,1535.97,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2023",16,1353.05,1631.7,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2024",26,1391.98,1424.52,"EE009","EE006",317,"Kohila vald","house"
"kohila vald","Kohila vald","2025",38,1611.87,1571.64,"EE009","EE006",317,"Kohila vald","house"
"kohtlajarve linn","Kohtla-Järve linn","2003",11,81.03,31.64,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2004",11,145.26,66.82,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2005",14,188.09,95.93,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2006",26,276.94,241.22,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2007",24,502.95,519.63,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2008",27,409.11,382.7,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2009",8,230.51,221.13,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2010",15,259.6,259.23,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2011",18,318.4,275.38,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2012",21,213.57,184.16,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2013",26,235.35,218.54,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2014",23,273.36,274.51,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2015",28,260.04,211.23,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2016",20,236.98,235.09,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2017",14,224.31,205.04,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2018",11,377.86,378.68,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2019",16,214.41,178.56,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2020",23,209.92,207.69,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2021",22,290.49,227.75,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2022",16,337.65,257.61,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2023",12,412.23,244.25,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2024",21,377.23,362.98,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kohtlajarve linn","Kohtla-Järve linn","2025",25,491.1,334.61,"EE00A","EE007",321,"Kohtla-Järve linn","house"
"kose vald","Kose vald","2003",5,165.22,105.16,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2004",13,287.77,235.72,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2005",17,398.27,318.2,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2006",27,435.45,372.82,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2007",17,674.98,585.45,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2008",18,766.35,736.13,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2009",9,223.18,230.64,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2010",7,540.15,377.54,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2011",12,394.4,324.64,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2012",9,241.01,136.83,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2013",6,247.55,76.38,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2014",11,589.04,522.39,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2015",10,810.8,891.47,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2016",13,915.69,1070.73,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2017",21,812.99,823.9,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2018",23,770.58,684.93,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2019",21,982.76,891.63,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2020",23,891.84,994.85,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2021",37,1008.82,965.67,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2022",17,1097.86,875.91,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2023",21,1821.65,2125.98,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2024",21,1722.92,2111.26,"EE001","EE001",338,"Kose vald","house"
"kose vald","Kose vald","2025",38,1755.55,2172.06,"EE001","EE001",338,"Kose vald","house"
"kuusalu vald","Kuusalu vald","2003",5,164.8,137.35,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2004",17,399,313.24,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2005",22,572.7,487.3,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2006",22,952.94,680.45,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2007",17,1229.66,958.38,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2008",18,1398.36,1083.57,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2009",15,980.91,355.06,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2010",6,516.89,387.17,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2011",12,827.08,642.7,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2012",16,576.52,458.9,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2013",8,687.65,637.8,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2014",25,700.14,709.53,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2015",12,678.98,531.07,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2016",17,682.57,726.32,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2017",25,775.36,547.62,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2018",17,751.62,779.15,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2019",14,577.7,571.37,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2020",31,1050.72,965.52,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2021",30,1150.7,1133.99,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2022",24,1373.1,1018.39,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2023",23,1697.65,1360.34,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2024",16,1944.35,1585.36,"EE001","EE001",353,"Kuusalu vald","house"
"kuusalu vald","Kuusalu vald","2025",21,1511.48,1481.48,"EE001","EE001",353,"Kuusalu vald","house"
"laaneharju vald","Lääne-Harju vald","2003",9,296.22,175.93,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2004",22,364.98,274.55,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2005",24,396.01,331.32,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2006",28,651.6,504.09,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2007",19,980.88,816.39,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2008",11,868.38,829.22,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2009",7,510.89,325.12,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2010",12,704.86,286.42,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2011",9,339.49,279.46,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2012",27,659.7,586.51,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2013",34,581.24,429,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2014",39,501.4,409.84,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2015",29,720.91,588.77,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2016",32,704.18,658.1,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2017",31,985.04,584.89,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2018",41,823.1,635.84,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2019",31,960.8,931.2,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2020",34,1053.71,1139.93,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2021",51,1031.16,1052.32,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2022",46,1438.47,1526.6,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2023",37,1857.66,1756.76,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2024",46,1794.31,1599.69,"EE001","EE001",431,"Lääne-Harju vald","house"
"laaneharju vald","Lääne-Harju vald","2025",43,1797.38,1700,"EE001","EE001",431,"Lääne-Harju vald","house"
"laanenigula vald","Lääne-Nigula vald","2003",9,144.13,147.31,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2004",9,83.61,63.15,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2005",23,206.17,118.02,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2006",29,353.08,272.49,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2007",19,363.29,306.43,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2008",22,344.67,247.71,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2009",14,277.84,139.12,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2010",6,229.31,215.1,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2011",17,292.82,147.92,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2012",21,251.92,270.27,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2013",17,330.71,273.52,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2014",16,386.42,374.57,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2015",27,312.27,151.12,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2016",25,272.67,219.3,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2017",23,334.23,262.23,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2018",20,326.09,247.37,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2019",28,618.43,440.06,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2020",25,304.63,194.24,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2021",36,595.02,335.31,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2022",25,613.67,457.12,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2023",21,848.56,577.12,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2024",19,925.3,702.91,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laanenigula vald","Lääne-Nigula vald","2025",32,795.74,704.62,"EE004","EE004",441,"Lääne-Nigula vald","house"
"laaneranna vald","Lääneranna vald","2003",14,123.06,70.48,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2004",9,108.03,50.13,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2005",12,111.03,93.25,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2006",20,192.53,91.75,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2007",24,243.56,154.36,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2008",15,227.51,155.44,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2009",6,139.3,86.99,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2010",15,136.63,47.77,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2011",4,NA,NA,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2012",11,192.64,90.42,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2013",18,182.06,143.52,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2014",15,332.4,123.29,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2015",23,312.27,145.77,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2016",27,180.53,170.65,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2017",10,246.55,229.12,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2018",15,331.83,186.22,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2019",24,271.12,169.85,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2020",33,323.44,289.12,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2021",30,455.56,211.08,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2022",26,319.58,307.35,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2023",19,631.52,363.86,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2024",13,452.31,394.9,"EE004","EE004",430,"Lääneranna vald","house"
"laaneranna vald","Lääneranna vald","2025",21,361.81,264.9,"EE004","EE004",430,"Lääneranna vald","house"
"loksa linn","Loksa linn","2003",2,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2004",3,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2005",3,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2006",1,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2007",4,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2008",12,760.75,650.24,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2009",3,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2010",7,392.4,334.62,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2011",7,344.2,334.61,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2012",3,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2013",2,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2014",4,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2015",3,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2016",5,1011.11,640.16,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2017",3,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2018",7,581.44,587.08,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2019",2,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2020",4,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2021",5,636.77,500.46,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2022",8,1165.05,915.23,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2023",2,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2024",4,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"loksa linn","Loksa linn","2025",4,NA,NA,"EE001","EE001",424,"Loksa linn","house"
"luganuse vald","Lüganuse vald","2003",9,45.86,54.3,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2004",17,84.95,73.18,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2005",29,119.08,100.15,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2006",25,191.9,183.97,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2007",41,293.64,290.07,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2008",32,406.1,277.87,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2009",21,120.7,85.39,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2010",11,211.41,146.17,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2011",19,191.23,184.17,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2012",27,214.76,107.18,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2013",31,182.47,176.99,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2014",29,235.35,227.27,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2015",13,168.07,122.45,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2016",23,234.74,219.61,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2017",28,174.05,130.14,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2018",25,186.29,114.46,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2019",33,197.37,175.05,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2020",30,241.72,189.6,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2021",51,262.01,211.12,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2022",40,336.29,324.66,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2023",31,342.39,163.4,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2024",25,275.03,186.82,"EE00A","EE007",442,"Lüganuse vald","house"
"luganuse vald","Lüganuse vald","2025",29,324.5,338.73,"EE00A","EE007",442,"Lüganuse vald","house"
"luunja vald","Luunja vald","2003",2,NA,NA,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2004",5,245.33,200.56,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2005",9,464.41,464.15,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2006",7,536.17,590.21,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2007",15,1223.79,1374.44,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2008",7,934.81,929.2,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2009",5,563.05,448.82,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2010",5,754.68,787.95,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2011",12,740.29,781.57,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2012",11,833.21,877.19,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2013",11,541.05,516.63,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2014",14,781.17,723.28,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2015",12,942.66,944.19,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2016",13,787.48,894.7,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2017",16,1178.91,989,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2018",21,1130.3,1123.44,"EE008","EE008",432,"Luunja vald","house"
