"vald_clean","vald","year","number","average_price_m2","median_price_m2","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE","LAU NAME NATIONAL","type"
"luunja vald","Luunja vald","2019",23,1177.53,1256.26,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2020",36,1300.24,1341.4,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2021",14,1396.42,1343.59,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2022",17,1877.81,1651.31,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2023",10,1870.82,1818.05,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2024",26,1560.35,1736.99,"EE008","EE008",432,"Luunja vald","house"
"luunja vald","Luunja vald","2025",23,1716.83,1627.98,"EE008","EE008",432,"Luunja vald","house"
"maardu linn","Maardu linn","2003",8,435.62,354.91,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2004",19,550.32,657.81,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2005",21,742.06,630.71,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2006",20,899.38,827.49,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2007",18,1360.69,1292.76,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2008",11,1212.76,1211.6,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2009",1,NA,NA,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2010",13,845.59,716.77,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2011",8,775.38,660.76,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2012",12,872.24,947.36,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2013",8,944.82,993.6,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2014",27,975.6,950.72,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2015",24,1062.72,1118.56,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2016",19,1077.44,1103.75,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2017",21,1303.59,1202.22,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2018",19,1251.93,1274.74,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2019",22,1389.04,1423.34,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2020",30,1589.44,1595.29,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2021",36,1658.79,1656.7,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2022",22,2084.05,1933.05,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2023",23,1898.84,2103.05,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2024",35,2013.3,1993.51,"EE001","EE001",446,"Maardu linn","house"
"maardu linn","Maardu linn","2025",28,1777.03,1807.39,"EE001","EE001",446,"Maardu linn","house"
"marjamaa vald","Märjamaa vald","2003",10,66.65,69.73,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2004",31,175.44,132.71,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2005",28,227.11,188.35,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2006",35,266.32,129.51,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2007",30,223.1,113.98,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2008",23,379.69,291.1,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2009",15,170.69,51.62,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2010",16,201.67,99.71,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2011",20,212.15,140.55,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2012",18,145.8,88.68,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2013",21,222.75,140.16,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2014",20,279.07,234.27,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2015",26,264.73,163.98,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2016",17,212.72,257.51,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2017",32,282.73,212.49,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2018",35,154.41,144.8,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2019",35,330.67,244.44,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2020",41,336.61,330.88,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2021",38,378.54,385.45,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2022",33,468.21,339.21,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2023",27,435.99,379.83,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2024",22,635.44,384.97,"EE009","EE006",503,"Märjamaa vald","house"
"marjamaa vald","Märjamaa vald","2025",29,749.31,763.57,"EE009","EE006",503,"Märjamaa vald","house"
"muhu vald","Muhu vald","2004",6,532.36,353.35,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2005",1,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2006",5,490.53,490.12,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2007",7,492.96,340.41,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2008",2,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2009",2,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2010",3,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2011",3,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2012",4,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2013",6,531.49,360.04,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2014",3,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2015",4,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2016",3,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2017",7,446.44,439.02,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2018",7,589.5,362.77,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2019",7,911.43,899.08,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2020",2,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2021",14,1003.73,1098.62,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2022",5,1255.61,1175.81,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2023",2,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2024",4,NA,NA,"EE004","EE004",478,"Muhu vald","house"
"muhu vald","Muhu vald","2025",9,992.5,839.87,"EE004","EE004",478,"Muhu vald","house"
"mulgi vald","Mulgi vald","2003",14,76.89,94.4,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2004",20,74.55,58.79,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2005",30,101.24,79.97,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2006",20,222.73,132.58,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2007",28,161.69,146.77,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2008",27,139.15,69.37,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2009",16,163.84,83.6,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2010",26,132,100.86,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2011",27,123.52,88.97,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2012",26,111.18,70.62,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2013",25,130.38,102.04,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2014",26,154.24,93.01,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2015",37,212.53,183.99,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2016",19,101.36,68.81,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2017",35,171.31,139.53,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2018",28,131.81,89.89,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2019",34,220.57,142.32,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2020",43,178.36,154.55,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2021",43,238.06,183.82,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2022",46,295.65,271.01,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2023",32,305.27,265.81,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2024",34,295.16,158.58,"EE008","EE008",480,"Mulgi vald","house"
"mulgi vald","Mulgi vald","2025",38,485.08,315.59,"EE008","EE008",480,"Mulgi vald","house"
"mustvee vald","Mustvee vald","2003",13,63.17,52.19,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2004",22,121.71,91.06,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2005",22,142.92,98.49,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2006",31,241.59,224.11,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2007",34,293.65,212.1,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2008",21,259.66,222.84,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2009",12,262.89,160.16,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2010",19,189.55,134.48,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2011",28,257.33,179.67,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2012",30,211.86,169.33,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2013",25,217.19,160.64,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2014",22,207.65,183.25,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2015",37,292.68,180.07,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2016",24,257.44,153.94,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2017",27,235.72,223.35,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2018",34,228.35,175.58,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2019",31,263.75,170.83,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2020",50,332.64,274.95,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2021",54,331.91,241.15,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2022",51,560.34,393.7,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2023",48,395.85,325.16,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2024",35,540.26,334.79,"EE008","EE008",486,"Mustvee vald","house"
"mustvee vald","Mustvee vald","2025",28,561.35,443.18,"EE008","EE008",486,"Mustvee vald","house"
"narva linn","Narva linn","2003",9,191.99,204.23,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2004",7,188.85,170.58,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2005",16,341.29,336.62,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2006",20,752.18,656.6,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2007",14,868.76,883.21,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2008",7,820.96,873.39,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2009",15,472.51,498.77,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2010",4,NA,NA,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2011",13,462.64,351.46,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2012",10,471.83,397.47,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2013",15,537.21,425.27,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2014",13,657.49,666.67,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2015",8,458.44,323.64,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2016",8,281.41,270.54,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2017",10,510.12,351.27,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2018",10,423.76,326.61,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2019",11,520.89,553.32,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2020",12,351.54,306.35,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2021",9,621.52,588.24,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2022",11,683.8,646.73,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2023",12,610.09,602.14,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2024",11,774.48,779.73,"EE00A","EE007",511,"Narva linn","house"
"narva linn","Narva linn","2025",8,743.69,575.58,"EE00A","EE007",511,"Narva linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2003",7,162.24,75.37,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2004",10,233.32,139.53,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2005",17,326.84,306.74,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2006",19,678.69,459.14,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2007",9,904.91,804.26,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2008",10,1201.96,939.79,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2009",2,NA,NA,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2010",4,NA,NA,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2011",5,338.11,296,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2012",10,750.9,471.55,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2013",15,404.07,275.4,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2014",12,738.86,674.35,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2015",10,899.97,939.16,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2016",6,642.07,548.94,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2017",6,483.57,323.57,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2018",21,584.46,486.38,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2019",14,845.87,580.1,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2020",16,611.98,558.52,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2021",26,914.59,611.38,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2022",21,746.04,633.22,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2023",17,530.49,265.6,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2024",14,819.97,533.51,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"narvajoesuu linn","Narva-Jõesuu linn","2025",8,520.83,474.86,"EE00A","EE007",514,"Narva-Jõesuu linn","house"
"noo vald","Nõo vald","2003",2,NA,NA,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2004",13,248.63,206.51,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2005",15,366.58,275.61,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2006",7,296.22,270.97,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2007",13,655.66,645.57,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2008",6,537.84,568.21,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2009",8,395.28,303.9,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2010",9,342.6,313.43,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2011",15,338.44,284.15,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2012",5,540.67,558.74,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2013",7,708.01,660.54,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2014",23,347.11,231.33,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2015",17,493.56,424.3,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2016",14,752.71,709.16,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2017",11,536.75,469.88,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2018",12,636.91,662.98,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2019",14,500.16,403.29,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2020",15,634.09,603.58,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2021",15,1107.36,1099.61,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2022",12,729.31,801.2,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2023",10,1117.98,1083.74,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2024",9,1004.51,1036.48,"EE008","EE008",528,"Nõo vald","house"
"noo vald","Nõo vald","2025",24,1219.19,1153.18,"EE008","EE008",528,"Nõo vald","house"
"otepaa vald","Otepää vald","2007",28,525.19,438.9,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2008",11,541.72,402.24,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2009",15,455.65,303.08,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2010",10,354.68,315.2,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2011",9,312.68,159.69,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2012",15,416.52,295.2,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2013",21,474.04,383.23,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2014",21,249.85,215.64,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2015",30,516.44,357.07,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2016",23,483.71,354.54,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2017",31,385.45,289.69,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2018",17,526.9,378.15,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2019",27,590.6,515.84,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2020",31,470.43,292.16,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2021",38,492.96,400.25,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2022",27,798.07,808.08,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2023",26,812.95,631.3,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2024",15,796.29,380.81,"EE008","EE008",557,"Otepää vald","house"
"otepaa vald","Otepää vald","2025",29,1017.93,770.36,"EE008","EE008",557,"Otepää vald","house"
"paide linn","Paide linn","2003",12,135.61,158.88,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2004",30,226.54,174.36,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2005",37,275.49,248.74,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2006",44,326.43,298.08,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2007",33,622.2,519.14,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2008",22,611.34,508.87,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2009",4,NA,NA,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2010",7,262.3,155.07,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2011",14,373.31,325.25,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2012",18,367.39,341.86,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2013",18,185.5,157.92,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2014",18,332.34,351.18,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2015",35,315.72,278.29,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2016",25,425.56,365.73,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2017",26,404.2,310.08,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2018",43,325.84,236.73,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2019",31,489.43,469.19,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2020",31,351.04,229.19,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2021",40,438.69,382.41,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2022",35,655.27,470.22,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2023",28,765.57,512.9,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2024",28,882.15,711.16,"EE009","EE006",567,"Paide linn","house"
"paide linn","Paide linn","2025",29,682.31,588.24,"EE009","EE006",567,"Paide linn","house"
"parnu linn","Pärnu linn","2003",59,432.99,375.06,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2004",107,478.4,418.64,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2005",163,557.4,517.8,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2006",209,931.06,691.96,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2007",95,1041.26,910.56,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2008",68,824.45,735.61,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2009",50,625.83,483.09,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2010",80,506.59,407.63,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2011",74,644.38,532.09,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2012",88,612.21,491.82,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2013",92,586,589.89,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2014",114,644.01,588.48,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2015",99,687.82,569.49,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2016",134,807.65,733,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2017",149,779.58,741.06,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2018",146,752.43,724.2,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2019",138,864.47,840.05,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2020",142,857.07,806.61,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2021",198,1010.71,940.17,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2022",129,1223.4,1217.62,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2023",117,1387.45,1365.34,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2024",122,1405.48,1262.16,"EE004","EE004",624,"Pärnu linn","house"
"parnu linn","Pärnu linn","2025",115,1449.6,1370.41,"EE004","EE004",624,"Pärnu linn","house"
"peipsiaare vald","Peipsiääre vald","2003",5,80.19,60,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2004",18,140.39,84.19,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2005",20,140.76,130.02,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2006",21,355.34,206.77,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2007",13,444.47,380.43,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2008",10,233.83,132.88,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2009",6,227.25,120.78,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2010",14,164.88,179.58,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2011",9,147.78,70.92,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2012",11,236.75,87.53,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2013",10,234.81,212.52,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2014",10,264.48,207.65,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2015",16,209.12,127.79,"EE008","EE008",586,"Peipsiääre vald","house"
"peipsiaare vald","Peipsiääre vald","2016",21,215.96,120.39,"EE008","EE008",586,"Peipsiääre vald","house"
