"parish","year","price_m2","advertisments_sum","actives_sum","type","typev2","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"Rae vald",2012,1013,2533,1794,"house","all","EE001","EE001",653
"Rae vald",2013,1071,2824,2103,"house","all","EE001","EE001",653
"Rae vald",2014,1209,2306,1724,"house","all","EE001","EE001",653
"Rae vald",2015,1390,2987,2166,"house","all","EE001","EE001",653
"Rae vald",2016,1490,3779,3161,"house","all","EE001","EE001",653
"Rae vald",2017,1453,2966,2418,"house","all","EE001","EE001",653
"Rae vald",2018,1545,2340,1948,"house","all","EE001","EE001",653
"Rae vald",2019,1609,1422,1251,"house","all","EE001","EE001",653
"Rae vald",2020,1740,1391,1217,"house","all","EE001","EE001",653
"Rae vald",2021,2129,930,769,"house","all","EE001","EE001",653
"Rae vald",2022,2605,909,744,"house","all","EE001","EE001",653
"Rae vald",2023,2650,1829,1545,"house","all","EE001","EE001",653
"Rae vald",2024,2736,2337,1927,"house","all","EE001","EE001",653
"Rae vald",2025,2712,2147,1846,"house","all","EE001","EE001",653
"Rakvere",2005,415,25,8,"house","all","EE009","EE006",663
"Rakvere",2006,615,416,140,"house","all","EE009","EE006",663
"Rakvere",2007,804,931,306,"house","all","EE009","EE006",663
"Rakvere",2008,790,1062,435,"house","all","EE009","EE006",663
"Rakvere",2009,742,900,281,"house","all","EE009","EE006",663
"Rakvere",2010,612,855,176,"house","all","EE009","EE006",663
"Rakvere",2011,568,1060,230,"house","all","EE009","EE006",663
"Rakvere",2012,554,1138,289,"house","all","EE009","EE006",663
"Rakvere",2013,512,1229,251,"house","all","EE009","EE006",663
"Rakvere",2014,551,1044,259,"house","all","EE009","EE006",663
"Rakvere",2015,608,839,242,"house","all","EE009","EE006",663
"Rakvere",2016,624,719,208,"house","all","EE009","EE006",663
"Rakvere",2017,620,609,223,"house","all","EE009","EE006",663
"Rakvere",2018,593,458,70,"house","all","EE009","EE006",663
"Rakvere",2019,676,345,24,"house","all","EE009","EE006",663
"Rakvere",2020,696,372,3,"house","all","EE009","EE006",663
"Rakvere",2021,814,396,115,"house","all","EE009","EE006",663
"Rakvere",2022,1068,449,165,"house","all","EE009","EE006",663
"Rakvere",2023,1212,575,420,"house","all","EE009","EE006",663
"Rakvere",2024,1215,633,560,"house","all","EE009","EE006",663
"Rakvere",2025,1162,527,459,"house","all","EE009","EE006",663
"Rakvere vald",2005,NA,0,0,"house","all","EE009","EE006",661
"Rakvere vald",2006,NA,0,0,"house","all","EE009","EE006",661
"Rakvere vald",2007,506,183,38,"house","all","EE009","EE006",661
"Rakvere vald",2008,648,192,70,"house","all","EE009","EE006",661
"Rakvere vald",2009,640,53,28,"house","all","EE009","EE006",661
"Rakvere vald",2010,386,117,89,"house","all","EE009","EE006",661
"Rakvere vald",2011,498,91,71,"house","all","EE009","EE006",661
"Rakvere vald",2012,580,19,14,"house","all","EE009","EE006",661
"Rakvere vald",2013,406,90,58,"house","all","EE009","EE006",661
"Rakvere vald",2014,333,131,105,"house","all","EE009","EE006",661
"Rakvere vald",2015,60,48,38,"house","all","EE009","EE006",661
"Rakvere vald",2016,396,52,35,"house","all","EE009","EE006",661
"Rakvere vald",2017,666,13,9,"house","all","EE009","EE006",661
"Rakvere vald",2018,492,0,0,"house","all","EE009","EE006",661
"Rakvere vald",2019,492,0,0,"house","all","EE009","EE006",661
"Rakvere vald",2020,492,0,0,"house","all","EE009","EE006",661
"Rakvere vald",2021,492,0,0,"house","all","EE009","EE006",661
"Rakvere vald",2022,492,0,0,"house","all","EE009","EE006",661
"Rakvere vald",2023,747,183,159,"house","all","EE009","EE006",661
"Rakvere vald",2024,720,177,163,"house","all","EE009","EE006",661
"Rakvere vald",2025,679,185,174,"house","all","EE009","EE006",661
"Rapla vald",2005,NA,0,0,"house","all","EE009","EE006",668
"Rapla vald",2006,640,95,76,"house","all","EE009","EE006",668
"Rapla vald",2007,869,810,242,"house","all","EE009","EE006",668
"Rapla vald",2008,699,295,255,"house","all","EE009","EE006",668
"Rapla vald",2009,570,238,232,"house","all","EE009","EE006",668
"Rapla vald",2010,518,496,356,"house","all","EE009","EE006",668
"Rapla vald",2011,555,556,462,"house","all","EE009","EE006",668
"Rapla vald",2012,499,574,413,"house","all","EE009","EE006",668
"Rapla vald",2013,462,934,472,"house","all","EE009","EE006",668
"Rapla vald",2014,493,511,342,"house","all","EE009","EE006",668
"Rapla vald",2015,649,494,341,"house","all","EE009","EE006",668
"Rapla vald",2016,693,436,292,"house","all","EE009","EE006",668
"Rapla vald",2017,709,276,210,"house","all","EE009","EE006",668
"Rapla vald",2018,778,407,293,"house","all","EE009","EE006",668
"Rapla vald",2019,785,312,258,"house","all","EE009","EE006",668
"Rapla vald",2020,887,165,141,"house","all","EE009","EE006",668
"Rapla vald",2021,920,106,99,"house","all","EE009","EE006",668
"Rapla vald",2022,1025,64,54,"house","all","EE009","EE006",668
"Rapla vald",2023,1300,491,432,"house","all","EE009","EE006",668
"Rapla vald",2024,1246,645,572,"house","all","EE009","EE006",668
"Rapla vald",2025,1325,680,587,"house","all","EE009","EE006",668
"Ruhnu vald",2005,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2006,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2007,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2008,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2009,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2010,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2011,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2012,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2013,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2014,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2015,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2016,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2017,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2018,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2019,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2020,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2021,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2022,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2023,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2024,NA,0,0,"house","all","EE004","EE004",689
"Ruhnu vald",2025,NA,0,0,"house","all","EE004","EE004",689
"Räpina vald",2005,NA,0,0,"house","all","EE008","EE008",708
"Räpina vald",2006,199,87,62,"house","all","EE008","EE008",708
"Räpina vald",2007,380,114,15,"house","all","EE008","EE008",708
"Räpina vald",2008,503,259,114,"house","all","EE008","EE008",708
"Räpina vald",2009,362,287,193,"house","all","EE008","EE008",708
"Räpina vald",2010,395,193,79,"house","all","EE008","EE008",708
"Räpina vald",2011,340,177,93,"house","all","EE008","EE008",708
"Räpina vald",2012,325,197,149,"house","all","EE008","EE008",708
"Räpina vald",2013,407,99,69,"house","all","EE008","EE008",708
"Räpina vald",2014,318,211,146,"house","all","EE008","EE008",708
"Räpina vald",2015,427,225,148,"house","all","EE008","EE008",708
"Räpina vald",2016,466,198,146,"house","all","EE008","EE008",708
"Räpina vald",2017,390,303,202,"house","all","EE008","EE008",708
"Räpina vald",2018,416,187,163,"house","all","EE008","EE008",708
"Räpina vald",2019,408,139,138,"house","all","EE008","EE008",708
"Räpina vald",2020,338,118,103,"house","all","EE008","EE008",708
"Räpina vald",2021,295,76,82,"house","all","EE008","EE008",708
"Räpina vald",2022,309,71,75,"house","all","EE008","EE008",708
"Räpina vald",2023,471,220,187,"house","all","EE008","EE008",708
"Räpina vald",2024,638,399,363,"house","all","EE008","EE008",708
"Räpina vald",2025,635,434,398,"house","all","EE008","EE008",708
"Rõuge vald",2005,NA,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2006,74,32,19,"house","all","EE008","EE008",698
"Rõuge vald",2007,147,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2008,370,43,20,"house","all","EE008","EE008",698
"Rõuge vald",2009,437,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2010,437,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2011,437,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2012,437,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2013,437,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2014,437,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2015,418,18,5,"house","all","EE008","EE008",698
"Rõuge vald",2016,89,6,1,"house","all","EE008","EE008",698
"Rõuge vald",2017,800,18,6,"house","all","EE008","EE008",698
"Rõuge vald",2018,800,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2019,800,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2020,800,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2021,800,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2022,800,0,0,"house","all","EE008","EE008",698
"Rõuge vald",2023,704,270,230,"house","all","EE008","EE008",698
"Rõuge vald",2024,784,328,290,"house","all","EE008","EE008",698
"Rõuge vald",2025,816,358,317,"house","all","EE008","EE008",698
"Saarde vald",2005,244,6,5,"house","all","EE004","EE004",712
"Saarde vald",2006,538,38,12,"house","all","EE004","EE004",712
"Saarde vald",2007,314,161,63,"house","all","EE004","EE004",712
"Saarde vald",2008,369,340,279,"house","all","EE004","EE004",712
"Saarde vald",2009,371,154,131,"house","all","EE004","EE004",712
"Saarde vald",2010,380,301,247,"house","all","EE004","EE004",712
"Saarde vald",2011,256,441,366,"house","all","EE004","EE004",712
"Saarde vald",2012,267,696,415,"house","all","EE004","EE004",712
"Saarde vald",2013,283,590,436,"house","all","EE004","EE004",712
"Saarde vald",2014,289,491,403,"house","all","EE004","EE004",712
"Saarde vald",2015,287,568,436,"house","all","EE004","EE004",712
"Saarde vald",2016,312,589,456,"house","all","EE004","EE004",712
"Saarde vald",2017,237,269,203,"house","all","EE004","EE004",712
"Saarde vald",2018,295,256,212,"house","all","EE004","EE004",712
"Saarde vald",2019,234,200,181,"house","all","EE004","EE004",712
"Saarde vald",2020,307,137,123,"house","all","EE004","EE004",712
"Saarde vald",2021,266,45,44,"house","all","EE004","EE004",712
"Saarde vald",2022,261,31,34,"house","all","EE004","EE004",712
"Saarde vald",2023,565,310,289,"house","all","EE004","EE004",712
"Saarde vald",2024,717,429,390,"house","all","EE004","EE004",712
"Saarde vald",2025,672,454,415,"house","all","EE004","EE004",712
"Saaremaa vald",2005,560,10,2,"house","all","EE004","EE004",714
"Saaremaa vald",2006,760,152,25,"house","all","EE004","EE004",714
"Saaremaa vald",2007,1033,703,108,"house","all","EE004","EE004",714
"Saaremaa vald",2008,997,934,375,"house","all","EE004","EE004",714
"Saaremaa vald",2009,888,887,431,"house","all","EE004","EE004",714
"Saaremaa vald",2010,850,810,377,"house","all","EE004","EE004",714
"Saaremaa vald",2011,757,952,418,"house","all","EE004","EE004",714
"Saaremaa vald",2012,805,1133,517,"house","all","EE004","EE004",714
"Saaremaa vald",2013,820,1358,554,"house","all","EE004","EE004",714
"Saaremaa vald",2014,840,1229,513,"house","all","EE004","EE004",714
"Saaremaa vald",2015,756,1337,592,"house","all","EE004","EE004",714
"Saaremaa vald",2016,749,986,496,"house","all","EE004","EE004",714
"Saaremaa vald",2017,800,462,252,"house","all","EE004","EE004",714
"Saaremaa vald",2018,990,506,203,"house","all","EE004","EE004",714
"Saaremaa vald",2019,1055,415,68,"house","all","EE004","EE004",714
"Saaremaa vald",2020,1217,449,62,"house","all","EE004","EE004",714
"Saaremaa vald",2021,1470,352,250,"house","all","EE004","EE004",714
"Saaremaa vald",2022,1738,343,292,"house","all","EE004","EE004",714
"Saaremaa vald",2023,1375,1330,1204,"house","all","EE004","EE004",714
"Saaremaa vald",2024,1272,1780,1596,"house","all","EE004","EE004",714
"Saaremaa vald",2025,1232,1724,1540,"house","all","EE004","EE004",714
"Saku vald",2005,703,28,19,"house","all","EE001","EE001",718
"Saku vald",2006,940,594,443,"house","all","EE001","EE001",718
"Saku vald",2007,1184,1540,1269,"house","all","EE001","EE001",718
"Saku vald",2008,1043,2305,2044,"house","all","EE001","EE001",718
"Saku vald",2009,830,1867,1673,"house","all","EE001","EE001",718
"Saku vald",2010,733,2002,1665,"house","all","EE001","EE001",718
"Saku vald",2011,739,1975,1701,"house","all","EE001","EE001",718
"Saku vald",2012,740,2200,1669,"house","all","EE001","EE001",718
"Saku vald",2013,771,2382,1727,"house","all","EE001","EE001",718
"Saku vald",2014,733,1651,1267,"house","all","EE001","EE001",718
"Saku vald",2015,895,1899,1360,"house","all","EE001","EE001",718
"Saku vald",2016,884,1602,1197,"house","all","EE001","EE001",718
"Saku vald",2017,984,1530,1191,"house","all","EE001","EE001",718
"Saku vald",2018,1021,1389,1163,"house","all","EE001","EE001",718
"Saku vald",2019,1093,944,845,"house","all","EE001","EE001",718
"Saku vald",2020,1291,823,737,"house","all","EE001","EE001",718
"Saku vald",2021,1499,317,264,"house","all","EE001","EE001",718
"Saku vald",2022,1974,350,290,"house","all","EE001","EE001",718
"Saku vald",2023,2074,906,753,"house","all","EE001","EE001",718
"Saku vald",2024,2097,1179,962,"house","all","EE001","EE001",718
"Saku vald",2025,2227,1244,1038,"house","all","EE001","EE001",718
"Saue vald",2005,662,28,17,"house","all","EE001","EE001",726
"Saue vald",2006,950,668,477,"house","all","EE001","EE001",726
"Saue vald",2007,1407,2521,1749,"house","all","EE001","EE001",726
"Saue vald",2008,1146,2948,2548,"house","all","EE001","EE001",726
"Saue vald",2009,808,2681,2336,"house","all","EE001","EE001",726
"Saue vald",2010,722,3256,2568,"house","all","EE001","EE001",726
"Saue vald",2011,711,3486,2618,"house","all","EE001","EE001",726
"Saue vald",2012,697,3722,2685,"house","all","EE001","EE001",726
"Saue vald",2013,699,3491,2600,"house","all","EE001","EE001",726
"Saue vald",2014,702,3126,2297,"house","all","EE001","EE001",726
"Saue vald",2015,791,3673,2413,"house","all","EE001","EE001",726
"Saue vald",2016,906,3367,2395,"house","all","EE001","EE001",726
"Saue vald",2017,880,2709,1889,"house","all","EE001","EE001",726
"Saue vald",2018,997,2850,1864,"house","all","EE001","EE001",726
"Saue vald",2019,1182,2763,1867,"house","all","EE001","EE001",726
"Saue vald",2020,1344,1995,1452,"house","all","EE001","EE001",726
"Saue vald",2021,1439,1384,1154,"house","all","EE001","EE001",726
"Saue vald",2022,1910,1424,1164,"house","all","EE001","EE001",726
"Saue vald",2023,1851,2404,1898,"house","all","EE001","EE001",726
"Saue vald",2024,1827,2735,2253,"house","all","EE001","EE001",726
"Saue vald",2025,1877,2747,2255,"house","all","EE001","EE001",726
"Setomaa vald",2005,NA,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2006,NA,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2007,262,12,4,"house","all","EE008","EE008",732
"Setomaa vald",2008,244,107,57,"house","all","EE008","EE008",732
"Setomaa vald",2009,363,30,21,"house","all","EE008","EE008",732
"Setomaa vald",2010,386,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2011,364,14,2,"house","all","EE008","EE008",732
"Setomaa vald",2012,279,41,21,"house","all","EE008","EE008",732
"Setomaa vald",2013,295,69,44,"house","all","EE008","EE008",732
"Setomaa vald",2014,253,60,36,"house","all","EE008","EE008",732
"Setomaa vald",2015,241,6,5,"house","all","EE008","EE008",732
"Setomaa vald",2016,254,18,11,"house","all","EE008","EE008",732
"Setomaa vald",2017,195,53,18,"house","all","EE008","EE008",732
"Setomaa vald",2018,123,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2019,123,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2020,123,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2021,123,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2022,123,0,0,"house","all","EE008","EE008",732
"Setomaa vald",2023,518,150,131,"house","all","EE008","EE008",732
"Setomaa vald",2024,489,226,198,"house","all","EE008","EE008",732
"Setomaa vald",2025,534,202,188,"house","all","EE008","EE008",732
"Sillamäe",2005,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2006,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2007,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2008,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2009,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2010,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2011,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2012,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2013,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2014,NA,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2015,128,13,7,"house","all","EE00A","EE007",735
"Sillamäe",2016,95,6,1,"house","all","EE00A","EE007",735
"Sillamäe",2017,36,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2018,36,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2019,36,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2020,150,18,0,"house","all","EE00A","EE007",735
"Sillamäe",2021,217,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2022,217,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2023,217,0,0,"house","all","EE00A","EE007",735
"Sillamäe",2024,254,12,10,"house","all","EE00A","EE007",735
"Tallinn",2005,1040,195,142,"house","all","EE001","EE001",784
"Tallinn",2006,1514,3308,2494,"house","all","EE001","EE001",784
"Tallinn",2007,1829,7910,5952,"house","all","EE001","EE001",784
"Tallinn",2008,1574,10789,9267,"house","all","EE001","EE001",784
"Tallinn",2009,1182,11248,9728,"house","all","EE001","EE001",784
"Tallinn",2010,1062,13013,10431,"house","all","EE001","EE001",784
"Tallinn",2011,1055,13913,11165,"house","all","EE001","EE001",784
"Tallinn",2012,1057,14459,10898,"house","all","EE001","EE001",784
"Tallinn",2013,1085,15541,11030,"house","all","EE001","EE001",784
"Tallinn",2014,1226,14657,10741,"house","all","EE001","EE001",784
"Tallinn",2015,1308,15037,10777,"house","all","EE001","EE001",784
"Tallinn",2016,1386,12805,9879,"house","all","EE001","EE001",784
"Tallinn",2017,1459,10363,8476,"house","all","EE001","EE001",784
"Tallinn",2018,1582,9879,8759,"house","all","EE001","EE001",784
"Tallinn",2019,1578,8250,6841,"house","all","EE001","EE001",784
"Tallinn",2020,1634,6489,5459,"house","all","EE001","EE001",784
"Tallinn",2021,1794,5371,4230,"house","all","EE001","EE001",784
"Tallinn",2022,2159,6337,4966,"house","all","EE001","EE001",784
"Tallinn",2023,2178,8046,6389,"house","all","EE001","EE001",784
"Tallinn",2024,2285,9382,7702,"house","all","EE001","EE001",784
"Tallinn",2025,2337,8491,7096,"house","all","EE001","EE001",784
"Tapa vald",2005,256,15,10,"house","all","EE009","EE006",792
"Tapa vald",2006,381,134,119,"house","all","EE009","EE006",792
"Tapa vald",2007,480,280,110,"house","all","EE009","EE006",792
"Tapa vald",2008,562,209,118,"house","all","EE009","EE006",792
"Tapa vald",2009,390,212,107,"house","all","EE009","EE006",792
"Tapa vald",2010,280,183,88,"house","all","EE009","EE006",792
"Tapa vald",2011,333,261,228,"house","all","EE009","EE006",792
"Tapa vald",2012,365,344,314,"house","all","EE009","EE006",792
"Tapa vald",2013,301,603,403,"house","all","EE009","EE006",792
"Tapa vald",2014,309,577,470,"house","all","EE009","EE006",792
"Tapa vald",2015,306,424,370,"house","all","EE009","EE006",792
"Tapa vald",2016,368,321,276,"house","all","EE009","EE006",792
"Tapa vald",2017,409,248,231,"house","all","EE009","EE006",792
"Tapa vald",2018,362,189,180,"house","all","EE009","EE006",792
"Tapa vald",2019,345,187,167,"house","all","EE009","EE006",792
"Tapa vald",2020,419,181,158,"house","all","EE009","EE006",792
"Tapa vald",2021,463,122,108,"house","all","EE009","EE006",792
"Tapa vald",2022,548,145,124,"house","all","EE009","EE006",792
"Tapa vald",2023,667,345,287,"house","all","EE009","EE006",792
"Tapa vald",2024,598,343,288,"house","all","EE009","EE006",792
"Tapa vald",2025,592,397,340,"house","all","EE009","EE006",792
"Tartu",2005,725,107,77,"house","all","EE008","EE008",793
"Tartu",2006,940,1903,1378,"house","all","EE008","EE008",793
"Tartu",2007,1062,4249,2976,"house","all","EE008","EE008",793
"Tartu",2008,981,5167,4039,"house","all","EE008","EE008",793
"Tartu",2009,807,5238,4195,"house","all","EE008","EE008",793
"Tartu",2010,731,5701,4293,"house","all","EE008","EE008",793
"Tartu",2011,725,5388,4388,"house","all","EE008","EE008",793
"Tartu",2012,719,5198,4181,"house","all","EE008","EE008",793
"Tartu",2013,769,4337,3364,"house","all","EE008","EE008",793
"Tartu",2014,836,5099,3428,"house","all","EE008","EE008",793
"Tartu",2015,933,5948,3933,"house","all","EE008","EE008",793
"Tartu",2016,978,5534,3890,"house","all","EE008","EE008",793
"Tartu",2017,1038,4642,3434,"house","all","EE008","EE008",793
"Tartu",2018,1064,4117,3423,"house","all","EE008","EE008",793
"Tartu",2019,1077,3823,3174,"house","all","EE008","EE008",793
"Tartu",2020,1190,3336,2843,"house","all","EE008","EE008",793
"Tartu",2021,1274,2202,1736,"house","all","EE008","EE008",793
"Tartu",2022,1575,2132,1759,"house","all","EE008","EE008",793
"Tartu",2023,1612,2517,2045,"house","all","EE008","EE008",793
"Tartu",2024,1643,2799,2204,"house","all","EE008","EE008",793
"Tartu",2025,1770,2520,2035,"house","all","EE008","EE008",793
"Tartu vald",2005,674,8,6,"house","all","EE008","EE008",796
"Tartu vald",2006,708,77,37,"house","all","EE008","EE008",796
"Tartu vald",2007,824,506,387,"house","all","EE008","EE008",796
"Tartu vald",2008,775,819,691,"house","all","EE008","EE008",796
"Tartu vald",2009,658,798,649,"house","all","EE008","EE008",796
"Tartu vald",2010,618,863,529,"house","all","EE008","EE008",796
"Tartu vald",2011,698,611,426,"house","all","EE008","EE008",796
"Tartu vald",2012,701,780,532,"house","all","EE008","EE008",796
"Tartu vald",2013,672,511,358,"house","all","EE008","EE008",796
"Tartu vald",2014,747,496,314,"house","all","EE008","EE008",796
"Tartu vald",2015,748,465,334,"house","all","EE008","EE008",796
"Tartu vald",2016,759,560,332,"house","all","EE008","EE008",796
"Tartu vald",2017,1009,371,260,"house","all","EE008","EE008",796
"Tartu vald",2018,1228,200,233,"house","all","EE008","EE008",796
"Tartu vald",2019,1197,242,209,"house","all","EE008","EE008",796
"Tartu vald",2020,1302,221,190,"house","all","EE008","EE008",796
"Tartu vald",2021,1442,120,109,"house","all","EE008","EE008",796
"Tartu vald",2022,1866,390,356,"house","all","EE008","EE008",796
"Tartu vald",2023,1735,787,679,"house","all","EE008","EE008",796
"Tartu vald",2024,1700,1290,990,"house","all","EE008","EE008",796
"Tartu vald",2025,1759,1036,832,"house","all","EE008","EE008",796
"Toila vald",2005,NA,0,0,"house","all","EE00A","EE007",803
"Toila vald",2006,NA,0,0,"house","all","EE00A","EE007",803
"Toila vald",2007,835,120,31,"house","all","EE00A","EE007",803
"Toila vald",2008,698,84,73,"house","all","EE00A","EE007",803
"Toila vald",2009,907,111,98,"house","all","EE00A","EE007",803
"Toila vald",2010,739,235,191,"house","all","EE00A","EE007",803
"Toila vald",2011,572,349,302,"house","all","EE00A","EE007",803
"Toila vald",2012,602,487,426,"house","all","EE00A","EE007",803
"Toila vald",2013,472,642,468,"house","all","EE00A","EE007",803
"Toila vald",2014,498,454,410,"house","all","EE00A","EE007",803
"Toila vald",2015,456,440,434,"house","all","EE00A","EE007",803
"Toila vald",2016,475,450,455,"house","all","EE00A","EE007",803
"Toila vald",2017,605,263,236,"house","all","EE00A","EE007",803
"Toila vald",2018,764,347,331,"house","all","EE00A","EE007",803
"Toila vald",2019,681,209,194,"house","all","EE00A","EE007",803
"Toila vald",2020,861,160,153,"house","all","EE00A","EE007",803
"Toila vald",2021,1017,112,115,"house","all","EE00A","EE007",803
"Toila vald",2022,1059,67,60,"house","all","EE00A","EE007",803
"Toila vald",2023,870,159,148,"house","all","EE00A","EE007",803
"Toila vald",2024,870,252,225,"house","all","EE00A","EE007",803
"Toila vald",2025,900,287,236,"house","all","EE00A","EE007",803
"Tori vald",2005,504,16,9,"house","all","EE004","EE004",809
"Tori vald",2006,790,208,75,"house","all","EE004","EE004",809
"Tori vald",2007,985,811,410,"house","all","EE004","EE004",809
"Tori vald",2008,858,1261,932,"house","all","EE004","EE004",809
"Tori vald",2009,661,1398,1100,"house","all","EE004","EE004",809
"Tori vald",2010,578,1697,1341,"house","all","EE004","EE004",809
"Tori vald",2011,567,1764,1350,"house","all","EE004","EE004",809
"Tori vald",2012,560,2217,1247,"house","all","EE004","EE004",809
"Tori vald",2013,570,1870,1049,"house","all","EE004","EE004",809
"Tori vald",2014,576,1925,1190,"house","all","EE004","EE004",809
"Tori vald",2015,616,1759,1052,"house","all","EE004","EE004",809
"Tori vald",2016,680,1450,927,"house","all","EE004","EE004",809
"Tori vald",2017,792,1071,791,"house","all","EE004","EE004",809
"Tori vald",2018,847,1023,734,"house","all","EE004","EE004",809
"Tori vald",2019,878,1010,680,"house","all","EE004","EE004",809
"Tori vald",2020,984,818,535,"house","all","EE004","EE004",809
"Tori vald",2021,1102,544,457,"house","all","EE004","EE004",809
"Tori vald",2022,1482,674,590,"house","all","EE004","EE004",809
"Tori vald",2023,1406,949,869,"house","all","EE004","EE004",809
"Tori vald",2024,1299,1228,1074,"house","all","EE004","EE004",809
"Tori vald",2025,1359,1234,1074,"house","all","EE004","EE004",809
"Tõrva vald",2005,284,6,2,"house","all","EE008","EE008",824
"Tõrva vald",2006,425,81,15,"house","all","EE008","EE008",824
"Tõrva vald",2007,763,262,20,"house","all","EE008","EE008",824
"Tõrva vald",2008,486,182,96,"house","all","EE008","EE008",824
"Tõrva vald",2009,342,53,34,"house","all","EE008","EE008",824
"Tõrva vald",2010,339,86,30,"house","all","EE008","EE008",824
"Tõrva vald",2011,354,149,77,"house","all","EE008","EE008",824
"Tõrva vald",2012,315,252,77,"house","all","EE008","EE008",824
"Tõrva vald",2013,348,301,49,"house","all","EE008","EE008",824
"Tõrva vald",2014,325,176,43,"house","all","EE008","EE008",824
"Tõrva vald",2015,320,130,40,"house","all","EE008","EE008",824
"Tõrva vald",2016,394,100,39,"house","all","EE008","EE008",824
"Tõrva vald",2017,478,118,53,"house","all","EE008","EE008",824
"Tõrva vald",2018,382,164,19,"house","all","EE008","EE008",824
"Tõrva vald",2019,358,115,0,"house","all","EE008","EE008",824
"Tõrva vald",2020,404,96,0,"house","all","EE008","EE008",824
"Tõrva vald",2021,338,13,4,"house","all","EE008","EE008",824
"Tõrva vald",2022,342,0,0,"house","all","EE008","EE008",824
"Tõrva vald",2023,393,142,131,"house","all","EE008","EE008",824
"Tõrva vald",2024,616,245,213,"house","all","EE008","EE008",824
"Tõrva vald",2025,698,247,219,"house","all","EE008","EE008",824
"Türi vald",2005,NA,0,0,"house","all","EE009","EE006",834
"Türi vald",2006,421,63,24,"house","all","EE009","EE006",834
"Türi vald",2007,499,233,100,"house","all","EE009","EE006",834
"Türi vald",2008,509,151,128,"house","all","EE009","EE006",834
"Türi vald",2009,569,87,50,"house","all","EE009","EE006",834
"Türi vald",2010,516,188,172,"house","all","EE009","EE006",834
"Türi vald",2011,409,311,244,"house","all","EE009","EE006",834
"Türi vald",2012,338,648,497,"house","all","EE009","EE006",834
"Türi vald",2013,325,836,603,"house","all","EE009","EE006",834
"Türi vald",2014,314,676,529,"house","all","EE009","EE006",834
"Türi vald",2015,292,509,412,"house","all","EE009","EE006",834
"Türi vald",2016,342,396,311,"house","all","EE009","EE006",834
