"source_file","year","price_m2","advertisments_sum","actives_sum","parish","type","typev2"
"Hinnastatistika - Korterite üürimine - Anija vald VS Anija vald.pdf",2006,NA,0,0,"Anija vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Anija vald VS Anija vald.pdf",2007,NA,0,0,"Anija vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Anija vald VS Anija vald.pdf",2008,NA,0,0,"Anija vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Anija vald VS Anija vald.pdf",2009,1,52,34,"Anija vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Anija vald VS Anija vald.pdf",2010,1,19,9,"Anija vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2005,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2006,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2007,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2008,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2009,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2010,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2011,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2012,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2013,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2014,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2015,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2016,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2017,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2018,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2019,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2020,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2021,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2022,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2023,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2024,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Antsla vald VS Antsla vald.pdf",2025,NA,0,0,"Antsla vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2005,NA,0,0,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2006,NA,0,0,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2007,NA,0,0,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2008,NA,0,0,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2009,3,16,9,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2010,3,64,36,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2011,3,57,26,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2012,4,104,36,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2013,12,60,11,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2014,4,78,19,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2015,7,88,27,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2016,5,120,36,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2017,9,84,25,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2018,6,80,11,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2019,7,49,1,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2020,7,94,0,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2021,7,74,25,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2022,7,14,5,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2023,7,143,80,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2024,7,285,180,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Elva vald VS Elva vald.pdf",2025,7,200,125,"Elva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2005,NA,0,0,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2006,NA,0,0,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2007,5,20,7,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2008,5,112,56,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2009,4,134,43,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2010,3,144,49,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2011,3,160,82,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2012,3,156,52,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2013,4,197,86,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2014,4,224,116,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2015,4,270,117,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2016,4,204,68,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2017,4,170,49,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2018,5,191,8,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2019,6,179,0,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2020,6,235,0,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2021,7,277,146,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2022,7,300,156,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2023,8,329,195,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2024,8,320,195,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haapsalu VS Haapsalu.pdf",2025,7,293,183,"Haapsalu","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2005,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2006,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2007,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2008,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2009,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2010,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2011,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2012,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2013,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2014,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2015,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2016,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2017,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2018,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2019,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2020,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2021,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2022,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2023,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2024,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Haljala vald VS Haljala vald.pdf",2025,NA,0,0,"Haljala vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2005,NA,0,0,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2006,NA,0,0,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2007,NA,0,0,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2008,6,88,44,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2009,5,225,117,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2010,4,148,68,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2011,5,156,86,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2012,6,104,52,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2013,6,90,42,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2014,8,56,28,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2015,7,69,25,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2016,7,50,24,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2017,8,89,37,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2018,8,91,43,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2019,9,80,42,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2020,9,125,73,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2021,8,110,62,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2022,11,62,30,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2023,11,184,112,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2024,11,216,128,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Harku vald VS Harku vald.pdf",2025,11,228,130,"Harku vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2005,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2006,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2007,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2008,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2009,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2010,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2011,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2012,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2013,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2014,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2015,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2016,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2017,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2018,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2019,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2020,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2021,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2022,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2023,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2024,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Hiiumaa vald VS Hiiumaa vald.pdf",2025,NA,0,0,"Hiiumaa vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2005,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2006,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2007,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2008,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2009,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2010,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2011,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2012,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2013,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2014,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2015,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2016,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2017,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2018,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2019,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2020,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2021,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2022,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2023,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2024,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Häädemeeste vald VS Häädemeeste vald.pdf",2025,NA,0,0,"Häädemeeste vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2005,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2006,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2007,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2008,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2009,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2010,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2011,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2012,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2013,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2014,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2015,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2016,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2017,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2018,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2019,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2020,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2021,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2022,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2023,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2024,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Järva vald VS Järva vald.pdf",2025,NA,0,0,"Järva vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2005,NA,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2006,NA,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2007,NA,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2008,NA,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2009,3,41,27,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2010,3,27,16,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2011,3,20,7,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2012,4,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2013,5,6,2,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2014,6,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2015,6,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2016,6,6,4,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2017,7,0,0,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2018,9,8,3,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2019,10,13,3,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2020,9,80,47,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2021,9,17,9,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2022,9,6,5,"Jõelähtme vald","flat","rent"
"Hinnastatistika - Korterite üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2023,11,111,69,"Jõelähtme vald","flat","rent"
