"year","NUTS 3 CODE 2021","vald_clean","vald","type","LAU CODE","NUTS 3 CODE 2016","number","median_price_final","average_price_final"
2004,"EE009","rakvere vald","Rakvere vald","house",661,"EE006",14,131.87,156.19
2004,"EE009","rapla vald","Rapla vald","house",668,"EE006",28,233.28,243.7
2004,"EE009","tapa vald","Tapa vald","house",792,"EE006",30,123.02,174.43
2004,"EE009","turi vald","Türi vald","house",834,"EE006",40,85.18,154.92
2004,"EE009","vaikemaarja vald","Väike-Maarja vald","house",928,"EE006",16,37.9,49.19
2004,"EE009","vinni vald","Vinni vald","house",901,"EE006",24,75.01,148.38
2004,"EE009","virunigula vald","Viru-Nigula vald","house",903,"EE006",10,147.17,173.83
2004,"EE00A","alutaguse vald","Alutaguse vald","house",130,"EE007",15,33.76,61.46
2004,"EE00A","johvi vald","Jõhvi vald","house",251,"EE007",46,166.71,189.8
2004,"EE00A","kohtlajarve linn","Kohtla-Järve linn","house",321,"EE007",11,66.82,145.26
2004,"EE00A","luganuse vald","Lüganuse vald","house",442,"EE007",17,73.18,84.95
2004,"EE00A","narva linn","Narva linn","house",511,"EE007",7,170.58,188.85
2004,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","house",514,"EE007",10,139.53,233.32
2004,"EE00A","sillamae linn","Sillamäe linn","house",735,"EE007",NA,91.2166666666667,145.101428571429
2004,"EE00A","toila vald","Toila vald","house",803,"EE007",26,91.2166666666667,112.07
2005,"EE001","anija vald","Anija vald","house",141,"EE001",20,369.56,380.53
2005,"EE001","harku vald","Harku vald","house",198,"EE001",26,724.18,720.29
2005,"EE001","joelahtme vald","Jõelähtme vald","house",245,"EE001",18,525.22,678.74
2005,"EE001","keila linn","Keila linn","house",296,"EE001",36,891.53,891.65
2005,"EE001","kiili vald","Kiili vald","house",304,"EE001",18,571.05,573.08
2005,"EE001","kose vald","Kose vald","house",338,"EE001",17,318.2,398.27
2005,"EE001","kuusalu vald","Kuusalu vald","house",353,"EE001",22,487.3,572.7
2005,"EE001","laaneharju vald","Lääne-Harju vald","house",431,"EE001",24,331.32,396.01
2005,"EE001","loksa linn","Loksa linn","house",424,"EE001",3,428.452826819673,461.541029531016
2005,"EE001","maardu linn","Maardu linn","house",446,"EE001",21,630.71,742.06
2005,"EE001","raasiku vald","Raasiku vald","house",651,"EE001",15,458.51,450.84
2005,"EE001","rae vald","Rae vald","house",653,"EE001",28,649.65,695.16
2005,"EE001","saku vald","Saku vald","house",718,"EE001",18,619.82,652.22
2005,"EE001","saue vald","Saue vald","house",726,"EE001",81,584.53,610.85
2005,"EE001","tallinn","Tallinn","house",784,"EE001",400,861.78,1247.01
2005,"EE001","viimsi vald","Viimsi vald","house",890,"EE001",94,685.45,730.74
2005,"EE004","haademeeste vald","Häädemeeste vald","house",214,"EE004",18,274.54,351.98
2005,"EE004","haapsalu linn","Haapsalu linn","house",184,"EE004",44,385.08,456.46
2005,"EE004","hiiumaa vald","Hiiumaa vald","house",205,"EE004",24,280.31,300.99
2005,"EE004","kihnu vald","Kihnu vald","house",303,"EE004",NA,277.425,302.073
2005,"EE004","laanenigula vald","Lääne-Nigula vald","house",441,"EE004",23,118.02,206.17
2005,"EE004","laaneranna vald","Lääneranna vald","house",430,"EE004",12,93.25,111.03
2005,"EE004","muhu vald","Muhu vald","house",478,"EE004",1,421.735,511.445
2005,"EE004","parnu linn","Pärnu linn","house",624,"EE004",163,517.8,557.4
2005,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","house",638,"EE004",16,191.49,183.41
2005,"EE004","ruhnu vald","Ruhnu vald","house",689,"EE004",1,277.425,302.073
2005,"EE004","saarde vald","Saarde vald","house",712,"EE004",9,109.9,135.43
2005,"EE004","saaremaa vald","Saaremaa vald","house",714,"EE004",76,386.59,394.69
2005,"EE004","tori vald","Tori vald","house",809,"EE004",42,310.76,323.17
2005,"EE004","vormsi vald","Vormsi vald","house",907,"EE004",1,359.480958359671,368.029788636323
2005,"EE008","antsla vald","Antsla vald","house",142,"EE008",17,179.86,179.31
2005,"EE008","elva vald","Elva vald","house",171,"EE008",44,266.02,282.32
2005,"EE008","jogeva vald","Jõgeva vald","house",247,"EE008",17,206.7,282.42
2005,"EE008","kambja vald","Kambja vald","house",283,"EE008",26,366.36,489.87
2005,"EE008","kanepi vald","Kanepi vald","house",284,"EE008",13,130.73,147.23
2005,"EE008","kastre vald","Kastre vald","house",291,"EE008",9,282.34,297.18
2005,"EE008","luunja vald","Luunja vald","house",432,"EE008",9,464.15,464.41
2005,"EE008","mulgi vald","Mulgi vald","house",480,"EE008",30,79.97,101.24
2005,"EE008","mustvee vald","Mustvee vald","house",486,"EE008",22,98.49,142.92
2005,"EE008","noo vald","Nõo vald","house",528,"EE008",15,275.61,366.58
2005,"EE008","otepaa vald","Otepää vald","house",557,"EE008",NA,186.229785783836,279.215280539339
2005,"EE008","peipsiaare vald","Peipsiääre vald","house",586,"EE008",20,130.02,140.76
2005,"EE008","pohjasakala vald","Põhja-Sakala vald","house",615,"EE008",23,78.84,94.77
2005,"EE008","poltsamaa vald","Põltsamaa vald","house",618,"EE008",29,94.66,142.54
2005,"EE008","polva vald","Põlva vald","house",622,"EE008",26,84.76,136.52
2005,"EE008","rapina vald","Räpina vald","house",708,"EE008",21,103.75,107.13
2005,"EE008","rouge vald","Rõuge vald","house",698,"EE008",7,117.48,123.21
2005,"EE008","setomaa vald","Setomaa vald","house",732,"EE008",11,111.82,149.45
2005,"EE008","tartu linn","Tartu linn","house",793,"EE008",206,491.6,623.47
2005,"EE008","tartu vald","Tartu vald","house",796,"EE008",21,299.35,400.09
2005,"EE008","torva vald","Tõrva vald","house",824,"EE008",NA,204.173867900032,213.673934007818
2005,"EE008","valga vald","Valga vald","house",855,"EE008",NA,128.252027913015,204.253162913248
2005,"EE008","viljandi linn","Viljandi linn","house",897,"EE008",48,347.36,376.29
2005,"EE008","viljandi vald","Viljandi vald","house",899,"EE008",46,81.6,123.78
2005,"EE008","voru linn","Võru linn","house",919,"EE008",28,345.64,381.5
2005,"EE008","voru vald","Võru vald","house",917,"EE008",20,110.18,156.03
2005,"EE009","haljala vald","Haljala vald","house",191,"EE006",26,341,462.36
2005,"EE009","jarva vald","Järva vald","house",255,"EE006",34,118.35,120.99
2005,"EE009","kadrina vald","Kadrina vald","house",272,"EE006",12,244.17,250.57
2005,"EE009","kehtna vald","Kehtna vald","house",293,"EE006",16,152.47,198.02
2005,"EE009","kohila vald","Kohila vald","house",317,"EE006",38,387.19,417.04
2005,"EE009","marjamaa vald","Märjamaa vald","house",503,"EE006",28,188.35,227.11
2005,"EE009","paide linn","Paide linn","house",567,"EE006",37,248.74,275.49
2005,"EE009","rakvere linn","Rakvere linn","house",663,"EE006",54,316.18,341.36
2005,"EE009","rakvere vald","Rakvere vald","house",661,"EE006",26,219.89,243.92
2005,"EE009","rapla vald","Rapla vald","house",668,"EE006",40,316.57,339.64
2005,"EE009","tapa vald","Tapa vald","house",792,"EE006",40,202.65,248.72
2005,"EE009","turi vald","Türi vald","house",834,"EE006",55,184.94,223.57
2005,"EE009","vaikemaarja vald","Väike-Maarja vald","house",928,"EE006",27,50.03,98.19
2005,"EE009","vinni vald","Vinni vald","house",901,"EE006",28,84.84,126.44
2005,"EE009","virunigula vald","Viru-Nigula vald","house",903,"EE006",11,196.8,197.36
2005,"EE00A","alutaguse vald","Alutaguse vald","house",130,"EE007",12,111.98,154.06
2005,"EE00A","johvi vald","Jõhvi vald","house",251,"EE007",49,248.68,276.94
2005,"EE00A","kohtlajarve linn","Kohtla-Järve linn","house",321,"EE007",14,95.93,188.09
2005,"EE00A","luganuse vald","Lüganuse vald","house",442,"EE007",29,100.15,119.08
2005,"EE00A","narva linn","Narva linn","house",511,"EE007",16,336.62,341.29
2005,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","house",514,"EE007",17,306.74,326.84
2005,"EE00A","sillamae linn","Sillamäe linn","house",735,"EE007",NA,153.603333333333,227.094285714286
2005,"EE00A","toila vald","Toila vald","house",803,"EE007",30,153.603333333333,183.36
2006,"EE001","anija vald","Anija vald","house",141,"EE001",33,486.88,494.67
2006,"EE001","harku vald","Harku vald","house",198,"EE001",30,898.58,1194.34
2006,"EE001","joelahtme vald","Jõelähtme vald","house",245,"EE001",27,500.09,618.96
2006,"EE001","keila linn","Keila linn","house",296,"EE001",26,926.14,976.43
2006,"EE001","kiili vald","Kiili vald","house",304,"EE001",18,1147.68,1039.09
2006,"EE001","kose vald","Kose vald","house",338,"EE001",27,372.82,435.45
2006,"EE001","kuusalu vald","Kuusalu vald","house",353,"EE001",22,680.45,952.94
2006,"EE001","laaneharju vald","Lääne-Harju vald","house",431,"EE001",28,504.09,651.6
2006,"EE001","loksa linn","Loksa linn","house",424,"EE001",1,532.690892448513,655.316093950185
2006,"EE001","maardu linn","Maardu linn","house",446,"EE001",20,827.49,899.38
2006,"EE001","raasiku vald","Raasiku vald","house",651,"EE001",19,547.53,591.61
2006,"EE001","rae vald","Rae vald","house",653,"EE001",45,790.66,915.75
2006,"EE001","saku vald","Saku vald","house",718,"EE001",22,700.96,815.8
2006,"EE001","saue vald","Saue vald","house",726,"EE001",83,726.74,1176.23
2006,"EE001","tallinn","Tallinn","house",784,"EE001",372,1394.26,1844.18
2006,"EE001","viimsi vald","Viimsi vald","house",890,"EE001",87,1134,1223.06
2006,"EE004","haademeeste vald","Häädemeeste vald","house",214,"EE004",14,338.43,497.44
2006,"EE004","haapsalu linn","Haapsalu linn","house",184,"EE004",57,490.19,591.67
2006,"EE004","hiiumaa vald","Hiiumaa vald","house",205,"EE004",39,344.35,422.42
2006,"EE004","kihnu vald","Kihnu vald","house",303,"EE004",NA,344.35,464.302727272727
2006,"EE004","laanenigula vald","Lääne-Nigula vald","house",441,"EE004",29,272.49,353.08
2006,"EE004","laaneranna vald","Lääneranna vald","house",430,"EE004",20,91.75,192.53
2006,"EE004","muhu vald","Muhu vald","house",478,"EE004",5,490.12,490.53
2006,"EE004","parnu linn","Pärnu linn","house",624,"EE004",209,691.96,931.06
2006,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","house",638,"EE004",21,206.26,263.86
2006,"EE004","ruhnu vald","Ruhnu vald","house",689,"EE004",1,344.35,464.302727272727
2006,"EE004","saarde vald","Saarde vald","house",712,"EE004",22,214.46,223.48
2006,"EE004","saaremaa vald","Saaremaa vald","house",714,"EE004",90,413.05,598.95
2006,"EE004","tori vald","Tori vald","house",809,"EE004",72,555.59,542.31
2006,"EE004","vormsi vald","Vormsi vald","house",907,"EE004",1,446.200839906831,565.681919871852
2006,"EE008","antsla vald","Antsla vald","house",142,"EE008",9,116.35,171.21
2006,"EE008","elva vald","Elva vald","house",171,"EE008",57,483.72,604.65
2006,"EE008","jogeva vald","Jõgeva vald","house",247,"EE008",49,176.12,233.43
2006,"EE008","kambja vald","Kambja vald","house",283,"EE008",36,601.32,675.93
2006,"EE008","kanepi vald","Kanepi vald","house",284,"EE008",10,118.68,233.84
2006,"EE008","kastre vald","Kastre vald","house",291,"EE008",8,213.67,305.08
2006,"EE008","luunja vald","Luunja vald","house",432,"EE008",7,590.21,536.17
2006,"EE008","mulgi vald","Mulgi vald","house",480,"EE008",20,132.58,222.73
2006,"EE008","mustvee vald","Mustvee vald","house",486,"EE008",31,224.11,241.59
2006,"EE008","noo vald","Nõo vald","house",528,"EE008",7,270.97,296.22
2006,"EE008","otepaa vald","Otepää vald","house",557,"EE008",NA,294.551616358325,399.805634184524
2006,"EE008","peipsiaare vald","Peipsiääre vald","house",586,"EE008",21,206.77,355.34
2006,"EE008","pohjasakala vald","Põhja-Sakala vald","house",615,"EE008",30,170.07,201.97
2006,"EE008","poltsamaa vald","Põltsamaa vald","house",618,"EE008",34,198.1,227.3
2006,"EE008","polva vald","Põlva vald","house",622,"EE008",35,342.26,430.08
2006,"EE008","rapina vald","Räpina vald","house",708,"EE008",30,119,170.53
2006,"EE008","rouge vald","Rõuge vald","house",698,"EE008",11,204.1,187.57
2006,"EE008","setomaa vald","Setomaa vald","house",732,"EE008",17,97.88,147.56
2006,"EE008","tartu linn","Tartu linn","house",793,"EE008",216,845.13,888.44
2006,"EE008","tartu vald","Tartu vald","house",796,"EE008",31,461.28,485.27
2006,"EE008","torva vald","Tõrva vald","house",824,"EE008",NA,322.932996754301,305.957619975822
2006,"EE008","valga vald","Valga vald","house",855,"EE008",NA,202.850698474521,292.468109821878
2006,"EE008","viljandi linn","Viljandi linn","house",897,"EE008",40,560.33,511.16
2006,"EE008","viljandi vald","Viljandi vald","house",899,"EE008",42,174.19,269.21
2006,"EE008","voru linn","Võru linn","house",919,"EE008",42,512.48,534.97
2006,"EE008","voru vald","Võru vald","house",917,"EE008",32,167.51,244.44
2006,"EE009","haljala vald","Haljala vald","house",191,"EE006",25,596.19,822.39
2006,"EE009","jarva vald","Järva vald","house",255,"EE006",34,119.38,171.42
2006,"EE009","kadrina vald","Kadrina vald","house",272,"EE006",16,144.25,213.66
2006,"EE009","kehtna vald","Kehtna vald","house",293,"EE006",24,214.63,296.47
2006,"EE009","kohila vald","Kohila vald","house",317,"EE006",25,520.45,577.61
2006,"EE009","marjamaa vald","Märjamaa vald","house",503,"EE006",35,129.51,266.32
2006,"EE009","paide linn","Paide linn","house",567,"EE006",44,298.08,326.43
2006,"EE009","rakvere linn","Rakvere linn","house",663,"EE006",56,527.41,566.14
2006,"EE009","rakvere vald","Rakvere vald","house",661,"EE006",16,367.65,397.22
2006,"EE009","rapla vald","Rapla vald","house",668,"EE006",44,426.67,499.24
2006,"EE009","tapa vald","Tapa vald","house",792,"EE006",47,280.59,311.89
2006,"EE009","turi vald","Türi vald","house",834,"EE006",49,254.19,279.75
2006,"EE009","vaikemaarja vald","Väike-Maarja vald","house",928,"EE006",21,169.28,272.55
2006,"EE009","vinni vald","Vinni vald","house",901,"EE006",36,183.1,266.2
2006,"EE009","virunigula vald","Viru-Nigula vald","house",903,"EE006",22,95.47,184.08
2006,"EE00A","alutaguse vald","Alutaguse vald","house",130,"EE007",12,415.91,431.35
2006,"EE00A","johvi vald","Jõhvi vald","house",251,"EE007",55,410.3,412.8
2006,"EE00A","kohtlajarve linn","Kohtla-Järve linn","house",321,"EE007",26,241.22,276.94
2006,"EE00A","luganuse vald","Lüganuse vald","house",442,"EE007",25,183.97,191.9
2006,"EE00A","narva linn","Narva linn","house",511,"EE007",20,656.6,752.18
2006,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","house",514,"EE007",19,459.14,678.69
2006,"EE00A","sillamae linn","Sillamäe linn","house",735,"EE007",1,410.3,441.315714285714
2006,"EE00A","toila vald","Toila vald","house",803,"EE007",30.6666666666667,336.726666666667,345.35
2007,"EE001","anija vald","Anija vald","house",141,"EE001",24,586.51,637.68
2007,"EE001","harku vald","Harku vald","house",198,"EE001",20,1268.97,1285.99
2007,"EE001","joelahtme vald","Jõelähtme vald","house",245,"EE001",20,843.32,802.48
2007,"EE001","keila linn","Keila linn","house",296,"EE001",24,1248.23,1258.78
2007,"EE001","kiili vald","Kiili vald","house",304,"EE001",21,1161.01,1263.04
2007,"EE001","kose vald","Kose vald","house",338,"EE001",17,585.45,674.98
2007,"EE001","kuusalu vald","Kuusalu vald","house",353,"EE001",17,958.38,1229.66
2007,"EE001","laaneharju vald","Lääne-Harju vald","house",431,"EE001",19,816.39,980.88
2007,"EE001","loksa linn","Loksa linn","house",424,"EE001",4,810.89606655319,823.372725513806
2007,"EE001","maardu linn","Maardu linn","house",446,"EE001",18,1292.76,1360.69
2007,"EE001","raasiku vald","Raasiku vald","house",651,"EE001",7,943.78,1020.33
2007,"EE001","rae vald","Rae vald","house",653,"EE001",77,1715.27,1475.58
2007,"EE001","saku vald","Saku vald","house",718,"EE001",16,1106.29,1232.82
2007,"EE001","saue vald","Saue vald","house",726,"EE001",38,757.43,991.21
2007,"EE001","tallinn","Tallinn","house",784,"EE001",220,1554.07,1801.83
2007,"EE001","viimsi vald","Viimsi vald","house",890,"EE001",52,1327.19,1360.13
2007,"EE004","haademeeste vald","Häädemeeste vald","house",214,"EE004",14,328.49,446.24
2007,"EE004","haapsalu linn","Haapsalu linn","house",184,"EE004",33,790.36,837.68
2007,"EE004","hiiumaa vald","Hiiumaa vald","house",205,"EE004",24,436.85,516.42
2007,"EE004","kihnu vald","Kihnu vald","house",303,"EE004",1,367.2,561.701818181818
2007,"EE004","laanenigula vald","Lääne-Nigula vald","house",441,"EE004",19,306.43,363.29
2007,"EE004","laaneranna vald","Lääneranna vald","house",430,"EE004",24,154.36,243.56
2007,"EE004","muhu vald","Muhu vald","house",478,"EE004",7,340.41,492.96
2007,"EE004","parnu linn","Pärnu linn","house",624,"EE004",95,910.56,1041.26
2007,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","house",638,"EE004",24,367.2,373.5
2007,"EE004","ruhnu vald","Ruhnu vald","house",689,"EE004",1,367.2,561.701818181818
2007,"EE004","saarde vald","Saarde vald","house",712,"EE004",15,332.7,463.18
2007,"EE004","saaremaa vald","Saaremaa vald","house",714,"EE004",84,564.96,666.36
2007,"EE004","tori vald","Tori vald","house",809,"EE004",41,612.46,734.27
2007,"EE004","vormsi vald","Vormsi vald","house",907,"EE004",1,475.809346344673,684.347827916076
2007,"EE008","antsla vald","Antsla vald","house",142,"EE008",14,246.07,302.27
2007,"EE008","elva vald","Elva vald","house",171,"EE008",55,496.61,580.98
2007,"EE008","jogeva vald","Jõgeva vald","house",247,"EE008",34,270.97,342.37
2007,"EE008","kambja vald","Kambja vald","house",283,"EE008",18,962,922.99
2007,"EE008","kanepi vald","Kanepi vald","house",284,"EE008",15,245.81,243.2
2007,"EE008","kastre vald","Kastre vald","house",291,"EE008",11,184.76,692.06
2007,"EE008","luunja vald","Luunja vald","house",432,"EE008",15,1374.44,1223.79
2007,"EE008","mulgi vald","Mulgi vald","house",480,"EE008",28,146.77,161.69
2007,"EE008","mustvee vald","Mustvee vald","house",486,"EE008",34,212.1,293.65
2007,"EE008","noo vald","Nõo vald","house",528,"EE008",13,645.57,655.66
2007,"EE008","otepaa vald","Otepää vald","house",557,"EE008",28,438.9,525.19
2007,"EE008","peipsiaare vald","Peipsiääre vald","house",586,"EE008",13,380.43,444.47
2007,"EE008","pohjasakala vald","Põhja-Sakala vald","house",615,"EE008",31,189.21,243.21
2007,"EE008","poltsamaa vald","Põltsamaa vald","house",618,"EE008",36,205.68,306.34
2007,"EE008","polva vald","Põlva vald","house",622,"EE008",30,328.38,395.52
2007,"EE008","rapina vald","Räpina vald","house",708,"EE008",23,140.93,205.69
2007,"EE008","rouge vald","Rõuge vald","house",698,"EE008",12,289.64,297.44
2007,"EE008","setomaa vald","Setomaa vald","house",732,"EE008",16,192.14,209.6
2007,"EE008","tartu linn","Tartu linn","house",793,"EE008",110,821.89,939.16
2007,"EE008","tartu vald","Tartu vald","house",796,"EE008",24,519.34,582.51
2007,"EE008","torva vald","Tõrva vald","house",824,"EE008",14,481.19,401.91
2007,"EE008","valga vald","Valga vald","house",855,"EE008",52,302.26,384.19
2007,"EE008","viljandi linn","Viljandi linn","house",897,"EE008",42,616.22,604.99
2007,"EE008","viljandi vald","Viljandi vald","house",899,"EE008",40,190.43,281.36
2007,"EE008","voru linn","Võru linn","house",919,"EE008",33,455.77,550.38
2007,"EE008","voru vald","Võru vald","house",917,"EE008",34,313.94,348.42
2007,"EE009","haljala vald","Haljala vald","house",191,"EE006",21,615.72,947.74
2007,"EE009","jarva vald","Järva vald","house",255,"EE006",52,153.09,215.42
2007,"EE009","kadrina vald","Kadrina vald","house",272,"EE006",14,334.25,362.46
2007,"EE009","kehtna vald","Kehtna vald","house",293,"EE006",13,278.16,250.53
2007,"EE009","kohila vald","Kohila vald","house",317,"EE006",18,777.9,811.53
2007,"EE009","marjamaa vald","Märjamaa vald","house",503,"EE006",30,113.98,223.1
2007,"EE009","paide linn","Paide linn","house",567,"EE006",33,519.14,622.2
2007,"EE009","rakvere linn","Rakvere linn","house",663,"EE006",56,712.19,715.53
2007,"EE009","rakvere vald","Rakvere vald","house",661,"EE006",25,453.46,553.79
2007,"EE009","rapla vald","Rapla vald","house",668,"EE006",33,511.09,504.37
2007,"EE009","tapa vald","Tapa vald","house",792,"EE006",48,298.39,444.16
2007,"EE009","turi vald","Türi vald","house",834,"EE006",54,329,382.92
2007,"EE009","vaikemaarja vald","Väike-Maarja vald","house",928,"EE006",21,142.93,230.98
2007,"EE009","vinni vald","Vinni vald","house",901,"EE006",32,262.63,308.57
2007,"EE009","virunigula vald","Viru-Nigula vald","house",903,"EE006",13,259.8,460.37
2007,"EE00A","alutaguse vald","Alutaguse vald","house",130,"EE007",18,352.79,582.42
2007,"EE00A","johvi vald","Jõhvi vald","house",251,"EE007",44,475.17,566.8
2007,"EE00A","kohtlajarve linn","Kohtla-Järve linn","house",321,"EE007",24,519.63,502.95
2007,"EE00A","luganuse vald","Lüganuse vald","house",442,"EE007",41,290.07,293.64
2007,"EE00A","narva linn","Narva linn","house",511,"EE007",14,883.21,868.76
2007,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","house",514,"EE007",9,804.26,904.91
2007,"EE00A","sillamae linn","Sillamäe linn","house",735,"EE007",NA,475.17,600.061904761905
2007,"EE00A","toila vald","Toila vald","house",803,"EE007",34.3333333333333,372.676666666667,480.953333333333
2008,"EE001","anija vald","Anija vald","house",141,"EE001",9,704.91,634.77
2008,"EE001","harku vald","Harku vald","house",198,"EE001",26,805.87,919.38
2008,"EE001","joelahtme vald","Jõelähtme vald","house",245,"EE001",11,816.84,972.21
2008,"EE001","keila linn","Keila linn","house",296,"EE001",11,735.32,882.99
2008,"EE001","kiili vald","Kiili vald","house",304,"EE001",9,1076.44,1204.58
2008,"EE001","kose vald","Kose vald","house",338,"EE001",18,736.13,766.35
2008,"EE001","kuusalu vald","Kuusalu vald","house",353,"EE001",18,1083.57,1398.36
2008,"EE001","laaneharju vald","Lääne-Harju vald","house",431,"EE001",11,829.22,868.38
2008,"EE001","loksa linn","Loksa linn","house",424,"EE001",12,650.24,760.75
2008,"EE001","maardu linn","Maardu linn","house",446,"EE001",11,1211.6,1212.76
2008,"EE001","raasiku vald","Raasiku vald","house",651,"EE001",6,768.49,928.65
2008,"EE001","rae vald","Rae vald","house",653,"EE001",34,1473.21,1365.35
2008,"EE001","saku vald","Saku vald","house",718,"EE001",15,1082.42,1020.29
2008,"EE001","saue vald","Saue vald","house",726,"EE001",27,945,1094.24
2008,"EE001","tallinn","Tallinn","house",784,"EE001",167,1491.05,1842.96
2008,"EE001","viimsi vald","Viimsi vald","house",890,"EE001",34,1268.31,1252.8
2008,"EE004","haademeeste vald","Häädemeeste vald","house",214,"EE004",14,524.03,472.46
2008,"EE004","haapsalu linn","Haapsalu linn","house",184,"EE004",20,651.97,931.01
2008,"EE004","hiiumaa vald","Hiiumaa vald","house",205,"EE004",18,538.33,836.48
2008,"EE004","kihnu vald","Kihnu vald","house",303,"EE004",NA,427.91,532.028
2008,"EE004","laanenigula vald","Lääne-Nigula vald","house",441,"EE004",22,247.71,344.67
2008,"EE004","laaneranna vald","Lääneranna vald","house",430,"EE004",15,155.44,227.51
2008,"EE004","muhu vald","Muhu vald","house",478,"EE004",2,343.681666666667,499.381666666667
2008,"EE004","parnu linn","Pärnu linn","house",624,"EE004",68,735.61,824.45
2008,"EE004","pohjaparnumaa vald","Põhja-Pärnumaa vald","house",638,"EE004",15,272.71,305.45
2008,"EE004","ruhnu vald","Ruhnu vald","house",689,"EE004",NA,427.91,532.028
2008,"EE004","saarde vald","Saarde vald","house",712,"EE004",14,289.23,320.95
2008,"EE004","saaremaa vald","Saaremaa vald","house",714,"EE004",47,331.79,499.8
2008,"EE004","tori vald","Tori vald","house",809,"EE004",18,592.88,557.5
2008,"EE004","vormsi vald","Vormsi vald","house",907,"EE004",1,554.475973296158,648.194815122853
2008,"EE008","antsla vald","Antsla vald","house",142,"EE008",11,299.41,347.06
2008,"EE008","elva vald","Elva vald","house",171,"EE008",31,535.09,525.97
2008,"EE008","jogeva vald","Jõgeva vald","house",247,"EE008",26,212.08,267
2008,"EE008","kambja vald","Kambja vald","house",283,"EE008",23,694.12,761.71
2008,"EE008","kanepi vald","Kanepi vald","house",284,"EE008",10,90.68,137.69
2008,"EE008","kastre vald","Kastre vald","house",291,"EE008",7,284.15,247.88
2008,"EE008","luunja vald","Luunja vald","house",432,"EE008",7,929.2,934.81
2008,"EE008","mulgi vald","Mulgi vald","house",480,"EE008",27,69.37,139.15
2008,"EE008","mustvee vald","Mustvee vald","house",486,"EE008",21,222.84,259.66
2008,"EE008","noo vald","Nõo vald","house",528,"EE008",6,568.21,537.84
2008,"EE008","otepaa vald","Otepää vald","house",557,"EE008",11,402.24,541.72
2008,"EE008","peipsiaare vald","Peipsiääre vald","house",586,"EE008",10,132.88,233.83
2008,"EE008","pohjasakala vald","Põhja-Sakala vald","house",615,"EE008",18,116.99,174.81
2008,"EE008","poltsamaa vald","Põltsamaa vald","house",618,"EE008",21,352.46,360.81
2008,"EE008","polva vald","Põlva vald","house",622,"EE008",26,373.4,405
2008,"EE008","rapina vald","Räpina vald","house",708,"EE008",11,369.31,338.05
2008,"EE008","rouge vald","Rõuge vald","house",698,"EE008",8,168.57,208.22
2008,"EE008","setomaa vald","Setomaa vald","house",732,"EE008",15,271.2,262.9
2008,"EE008","tartu linn","Tartu linn","house",793,"EE008",66,783.01,859.39
2008,"EE008","tartu vald","Tartu vald","house",796,"EE008",13,479.54,658.36
2008,"EE008","torva vald","Tõrva vald","house",824,"EE008",15,222.32,274.31
2008,"EE008","valga vald","Valga vald","house",855,"EE008",25,224.25,316.08
2008,"EE008","viljandi linn","Viljandi linn","house",897,"EE008",27,574.06,586.06
2008,"EE008","viljandi vald","Viljandi vald","house",899,"EE008",50,257.58,310.91
2008,"EE008","voru linn","Võru linn","house",919,"EE008",17,614.07,717.14
2008,"EE008","voru vald","Võru vald","house",917,"EE008",16,350.6,363.83
2008,"EE009","haljala vald","Haljala vald","house",191,"EE006",19,561.72,828.29
2008,"EE009","jarva vald","Järva vald","house",255,"EE006",40,142.41,234.22
2008,"EE009","kadrina vald","Kadrina vald","house",272,"EE006",8,459.53,673.41
2008,"EE009","kehtna vald","Kehtna vald","house",293,"EE006",13,244.45,365.06
2008,"EE009","kohila vald","Kohila vald","house",317,"EE006",14,831.3,807.92
2008,"EE009","marjamaa vald","Märjamaa vald","house",503,"EE006",23,291.1,379.69
2008,"EE009","paide linn","Paide linn","house",567,"EE006",22,508.87,611.34
2008,"EE009","rakvere linn","Rakvere linn","house",663,"EE006",26,789.88,981.86
2008,"EE009","rakvere vald","Rakvere vald","house",661,"EE006",10,554.09,510.81
2008,"EE009","rapla vald","Rapla vald","house",668,"EE006",25,675.12,646.73
2008,"EE009","tapa vald","Tapa vald","house",792,"EE006",27,369.97,524.54
2008,"EE009","turi vald","Türi vald","house",834,"EE006",27,394.17,364.07
2008,"EE009","vaikemaarja vald","Väike-Maarja vald","house",928,"EE006",14,379.03,304.69
2008,"EE009","vinni vald","Vinni vald","house",901,"EE006",26,209.06,415.76
2008,"EE009","virunigula vald","Viru-Nigula vald","house",903,"EE006",6,182.78,217.44
2008,"EE00A","alutaguse vald","Alutaguse vald","house",130,"EE007",11,365.02,335.12
2008,"EE00A","johvi vald","Jõhvi vald","house",251,"EE007",39,590.93,714.4
2008,"EE00A","kohtlajarve linn","Kohtla-Järve linn","house",321,"EE007",27,382.7,409.11
2008,"EE00A","luganuse vald","Lüganuse vald","house",442,"EE007",32,277.87,406.1
2008,"EE00A","narva linn","Narva linn","house",511,"EE007",7,873.39,820.96
2008,"EE00A","narvajoesuu linn","Narva-Jõesuu linn","house",514,"EE007",10,939.79,1201.96
