"source_file","year","price_m2","advertisments_sum","actives_sum","parish","type","typev2"
"Hinnastatistika - Majade üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2023,10,17,10,"Jõelähtme vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2024,10,36,30,"Jõelähtme vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõelähtme vald VS Jõelähtme vald.pdf",2025,11,26,20,"Jõelähtme vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2005,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2006,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2007,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2008,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2009,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2010,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2011,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2012,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2013,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2014,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2015,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2016,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2017,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2018,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2019,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2020,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2021,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2022,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2023,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2024,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõgeva vald VS Jõgeva vald.pdf",2025,NA,0,0,"Jõgeva vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2005,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2006,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2007,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2008,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2009,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2010,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2011,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2012,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2013,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2014,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2015,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2016,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2017,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2018,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2019,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2020,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2021,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2022,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2023,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2024,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Jõhvi vald VS Jõhvi vald.pdf",2025,NA,0,0,"Jõhvi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2005,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2006,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2007,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2008,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2009,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2010,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2011,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2012,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2013,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2014,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2015,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2016,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2017,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2018,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2019,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2020,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2021,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2022,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2023,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2024,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kadrina vald VS Kadrina vald.pdf",2025,NA,0,0,"Kadrina vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2005,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2006,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2007,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2008,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2009,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2010,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2011,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2012,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2013,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2014,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2015,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2016,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2017,NA,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2018,6,6,4,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2019,6,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2020,6,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2021,6,0,0,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2022,7,14,6,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2023,8,63,50,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2024,8,21,20,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kambja vald VS Kambja vald.pdf",2025,8,6,5,"Kambja vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2005,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2006,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2007,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2008,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2009,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2010,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2011,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2012,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2013,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2014,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2015,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2016,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2017,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2018,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2019,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2020,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2021,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2022,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2023,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2024,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kanepi vald VS Kanepi vald.pdf",2025,NA,0,0,"Kanepi vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2005,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2006,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2007,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2008,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2009,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2010,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2011,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2012,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2013,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2014,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2015,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2016,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2017,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2018,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2019,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2020,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2021,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2022,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2023,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2024,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kastre vald VS Kastre vald.pdf",2025,NA,0,0,"Kastre vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2005,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2006,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2007,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2008,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2009,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2010,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2011,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2012,NA,0,0,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Kehtna vald VS Kehtna vald.pdf",2013,2,7,1,"Kehtna vald","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2005,NA,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2006,NA,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2007,NA,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2008,NA,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2009,NA,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2010,2,6,1,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2011,2,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2012,3,6,1,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2013,3,6,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2014,3,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2015,3,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2016,3,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2017,3,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2018,3,0,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Keila VS Keila.pdf",2019,4,6,0,"Keila","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2005,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2006,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2007,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2008,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2009,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2010,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2011,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2012,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2013,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2014,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2015,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2016,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2017,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2018,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2019,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2020,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2021,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2022,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2023,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2024,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kihnu vald VS Kihnu vald.pdf",2025,NA,0,0,"Kihnu vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2005,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2006,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2007,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2008,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2009,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2010,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2011,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2012,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2013,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2014,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2015,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2016,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2017,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2018,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2019,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2020,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2021,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2022,NA,0,0,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2023,10,6,6,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kiili vald VS Kiili vald.pdf",2024,9,14,9,"Kiili vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2005,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2006,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2007,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2008,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2009,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2010,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2011,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2012,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2013,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2014,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2015,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2016,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2017,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2018,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2019,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2020,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2021,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2022,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2023,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2024,NA,0,0,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohila vald VS Kohila vald.pdf",2025,10,6,6,"Kohila vald","house","rent"
"Hinnastatistika - Majade üürimine - Kohtla-Järve VS Kohtla-Järve.pdf",2005,NA,0,0,"Kohtla-Järve","house","rent"
"Hinnastatistika - Majade üürimine - Kohtla-Järve VS Kohtla-Järve.pdf",2006,NA,0,0,"Kohtla-Järve","house","rent"
"Hinnastatistika - Majade üürimine - Kohtla-Järve VS Kohtla-Järve.pdf",2007,NA,0,0,"Kohtla-Järve","house","rent"
"Hinnastatistika - Majade üürimine - Kohtla-Järve VS Kohtla-Järve.pdf",2008,NA,0,0,"Kohtla-Järve","house","rent"
"Hinnastatistika - Majade üürimine - Kohtla-Järve VS Kohtla-Järve.pdf",2009,NA,0,0,"Kohtla-Järve","house","rent"
"Hinnastatistika - Majade üürimine - Kohtla-Järve VS Kohtla-Järve.pdf",2010,NA,0,0,"Kohtla-Järve","house","rent"
"Hinnastatistika - Majade üürimine - Kohtla-Järve VS Kohtla-Järve.pdf",2011,NA,0,0,"Kohtla-Järve","house","rent"
