nuts,type,value,indicator,year
DED44,all,380,nbscrapes,2019
DE233,all,44,nbscrapes,2019
DED2D,all,383,nbscrapes,2019
DEF0B,all,482,nbscrapes,2019
DEG0F,all,59,nbscrapes,2019
DEB14,all,368,nbscrapes,2019
DEE06,all,154,nbscrapes,2019
DE401,all,58,nbscrapes,2019
DE804,all,73,nbscrapes,2019
DEB13,all,341,nbscrapes,2019
DEG0G,all,58,nbscrapes,2019
DE21M,all,272,nbscrapes,2019
DE945,all,105,nbscrapes,2019
DE132,all,463,nbscrapes,2019
DE11C,all,153,nbscrapes,2019
DEA17,all,198,nbscrapes,2019
DE218,all,202,nbscrapes,2019
DEB11,all,113,nbscrapes,2019
DE71D,all,311,nbscrapes,2019
DE40H,all,206,nbscrapes,2019
DE94H,all,218,nbscrapes,2019
DE226,all,127,nbscrapes,2019
DE404,all,235,nbscrapes,2019
DE406,all,210,nbscrapes,2019
DE21N,all,95,nbscrapes,2019
DEB3I,all,251,nbscrapes,2019
DE144,all,61,nbscrapes,2019
DE225,all,175,nbscrapes,2019
DEF0C,all,457,nbscrapes,2019
DEG0C,all,101,nbscrapes,2019
DE71A,all,328,nbscrapes,2019
DEG05,all,44,nbscrapes,2019
DEA2C,all,957,nbscrapes,2019
DE135,all,301,nbscrapes,2019
DEB3K,all,385,nbscrapes,2019
DE21G,all,213,nbscrapes,2019
DE27C,all,172,nbscrapes,2019
DE922,all,290,nbscrapes,2019
DE264,all,283,nbscrapes,2019
DE21B,all,146,nbscrapes,2019
DE231,all,53,nbscrapes,2019
DEA47,all,331,nbscrapes,2019
DE12C,all,270,nbscrapes,2019
DEG04,all,26,nbscrapes,2019
DEG0J,all,62,nbscrapes,2019
DE933,all,423,nbscrapes,2019
DE923,all,296,nbscrapes,2019
DEB12,all,278,nbscrapes,2019
DE25C,all,145,nbscrapes,2019
DE40F,all,72,nbscrapes,2019
DEA5B,all,538,nbscrapes,2019
DE40D,all,118,nbscrapes,2019
DE913,all,170,nbscrapes,2019
DE249,all,255,nbscrapes,2019
DEA58,all,714,nbscrapes,2019
DE258,all,182,nbscrapes,2019
DED53,all,309,nbscrapes,2019
DE22C,all,160,nbscrapes,2019
DEF06,all,246,nbscrapes,2019
DEB3D,all,271,nbscrapes,2019
DEB22,all,347,nbscrapes,2019
DEE0E,all,118,nbscrapes,2019
DEE04,all,103,nbscrapes,2019
DE121,all,284,nbscrapes,2019
DE279,all,209,nbscrapes,2019
DEB37,all,117,nbscrapes,2019
DE147,all,416,nbscrapes,2019
DE928,all,328,nbscrapes,2019
DE256,all,330,nbscrapes,2019
DEE07,all,247,nbscrapes,2019
DEC04,all,345,nbscrapes,2019
DEA43,all,474,nbscrapes,2019
DE277,all,124,nbscrapes,2019
DE216,all,117,nbscrapes,2019
DEG0N,all,58,nbscrapes,2019
DE26A,all,121,nbscrapes,2019
DE91B,all,186,nbscrapes,2019
DEB3G,all,290,nbscrapes,2019
DE239,all,271,nbscrapes,2019
DEA45,all,777,nbscrapes,2019
DE217,all,135,nbscrapes,2019
DE213,all,69,nbscrapes,2019
DE278,all,179,nbscrapes,2019
DE931,all,330,nbscrapes,2019
DEA12,all,578,nbscrapes,2019
DE248,all,248,nbscrapes,2019
DE262,all,58,nbscrapes,2019
DEC06,all,210,nbscrapes,2019
DE22B,all,103,nbscrapes,2019
DE26C,all,248,nbscrapes,2019
DEA38,all,276,nbscrapes,2019
DE925,all,403,nbscrapes,2019
DE716,all,334,nbscrapes,2019
DEE05,all,214,nbscrapes,2019
DEA35,all,210,nbscrapes,2019
DE715,all,382,nbscrapes,2019
DE223,all,85,nbscrapes,2019
DEA36,all,639,nbscrapes,2019
DE912,all,178,nbscrapes,2019
DEA32,all,240,nbscrapes,2019
DEE08,all,239,nbscrapes,2019
DEE0A,all,194,nbscrapes,2019
DE91A,all,174,nbscrapes,2019
DE24B,all,118,nbscrapes,2019
DE71B,all,203,nbscrapes,2019
DE117,all,131,nbscrapes,2019
DEB3F,all,415,nbscrapes,2019
DE257,all,251,nbscrapes,2019
DE255,all,85,nbscrapes,2019
DEF0D,all,448,nbscrapes,2019
DEC03,all,356,nbscrapes,2019
DEA44,all,280,nbscrapes,2019
DEA1E,all,568,nbscrapes,2019
DEB24,all,176,nbscrapes,2019
DE94B,all,308,nbscrapes,2019
DE40I,all,156,nbscrapes,2019
DEG0E,all,73,nbscrapes,2019
DE27B,all,174,nbscrapes,2019
DE403,all,50,nbscrapes,2019
DE803,all,156,nbscrapes,2019
DE736,all,297,nbscrapes,2019
DE145,all,192,nbscrapes,2019
DE24C,all,85,nbscrapes,2019
DEF05,all,456,nbscrapes,2019
DEA19,all,272,nbscrapes,2019
DE24A,all,106,nbscrapes,2019
DEE01,all,83,nbscrapes,2019
DEA42,all,332,nbscrapes,2019
DE21J,all,153,nbscrapes,2019
DE27D,all,133,nbscrapes,2019
DE732,all,191,nbscrapes,2019
DE911,all,242,nbscrapes,2019
DE71E,all,629,nbscrapes,2019
DEF0E,all,279,nbscrapes,2019
DEA18,all,202,nbscrapes,2019
DE927,all,192,nbscrapes,2019
DEF01,all,125,nbscrapes,2019
DEA55,all,122,nbscrapes,2019
DE269,all,249,nbscrapes,2019
DEA2B,all,493,nbscrapes,2019
DE275,all,143,nbscrapes,2019
DE268,all,99,nbscrapes,2019
DEG0K,all,66,nbscrapes,2019
DE926,all,173,nbscrapes,2019
DEG0M,all,117,nbscrapes,2019
DE93A,all,172,nbscrapes,2019
DEA24,all,158,nbscrapes,2019
DEG07,all,45,nbscrapes,2019
DE21L,all,173,nbscrapes,2019
DEA37,all,566,nbscrapes,2019
DE93B,all,187,nbscrapes,2019
DE733,all,243,nbscrapes,2019
DE40E,all,327,nbscrapes,2019
DE236,all,269,nbscrapes,2019
DE939,all,359,nbscrapes,2019
DEE0C,all,241,nbscrapes,2019
DEB1B,all,397,nbscrapes,2019
DEF04,all,90,nbscrapes,2019
DE25A,all,110,nbscrapes,2019
DE938,all,187,nbscrapes,2019
DEC02,all,250,nbscrapes,2019
DEA31,all,86,nbscrapes,2019
DE735,all,342,nbscrapes,2019
DEA5C,all,500,nbscrapes,2019
DE737,all,224,nbscrapes,2019
DE918,all,228,nbscrapes,2019
DE227,all,120,nbscrapes,2019
DE26B,all,120,nbscrapes,2019
DEA34,all,478,nbscrapes,2019
DE272,all,84,nbscrapes,2019
DE266,all,103,nbscrapes,2019
DEB15,all,198,nbscrapes,2019
DE725,all,303,nbscrapes,2019
DE11B,all,215,nbscrapes,2019
DE723,all,457,nbscrapes,2019
DE917,all,206,nbscrapes,2019
DE12B,all,305,nbscrapes,2019
DEA1B,all,666,nbscrapes,2019
DEA28,all,509,nbscrapes,2019
DEG03,all,26,nbscrapes,2019
DE936,all,209,nbscrapes,2019
DE40B,all,75,nbscrapes,2019
DE214,all,166,nbscrapes,2019
DEB38,all,37,nbscrapes,2019
DE274,all,46,nbscrapes,2019
DEA54,all,124,nbscrapes,2019
DEB1C,all,174,nbscrapes,2019
DE948,all,185,nbscrapes,2019
DEB17,all,359,nbscrapes,2019
DEA59,all,135,nbscrapes,2019
DE94F,all,71,nbscrapes,2019
DE245,all,130,nbscrapes,2019
DE934,all,151,nbscrapes,2019
DE734,all,409,nbscrapes,2019
DEG0A,all,64,nbscrapes,2019
DEB1D,all,172,nbscrapes,2019
DE25B,all,145,nbscrapes,2019
DE267,all,99,nbscrapes,2019
DEB25,all,410,nbscrapes,2019
DE407,all,86,nbscrapes,2019
DE941,all,113,nbscrapes,2019
DE21A,all,95,nbscrapes,2019
DE243,all,77,nbscrapes,2019
DE949,all,546,nbscrapes,2019
DE94D,all,190,nbscrapes,2019
DE942,all,141,nbscrapes,2019
DEG06,all,31,nbscrapes,2019
DEB3A,all,117,nbscrapes,2019
DK011,all,2986,nbscrapes,2019
DK012,all,2488,nbscrapes,2019
DK021,all,1687,nbscrapes,2019
DK013,all,3661,nbscrapes,2019
DK014,all,373,nbscrapes,2019
DK022,all,6825,nbscrapes,2019
DK031,all,4719,nbscrapes,2019
DK032,all,7127,nbscrapes,2019
DK041,all,5029,nbscrapes,2019
DK042,all,7695,nbscrapes,2019
DK050,all,8812,nbscrapes,2019
EE001,all,3419,nbscrapes,2019
EE008,all,2146,nbscrapes,2019
EE007,all,81,nbscrapes,2019
EE004,all,788,nbscrapes,2019
EE006,all,189,nbscrapes,2019
EL302,all,2392,nbscrapes,2019
EL411,all,424,nbscrapes,2019
EL306,all,577,nbscrapes,2019
EL412,all,187,nbscrapes,2019
EL413,all,329,nbscrapes,2019
EL421,all,350,nbscrapes,2019
EL431,all,1163,nbscrapes,2019
EL432,all,568,nbscrapes,2019
EL422,all,4015,nbscrapes,2019
EL433,all,596,nbscrapes,2019
EL307,all,5312,nbscrapes,2019
EL512,all,437,nbscrapes,2019
EL434,all,1723,nbscrapes,2019
EL511,all,921,nbscrapes,2019
EL303,all,25030,nbscrapes,2019
EL301,all,14084,nbscrapes,2019
EL514,all,122,nbscrapes,2019
EL513,all,309,nbscrapes,2019
EL304,all,16859,nbscrapes,2019
EL305,all,17079,nbscrapes,2019
EL515,all,2971,nbscrapes,2019
EL521,all,310,nbscrapes,2019
EL523,all,148,nbscrapes,2019
EL524,all,195,nbscrapes,2019
EL525,all,864,nbscrapes,2019
EL526,all,614,nbscrapes,2019
EL522,all,21640,nbscrapes,2019
EL527,all,6888,nbscrapes,2019
EL531,all,216,nbscrapes,2019
EL532,all,45,nbscrapes,2019
EL533,all,24,nbscrapes,2019
EL541,all,176,nbscrapes,2019
EL542,all,130,nbscrapes,2019
EL543,all,662,nbscrapes,2019
EL611,all,208,nbscrapes,2019
EL612,all,402,nbscrapes,2019
EL613,all,2228,nbscrapes,2019
EL621,all,685,nbscrapes,2019
EL622,all,2082,nbscrapes,2019
EL623,all,242,nbscrapes,2019
EL631,all,449,nbscrapes,2019
EL624,all,262,nbscrapes,2019
EL632,all,4553,nbscrapes,2019
EL633,all,267,nbscrapes,2019
EL641,all,356,nbscrapes,2019
EL642,all,1460,nbscrapes,2019
EL643,all,21,nbscrapes,2019
EL644,all,979,nbscrapes,2019
EL645,all,182,nbscrapes,2019
EL651,all,3279,nbscrapes,2019
EL653,all,1632,nbscrapes,2019
EL652,all,2102,nbscrapes,2019
FI195,all,1283,nbscrapes,2019
FI1B1,all,11203,nbscrapes,2019
FI1D9,all,2720,nbscrapes,2019
FI1C3,all,1709,nbscrapes,2019
FI197,all,4050,nbscrapes,2019
FI194,all,1374,nbscrapes,2019
FI193,all,2345,nbscrapes,2019
FI1D2,all,2448,nbscrapes,2019
FI1D7,all,875,nbscrapes,2019
FI1C5,all,1099,nbscrapes,2019
FI1D3,all,1306,nbscrapes,2019
FI1C1,all,2648,nbscrapes,2019
FI1C2,all,1862,nbscrapes,2019
FI196,all,2176,nbscrapes,2019
FI1C4,all,1196,nbscrapes,2019
FI1D8,all,273,nbscrapes,2019
FI1D1,all,1170,nbscrapes,2019
FI1D5,all,595,nbscrapes,2019
FRJ11,all,5650,nbscrapes,2019
FRF22,all,2080,nbscrapes,2019
FRJ22,all,2347,nbscrapes,2019
FRL04,all,11155,nbscrapes,2019
FRD11,all,7545,nbscrapes,2019
FRK12,all,735,nbscrapes,2019
FRI31,all,3954,nbscrapes,2019
FRI32,all,10167,nbscrapes,2019
FRC11,all,3464,nbscrapes,2019
FRI21,all,3301,nbscrapes,2019
FRH01,all,7197,nbscrapes,2019
FRI22,all,981,nbscrapes,2019
FRI11,all,7873,nbscrapes,2019
FRC21,all,3437,nbscrapes,2019
FRK23,all,5754,nbscrapes,2019
FRD21,all,8601,nbscrapes,2019
FRB02,all,6143,nbscrapes,2019
FRJ12,all,9872,nbscrapes,2019
FRJ23,all,11956,nbscrapes,2019
FRJ24,all,2948,nbscrapes,2019
FRI12,all,13290,nbscrapes,2019
FRJ13,all,16822,nbscrapes,2019
FRH03,all,9432,nbscrapes,2019
FRB03,all,2684,nbscrapes,2019
FRB04,all,6423,nbscrapes,2019
FRK24,all,9314,nbscrapes,2019
FRI13,all,4507,nbscrapes,2019
FRB05,all,3755,nbscrapes,2019
FRK25,all,6796,nbscrapes,2019
FRK13,all,1708,nbscrapes,2019
FRG01,all,10089,nbscrapes,2019
FRB06,all,7116,nbscrapes,2019
FRJ25,all,2527,nbscrapes,2019
FRI14,all,5386,nbscrapes,2019
FRJ14,all,373,nbscrapes,2019
FRD12,all,4779,nbscrapes,2019
FRF23,all,3547,nbscrapes,2019
FRF24,all,1333,nbscrapes,2019
FRG03,all,3151,nbscrapes,2019
FRF31,all,4580,nbscrapes,2019
FRF32,all,1238,nbscrapes,2019
FRF33,all,4666,nbscrapes,2019
FRH04,all,8787,nbscrapes,2019
FRE22,all,8431,nbscrapes,2019
FRD13,all,3658,nbscrapes,2019
FRE12,all,12888,nbscrapes,2019
FRK14,all,3505,nbscrapes,2019
FRI15,all,5848,nbscrapes,2019
FRJ26,all,3028,nbscrapes,2019
FRJ15,all,9027,nbscrapes,2019
FRF11,all,4589,nbscrapes,2019
FRF12,all,4839,nbscrapes,2019
FRK26,all,7727,nbscrapes,2019
FRC13,all,6284,nbscrapes,2019
FRC23,all,1815,nbscrapes,2019
FRG04,all,6794,nbscrapes,2019
FRK27,all,4146,nbscrapes,2019
FRK28,all,8937,nbscrapes,2019
FRD22,all,10855,nbscrapes,2019
FR102,all,11092,nbscrapes,2019
FR103,all,7929,nbscrapes,2019
FRJ27,all,3602,nbscrapes,2019
FRJ28,all,2539,nbscrapes,2019
FRL05,all,18086,nbscrapes,2019
FRL06,all,6449,nbscrapes,2019
FRG05,all,9185,nbscrapes,2019
FRI34,all,5019,nbscrapes,2019
FRI23,all,3468,nbscrapes,2019
FRF34,all,3045,nbscrapes,2019
FRC24,all,1189,nbscrapes,2019
FR104,all,8627,nbscrapes,2019
FR105,all,3030,nbscrapes,2019
FR106,all,4868,nbscrapes,2019
FR101,all,1570,nbscrapes,2019
FR107,all,4078,nbscrapes,2019
FRB01,all,3043,nbscrapes,2019
FRC12,all,2073,nbscrapes,2019
FRM01,all,770,nbscrapes,2019
FRM02,all,1004,nbscrapes,2019
FRC22,all,1882,nbscrapes,2019
FRH02,all,9085,nbscrapes,2019
FRG02,all,7763,nbscrapes,2019
FRE11,all,18430,nbscrapes,2019
FRI33,all,3997,nbscrapes,2019
FRE23,all,3987,nbscrapes,2019
FRC14,all,4865,nbscrapes,2019
FR108,all,7717,nbscrapes,2019
HR033,all,1646,nbscrapes,2019
HR031,all,3979,nbscrapes,2019
HR042,all,980,nbscrapes,2019
HR034,all,1052,nbscrapes,2019
HR035,all,2795,nbscrapes,2019
HR04C,all,169,nbscrapes,2019
HR037,all,328,nbscrapes,2019
HR048,all,91,nbscrapes,2019
HR036,all,2691,nbscrapes,2019
HR044,all,484,nbscrapes,2019
HR032,all,407,nbscrapes,2019
HR045,all,125,nbscrapes,2019
HR04B,all,440,nbscrapes,2019
HR043,all,217,nbscrapes,2019
HR04E,all,389,nbscrapes,2019
HR046,all,106,nbscrapes,2019
HR04A,all,127,nbscrapes,2019
HR047,all,672,nbscrapes,2019
HR041,all,61,nbscrapes,2019
HR049,all,118,nbscrapes,2019
HR04D,all,456,nbscrapes,2019
HU232,all,3508,nbscrapes,2019
HU233,all,1706,nbscrapes,2019
HU221,all,4261,nbscrapes,2019
HU222,all,2415,nbscrapes,2019
HU223,all,3073,nbscrapes,2019
HU211,all,2330,nbscrapes,2019
HU212,all,2540,nbscrapes,2019
HU213,all,2779,nbscrapes,2019
HU101,all,13665,nbscrapes,2019
HU331,all,6498,nbscrapes,2019
HU332,all,2431,nbscrapes,2019
HU333,all,2795,nbscrapes,2019
HU321,all,7901,nbscrapes,2019
HU322,all,2009,nbscrapes,2019
HU323,all,6488,nbscrapes,2019
HU311,all,4543,nbscrapes,2019
HU312,all,3074,nbscrapes,2019
HU313,all,949,nbscrapes,2019
HU231,all,7262,nbscrapes,2019
HU102,all,6936,nbscrapes,2019
IE061,all,2019,nbscrapes,2019
IE052,all,427,nbscrapes,2019
IE042,all,378,nbscrapes,2019
IE062,all,765,nbscrapes,2019
IE063,all,162,nbscrapes,2019
IE041,all,352,nbscrapes,2019
IE051,all,361,nbscrapes,2019
IE053,all,533,nbscrapes,2019
LT002,all,3211,nbscrapes,2019
LT001,all,525,nbscrapes,2019
LT00A,all,5656,nbscrapes,2019
LT003,all,3456,nbscrapes,2019
LT006,all,1240,nbscrapes,2019
LT005,all,767,nbscrapes,2019
LT009,all,519,nbscrapes,2019
LT007,all,144,nbscrapes,2019
LT008,all,318,nbscrapes,2019
LT004,all,321,nbscrapes,2019
LV003,all,681,nbscrapes,2019
LV005,all,539,nbscrapes,2019
LV006,all,2711,nbscrapes,2019
LV007,all,1658,nbscrapes,2019
LV008,all,296,nbscrapes,2019
LV009,all,515,nbscrapes,2019
MT001,all,4093,nbscrapes,2019
MT002,all,249,nbscrapes,2019
NL325,all,564,nbscrapes,2019
NL230,all,1928,nbscrapes,2019
NL414,all,4225,nbscrapes,2019
NL329,all,4873,nbscrapes,2019
NL133,all,848,nbscrapes,2019
NL412,all,2688,nbscrapes,2019
NL113,all,1812,nbscrapes,2019
NL411,all,3759,nbscrapes,2019
NL323,all,668,nbscrapes,2019
NL321,all,2060,nbscrapes,2019
NL33C,all,6324,nbscrapes,2019
NL332,all,3381,nbscrapes,2019
NL337,all,1670,nbscrapes,2019
NL221,all,3585,nbscrapes,2019
NL126,all,1012,nbscrapes,2019
NL213,all,3033,nbscrapes,2019
NL310,all,5559,nbscrapes,2019
NL413,all,4008,nbscrapes,2019
NL224,all,1521,nbscrapes,2019
NL124,all,1774,nbscrapes,2019
NL111,all,1563,nbscrapes,2019
NL328,all,1097,nbscrapes,2019
NL324,all,952,nbscrapes,2019
NL211,all,2029,nbscrapes,2019
NL226,all,3272,nbscrapes,2019
NL33B,all,1508,nbscrapes,2019
NL212,all,660,nbscrapes,2019
NL423,all,2947,nbscrapes,2019
NL225,all,2424,nbscrapes,2019
NL131,all,1235,nbscrapes,2019
NL341,all,886,nbscrapes,2019
NL33A,all,1769,nbscrapes,2019
NL327,all,1521,nbscrapes,2019
NL333,all,755,nbscrapes,2019
NL342,all,2022,nbscrapes,2019
NL422,all,1443,nbscrapes,2019
NL421,all,1624,nbscrapes,2019
NL125,all,989,nbscrapes,2019
NL112,all,412,nbscrapes,2019
NL132,all,1199,nbscrapes,2019
PL711,all,2940,nbscrapes,2019
PL714,all,714,nbscrapes,2019
PL713,all,943,nbscrapes,2019
PL712,all,1523,nbscrapes,2019
PL715,all,476,nbscrapes,2019
PL416,all,400,nbscrapes,2019
PL415,all,2848,nbscrapes,2019
PL418,all,1900,nbscrapes,2019
PL414,all,484,nbscrapes,2019
PL411,all,1049,nbscrapes,2019
PL417,all,577,nbscrapes,2019
PL913,all,1468,nbscrapes,2019
PL924,all,810,nbscrapes,2019
PL517,all,799,nbscrapes,2019
PL613,all,13974,nbscrapes,2019
PL618,all,186,nbscrapes,2019
PL617,all,1026,nbscrapes,2019
PL619,all,1379,nbscrapes,2019
PL616,all,686,nbscrapes,2019
PL636,all,2,nbscrapes,2019
PL911,all,29652,nbscrapes,2019
PL912,all,5234,nbscrapes,2019
PL921,all,352,nbscrapes,2019
PL922,all,42,nbscrapes,2019
PL923,all,123,nbscrapes,2019
PL925,all,175,nbscrapes,2019
PL812,all,394,nbscrapes,2019
PL213,all,12805,nbscrapes,2019
PL214,all,3198,nbscrapes,2019
PL229,all,1334,nbscrapes,2019
PL218,all,642,nbscrapes,2019
PL21A,all,454,nbscrapes,2019
PL217,all,501,nbscrapes,2019
PL219,all,604,nbscrapes,2019
PL815,all,654,nbscrapes,2019
PL518,all,1600,nbscrapes,2019
PL227,all,790,nbscrapes,2019
PL22A,all,2307,nbscrapes,2019
PL225,all,1784,nbscrapes,2019
PL228,all,1288,nbscrapes,2019
PL22B,all,1149,nbscrapes,2019
PL432,all,1009,nbscrapes,2019
PL224,all,1540,nbscrapes,2019
PL22C,all,712,nbscrapes,2019
PL515,all,1168,nbscrapes,2019
PL634,all,2,nbscrapes,2019
PL524,all,1233,nbscrapes,2019
PL814,all,2782,nbscrapes,2019
PL431,all,603,nbscrapes,2019
PL821,all,119,nbscrapes,2019
PL523,all,137,nbscrapes,2019
PL516,all,1081,nbscrapes,2019
PL514,all,6822,nbscrapes,2019
PL638,all,2,nbscrapes,2019
PL811,all,112,nbscrapes,2019
PL823,all,3563,nbscrapes,2019
PL824,all,192,nbscrapes,2019
PL822,all,772,nbscrapes,2019
PL721,all,1575,nbscrapes,2019
PL722,all,120,nbscrapes,2019
PL841,all,744,nbscrapes,2019
PL843,all,25,nbscrapes,2019
PL842,all,21,nbscrapes,2019
PL622,all,1324,nbscrapes,2019
PL623,all,459,nbscrapes,2019
PL621,all,599,nbscrapes,2019
PL428,all,3037,nbscrapes,2019
PL424,all,2967,nbscrapes,2019
PL426,all,1967,nbscrapes,2019
PL427,all,1098,nbscrapes,2019
PT111,all,2928,nbscrapes,2019
PT112,all,5117,nbscrapes,2019
PT119,all,3507,nbscrapes,2019
PT11A,all,34549,nbscrapes,2019
PT11B,all,456,nbscrapes,2019
PT11C,all,1231,nbscrapes,2019
PT11D,all,521,nbscrapes,2019
PT11E,all,449,nbscrapes,2019
PT150,all,20192,nbscrapes,2019
PT16B,all,6284,nbscrapes,2019
PT16D,all,5000,nbscrapes,2019
PT16E,all,7187,nbscrapes,2019
PT16F,all,2274,nbscrapes,2019
PT16G,all,1821,nbscrapes,2019
PT16H,all,949,nbscrapes,2019
PT16I,all,2711,nbscrapes,2019
PT16J,all,1140,nbscrapes,2019
PT170,all,41934,nbscrapes,2019
PT181,all,971,nbscrapes,2019
PT184,all,1182,nbscrapes,2019
PT185,all,2667,nbscrapes,2019
PT186,all,866,nbscrapes,2019
PT187,all,1016,nbscrapes,2019
PT200,all,846,nbscrapes,2019
PT300,all,3381,nbscrapes,2019
RO122,all,613,nbscrapes,2019
RO113,all,3789,nbscrapes,2019
RO314,all,355,nbscrapes,2019
RO213,all,5243,nbscrapes,2019
RO322,all,47,nbscrapes,2019
RO126,all,1856,nbscrapes,2019
RO226,all,375,nbscrapes,2019
RO111,all,913,nbscrapes,2019
RO321,all,12706,nbscrapes,2019
RO223,all,3572,nbscrapes,2019
RO224,all,876,nbscrapes,2019
RO316,all,2308,nbscrapes,2019
RO121,all,1225,nbscrapes,2019
RO421,all,1528,nbscrapes,2019
RO311,all,1324,nbscrapes,2019
RO211,all,1651,nbscrapes,2019
RO112,all,869,nbscrapes,2019
RO212,all,735,nbscrapes,2019
RO221,all,443,nbscrapes,2019
RO222,all,426,nbscrapes,2019
RO312,all,218,nbscrapes,2019
RO422,all,311,nbscrapes,2019
RO123,all,72,nbscrapes,2019
RO313,all,549,nbscrapes,2019
RO411,all,664,nbscrapes,2019
RO412,all,238,nbscrapes,2019
RO124,all,58,nbscrapes,2019
RO423,all,697,nbscrapes,2019
RO315,all,164,nbscrapes,2019
RO114,all,952,nbscrapes,2019
RO413,all,136,nbscrapes,2019
RO125,all,988,nbscrapes,2019
RO214,all,1017,nbscrapes,2019
RO414,all,156,nbscrapes,2019
RO116,all,795,nbscrapes,2019
RO115,all,620,nbscrapes,2019
RO215,all,433,nbscrapes,2019
RO317,all,181,nbscrapes,2019
RO424,all,1819,nbscrapes,2019
RO225,all,767,nbscrapes,2019
RO415,all,600,nbscrapes,2019
RO216,all,128,nbscrapes,2019
SE231,all,448,nbscrapes,2019
SE125,all,445,nbscrapes,2019
SE213,all,436,nbscrapes,2019
SE110,all,5670,nbscrapes,2019
SE232,all,2722,nbscrapes,2019
SE121,all,1060,nbscrapes,2019
SE224,all,2625,nbscrapes,2019
SE122,all,470,nbscrapes,2019
SE322,all,278,nbscrapes,2019
SE311,all,531,nbscrapes,2019
SE221,all,222,nbscrapes,2019
SE123,all,642,nbscrapes,2019
SE313,all,404,nbscrapes,2019
SE214,all,100,nbscrapes,2019
SE211,all,448,nbscrapes,2019
SE321,all,528,nbscrapes,2019
SE312,all,348,nbscrapes,2019
SE212,all,373,nbscrapes,2019
SE332,all,474,nbscrapes,2019
SE331,all,386,nbscrapes,2019
SE124,all,537,nbscrapes,2019
SI041,all,673,nbscrapes,2019
SI037,all,119,nbscrapes,2019
SI044,all,117,nbscrapes,2019
SI032,all,376,nbscrapes,2019
SI031,all,72,nbscrapes,2019
SI042,all,121,nbscrapes,2019
SI035,all,14,nbscrapes,2019
SI034,all,85,nbscrapes,2019
SI036,all,59,nbscrapes,2019
SI043,all,68,nbscrapes,2019
SI038,all,43,nbscrapes,2019
SI033,all,22,nbscrapes,2019
SK010,all,5793,nbscrapes,2019
SK022,all,1033,nbscrapes,2019
SK031,all,1554,nbscrapes,2019
SK023,all,2567,nbscrapes,2019
SK042,all,1519,nbscrapes,2019
SK021,all,2873,nbscrapes,2019
SK041,all,781,nbscrapes,2019
SK032,all,1529,nbscrapes,2019
AT13,flat,6399,nbscrapes,2019
AT12,flat,576,nbscrapes,2019
AT12,house,416,nbscrapes,2019
AT34,house,2,nbscrapes,2019
AT11,house,5,nbscrapes,2019
AT22,flat,3,nbscrapes,2019
AT22,house,888,nbscrapes,2019
AT32,house,456,nbscrapes,2019
AT34,flat,502,nbscrapes,2019
AT31,flat,1603,nbscrapes,2019
AT32,flat,1411,nbscrapes,2019
AT31,house,1142,nbscrapes,2019
AT33,flat,1427,nbscrapes,2019
AT33,house,573,nbscrapes,2019
BE10,house,1554,nbscrapes,2019
BE10,flat,3055,nbscrapes,2019
BE31,house,1542,nbscrapes,2019
BE31,flat,780,nbscrapes,2019
BE24,house,2911,nbscrapes,2019
BE24,flat,1462,nbscrapes,2019
BE21,house,3283,nbscrapes,2019
BE21,flat,2639,nbscrapes,2019
BE22,house,1225,nbscrapes,2019
BE22,flat,517,nbscrapes,2019
BE33,house,2860,nbscrapes,2019
BE33,flat,923,nbscrapes,2019
BE35,house,1502,nbscrapes,2019
BE35,flat,489,nbscrapes,2019
BE32,house,3615,nbscrapes,2019
BE32,flat,1079,nbscrapes,2019
BE34,house,933,nbscrapes,2019
BE34,flat,306,nbscrapes,2019
BE25,flat,3202,nbscrapes,2019
BE25,house,2817,nbscrapes,2019
BE23,house,3315,nbscrapes,2019
BE23,flat,1676,nbscrapes,2019
BG31,house,2794,nbscrapes,2019
BG32,house,5977,nbscrapes,2019
BG32,flat,435,nbscrapes,2019
BG33,house,4302,nbscrapes,2019
BG33,flat,1556,nbscrapes,2019
BG34,house,2025,nbscrapes,2019
BG34,flat,3074,nbscrapes,2019
BG42,house,3914,nbscrapes,2019
BG42,flat,515,nbscrapes,2019
BG41,house,4860,nbscrapes,2019
BG41,flat,10983,nbscrapes,2019
CY00,flat,2541,nbscrapes,2019
CY00,house,3702,nbscrapes,2019
CZ01,flat,1915,nbscrapes,2019
CZ01,house,340,nbscrapes,2019
CZ02,flat,891,nbscrapes,2019
CZ02,house,2302,nbscrapes,2019
CZ03,flat,890,nbscrapes,2019
CZ03,house,1804,nbscrapes,2019
CZ04,flat,1883,nbscrapes,2019
CZ04,house,1600,nbscrapes,2019
CZ05,flat,952,nbscrapes,2019
CZ05,house,1781,nbscrapes,2019
CZ06,flat,975,nbscrapes,2019
CZ06,house,1658,nbscrapes,2019
CZ07,flat,690,nbscrapes,2019
CZ07,house,1233,nbscrapes,2019
CZ08,flat,1121,nbscrapes,2019
CZ08,house,1077,nbscrapes,2019
DE26,house,1227,nbscrapes,2019
DE80,house,2083,nbscrapes,2019
DE91,house,1951,nbscrapes,2019
DE94,flat,681,nbscrapes,2019
DEG0,house,1151,nbscrapes,2019
DEA4,house,2040,nbscrapes,2019
DEB3,flat,1065,nbscrapes,2019
DE72,flat,223,nbscrapes,2019
