"year","laucode","type.of.building","nuts3","value","avg_floor_m2"
1997,"1415","house","SE232",1375,116.4
1997,"1419","house","SE232",1283,109.3
1997,"1421","house","SE232",1034,108.4
1997,"1427","house","SE232",1340,108
1997,"1430","house","SE232",585,107.9
1997,"1435","house","SE232",1076,108.1
1997,"1438","house","SE232",569,111.1
1997,"1439","house","SE232",428,107.6
1997,"1440","house","SE232",1187,116.4
1997,"1441","house","SE232",1384,119.5
1997,"1442","house","SE232",825,117.1
1997,"1443","house","SE232",1114,121
1997,"1444","house","SE232",442,120.2
1997,"1445","house","SE232",492,115.3
1997,"1446","house","SE232",436,117.6
1997,"1447","house","SE232",307,111.8
1997,"1452","house","SE232",369,118
1997,"1460","house","SE232",409,111.8
1997,"1461","house","SE232",494,112.3
1997,"1462","house","SE232",678,109.3
1997,"1463","house","SE232",715,114.5
1997,"1465","house","SE232",516,115.3
1997,"1466","house","SE232",477,117.4
1997,"1470","house","SE232",354,121.1
1997,"1471","house","SE232",478,119.6
1997,"1472","house","SE232",508,120.1
1997,"1473","house","SE232",354,117.3
1997,"1480","house","SE232",1871,126
1997,"1481","house","SE232",1737,119.1
1997,"1482","house","SE232",1559,114.4
1997,"1484","house","SE232",1005,112.9
1997,"1485","house","SE232",976,116.7
1997,"1486","house","SE232",1226,110.5
1997,"1487","house","SE232",700,118.5
1997,"1488","house","SE232",937,122.7
1997,"1489","house","SE232",1156,119.3
1997,"1490","house","SE232",916,121.7
1997,"1491","house","SE232",550,122.2
1997,"1492","house","SE232",506,119.7
1997,"1493","house","SE232",656,119
1997,"1494","house","SE232",874,124
1997,"1495","house","SE232",638,123.1
1997,"1496","house","SE232",776,124.1
1997,"1497","house","SE232",563,123.3
1997,"1498","house","SE232",419,118.8
1997,"1499","house","SE232",498,124.1
1997,"160","house","SE110",2025,137.7
1997,"162","house","SE110",2250,155
1997,"163","house","SE110",2155,129.7
1997,"1715","house","SE311",654,119.2
1997,"1730","house","SE311",441,111
1997,"1737","house","SE311",427,110.6
1997,"1760","house","SE311",367,111.6
1997,"1761","house","SE311",1150,124.2
1997,"1762","house","SE311",253,113.4
1997,"1763","house","SE311",472,119.3
1997,"1764","house","SE311",505,115.2
1997,"1765","house","SE311",658,111
1997,"1766","house","SE311",538,115.3
1997,"1780","house","SE311",986,125.4
1997,"1781","house","SE311",575,117.9
1997,"1782","house","SE311",309,112.3
1997,"1783","house","SE311",357,111.7
1997,"1784","house","SE311",568,115.5
1997,"1785","house","SE311",593,120.7
1997,"180","house","SE110",2275,119
1997,"181","house","SE110",1556,116.4
1997,"1814","house","SE124",697,116.2
1997,"182","house","SE110",2245,131.4
1997,"183","house","SE110",2281,132.9
1997,"184","house","SE110",2324,141.4
1997,"186","house","SE110",2405,147.5
1997,"1860","house","SE124",377,113.9
1997,"1861","house","SE124",526,117.1
1997,"1862","house","SE124",421,111.7
1997,"1863","house","SE124",275,108.6
1997,"1864","house","SE124",308,109.9
1997,"187","house","SE110",2324,126.7
1997,"188","house","SE110",1231,107.9
1997,"1880","house","SE124",1154,121
1997,"1881","house","SE124",854,118.1
1997,"1882","house","SE124",508,115.7
1997,"1883","house","SE124",584,117.1
1997,"1884","house","SE124",568,116.5
1997,"1885","house","SE124",464,117.9
1997,"1904","house","SE125",337,113
1997,"1907","house","SE125",574,117.4
1997,"191","house","SE110",1777,125
1997,"192","house","SE110",1401,111.1
1997,"1960","house","SE125",688,117
1997,"1961","house","SE125",849,116.8
1997,"1962","house","SE125",388,118.1
1997,"1980","house","SE125",1277,126
1997,"1981","house","SE125",677,118
1997,"1982","house","SE125",431,117.1
1997,"1983","house","SE125",648,120.7
1997,"1984","house","SE125",680,116.8
1997,"2021","house","SE312",287,111.3
1997,"2023","house","SE312",659,109
1997,"2026","house","SE312",431,112.2
1997,"2029","house","SE312",869,111.4
1997,"2031","house","SE312",643,112.4
1997,"2034","house","SE312",528,109.8
1997,"2039","house","SE312",519,104.6
1997,"2061","house","SE312",508,111.2
1997,"2062","house","SE312",664,109.2
1997,"2080","house","SE312",852,120.2
1997,"2081","house","SE312",758,116.5
1997,"2082","house","SE312",524,116.4
1997,"2083","house","SE312",444,115.3
1997,"2084","house","SE312",540,116.2
1997,"2085","house","SE312",532,112.5
1997,"2101","house","SE313",361,109.5
1997,"2104","house","SE313",408,109.9
1997,"2121","house","SE313",324,119.1
1997,"2132","house","SE313",290,117.2
1997,"2161","house","SE313",529,114.4
1997,"2180","house","SE313",1050,112
1997,"2181","house","SE313",620,114.2
1997,"2182","house","SE313",485,113.5
1997,"2183","house","SE313",439,114.4
1997,"2184","house","SE313",624,116.2
1997,"2260","house","SE321",234,115.4
1997,"2262","house","SE321",543,114.4
1997,"2280","house","SE321",460,121.4
1997,"2281","house","SE321",733,119.4
1997,"2282","house","SE321",259,114.7
1997,"2283","house","SE321",292,114.3
1997,"2284","house","SE321",476,121.4
1997,"2303","house","SE322",197,110.7
1997,"2305","house","SE322",272,117.5
1997,"2309","house","SE322",684,114.9
1997,"2313","house","SE322",263,108
1997,"2321","house","SE322",821,111.2
1997,"2326","house","SE322",338,108.5
1997,"2361","house","SE322",536,103.5
1997,"2380","house","SE322",984,118.1
1997,"2401","house","SE331",394,122.6
1997,"2403","house","SE331",336,117.9
1997,"2404","house","SE331",329,120.7
1997,"2409","house","SE331",493,120.4
1997,"2417","house","SE331",229,117.7
1997,"2418","house","SE331",354,106.8
1997,"2421","house","SE331",301,104.5
1997,"2422","house","SE331",200,102.3
1997,"2425","house","SE331",222,107
1997,"2460","house","SE331",574,123.5
1997,"2462","house","SE331",243,103.3
1997,"2463","house","SE331",175,115.7
1997,"2480","house","SE331",1167,125.6
1997,"2481","house","SE331",398,116.6
1997,"2482","house","SE331",512,119.2
1997,"2505","house","SE332",282,111.9
1997,"2506","house","SE332",271,103.2
1997,"2510","house","SE332",368,98.8
1997,"2513","house","SE332",210,111.8
1997,"2514","house","SE332",343,112.7
1997,"2518","house","SE332",295,113
1997,"2521","house","SE332",257,106.4
1997,"2523","house","SE332",444,111.8
1997,"2560","house","SE332",352,111.4
1997,"2580","house","SE332",970,118.3
1997,"2581","house","SE332",598,116.6
1997,"2582","house","SE332",467,115.6
1997,"2583","house","SE332",525,112.6
1997,"2584","house","SE332",493,113.2
1997,"305","house","SE121",1273,122.3
1997,"319","house","SE121",609,109.2
1997,"330","house","SE121",1478,128.1
1997,"331","house","SE121",549,113.1
1997,"360","house","SE121",587,115
1997,"380","house","SE121",1459,125.1
1997,"381","house","SE121",1103,120.3
1997,"382","house","SE121",889,116.7
1997,"428","house","SE122",509,115.5
1997,"461","house","SE122",1213,113.7
1997,"480","house","SE122",1072,117.2
1997,"481","house","SE122",933,115.6
1997,"482","house","SE122",718,117.8
1997,"483","house","SE122",756,120
1997,"484","house","SE122",1043,118
1997,"486","house","SE122",1232,120.2
1997,"488","house","SE122",1379,116.1
1997,"509","house","SE123",363,121
1997,"512","house","SE123",498,119.8
1997,"513","house","SE123",693,123
1997,"560","house","SE123",494,115.3
1997,"561","house","SE123",652,123.4
1997,"562","house","SE123",557,118.3
1997,"563","house","SE123",559,117.3
1997,"580","house","SE123",1331,125.7
1997,"581","house","SE123",1071,118
1997,"582","house","SE123",909,118
1997,"583","house","SE123",760,115.2
1997,"584","house","SE123",816,123.6
1997,"586","house","SE123",765,123
1997,"604","house","SE211",469,126
1997,"617","house","SE211",581,126.1
1997,"642","house","SE211",538,118.6
1997,"643","house","SE211",854,122.3
1997,"662","house","SE211",646,120.4
1997,"665","house","SE211",594,127.6
1997,"680","house","SE211",1058,129.3
1997,"682","house","SE211",502,123.6
1997,"683","house","SE211",850,126.1
1997,"684","house","SE211",361,126.8
1997,"685","house","SE211",488,127.7
1997,"686","house","SE211",535,126.6
1997,"687","house","SE211",678,127.7
1997,"760","house","SE212",369,121.4
1997,"761","house","SE212",396,121.9
1997,"763","house","SE212",422,123.7
1997,"764","house","SE212",576,126.7
1997,"765","house","SE212",740,121.4
1997,"767","house","SE212",512,120.5
1997,"780","house","SE212",908,129.9
1997,"781","house","SE212",741,124.2
1997,"821","house","SE213",347,113.7
1997,"834","house","SE213",365,117.7
1997,"840","house","SE213",862,117.8
1997,"860","house","SE213",287,117.2
1997,"861","house","SE213",564,113.5
1997,"862","house","SE213",349,125.1
1997,"880","house","SE213",1126,120.5
1997,"881","house","SE213",517,121.9
1997,"882","house","SE213",675,121.9
1997,"883","house","SE213",635,115.8
1997,"884","house","SE213",569,121.5
1997,"885","house","SE213",713,109.4
1997,"980","house","SE214",1208,110.1
1998,"1060","house","SE221",522,114.7
1998,"1080","house","SE221",946,119.8
1998,"1081","house","SE221",710,116.2
1998,"1082","house","SE221",775,117.8
1998,"1083","house","SE221",728,116.6
1998,"114","house","SE110",1683,124
1998,"115","house","SE110",1654,121.8
1998,"117","house","SE110",1696,121.1
1998,"120","house","SE110",2191,106.1
1998,"1214","house","SE224",701,119.4
1998,"123","house","SE110",1831,123.3
1998,"1230","house","SE224",1449,131
1998,"1231","house","SE224",1288,128.9
1998,"1233","house","SE224",1790,140.3
1998,"125","house","SE110",2033,119.6
1998,"1256","house","SE224",379,121.7
1998,"1257","house","SE224",574,116.5
1998,"126","house","SE110",1839,120.9
1998,"1260","house","SE224",660,116.7
1998,"1261","house","SE224",1374,127.5
1998,"1262","house","SE224",1721,134.8
1998,"1263","house","SE224",1325,125.6
1998,"1264","house","SE224",1038,119.5
1998,"1265","house","SE224",671,113.2
1998,"1266","house","SE224",679,116.8
1998,"1267","house","SE224",683,119.9
1998,"127","house","SE110",1508,123.2
1998,"1270","house","SE224",681,116.5
1998,"1272","house","SE224",626,112.9
1998,"1273","house","SE224",400,122
1998,"1275","house","SE224",549,118.1
1998,"1276","house","SE224",592,118.9
1998,"1277","house","SE224",750,120.6
1998,"1278","house","SE224",1279,123.2
1998,"128","house","SE110",1763,128
1998,"1280","house","SE224",1881,126.7
1998,"1281","house","SE224",1626,125.9
1998,"1282","house","SE224",1277,121.7
1998,"1283","house","SE224",1479,125.7
1998,"1284","house","SE224",1374,126.1
1998,"1285","house","SE224",984,121.2
1998,"1286","house","SE224",1189,124.9
1998,"1287","house","SE224",1129,125.2
1998,"1290","house","SE224",808,120.8
1998,"1291","house","SE224",1031,117.5
1998,"1292","house","SE224",1106,125.6
1998,"1293","house","SE224",573,121.4
1998,"1315","house","SE231",403,115.7
1998,"136","house","SE110",1718,114.6
1998,"138","house","SE110",2000,119.5
1998,"1380","house","SE231",1158,126
1998,"1381","house","SE231",787,117.9
1998,"1382","house","SE231",827,122.7
1998,"1383","house","SE231",1159,123.3
1998,"1384","house","SE231",1681,127.8
1998,"139","house","SE110",1596,120.6
1998,"140","house","SE110",1562,118.8
1998,"1401","house","SE232",1591,117.1
1998,"1402","house","SE232",1674,127.1
1998,"1407","house","SE232",1829,122.8
1998,"1415","house","SE232",1397,116.4
1998,"1419","house","SE232",1304,109.3
1998,"1421","house","SE232",1051,108.4
1998,"1427","house","SE232",1362,108
1998,"1430","house","SE232",594,107.9
1998,"1435","house","SE232",1094,108.1
1998,"1438","house","SE232",578,111.1
1998,"1439","house","SE232",435,107.6
1998,"1440","house","SE232",1206,116.4
1998,"1441","house","SE232",1406,119.5
1998,"1442","house","SE232",838,117.1
1998,"1443","house","SE232",1132,121
1998,"1444","house","SE232",450,120.2
1998,"1445","house","SE232",500,115.3
1998,"1446","house","SE232",443,117.6
1998,"1447","house","SE232",312,111.8
1998,"1452","house","SE232",375,118
1998,"1460","house","SE232",416,111.8
1998,"1461","house","SE232",502,112.3
1998,"1462","house","SE232",689,109.3
1998,"1463","house","SE232",726,114.5
1998,"1465","house","SE232",524,115.3
1998,"1466","house","SE232",485,117.4
1998,"1470","house","SE232",360,121.1
1998,"1471","house","SE232",486,119.6
1998,"1472","house","SE232",516,120.1
1998,"1473","house","SE232",359,117.3
1998,"1480","house","SE232",1901,126
1998,"1481","house","SE232",1765,119.1
1998,"1482","house","SE232",1585,114.4
1998,"1484","house","SE232",1022,112.9
1998,"1485","house","SE232",992,116.7
1998,"1486","house","SE232",1246,110.5
1998,"1487","house","SE232",711,118.5
1998,"1488","house","SE232",952,122.7
1998,"1489","house","SE232",1175,119.3
1998,"1490","house","SE232",931,121.7
1998,"1491","house","SE232",559,122.2
1998,"1492","house","SE232",514,119.7
1998,"1493","house","SE232",666,119
1998,"1494","house","SE232",888,124
1998,"1495","house","SE232",649,123.1
1998,"1496","house","SE232",788,124.1
1998,"1497","house","SE232",572,123.3
1998,"1498","house","SE232",426,118.8
1998,"1499","house","SE232",506,124.1
1998,"160","house","SE110",2078,137.7
1998,"162","house","SE110",2309,155
1998,"163","house","SE110",2212,129.7
1998,"1715","house","SE311",663,119.2
1998,"1730","house","SE311",447,111
1998,"1737","house","SE311",433,110.6
1998,"1760","house","SE311",372,111.6
1998,"1761","house","SE311",1167,124.2
1998,"1762","house","SE311",257,113.4
1998,"1763","house","SE311",479,119.3
1998,"1764","house","SE311",513,115.2
1998,"1765","house","SE311",668,111
1998,"1766","house","SE311",546,115.3
1998,"1780","house","SE311",1001,125.4
1998,"1781","house","SE311",584,117.9
1998,"1782","house","SE311",314,112.3
1998,"1783","house","SE311",363,111.7
1998,"1784","house","SE311",577,115.5
1998,"1785","house","SE311",601,120.7
1998,"180","house","SE110",2335,119
1998,"181","house","SE110",1596,116.4
1998,"1814","house","SE124",709,116.2
1998,"182","house","SE110",2304,131.4
1998,"183","house","SE110",2341,132.9
1998,"184","house","SE110",2385,141.4
1998,"186","house","SE110",2468,147.5
1998,"1860","house","SE124",384,113.9
1998,"1861","house","SE124",535,117.1
1998,"1862","house","SE124",428,111.7
1998,"1863","house","SE124",280,108.6
1998,"1864","house","SE124",314,109.9
1998,"187","house","SE110",2385,126.7
1998,"188","house","SE110",1263,107.9
1998,"1880","house","SE124",1174,121
1998,"1881","house","SE124",869,118.1
1998,"1882","house","SE124",517,115.7
1998,"1883","house","SE124",594,117.1
1998,"1884","house","SE124",578,116.5
1998,"1885","house","SE124",472,117.9
1998,"1904","house","SE125",341,113
1998,"1907","house","SE125",582,117.4
1998,"191","house","SE110",1824,125
1998,"192","house","SE110",1437,111.1
1998,"1960","house","SE125",697,117
1998,"1961","house","SE125",860,116.8
1998,"1962","house","SE125",393,118.1
1998,"1980","house","SE125",1294,126
1998,"1981","house","SE125",685,118
1998,"1982","house","SE125",437,117.1
1998,"1983","house","SE125",656,120.7
1998,"1984","house","SE125",689,116.8
1998,"2021","house","SE312",289,111.3
1998,"2023","house","SE312",664,109
1998,"2026","house","SE312",434,112.2
1998,"2029","house","SE312",876,111.4
1998,"2031","house","SE312",647,112.4
1998,"2034","house","SE312",532,109.8
1998,"2039","house","SE312",523,104.6
1998,"2061","house","SE312",512,111.2
1998,"2062","house","SE312",669,109.2
1998,"2080","house","SE312",858,120.2
1998,"2081","house","SE312",764,116.5
1998,"2082","house","SE312",528,116.4
1998,"2083","house","SE312",447,115.3
1998,"2084","house","SE312",544,116.2
1998,"2085","house","SE312",536,112.5
1998,"2101","house","SE313",364,109.5
1998,"2104","house","SE313",412,109.9
1998,"2121","house","SE313",327,119.1
1998,"2132","house","SE313",293,117.2
1998,"2161","house","SE313",534,114.4
1998,"2180","house","SE313",1060,112
1998,"2181","house","SE313",626,114.2
1998,"2182","house","SE313",490,113.5
1998,"2183","house","SE313",444,114.4
1998,"2184","house","SE313",629,116.2
1998,"2260","house","SE321",237,115.4
1998,"2262","house","SE321",549,114.4
1998,"2280","house","SE321",464,121.4
1998,"2281","house","SE321",741,119.4
1998,"2282","house","SE321",262,114.7
1998,"2283","house","SE321",295,114.3
1998,"2284","house","SE321",481,121.4
1998,"2303","house","SE322",198,110.7
1998,"2305","house","SE322",273,117.5
1998,"2309","house","SE322",685,114.9
1998,"2313","house","SE322",263,108
1998,"2321","house","SE322",823,111.2
1998,"2326","house","SE322",339,108.5
1998,"2361","house","SE322",537,103.5
1998,"2380","house","SE322",987,118.1
1998,"2401","house","SE331",398,122.6
1998,"2403","house","SE331",340,117.9
1998,"2404","house","SE331",333,120.7
1998,"2409","house","SE331",499,120.4
1998,"2417","house","SE331",232,117.7
1998,"2418","house","SE331",358,106.8
1998,"2421","house","SE331",304,104.5
1998,"2422","house","SE331",202,102.3
1998,"2425","house","SE331",225,107
1998,"2460","house","SE331",580,123.5
1998,"2462","house","SE331",246,103.3
1998,"2463","house","SE331",177,115.7
1998,"2480","house","SE331",1181,125.6
1998,"2481","house","SE331",402,116.6
1998,"2482","house","SE331",518,119.2
1998,"2505","house","SE332",285,111.9
1998,"2506","house","SE332",274,103.2
1998,"2510","house","SE332",372,98.8
1998,"2513","house","SE332",213,111.8
1998,"2514","house","SE332",347,112.7
1998,"2518","house","SE332",298,113
1998,"2521","house","SE332",260,106.4
1998,"2523","house","SE332",449,111.8
1998,"2560","house","SE332",356,111.4
1998,"2580","house","SE332",980,118.3
1998,"2581","house","SE332",604,116.6
1998,"2582","house","SE332",472,115.6
1998,"2583","house","SE332",530,112.6
1998,"2584","house","SE332",499,113.2
1998,"305","house","SE121",1301,122.3
1998,"319","house","SE121",622,109.2
1998,"330","house","SE121",1510,128.1
1998,"331","house","SE121",560,113.1
1998,"360","house","SE121",599,115
1998,"380","house","SE121",1490,125.1
1998,"381","house","SE121",1127,120.3
1998,"382","house","SE121",908,116.7
1998,"428","house","SE122",517,115.5
1998,"461","house","SE122",1231,113.7
1998,"480","house","SE122",1088,117.2
1998,"481","house","SE122",947,115.6
1998,"482","house","SE122",729,117.8
1998,"483","house","SE122",767,120
1998,"484","house","SE122",1059,118
1998,"486","house","SE122",1251,120.2
1998,"488","house","SE122",1400,116.1
1998,"509","house","SE123",369,121
1998,"512","house","SE123",507,119.8
1998,"513","house","SE123",705,123
1998,"560","house","SE123",503,115.3
1998,"561","house","SE123",663,123.4
1998,"562","house","SE123",567,118.3
1998,"563","house","SE123",569,117.3
1998,"580","house","SE123",1354,125.7
1998,"581","house","SE123",1091,118
1998,"582","house","SE123",926,118
1998,"583","house","SE123",773,115.2
1998,"584","house","SE123",831,123.6
1998,"586","house","SE123",778,123
1998,"604","house","SE211",476,126
1998,"617","house","SE211",590,126.1
1998,"642","house","SE211",547,118.6
1998,"643","house","SE211",867,122.3
1998,"662","house","SE211",657,120.4
1998,"665","house","SE211",603,127.6
1998,"680","house","SE211",1075,129.3
1998,"682","house","SE211",510,123.6
1998,"683","house","SE211",864,126.1
1998,"684","house","SE211",367,126.8
1998,"685","house","SE211",496,127.7
1998,"686","house","SE211",544,126.6
1998,"687","house","SE211",689,127.7
1998,"760","house","SE212",374,121.4
1998,"761","house","SE212",402,121.9
1998,"763","house","SE212",428,123.7
1998,"764","house","SE212",585,126.7
1998,"765","house","SE212",751,121.4
1998,"767","house","SE212",520,120.5
1998,"780","house","SE212",922,129.9
1998,"781","house","SE212",753,124.2
1998,"821","house","SE213",350,113.7
1998,"834","house","SE213",368,117.7
1998,"840","house","SE213",869,117.8
1998,"860","house","SE213",290,117.2
1998,"861","house","SE213",569,113.5
1998,"862","house","SE213",352,125.1
1998,"880","house","SE213",1136,120.5
1998,"881","house","SE213",521,121.9
1998,"882","house","SE213",680,121.9
1998,"883","house","SE213",640,115.8
1998,"884","house","SE213",574,121.5
1998,"885","house","SE213",719,109.4
1998,"980","house","SE214",1218,110.1
1999,"1060","house","SE221",530,114.7
1999,"1080","house","SE221",961,119.8
1999,"1081","house","SE221",722,116.2
1999,"1082","house","SE221",787,117.8
1999,"1083","house","SE221",740,116.6
1999,"114","house","SE110",1729,124
1999,"115","house","SE110",1700,121.8
1999,"117","house","SE110",1743,121.1
1999,"120","house","SE110",2251,106.1
1999,"1214","house","SE224",717,119.4
1999,"123","house","SE110",1881,123.3
1999,"1230","house","SE224",1483,131
1999,"1231","house","SE224",1319,128.9
1999,"1233","house","SE224",1832,140.3
1999,"125","house","SE110",2088,119.6
1999,"1256","house","SE224",388,121.7
1999,"1257","house","SE224",587,116.5
1999,"126","house","SE110",1890,120.9
1999,"1260","house","SE224",676,116.7
1999,"1261","house","SE224",1407,127.5
1999,"1262","house","SE224",1762,134.8
1999,"1263","house","SE224",1357,125.6
1999,"1264","house","SE224",1063,119.5
1999,"1265","house","SE224",686,113.2
1999,"1266","house","SE224",695,116.8
1999,"1267","house","SE224",699,119.9
1999,"127","house","SE110",1550,123.2
1999,"1270","house","SE224",697,116.5
1999,"1272","house","SE224",641,112.9
1999,"1273","house","SE224",410,122
1999,"1275","house","SE224",562,118.1
1999,"1276","house","SE224",606,118.9
1999,"1277","house","SE224",768,120.6
1999,"1278","house","SE224",1309,123.2
1999,"128","house","SE110",1811,128
1999,"1280","house","SE224",1926,126.7
1999,"1281","house","SE224",1664,125.9
1999,"1282","house","SE224",1307,121.7
1999,"1283","house","SE224",1514,125.7
1999,"1284","house","SE224",1406,126.1
1999,"1285","house","SE224",1008,121.2
1999,"1286","house","SE224",1218,124.9
1999,"1287","house","SE224",1155,125.2
1999,"1290","house","SE224",827,120.8
1999,"1291","house","SE224",1055,117.5
1999,"1292","house","SE224",1132,125.6
1999,"1293","house","SE224",587,121.4
1999,"1315","house","SE231",409,115.7
1999,"136","house","SE110",1765,114.6
1999,"138","house","SE110",2055,119.5
1999,"1380","house","SE231",1175,126
1999,"1381","house","SE231",798,117.9
1999,"1382","house","SE231",839,122.7
1999,"1383","house","SE231",1176,123.3
1999,"1384","house","SE231",1705,127.8
1999,"139","house","SE110",1640,120.6
1999,"140","house","SE110",1605,118.8
1999,"1401","house","SE232",1620,117.1
1999,"1402","house","SE232",1704,127.1
1999,"1407","house","SE232",1862,122.8
1999,"1415","house","SE232",1422,116.4
1999,"1419","house","SE232",1327,109.3
1999,"1421","house","SE232",1070,108.4
1999,"1427","house","SE232",1386,108
1999,"1430","house","SE232",605,107.9
1999,"1435","house","SE232",1113,108.1
1999,"1438","house","SE232",588,111.1
1999,"1439","house","SE232",443,107.6
1999,"1440","house","SE232",1228,116.4
1999,"1441","house","SE232",1431,119.5
1999,"1442","house","SE232",853,117.1
1999,"1443","house","SE232",1153,121
1999,"1444","house","SE232",458,120.2
1999,"1445","house","SE232",509,115.3
1999,"1446","house","SE232",451,117.6
1999,"1447","house","SE232",318,111.8
1999,"1452","house","SE232",382,118
1999,"1460","house","SE232",423,111.8
1999,"1461","house","SE232",511,112.3
1999,"1462","house","SE232",701,109.3
1999,"1463","house","SE232",739,114.5
1999,"1465","house","SE232",534,115.3
1999,"1466","house","SE232",494,117.4
1999,"1470","house","SE232",367,121.1
1999,"1471","house","SE232",495,119.6
1999,"1472","house","SE232",525,120.1
1999,"1473","house","SE232",366,117.3
1999,"1480","house","SE232",1936,126
1999,"1481","house","SE232",1797,119.1
1999,"1482","house","SE232",1613,114.4
1999,"1484","house","SE232",1040,112.9
1999,"1485","house","SE232",1010,116.7
1999,"1486","house","SE232",1268,110.5
1999,"1487","house","SE232",724,118.5
1999,"1488","house","SE232",969,122.7
1999,"1489","house","SE232",1196,119.3
1999,"1490","house","SE232",948,121.7
1999,"1491","house","SE232",569,122.2
1999,"1492","house","SE232",523,119.7
1999,"1493","house","SE232",678,119
1999,"1494","house","SE232",904,124
1999,"1495","house","SE232",660,123.1
1999,"1496","house","SE232",803,124.1
1999,"1497","house","SE232",583,123.3
1999,"1498","house","SE232",433,118.8
1999,"1499","house","SE232",515,124.1
1999,"160","house","SE110",2135,137.7
1999,"162","house","SE110",2373,155
1999,"163","house","SE110",2272,129.7
1999,"1715","house","SE311",668,119.2
1999,"1730","house","SE311",450,111
1999,"1737","house","SE311",436,110.6
1999,"1760","house","SE311",375,111.6
1999,"1761","house","SE311",1175,124.2
1999,"1762","house","SE311",259,113.4
1999,"1763","house","SE311",482,119.3
1999,"1764","house","SE311",517,115.2
1999,"1765","house","SE311",672,111
1999,"1766","house","SE311",550,115.3
1999,"1780","house","SE311",1008,125.4
1999,"1781","house","SE311",588,117.9
1999,"1782","house","SE311",316,112.3
1999,"1783","house","SE311",365,111.7
1999,"1784","house","SE311",581,115.5
1999,"1785","house","SE311",606,120.7
1999,"180","house","SE110",2399,119
1999,"181","house","SE110",1640,116.4
1999,"1814","house","SE124",721,116.2
1999,"182","house","SE110",2367,131.4
1999,"183","house","SE110",2405,132.9
1999,"184","house","SE110",2450,141.4
1999,"186","house","SE110",2535,147.5
1999,"1860","house","SE124",390,113.9
1999,"1861","house","SE124",544,117.1
1999,"1862","house","SE124",436,111.7
1999,"1863","house","SE124",284,108.6
1999,"1864","house","SE124",319,109.9
1999,"187","house","SE110",2450,126.7
1999,"188","house","SE110",1297,107.9
1999,"1880","house","SE124",1194,121
1999,"1881","house","SE124",884,118.1
1999,"1882","house","SE124",526,115.7
1999,"1883","house","SE124",604,117.1
1999,"1884","house","SE124",588,116.5
1999,"1885","house","SE124",480,117.9
1999,"1904","house","SE125",347,113
1999,"1907","house","SE125",591,117.4
1999,"191","house","SE110",1874,125
1999,"192","house","SE110",1477,111.1
1999,"1960","house","SE125",708,117
1999,"1961","house","SE125",873,116.8
1999,"1962","house","SE125",399,118.1
1999,"1980","house","SE125",1313,126
1999,"1981","house","SE125",696,118
1999,"1982","house","SE125",443,117.1
1999,"1983","house","SE125",666,120.7
1999,"1984","house","SE125",699,116.8
1999,"2021","house","SE312",292,111.3
1999,"2023","house","SE312",670,109
1999,"2026","house","SE312",439,112.2
1999,"2029","house","SE312",884,111.4
1999,"2031","house","SE312",654,112.4
1999,"2034","house","SE312",537,109.8
1999,"2039","house","SE312",528,104.6
1999,"2061","house","SE312",517,111.2
1999,"2062","house","SE312",676,109.2
1999,"2080","house","SE312",866,120.2
1999,"2081","house","SE312",772,116.5
1999,"2082","house","SE312",533,116.4
1999,"2083","house","SE312",452,115.3
1999,"2084","house","SE312",550,116.2
1999,"2085","house","SE312",541,112.5
1999,"2101","house","SE313",368,109.5
1999,"2104","house","SE313",417,109.9
1999,"2121","house","SE313",331,119.1
1999,"2132","house","SE313",296,117.2
1999,"2161","house","SE313",541,114.4
1999,"2180","house","SE313",1072,112
1999,"2181","house","SE313",634,114.2
1999,"2182","house","SE313",495,113.5
1999,"2183","house","SE313",449,114.4
1999,"2184","house","SE313",637,116.2
1999,"2260","house","SE321",239,115.4
1999,"2262","house","SE321",553,114.4
1999,"2280","house","SE321",468,121.4
1999,"2281","house","SE321",747,119.4
1999,"2282","house","SE321",264,114.7
1999,"2283","house","SE321",297,114.3
1999,"2284","house","SE321",484,121.4
1999,"2303","house","SE322",200,110.7
1999,"2305","house","SE322",277,117.5
1999,"2309","house","SE322",694,114.9
1999,"2313","house","SE322",267,108
1999,"2321","house","SE322",833,111.2
1999,"2326","house","SE322",343,108.5
1999,"2361","house","SE322",544,103.5
1999,"2380","house","SE322",999,118.1
1999,"2401","house","SE331",403,122.6
1999,"2403","house","SE331",344,117.9
1999,"2404","house","SE331",336,120.7
1999,"2409","house","SE331",504,120.4
1999,"2417","house","SE331",235,117.7
1999,"2418","house","SE331",362,106.8
1999,"2421","house","SE331",308,104.5
1999,"2422","house","SE331",205,102.3
1999,"2425","house","SE331",227,107
1999,"2460","house","SE331",587,123.5
1999,"2462","house","SE331",248,103.3
1999,"2463","house","SE331",179,115.7
1999,"2480","house","SE331",1194,125.6
1999,"2481","house","SE331",407,116.6
1999,"2482","house","SE331",524,119.2
1999,"2505","house","SE332",288,111.9
1999,"2506","house","SE332",278,103.2
1999,"2510","house","SE332",377,98.8
1999,"2513","house","SE332",216,111.8
1999,"2514","house","SE332",352,112.7
1999,"2518","house","SE332",302,113
1999,"2521","house","SE332",263,106.4
1999,"2523","house","SE332",455,111.8
1999,"2560","house","SE332",360,111.4
1999,"2580","house","SE332",993,118.3
1999,"2581","house","SE332",612,116.6
1999,"2582","house","SE332",479,115.6
