"year","laucode","type.of.building","nuts3","value","avg_floor_m2"
2010,"2031","house","SE312",973,112.4
2010,"2034","house","SE312",834,109.8
2010,"2039","house","SE312",775,104.6
2010,"2061","house","SE312",756,111.2
2010,"2062","house","SE312",1041,109.2
2010,"2080","house","SE312",1460,120.2
2010,"2081","house","SE312",1317,116.5
2010,"2082","house","SE312",879,116.4
2010,"2083","house","SE312",683,115.3
2010,"2084","house","SE312",804,116.2
2010,"2085","house","SE312",838,112.5
2010,"2101","house","SE313",573,109.5
2010,"2104","house","SE313",591,109.9
2010,"2121","house","SE313",503,119.1
2010,"2132","house","SE313",451,117.2
2010,"2161","house","SE313",773,114.4
2010,"2180","house","SE313",1658,112
2010,"2181","house","SE313",929,114.2
2010,"2182","house","SE313",723,113.5
2010,"2183","house","SE313",664,114.4
2010,"2184","house","SE313",1006,116.2
2010,"2260","house","SE321",329,115.4
2010,"2262","house","SE321",821,114.4
2010,"2280","house","SE321",678,121.4
2010,"2281","house","SE321",1152,119.4
2010,"2282","house","SE321",350,114.7
2010,"2283","house","SE321",412,114.3
2010,"2284","house","SE321",747,121.4
2010,"2303","house","SE322",269,110.7
2010,"2305","house","SE322",395,117.5
2010,"2309","house","SE322",1106,114.9
2010,"2313","house","SE322",398,108
2010,"2321","house","SE322",1379,111.2
2010,"2326","house","SE322",503,108.5
2010,"2361","house","SE322",808,103.5
2010,"2380","house","SE322",1647,118.1
2010,"2401","house","SE331",580,122.6
2010,"2403","house","SE331",454,117.9
2010,"2404","house","SE331",465,120.7
2010,"2409","house","SE331",708,120.4
2010,"2417","house","SE331",309,117.7
2010,"2418","house","SE331",430,106.8
2010,"2421","house","SE331",415,104.5
2010,"2422","house","SE331",254,102.3
2010,"2425","house","SE331",326,107
2010,"2460","house","SE331",860,123.5
2010,"2462","house","SE331",352,103.3
2010,"2463","house","SE331",238,115.7
2010,"2480","house","SE331",1860,125.6
2010,"2481","house","SE331",596,116.6
2010,"2482","house","SE331",830,119.2
2010,"2505","house","SE332",429,111.9
2010,"2506","house","SE332",439,103.2
2010,"2510","house","SE332",525,98.8
2010,"2513","house","SE332",305,111.8
2010,"2514","house","SE332",486,112.7
2010,"2518","house","SE332",385,113
2010,"2521","house","SE332",430,106.4
2010,"2523","house","SE332",832,111.8
2010,"2560","house","SE332",490,111.4
2010,"2580","house","SE332",1597,118.3
2010,"2581","house","SE332",889,116.6
2010,"2582","house","SE332",719,115.6
2010,"2583","house","SE332",746,112.6
2010,"2584","house","SE332",966,113.2
2010,"305","house","SE121",2007,122.3
2010,"319","house","SE121",935,109.2
2010,"330","house","SE121",2520,128.1
2010,"331","house","SE121",898,113.1
2010,"360","house","SE121",956,115
2010,"380","house","SE121",2438,125.1
2010,"381","house","SE121",1738,120.3
2010,"382","house","SE121",1464,116.7
2010,"428","house","SE122",792,115.5
2010,"461","house","SE122",1815,113.7
2010,"480","house","SE122",1650,117.2
2010,"481","house","SE122",1342,115.6
2010,"482","house","SE122",1039,117.8
2010,"483","house","SE122",1185,120
2010,"484","house","SE122",1635,118
2010,"486","house","SE122",1874,120.2
2010,"488","house","SE122",2188,116.1
2010,"509","house","SE123",612,121
2010,"512","house","SE123",747,119.8
2010,"513","house","SE123",1091,123
2010,"560","house","SE123",836,115.3
2010,"561","house","SE123",1000,123.4
2010,"562","house","SE123",869,118.3
2010,"563","house","SE123",881,117.3
2010,"580","house","SE123",2137,125.7
2010,"581","house","SE123",1800,118
2010,"582","house","SE123",1520,118
2010,"583","house","SE123",1199,115.2
2010,"584","house","SE123",1283,123.6
2010,"586","house","SE123",1230,123
2010,"604","house","SE211",705,126
2010,"617","house","SE211",821,126.1
2010,"642","house","SE211",854,118.6
2010,"643","house","SE211",1481,122.3
2010,"662","house","SE211",894,120.4
2010,"665","house","SE211",947,127.6
2010,"680","house","SE211",1713,129.3
2010,"682","house","SE211",773,123.6
2010,"683","house","SE211",1269,126.1
2010,"684","house","SE211",585,126.8
2010,"685","house","SE211",766,127.7
2010,"686","house","SE211",820,126.6
2010,"687","house","SE211",1048,127.7
2010,"760","house","SE212",543,121.4
2010,"761","house","SE212",593,121.9
2010,"763","house","SE212",570,123.7
2010,"764","house","SE212",887,126.7
2010,"765","house","SE212",1136,121.4
2010,"767","house","SE212",762,120.5
2010,"780","house","SE212",1480,129.9
2010,"781","house","SE212",1063,124.2
2010,"821","house","SE213",489,113.7
2010,"834","house","SE213",565,117.7
2010,"840","house","SE213",1403,117.8
2010,"860","house","SE213",416,117.2
2010,"861","house","SE213",848,113.5
2010,"862","house","SE213",498,125.1
2010,"880","house","SE213",1798,120.5
2010,"881","house","SE213",776,121.9
2010,"882","house","SE213",1132,121.9
2010,"883","house","SE213",1032,115.8
2010,"884","house","SE213",830,121.5
2010,"885","house","SE213",1206,109.4
2010,"980","house","SE214",1868,110.1
2011,"1060","house","SE221",701,114.7
2011,"1080","house","SE221",1387,119.8
2011,"1081","house","SE221",1045,116.2
2011,"1082","house","SE221",1173,117.8
2011,"1083","house","SE221",1089,116.6
2011,"114","house","SE110",2896,124
2011,"115","house","SE110",2837,121.8
2011,"117","house","SE110",2927,121.1
2011,"120","house","SE110",3798,106.1
2011,"1214","house","SE224",1106,119.4
2011,"123","house","SE110",3109,123.3
2011,"1230","house","SE224",2277,131
2011,"1231","house","SE224",2038,128.9
2011,"1233","house","SE224",2834,140.3
2011,"125","house","SE110",3430,119.6
2011,"1256","house","SE224",594,121.7
2011,"1257","house","SE224",883,116.5
2011,"126","house","SE110",3283,120.9
2011,"1260","house","SE224",1085,116.7
2011,"1261","house","SE224",2163,127.5
2011,"1262","house","SE224",2867,134.8
2011,"1263","house","SE224",2065,125.6
2011,"1264","house","SE224",1613,119.5
2011,"1265","house","SE224",1118,113.2
2011,"1266","house","SE224",1067,116.8
2011,"1267","house","SE224",1119,119.9
2011,"127","house","SE110",2614,123.2
2011,"1270","house","SE224",1158,116.5
2011,"1272","house","SE224",967,112.9
2011,"1273","house","SE224",647,122
2011,"1275","house","SE224",849,118.1
2011,"1276","house","SE224",919,118.9
2011,"1277","house","SE224",1238,120.6
2011,"1278","house","SE224",2305,123.2
2011,"128","house","SE110",2838,128
2011,"1280","house","SE224",2959,126.7
2011,"1281","house","SE224",2587,125.9
2011,"1282","house","SE224",2078,121.7
2011,"1283","house","SE224",2456,125.7
2011,"1284","house","SE224",2327,126.1
2011,"1285","house","SE224",1566,121.2
2011,"1286","house","SE224",1961,124.9
2011,"1287","house","SE224",1793,125.2
2011,"1290","house","SE224",1291,120.8
2011,"1291","house","SE224",1665,117.5
2011,"1292","house","SE224",1862,125.6
2011,"1293","house","SE224",923,121.4
2011,"1315","house","SE231",606,115.7
2011,"136","house","SE110",2890,114.6
2011,"138","house","SE110",3469,119.5
2011,"1380","house","SE231",1922,126
2011,"1381","house","SE231",1316,117.9
2011,"1382","house","SE231",1416,122.7
2011,"1383","house","SE231",1967,123.3
2011,"1384","house","SE231",2773,127.8
2011,"139","house","SE110",2685,120.6
2011,"140","house","SE110",2440,118.8
2011,"1401","house","SE232",2724,117.1
2011,"1402","house","SE232",2954,127.1
2011,"1407","house","SE232",3080,122.8
2011,"1415","house","SE232",2373,116.4
2011,"1419","house","SE232",2197,109.3
2011,"1421","house","SE232",1816,108.4
2011,"1427","house","SE232",2567,108
2011,"1430","house","SE232",988,107.9
2011,"1435","house","SE232",1961,108.1
2011,"1438","house","SE232",909,111.1
2011,"1439","house","SE232",668,107.6
2011,"1440","house","SE232",2054,116.4
2011,"1441","house","SE232",2322,119.5
2011,"1442","house","SE232",1340,117.1
2011,"1443","house","SE232",1807,121
2011,"1444","house","SE232",778,120.2
2011,"1445","house","SE232",764,115.3
2011,"1446","house","SE232",778,117.6
2011,"1447","house","SE232",477,111.8
2011,"1452","house","SE232",605,118
2011,"1460","house","SE232",658,111.8
2011,"1461","house","SE232",798,112.3
2011,"1462","house","SE232",1170,109.3
2011,"1463","house","SE232",1146,114.5
2011,"1465","house","SE232",876,115.3
2011,"1466","house","SE232",836,117.4
2011,"1470","house","SE232",576,121.1
2011,"1471","house","SE232",814,119.6
2011,"1472","house","SE232",815,120.1
2011,"1473","house","SE232",579,117.3
2011,"1480","house","SE232",3295,126
2011,"1481","house","SE232",3005,119.1
2011,"1482","house","SE232",2691,114.4
2011,"1484","house","SE232",1755,112.9
2011,"1485","house","SE232",1725,116.7
2011,"1486","house","SE232",2276,110.5
2011,"1487","house","SE232",1172,118.5
2011,"1488","house","SE232",1612,122.7
2011,"1489","house","SE232",1998,119.3
2011,"1490","house","SE232",1585,121.7
2011,"1491","house","SE232",932,122.2
2011,"1492","house","SE232",791,119.7
2011,"1493","house","SE232",1071,119
2011,"1494","house","SE232",1461,124
2011,"1495","house","SE232",1070,123.1
2011,"1496","house","SE232",1411,124.1
2011,"1497","house","SE232",1009,123.3
2011,"1498","house","SE232",775,118.8
2011,"1499","house","SE232",832,124.1
2011,"160","house","SE110",3757,137.7
2011,"162","house","SE110",4571,155
2011,"163","house","SE110",4013,129.7
2011,"1715","house","SE311",1097,119.2
2011,"1730","house","SE311",690,111
2011,"1737","house","SE311",654,110.6
2011,"1760","house","SE311",513,111.6
2011,"1761","house","SE311",1871,124.2
2011,"1762","house","SE311",369,113.4
2011,"1763","house","SE311",739,119.3
2011,"1764","house","SE311",769,115.2
2011,"1765","house","SE311",1125,111
2011,"1766","house","SE311",876,115.3
2011,"1780","house","SE311",1586,125.4
2011,"1781","house","SE311",887,117.9
2011,"1782","house","SE311",460,112.3
2011,"1783","house","SE311",547,111.7
2011,"1784","house","SE311",956,115.5
2011,"1785","house","SE311",843,120.7
2011,"180","house","SE110",4427,119
2011,"181","house","SE110",2524,116.4
2011,"1814","house","SE124",1085,116.2
2011,"182","house","SE110",4247,131.4
2011,"183","house","SE110",4247,132.9
2011,"184","house","SE110",4770,141.4
2011,"186","house","SE110",4732,147.5
2011,"1860","house","SE124",523,113.9
2011,"1861","house","SE124",818,117.1
2011,"1862","house","SE124",565,111.7
2011,"1863","house","SE124",382,108.6
2011,"1864","house","SE124",483,109.9
2011,"187","house","SE110",4198,126.7
2011,"188","house","SE110",2058,107.9
2011,"1880","house","SE124",1938,121
2011,"1881","house","SE124",1414,118.1
2011,"1882","house","SE124",776,115.7
2011,"1883","house","SE124",862,117.1
2011,"1884","house","SE124",897,116.5
2011,"1885","house","SE124",735,117.9
2011,"1904","house","SE125",490,113
2011,"1907","house","SE125",885,117.4
2011,"191","house","SE110",3070,125
2011,"192","house","SE110",2409,111.1
2011,"1960","house","SE125",1024,117
2011,"1961","house","SE125",1286,116.8
2011,"1962","house","SE125",557,118.1
2011,"1980","house","SE125",2032,126
2011,"1981","house","SE125",1130,118
2011,"1982","house","SE125",664,117.1
2011,"1983","house","SE125",1044,120.7
2011,"1984","house","SE125",1014,116.8
2011,"2021","house","SE312",459,111.3
2011,"2023","house","SE312",979,109
2011,"2026","house","SE312",705,112.2
2011,"2029","house","SE312",1347,111.4
2011,"2031","house","SE312",1002,112.4
2011,"2034","house","SE312",863,109.8
2011,"2039","house","SE312",796,104.6
2011,"2061","house","SE312",777,111.2
2011,"2062","house","SE312",1076,109.2
2011,"2080","house","SE312",1527,120.2
2011,"2081","house","SE312",1379,116.5
2011,"2082","house","SE312",917,116.4
2011,"2083","house","SE312",705,115.3
2011,"2084","house","SE312",826,116.2
2011,"2085","house","SE312",867,112.5
2011,"2101","house","SE313",596,109.5
2011,"2104","house","SE313",607,109.9
2011,"2121","house","SE313",522,119.1
2011,"2132","house","SE313",468,117.2
2011,"2161","house","SE313",795,114.4
2011,"2180","house","SE313",1723,112
2011,"2181","house","SE313",960,114.2
2011,"2182","house","SE313",746,113.5
2011,"2183","house","SE313",686,114.4
2011,"2184","house","SE313",1048,116.2
2011,"2260","house","SE321",334,115.4
2011,"2262","house","SE321",843,114.4
2011,"2280","house","SE321",693,121.4
2011,"2281","house","SE321",1188,119.4
2011,"2282","house","SE321",353,114.7
2011,"2283","house","SE321",419,114.3
2011,"2284","house","SE321",771,121.4
2011,"2303","house","SE322",276,110.7
2011,"2305","house","SE322",408,117.5
2011,"2309","house","SE322",1159,114.9
2011,"2313","house","SE322",414,108
2011,"2321","house","SE322",1451,111.2
2011,"2326","house","SE322",522,108.5
2011,"2361","house","SE322",840,103.5
2011,"2380","house","SE322",1732,118.1
2011,"2401","house","SE331",596,122.6
2011,"2403","house","SE331",461,117.9
2011,"2404","house","SE331",475,120.7
2011,"2409","house","SE331",725,120.4
2011,"2417","house","SE331",314,117.7
2011,"2418","house","SE331",429,106.8
2011,"2421","house","SE331",422,104.5
2011,"2422","house","SE331",255,102.3
2011,"2425","house","SE331",334,107
2011,"2460","house","SE331",885,123.5
2011,"2462","house","SE331",361,103.3
2011,"2463","house","SE331",242,115.7
2011,"2480","house","SE331",1929,125.6
2011,"2481","house","SE331",613,116.6
2011,"2482","house","SE331",863,119.2
2011,"2505","house","SE332",448,111.9
2011,"2506","house","SE332",462,103.2
2011,"2510","house","SE332",544,98.8
2011,"2513","house","SE332",316,111.8
2011,"2514","house","SE332",503,112.7
2011,"2518","house","SE332",394,113
2011,"2521","house","SE332",454,106.4
2011,"2523","house","SE332",888,111.8
2011,"2560","house","SE332",506,111.4
2011,"2580","house","SE332",1682,118.3
2011,"2581","house","SE332",926,116.6
2011,"2582","house","SE332",751,115.6
2011,"2583","house","SE332",772,112.6
2011,"2584","house","SE332",1035,113.2
2011,"305","house","SE121",2066,122.3
2011,"319","house","SE121",959,109.2
2011,"330","house","SE121",2619,128.1
2011,"331","house","SE121",929,113.1
2011,"360","house","SE121",988,115
2011,"380","house","SE121",2529,125.1
2011,"381","house","SE121",1788,120.3
2011,"382","house","SE121",1515,116.7
2011,"428","house","SE122",811,115.5
2011,"461","house","SE122",1849,113.7
2011,"480","house","SE122",1688,117.2
2011,"481","house","SE122",1359,115.6
2011,"482","house","SE122",1053,117.8
2011,"483","house","SE122",1215,120
2011,"484","house","SE122",1676,118
2011,"486","house","SE122",1914,120.2
2011,"488","house","SE122",2248,116.1
2011,"509","house","SE123",635,121
2011,"512","house","SE123",763,119.8
2011,"513","house","SE123",1121,123
2011,"560","house","SE123",867,115.3
2011,"561","house","SE123",1024,123.4
2011,"562","house","SE123",892,118.3
2011,"563","house","SE123",906,117.3
2011,"580","house","SE123",2203,125.7
2011,"581","house","SE123",1866,118
2011,"582","house","SE123",1574,118
2011,"583","house","SE123",1233,115.2
2011,"584","house","SE123",1319,123.6
2011,"586","house","SE123",1268,123
2011,"604","house","SE211",721,126
2011,"617","house","SE211",832,126.1
2011,"642","house","SE211",879,118.6
2011,"643","house","SE211",1542,122.3
2011,"662","house","SE211",903,120.4
2011,"665","house","SE211",975,127.6
2011,"680","house","SE211",1768,129.3
2011,"682","house","SE211",793,123.6
2011,"683","house","SE211",1296,126.1
2011,"684","house","SE211",604,126.8
2011,"685","house","SE211",787,127.7
2011,"686","house","SE211",840,126.6
2011,"687","house","SE211",1076,127.7
2011,"760","house","SE212",554,121.4
2011,"761","house","SE212",607,121.9
2011,"763","house","SE212",574,123.7
2011,"764","house","SE212",912,126.7
2011,"765","house","SE212",1167,121.4
2011,"767","house","SE212",779,120.5
2011,"780","house","SE212",1531,129.9
2011,"781","house","SE212",1081,124.2
2011,"821","house","SE213",494,113.7
2011,"834","house","SE213",577,117.7
2011,"840","house","SE213",1445,117.8
2011,"860","house","SE213",422,117.2
2011,"861","house","SE213",864,113.5
2011,"862","house","SE213",503,125.1
2011,"880","house","SE213",1848,120.5
2011,"881","house","SE213",791,121.9
2011,"882","house","SE213",1171,121.9
2011,"883","house","SE213",1062,115.8
2011,"884","house","SE213",842,121.5
2011,"885","house","SE213",1249,109.4
2011,"980","house","SE214",1911,110.1
2012,"1060","house","SE221",703,114.7
2012,"1080","house","SE221",1409,119.8
2012,"1081","house","SE221",1062,116.2
2012,"1082","house","SE221",1197,117.8
2012,"1083","house","SE221",1108,116.6
2012,"114","house","SE110",2983,124
2012,"115","house","SE110",2920,121.8
2012,"117","house","SE110",3015,121.1
2012,"120","house","SE110",3915,106.1
2012,"1214","house","SE224",1117,119.4
2012,"123","house","SE110",3197,123.3
2012,"1230","house","SE224",2299,131
2012,"1231","house","SE224",2059,128.9
2012,"1233","house","SE224",2864,140.3
2012,"125","house","SE110",3524,119.6
2012,"1256","house","SE224",599,121.7
2012,"1257","house","SE224",889,116.5
2012,"126","house","SE110",3394,120.9
2012,"1260","house","SE224",1102,116.7
2012,"1261","house","SE224",2183,127.5
2012,"1262","house","SE224",2916,134.8
2012,"1263","house","SE224",2082,125.6
2012,"1264","house","SE224",1626,119.5
2012,"1265","house","SE224",1137,113.2
2012,"1266","house","SE224",1077,116.8
2012,"1267","house","SE224",1136,119.9
2012,"127","house","SE110",2694,123.2
2012,"1270","house","SE224",1181,116.5
2012,"1272","house","SE224",974,112.9
2012,"1273","house","SE224",655,122
2012,"1275","house","SE224",855,118.1
2012,"1276","house","SE224",926,118.9
2012,"1277","house","SE224",1257,120.6
2012,"1278","house","SE224",2366,123.2
2012,"128","house","SE110",2900,128
2012,"1280","house","SE224",2987,126.7
2012,"1281","house","SE224",2615,125.9
2012,"1282","house","SE224",2107,121.7
2012,"1283","house","SE224",2497,125.7
2012,"1284","house","SE224",2371,126.1
2012,"1285","house","SE224",1583,121.2
2012,"1286","house","SE224",1992,124.9
2012,"1287","house","SE224",1812,125.2
2012,"1290","house","SE224",1306,120.8
2012,"1291","house","SE224",1687,117.5
2012,"1292","house","SE224",1896,125.6
2012,"1293","house","SE224",935,121.4
2012,"1315","house","SE231",611,115.7
2012,"136","house","SE110",2969,114.6
2012,"138","house","SE110",3576,119.5
2012,"1380","house","SE231",1963,126
2012,"1381","house","SE231",1345,117.9
2012,"1382","house","SE231",1451,122.7
2012,"1383","house","SE231",2013,123.3
2012,"1384","house","SE231",2829,127.8
2012,"139","house","SE110",2758,120.6
2012,"140","house","SE110",2485,118.8
2012,"1401","house","SE232",2805,117.1
2012,"1402","house","SE232",3052,127.1
2012,"1407","house","SE232",3166,122.8
2012,"1415","house","SE232",2442,116.4
2012,"1419","house","SE232",2259,109.3
2012,"1421","house","SE232",1873,108.4
2012,"1427","house","SE232",2670,108
2012,"1430","house","SE232",1015,107.9
2012,"1435","house","SE232",2029,108.1
2012,"1438","house","SE232",927,111.1
2012,"1439","house","SE232",679,107.6
2012,"1440","house","SE232",2115,116.4
2012,"1441","house","SE232",2382,119.5
2012,"1442","house","SE232",1369,117.1
2012,"1443","house","SE232",1846,121
2012,"1444","house","SE232",803,120.2
2012,"1445","house","SE232",776,115.3
2012,"1446","house","SE232",803,117.6
2012,"1447","house","SE232",484,111.8
2012,"1452","house","SE232",619,118
2012,"1460","house","SE232",672,111.8
2012,"1461","house","SE232",815,112.3
2012,"1462","house","SE232",1204,109.3
2012,"1463","house","SE232",1169,114.5
2012,"1465","house","SE232",900,115.3
2012,"1466","house","SE232",862,117.4
2012,"1470","house","SE232",589,121.1
2012,"1471","house","SE232",837,119.6
2012,"1472","house","SE232",832,120.1
2012,"1473","house","SE232",593,117.3
2012,"1480","house","SE232",3398,126
2012,"1481","house","SE232",3094,119.1
2012,"1482","house","SE232",2769,114.4
2012,"1484","house","SE232",1808,112.9
2012,"1485","house","SE232",1779,116.7
2012,"1486","house","SE232",2360,110.5
2012,"1487","house","SE232",1202,118.5
2012,"1488","house","SE232",1658,122.7
2012,"1489","house","SE232",2057,119.3
2012,"1490","house","SE232",1631,121.7
2012,"1491","house","SE232",957,122.2
2012,"1492","house","SE232",805,119.7
2012,"1493","house","SE232",1096,119
2012,"1494","house","SE232",1499,124
2012,"1495","house","SE232",1097,123.1
2012,"1496","house","SE232",1460,124.1
2012,"1497","house","SE232",1043,123.3
2012,"1498","house","SE232",803,118.8
2012,"1499","house","SE232",853,124.1
2012,"160","house","SE110",3890,137.7
2012,"162","house","SE110",4774,155
2012,"163","house","SE110",4156,129.7
2012,"1715","house","SE311",1132,119.2
2012,"1730","house","SE311",706,111
2012,"1737","house","SE311",668,110.6
2012,"1760","house","SE311",517,111.6
2012,"1761","house","SE311",1923,124.2
2012,"1762","house","SE311",374,113.4
2012,"1763","house","SE311",757,119.3
2012,"1764","house","SE311",784,115.2
2012,"1765","house","SE311",1163,111
2012,"1766","house","SE311",901,115.3
2012,"1780","house","SE311",1628,125.4
2012,"1781","house","SE311",907,117.9
2012,"1782","house","SE311",468,112.3
2012,"1783","house","SE311",559,111.7
2012,"1784","house","SE311",987,115.5
2012,"1785","house","SE311",852,120.7
2012,"180","house","SE110",4605,119
2012,"181","house","SE110",2575,116.4
2012,"1814","house","SE124",1117,116.2
2012,"182","house","SE110",4405,131.4
2012,"183","house","SE110",4399,132.9
2012,"184","house","SE110",4987,141.4
2012,"186","house","SE110",4928,147.5
2012,"1860","house","SE124",531,113.9
2012,"1861","house","SE124",841,117.1
2012,"1862","house","SE124",571,111.7
2012,"1863","house","SE124",388,108.6
2012,"1864","house","SE124",498,109.9
2012,"187","house","SE110",4334,126.7
2012,"188","house","SE110",2106,107.9
2012,"1880","house","SE124",2010,121
2012,"1881","house","SE124",1465,118.1
2012,"1882","house","SE124",796,115.7
2012,"1883","house","SE124",881,117.1
2012,"1884","house","SE124",924,116.5
2012,"1885","house","SE124",758,117.9
2012,"1904","house","SE125",492,113
2012,"1907","house","SE125",896,117.4
2012,"191","house","SE110",3154,125
2012,"192","house","SE110",2474,111.1
2012,"1960","house","SE125",1033,117
2012,"1961","house","SE125",1300,116.8
2012,"1962","house","SE125",559,118.1
2012,"1980","house","SE125",2068,126
2012,"1981","house","SE125",1156,118
2012,"1982","house","SE125",673,117.1
2012,"1983","house","SE125",1064,120.7
2012,"1984","house","SE125",1024,116.8
2012,"2021","house","SE312",473,111.3
2012,"2023","house","SE312",1000,109
2012,"2026","house","SE312",728,112.2
2012,"2029","house","SE312",1383,111.4
2012,"2031","house","SE312",1030,112.4
2012,"2034","house","SE312",892,109.8
2012,"2039","house","SE312",816,104.6
2012,"2061","house","SE312",796,111.2
2012,"2062","house","SE312",1111,109.2
2012,"2080","house","SE312",1592,120.2
2012,"2081","house","SE312",1440,116.5
2012,"2082","house","SE312",954,116.4
2012,"2083","house","SE312",726,115.3
2012,"2084","house","SE312",847,116.2
2012,"2085","house","SE312",895,112.5
2012,"2101","house","SE313",615,109.5
2012,"2104","house","SE313",619,109.9
2012,"2121","house","SE313",537,119.1
2012,"2132","house","SE313",481,117.2
2012,"2161","house","SE313",812,114.4
2012,"2180","house","SE313",1777,112
2012,"2181","house","SE313",983,114.2
2012,"2182","house","SE313",764,113.5
2012,"2183","house","SE313",703,114.4
2012,"2184","house","SE313",1084,116.2
2012,"2260","house","SE321",341,115.4
2012,"2262","house","SE321",869,114.4
2012,"2280","house","SE321",712,121.4
2012,"2281","house","SE321",1231,119.4
2012,"2282","house","SE321",358,114.7
2012,"2283","house","SE321",428,114.3
2012,"2284","house","SE321",798,121.4
2012,"2303","house","SE322",273,110.7
2012,"2305","house","SE322",408,117.5
2012,"2309","house","SE322",1179,114.9
2012,"2313","house","SE322",417,108
2012,"2321","house","SE322",1484,111.2
2012,"2326","house","SE322",524,108.5
2012,"2361","house","SE322",845,103.5
2012,"2380","house","SE322",1770,118.1
2012,"2401","house","SE331",614,122.6
2012,"2403","house","SE331",470,117.9
2012,"2404","house","SE331",487,120.7
2012,"2409","house","SE331",745,120.4
2012,"2417","house","SE331",320,117.7
2012,"2418","house","SE331",430,106.8
2012,"2421","house","SE331",432,104.5
2012,"2422","house","SE331",257,102.3
2012,"2425","house","SE331",344,107
2012,"2460","house","SE331",914,123.5
2012,"2462","house","SE331",371,103.3
2012,"2463","house","SE331",247,115.7
2012,"2480","house","SE331",2007,125.6
2012,"2481","house","SE331",634,116.6
2012,"2482","house","SE331",900,119.2
2012,"2505","house","SE332",464,111.9
2012,"2506","house","SE332",482,103.2
2012,"2510","house","SE332",560,98.8
2012,"2513","house","SE332",326,111.8
2012,"2514","house","SE332",517,112.7
2012,"2518","house","SE332",401,113
2012,"2521","house","SE332",475,106.4
2012,"2523","house","SE332",940,111.8
2012,"2560","house","SE332",519,111.4
2012,"2580","house","SE332",1759,118.3
2012,"2581","house","SE332",958,116.6
2012,"2582","house","SE332",780,115.6
2012,"2583","house","SE332",794,112.6
2012,"2584","house","SE332",1099,113.2
2012,"305","house","SE121",2125,122.3
2012,"319","house","SE121",983,109.2
2012,"330","house","SE121",2719,128.1
2012,"331","house","SE121",959,113.1
2012,"360","house","SE121",1020,115
2012,"380","house","SE121",2619,125.1
2012,"381","house","SE121",1839,120.3
2012,"382","house","SE121",1566,116.7
2012,"428","house","SE122",827,115.5
2012,"461","house","SE122",1875,113.7
2012,"480","house","SE122",1719,117.2
2012,"481","house","SE122",1370,115.6
2012,"482","house","SE122",1063,117.8
2012,"483","house","SE122",1241,120
2012,"484","house","SE122",1711,118
2012,"486","house","SE122",1945,120.2
2012,"488","house","SE122",2298,116.1
2012,"509","house","SE123",657,121
2012,"512","house","SE123",778,119.8
2012,"513","house","SE123",1150,123
2012,"560","house","SE123",898,115.3
2012,"561","house","SE123",1047,123.4
2012,"562","house","SE123",914,118.3
2012,"563","house","SE123",930,117.3
2012,"580","house","SE123",2266,125.7
2012,"581","house","SE123",1929,118
2012,"582","house","SE123",1627,118
2012,"583","house","SE123",1265,115.2
2012,"584","house","SE123",1353,123.6
2012,"586","house","SE123",1304,123
2012,"604","house","SE211",735,126
2012,"617","house","SE211",840,126.1
2012,"642","house","SE211",902,118.6
2012,"643","house","SE211",1600,122.3
2012,"662","house","SE211",909,120.4
2012,"665","house","SE211",1002,127.6
2012,"680","house","SE211",1820,129.3
2012,"682","house","SE211",810,123.6
2012,"683","house","SE211",1319,126.1
2012,"684","house","SE211",622,126.8
2012,"685","house","SE211",807,127.7
2012,"686","house","SE211",858,126.6
2012,"687","house","SE211",1100,127.7
2012,"760","house","SE212",565,121.4
2012,"761","house","SE212",620,121.9
2012,"763","house","SE212",578,123.7
2012,"764","house","SE212",935,126.7
2012,"765","house","SE212",1196,121.4
2012,"767","house","SE212",795,120.5
2012,"780","house","SE212",1581,129.9
2012,"781","house","SE212",1098,124.2
2012,"821","house","SE213",496,113.7
2012,"834","house","SE213",587,117.7
2012,"840","house","SE213",1480,117.8
2012,"860","house","SE213",425,117.2
2012,"861","house","SE213",875,113.5
2012,"862","house","SE213",506,125.1
2012,"880","house","SE213",1888,120.5
2012,"881","house","SE213",801,121.9
2012,"882","house","SE213",1205,121.9
2012,"883","house","SE213",1088,115.8
2012,"884","house","SE213",849,121.5
2012,"885","house","SE213",1285,109.4
2012,"980","house","SE214",1944,110.1
2013,"1060","house","SE221",717,114.7
2013,"1080","house","SE221",1451,119.8
2013,"1081","house","SE221",1094,116.2
2013,"1082","house","SE221",1237,117.8
2013,"1083","house","SE221",1144,116.6
2013,"114","house","SE110",3109,124
2013,"115","house","SE110",3043,121.8
2013,"117","house","SE110",3144,121.1
2013,"120","house","SE110",4083,106.1
2013,"1214","house","SE224",1149,119.4
2013,"123","house","SE110",3329,123.3
2013,"1230","house","SE224",2364,131
2013,"1231","house","SE224",2119,128.9
2013,"1233","house","SE224",2947,140.3
2013,"125","house","SE110",3667,119.6
2013,"1256","house","SE224",616,121.7
2013,"1257","house","SE224",912,116.5
2013,"126","house","SE110",3549,120.9
2013,"1260","house","SE224",1138,116.7
2013,"1261","house","SE224",2246,127.5
2013,"1262","house","SE224",3017,134.8
2013,"1263","house","SE224",2139,125.6
2013,"1264","house","SE224",1670,119.5
2013,"1265","house","SE224",1176,113.2
2013,"1266","house","SE224",1107,116.8
2013,"1267","house","SE224",1173,119.9
2013,"127","house","SE110",2810,123.2
2013,"1270","house","SE224",1224,116.5
