Municipality.code,year,type.of.building,variable,value
1381,2002,flat,price,69515
1381,2003,flat,price,77888
1381,2004,flat,price,87947
1381,2005,flat,price,97113
1381,2006,flat,price,110094
1381,2007,flat,price,119706
1381,2008,flat,price,124215
1381,2009,flat,price,125652
1381,2010,flat,price,136404
1381,2011,flat,price,140467
1381,2012,flat,price,139624
1381,2013,flat,price,145521
1381,2014,flat,price,154786
1381,2015,flat,price,173118
1381,2016,flat,price,182532
1381,2017,flat,price,202401
1381,2018,flat,price,200964
1381,2019,flat,price,208991
1381,2020,flat,price,217364
1381,2021,flat,price,251007
1381,2022,flat,price,264781
1381,2023,flat,price,247390
1381,2024,flat,price,245953
1382,1986,flat,price,34958
1382,1987,flat,price,40236
1382,1988,flat,price,49627
1382,1989,flat,price,59498
1382,1990,flat,price,66558
1382,1991,flat,price,69231
1382,1992,flat,price,59772
1382,1993,flat,price,51958
1382,1994,flat,price,54563
1382,1995,flat,price,54837
1382,1996,flat,price,55042
1382,1997,flat,price,60115
1382,1998,flat,price,68066
1382,1999,flat,price,74647
1382,2000,flat,price,83626
1382,2001,flat,price,90069
1382,2002,flat,price,96170
1382,2003,flat,price,107754
1382,2004,flat,price,121669
1382,2005,flat,price,134350
1382,2006,flat,price,152309
1382,2007,flat,price,165607
1382,2008,flat,price,171845
1382,2009,flat,price,173833
1382,2010,flat,price,188707
1382,2011,flat,price,194328
1382,2012,flat,price,193162
1382,2013,flat,price,201319
1382,2014,flat,price,214138
1382,2015,flat,price,239500
1382,2016,flat,price,252523
1382,2017,flat,price,280010
1382,2018,flat,price,278022
1382,2019,flat,price,289127
1382,2020,flat,price,300711
1382,2021,flat,price,347254
1382,2022,flat,price,366310
1382,2023,flat,price,342250
1382,2024,flat,price,340262
1383,1986,flat,price,46164
1383,1987,flat,price,53134
1383,1988,flat,price,65535
1383,1989,flat,price,78570
1383,1990,flat,price,87893
1383,1991,flat,price,91423
1383,1992,flat,price,78932
1383,1993,flat,price,68613
1383,1994,flat,price,72052
1383,1995,flat,price,72414
1383,1996,flat,price,72686
1383,1997,flat,price,79384
1383,1998,flat,price,89884
1383,1999,flat,price,98574
1383,2000,flat,price,110432
1383,2001,flat,price,118941
1383,2002,flat,price,126997
1383,2003,flat,price,142294
1383,2004,flat,price,160670
1383,2005,flat,price,177415
1383,2006,flat,price,201131
1383,2007,flat,price,218692
1383,2008,flat,price,226929
1383,2009,flat,price,229554
1383,2010,flat,price,249196
1383,2011,flat,price,256619
1383,2012,flat,price,255080
1383,2013,flat,price,265852
1383,2014,flat,price,282778
1383,2015,flat,price,316270
1383,2016,flat,price,333468
1383,2017,flat,price,369766
1383,2018,flat,price,367141
1383,2019,flat,price,381805
1383,2020,flat,price,397103
1383,2021,flat,price,458564
1383,2022,flat,price,483728
1383,2023,flat,price,451957
1383,2024,flat,price,449332
1384,1986,flat,price,61823
1384,1987,flat,price,71157
1384,1988,flat,price,87764
1384,1989,flat,price,105220
1384,1990,flat,price,117706
1384,1991,flat,price,122433
1384,1992,flat,price,105705
1384,1993,flat,price,91885
1384,1994,flat,price,96492
1384,1995,flat,price,96977
1384,1996,flat,price,97340
1384,1997,flat,price,106311
1384,1998,flat,price,120372
1384,1999,flat,price,132010
1384,2000,flat,price,147890
1384,2001,flat,price,159284
1384,2002,flat,price,170073
1384,2003,flat,price,190559
1384,2004,flat,price,215167
1384,2005,flat,price,237593
1384,2006,flat,price,269353
1384,2007,flat,price,292870
1384,2008,flat,price,303901
1384,2009,flat,price,307416
1384,2010,flat,price,333721
1384,2011,flat,price,343661
1384,2012,flat,price,341601
1384,2013,flat,price,356026
1384,2014,flat,price,378694
1384,2015,flat,price,423546
1384,2016,flat,price,446578
1384,2017,flat,price,495187
1384,2018,flat,price,491672
1384,2019,flat,price,511310
1384,2020,flat,price,531796
1384,2021,flat,price,614105
1384,2022,flat,price,647805
1384,2023,flat,price,605256
1384,2024,flat,price,601741
1401,,flat,price,
1402,,flat,price,
1407,,flat,price,
1415,,flat,price,
1419,,flat,price,
1421,,flat,price,
1427,,flat,price,
1430,,flat,price,
1435,,flat,price,
1438,,flat,price,
1439,,flat,price,
1440,,flat,price,
1441,,flat,price,
1442,,flat,price,
1443,,flat,price,
1444,,flat,price,
1445,,flat,price,
1446,,flat,price,
1447,,flat,price,
1452,,flat,price,
1460,,flat,price,
1461,,flat,price,
1462,,flat,price,
1463,,flat,price,
1465,,flat,price,
1466,,flat,price,
1470,,flat,price,
1471,,flat,price,
1472,,flat,price,
1473,,flat,price,
1480,,flat,price,
1481,,flat,price,
1482,,flat,price,
1484,,flat,price,
1485,,flat,price,
1486,,flat,price,
1487,,flat,price,
1488,,flat,price,
1489,,flat,price,
1490,,flat,price,
1491,,flat,price,
1492,,flat,price,
1493,,flat,price,
1494,,flat,price,
1495,,flat,price,
1496,,flat,price,
1497,,flat,price,
1498,,flat,price,
1499,,flat,price,
1715,1986,flat,price,12880
1715,1987,flat,price,13896
1715,1988,flat,price,15810
1715,1989,flat,price,18276
1715,1990,flat,price,20597
1715,1991,flat,price,22077
1715,1992,flat,price,20742
1715,1993,flat,price,19147
1715,1994,flat,price,19466
1715,1995,flat,price,19379
1715,1996,flat,price,19524
1715,1997,flat,price,19843
1715,1998,flat,price,20829
1715,1999,flat,price,21554
1715,2000,flat,price,22425
1715,2001,flat,price,23469
1715,2002,flat,price,24600
1715,2003,flat,price,25964
1715,2004,flat,price,28198
1715,2005,flat,price,30664
1715,2006,flat,price,33739
1715,2007,flat,price,36872
1715,2008,flat,price,38757
1715,2009,flat,price,40469
1715,2010,flat,price,42326
1715,2011,flat,price,42471
1715,2012,flat,price,42384
1715,2013,flat,price,43457
1715,2014,flat,price,45836
1715,2015,flat,price,50042
1715,2016,flat,price,54394
1715,2017,flat,price,59499
1715,2018,flat,price,62139
1715,2019,flat,price,64837
1715,2020,flat,price,67622
1715,2021,flat,price,78182
1715,2022,flat,price,82969
1715,2023,flat,price,77283
1715,2024,flat,price,77312
1730,1986,flat,price,37963
1730,1987,flat,price,40955
1730,1988,flat,price,46598
1730,1989,flat,price,53866
1730,1990,flat,price,60706
1730,1991,flat,price,65067
1730,1992,flat,price,61134
1730,1993,flat,price,56431
1730,1994,flat,price,57372
1730,1995,flat,price,57115
1730,1996,flat,price,57543
1730,1997,flat,price,58483
1730,1998,flat,price,61390
1730,1999,flat,price,63528
1730,2000,flat,price,66093
1730,2001,flat,price,69171
1730,2002,flat,price,72505
1730,2003,flat,price,76524
1730,2004,flat,price,83108
1730,2005,flat,price,90375
1730,2006,flat,price,99439
1730,2007,flat,price,108673
1730,2008,flat,price,114230
1730,2009,flat,price,119275
1730,2010,flat,price,124747
1730,2011,flat,price,125175
1730,2012,flat,price,124918
1730,2013,flat,price,128082
1730,2014,flat,price,135093
1730,2015,flat,price,147490
1730,2016,flat,price,160316
1730,2017,flat,price,175364
1730,2018,flat,price,183145
1730,2019,flat,price,191096
1730,2020,flat,price,199305
1730,2021,flat,price,230427
1730,2022,flat,price,244535
1730,2023,flat,price,227777
1730,2024,flat,price,227862
1737,1986,flat,price,43604
1737,1987,flat,price,47042
1737,1988,flat,price,53523
1737,1989,flat,price,61871
1737,1990,flat,price,69727
1737,1991,flat,price,74736
1737,1992,flat,price,70219
1737,1993,flat,price,64817
1737,1994,flat,price,65897
1737,1995,flat,price,65603
1737,1996,flat,price,66094
1737,1997,flat,price,67174
1737,1998,flat,price,70513
1737,1999,flat,price,72968
1737,2000,flat,price,75915
1737,2001,flat,price,79450
1737,2002,flat,price,83280
1737,2003,flat,price,87896
1737,2004,flat,price,95458
1737,2005,flat,price,103806
1737,2006,flat,price,114216
1737,2007,flat,price,124822
1737,2008,flat,price,131206
1737,2009,flat,price,137000
1737,2010,flat,price,143285
1737,2011,flat,price,143776
1737,2012,flat,price,143482
1737,2013,flat,price,147115
1737,2014,flat,price,155168
1737,2015,flat,price,169408
1737,2016,flat,price,184140
1737,2017,flat,price,201424
1737,2018,flat,price,210361
1737,2019,flat,price,219494
1737,2020,flat,price,228922
1737,2021,flat,price,264670
1737,2022,flat,price,280874
1737,2023,flat,price,261625
1737,2024,flat,price,261724
1760,1986,flat,price,51296
1760,1987,flat,price,55340
1760,1988,flat,price,62965
1760,1989,flat,price,72785
1760,1990,flat,price,82028
1760,1991,flat,price,87920
1760,1992,flat,price,82605
1760,1993,flat,price,76251
1760,1994,flat,price,77522
1760,1995,flat,price,77175
1760,1996,flat,price,77753
1760,1997,flat,price,79024
1760,1998,flat,price,82952
1760,1999,flat,price,85840
1760,2000,flat,price,89306
1760,2001,flat,price,93465
1760,2002,flat,price,97971
1760,2003,flat,price,103401
1760,2004,flat,price,112297
1760,2005,flat,price,122117
1760,2006,flat,price,134364
1760,2007,flat,price,146841
1760,2008,flat,price,154351
1760,2009,flat,price,161167
1760,2010,flat,price,168561
1760,2011,flat,price,169139
1760,2012,flat,price,168792
1760,2013,flat,price,173067
1760,2014,flat,price,182540
1760,2015,flat,price,199292
1760,2016,flat,price,216622
1760,2017,flat,price,236956
1760,2018,flat,price,247469
1760,2019,flat,price,258214
1760,2020,flat,price,269305
1760,2021,flat,price,311358
1760,2022,flat,price,330421
1760,2023,flat,price,307777
1760,2024,flat,price,307892
1761,1986,flat,price,34476
1761,1987,flat,price,37193
1761,1988,flat,price,42318
1761,1989,flat,price,48918
1761,1990,flat,price,55130
1761,1991,flat,price,59090
1761,1992,flat,price,55518
1761,1993,flat,price,51248
1761,1994,flat,price,52102
1761,1995,flat,price,51869
1761,1996,flat,price,52257
1761,1997,flat,price,53111
1761,1998,flat,price,55751
1761,1999,flat,price,57693
1761,2000,flat,price,60022
1761,2001,flat,price,62817
1761,2002,flat,price,65846
1761,2003,flat,price,69495
1761,2004,flat,price,75474
1761,2005,flat,price,82074
1761,2006,flat,price,90305
1761,2007,flat,price,98691
1761,2008,flat,price,103738
1761,2009,flat,price,108319
1761,2010,flat,price,113289
1761,2011,flat,price,113677
1761,2012,flat,price,113444
1761,2013,flat,price,116317
1761,2014,flat,price,122684
1761,2015,flat,price,133943
1761,2016,flat,price,145590
1761,2017,flat,price,159256
1761,2018,flat,price,166322
1761,2019,flat,price,173544
1761,2020,flat,price,180998
1761,2021,flat,price,209262
1761,2022,flat,price,222074
1761,2023,flat,price,206855
1761,2024,flat,price,206932
1762,1986,flat,price,36804
1762,1987,flat,price,39705
1762,1988,flat,price,45175
1762,1989,flat,price,52221
1762,1990,flat,price,58852
1762,1991,flat,price,63080
1762,1992,flat,price,59267
1762,1993,flat,price,54708
1762,1994,flat,price,55620
1762,1995,flat,price,55371
1762,1996,flat,price,55786
1762,1997,flat,price,56697
1762,1998,flat,price,59516
1762,1999,flat,price,61588
1762,2000,flat,price,64075
1762,2001,flat,price,67059
1762,2002,flat,price,70291
1762,2003,flat,price,74187
1762,2004,flat,price,80570
1762,2005,flat,price,87616
1762,2006,flat,price,96402
1762,2007,flat,price,105354
1762,2008,flat,price,110742
1762,2009,flat,price,115633
1762,2010,flat,price,120938
1762,2011,flat,price,121352
1762,2012,flat,price,121103
1762,2013,flat,price,124170
1762,2014,flat,price,130967
1762,2015,flat,price,142987
1762,2016,flat,price,155420
1762,2017,flat,price,170009
1762,2018,flat,price,177552
1762,2019,flat,price,185261
1762,2020,flat,price,193218
1762,2021,flat,price,223391
1762,2022,flat,price,237068
1762,2023,flat,price,220821
1762,2024,flat,price,220904
1763,1986,flat,price,15176
1763,1987,flat,price,16372
1763,1988,flat,price,18628
1763,1989,flat,price,21533
1763,1990,flat,price,24268
1763,1991,flat,price,26011
1763,1992,flat,price,24439
1763,1993,flat,price,22559
1763,1994,flat,price,22935
1763,1995,flat,price,22832
1763,1996,flat,price,23003
1763,1997,flat,price,23379
1763,1998,flat,price,24541
1763,1999,flat,price,25396
1763,2000,flat,price,26421
1763,2001,flat,price,27652
1763,2002,flat,price,28985
1763,2003,flat,price,30591
1763,2004,flat,price,33223
1763,2005,flat,price,36128
1763,2006,flat,price,39751
1763,2007,flat,price,43443
1763,2008,flat,price,45664
1763,2009,flat,price,47681
1763,2010,flat,price,49869
1763,2011,flat,price,50040
1763,2012,flat,price,49937
1763,2013,flat,price,51202
1763,2014,flat,price,54004
1763,2015,flat,price,58960
1763,2016,flat,price,64087
1763,2017,flat,price,70103
1763,2018,flat,price,73214
1763,2019,flat,price,76392
1763,2020,flat,price,79674
1763,2021,flat,price,92115
1763,2022,flat,price,97755
1763,2023,flat,price,91055
1763,2024,flat,price,91090
1764,1986,flat,price,
1764,1987,flat,price,
1764,1988,flat,price,
1764,1989,flat,price,
1764,1990,flat,price,
1764,1991,flat,price,
1764,1992,flat,price,
1764,1993,flat,price,
1764,1994,flat,price,
1764,1995,flat,price,
1764,1996,flat,price,
1764,1997,flat,price,
1764,1998,flat,price,
1764,1999,flat,price,
1764,2000,flat,price,
1764,2001,flat,price,
1764,2002,flat,price,
1764,2003,flat,price,
1764,2004,flat,price,
1764,2005,flat,price,
1764,2006,flat,price,
1764,2007,flat,price,
1764,2008,flat,price,
1764,2009,flat,price,
1764,2010,flat,price,
1764,2011,flat,price,
1764,2012,flat,price,
1764,2013,flat,price,
1764,2014,flat,price,
1764,2015,flat,price,
1764,2016,flat,price,
1764,2017,flat,price,
1764,2018,flat,price,
1764,2019,flat,price,
1764,2020,flat,price,
1764,2021,flat,price,
1764,2022,flat,price,
1764,2023,flat,price,
1764,2024,flat,price,
1765,1986,flat,price,19507
1765,1987,flat,price,21045
1765,1988,flat,price,23944
1765,1989,flat,price,27679
1765,1990,flat,price,31194
1765,1991,flat,price,33434
1765,1992,flat,price,31413
1765,1993,flat,price,28997
1765,1994,flat,price,29480
1765,1995,flat,price,29348
1765,1996,flat,price,29568
1765,1997,flat,price,30051
1765,1998,flat,price,31545
1765,1999,flat,price,32643
1765,2000,flat,price,33961
1765,2001,flat,price,35543
1765,2002,flat,price,37257
1765,2003,flat,price,39321
1765,2004,flat,price,42704
1765,2005,flat,price,46439
1765,2006,flat,price,51096
1765,2007,flat,price,55841
1765,2008,flat,price,58697
1765,2009,flat,price,61289
1765,2010,flat,price,64101
1765,2011,flat,price,64320
1765,2012,flat,price,64188
1765,2013,flat,price,65814
1765,2014,flat,price,69417
1765,2015,flat,price,75787
1765,2016,flat,price,82377
1765,2017,flat,price,90110
1765,2018,flat,price,94108
1765,2019,flat,price,98194
1765,2020,flat,price,102412
1765,2021,flat,price,118404
1765,2022,flat,price,125653
1765,2023,flat,price,117042
1765,2024,flat,price,117086
1766,1986,flat,price,13515
1766,1987,flat,price,14580
1766,1988,flat,price,16589
1766,1989,flat,price,19176
1766,1990,flat,price,21611
1766,1991,flat,price,23164
1766,1992,flat,price,21763
1766,1993,flat,price,20089
1766,1994,flat,price,20424
1766,1995,flat,price,20333
1766,1996,flat,price,20485
1766,1997,flat,price,20820
1766,1998,flat,price,21855
1766,1999,flat,price,22616
1766,2000,flat,price,23529
1766,2001,flat,price,24625
1766,2002,flat,price,25812
1766,2003,flat,price,27242
1766,2004,flat,price,29586
1766,2005,flat,price,32173
1766,2006,flat,price,35400
1766,2007,flat,price,38687
1766,2008,flat,price,40666
1766,2009,flat,price,42462
1766,2010,flat,price,44410
1766,2011,flat,price,44562
1766,2012,flat,price,44470
1766,2013,flat,price,45597
1766,2014,flat,price,48093
1766,2015,flat,price,52506
1766,2016,flat,price,57072
1766,2017,flat,price,62429
1766,2018,flat,price,65199
1766,2019,flat,price,68030
1766,2020,flat,price,70952
1766,2021,flat,price,82031
1766,2022,flat,price,87054
1766,2023,flat,price,81088
1766,2024,flat,price,81118
1780,1986,flat,price,55613
1780,1987,flat,price,59996
1780,1988,flat,price,68263
1780,1989,flat,price,78910
1780,1990,flat,price,88930
1780,1991,flat,price,95318
1780,1992,flat,price,89556
1780,1993,flat,price,82667
1780,1994,flat,price,84045
1780,1995,flat,price,83669
1780,1996,flat,price,84296
1780,1997,flat,price,85673
1780,1998,flat,price,89932
1780,1999,flat,price,93063
1780,2000,flat,price,96821
1780,2001,flat,price,101330
1780,2002,flat,price,106215
1780,2003,flat,price,112102
1780,2004,flat,price,121746
1780,2005,flat,price,132393
1780,2006,flat,price,145670
1780,2007,flat,price,159197
1780,2008,flat,price,167339
1780,2009,flat,price,174729
1780,2010,flat,price,182745
1780,2011,flat,price,183371
1780,2012,flat,price,182996
1780,2013,flat,price,187630
1780,2014,flat,price,197901
1780,2015,flat,price,216062
1780,2016,flat,price,234850
1780,2017,flat,price,256895
1780,2018,flat,price,268293
1780,2019,flat,price,279942
1780,2020,flat,price,291966
1780,2021,flat,price,337558
1780,2022,flat,price,358225
1780,2023,flat,price,333676
1780,2024,flat,price,333801
1781,1986,flat,price,11819
1781,1987,flat,price,12751
1781,1988,flat,price,14508
1781,1989,flat,price,16770
1781,1990,flat,price,18900
1781,1991,flat,price,20257
1781,1992,flat,price,19033
1781,1993,flat,price,17569
1781,1994,flat,price,17862
1781,1995,flat,price,17782
1781,1996,flat,price,17915
1781,1997,flat,price,18208
1781,1998,flat,price,19113
1781,1999,flat,price,19778
1781,2000,flat,price,20577
1781,2001,flat,price,21535
1781,2002,flat,price,22573
1781,2003,flat,price,23824
1781,2004,flat,price,25874
1781,2005,flat,price,28137
1781,2006,flat,price,30958
1781,2007,flat,price,33833
1781,2008,flat,price,35564
1781,2009,flat,price,37134
1781,2010,flat,price,38838
1781,2011,flat,price,38971
1781,2012,flat,price,38891
1781,2013,flat,price,39876
1781,2014,flat,price,42059
1781,2015,flat,price,45919
1781,2016,flat,price,49912
1781,2017,flat,price,54597
1781,2018,flat,price,57019
1781,2019,flat,price,59495
1781,2020,flat,price,62050
1781,2021,flat,price,71739
1781,2022,flat,price,76132
1781,2023,flat,price,70914
1781,2024,flat,price,70941
1782,1986,flat,price,5724
1782,1987,flat,price,6176
1782,1988,flat,price,7027
1782,1989,flat,price,8122
1782,1990,flat,price,9154
1782,1991,flat,price,9811
1782,1992,flat,price,9218
1782,1993,flat,price,8509
1782,1994,flat,price,8651
1782,1995,flat,price,8612
1782,1996,flat,price,8677
1782,1997,flat,price,8819
1782,1998,flat,price,9257
1782,1999,flat,price,9579
1782,2000,flat,price,9966
1782,2001,flat,price,10430
1782,2002,flat,price,10933
1782,2003,flat,price,11539
1782,2004,flat,price,12532
1782,2005,flat,price,13628
1782,2006,flat,price,14994
1782,2007,flat,price,16387
1782,2008,flat,price,17225
1782,2009,flat,price,17985
1782,2010,flat,price,18811
1782,2011,flat,price,18875
1782,2012,flat,price,18836
1782,2013,flat,price,19313
1782,2014,flat,price,20371
1782,2015,flat,price,22240
1782,2016,flat,price,24174
1782,2017,flat,price,26443
1782,2018,flat,price,27616
1782,2019,flat,price,28815
1782,2020,flat,price,30053
1782,2021,flat,price,34746
1782,2022,flat,price,36873
1782,2023,flat,price,34346
1782,2024,flat,price,34359
1783,1986,flat,price,32544
1783,1987,flat,price,35109
1783,1988,flat,price,39946
1783,1989,flat,price,46177
1783,1990,flat,price,52040
1783,1991,flat,price,55778
1783,1992,flat,price,52407
1783,1993,flat,price,48375
1783,1994,flat,price,49182
1783,1995,flat,price,48962
1783,1996,flat,price,49328
1783,1997,flat,price,50135
1783,1998,flat,price,52627
1783,1999,flat,price,54459
1783,2000,flat,price,56658
1783,2001,flat,price,59297
1783,2002,flat,price,62155
1783,2003,flat,price,65600
1783,2004,flat,price,71244
1783,2005,flat,price,77474
1783,2006,flat,price,85243
1783,2007,flat,price,93159
1783,2008,flat,price,97924
1783,2009,flat,price,102248
1783,2010,flat,price,106939
1783,2011,flat,price,107306
1783,2012,flat,price,107086
1783,2013,flat,price,109798
1783,2014,flat,price,115808
1783,2015,flat,price,126436
1783,2016,flat,price,137430
1783,2017,flat,price,150330
1783,2018,flat,price,157000
1783,2019,flat,price,163817
1783,2020,flat,price,170853
1783,2021,flat,price,197533
1783,2022,flat,price,209627
1783,2023,flat,price,195261
1783,2024,flat,price,195334
1784,1986,flat,price,14085
1784,1987,flat,price,15195
1784,1988,flat,price,17289
1784,1989,flat,price,19985
1784,1990,flat,price,22523
1784,1991,flat,price,24141
1784,1992,flat,price,22682
1784,1993,flat,price,20937
1784,1994,flat,price,21286
1784,1995,flat,price,21191
1784,1996,flat,price,21349
1784,1997,flat,price,21698
1784,1998,flat,price,22777
1784,1999,flat,price,23570
1784,2000,flat,price,24522
1784,2001,flat,price,25664
1784,2002,flat,price,26901
1784,2003,flat,price,28392
1784,2004,flat,price,30834
1784,2005,flat,price,33531
1784,2006,flat,price,36893
1784,2007,flat,price,40319
1784,2008,flat,price,42381
1784,2009,flat,price,44253
1784,2010,flat,price,46283
1784,2011,flat,price,46442
1784,2012,flat,price,46347
1784,2013,flat,price,47520
1784,2014,flat,price,50122
1784,2015,flat,price,54721
1784,2016,flat,price,59480
1784,2017,flat,price,65063
1784,2018,flat,price,67950
1784,2019,flat,price,70900
1784,2020,flat,price,73945
1784,2021,flat,price,85492
1784,2022,flat,price,90726
1784,2023,flat,price,84509
1784,2024,flat,price,84541
1785,1986,flat,price,7798
1785,1987,flat,price,8412
1785,1988,flat,price,9571
1785,1989,flat,price,11064
1785,1990,flat,price,12469
1785,1991,flat,price,13365
1785,1992,flat,price,12557
1785,1993,flat,price,11591
1785,1994,flat,price,11784
1785,1995,flat,price,11732
1785,1996,flat,price,11819
1785,1997,flat,price,12013
1785,1998,flat,price,12610
1785,1999,flat,price,13049
1785,2000,flat,price,13576
1785,2001,flat,price,14208
1785,2002,flat,price,14893
1785,2003,flat,price,15718
1785,2004,flat,price,17071
1785,2005,flat,price,18563
1785,2006,flat,price,20425
1785,2007,flat,price,22322
1785,2008,flat,price,23463
1785,2009,flat,price,24499
1785,2010,flat,price,25623
1785,2011,flat,price,25711
1785,2012,flat,price,25659
1785,2013,flat,price,26308
1785,2014,flat,price,27749
1785,2015,flat,price,30295
1785,2016,flat,price,32929
1785,2017,flat,price,36020
1785,2018,flat,price,37619
1785,2019,flat,price,39252
1785,2020,flat,price,40938
1785,2021,flat,price,47331
1785,2022,flat,price,50228
1785,2023,flat,price,46786
1785,2024,flat,price,46804
1814,1986,flat,price,21515
1814,1987,flat,price,25783
1814,1988,flat,price,32735
1814,1989,flat,price,39027
1814,1990,flat,price,43427
1814,1991,flat,price,44483
1814,1992,flat,price,38279
1814,1993,flat,price,32295
1814,1994,flat,price,35419
1814,1995,flat,price,35815
1814,1996,flat,price,35947
1814,1997,flat,price,40303
1814,1998,flat,price,46419
1814,1999,flat,price,53063
1814,2000,flat,price,64150
1814,2001,flat,price,70794
1814,2002,flat,price,74798
1814,2003,flat,price,76602
1814,2004,flat,price,82058
1814,2005,flat,price,87998
1814,2006,flat,price,99129
1814,2007,flat,price,113429
1814,2008,flat,price,116333
1814,2009,flat,price,116421
1814,2010,flat,price,128433
1814,2011,flat,price,130193
1814,2012,flat,price,129313
1814,2013,flat,price,133581
1814,2014,flat,price,148760
1814,2015,flat,price,169352
1814,2016,flat,price,184267
1814,2017,flat,price,194959
1814,2018,flat,price,184971
1814,2019,flat,price,183607
1814,2020,flat,price,196939
1814,2021,flat,price,233238
1814,2022,flat,price,242830
1814,2023,flat,price,215902
1814,2024,flat,price,215198
1860,1986,flat,price,24099
1860,1987,flat,price,28879
1860,1988,flat,price,36665
1860,1989,flat,price,43713
1860,1990,flat,price,48641
1860,1991,flat,price,49823
1860,1992,flat,price,42875
1860,1993,flat,price,36173
1860,1994,flat,price,39671
1860,1995,flat,price,40115
1860,1996,flat,price,40263
1860,1997,flat,price,45142
1860,1998,flat,price,51992
1860,1999,flat,price,59433
1860,2000,flat,price,71852
1860,2001,flat,price,79294
1860,2002,flat,price,83778
1860,2003,flat,price,85799
1860,2004,flat,price,91910
1860,2005,flat,price,98563
1860,2006,flat,price,111031
1860,2007,flat,price,127047
1860,2008,flat,price,130300
1860,2009,flat,price,130398
1860,2010,flat,price,143852
1860,2011,flat,price,145823
1860,2012,flat,price,144838
1860,2013,flat,price,149618
1860,2014,flat,price,166620
1860,2015,flat,price,189684
1860,2016,flat,price,206390
1860,2017,flat,price,218366
1860,2018,flat,price,207179
1860,2019,flat,price,205651
1860,2020,flat,price,220583
1860,2021,flat,price,261240
1860,2022,flat,price,271984
1860,2023,flat,price,241824
1860,2024,flat,price,241035
1861,1986,flat,price,9308
1861,1987,flat,price,11155
1861,1988,flat,price,14162
1861,1989,flat,price,16885
1861,1990,flat,price,18788
1861,1991,flat,price,19245
1861,1992,flat,price,16561
1861,1993,flat,price,13972
1861,1994,flat,price,15324
1861,1995,flat,price,15495
1861,1996,flat,price,15552
1861,1997,flat,price,17437
1861,1998,flat,price,20083
1861,1999,flat,price,22957
1861,2000,flat,price,27754
1861,2001,flat,price,30628
1861,2002,flat,price,32360
1861,2003,flat,price,33141
1861,2004,flat,price,35501
1861,2005,flat,price,38071
1861,2006,flat,price,42887
1861,2007,flat,price,49074
1861,2008,flat,price,50330
1861,2009,flat,price,50368
1861,2010,flat,price,55565
1861,2011,flat,price,56326
1861,2012,flat,price,55946
1861,2013,flat,price,57792
1861,2014,flat,price,64359
1861,2015,flat,price,73268
1861,2016,flat,price,79721
1861,2017,flat,price,84347
1861,2018,flat,price,80026
1861,2019,flat,price,79435
1861,2020,flat,price,85203
1861,2021,flat,price,100908
1861,2022,flat,price,105057
1861,2023,flat,price,93408
1861,2024,flat,price,93103
1862,1986,flat,price,4540
1862,1987,flat,price,5440
1862,1988,flat,price,6907
1862,1989,flat,price,8235
1862,1990,flat,price,9163
1862,1991,flat,price,9386
1862,1992,flat,price,8077
1862,1993,flat,price,6815
1862,1994,flat,price,7474
1862,1995,flat,price,7557
1862,1996,flat,price,7585
1862,1997,flat,price,8504
1862,1998,flat,price,9795
1862,1999,flat,price,11197
1862,2000,flat,price,13536
1862,2001,flat,price,14938
1862,2002,flat,price,15783
1862,2003,flat,price,16164
1862,2004,flat,price,17315
1862,2005,flat,price,18568
1862,2006,flat,price,20917
1862,2007,flat,price,23934
1862,2008,flat,price,24547
1862,2009,flat,price,24566
1862,2010,flat,price,27100
1862,2011,flat,price,27472
1862,2012,flat,price,27286
1862,2013,flat,price,28186
1862,2014,flat,price,31389
1862,2015,flat,price,35734
1862,2016,flat,price,38882
1862,2017,flat,price,41138
1862,2018,flat,price,39030
1862,2019,flat,price,38742
1862,2020,flat,price,41556
1862,2021,flat,price,49215
1862,2022,flat,price,51239
1862,2023,flat,price,45557
1862,2024,flat,price,45408
1863,1986,flat,price,22680
1863,1987,flat,price,27179
1863,1988,flat,price,34508
1863,1989,flat,price,41140
1863,1990,flat,price,45778
1863,1991,flat,price,46892
1863,1992,flat,price,40352
1863,1993,flat,price,34044
1863,1994,flat,price,37337
1863,1995,flat,price,37754
1863,1996,flat,price,37894
1863,1997,flat,price,42485
1863,1998,flat,price,48932
1863,1999,flat,price,55936
1863,2000,flat,price,67624
1863,2001,flat,price,74628
1863,2002,flat,price,78848
1863,2003,flat,price,80750
1863,2004,flat,price,86501
1863,2005,flat,price,92763
1863,2006,flat,price,104497
1863,2007,flat,price,119571
1863,2008,flat,price,122632
1863,2009,flat,price,122725
1863,2010,flat,price,135387
1863,2011,flat,price,137242
1863,2012,flat,price,136315
1863,2013,flat,price,140814
1863,2014,flat,price,156815
1863,2015,flat,price,178522
1863,2016,flat,price,194245
1863,2017,flat,price,205516
1863,2018,flat,price,194987
1863,2019,flat,price,193549
1863,2020,flat,price,207603
1863,2021,flat,price,245868
1863,2022,flat,price,255979
1863,2023,flat,price,227593
1863,2024,flat,price,226851
1864,1986,flat,price,33315
1864,1987,flat,price,39924
1864,1988,flat,price,50688
1864,1989,flat,price,60431
1864,1990,flat,price,67243
1864,1991,flat,price,68879
1864,1992,flat,price,59272
1864,1993,flat,price,50007
1864,1994,flat,price,54844
1864,1995,flat,price,55457
