Municipality.code,year,type.of.building,variable,value
1882,2012,house,Number of purchases,86
1882,2013,house,Number of purchases,86
1882,2014,house,Number of purchases,86
1882,2015,house,Number of purchases,86
1882,2016,house,Number of purchases,86
1882,2017,house,Number of purchases,86
1882,2018,house,Number of purchases,86
1882,2019,house,Number of purchases,86
1882,2020,house,Number of purchases,86
1882,2021,house,Number of purchases,86
1882,2022,house,Number of purchases,86
1882,2023,house,Number of purchases,86
1882,2024,house,Number of purchases,86
1883,1986,house,Number of purchases,221
1883,1987,house,Number of purchases,221
1883,1988,house,Number of purchases,221
1883,1989,house,Number of purchases,221
1883,1990,house,Number of purchases,221
1883,1991,house,Number of purchases,221
1883,1992,house,Number of purchases,221
1883,1993,house,Number of purchases,221
1883,1994,house,Number of purchases,221
1883,1995,house,Number of purchases,221
1883,1996,house,Number of purchases,221
1883,1997,house,Number of purchases,221
1883,1998,house,Number of purchases,221
1883,1999,house,Number of purchases,221
1883,2000,house,Number of purchases,221
1883,2001,house,Number of purchases,221
1883,2002,house,Number of purchases,221
1883,2003,house,Number of purchases,221
1883,2004,house,Number of purchases,221
1883,2005,house,Number of purchases,221
1883,2006,house,Number of purchases,221
1883,2007,house,Number of purchases,221
1883,2008,house,Number of purchases,221
1883,2009,house,Number of purchases,221
1883,2010,house,Number of purchases,221
1883,2011,house,Number of purchases,221
1883,2012,house,Number of purchases,221
1883,2013,house,Number of purchases,221
1883,2014,house,Number of purchases,221
1883,2015,house,Number of purchases,221
1883,2016,house,Number of purchases,221
1883,2017,house,Number of purchases,221
1883,2018,house,Number of purchases,221
1883,2019,house,Number of purchases,221
1883,2020,house,Number of purchases,221
1883,2021,house,Number of purchases,221
1883,2022,house,Number of purchases,221
1883,2023,house,Number of purchases,221
1883,2024,house,Number of purchases,221
1884,1986,house,Number of purchases,73
1884,1987,house,Number of purchases,73
1884,1988,house,Number of purchases,73
1884,1989,house,Number of purchases,73
1884,1990,house,Number of purchases,73
1884,1991,house,Number of purchases,73
1884,1992,house,Number of purchases,73
1884,1993,house,Number of purchases,73
1884,1994,house,Number of purchases,73
1884,1995,house,Number of purchases,73
1884,1996,house,Number of purchases,73
1884,1997,house,Number of purchases,73
1884,1998,house,Number of purchases,73
1884,1999,house,Number of purchases,73
1884,2000,house,Number of purchases,73
1884,2001,house,Number of purchases,73
1884,2002,house,Number of purchases,73
1884,2003,house,Number of purchases,73
1884,2004,house,Number of purchases,73
1884,2005,house,Number of purchases,73
1884,2006,house,Number of purchases,73
1884,2007,house,Number of purchases,73
1884,2008,house,Number of purchases,73
1884,2009,house,Number of purchases,73
1884,2010,house,Number of purchases,73
1884,2011,house,Number of purchases,73
1884,2012,house,Number of purchases,73
1884,2013,house,Number of purchases,73
1884,2014,house,Number of purchases,73
1884,2015,house,Number of purchases,73
1884,2016,house,Number of purchases,73
1884,2017,house,Number of purchases,73
1884,2018,house,Number of purchases,73
1884,2019,house,Number of purchases,73
1884,2020,house,Number of purchases,73
1884,2021,house,Number of purchases,73
1884,2022,house,Number of purchases,73
1884,2023,house,Number of purchases,73
1884,2024,house,Number of purchases,73
1885,1986,house,Number of purchases,162
1885,1987,house,Number of purchases,162
1885,1988,house,Number of purchases,162
1885,1989,house,Number of purchases,162
1885,1990,house,Number of purchases,162
1885,1991,house,Number of purchases,162
1885,1992,house,Number of purchases,162
1885,1993,house,Number of purchases,162
1885,1994,house,Number of purchases,162
1885,1995,house,Number of purchases,162
1885,1996,house,Number of purchases,162
1885,1997,house,Number of purchases,162
1885,1998,house,Number of purchases,162
1885,1999,house,Number of purchases,162
1885,2000,house,Number of purchases,162
1885,2001,house,Number of purchases,162
1885,2002,house,Number of purchases,162
1885,2003,house,Number of purchases,162
1885,2004,house,Number of purchases,162
1885,2005,house,Number of purchases,162
1885,2006,house,Number of purchases,162
1885,2007,house,Number of purchases,162
1885,2008,house,Number of purchases,162
1885,2009,house,Number of purchases,162
1885,2010,house,Number of purchases,162
1885,2011,house,Number of purchases,162
1885,2012,house,Number of purchases,162
1885,2013,house,Number of purchases,162
1885,2014,house,Number of purchases,162
1885,2015,house,Number of purchases,162
1885,2016,house,Number of purchases,162
1885,2017,house,Number of purchases,162
1885,2018,house,Number of purchases,162
1885,2019,house,Number of purchases,162
1885,2020,house,Number of purchases,162
1885,2021,house,Number of purchases,162
1885,2022,house,Number of purchases,162
1885,2023,house,Number of purchases,162
1885,2024,house,Number of purchases,162
1904,1986,house,Number of purchases,48
1904,1987,house,Number of purchases,48
1904,1988,house,Number of purchases,48
1904,1989,house,Number of purchases,48
1904,1990,house,Number of purchases,48
1904,1991,house,Number of purchases,48
1904,1992,house,Number of purchases,48
1904,1993,house,Number of purchases,48
1904,1994,house,Number of purchases,48
1904,1995,house,Number of purchases,48
1904,1996,house,Number of purchases,48
1904,1997,house,Number of purchases,48
1904,1998,house,Number of purchases,48
1904,1999,house,Number of purchases,48
1904,2000,house,Number of purchases,48
1904,2001,house,Number of purchases,48
1904,2002,house,Number of purchases,48
1904,2003,house,Number of purchases,48
1904,2004,house,Number of purchases,48
1904,2005,house,Number of purchases,48
1904,2006,house,Number of purchases,48
1904,2007,house,Number of purchases,48
1904,2008,house,Number of purchases,48
1904,2009,house,Number of purchases,48
1904,2010,house,Number of purchases,48
1904,2011,house,Number of purchases,48
1904,2012,house,Number of purchases,48
1904,2013,house,Number of purchases,48
1904,2014,house,Number of purchases,48
1904,2015,house,Number of purchases,48
1904,2016,house,Number of purchases,48
1904,2017,house,Number of purchases,48
1904,2018,house,Number of purchases,48
1904,2019,house,Number of purchases,48
1904,2020,house,Number of purchases,48
1904,2021,house,Number of purchases,48
1904,2022,house,Number of purchases,48
1904,2023,house,Number of purchases,48
1904,2024,house,Number of purchases,48
1907,1986,house,Number of purchases,104
1907,1987,house,Number of purchases,104
1907,1988,house,Number of purchases,104
1907,1989,house,Number of purchases,104
1907,1990,house,Number of purchases,104
1907,1991,house,Number of purchases,104
1907,1992,house,Number of purchases,104
1907,1993,house,Number of purchases,104
1907,1994,house,Number of purchases,104
1907,1995,house,Number of purchases,104
1907,1996,house,Number of purchases,104
1907,1997,house,Number of purchases,104
1907,1998,house,Number of purchases,104
1907,1999,house,Number of purchases,104
1907,2000,house,Number of purchases,104
1907,2001,house,Number of purchases,104
1907,2002,house,Number of purchases,104
1907,2003,house,Number of purchases,104
1907,2004,house,Number of purchases,104
1907,2005,house,Number of purchases,104
1907,2006,house,Number of purchases,104
1907,2007,house,Number of purchases,104
1907,2008,house,Number of purchases,104
1907,2009,house,Number of purchases,104
1907,2010,house,Number of purchases,104
1907,2011,house,Number of purchases,104
1907,2012,house,Number of purchases,104
1907,2013,house,Number of purchases,104
1907,2014,house,Number of purchases,104
1907,2015,house,Number of purchases,104
1907,2016,house,Number of purchases,104
1907,2017,house,Number of purchases,104
1907,2018,house,Number of purchases,104
1907,2019,house,Number of purchases,104
1907,2020,house,Number of purchases,104
1907,2021,house,Number of purchases,104
1907,2022,house,Number of purchases,104
1907,2023,house,Number of purchases,104
1907,2024,house,Number of purchases,104
1960,1986,house,Number of purchases,81
1960,1987,house,Number of purchases,81
1960,1988,house,Number of purchases,81
1960,1989,house,Number of purchases,81
1960,1990,house,Number of purchases,81
1960,1991,house,Number of purchases,81
1960,1992,house,Number of purchases,81
1960,1993,house,Number of purchases,81
1960,1994,house,Number of purchases,81
1960,1995,house,Number of purchases,81
1960,1996,house,Number of purchases,81
1960,1997,house,Number of purchases,81
1960,1998,house,Number of purchases,81
1960,1999,house,Number of purchases,81
1960,2000,house,Number of purchases,81
1960,2001,house,Number of purchases,81
1960,2002,house,Number of purchases,81
1960,2003,house,Number of purchases,81
1960,2004,house,Number of purchases,81
1960,2005,house,Number of purchases,81
1960,2006,house,Number of purchases,81
1960,2007,house,Number of purchases,81
1960,2008,house,Number of purchases,81
1960,2009,house,Number of purchases,81
1960,2010,house,Number of purchases,81
1960,2011,house,Number of purchases,81
1960,2012,house,Number of purchases,81
1960,2013,house,Number of purchases,81
1960,2014,house,Number of purchases,81
1960,2015,house,Number of purchases,81
1960,2016,house,Number of purchases,81
1960,2017,house,Number of purchases,81
1960,2018,house,Number of purchases,81
1960,2019,house,Number of purchases,81
1960,2020,house,Number of purchases,81
1960,2021,house,Number of purchases,81
1960,2022,house,Number of purchases,81
1960,2023,house,Number of purchases,81
1960,2024,house,Number of purchases,81
1961,1986,house,Number of purchases,92
1961,1987,house,Number of purchases,92
1961,1988,house,Number of purchases,92
1961,1989,house,Number of purchases,92
1961,1990,house,Number of purchases,92
1961,1991,house,Number of purchases,92
1961,1992,house,Number of purchases,92
1961,1993,house,Number of purchases,92
1961,1994,house,Number of purchases,92
1961,1995,house,Number of purchases,92
1961,1996,house,Number of purchases,92
1961,1997,house,Number of purchases,92
1961,1998,house,Number of purchases,92
1961,1999,house,Number of purchases,92
1961,2000,house,Number of purchases,92
1961,2001,house,Number of purchases,92
1961,2002,house,Number of purchases,92
1961,2003,house,Number of purchases,92
1961,2004,house,Number of purchases,92
1961,2005,house,Number of purchases,92
1961,2006,house,Number of purchases,92
1961,2007,house,Number of purchases,92
1961,2008,house,Number of purchases,92
1961,2009,house,Number of purchases,92
1961,2010,house,Number of purchases,92
1961,2011,house,Number of purchases,92
1961,2012,house,Number of purchases,92
1961,2013,house,Number of purchases,92
1961,2014,house,Number of purchases,92
1961,2015,house,Number of purchases,92
1961,2016,house,Number of purchases,92
1961,2017,house,Number of purchases,92
1961,2018,house,Number of purchases,92
1961,2019,house,Number of purchases,92
1961,2020,house,Number of purchases,92
1961,2021,house,Number of purchases,92
1961,2022,house,Number of purchases,92
1961,2023,house,Number of purchases,92
1961,2024,house,Number of purchases,92
1962,1986,house,Number of purchases,27
1962,1987,house,Number of purchases,27
1962,1988,house,Number of purchases,27
1962,1989,house,Number of purchases,27
1962,1990,house,Number of purchases,27
1962,1991,house,Number of purchases,27
1962,1992,house,Number of purchases,27
1962,1993,house,Number of purchases,27
1962,1994,house,Number of purchases,27
1962,1995,house,Number of purchases,27
1962,1996,house,Number of purchases,27
1962,1997,house,Number of purchases,27
1962,1998,house,Number of purchases,27
1962,1999,house,Number of purchases,27
1962,2000,house,Number of purchases,27
1962,2001,house,Number of purchases,27
1962,2002,house,Number of purchases,27
1962,2003,house,Number of purchases,27
1962,2004,house,Number of purchases,27
1962,2005,house,Number of purchases,27
1962,2006,house,Number of purchases,27
1962,2007,house,Number of purchases,27
1962,2008,house,Number of purchases,27
1962,2009,house,Number of purchases,27
1962,2010,house,Number of purchases,27
1962,2011,house,Number of purchases,27
1962,2012,house,Number of purchases,27
1962,2013,house,Number of purchases,27
1962,2014,house,Number of purchases,27
1962,2015,house,Number of purchases,27
1962,2016,house,Number of purchases,27
1962,2017,house,Number of purchases,27
1962,2018,house,Number of purchases,27
1962,2019,house,Number of purchases,27
1962,2020,house,Number of purchases,27
1962,2021,house,Number of purchases,27
1962,2022,house,Number of purchases,27
1962,2023,house,Number of purchases,27
1962,2024,house,Number of purchases,27
1980,1986,house,Number of purchases,755
1980,1987,house,Number of purchases,755
1980,1988,house,Number of purchases,755
1980,1989,house,Number of purchases,755
1980,1990,house,Number of purchases,755
1980,1991,house,Number of purchases,755
1980,1992,house,Number of purchases,755
1980,1993,house,Number of purchases,755
1980,1994,house,Number of purchases,755
1980,1995,house,Number of purchases,755
1980,1996,house,Number of purchases,755
1980,1997,house,Number of purchases,755
1980,1998,house,Number of purchases,755
1980,1999,house,Number of purchases,755
1980,2000,house,Number of purchases,755
1980,2001,house,Number of purchases,755
1980,2002,house,Number of purchases,755
1980,2003,house,Number of purchases,755
1980,2004,house,Number of purchases,755
1980,2005,house,Number of purchases,755
1980,2006,house,Number of purchases,755
1980,2007,house,Number of purchases,755
1980,2008,house,Number of purchases,755
1980,2009,house,Number of purchases,755
1980,2010,house,Number of purchases,755
1980,2011,house,Number of purchases,755
1980,2012,house,Number of purchases,755
1980,2013,house,Number of purchases,755
1980,2014,house,Number of purchases,755
1980,2015,house,Number of purchases,755
1980,2016,house,Number of purchases,755
1980,2017,house,Number of purchases,755
1980,2018,house,Number of purchases,755
1980,2019,house,Number of purchases,755
1980,2020,house,Number of purchases,755
1980,2021,house,Number of purchases,755
1980,2022,house,Number of purchases,755
1980,2023,house,Number of purchases,755
1980,2024,house,Number of purchases,755
1981,1986,house,Number of purchases,133
1981,1987,house,Number of purchases,133
1981,1988,house,Number of purchases,133
1981,1989,house,Number of purchases,133
1981,1990,house,Number of purchases,133
1981,1991,house,Number of purchases,133
1981,1992,house,Number of purchases,133
1981,1993,house,Number of purchases,133
1981,1994,house,Number of purchases,133
1981,1995,house,Number of purchases,133
1981,1996,house,Number of purchases,133
1981,1997,house,Number of purchases,133
1981,1998,house,Number of purchases,133
1981,1999,house,Number of purchases,133
1981,2000,house,Number of purchases,133
1981,2001,house,Number of purchases,133
1981,2002,house,Number of purchases,133
1981,2003,house,Number of purchases,133
1981,2004,house,Number of purchases,133
1981,2005,house,Number of purchases,133
1981,2006,house,Number of purchases,133
1981,2007,house,Number of purchases,133
1981,2008,house,Number of purchases,133
1981,2009,house,Number of purchases,133
1981,2010,house,Number of purchases,133
1981,2011,house,Number of purchases,133
1981,2012,house,Number of purchases,133
1981,2013,house,Number of purchases,133
1981,2014,house,Number of purchases,133
1981,2015,house,Number of purchases,133
1981,2016,house,Number of purchases,133
1981,2017,house,Number of purchases,133
1981,2018,house,Number of purchases,133
1981,2019,house,Number of purchases,133
1981,2020,house,Number of purchases,133
1981,2021,house,Number of purchases,133
1981,2022,house,Number of purchases,133
1981,2023,house,Number of purchases,133
1981,2024,house,Number of purchases,133
1982,1986,house,Number of purchases,64
1982,1987,house,Number of purchases,64
1982,1988,house,Number of purchases,64
1982,1989,house,Number of purchases,64
1982,1990,house,Number of purchases,64
1982,1991,house,Number of purchases,64
1982,1992,house,Number of purchases,64
1982,1993,house,Number of purchases,64
1982,1994,house,Number of purchases,64
1982,1995,house,Number of purchases,64
1982,1996,house,Number of purchases,64
1982,1997,house,Number of purchases,64
1982,1998,house,Number of purchases,64
1982,1999,house,Number of purchases,64
1982,2000,house,Number of purchases,64
1982,2001,house,Number of purchases,64
1982,2002,house,Number of purchases,64
1982,2003,house,Number of purchases,64
1982,2004,house,Number of purchases,64
1982,2005,house,Number of purchases,64
1982,2006,house,Number of purchases,64
1982,2007,house,Number of purchases,64
1982,2008,house,Number of purchases,64
1982,2009,house,Number of purchases,64
1982,2010,house,Number of purchases,64
1982,2011,house,Number of purchases,64
1982,2012,house,Number of purchases,64
1982,2013,house,Number of purchases,64
1982,2014,house,Number of purchases,64
1982,2015,house,Number of purchases,64
1982,2016,house,Number of purchases,64
1982,2017,house,Number of purchases,64
1982,2018,house,Number of purchases,64
1982,2019,house,Number of purchases,64
1982,2020,house,Number of purchases,64
1982,2021,house,Number of purchases,64
1982,2022,house,Number of purchases,64
1982,2023,house,Number of purchases,64
1982,2024,house,Number of purchases,64
1983,1986,house,Number of purchases,109
1983,1987,house,Number of purchases,109
1983,1988,house,Number of purchases,109
1983,1989,house,Number of purchases,109
1983,1990,house,Number of purchases,109
1983,1991,house,Number of purchases,109
1983,1992,house,Number of purchases,109
1983,1993,house,Number of purchases,109
1983,1994,house,Number of purchases,109
1983,1995,house,Number of purchases,109
1983,1996,house,Number of purchases,109
1983,1997,house,Number of purchases,109
1983,1998,house,Number of purchases,109
1983,1999,house,Number of purchases,109
1983,2000,house,Number of purchases,109
1983,2001,house,Number of purchases,109
1983,2002,house,Number of purchases,109
1983,2003,house,Number of purchases,109
1983,2004,house,Number of purchases,109
1983,2005,house,Number of purchases,109
1983,2006,house,Number of purchases,109
1983,2007,house,Number of purchases,109
1983,2008,house,Number of purchases,109
1983,2009,house,Number of purchases,109
1983,2010,house,Number of purchases,109
1983,2011,house,Number of purchases,109
1983,2012,house,Number of purchases,109
1983,2013,house,Number of purchases,109
1983,2014,house,Number of purchases,109
1983,2015,house,Number of purchases,109
1983,2016,house,Number of purchases,109
1983,2017,house,Number of purchases,109
1983,2018,house,Number of purchases,109
1983,2019,house,Number of purchases,109
1983,2020,house,Number of purchases,109
1983,2021,house,Number of purchases,109
1983,2022,house,Number of purchases,109
1983,2023,house,Number of purchases,109
1983,2024,house,Number of purchases,109
1984,1986,house,Number of purchases,92
1984,1987,house,Number of purchases,92
1984,1988,house,Number of purchases,92
1984,1989,house,Number of purchases,92
1984,1990,house,Number of purchases,92
1984,1991,house,Number of purchases,92
1984,1992,house,Number of purchases,92
1984,1993,house,Number of purchases,92
1984,1994,house,Number of purchases,92
1984,1995,house,Number of purchases,92
1984,1996,house,Number of purchases,92
1984,1997,house,Number of purchases,92
1984,1998,house,Number of purchases,92
1984,1999,house,Number of purchases,92
1984,2000,house,Number of purchases,92
1984,2001,house,Number of purchases,92
1984,2002,house,Number of purchases,92
1984,2003,house,Number of purchases,92
1984,2004,house,Number of purchases,92
1984,2005,house,Number of purchases,92
1984,2006,house,Number of purchases,92
1984,2007,house,Number of purchases,92
1984,2008,house,Number of purchases,92
1984,2009,house,Number of purchases,92
1984,2010,house,Number of purchases,92
1984,2011,house,Number of purchases,92
1984,2012,house,Number of purchases,92
1984,2013,house,Number of purchases,92
1984,2014,house,Number of purchases,92
1984,2015,house,Number of purchases,92
1984,2016,house,Number of purchases,92
1984,2017,house,Number of purchases,92
1984,2018,house,Number of purchases,92
1984,2019,house,Number of purchases,92
1984,2020,house,Number of purchases,92
1984,2021,house,Number of purchases,92
1984,2022,house,Number of purchases,92
1984,2023,house,Number of purchases,92
1984,2024,house,Number of purchases,92
2021,1986,house,Number of purchases,41
2021,1987,house,Number of purchases,41
2021,1988,house,Number of purchases,41
2021,1989,house,Number of purchases,41
2021,1990,house,Number of purchases,41
2021,1991,house,Number of purchases,41
2021,1992,house,Number of purchases,41
2021,1993,house,Number of purchases,41
2021,1994,house,Number of purchases,41
2021,1995,house,Number of purchases,41
2021,1996,house,Number of purchases,41
2021,1997,house,Number of purchases,41
2021,1998,house,Number of purchases,41
2021,1999,house,Number of purchases,41
2021,2000,house,Number of purchases,41
2021,2001,house,Number of purchases,41
2021,2002,house,Number of purchases,41
2021,2003,house,Number of purchases,41
2021,2004,house,Number of purchases,41
2021,2005,house,Number of purchases,41
2021,2006,house,Number of purchases,41
2021,2007,house,Number of purchases,41
2021,2008,house,Number of purchases,41
2021,2009,house,Number of purchases,41
2021,2010,house,Number of purchases,41
2021,2011,house,Number of purchases,41
2021,2012,house,Number of purchases,41
2021,2013,house,Number of purchases,41
2021,2014,house,Number of purchases,41
2021,2015,house,Number of purchases,41
2021,2016,house,Number of purchases,41
2021,2017,house,Number of purchases,41
2021,2018,house,Number of purchases,41
2021,2019,house,Number of purchases,41
2021,2020,house,Number of purchases,41
2021,2021,house,Number of purchases,41
2021,2022,house,Number of purchases,41
2021,2023,house,Number of purchases,41
2021,2024,house,Number of purchases,41
2023,1986,house,Number of purchases,75
2023,1987,house,Number of purchases,75
2023,1988,house,Number of purchases,75
2023,1989,house,Number of purchases,75
2023,1990,house,Number of purchases,75
2023,1991,house,Number of purchases,75
2023,1992,house,Number of purchases,75
2023,1993,house,Number of purchases,75
2023,1994,house,Number of purchases,75
2023,1995,house,Number of purchases,75
2023,1996,house,Number of purchases,75
2023,1997,house,Number of purchases,75
2023,1998,house,Number of purchases,75
2023,1999,house,Number of purchases,75
2023,2000,house,Number of purchases,75
2023,2001,house,Number of purchases,75
2023,2002,house,Number of purchases,75
2023,2003,house,Number of purchases,75
2023,2004,house,Number of purchases,75
2023,2005,house,Number of purchases,75
2023,2006,house,Number of purchases,75
2023,2007,house,Number of purchases,75
2023,2008,house,Number of purchases,75
2023,2009,house,Number of purchases,75
2023,2010,house,Number of purchases,75
2023,2011,house,Number of purchases,75
2023,2012,house,Number of purchases,75
2023,2013,house,Number of purchases,75
2023,2014,house,Number of purchases,75
2023,2015,house,Number of purchases,75
2023,2016,house,Number of purchases,75
2023,2017,house,Number of purchases,75
2023,2018,house,Number of purchases,75
2023,2019,house,Number of purchases,75
2023,2020,house,Number of purchases,75
2023,2021,house,Number of purchases,75
2023,2022,house,Number of purchases,75
2023,2023,house,Number of purchases,75
2023,2024,house,Number of purchases,75
2026,1986,house,Number of purchases,95
2026,1987,house,Number of purchases,95
2026,1988,house,Number of purchases,95
2026,1989,house,Number of purchases,95
2026,1990,house,Number of purchases,95
2026,1991,house,Number of purchases,95
2026,1992,house,Number of purchases,95
2026,1993,house,Number of purchases,95
2026,1994,house,Number of purchases,95
2026,1995,house,Number of purchases,95
2026,1996,house,Number of purchases,95
2026,1997,house,Number of purchases,95
2026,1998,house,Number of purchases,95
2026,1999,house,Number of purchases,95
2026,2000,house,Number of purchases,95
2026,2001,house,Number of purchases,95
2026,2002,house,Number of purchases,95
2026,2003,house,Number of purchases,95
2026,2004,house,Number of purchases,95
2026,2005,house,Number of purchases,95
2026,2006,house,Number of purchases,95
2026,2007,house,Number of purchases,95
2026,2008,house,Number of purchases,95
2026,2009,house,Number of purchases,95
2026,2010,house,Number of purchases,95
2026,2011,house,Number of purchases,95
2026,2012,house,Number of purchases,95
2026,2013,house,Number of purchases,95
2026,2014,house,Number of purchases,95
2026,2015,house,Number of purchases,95
2026,2016,house,Number of purchases,95
2026,2017,house,Number of purchases,95
2026,2018,house,Number of purchases,95
2026,2019,house,Number of purchases,95
2026,2020,house,Number of purchases,95
2026,2021,house,Number of purchases,95
2026,2022,house,Number of purchases,95
2026,2023,house,Number of purchases,95
2026,2024,house,Number of purchases,95
2029,1986,house,Number of purchases,94
2029,1987,house,Number of purchases,94
2029,1988,house,Number of purchases,94
2029,1989,house,Number of purchases,94
2029,1990,house,Number of purchases,94
2029,1991,house,Number of purchases,94
2029,1992,house,Number of purchases,94
2029,1993,house,Number of purchases,94
2029,1994,house,Number of purchases,94
2029,1995,house,Number of purchases,94
2029,1996,house,Number of purchases,94
2029,1997,house,Number of purchases,94
2029,1998,house,Number of purchases,94
2029,1999,house,Number of purchases,94
2029,2000,house,Number of purchases,94
2029,2001,house,Number of purchases,94
2029,2002,house,Number of purchases,94
2029,2003,house,Number of purchases,94
2029,2004,house,Number of purchases,94
2029,2005,house,Number of purchases,94
2029,2006,house,Number of purchases,94
2029,2007,house,Number of purchases,94
2029,2008,house,Number of purchases,94
2029,2009,house,Number of purchases,94
2029,2010,house,Number of purchases,94
2029,2011,house,Number of purchases,94
2029,2012,house,Number of purchases,94
2029,2013,house,Number of purchases,94
2029,2014,house,Number of purchases,94
2029,2015,house,Number of purchases,94
2029,2016,house,Number of purchases,94
2029,2017,house,Number of purchases,94
2029,2018,house,Number of purchases,94
2029,2019,house,Number of purchases,94
2029,2020,house,Number of purchases,94
2029,2021,house,Number of purchases,94
2029,2022,house,Number of purchases,94
2029,2023,house,Number of purchases,94
2029,2024,house,Number of purchases,94
2031,1986,house,Number of purchases,84
2031,1987,house,Number of purchases,84
2031,1988,house,Number of purchases,84
2031,1989,house,Number of purchases,84
2031,1990,house,Number of purchases,84
2031,1991,house,Number of purchases,84
2031,1992,house,Number of purchases,84
2031,1993,house,Number of purchases,84
2031,1994,house,Number of purchases,84
2031,1995,house,Number of purchases,84
2031,1996,house,Number of purchases,84
2031,1997,house,Number of purchases,84
2031,1998,house,Number of purchases,84
2031,1999,house,Number of purchases,84
2031,2000,house,Number of purchases,84
2031,2001,house,Number of purchases,84
2031,2002,house,Number of purchases,84
2031,2003,house,Number of purchases,84
2031,2004,house,Number of purchases,84
2031,2005,house,Number of purchases,84
2031,2006,house,Number of purchases,84
2031,2007,house,Number of purchases,84
2031,2008,house,Number of purchases,84
2031,2009,house,Number of purchases,84
2031,2010,house,Number of purchases,84
2031,2011,house,Number of purchases,84
2031,2012,house,Number of purchases,84
2031,2013,house,Number of purchases,84
2031,2014,house,Number of purchases,84
2031,2015,house,Number of purchases,84
2031,2016,house,Number of purchases,84
2031,2017,house,Number of purchases,84
2031,2018,house,Number of purchases,84
2031,2019,house,Number of purchases,84
2031,2020,house,Number of purchases,84
2031,2021,house,Number of purchases,84
2031,2022,house,Number of purchases,84
2031,2023,house,Number of purchases,84
2031,2024,house,Number of purchases,84
2034,1986,house,Number of purchases,56
2034,1987,house,Number of purchases,56
2034,1988,house,Number of purchases,56
2034,1989,house,Number of purchases,56
2034,1990,house,Number of purchases,56
2034,1991,house,Number of purchases,56
2034,1992,house,Number of purchases,56
2034,1993,house,Number of purchases,56
2034,1994,house,Number of purchases,56
2034,1995,house,Number of purchases,56
2034,1996,house,Number of purchases,56
2034,1997,house,Number of purchases,56
2034,1998,house,Number of purchases,56
2034,1999,house,Number of purchases,56
2034,2000,house,Number of purchases,56
2034,2001,house,Number of purchases,56
2034,2002,house,Number of purchases,56
2034,2003,house,Number of purchases,56
2034,2004,house,Number of purchases,56
2034,2005,house,Number of purchases,56
2034,2006,house,Number of purchases,56
2034,2007,house,Number of purchases,56
2034,2008,house,Number of purchases,56
2034,2009,house,Number of purchases,56
2034,2010,house,Number of purchases,56
2034,2011,house,Number of purchases,56
2034,2012,house,Number of purchases,56
2034,2013,house,Number of purchases,56
2034,2014,house,Number of purchases,56
2034,2015,house,Number of purchases,56
2034,2016,house,Number of purchases,56
2034,2017,house,Number of purchases,56
2034,2018,house,Number of purchases,56
2034,2019,house,Number of purchases,56
2034,2020,house,Number of purchases,56
2034,2021,house,Number of purchases,56
2034,2022,house,Number of purchases,56
2034,2023,house,Number of purchases,56
2034,2024,house,Number of purchases,56
2039,1986,house,Number of purchases,39
2039,1987,house,Number of purchases,39
2039,1988,house,Number of purchases,39
2039,1989,house,Number of purchases,39
2039,1990,house,Number of purchases,39
2039,1991,house,Number of purchases,39
2039,1992,house,Number of purchases,39
2039,1993,house,Number of purchases,39
2039,1994,house,Number of purchases,39
2039,1995,house,Number of purchases,39
2039,1996,house,Number of purchases,39
2039,1997,house,Number of purchases,39
2039,1998,house,Number of purchases,39
2039,1999,house,Number of purchases,39
2039,2000,house,Number of purchases,39
2039,2001,house,Number of purchases,39
2039,2002,house,Number of purchases,39
2039,2003,house,Number of purchases,39
2039,2004,house,Number of purchases,39
2039,2005,house,Number of purchases,39
2039,2006,house,Number of purchases,39
2039,2007,house,Number of purchases,39
2039,2008,house,Number of purchases,39
2039,2009,house,Number of purchases,39
2039,2010,house,Number of purchases,39
2039,2011,house,Number of purchases,39
2039,2012,house,Number of purchases,39
2039,2013,house,Number of purchases,39
2039,2014,house,Number of purchases,39
2039,2015,house,Number of purchases,39
2039,2016,house,Number of purchases,39
2039,2017,house,Number of purchases,39
2039,2018,house,Number of purchases,39
2039,2019,house,Number of purchases,39
2039,2020,house,Number of purchases,39
2039,2021,house,Number of purchases,39
2039,2022,house,Number of purchases,39
2039,2023,house,Number of purchases,39
2039,2024,house,Number of purchases,39
2061,1986,house,Number of purchases,91
2061,1987,house,Number of purchases,91
2061,1988,house,Number of purchases,91
2061,1989,house,Number of purchases,91
2061,1990,house,Number of purchases,91
2061,1991,house,Number of purchases,91
2061,1992,house,Number of purchases,91
2061,1993,house,Number of purchases,91
2061,1994,house,Number of purchases,91
2061,1995,house,Number of purchases,91
2061,1996,house,Number of purchases,91
2061,1997,house,Number of purchases,91
2061,1998,house,Number of purchases,91
2061,1999,house,Number of purchases,91
2061,2000,house,Number of purchases,91
2061,2001,house,Number of purchases,91
2061,2002,house,Number of purchases,91
2061,2003,house,Number of purchases,91
2061,2004,house,Number of purchases,91
2061,2005,house,Number of purchases,91
2061,2006,house,Number of purchases,91
2061,2007,house,Number of purchases,91
2061,2008,house,Number of purchases,91
2061,2009,house,Number of purchases,91
2061,2010,house,Number of purchases,91
2061,2011,house,Number of purchases,91
2061,2012,house,Number of purchases,91
2061,2013,house,Number of purchases,91
2061,2014,house,Number of purchases,91
