"nuts","year","value","level","indicator","type.of.building"
"1884","2024",1153,"laucode","bldn_sec","all"
"1885","1998",1786,"laucode","bldn_sec","all"
"1885","1999",1805,"laucode","bldn_sec","all"
"1885","2000",1828,"laucode","bldn_sec","all"
"1885","2001",1826,"laucode","bldn_sec","all"
"1885","2002",1817,"laucode","bldn_sec","all"
"1885","2003",1832,"laucode","bldn_sec","all"
"1885","2004",1847,"laucode","bldn_sec","all"
"1885","2005",1853,"laucode","bldn_sec","all"
"1885","2006",1865,"laucode","bldn_sec","all"
"1885","2007",1898,"laucode","bldn_sec","all"
"1885","2008",1869,"laucode","bldn_sec","all"
"1885","2009",1873,"laucode","bldn_sec","all"
"1885","2010",1887,"laucode","bldn_sec","all"
"1885","2011",1887,"laucode","bldn_sec","all"
"1885","2012",1893,"laucode","bldn_sec","all"
"1885","2013",1926,"laucode","bldn_sec","all"
"1885","2014",1916,"laucode","bldn_sec","all"
"1885","2015",1914,"laucode","bldn_sec","all"
"1885","2016",1899,"laucode","bldn_sec","all"
"1885","2017",1910,"laucode","bldn_sec","all"
"1885","2018",1966,"laucode","bldn_sec","all"
"1885","2019",1971,"laucode","bldn_sec","all"
"1885","2020",1971,"laucode","bldn_sec","all"
"1885","2021",1967,"laucode","bldn_sec","all"
"1885","2022",1973,"laucode","bldn_sec","all"
"1885","2023",1982,"laucode","bldn_sec","all"
"1885","2024",2013,"laucode","bldn_sec","all"
"1904","1998",1145,"laucode","bldn_sec","all"
"1904","1999",1139,"laucode","bldn_sec","all"
"1904","2000",1154,"laucode","bldn_sec","all"
"1904","2001",1153,"laucode","bldn_sec","all"
"1904","2002",1149,"laucode","bldn_sec","all"
"1904","2003",1146,"laucode","bldn_sec","all"
"1904","2004",1129,"laucode","bldn_sec","all"
"1904","2005",1110,"laucode","bldn_sec","all"
"1904","2006",1129,"laucode","bldn_sec","all"
"1904","2007",1134,"laucode","bldn_sec","all"
"1904","2008",1155,"laucode","bldn_sec","all"
"1904","2009",1158,"laucode","bldn_sec","all"
"1904","2010",1175,"laucode","bldn_sec","all"
"1904","2011",1190,"laucode","bldn_sec","all"
"1904","2012",1191,"laucode","bldn_sec","all"
"1904","2013",1193,"laucode","bldn_sec","all"
"1904","2014",1197,"laucode","bldn_sec","all"
"1904","2015",1211,"laucode","bldn_sec","all"
"1904","2016",1206,"laucode","bldn_sec","all"
"1904","2017",1206,"laucode","bldn_sec","all"
"1904","2018",1210,"laucode","bldn_sec","all"
"1904","2019",1209,"laucode","bldn_sec","all"
"1904","2020",1208,"laucode","bldn_sec","all"
"1904","2021",1215,"laucode","bldn_sec","all"
"1904","2022",1233,"laucode","bldn_sec","all"
"1904","2023",1236,"laucode","bldn_sec","all"
"1904","2024",1239,"laucode","bldn_sec","all"
"1907","1998",272,"laucode","bldn_sec","all"
"1907","1999",336,"laucode","bldn_sec","all"
"1907","2000",371,"laucode","bldn_sec","all"
"1907","2001",361,"laucode","bldn_sec","all"
"1907","2002",373,"laucode","bldn_sec","all"
"1907","2003",389,"laucode","bldn_sec","all"
"1907","2004",398,"laucode","bldn_sec","all"
"1907","2005",398,"laucode","bldn_sec","all"
"1907","2006",393,"laucode","bldn_sec","all"
"1907","2007",395,"laucode","bldn_sec","all"
"1907","2008",385,"laucode","bldn_sec","all"
"1907","2009",394,"laucode","bldn_sec","all"
"1907","2010",396,"laucode","bldn_sec","all"
"1907","2011",403,"laucode","bldn_sec","all"
"1907","2012",398,"laucode","bldn_sec","all"
"1907","2013",402,"laucode","bldn_sec","all"
"1907","2014",400,"laucode","bldn_sec","all"
"1907","2015",407,"laucode","bldn_sec","all"
"1907","2016",404,"laucode","bldn_sec","all"
"1907","2017",408,"laucode","bldn_sec","all"
"1907","2018",417,"laucode","bldn_sec","all"
"1907","2019",420,"laucode","bldn_sec","all"
"1907","2020",409,"laucode","bldn_sec","all"
"1907","2021",415,"laucode","bldn_sec","all"
"1907","2022",406,"laucode","bldn_sec","all"
"1907","2023",424,"laucode","bldn_sec","all"
"1907","2024",418,"laucode","bldn_sec","all"
"1960","1998",352,"laucode","bldn_sec","all"
"1960","1999",342,"laucode","bldn_sec","all"
"1960","2000",336,"laucode","bldn_sec","all"
"1960","2001",338,"laucode","bldn_sec","all"
"1960","2002",331,"laucode","bldn_sec","all"
"1960","2003",324,"laucode","bldn_sec","all"
"1960","2004",320,"laucode","bldn_sec","all"
"1960","2005",314,"laucode","bldn_sec","all"
"1960","2006",308,"laucode","bldn_sec","all"
"1960","2007",315,"laucode","bldn_sec","all"
"1960","2008",321,"laucode","bldn_sec","all"
"1960","2009",327,"laucode","bldn_sec","all"
"1960","2010",318,"laucode","bldn_sec","all"
"1960","2011",315,"laucode","bldn_sec","all"
"1960","2012",322,"laucode","bldn_sec","all"
"1960","2013",316,"laucode","bldn_sec","all"
"1960","2014",324,"laucode","bldn_sec","all"
"1960","2015",332,"laucode","bldn_sec","all"
"1960","2016",335,"laucode","bldn_sec","all"
"1960","2017",324,"laucode","bldn_sec","all"
"1960","2018",333,"laucode","bldn_sec","all"
"1960","2019",326,"laucode","bldn_sec","all"
"1960","2020",316,"laucode","bldn_sec","all"
"1960","2021",314,"laucode","bldn_sec","all"
"1960","2022",311,"laucode","bldn_sec","all"
"1960","2023",320,"laucode","bldn_sec","all"
"1960","2024",331,"laucode","bldn_sec","all"
"1961","1998",203,"laucode","bldn_sec","all"
"1961","1999",204,"laucode","bldn_sec","all"
"1961","2000",205,"laucode","bldn_sec","all"
"1961","2001",177,"laucode","bldn_sec","all"
"1961","2002",173,"laucode","bldn_sec","all"
"1961","2003",190,"laucode","bldn_sec","all"
"1961","2004",169,"laucode","bldn_sec","all"
"1961","2005",176,"laucode","bldn_sec","all"
"1961","2006",182,"laucode","bldn_sec","all"
"1961","2007",224,"laucode","bldn_sec","all"
"1961","2008",178,"laucode","bldn_sec","all"
"1961","2009",189,"laucode","bldn_sec","all"
"1961","2010",179,"laucode","bldn_sec","all"
"1961","2011",180,"laucode","bldn_sec","all"
"1961","2012",175,"laucode","bldn_sec","all"
"1961","2013",170,"laucode","bldn_sec","all"
"1961","2014",168,"laucode","bldn_sec","all"
"1961","2015",165,"laucode","bldn_sec","all"
"1961","2016",166,"laucode","bldn_sec","all"
"1961","2017",174,"laucode","bldn_sec","all"
"1961","2018",175,"laucode","bldn_sec","all"
"1961","2019",177,"laucode","bldn_sec","all"
"1961","2020",165,"laucode","bldn_sec","all"
"1961","2021",162,"laucode","bldn_sec","all"
"1961","2022",181,"laucode","bldn_sec","all"
"1961","2023",158,"laucode","bldn_sec","all"
"1961","2024",177,"laucode","bldn_sec","all"
"1962","1998",519,"laucode","bldn_sec","all"
"1962","1999",514,"laucode","bldn_sec","all"
"1962","2000",516,"laucode","bldn_sec","all"
"1962","2001",530,"laucode","bldn_sec","all"
"1962","2002",526,"laucode","bldn_sec","all"
"1962","2003",561,"laucode","bldn_sec","all"
"1962","2004",564,"laucode","bldn_sec","all"
"1962","2005",556,"laucode","bldn_sec","all"
"1962","2006",562,"laucode","bldn_sec","all"
"1962","2007",587,"laucode","bldn_sec","all"
"1962","2008",558,"laucode","bldn_sec","all"
"1962","2009",550,"laucode","bldn_sec","all"
"1962","2010",549,"laucode","bldn_sec","all"
"1962","2011",543,"laucode","bldn_sec","all"
"1962","2012",555,"laucode","bldn_sec","all"
"1962","2013",556,"laucode","bldn_sec","all"
"1962","2014",560,"laucode","bldn_sec","all"
"1962","2015",557,"laucode","bldn_sec","all"
"1962","2016",555,"laucode","bldn_sec","all"
"1962","2017",546,"laucode","bldn_sec","all"
"1962","2018",553,"laucode","bldn_sec","all"
"1962","2019",561,"laucode","bldn_sec","all"
"1962","2020",565,"laucode","bldn_sec","all"
"1962","2021",575,"laucode","bldn_sec","all"
"1962","2022",580,"laucode","bldn_sec","all"
"1962","2023",590,"laucode","bldn_sec","all"
"1962","2024",597,"laucode","bldn_sec","all"
"1980","1998",2383,"laucode","bldn_sec","all"
"1980","1999",2331,"laucode","bldn_sec","all"
"1980","2000",2275,"laucode","bldn_sec","all"
"1980","2001",2150,"laucode","bldn_sec","all"
"1980","2002",2098,"laucode","bldn_sec","all"
"1980","2003",2164,"laucode","bldn_sec","all"
"1980","2004",2192,"laucode","bldn_sec","all"
"1980","2005",2130,"laucode","bldn_sec","all"
"1980","2006",2125,"laucode","bldn_sec","all"
"1980","2007",2127,"laucode","bldn_sec","all"
"1980","2008",2127,"laucode","bldn_sec","all"
"1980","2009",2308,"laucode","bldn_sec","all"
"1980","2010",2273,"laucode","bldn_sec","all"
"1980","2011",2278,"laucode","bldn_sec","all"
"1980","2012",2306,"laucode","bldn_sec","all"
"1980","2013",2260,"laucode","bldn_sec","all"
"1980","2014",2218,"laucode","bldn_sec","all"
"1980","2015",2227,"laucode","bldn_sec","all"
"1980","2016",2368,"laucode","bldn_sec","all"
"1980","2017",2377,"laucode","bldn_sec","all"
"1980","2018",2657,"laucode","bldn_sec","all"
"1980","2019",2598,"laucode","bldn_sec","all"
"1980","2020",2582,"laucode","bldn_sec","all"
"1980","2021",2528,"laucode","bldn_sec","all"
"1980","2022",2535,"laucode","bldn_sec","all"
"1980","2023",2564,"laucode","bldn_sec","all"
"1980","2024",2590,"laucode","bldn_sec","all"
"1981","1998",1704,"laucode","bldn_sec","all"
"1981","1999",1685,"laucode","bldn_sec","all"
"1981","2000",1713,"laucode","bldn_sec","all"
"1981","2001",1694,"laucode","bldn_sec","all"
"1981","2002",1672,"laucode","bldn_sec","all"
"1981","2003",1678,"laucode","bldn_sec","all"
"1981","2004",1664,"laucode","bldn_sec","all"
"1981","2005",1665,"laucode","bldn_sec","all"
"1981","2006",1707,"laucode","bldn_sec","all"
"1981","2007",1709,"laucode","bldn_sec","all"
"1981","2008",1719,"laucode","bldn_sec","all"
"1981","2009",1692,"laucode","bldn_sec","all"
"1981","2010",1696,"laucode","bldn_sec","all"
"1981","2011",1703,"laucode","bldn_sec","all"
"1981","2012",1712,"laucode","bldn_sec","all"
"1981","2013",1708,"laucode","bldn_sec","all"
"1981","2014",1702,"laucode","bldn_sec","all"
"1981","2015",1703,"laucode","bldn_sec","all"
"1981","2016",1691,"laucode","bldn_sec","all"
"1981","2017",1677,"laucode","bldn_sec","all"
"1981","2018",1684,"laucode","bldn_sec","all"
"1981","2019",1691,"laucode","bldn_sec","all"
"1981","2020",1679,"laucode","bldn_sec","all"
"1981","2021",1690,"laucode","bldn_sec","all"
"1981","2022",1666,"laucode","bldn_sec","all"
"1981","2023",1691,"laucode","bldn_sec","all"
"1981","2024",1689,"laucode","bldn_sec","all"
"1982","1998",736,"laucode","bldn_sec","all"
"1982","1999",745,"laucode","bldn_sec","all"
"1982","2000",739,"laucode","bldn_sec","all"
"1982","2001",741,"laucode","bldn_sec","all"
"1982","2002",739,"laucode","bldn_sec","all"
"1982","2003",747,"laucode","bldn_sec","all"
"1982","2004",743,"laucode","bldn_sec","all"
"1982","2005",729,"laucode","bldn_sec","all"
"1982","2006",736,"laucode","bldn_sec","all"
"1982","2007",749,"laucode","bldn_sec","all"
"1982","2008",748,"laucode","bldn_sec","all"
"1982","2009",757,"laucode","bldn_sec","all"
"1982","2010",764,"laucode","bldn_sec","all"
"1982","2011",766,"laucode","bldn_sec","all"
"1982","2012",768,"laucode","bldn_sec","all"
"1982","2013",778,"laucode","bldn_sec","all"
"1982","2014",775,"laucode","bldn_sec","all"
"1982","2015",777,"laucode","bldn_sec","all"
"1982","2016",773,"laucode","bldn_sec","all"
"1982","2017",753,"laucode","bldn_sec","all"
"1982","2018",771,"laucode","bldn_sec","all"
"1982","2019",758,"laucode","bldn_sec","all"
"1982","2020",769,"laucode","bldn_sec","all"
"1982","2021",780,"laucode","bldn_sec","all"
"1982","2022",777,"laucode","bldn_sec","all"
"1982","2023",791,"laucode","bldn_sec","all"
"1982","2024",809,"laucode","bldn_sec","all"
"1983","1998",1184,"laucode","bldn_sec","all"
"1983","1999",1197,"laucode","bldn_sec","all"
"1983","2000",1197,"laucode","bldn_sec","all"
"1983","2001",1166,"laucode","bldn_sec","all"
"1983","2002",1166,"laucode","bldn_sec","all"
"1983","2003",1216,"laucode","bldn_sec","all"
"1983","2004",1188,"laucode","bldn_sec","all"
"1983","2005",1172,"laucode","bldn_sec","all"
"1983","2006",1195,"laucode","bldn_sec","all"
"1983","2007",1200,"laucode","bldn_sec","all"
"1983","2008",1194,"laucode","bldn_sec","all"
"1983","2009",1196,"laucode","bldn_sec","all"
"1983","2010",1183,"laucode","bldn_sec","all"
"1983","2011",1200,"laucode","bldn_sec","all"
"1983","2012",1193,"laucode","bldn_sec","all"
"1983","2013",1172,"laucode","bldn_sec","all"
"1983","2014",1172,"laucode","bldn_sec","all"
"1983","2015",1187,"laucode","bldn_sec","all"
"1983","2016",1176,"laucode","bldn_sec","all"
"1983","2017",1140,"laucode","bldn_sec","all"
"1983","2018",1192,"laucode","bldn_sec","all"
"1983","2019",1194,"laucode","bldn_sec","all"
"1983","2020",1186,"laucode","bldn_sec","all"
"1983","2021",1183,"laucode","bldn_sec","all"
"1983","2022",1177,"laucode","bldn_sec","all"
"1983","2023",1190,"laucode","bldn_sec","all"
"1983","2024",1197,"laucode","bldn_sec","all"
"1984","1998",654,"laucode","bldn_sec","all"
"1984","1999",648,"laucode","bldn_sec","all"
"1984","2000",660,"laucode","bldn_sec","all"
"1984","2001",644,"laucode","bldn_sec","all"
"1984","2002",674,"laucode","bldn_sec","all"
"1984","2003",696,"laucode","bldn_sec","all"
"1984","2004",695,"laucode","bldn_sec","all"
"1984","2005",678,"laucode","bldn_sec","all"
"1984","2006",681,"laucode","bldn_sec","all"
"1984","2007",689,"laucode","bldn_sec","all"
"1984","2008",683,"laucode","bldn_sec","all"
"1984","2009",676,"laucode","bldn_sec","all"
"1984","2010",681,"laucode","bldn_sec","all"
"1984","2011",682,"laucode","bldn_sec","all"
"1984","2012",697,"laucode","bldn_sec","all"
"1984","2013",697,"laucode","bldn_sec","all"
"1984","2014",687,"laucode","bldn_sec","all"
"1984","2015",681,"laucode","bldn_sec","all"
"1984","2016",684,"laucode","bldn_sec","all"
"1984","2017",746,"laucode","bldn_sec","all"
"1984","2018",788,"laucode","bldn_sec","all"
"1984","2019",791,"laucode","bldn_sec","all"
"1984","2020",794,"laucode","bldn_sec","all"
"1984","2021",799,"laucode","bldn_sec","all"
"1984","2022",799,"laucode","bldn_sec","all"
"1984","2023",804,"laucode","bldn_sec","all"
"1984","2024",813,"laucode","bldn_sec","all"
"2021","1998",1613,"laucode","bldn_sec","all"
"2021","1999",1610,"laucode","bldn_sec","all"
"2021","2000",1619,"laucode","bldn_sec","all"
"2021","2001",1626,"laucode","bldn_sec","all"
"2021","2002",1642,"laucode","bldn_sec","all"
"2021","2003",1709,"laucode","bldn_sec","all"
"2021","2004",1726,"laucode","bldn_sec","all"
"2021","2005",1731,"laucode","bldn_sec","all"
"2021","2006",1742,"laucode","bldn_sec","all"
"2021","2007",1741,"laucode","bldn_sec","all"
"2021","2008",1764,"laucode","bldn_sec","all"
"2021","2009",1757,"laucode","bldn_sec","all"
"2021","2010",1788,"laucode","bldn_sec","all"
"2021","2011",1798,"laucode","bldn_sec","all"
"2021","2012",1825,"laucode","bldn_sec","all"
"2021","2013",1832,"laucode","bldn_sec","all"
"2021","2014",1851,"laucode","bldn_sec","all"
"2021","2015",1874,"laucode","bldn_sec","all"
"2021","2016",1885,"laucode","bldn_sec","all"
"2021","2017",1873,"laucode","bldn_sec","all"
"2021","2018",1925,"laucode","bldn_sec","all"
"2021","2019",1930,"laucode","bldn_sec","all"
"2021","2020",1903,"laucode","bldn_sec","all"
"2021","2021",1913,"laucode","bldn_sec","all"
"2021","2022",1913,"laucode","bldn_sec","all"
"2021","2023",1922,"laucode","bldn_sec","all"
"2021","2024",1953,"laucode","bldn_sec","all"
"2023","1998",5500,"laucode","bldn_sec","all"
"2023","1999",5503,"laucode","bldn_sec","all"
"2023","2000",5601,"laucode","bldn_sec","all"
"2023","2001",5649,"laucode","bldn_sec","all"
"2023","2002",5694,"laucode","bldn_sec","all"
"2023","2003",5929,"laucode","bldn_sec","all"
"2023","2004",6042,"laucode","bldn_sec","all"
"2023","2005",6106,"laucode","bldn_sec","all"
"2023","2006",6172,"laucode","bldn_sec","all"
"2023","2007",6274,"laucode","bldn_sec","all"
"2023","2008",6364,"laucode","bldn_sec","all"
"2023","2009",6470,"laucode","bldn_sec","all"
"2023","2010",6543,"laucode","bldn_sec","all"
"2023","2011",6572,"laucode","bldn_sec","all"
"2023","2012",6641,"laucode","bldn_sec","all"
"2023","2013",6728,"laucode","bldn_sec","all"
"2023","2014",6769,"laucode","bldn_sec","all"
"2023","2015",6873,"laucode","bldn_sec","all"
"2023","2016",6942,"laucode","bldn_sec","all"
"2023","2017",7031,"laucode","bldn_sec","all"
"2023","2018",7293,"laucode","bldn_sec","all"
"2023","2019",7346,"laucode","bldn_sec","all"
"2023","2020",7390,"laucode","bldn_sec","all"
"2023","2021",7502,"laucode","bldn_sec","all"
"2023","2022",7624,"laucode","bldn_sec","all"
"2023","2023",7678,"laucode","bldn_sec","all"
"2023","2024",7761,"laucode","bldn_sec","all"
"2026","1998",2358,"laucode","bldn_sec","all"
"2026","1999",2377,"laucode","bldn_sec","all"
"2026","2000",2384,"laucode","bldn_sec","all"
"2026","2001",2357,"laucode","bldn_sec","all"
"2026","2002",2359,"laucode","bldn_sec","all"
"2026","2003",2430,"laucode","bldn_sec","all"
"2026","2004",2426,"laucode","bldn_sec","all"
"2026","2005",2417,"laucode","bldn_sec","all"
"2026","2006",2442,"laucode","bldn_sec","all"
"2026","2007",2435,"laucode","bldn_sec","all"
"2026","2008",2442,"laucode","bldn_sec","all"
"2026","2009",2452,"laucode","bldn_sec","all"
"2026","2010",2456,"laucode","bldn_sec","all"
"2026","2011",2448,"laucode","bldn_sec","all"
"2026","2012",2469,"laucode","bldn_sec","all"
"2026","2013",2491,"laucode","bldn_sec","all"
"2026","2014",2495,"laucode","bldn_sec","all"
"2026","2015",2508,"laucode","bldn_sec","all"
"2026","2016",2515,"laucode","bldn_sec","all"
"2026","2017",2517,"laucode","bldn_sec","all"
"2026","2018",2541,"laucode","bldn_sec","all"
"2026","2019",2544,"laucode","bldn_sec","all"
"2026","2020",2515,"laucode","bldn_sec","all"
"2026","2021",2492,"laucode","bldn_sec","all"
"2026","2022",2486,"laucode","bldn_sec","all"
"2026","2023",2489,"laucode","bldn_sec","all"
"2026","2024",2518,"laucode","bldn_sec","all"
"2029","1998",3452,"laucode","bldn_sec","all"
"2029","1999",3489,"laucode","bldn_sec","all"
"2029","2000",3510,"laucode","bldn_sec","all"
"2029","2001",3550,"laucode","bldn_sec","all"
"2029","2002",3560,"laucode","bldn_sec","all"
"2029","2003",3712,"laucode","bldn_sec","all"
"2029","2004",3707,"laucode","bldn_sec","all"
"2029","2005",3681,"laucode","bldn_sec","all"
"2029","2006",3665,"laucode","bldn_sec","all"
"2029","2007",3641,"laucode","bldn_sec","all"
"2029","2008",3682,"laucode","bldn_sec","all"
"2029","2009",3717,"laucode","bldn_sec","all"
"2029","2010",3797,"laucode","bldn_sec","all"
"2029","2011",3773,"laucode","bldn_sec","all"
"2029","2012",3824,"laucode","bldn_sec","all"
"2029","2013",3854,"laucode","bldn_sec","all"
"2029","2014",3872,"laucode","bldn_sec","all"
"2029","2015",3912,"laucode","bldn_sec","all"
"2029","2016",3921,"laucode","bldn_sec","all"
"2029","2017",3942,"laucode","bldn_sec","all"
"2029","2018",3998,"laucode","bldn_sec","all"
"2029","2019",3977,"laucode","bldn_sec","all"
"2029","2020",4003,"laucode","bldn_sec","all"
"2029","2021",4045,"laucode","bldn_sec","all"
"2029","2022",4017,"laucode","bldn_sec","all"
"2029","2023",4032,"laucode","bldn_sec","all"
"2029","2024",4120,"laucode","bldn_sec","all"
"2031","1998",2520,"laucode","bldn_sec","all"
"2031","1999",2547,"laucode","bldn_sec","all"
"2031","2000",2608,"laucode","bldn_sec","all"
"2031","2001",2619,"laucode","bldn_sec","all"
"2031","2002",2649,"laucode","bldn_sec","all"
"2031","2003",2729,"laucode","bldn_sec","all"
"2031","2004",2746,"laucode","bldn_sec","all"
"2031","2005",2747,"laucode","bldn_sec","all"
"2031","2006",2736,"laucode","bldn_sec","all"
"2031","2007",2724,"laucode","bldn_sec","all"
"2031","2008",2758,"laucode","bldn_sec","all"
"2031","2009",2791,"laucode","bldn_sec","all"
"2031","2010",2818,"laucode","bldn_sec","all"
"2031","2011",2762,"laucode","bldn_sec","all"
"2031","2012",2774,"laucode","bldn_sec","all"
"2031","2013",2790,"laucode","bldn_sec","all"
"2031","2014",2761,"laucode","bldn_sec","all"
"2031","2015",2782,"laucode","bldn_sec","all"
"2031","2016",2789,"laucode","bldn_sec","all"
"2031","2017",2801,"laucode","bldn_sec","all"
"2031","2018",2901,"laucode","bldn_sec","all"
"2031","2019",2902,"laucode","bldn_sec","all"
"2031","2020",2899,"laucode","bldn_sec","all"
"2031","2021",2907,"laucode","bldn_sec","all"
"2031","2022",2903,"laucode","bldn_sec","all"
"2031","2023",2904,"laucode","bldn_sec","all"
"2031","2024",2950,"laucode","bldn_sec","all"
"2034","1998",1267,"laucode","bldn_sec","all"
"2034","1999",1259,"laucode","bldn_sec","all"
"2034","2000",1289,"laucode","bldn_sec","all"
"2034","2001",1295,"laucode","bldn_sec","all"
"2034","2002",1312,"laucode","bldn_sec","all"
"2034","2003",1357,"laucode","bldn_sec","all"
"2034","2004",1359,"laucode","bldn_sec","all"
"2034","2005",1355,"laucode","bldn_sec","all"
"2034","2006",1353,"laucode","bldn_sec","all"
"2034","2007",1394,"laucode","bldn_sec","all"
"2034","2008",1414,"laucode","bldn_sec","all"
"2034","2009",1443,"laucode","bldn_sec","all"
"2034","2010",1445,"laucode","bldn_sec","all"
"2034","2011",1447,"laucode","bldn_sec","all"
"2034","2012",1483,"laucode","bldn_sec","all"
"2034","2013",1524,"laucode","bldn_sec","all"
"2034","2014",1516,"laucode","bldn_sec","all"
"2034","2015",1550,"laucode","bldn_sec","all"
"2034","2016",1554,"laucode","bldn_sec","all"
"2034","2017",1574,"laucode","bldn_sec","all"
"2034","2018",1647,"laucode","bldn_sec","all"
"2034","2019",1676,"laucode","bldn_sec","all"
"2034","2020",1692,"laucode","bldn_sec","all"
"2034","2021",1718,"laucode","bldn_sec","all"
"2034","2022",1721,"laucode","bldn_sec","all"
"2034","2023",1757,"laucode","bldn_sec","all"
"2034","2024",1811,"laucode","bldn_sec","all"
"2039","1998",3817,"laucode","bldn_sec","all"
"2039","1999",3813,"laucode","bldn_sec","all"
"2039","2000",3857,"laucode","bldn_sec","all"
"2039","2001",3881,"laucode","bldn_sec","all"
"2039","2002",3901,"laucode","bldn_sec","all"
"2039","2003",4053,"laucode","bldn_sec","all"
"2039","2004",4074,"laucode","bldn_sec","all"
"2039","2005",4115,"laucode","bldn_sec","all"
"2039","2006",4200,"laucode","bldn_sec","all"
"2039","2007",4301,"laucode","bldn_sec","all"
"2039","2008",4372,"laucode","bldn_sec","all"
"2039","2009",4455,"laucode","bldn_sec","all"
"2039","2010",4494,"laucode","bldn_sec","all"
"2039","2011",4533,"laucode","bldn_sec","all"
"2039","2012",4564,"laucode","bldn_sec","all"
"2039","2013",4618,"laucode","bldn_sec","all"
"2039","2014",4629,"laucode","bldn_sec","all"
"2039","2015",4719,"laucode","bldn_sec","all"
"2039","2016",4740,"laucode","bldn_sec","all"
"2039","2017",4778,"laucode","bldn_sec","all"
"2039","2018",4915,"laucode","bldn_sec","all"
"2039","2019",4935,"laucode","bldn_sec","all"
"2039","2020",5051,"laucode","bldn_sec","all"
"2039","2021",5193,"laucode","bldn_sec","all"
"2039","2022",5238,"laucode","bldn_sec","all"
"2039","2023",5432,"laucode","bldn_sec","all"
"2039","2024",5595,"laucode","bldn_sec","all"
"2061","1998",1838,"laucode","bldn_sec","all"
"2061","1999",1831,"laucode","bldn_sec","all"
"2061","2000",1812,"laucode","bldn_sec","all"
"2061","2001",1786,"laucode","bldn_sec","all"
"2061","2002",1811,"laucode","bldn_sec","all"
"2061","2003",1856,"laucode","bldn_sec","all"
"2061","2004",1853,"laucode","bldn_sec","all"
"2061","2005",1833,"laucode","bldn_sec","all"
"2061","2006",1854,"laucode","bldn_sec","all"
"2061","2007",1894,"laucode","bldn_sec","all"
"2061","2008",1884,"laucode","bldn_sec","all"
"2061","2009",1911,"laucode","bldn_sec","all"
"2061","2010",1936,"laucode","bldn_sec","all"
"2061","2011",1934,"laucode","bldn_sec","all"
"2061","2012",1958,"laucode","bldn_sec","all"
"2061","2013",1958,"laucode","bldn_sec","all"
"2061","2014",1971,"laucode","bldn_sec","all"
"2061","2015",1975,"laucode","bldn_sec","all"
"2061","2016",1954,"laucode","bldn_sec","all"
"2061","2017",1962,"laucode","bldn_sec","all"
"2061","2018",1981,"laucode","bldn_sec","all"
"2061","2019",1982,"laucode","bldn_sec","all"
"2061","2020",1975,"laucode","bldn_sec","all"
"2061","2021",1977,"laucode","bldn_sec","all"
"2061","2022",2008,"laucode","bldn_sec","all"
"2061","2023",2056,"laucode","bldn_sec","all"
"2061","2024",2058,"laucode","bldn_sec","all"
"2062","1998",4208,"laucode","bldn_sec","all"
"2062","1999",4219,"laucode","bldn_sec","all"
"2062","2000",4277,"laucode","bldn_sec","all"
"2062","2001",4288,"laucode","bldn_sec","all"
"2062","2002",4285,"laucode","bldn_sec","all"
"2062","2003",4427,"laucode","bldn_sec","all"
"2062","2004",4392,"laucode","bldn_sec","all"
"2062","2005",4357,"laucode","bldn_sec","all"
"2062","2006",4322,"laucode","bldn_sec","all"
"2062","2007",4385,"laucode","bldn_sec","all"
"2062","2008",4447,"laucode","bldn_sec","all"
"2062","2009",4522,"laucode","bldn_sec","all"
"2062","2010",4573,"laucode","bldn_sec","all"
"2062","2011",4552,"laucode","bldn_sec","all"
"2062","2012",4579,"laucode","bldn_sec","all"
"2062","2013",4643,"laucode","bldn_sec","all"
"2062","2014",4657,"laucode","bldn_sec","all"
"2062","2015",4691,"laucode","bldn_sec","all"
"2062","2016",4692,"laucode","bldn_sec","all"
"2062","2017",4696,"laucode","bldn_sec","all"
"2062","2018",4793,"laucode","bldn_sec","all"
"2062","2019",4833,"laucode","bldn_sec","all"
"2062","2020",4863,"laucode","bldn_sec","all"
"2062","2021",4868,"laucode","bldn_sec","all"
"2062","2022",4879,"laucode","bldn_sec","all"
"2062","2023",4931,"laucode","bldn_sec","all"
"2062","2024",4993,"laucode","bldn_sec","all"
"2080","1998",3850,"laucode","bldn_sec","all"
"2080","1999",3818,"laucode","bldn_sec","all"
"2080","2000",3805,"laucode","bldn_sec","all"
"2080","2001",3715,"laucode","bldn_sec","all"
"2080","2002",3712,"laucode","bldn_sec","all"
"2080","2003",3788,"laucode","bldn_sec","all"
"2080","2004",3729,"laucode","bldn_sec","all"
"2080","2005",3729,"laucode","bldn_sec","all"
"2080","2006",3704,"laucode","bldn_sec","all"
"2080","2007",3703,"laucode","bldn_sec","all"
"2080","2008",3682,"laucode","bldn_sec","all"
"2080","2009",3690,"laucode","bldn_sec","all"
"2080","2010",3739,"laucode","bldn_sec","all"
"2080","2011",3679,"laucode","bldn_sec","all"
"2080","2012",3693,"laucode","bldn_sec","all"
"2080","2013",3697,"laucode","bldn_sec","all"
"2080","2014",3686,"laucode","bldn_sec","all"
"2080","2015",3744,"laucode","bldn_sec","all"
"2080","2016",3730,"laucode","bldn_sec","all"
"2080","2017",3749,"laucode","bldn_sec","all"
"2080","2018",3858,"laucode","bldn_sec","all"
"2080","2019",3866,"laucode","bldn_sec","all"
"2080","2020",3808,"laucode","bldn_sec","all"
"2080","2021",3803,"laucode","bldn_sec","all"
