"laucode","year","value","type.of.building"
"764",2014,915,"all"
"764",2015,963,"all"
"764",2016,1016,"all"
"764",2017,1068,"all"
"764",2018,1102,"all"
"764",2019,1083,"all"
"764",2020,1096,"all"
"764",2021,1144,"all"
"764",2022,1160,"all"
"764",2023,1066,"all"
"764",2024,1091,"all"
"765",1990,726,"all"
"765",1991,739,"all"
"765",1992,735,"all"
"765",1993,723,"all"
"765",1994,736,"all"
"765",1995,738,"all"
"765",1996,739,"all"
"765",1997,745,"all"
"765",1998,756,"all"
"765",1999,764,"all"
"765",2000,772,"all"
"765",2001,782,"all"
"765",2002,792,"all"
"765",2003,808,"all"
"765",2004,830,"all"
"765",2005,888,"all"
"765",2006,948,"all"
"765",2007,1009,"all"
"765",2008,1053,"all"
"765",2009,1100,"all"
"765",2010,1144,"all"
"765",2011,1175,"all"
"765",2012,1204,"all"
"765",2013,1248,"all"
"765",2014,1292,"all"
"765",2015,1369,"all"
"765",2016,1454,"all"
"765",2017,1536,"all"
"765",2018,1593,"all"
"765",2019,1597,"all"
"765",2020,1619,"all"
"765",2021,1698,"all"
"765",2022,1729,"all"
"765",2023,1619,"all"
"765",2024,1578,"all"
"767",1990,468,"all"
"767",1991,476,"all"
"767",1992,473,"all"
"767",1993,466,"all"
"767",1994,474,"all"
"767",1995,475,"all"
"767",1996,476,"all"
"767",1997,480,"all"
"767",1998,488,"all"
"767",1999,492,"all"
"767",2000,499,"all"
"767",2001,505,"all"
"767",2002,511,"all"
"767",2003,521,"all"
"767",2004,535,"all"
"767",2005,569,"all"
"767",2006,604,"all"
"767",2007,639,"all"
"767",2008,664,"all"
"767",2009,690,"all"
"767",2010,714,"all"
"767",2011,730,"all"
"767",2012,745,"all"
"767",2013,770,"all"
"767",2014,776,"all"
"767",2015,803,"all"
"767",2016,837,"all"
"767",2017,869,"all"
"767",2018,883,"all"
"767",2019,824,"all"
"767",2020,866,"all"
"767",2021,936,"all"
"767",2022,984,"all"
"767",2023,1002,"all"
"767",2024,1017,"all"
"780",1990,1060,"all"
"780",1991,1079,"all"
"780",1992,1073,"all"
"780",1993,1056,"all"
"780",1994,1075,"all"
"780",1995,1077,"all"
"780",1996,1079,"all"
"780",1997,1087,"all"
"780",1998,1104,"all"
"780",1999,1115,"all"
"780",2000,1128,"all"
"780",2001,1142,"all"
"780",2002,1156,"all"
"780",2003,1178,"all"
"780",2004,1211,"all"
"780",2005,1314,"all"
"780",2006,1418,"all"
"780",2007,1524,"all"
"780",2008,1606,"all"
"780",2009,1691,"all"
"780",2010,1772,"all"
"780",2011,1833,"all"
"780",2012,1893,"all"
"780",2013,1975,"all"
"780",2014,2130,"all"
"780",2015,2232,"all"
"780",2016,2351,"all"
"780",2017,2468,"all"
"780",2018,2540,"all"
"780",2019,2467,"all"
"780",2020,2522,"all"
"780",2021,2652,"all"
"780",2022,2706,"all"
"780",2023,2553,"all"
"780",2024,2664,"all"
"781",1990,732,"all"
"781",1991,745,"all"
"781",1992,740,"all"
"781",1993,729,"all"
"781",1994,742,"all"
"781",1995,743,"all"
"781",1996,745,"all"
"781",1997,750,"all"
"781",1998,762,"all"
"781",1999,769,"all"
"781",2000,778,"all"
"781",2001,788,"all"
"781",2002,797,"all"
"781",2003,814,"all"
"781",2004,835,"all"
"781",2005,881,"all"
"781",2006,929,"all"
"781",2007,979,"all"
"781",2008,1010,"all"
"781",2009,1044,"all"
"781",2010,1076,"all"
"781",2011,1094,"all"
"781",2012,1111,"all"
"781",2013,1143,"all"
"781",2014,1119,"all"
"781",2015,1170,"all"
"781",2016,1227,"all"
"781",2017,1279,"all"
"781",2018,1315,"all"
"781",2019,1265,"all"
"781",2020,1298,"all"
"781",2021,1370,"all"
"781",2022,1406,"all"
"781",2023,1342,"all"
"781",2024,1414,"all"
"821",1990,344,"all"
"821",1991,353,"all"
"821",1992,348,"all"
"821",1993,342,"all"
"821",1994,343,"all"
"821",1995,344,"all"
"821",1996,345,"all"
"821",1997,347,"all"
"821",1998,350,"all"
"821",1999,355,"all"
"821",2000,360,"all"
"821",2001,365,"all"
"821",2002,372,"all"
"821",2003,380,"all"
"821",2004,390,"all"
"821",2005,405,"all"
"821",2006,427,"all"
"821",2007,445,"all"
"821",2008,458,"all"
"821",2009,471,"all"
"821",2010,489,"all"
"821",2011,494,"all"
"821",2012,496,"all"
"821",2013,506,"all"
"821",2014,485,"all"
"821",2015,499,"all"
"821",2016,527,"all"
"821",2017,547,"all"
"821",2018,563,"all"
"821",2019,529,"all"
"821",2020,568,"all"
"821",2021,617,"all"
"821",2022,655,"all"
"821",2023,676,"all"
"821",2024,632,"all"
"834",1990,336,"all"
"834",1991,345,"all"
"834",1992,340,"all"
"834",1993,335,"all"
"834",1994,336,"all"
"834",1995,336,"all"
"834",1996,337,"all"
"834",1997,339,"all"
"834",1998,342,"all"
"834",1999,348,"all"
"834",2000,352,"all"
"834",2001,357,"all"
"834",2002,364,"all"
"834",2003,372,"all"
"834",2004,381,"all"
"834",2005,403,"all"
"834",2006,433,"all"
"834",2007,458,"all"
"834",2008,479,"all"
"834",2009,499,"all"
"834",2010,525,"all"
"834",2011,536,"all"
"834",2012,546,"all"
"834",2013,563,"all"
"834",2014,586,"all"
"834",2015,604,"all"
"834",2016,642,"all"
"834",2017,670,"all"
"834",2018,689,"all"
"834",2019,657,"all"
"834",2020,712,"all"
"834",2021,773,"all"
"834",2022,819,"all"
"834",2023,850,"all"
"834",2024,950,"all"
"840",1990,776,"all"
"840",1991,795,"all"
"840",1992,784,"all"
"840",1993,771,"all"
"840",1994,772,"all"
"840",1995,776,"all"
"840",1996,778,"all"
"840",1997,782,"all"
"840",1998,788,"all"
"840",1999,800,"all"
"840",2000,811,"all"
"840",2001,822,"all"
"840",2002,838,"all"
"840",2003,856,"all"
"840",2004,878,"all"
"840",2005,941,"all"
"840",2006,1020,"all"
"840",2007,1087,"all"
"840",2008,1145,"all"
"840",2009,1202,"all"
"840",2010,1273,"all"
"840",2011,1311,"all"
"840",2012,1343,"all"
"840",2013,1394,"all"
"840",2014,1497,"all"
"840",2015,1533,"all"
"840",2016,1611,"all"
"840",2017,1671,"all"
"840",2018,1701,"all"
"840",2019,1576,"all"
"840",2020,1693,"all"
"840",2021,1825,"all"
"840",2022,1931,"all"
"840",2023,1980,"all"
"840",2024,1948,"all"
"860",1990,289,"all"
"860",1991,296,"all"
"860",1992,292,"all"
"860",1993,287,"all"
"860",1994,288,"all"
"860",1995,289,"all"
"860",1996,290,"all"
"860",1997,291,"all"
"860",1998,294,"all"
"860",1999,298,"all"
"860",2000,302,"all"
"860",2001,306,"all"
"860",2002,312,"all"
"860",2003,319,"all"
"860",2004,327,"all"
"860",2005,341,"all"
"860",2006,362,"all"
"860",2007,379,"all"
"860",2008,391,"all"
"860",2009,404,"all"
"860",2010,421,"all"
"860",2011,428,"all"
"860",2012,431,"all"
"860",2013,441,"all"
"860",2014,433,"all"
"860",2015,455,"all"
"860",2016,490,"all"
"860",2017,519,"all"
"860",2018,541,"all"
"860",2019,544,"all"
"860",2020,568,"all"
"860",2021,601,"all"
"860",2022,620,"all"
"860",2023,595,"all"
"860",2024,674,"all"
"861",1990,560,"all"
"861",1991,574,"all"
"861",1992,565,"all"
"861",1993,556,"all"
"861",1994,557,"all"
"861",1995,560,"all"
"861",1996,561,"all"
"861",1997,564,"all"
"861",1998,569,"all"
"861",1999,577,"all"
"861",2000,585,"all"
"861",2001,593,"all"
"861",2002,605,"all"
"861",2003,618,"all"
"861",2004,634,"all"
"861",2005,667,"all"
"861",2006,712,"all"
"861",2007,749,"all"
"861",2008,779,"all"
"861",2009,809,"all"
"861",2010,848,"all"
"861",2011,864,"all"
"861",2012,875,"all"
"861",2013,901,"all"
"861",2014,913,"all"
"861",2015,960,"all"
"861",2016,1031,"all"
"861",2017,1088,"all"
"861",2018,1133,"all"
"861",2019,1123,"all"
"861",2020,1160,"all"
"861",2021,1211,"all"
"861",2022,1237,"all"
"861",2023,1149,"all"
"861",2024,1188,"all"
"862",1990,346,"all"
"862",1991,355,"all"
"862",1992,350,"all"
"862",1993,344,"all"
"862",1994,345,"all"
"862",1995,346,"all"
"862",1996,347,"all"
"862",1997,349,"all"
"862",1998,352,"all"
"862",1999,357,"all"
"862",2000,362,"all"
"862",2001,367,"all"
"862",2002,374,"all"
"862",2003,382,"all"
"862",2004,392,"all"
"862",2005,408,"all"
"862",2006,432,"all"
"862",2007,450,"all"
"862",2008,464,"all"
"862",2009,478,"all"
"862",2010,498,"all"
"862",2011,503,"all"
"862",2012,506,"all"
"862",2013,517,"all"
"862",2014,499,"all"
"862",2015,516,"all"
"862",2016,549,"all"
"862",2017,572,"all"
"862",2018,589,"all"
"862",2019,563,"all"
"862",2020,602,"all"
"862",2021,648,"all"
"862",2022,684,"all"
"862",2023,693,"all"
"862",2024,712,"all"
"880",1990,1193,"all"
"880",1991,1223,"all"
"880",1992,1206,"all"
"880",1993,1186,"all"
"880",1994,1188,"all"
"880",1995,1193,"all"
"880",1996,1196,"all"
"880",1997,1203,"all"
"880",1998,1214,"all"
"880",1999,1231,"all"
"880",2000,1248,"all"
"880",2001,1265,"all"
"880",2002,1290,"all"
"880",2003,1317,"all"
"880",2004,1352,"all"
"880",2005,1441,"all"
"880",2006,1557,"all"
"880",2007,1654,"all"
"880",2008,1736,"all"
"880",2009,1818,"all"
"880",2010,1921,"all"
"880",2011,1974,"all"
"880",2012,2017,"all"
"880",2013,2090,"all"
"880",2014,2215,"all"
"880",2015,2305,"all"
"880",2016,2460,"all"
"880",2017,2583,"all"
"880",2018,2672,"all"
"880",2019,2608,"all"
"880",2020,2722,"all"
"880",2021,2868,"all"
"880",2022,2960,"all"
"880",2023,2827,"all"
"880",2024,2870,"all"
"881",1990,501,"all"
"881",1991,514,"all"
"881",1992,507,"all"
"881",1993,498,"all"
"881",1994,499,"all"
"881",1995,501,"all"
"881",1996,502,"all"
"881",1997,506,"all"
"881",1998,510,"all"
"881",1999,517,"all"
"881",2000,524,"all"
"881",2001,531,"all"
"881",2002,542,"all"
"881",2003,553,"all"
"881",2004,567,"all"
"881",2005,598,"all"
"881",2006,638,"all"
"881",2007,671,"all"
"881",2008,698,"all"
"881",2009,724,"all"
"881",2010,759,"all"
"881",2011,774,"all"
"881",2012,784,"all"
"881",2013,806,"all"
"881",2014,820,"all"
"881",2015,857,"all"
"881",2016,920,"all"
"881",2017,968,"all"
"881",2018,1005,"all"
"881",2019,995,"all"
"881",2020,1041,"all"
"881",2021,1100,"all"
"881",2022,1139,"all"
"881",2023,1097,"all"
"881",2024,1068,"all"
"882",1990,645,"all"
"882",1991,661,"all"
"882",1992,651,"all"
"882",1993,641,"all"
"882",1994,642,"all"
"882",1995,645,"all"
"882",1996,647,"all"
"882",1997,650,"all"
"882",1998,655,"all"
"882",1999,665,"all"
"882",2000,674,"all"
"882",2001,683,"all"
"882",2002,697,"all"
"882",2003,712,"all"
"882",2004,730,"all"
"882",2005,788,"all"
"882",2006,858,"all"
"882",2007,920,"all"
"882",2008,973,"all"
"882",2009,1027,"all"
"882",2010,1091,"all"
"882",2011,1128,"all"
"882",2012,1161,"all"
"882",2013,1208,"all"
"882",2014,1321,"all"
"882",2015,1357,"all"
"882",2016,1432,"all"
"882",2017,1484,"all"
"882",2018,1516,"all"
"882",2019,1414,"all"
"882",2020,1450,"all"
"882",2021,1502,"all"
"882",2022,1525,"all"
"882",2023,1389,"all"
"882",2024,1616,"all"
"883",1990,591,"all"
"883",1991,606,"all"
"883",1992,596,"all"
"883",1993,587,"all"
"883",1994,588,"all"
"883",1995,591,"all"
"883",1996,592,"all"
"883",1997,595,"all"
"883",1998,600,"all"
"883",1999,609,"all"
"883",2000,618,"all"
"883",2001,626,"all"
"883",2002,639,"all"
"883",2003,652,"all"
"883",2004,669,"all"
"883",2005,716,"all"
"883",2006,775,"all"
"883",2007,827,"all"
"883",2008,870,"all"
"883",2009,914,"all"
"883",2010,968,"all"
"883",2011,996,"all"
"883",2012,1020,"all"
"883",2013,1059,"all"
"883",2014,1136,"all"
"883",2015,1184,"all"
"883",2016,1264,"all"
"883",2017,1326,"all"
"883",2018,1371,"all"
"883",2019,1342,"all"
"883",2020,1395,"all"
"883",2021,1464,"all"
"883",2022,1508,"all"
"883",2023,1431,"all"
"883",2024,1520,"all"
"884",1990,568,"all"
"884",1991,582,"all"
"884",1992,574,"all"
"884",1993,565,"all"
"884",1994,566,"all"
"884",1995,568,"all"
"884",1996,570,"all"
"884",1997,573,"all"
"884",1998,578,"all"
"884",1999,586,"all"
"884",2000,594,"all"
"884",2001,603,"all"
"884",2002,615,"all"
"884",2003,628,"all"
"884",2004,644,"all"
"884",2005,674,"all"
"884",2006,715,"all"
"884",2007,749,"all"
"884",2008,775,"all"
"884",2009,801,"all"
"884",2010,836,"all"
"884",2011,848,"all"
"884",2012,855,"all"
"884",2013,877,"all"
"884",2014,866,"all"
"884",2015,914,"all"
"884",2016,989,"all"
"884",2017,1050,"all"
"884",2018,1098,"all"
"884",2019,1115,"all"
"884",2020,1152,"all"
"884",2021,1199,"all"
"884",2022,1222,"all"
"884",2023,1128,"all"
"884",2024,1280,"all"
"885",1990,745,"all"
"885",1991,763,"all"
"885",1992,752,"all"
"885",1993,740,"all"
"885",1994,742,"all"
"885",1995,745,"all"
"885",1996,746,"all"
"885",1997,750,"all"
"885",1998,756,"all"
"885",1999,768,"all"
"885",2000,778,"all"
"885",2001,789,"all"
"885",2002,805,"all"
"885",2003,822,"all"
"885",2004,843,"all"
"885",2005,911,"all"
"885",2006,994,"all"
"885",2007,1067,"all"
"885",2008,1130,"all"
"885",2009,1193,"all"
"885",2010,1269,"all"
"885",2011,1314,"all"
"885",2012,1352,"all"
"885",2013,1409,"all"
"885",2014,1549,"all"
"885",2015,1603,"all"
"885",2016,1697,"all"
"885",2017,1772,"all"
"885",2018,1821,"all"
"885",2019,1746,"all"
"885",2020,1860,"all"
"885",2021,1999,"all"
"885",2022,2096,"all"
"885",2023,2096,"all"
"885",2024,2231,"all"
"980",1990,1417,"all"
"980",1991,1452,"all"
"980",1992,1431,"all"
"980",1993,1407,"all"
"980",1994,1411,"all"
"980",1995,1417,"all"
"980",1996,1419,"all"
"980",1997,1429,"all"
"980",1998,1440,"all"
"980",1999,1460,"all"
"980",2000,1482,"all"
"980",2001,1502,"all"
"980",2002,1531,"all"
"980",2003,1563,"all"
"980",2004,1605,"all"
"980",2005,1699,"all"
"980",2006,1824,"all"
"980",2007,1928,"all"
"980",2008,2013,"all"
"980",2009,2099,"all"
"980",2010,2209,"all"
"980",2011,2260,"all"
"980",2012,2299,"all"
"980",2013,2373,"all"
"980",2014,2459,"all"
"980",2015,2574,"all"
"980",2016,2760,"all"
"980",2017,2919,"all"
"980",2018,3031,"all"
"980",2019,3008,"all"
"980",2020,3185,"all"
"980",2021,3409,"all"
"980",2022,3567,"all"
"980",2023,3545,"all"
"980",2024,3733,"all"
"1060",1990,507,"house"
"1060",1991,518,"house"
"1060",1992,516,"house"
"1060",1993,509,"house"
"1060",1994,513,"house"
"1060",1995,513,"house"
"1060",1996,514,"house"
"1060",1997,518,"house"
"1060",1998,522,"house"
"1060",1999,530,"house"
"1060",2000,542,"house"
"1060",2001,552,"house"
"1060",2002,558,"house"
"1060",2003,567,"house"
"1060",2004,577,"house"
"1060",2005,598,"house"
"1060",2006,623,"house"
"1060",2007,646,"house"
"1060",2008,661,"house"
"1060",2009,679,"house"
"1060",2010,699,"house"
"1060",2011,701,"house"
"1060",2012,703,"house"
"1060",2013,717,"house"
"1060",2014,693,"house"
"1060",2015,718,"house"
"1060",2016,763,"house"
"1060",2017,799,"house"
"1060",2018,836,"house"
"1060",2019,810,"house"
"1060",2020,831,"house"
"1060",2021,879,"house"
"1060",2022,890,"house"
"1060",2023,845,"house"
"1060",2024,832,"house"
"1080",1990,919,"house"
"1080",1991,939,"house"
"1080",1992,935,"house"
"1080",1993,922,"house"
"1080",1994,930,"house"
"1080",1995,930,"house"
"1080",1996,932,"house"
"1080",1997,939,"house"
"1080",1998,946,"house"
"1080",1999,961,"house"
"1080",2000,984,"house"
"1080",2001,1000,"house"
"1080",2002,1011,"house"
"1080",2003,1028,"house"
"1080",2004,1047,"house"
"1080",2005,1100,"house"
"1080",2006,1163,"house"
"1080",2007,1222,"house"
"1080",2008,1266,"house"
"1080",2009,1314,"house"
"1080",2010,1367,"house"
"1080",2011,1387,"house"
"1080",2012,1409,"house"
"1080",2013,1451,"house"
"1080",2014,1491,"house"
"1080",2015,1566,"house"
"1080",2016,1679,"house"
"1080",2017,1772,"house"
"1080",2018,1864,"house"
"1080",2019,1858,"house"
"1080",2020,1913,"house"
"1080",2021,2032,"house"
"1080",2022,2072,"house"
"1080",2023,2001,"house"
"1080",2024,2007,"house"
"1081",1990,689,"house"
"1081",1991,705,"house"
"1081",1992,702,"house"
"1081",1993,692,"house"
"1081",1994,698,"house"
"1081",1995,698,"house"
"1081",1996,699,"house"
"1081",1997,705,"house"
"1081",1998,710,"house"
"1081",1999,722,"house"
"1081",2000,738,"house"
"1081",2001,751,"house"
"1081",2002,759,"house"
"1081",2003,772,"house"
"1081",2004,786,"house"
"1081",2005,826,"house"
"1081",2006,874,"house"
"1081",2007,919,"house"
"1081",2008,953,"house"
"1081",2009,989,"house"
"1081",2010,1030,"house"
"1081",2011,1045,"house"
"1081",2012,1062,"house"
"1081",2013,1094,"house"
"1081",2014,1128,"house"
"1081",2015,1161,"house"
"1081",2016,1225,"house"
"1081",2017,1272,"house"
"1081",2018,1321,"house"
"1081",2019,1248,"house"
"1081",2020,1267,"house"
"1081",2021,1329,"house"
"1081",2022,1335,"house"
"1081",2023,1231,"house"
"1081",2024,1284,"house"
"1082",1990,752,"house"
"1082",1991,769,"house"
"1082",1992,766,"house"
"1082",1993,755,"house"
"1082",1994,761,"house"
"1082",1995,761,"house"
"1082",1996,763,"house"
"1082",1997,769,"house"
"1082",1998,775,"house"
"1082",1999,787,"house"
"1082",2000,805,"house"
"1082",2001,819,"house"
"1082",2002,828,"house"
"1082",2003,842,"house"
"1082",2004,857,"house"
"1082",2005,906,"house"
"1082",2006,963,"house"
"1082",2007,1017,"house"
"1082",2008,1058,"house"
"1082",2009,1103,"house"
"1082",2010,1152,"house"
"1082",2011,1173,"house"
"1082",2012,1197,"house"
"1082",2013,1237,"house"
"1082",2014,1299,"house"
"1082",2015,1353,"house"
"1082",2016,1443,"house"
"1082",2017,1516,"house"
"1082",2018,1587,"house"
"1082",2019,1549,"house"
"1082",2020,1577,"house"
"1082",2021,1654,"house"
"1082",2022,1668,"house"
"1082",2023,1535,"house"
"1082",2024,1689,"house"
"1083",1990,707,"house"
"1083",1991,723,"house"
"1083",1992,720,"house"
"1083",1993,710,"house"
"1083",1994,716,"house"
"1083",1995,716,"house"
"1083",1996,717,"house"
"1083",1997,723,"house"
"1083",1998,728,"house"
"1083",1999,740,"house"
"1083",2000,757,"house"
"1083",2001,770,"house"
"1083",2002,778,"house"
"1083",2003,791,"house"
"1083",2004,806,"house"
"1083",2005,850,"house"
"1083",2006,901,"house"
"1083",2007,949,"house"
"1083",2008,986,"house"
"1083",2009,1026,"house"
"1083",2010,1070,"house"
"1083",2011,1089,"house"
"1083",2012,1108,"house"
"1083",2013,1144,"house"
"1083",2014,1188,"house"
"1083",2015,1229,"house"
"1083",2016,1303,"house"
"1083",2017,1362,"house"
"1083",2018,1420,"house"
"1083",2019,1366,"house"
"1083",2020,1433,"house"
"1083",2021,1547,"house"
"1083",2022,1601,"house"
"1083",2023,1611,"house"
"1083",2024,1651,"house"
"114",1990,1661,"house"
"114",1991,1671,"house"
"114",1992,1622,"house"
"114",1993,1582,"house"
"114",1994,1603,"house"
"114",1995,1609,"house"
"114",1996,1609,"house"
"114",1997,1640,"house"
"114",1998,1683,"house"
"114",1999,1729,"house"
"114",2000,1806,"house"
"114",2001,1852,"house"
"114",2002,1883,"house"
"114",2003,1895,"house"
"114",2004,1935,"house"
"114",2005,2064,"house"
"114",2006,2234,"house"
"114",2007,2424,"house"
"114",2008,2532,"house"
"114",2009,2625,"house"
"114",2010,2794,"house"
"114",2011,2896,"house"
"114",2012,2983,"house"
"114",2013,3109,"house"
"114",2014,3211,"house"
"114",2015,3396,"house"
"114",2016,3538,"house"
"114",2017,3647,"house"
"114",2018,3631,"house"
"114",2019,3542,"house"
"114",2020,3626,"house"
"114",2021,3853,"house"
"114",2022,3913,"house"
"114",2023,3650,"house"
"114",2024,3696,"house"
"115",1990,1633,"house"
"115",1991,1642,"house"
"115",1992,1594,"house"
"115",1993,1555,"house"
"115",1994,1576,"house"
"115",1995,1582,"house"
"115",1996,1582,"house"
"115",1997,1612,"house"
"115",1998,1654,"house"
"115",1999,1700,"house"
"115",2000,1775,"house"
"115",2001,1820,"house"
"115",2002,1851,"house"
"115",2003,1863,"house"
"115",2004,1902,"house"
"115",2005,2028,"house"
"115",2006,2193,"house"
"115",2007,2379,"house"
"115",2008,2484,"house"
"115",2009,2573,"house"
"115",2010,2738,"house"
"115",2011,2837,"house"
"115",2012,2920,"house"
"115",2013,3043,"house"
"115",2014,3136,"house"
"115",2015,3313,"house"
"115",2016,3439,"house"
"115",2017,3541,"house"
"115",2018,3516,"house"
"115",2019,3439,"house"
"115",2020,3532,"house"
"115",2021,3773,"house"
"115",2022,3840,"house"
"115",2023,3591,"house"
"115",2024,3752,"house"
"117",1990,1675,"house"
"117",1991,1684,"house"
"117",1992,1634,"house"
"117",1993,1594,"house"
"117",1994,1616,"house"
"117",1995,1622,"house"
"117",1996,1622,"house"
"117",1997,1653,"house"
"117",1998,1696,"house"
"117",1999,1743,"house"
"117",2000,1820,"house"
"117",2001,1867,"house"
"117",2002,1898,"house"
"117",2003,1910,"house"
"117",2004,1950,"house"
"117",2005,2082,"house"
"117",2006,2254,"house"
"117",2007,2447,"house"
"117",2008,2557,"house"
"117",2009,2652,"house"
"117",2010,2823,"house"
"117",2011,2927,"house"
"117",2012,3015,"house"
"117",2013,3144,"house"
"117",2014,3242,"house"
"117",2015,3423,"house"
"117",2016,3564,"house"
"117",2017,3672,"house"
"117",2018,3653,"house"
"117",2019,3589,"house"
"117",2020,3717,"house"
"117",2021,3992,"house"
"117",2022,4092,"house"
"117",2023,3938,"house"
"117",2024,3990,"house"
"120",1990,2163,"house"
"120",1991,2175,"house"
"120",1992,2111,"house"
"120",1993,2059,"house"
"120",1994,2087,"house"
"120",1995,2095,"house"
"120",1996,2095,"house"
"120",1997,2135,"house"
"120",1998,2191,"house"
"120",1999,2251,"house"
"120",2000,2351,"house"
"120",2001,2411,"house"
"120",2002,2451,"house"
"120",2003,2467,"house"
"120",2004,2519,"house"
"120",2005,2692,"house"
"120",2006,2916,"house"
"120",2007,3169,"house"
"120",2008,3313,"house"
"120",2009,3437,"house"
"120",2010,3662,"house"
"120",2011,3798,"house"
"120",2012,3915,"house"
"120",2013,4083,"house"
"120",2014,4256,"house"
"120",2015,4465,"house"
"120",2016,4614,"house"
"120",2017,4681,"house"
"120",2018,4569,"house"
"120",2019,4300,"house"
"120",2020,4510,"house"
"120",2021,4885,"house"
"120",2022,5090,"house"
"120",2023,5082,"house"
"120",2024,5051,"house"
"1214",1990,683,"house"
"1214",1991,697,"house"
"1214",1992,685,"house"
"1214",1993,671,"house"
"1214",1994,676,"house"
"1214",1995,677,"house"
"1214",1996,679,"house"
"1214",1997,688,"house"
"1214",1998,701,"house"
"1214",1999,717,"house"
"1214",2000,734,"house"
"1214",2001,748,"house"
"1214",2002,762,"house"
