"nuts","year","type.of.building","value","level","measure"
"584","2016","other",9541,"laucode","totalm2"
"584","2017","other",9646,"laucode","totalm2"
"584","2018","other",9712,"laucode","totalm2"
"586","2013","house",800215,"laucode","totalm2"
"586","2014","house",805458,"laucode","totalm2"
"586","2015","house",811258,"laucode","totalm2"
"586","2016","house",821454,"laucode","totalm2"
"586","2017","house",831551,"laucode","totalm2"
"586","2018","house",835746,"laucode","totalm2"
"586","2013","flat",387114,"laucode","totalm2"
"586","2014","flat",387364,"laucode","totalm2"
"586","2015","flat",387368,"laucode","totalm2"
"586","2016","flat",387740,"laucode","totalm2"
"586","2017","flat",398742,"laucode","totalm2"
"586","2018","flat",403725,"laucode","totalm2"
"586","2013","other",13649,"laucode","totalm2"
"586","2014","other",14968,"laucode","totalm2"
"586","2015","other",15053,"laucode","totalm2"
"586","2016","other",14711,"laucode","totalm2"
"586","2017","other",14516,"laucode","totalm2"
"586","2018","other",14516,"laucode","totalm2"
"604","2013","house",268558,"laucode","totalm2"
"604","2014","house",268748,"laucode","totalm2"
"604","2015","house",271014,"laucode","totalm2"
"604","2016","house",271386,"laucode","totalm2"
"604","2017","house",273488,"laucode","totalm2"
"604","2018","house",276129,"laucode","totalm2"
"604","2013","flat",40292,"laucode","totalm2"
"604","2014","flat",41869,"laucode","totalm2"
"604","2015","flat",41245,"laucode","totalm2"
"604","2016","flat",41366,"laucode","totalm2"
"604","2017","flat",43296,"laucode","totalm2"
"604","2018","flat",44359,"laucode","totalm2"
"604","2013","other",4044,"laucode","totalm2"
"604","2014","other",4119,"laucode","totalm2"
"604","2015","other",4059,"laucode","totalm2"
"604","2016","other",4059,"laucode","totalm2"
"604","2017","other",4180,"laucode","totalm2"
"604","2018","other",4180,"laucode","totalm2"
"617","2013","house",355325,"laucode","totalm2"
"617","2014","house",354638,"laucode","totalm2"
"617","2015","house",355822,"laucode","totalm2"
"617","2016","house",351486,"laucode","totalm2"
"617","2017","house",354902,"laucode","totalm2"
"617","2018","house",356580,"laucode","totalm2"
"617","2013","flat",65916,"laucode","totalm2"
"617","2014","flat",65916,"laucode","totalm2"
"617","2015","flat",65916,"laucode","totalm2"
"617","2016","flat",67740,"laucode","totalm2"
"617","2017","flat",67740,"laucode","totalm2"
"617","2018","flat",68526,"laucode","totalm2"
"617","2013","other",2946,"laucode","totalm2"
"617","2014","other",2946,"laucode","totalm2"
"617","2015","other",3022,"laucode","totalm2"
"617","2016","other",3872,"laucode","totalm2"
"617","2017","other",4734,"laucode","totalm2"
"617","2018","other",4734,"laucode","totalm2"
"642","2013","house",274396,"laucode","totalm2"
"642","2014","house",275486,"laucode","totalm2"
"642","2015","house",277238,"laucode","totalm2"
"642","2016","house",278461,"laucode","totalm2"
"642","2017","house",278760,"laucode","totalm2"
"642","2018","house",278648,"laucode","totalm2"
"642","2013","flat",45496,"laucode","totalm2"
"642","2014","flat",45496,"laucode","totalm2"
"642","2015","flat",46237,"laucode","totalm2"
"642","2016","flat",46237,"laucode","totalm2"
"642","2017","flat",49260,"laucode","totalm2"
"642","2018","flat",50424,"laucode","totalm2"
"642","2013","other",3478,"laucode","totalm2"
"642","2014","other",3478,"laucode","totalm2"
"642","2015","other",2086,"laucode","totalm2"
"642","2016","other",2086,"laucode","totalm2"
"642","2017","other",2900,"laucode","totalm2"
"642","2018","other",2935,"laucode","totalm2"
"662","2013","house",1023698,"laucode","totalm2"
"662","2014","house",1023711,"laucode","totalm2"
"662","2015","house",1027374,"laucode","totalm2"
"662","2016","house",1029364,"laucode","totalm2"
"662","2017","house",1031801,"laucode","totalm2"
"662","2018","house",1034576,"laucode","totalm2"
"662","2013","flat",268610,"laucode","totalm2"
"662","2014","flat",270256,"laucode","totalm2"
"662","2015","flat",271382,"laucode","totalm2"
"662","2016","flat",271470,"laucode","totalm2"
"662","2017","flat",272658,"laucode","totalm2"
"662","2018","flat",276218,"laucode","totalm2"
"662","2013","other",20544,"laucode","totalm2"
"662","2014","other",21721,"laucode","totalm2"
"662","2015","other",23504,"laucode","totalm2"
"662","2016","other",23354,"laucode","totalm2"
"662","2017","other",24764,"laucode","totalm2"
"662","2018","other",24679,"laucode","totalm2"
"665","2013","house",504008,"laucode","totalm2"
"665","2014","house",506680,"laucode","totalm2"
"665","2015","house",508649,"laucode","totalm2"
"665","2016","house",511066,"laucode","totalm2"
"665","2017","house",517966,"laucode","totalm2"
"665","2018","house",522708,"laucode","totalm2"
"665","2013","flat",102562,"laucode","totalm2"
"665","2014","flat",102833,"laucode","totalm2"
"665","2015","flat",102833,"laucode","totalm2"
"665","2016","flat",104882,"laucode","totalm2"
"665","2017","flat",106000,"laucode","totalm2"
"665","2018","flat",106591,"laucode","totalm2"
"665","2013","other",4506,"laucode","totalm2"
"665","2014","other",6690,"laucode","totalm2"
"665","2015","other",6680,"laucode","totalm2"
"665","2016","other",6926,"laucode","totalm2"
"665","2017","other",7042,"laucode","totalm2"
"665","2018","other",7042,"laucode","totalm2"
"680","2013","house",3129016,"laucode","totalm2"
"680","2014","house",3146523,"laucode","totalm2"
"680","2015","house",3163828,"laucode","totalm2"
"680","2016","house",3178786,"laucode","totalm2"
"680","2017","house",3207548,"laucode","totalm2"
"680","2018","house",3229028,"laucode","totalm2"
"680","2013","flat",2281148,"laucode","totalm2"
"680","2014","flat",2305602,"laucode","totalm2"
"680","2015","flat",2330770,"laucode","totalm2"
"680","2016","flat",2363104,"laucode","totalm2"
"680","2017","flat",2416824,"laucode","totalm2"
"680","2018","flat",2436125,"laucode","totalm2"
"680","2013","other",87974,"laucode","totalm2"
"680","2014","other",89575,"laucode","totalm2"
"680","2015","other",93178,"laucode","totalm2"
"680","2016","other",94686,"laucode","totalm2"
"680","2017","other",95060,"laucode","totalm2"
"680","2018","other",94900,"laucode","totalm2"
"682","2013","house",953302,"laucode","totalm2"
"682","2014","house",956550,"laucode","totalm2"
"682","2015","house",958544,"laucode","totalm2"
"682","2016","house",959658,"laucode","totalm2"
"682","2017","house",963680,"laucode","totalm2"
"682","2018","house",968971,"laucode","totalm2"
"682","2013","flat",371163,"laucode","totalm2"
"682","2014","flat",381396,"laucode","totalm2"
"682","2015","flat",387854,"laucode","totalm2"
"682","2016","flat",391323,"laucode","totalm2"
"682","2017","flat",394740,"laucode","totalm2"
"682","2018","flat",396978,"laucode","totalm2"
"682","2013","other",23914,"laucode","totalm2"
"682","2014","other",24150,"laucode","totalm2"
"682","2015","other",19524,"laucode","totalm2"
"682","2016","other",20624,"laucode","totalm2"
"682","2017","other",18304,"laucode","totalm2"
"682","2018","other",17280,"laucode","totalm2"
"683","2013","house",1080396,"laucode","totalm2"
"683","2014","house",1083500,"laucode","totalm2"
"683","2015","house",1090024,"laucode","totalm2"
"683","2016","house",1092977,"laucode","totalm2"
"683","2017","house",1097358,"laucode","totalm2"
"683","2018","house",1102290,"laucode","totalm2"
"683","2013","flat",405325,"laucode","totalm2"
"683","2014","flat",406950,"laucode","totalm2"
"683","2015","flat",415828,"laucode","totalm2"
"683","2016","flat",421088,"laucode","totalm2"
"683","2017","flat",429579,"laucode","totalm2"
"683","2018","flat",430830,"laucode","totalm2"
"683","2013","other",23730,"laucode","totalm2"
"683","2014","other",25248,"laucode","totalm2"
"683","2015","other",22272,"laucode","totalm2"
"683","2016","other",22915,"laucode","totalm2"
"683","2017","other",23066,"laucode","totalm2"
"683","2018","other",23037,"laucode","totalm2"
"684","2013","house",415050,"laucode","totalm2"
"684","2014","house",415060,"laucode","totalm2"
"684","2015","house",417377,"laucode","totalm2"
"684","2016","house",422859,"laucode","totalm2"
"684","2017","house",426509,"laucode","totalm2"
"684","2018","house",426816,"laucode","totalm2"
"684","2013","flat",89548,"laucode","totalm2"
"684","2014","flat",91500,"laucode","totalm2"
"684","2015","flat",102265,"laucode","totalm2"
"684","2016","flat",98717,"laucode","totalm2"
"684","2017","flat",98944,"laucode","totalm2"
"684","2018","flat",99542,"laucode","totalm2"
"684","2013","other",5674,"laucode","totalm2"
"684","2014","other",6442,"laucode","totalm2"
"684","2015","other",7288,"laucode","totalm2"
"684","2016","other",7418,"laucode","totalm2"
"684","2017","other",7530,"laucode","totalm2"
"684","2018","other",7615,"laucode","totalm2"
"685","2013","house",1002454,"laucode","totalm2"
"685","2014","house",1006421,"laucode","totalm2"
"685","2015","house",1010876,"laucode","totalm2"
"685","2016","house",1011241,"laucode","totalm2"
"685","2017","house",1019153,"laucode","totalm2"
"685","2018","house",1033863,"laucode","totalm2"
"685","2013","flat",264682,"laucode","totalm2"
"685","2014","flat",265088,"laucode","totalm2"
"685","2015","flat",268596,"laucode","totalm2"
"685","2016","flat",269343,"laucode","totalm2"
"685","2017","flat",277883,"laucode","totalm2"
"685","2018","flat",285838,"laucode","totalm2"
"685","2013","other",15174,"laucode","totalm2"
"685","2014","other",15108,"laucode","totalm2"
"685","2015","other",15295,"laucode","totalm2"
"685","2016","other",16572,"laucode","totalm2"
"685","2017","other",15454,"laucode","totalm2"
"685","2018","other",15297,"laucode","totalm2"
"686","2013","house",582654,"laucode","totalm2"
"686","2014","house",586100,"laucode","totalm2"
"686","2015","house",589051,"laucode","totalm2"
"686","2016","house",587944,"laucode","totalm2"
"686","2017","house",592779,"laucode","totalm2"
"686","2018","house",598896,"laucode","totalm2"
"686","2013","flat",216817,"laucode","totalm2"
"686","2014","flat",222194,"laucode","totalm2"
"686","2015","flat",223000,"laucode","totalm2"
"686","2016","flat",226512,"laucode","totalm2"
"686","2017","flat",227259,"laucode","totalm2"
"686","2018","flat",230982,"laucode","totalm2"
"686","2013","other",15649,"laucode","totalm2"
"686","2014","other",15187,"laucode","totalm2"
"686","2015","other",16734,"laucode","totalm2"
"686","2016","other",17072,"laucode","totalm2"
"686","2017","other",17294,"laucode","totalm2"
"686","2018","other",18336,"laucode","totalm2"
"687","2013","house",506742,"laucode","totalm2"
"687","2014","house",508306,"laucode","totalm2"
"687","2015","house",509726,"laucode","totalm2"
"687","2016","house",511192,"laucode","totalm2"
"687","2017","house",511100,"laucode","totalm2"
"687","2018","house",511536,"laucode","totalm2"
"687","2013","flat",302614,"laucode","totalm2"
"687","2014","flat",304240,"laucode","totalm2"
"687","2015","flat",305800,"laucode","totalm2"
"687","2016","flat",309117,"laucode","totalm2"
"687","2017","flat",309117,"laucode","totalm2"
"687","2018","flat",310442,"laucode","totalm2"
"687","2013","other",25562,"laucode","totalm2"
"687","2014","other",25803,"laucode","totalm2"
"687","2015","other",25803,"laucode","totalm2"
"687","2016","other",25526,"laucode","totalm2"
"687","2017","other",25692,"laucode","totalm2"
"687","2018","other",25834,"laucode","totalm2"
"760","2013","house",394320,"laucode","totalm2"
"760","2014","house",394926,"laucode","totalm2"
"760","2015","house",395779,"laucode","totalm2"
"760","2016","house",399947,"laucode","totalm2"
"760","2017","house",404802,"laucode","totalm2"
"760","2018","house",401826,"laucode","totalm2"
"760","2013","flat",65179,"laucode","totalm2"
"760","2014","flat",64957,"laucode","totalm2"
"760","2015","flat",65581,"laucode","totalm2"
"760","2016","flat",65396,"laucode","totalm2"
"760","2017","flat",66392,"laucode","totalm2"
"760","2018","flat",67324,"laucode","totalm2"
"760","2013","other",4956,"laucode","totalm2"
"760","2014","other",4956,"laucode","totalm2"
"760","2015","other",4956,"laucode","totalm2"
"760","2016","other",5202,"laucode","totalm2"
"760","2017","other",5202,"laucode","totalm2"
"760","2018","other",5590,"laucode","totalm2"
"761","2013","house",332928,"laucode","totalm2"
"761","2014","house",332108,"laucode","totalm2"
"761","2015","house",332708,"laucode","totalm2"
"761","2016","house",334310,"laucode","totalm2"
"761","2017","house",336646,"laucode","totalm2"
"761","2018","house",334658,"laucode","totalm2"
"761","2013","flat",55850,"laucode","totalm2"
"761","2014","flat",55886,"laucode","totalm2"
"761","2015","flat",55140,"laucode","totalm2"
"761","2016","flat",55146,"laucode","totalm2"
"761","2017","flat",56180,"laucode","totalm2"
"761","2018","flat",56196,"laucode","totalm2"
"761","2013","other",4559,"laucode","totalm2"
"761","2014","other",4559,"laucode","totalm2"
"761","2015","other",4861,"laucode","totalm2"
"761","2016","other",4861,"laucode","totalm2"
"761","2017","other",4861,"laucode","totalm2"
"761","2018","other",4916,"laucode","totalm2"
"763","2013","house",549026,"laucode","totalm2"
"763","2014","house",550981,"laucode","totalm2"
"763","2015","house",552175,"laucode","totalm2"
"763","2016","house",552491,"laucode","totalm2"
"763","2017","house",553824,"laucode","totalm2"
"763","2018","house",554432,"laucode","totalm2"
"763","2013","flat",81740,"laucode","totalm2"
"763","2014","flat",83468,"laucode","totalm2"
"763","2015","flat",84370,"laucode","totalm2"
"763","2016","flat",84683,"laucode","totalm2"
"763","2017","flat",84870,"laucode","totalm2"
"763","2018","flat",86172,"laucode","totalm2"
"763","2013","other",11248,"laucode","totalm2"
"763","2014","other",11610,"laucode","totalm2"
"763","2015","other",11530,"laucode","totalm2"
"763","2016","other",11530,"laucode","totalm2"
"763","2017","other",11717,"laucode","totalm2"
"763","2018","other",12180,"laucode","totalm2"
"764","2013","house",764095,"laucode","totalm2"
"764","2014","house",765262,"laucode","totalm2"
"764","2015","house",768735,"laucode","totalm2"
"764","2016","house",766684,"laucode","totalm2"
"764","2017","house",772146,"laucode","totalm2"
"764","2018","house",775030,"laucode","totalm2"
"764","2013","flat",138708,"laucode","totalm2"
"764","2014","flat",139490,"laucode","totalm2"
"764","2015","flat",139935,"laucode","totalm2"
"764","2016","flat",143118,"laucode","totalm2"
"764","2017","flat",143688,"laucode","totalm2"
"764","2018","flat",146947,"laucode","totalm2"
"764","2013","other",12758,"laucode","totalm2"
"764","2014","other",12823,"laucode","totalm2"
"764","2015","other",13110,"laucode","totalm2"
"764","2016","other",13745,"laucode","totalm2"
"764","2017","other",13780,"laucode","totalm2"
"764","2018","other",13780,"laucode","totalm2"
"765","2013","house",606436,"laucode","totalm2"
"765","2014","house",608898,"laucode","totalm2"
"765","2015","house",614130,"laucode","totalm2"
"765","2016","house",622715,"laucode","totalm2"
"765","2017","house",629964,"laucode","totalm2"
"765","2018","house",639315,"laucode","totalm2"
"765","2013","flat",131870,"laucode","totalm2"
"765","2014","flat",136626,"laucode","totalm2"
"765","2015","flat",140604,"laucode","totalm2"
"765","2016","flat",143254,"laucode","totalm2"
"765","2017","flat",145894,"laucode","totalm2"
"765","2018","flat",149014,"laucode","totalm2"
"765","2013","other",12952,"laucode","totalm2"
"765","2014","other",12278,"laucode","totalm2"
"765","2015","other",12539,"laucode","totalm2"
"765","2016","other",13422,"laucode","totalm2"
"765","2017","other",13498,"laucode","totalm2"
"765","2018","other",13498,"laucode","totalm2"
"767","2013","house",390930,"laucode","totalm2"
"767","2014","house",390406,"laucode","totalm2"
"767","2015","house",393175,"laucode","totalm2"
"767","2016","house",393488,"laucode","totalm2"
"767","2017","house",398202,"laucode","totalm2"
"767","2018","house",396330,"laucode","totalm2"
"767","2013","flat",85786,"laucode","totalm2"
"767","2014","flat",85786,"laucode","totalm2"
"767","2015","flat",85786,"laucode","totalm2"
"767","2016","flat",85651,"laucode","totalm2"
"767","2017","flat",89145,"laucode","totalm2"
"767","2018","flat",91376,"laucode","totalm2"
"767","2013","other",6185,"laucode","totalm2"
"767","2014","other",6110,"laucode","totalm2"
"767","2015","other",6014,"laucode","totalm2"
"767","2016","other",6014,"laucode","totalm2"
"767","2017","other",6160,"laucode","totalm2"
"767","2018","other",6619,"laucode","totalm2"
"780","2013","house",2369767,"laucode","totalm2"
"780","2014","house",2397299,"laucode","totalm2"
"780","2015","house",2411934,"laucode","totalm2"
"780","2016","house",2429352,"laucode","totalm2"
"780","2017","house",2458460,"laucode","totalm2"
"780","2018","house",2476132,"laucode","totalm2"
"780","2013","flat",1186788,"laucode","totalm2"
"780","2014","flat",1239181,"laucode","totalm2"
"780","2015","flat",1263038,"laucode","totalm2"
"780","2016","flat",1288849,"laucode","totalm2"
"780","2017","flat",1305278,"laucode","totalm2"
"780","2018","flat",1352978,"laucode","totalm2"
"780","2013","other",126036,"laucode","totalm2"
"780","2014","other",94144,"laucode","totalm2"
"780","2015","other",95347,"laucode","totalm2"
"780","2016","other",96524,"laucode","totalm2"
"780","2017","other",96678,"laucode","totalm2"
"780","2018","other",109280,"laucode","totalm2"
"781","2013","house",999390,"laucode","totalm2"
"781","2014","house",1005136,"laucode","totalm2"
"781","2015","house",1009204,"laucode","totalm2"
"781","2016","house",1011144,"laucode","totalm2"
"781","2017","house",1016675,"laucode","totalm2"
"781","2018","house",1024257,"laucode","totalm2"
"781","2013","flat",289488,"laucode","totalm2"
"781","2014","flat",294482,"laucode","totalm2"
"781","2015","flat",294650,"laucode","totalm2"
"781","2016","flat",296556,"laucode","totalm2"
"781","2017","flat",297917,"laucode","totalm2"
"781","2018","flat",300376,"laucode","totalm2"
"781","2013","other",17463,"laucode","totalm2"
"781","2014","other",18951,"laucode","totalm2"
"781","2015","other",18926,"laucode","totalm2"
"781","2016","other",19146,"laucode","totalm2"
"781","2017","other",20882,"laucode","totalm2"
"781","2018","other",20882,"laucode","totalm2"
"821","2013","house",256868,"laucode","totalm2"
"821","2014","house",257498,"laucode","totalm2"
"821","2015","house",260664,"laucode","totalm2"
"821","2016","house",258480,"laucode","totalm2"
"821","2017","house",259141,"laucode","totalm2"
"821","2018","house",259774,"laucode","totalm2"
"821","2013","flat",30988,"laucode","totalm2"
"821","2014","flat",30732,"laucode","totalm2"
"821","2015","flat",29815,"laucode","totalm2"
"821","2016","flat",29896,"laucode","totalm2"
"821","2017","flat",29942,"laucode","totalm2"
"821","2018","flat",30304,"laucode","totalm2"
"821","2013","other",3418,"laucode","totalm2"
"821","2014","other",3739,"laucode","totalm2"
"821","2015","other",3929,"laucode","totalm2"
"821","2016","other",3929,"laucode","totalm2"
"821","2017","other",3929,"laucode","totalm2"
"821","2018","other",4054,"laucode","totalm2"
"834","2013","house",305468,"laucode","totalm2"
"834","2014","house",310008,"laucode","totalm2"
"834","2015","house",310466,"laucode","totalm2"
"834","2016","house",310442,"laucode","totalm2"
"834","2017","house",310863,"laucode","totalm2"
"834","2018","house",310734,"laucode","totalm2"
"834","2013","flat",35799,"laucode","totalm2"
"834","2014","flat",35527,"laucode","totalm2"
"834","2015","flat",36744,"laucode","totalm2"
"834","2016","flat",36865,"laucode","totalm2"
"834","2017","flat",37007,"laucode","totalm2"
"834","2018","flat",37611,"laucode","totalm2"
"834","2013","other",4500,"laucode","totalm2"
"834","2014","other",3342,"laucode","totalm2"
"834","2015","other",3468,"laucode","totalm2"
"834","2016","other",3594,"laucode","totalm2"
"834","2017","other",3594,"laucode","totalm2"
"834","2018","other",3594,"laucode","totalm2"
"840","2013","house",631794,"laucode","totalm2"
"840","2014","house",633157,"laucode","totalm2"
"840","2015","house",636946,"laucode","totalm2"
"840","2016","house",636738,"laucode","totalm2"
"840","2017","house",636169,"laucode","totalm2"
"840","2018","house",634908,"laucode","totalm2"
"840","2013","flat",57948,"laucode","totalm2"
"840","2014","flat",57948,"laucode","totalm2"
"840","2015","flat",60396,"laucode","totalm2"
"840","2016","flat",60396,"laucode","totalm2"
"840","2017","flat",60396,"laucode","totalm2"
"840","2018","flat",61620,"laucode","totalm2"
"840","2013","other",6370,"laucode","totalm2"
"840","2014","other",6441,"laucode","totalm2"
"840","2015","other",8181,"laucode","totalm2"
"840","2016","other",8181,"laucode","totalm2"
"840","2017","other",8356,"laucode","totalm2"
"840","2018","other",8251,"laucode","totalm2"
"860","2013","house",553221,"laucode","totalm2"
"860","2014","house",552116,"laucode","totalm2"
"860","2015","house",552378,"laucode","totalm2"
"860","2016","house",552462,"laucode","totalm2"
"860","2017","house",554364,"laucode","totalm2"
"860","2018","house",552916,"laucode","totalm2"
"860","2013","flat",144236,"laucode","totalm2"
"860","2014","flat",144462,"laucode","totalm2"
"860","2015","flat",147438,"laucode","totalm2"
"860","2016","flat",148583,"laucode","totalm2"
"860","2017","flat",150135,"laucode","totalm2"
"860","2018","flat",150432,"laucode","totalm2"
"860","2013","other",6114,"laucode","totalm2"
"860","2014","other",6230,"laucode","totalm2"
"860","2015","other",5953,"laucode","totalm2"
"860","2016","other",6260,"laucode","totalm2"
"860","2017","other",6260,"laucode","totalm2"
"860","2018","other",6260,"laucode","totalm2"
"861","2013","house",522358,"laucode","totalm2"
"861","2014","house",521296,"laucode","totalm2"
"861","2015","house",524591,"laucode","totalm2"
"861","2016","house",523106,"laucode","totalm2"
"861","2017","house",524064,"laucode","totalm2"
"861","2018","house",525714,"laucode","totalm2"
"861","2013","flat",93538,"laucode","totalm2"
"861","2014","flat",93921,"laucode","totalm2"
"861","2015","flat",93998,"laucode","totalm2"
"861","2016","flat",96588,"laucode","totalm2"
"861","2017","flat",99272,"laucode","totalm2"
"861","2018","flat",99762,"laucode","totalm2"
"861","2013","other",6203,"laucode","totalm2"
"861","2014","other",6203,"laucode","totalm2"
"861","2015","other",6513,"laucode","totalm2"
"861","2016","other",6513,"laucode","totalm2"
"861","2017","other",6824,"laucode","totalm2"
"861","2018","other",6824,"laucode","totalm2"
"862","2013","house",392738,"laucode","totalm2"
"862","2014","house",391652,"laucode","totalm2"
"862","2015","house",395240,"laucode","totalm2"
"862","2016","house",396509,"laucode","totalm2"
"862","2017","house",394688,"laucode","totalm2"
"862","2018","house",397264,"laucode","totalm2"
"862","2013","flat",77555,"laucode","totalm2"
"862","2014","flat",77680,"laucode","totalm2"
"862","2015","flat",78602,"laucode","totalm2"
"862","2016","flat",78516,"laucode","totalm2"
"862","2017","flat",77468,"laucode","totalm2"
"862","2018","flat",77504,"laucode","totalm2"
"862","2013","other",4902,"laucode","totalm2"
"862","2014","other",5283,"laucode","totalm2"
"862","2015","other",5283,"laucode","totalm2"
"862","2016","other",5358,"laucode","totalm2"
"862","2017","other",5358,"laucode","totalm2"
"862","2018","other",5358,"laucode","totalm2"
"880","2013","house",1629006,"laucode","totalm2"
"880","2014","house",1635442,"laucode","totalm2"
"880","2015","house",1650052,"laucode","totalm2"
"880","2016","house",1664177,"laucode","totalm2"
"880","2017","house",1676190,"laucode","totalm2"
"880","2018","house",1691310,"laucode","totalm2"
"880","2013","flat",1079898,"laucode","totalm2"
"880","2014","flat",1102790,"laucode","totalm2"
"880","2015","flat",1116372,"laucode","totalm2"
"880","2016","flat",1137430,"laucode","totalm2"
"880","2017","flat",1167594,"laucode","totalm2"
"880","2018","flat",1207783,"laucode","totalm2"
"880","2013","other",49882,"laucode","totalm2"
"880","2014","other",49776,"laucode","totalm2"
"880","2015","other",51870,"laucode","totalm2"
"880","2016","other",52594,"laucode","totalm2"
"880","2017","other",48812,"laucode","totalm2"
"880","2018","other",48922,"laucode","totalm2"
"881","2013","house",697114,"laucode","totalm2"
"881","2014","house",702194,"laucode","totalm2"
"881","2015","house",704829,"laucode","totalm2"
"881","2016","house",705020,"laucode","totalm2"
"881","2017","house",706414,"laucode","totalm2"
"881","2018","house",706170,"laucode","totalm2"
"881","2013","flat",243730,"laucode","totalm2"
"881","2014","flat",243805,"laucode","totalm2"
"881","2015","flat",244148,"laucode","totalm2"
"881","2016","flat",244531,"laucode","totalm2"
"881","2017","flat",246667,"laucode","totalm2"
"881","2018","flat",247465,"laucode","totalm2"
"881","2013","other",8416,"laucode","totalm2"
"881","2014","other",7209,"laucode","totalm2"
"881","2015","other",7209,"laucode","totalm2"
"881","2016","other",7502,"laucode","totalm2"
"881","2017","other",7502,"laucode","totalm2"
"881","2018","other",7922,"laucode","totalm2"
"882","2013","house",820686,"laucode","totalm2"
"882","2014","house",820284,"laucode","totalm2"
"882","2015","house",825344,"laucode","totalm2"
"882","2016","house",826904,"laucode","totalm2"
"882","2017","house",830799,"laucode","totalm2"
"882","2018","house",832164,"laucode","totalm2"
"882","2013","flat",384956,"laucode","totalm2"
"882","2014","flat",390776,"laucode","totalm2"
"882","2015","flat",391675,"laucode","totalm2"
"882","2016","flat",392456,"laucode","totalm2"
"882","2017","flat",394442,"laucode","totalm2"
"882","2018","flat",399394,"laucode","totalm2"
"882","2013","other",19956,"laucode","totalm2"
"882","2014","other",16904,"laucode","totalm2"
"882","2015","other",16854,"laucode","totalm2"
"882","2016","other",17197,"laucode","totalm2"
"882","2017","other",17562,"laucode","totalm2"
"882","2018","other",17940,"laucode","totalm2"
"883","2013","house",1098264,"laucode","totalm2"
"883","2014","house",1096604,"laucode","totalm2"
"883","2015","house",1101775,"laucode","totalm2"
"883","2016","house",1101718,"laucode","totalm2"
"883","2017","house",1108307,"laucode","totalm2"
"883","2018","house",1111551,"laucode","totalm2"
"883","2013","flat",568121,"laucode","totalm2"
"883","2014","flat",571055,"laucode","totalm2"
"883","2015","flat",575316,"laucode","totalm2"
"883","2016","flat",579524,"laucode","totalm2"
"883","2017","flat",581304,"laucode","totalm2"
"883","2018","flat",582326,"laucode","totalm2"
"883","2013","other",19328,"laucode","totalm2"
"883","2014","other",19549,"laucode","totalm2"
"883","2015","other",19594,"laucode","totalm2"
"883","2016","other",17760,"laucode","totalm2"
"883","2017","other",17792,"laucode","totalm2"
"883","2018","other",17320,"laucode","totalm2"
"884","2013","house",562193,"laucode","totalm2"
"884","2014","house",563974,"laucode","totalm2"
"884","2015","house",564036,"laucode","totalm2"
"884","2016","house",563278,"laucode","totalm2"
"884","2017","house",561864,"laucode","totalm2"
"884","2018","house",564333,"laucode","totalm2"
"884","2013","flat",156996,"laucode","totalm2"
"884","2014","flat",156996,"laucode","totalm2"
"884","2015","flat",157344,"laucode","totalm2"
"884","2016","flat",157561,"laucode","totalm2"
"884","2017","flat",157970,"laucode","totalm2"
"884","2018","flat",159203,"laucode","totalm2"
"884","2013","other",10044,"laucode","totalm2"
"884","2014","other",10044,"laucode","totalm2"
"884","2015","other",10004,"laucode","totalm2"
"884","2016","other",10120,"laucode","totalm2"
"884","2017","other",10120,"laucode","totalm2"
"884","2018","other",9944,"laucode","totalm2"
"885","2013","house",472040,"laucode","totalm2"
"885","2014","house",473695,"laucode","totalm2"
"885","2015","house",477503,"laucode","totalm2"
"885","2016","house",476274,"laucode","totalm2"
"885","2017","house",476995,"laucode","totalm2"
"885","2018","house",474944,"laucode","totalm2"
"885","2013","flat",66578,"laucode","totalm2"
"885","2014","flat",65510,"laucode","totalm2"
"885","2015","flat",65709,"laucode","totalm2"
"885","2016","flat",65896,"laucode","totalm2"
"885","2017","flat",66360,"laucode","totalm2"
"885","2018","flat",72322,"laucode","totalm2"
"885","2013","other",12676,"laucode","totalm2"
"885","2014","other",12928,"laucode","totalm2"
"885","2015","other",13450,"laucode","totalm2"
"885","2016","other",13994,"laucode","totalm2"
"885","2017","other",14079,"laucode","totalm2"
"885","2018","other",15999,"laucode","totalm2"
"980","2013","house",1861836,"laucode","totalm2"
"980","2014","house",1861488,"laucode","totalm2"
"980","2015","house",1859630,"laucode","totalm2"
"980","2016","house",1852039,"laucode","totalm2"
"980","2017","house",1857183,"laucode","totalm2"
"980","2018","house",1862478,"laucode","totalm2"
"980","2013","flat",587495,"laucode","totalm2"
"980","2014","flat",611666,"laucode","totalm2"
"980","2015","flat",615844,"laucode","totalm2"
"980","2016","flat",624856,"laucode","totalm2"
"980","2017","flat",634218,"laucode","totalm2"
"980","2018","flat",641370,"laucode","totalm2"
"980","2013","other",34268,"laucode","totalm2"
"980","2014","other",35770,"laucode","totalm2"
"980","2015","other",36985,"laucode","totalm2"
"980","2016","other",37584,"laucode","totalm2"
"980","2017","other",38440,"laucode","totalm2"
"980","2018","other",45904,"laucode","totalm2"
"1060","2013","house",464355,"laucode","totalm2"
"1060","2014","house",465063,"laucode","totalm2"
"1060","2015","house",467570,"laucode","totalm2"
"1060","2016","house",467956,"laucode","totalm2"
"1060","2017","house",470636,"laucode","totalm2"
"1060","2018","house",469892,"laucode","totalm2"
"1060","2013","flat",138514,"laucode","totalm2"
