"year","type","nuts","value","level","measure"
2024,"house","1814",1857,"laucode","price"
2013,"all","1860",554,"laucode","price"
2013,"flat","1860",2267,"laucode","price"
2013,"house","1860",481,"laucode","price"
2014,"all","1860",617,"laucode","price"
2014,"flat","1860",2525,"laucode","price"
2014,"house","1860",536,"laucode","price"
2015,"all","1860",702,"laucode","price"
2015,"flat","1860",2964,"laucode","price"
2015,"house","1860",610,"laucode","price"
2016,"all","1860",764,"laucode","price"
2016,"flat","1860",3225,"laucode","price"
2016,"house","1860",663,"laucode","price"
2017,"all","1860",817,"laucode","price"
2017,"flat","1860",3412,"laucode","price"
2017,"house","1860",702,"laucode","price"
2018,"all","1860",775,"laucode","price"
2018,"flat","1860",3237,"laucode","price"
2018,"house","1860",666,"laucode","price"
2019,"all","1860",769,"laucode","price"
2019,"flat","1860",3213,"laucode","price"
2019,"house","1860",661,"laucode","price"
2020,"all","1860",833,"laucode","price"
2020,"flat","1860",3447,"laucode","price"
2020,"house","1860",709,"laucode","price"
2021,"all","1860",987,"laucode","price"
2021,"flat","1860",4082,"laucode","price"
2021,"house","1860",840,"laucode","price"
2022,"all","1860",1027,"laucode","price"
2022,"flat","1860",4317,"laucode","price"
2022,"house","1860",874,"laucode","price"
2023,"all","1860",914,"laucode","price"
2023,"flat","1860",3838,"laucode","price"
2023,"house","1860",784,"laucode","price"
2024,"all","1860",911,"laucode","price"
2024,"flat","1860",3826,"laucode","price"
2024,"house","1860",782,"laucode","price"
2013,"all","1861",920,"laucode","price"
2013,"flat","1861",917,"laucode","price"
2013,"house","1861",830,"laucode","price"
2014,"all","1861",1025,"laucode","price"
2014,"flat","1861",1022,"laucode","price"
2014,"house","1861",924,"laucode","price"
2015,"all","1861",1167,"laucode","price"
2015,"flat","1861",1163,"laucode","price"
2015,"house","1861",1052,"laucode","price"
2016,"all","1861",1269,"laucode","price"
2016,"flat","1861",1265,"laucode","price"
2016,"house","1861",1145,"laucode","price"
2017,"all","1861",1343,"laucode","price"
2017,"flat","1861",1339,"laucode","price"
2017,"house","1861",1211,"laucode","price"
2018,"all","1861",1274,"laucode","price"
2018,"flat","1861",1270,"laucode","price"
2018,"house","1861",1149,"laucode","price"
2019,"all","1861",1265,"laucode","price"
2019,"flat","1861",1261,"laucode","price"
2019,"house","1861",1141,"laucode","price"
2020,"all","1861",1371,"laucode","price"
2020,"flat","1861",1352,"laucode","price"
2020,"house","1861",1234,"laucode","price"
2021,"all","1861",1623,"laucode","price"
2021,"flat","1861",1602,"laucode","price"
2021,"house","1861",1462,"laucode","price"
2022,"all","1861",1690,"laucode","price"
2022,"flat","1861",1668,"laucode","price"
2022,"house","1861",1522,"laucode","price"
2023,"all","1861",1503,"laucode","price"
2023,"flat","1861",1483,"laucode","price"
2023,"house","1861",1342,"laucode","price"
2024,"all","1861",1498,"laucode","price"
2024,"flat","1861",1478,"laucode","price"
2024,"house","1861",1337,"laucode","price"
2013,"all","1862",625,"laucode","price"
2013,"flat","1862",455,"laucode","price"
2013,"house","1862",550,"laucode","price"
2014,"all","1862",696,"laucode","price"
2014,"flat","1862",506,"laucode","price"
2014,"house","1862",612,"laucode","price"
2015,"all","1862",792,"laucode","price"
2015,"flat","1862",576,"laucode","price"
2015,"house","1862",697,"laucode","price"
2016,"all","1862",862,"laucode","price"
2016,"flat","1862",627,"laucode","price"
2016,"house","1862",758,"laucode","price"
2017,"all","1862",912,"laucode","price"
2017,"flat","1862",664,"laucode","price"
2017,"house","1862",802,"laucode","price"
2018,"all","1862",865,"laucode","price"
2018,"flat","1862",630,"laucode","price"
2018,"house","1862",768,"laucode","price"
2019,"all","1862",858,"laucode","price"
2019,"flat","1862",625,"laucode","price"
2019,"house","1862",762,"laucode","price"
2020,"all","1862",921,"laucode","price"
2020,"flat","1862",670,"laucode","price"
2020,"house","1862",810,"laucode","price"
2021,"all","1862",1090,"laucode","price"
2021,"flat","1862",794,"laucode","price"
2021,"house","1862",968,"laucode","price"
2022,"all","1862",1135,"laucode","price"
2022,"flat","1862",826,"laucode","price"
2022,"house","1862",1008,"laucode","price"
2023,"all","1862",1009,"laucode","price"
2023,"flat","1862",735,"laucode","price"
2023,"house","1862",896,"laucode","price"
2024,"all","1862",1006,"laucode","price"
2024,"flat","1862",732,"laucode","price"
2024,"house","1862",885,"laucode","price"
2013,"all","1863",401,"laucode","price"
2013,"flat","1863",2470,"laucode","price"
2013,"house","1863",324,"laucode","price"
2014,"all","1863",441,"laucode","price"
2014,"flat","1863",2800,"laucode","price"
2014,"house","1863",360,"laucode","price"
2015,"all","1863",503,"laucode","price"
2015,"flat","1863",3188,"laucode","price"
2015,"house","1863",414,"laucode","price"
2016,"all","1863",541,"laucode","price"
2016,"flat","1863",3349,"laucode","price"
2016,"house","1863",451,"laucode","price"
2017,"all","1863",572,"laucode","price"
2017,"flat","1863",3543,"laucode","price"
2017,"house","1863",472,"laucode","price"
2018,"all","1863",543,"laucode","price"
2018,"flat","1863",3362,"laucode","price"
2018,"house","1863",448,"laucode","price"
2019,"all","1863",539,"laucode","price"
2019,"flat","1863",3337,"laucode","price"
2019,"house","1863",445,"laucode","price"
2020,"all","1863",578,"laucode","price"
2020,"flat","1863",3579,"laucode","price"
2020,"house","1863",477,"laucode","price"
2021,"all","1863",685,"laucode","price"
2021,"flat","1863",4239,"laucode","price"
2021,"house","1863",565,"laucode","price"
2022,"all","1863",713,"laucode","price"
2022,"flat","1863",4413,"laucode","price"
2022,"house","1863",588,"laucode","price"
2023,"all","1863",634,"laucode","price"
2023,"flat","1863",3924,"laucode","price"
2023,"house","1863",523,"laucode","price"
2024,"all","1863",639,"laucode","price"
2024,"flat","1863",3911,"laucode","price"
2024,"house","1863",521,"laucode","price"
2013,"all","1864",541,"laucode","price"
2013,"flat","1864",3336,"laucode","price"
2013,"house","1864",462,"laucode","price"
2014,"all","1864",602,"laucode","price"
2014,"flat","1864",3715,"laucode","price"
2014,"house","1864",514,"laucode","price"
2015,"all","1864",685,"laucode","price"
2015,"flat","1864",4230,"laucode","price"
2015,"house","1864",586,"laucode","price"
2016,"all","1864",746,"laucode","price"
2016,"flat","1864",4602,"laucode","price"
2016,"house","1864",637,"laucode","price"
2017,"all","1864",789,"laucode","price"
2017,"flat","1864",4869,"laucode","price"
2017,"house","1864",674,"laucode","price"
2018,"all","1864",748,"laucode","price"
2018,"flat","1864",4620,"laucode","price"
2018,"house","1864",640,"laucode","price"
2019,"all","1864",743,"laucode","price"
2019,"flat","1864",4586,"laucode","price"
2019,"house","1864",635,"laucode","price"
2020,"all","1864",797,"laucode","price"
2020,"flat","1864",4918,"laucode","price"
2020,"house","1864",681,"laucode","price"
2021,"all","1864",944,"laucode","price"
2021,"flat","1864",5825,"laucode","price"
2021,"house","1864",806,"laucode","price"
2022,"all","1864",983,"laucode","price"
2022,"flat","1864",6065,"laucode","price"
2022,"house","1864",840,"laucode","price"
2023,"all","1864",864,"laucode","price"
2023,"flat","1864",5392,"laucode","price"
2023,"house","1864",740,"laucode","price"
2024,"all","1864",862,"laucode","price"
2024,"flat","1864",5375,"laucode","price"
2024,"house","1864",737,"laucode","price"
2013,"all","1880",2773,"laucode","price"
2013,"flat","1880",3622,"laucode","price"
2013,"house","1880",1762,"laucode","price"
2014,"all","1880",3088,"laucode","price"
2014,"flat","1880",4034,"laucode","price"
2014,"house","1880",1962,"laucode","price"
2015,"all","1880",3516,"laucode","price"
2015,"flat","1880",4592,"laucode","price"
2015,"house","1880",2233,"laucode","price"
2016,"all","1880",3826,"laucode","price"
2016,"flat","1880",4996,"laucode","price"
2016,"house","1880",2430,"laucode","price"
2017,"all","1880",4048,"laucode","price"
2017,"flat","1880",5286,"laucode","price"
2017,"house","1880",2571,"laucode","price"
2018,"all","1880",3885,"laucode","price"
2018,"flat","1880",5015,"laucode","price"
2018,"house","1880",2439,"laucode","price"
2019,"all","1880",3856,"laucode","price"
2019,"flat","1880",5052,"laucode","price"
2019,"house","1880",2422,"laucode","price"
2020,"all","1880",4136,"laucode","price"
2020,"flat","1880",5418,"laucode","price"
2020,"house","1880",2576,"laucode","price"
2021,"all","1880",4899,"laucode","price"
2021,"flat","1880",6417,"laucode","price"
2021,"house","1880",3051,"laucode","price"
2022,"all","1880",5160,"laucode","price"
2022,"flat","1880",6681,"laucode","price"
2022,"house","1880",3176,"laucode","price"
2023,"all","1880",4588,"laucode","price"
2023,"flat","1880",5940,"laucode","price"
2023,"house","1880",2847,"laucode","price"
2024,"all","1880",4573,"laucode","price"
2024,"flat","1880",6009,"laucode","price"
2024,"house","1880",2838,"laucode","price"
2013,"all","1881",1567,"laucode","price"
2013,"flat","1881",2116,"laucode","price"
2013,"house","1881",1320,"laucode","price"
2014,"all","1881",1745,"laucode","price"
2014,"flat","1881",2356,"laucode","price"
2014,"house","1881",1470,"laucode","price"
2015,"all","1881",1966,"laucode","price"
2015,"flat","1881",2682,"laucode","price"
2015,"house","1881",1674,"laucode","price"
2016,"all","1881",2162,"laucode","price"
2016,"flat","1881",2918,"laucode","price"
2016,"house","1881",1821,"laucode","price"
2017,"all","1881",2287,"laucode","price"
2017,"flat","1881",3088,"laucode","price"
2017,"house","1881",1927,"laucode","price"
2018,"all","1881",2170,"laucode","price"
2018,"flat","1881",2929,"laucode","price"
2018,"house","1881",1828,"laucode","price"
2019,"all","1881",2131,"laucode","price"
2019,"flat","1881",2908,"laucode","price"
2019,"house","1881",1815,"laucode","price"
2020,"all","1881",2286,"laucode","price"
2020,"flat","1881",3119,"laucode","price"
2020,"house","1881",1946,"laucode","price"
2021,"all","1881",2736,"laucode","price"
2021,"flat","1881",3694,"laucode","price"
2021,"house","1881",2305,"laucode","price"
2022,"all","1881",2849,"laucode","price"
2022,"flat","1881",3846,"laucode","price"
2022,"house","1881",2400,"laucode","price"
2023,"all","1881",2533,"laucode","price"
2023,"flat","1881",3419,"laucode","price"
2023,"house","1881",2134,"laucode","price"
2024,"all","1881",2524,"laucode","price"
2024,"flat","1881",3408,"laucode","price"
2024,"house","1881",2109,"laucode","price"
2013,"all","1882",1139,"laucode","price"
2013,"flat","1882",2306,"laucode","price"
2013,"house","1882",813,"laucode","price"
2014,"all","1882",1268,"laucode","price"
2014,"flat","1882",2568,"laucode","price"
2014,"house","1882",905,"laucode","price"
2015,"all","1882",1444,"laucode","price"
2015,"flat","1882",2923,"laucode","price"
2015,"house","1882",1039,"laucode","price"
2016,"all","1882",1571,"laucode","price"
2016,"flat","1882",3181,"laucode","price"
2016,"house","1882",1131,"laucode","price"
2017,"all","1882",1662,"laucode","price"
2017,"flat","1882",3365,"laucode","price"
2017,"house","1882",1197,"laucode","price"
2018,"all","1882",1577,"laucode","price"
2018,"flat","1882",3193,"laucode","price"
2018,"house","1882",1135,"laucode","price"
2019,"all","1882",1566,"laucode","price"
2019,"flat","1882",3169,"laucode","price"
2019,"house","1882",1127,"laucode","price"
2020,"all","1882",1696,"laucode","price"
2020,"flat","1882",3399,"laucode","price"
2020,"house","1882",1209,"laucode","price"
2021,"all","1882",2009,"laucode","price"
2021,"flat","1882",4026,"laucode","price"
2021,"house","1882",1432,"laucode","price"
2022,"all","1882",2092,"laucode","price"
2022,"flat","1882",4191,"laucode","price"
2022,"house","1882",1490,"laucode","price"
2023,"all","1882",1860,"laucode","price"
2023,"flat","1882",3727,"laucode","price"
2023,"house","1882",1325,"laucode","price"
2024,"all","1882",1854,"laucode","price"
2024,"flat","1882",3714,"laucode","price"
2024,"house","1882",1321,"laucode","price"
2013,"all","1883",1123,"laucode","price"
2013,"flat","1883",1590,"laucode","price"
2013,"house","1883",874,"laucode","price"
2014,"all","1883",1250,"laucode","price"
2014,"flat","1883",1771,"laucode","price"
2014,"house","1883",973,"laucode","price"
2015,"all","1883",1424,"laucode","price"
2015,"flat","1883",2016,"laucode","price"
2015,"house","1883",1108,"laucode","price"
2016,"all","1883",1549,"laucode","price"
2016,"flat","1883",2194,"laucode","price"
2016,"house","1883",1205,"laucode","price"
2017,"all","1883",1639,"laucode","price"
2017,"flat","1883",2321,"laucode","price"
2017,"house","1883",1275,"laucode","price"
2018,"all","1883",1555,"laucode","price"
2018,"flat","1883",2202,"laucode","price"
2018,"house","1883",1210,"laucode","price"
2019,"all","1883",1543,"laucode","price"
2019,"flat","1883",2186,"laucode","price"
2019,"house","1883",1201,"laucode","price"
2020,"all","1883",1655,"laucode","price"
2020,"flat","1883",2308,"laucode","price"
2020,"house","1883",1288,"laucode","price"
2021,"all","1883",1961,"laucode","price"
2021,"flat","1883",2733,"laucode","price"
2021,"house","1883",1525,"laucode","price"
2022,"all","1883",2041,"laucode","price"
2022,"flat","1883",2846,"laucode","price"
2022,"house","1883",1588,"laucode","price"
2023,"all","1883",1815,"laucode","price"
2023,"flat","1883",2530,"laucode","price"
2023,"house","1883",1412,"laucode","price"
2024,"all","1883",1809,"laucode","price"
2024,"flat","1883",2522,"laucode","price"
2024,"house","1883",1395,"laucode","price"
2013,"all","1884",860,"laucode","price"
2013,"flat","1884",397,"laucode","price"
2013,"house","1884",871,"laucode","price"
2014,"all","1884",957,"laucode","price"
2014,"flat","1884",442,"laucode","price"
2014,"house","1884",970,"laucode","price"
2015,"all","1884",1090,"laucode","price"
2015,"flat","1884",503,"laucode","price"
2015,"house","1884",1105,"laucode","price"
2016,"all","1884",1186,"laucode","price"
2016,"flat","1884",548,"laucode","price"
2016,"house","1884",1202,"laucode","price"
2017,"all","1884",1268,"laucode","price"
2017,"flat","1884",579,"laucode","price"
2017,"house","1884",1283,"laucode","price"
2018,"all","1884",1203,"laucode","price"
2018,"flat","1884",550,"laucode","price"
2018,"house","1884",1217,"laucode","price"
2019,"all","1884",1194,"laucode","price"
2019,"flat","1884",546,"laucode","price"
2019,"house","1884",1208,"laucode","price"
2020,"all","1884",1280,"laucode","price"
2020,"flat","1884",585,"laucode","price"
2020,"house","1884",1296,"laucode","price"
2021,"all","1884",1516,"laucode","price"
2021,"flat","1884",693,"laucode","price"
2021,"house","1884",1535,"laucode","price"
2022,"all","1884",1579,"laucode","price"
2022,"flat","1884",722,"laucode","price"
2022,"house","1884",1598,"laucode","price"
2023,"all","1884",1404,"laucode","price"
2023,"flat","1884",642,"laucode","price"
2023,"house","1884",1421,"laucode","price"
2024,"all","1884",1399,"laucode","price"
2024,"flat","1884",639,"laucode","price"
2024,"house","1884",1416,"laucode","price"
2013,"all","1885",748,"laucode","price"
2013,"flat","1885",796,"laucode","price"
2013,"house","1885",736,"laucode","price"
2014,"all","1885",833,"laucode","price"
2014,"flat","1885",887,"laucode","price"
2014,"house","1885",820,"laucode","price"
2015,"all","1885",948,"laucode","price"
2015,"flat","1885",1010,"laucode","price"
2015,"house","1885",934,"laucode","price"
2016,"all","1885",1032,"laucode","price"
2016,"flat","1885",1098,"laucode","price"
2016,"house","1885",1016,"laucode","price"
2017,"all","1885",1092,"laucode","price"
2017,"flat","1885",1162,"laucode","price"
2017,"house","1885",1075,"laucode","price"
2018,"all","1885",1046,"laucode","price"
2018,"flat","1885",1103,"laucode","price"
2018,"house","1885",1029,"laucode","price"
2019,"all","1885",1039,"laucode","price"
2019,"flat","1885",1095,"laucode","price"
2019,"house","1885",1021,"laucode","price"
2020,"all","1885",1114,"laucode","price"
2020,"flat","1885",1174,"laucode","price"
2020,"house","1885",1095,"laucode","price"
2021,"all","1885",1320,"laucode","price"
2021,"flat","1885",1390,"laucode","price"
2021,"house","1885",1297,"laucode","price"
2022,"all","1885",1374,"laucode","price"
2022,"flat","1885",1448,"laucode","price"
2022,"house","1885",1350,"laucode","price"
2023,"all","1885",1221,"laucode","price"
2023,"flat","1885",1287,"laucode","price"
2023,"house","1885",1190,"laucode","price"
2024,"all","1885",1217,"laucode","price"
2024,"flat","1885",1283,"laucode","price"
2024,"house","1885",1197,"laucode","price"
2013,"all","1904",521,"laucode","price"
2013,"flat","1904",467,"laucode","price"
2013,"house","1904",544,"laucode","price"
2014,"all","1904",580,"laucode","price"
2014,"flat","1904",520,"laucode","price"
2014,"house","1904",606,"laucode","price"
2015,"all","1904",660,"laucode","price"
2015,"flat","1904",592,"laucode","price"
2015,"house","1904",690,"laucode","price"
2016,"all","1904",718,"laucode","price"
2016,"flat","1904",644,"laucode","price"
2016,"house","1904",751,"laucode","price"
2017,"all","1904",760,"laucode","price"
2017,"flat","1904",682,"laucode","price"
2017,"house","1904",794,"laucode","price"
2018,"all","1904",721,"laucode","price"
2018,"flat","1904",647,"laucode","price"
2018,"house","1904",754,"laucode","price"
2019,"all","1904",716,"laucode","price"
2019,"flat","1904",642,"laucode","price"
2019,"house","1904",748,"laucode","price"
2020,"all","1904",768,"laucode","price"
2020,"flat","1904",689,"laucode","price"
2020,"house","1904",802,"laucode","price"
2021,"all","1904",909,"laucode","price"
2021,"flat","1904",815,"laucode","price"
2021,"house","1904",950,"laucode","price"
2022,"all","1904",946,"laucode","price"
2022,"flat","1904",849,"laucode","price"
2022,"house","1904",989,"laucode","price"
2023,"all","1904",841,"laucode","price"
2023,"flat","1904",755,"laucode","price"
2023,"house","1904",880,"laucode","price"
2024,"all","1904",839,"laucode","price"
2024,"flat","1904",752,"laucode","price"
2024,"house","1904",877,"laucode","price"
2013,"all","1907",947,"laucode","price"
2013,"flat","1907",1195,"laucode","price"
2013,"house","1907",878,"laucode","price"
2014,"all","1907",1054,"laucode","price"
2014,"flat","1907",1331,"laucode","price"
2014,"house","1907",970,"laucode","price"
2015,"all","1907",1200,"laucode","price"
2015,"flat","1907",1516,"laucode","price"
2015,"house","1907",1104,"laucode","price"
2016,"all","1907",1306,"laucode","price"
2016,"flat","1907",1649,"laucode","price"
2016,"house","1907",1201,"laucode","price"
2017,"all","1907",1382,"laucode","price"
2017,"flat","1907",1745,"laucode","price"
2017,"house","1907",1282,"laucode","price"
2018,"all","1907",1311,"laucode","price"
2018,"flat","1907",1655,"laucode","price"
2018,"house","1907",1216,"laucode","price"
2019,"all","1907",1301,"laucode","price"
2019,"flat","1907",1643,"laucode","price"
2019,"house","1907",1207,"laucode","price"
2020,"all","1907",1396,"laucode","price"
2020,"flat","1907",1762,"laucode","price"
2020,"house","1907",1295,"laucode","price"
2021,"all","1907",1653,"laucode","price"
2021,"flat","1907",2087,"laucode","price"
2021,"house","1907",1534,"laucode","price"
2022,"all","1907",1721,"laucode","price"
2022,"flat","1907",2173,"laucode","price"
2022,"house","1907",1597,"laucode","price"
2023,"all","1907",1530,"laucode","price"
2023,"flat","1907",1932,"laucode","price"
2023,"house","1907",1420,"laucode","price"
2024,"all","1907",1525,"laucode","price"
2024,"flat","1907",1926,"laucode","price"
2024,"house","1907",1415,"laucode","price"
2013,"all","1960",1189,"laucode","price"
2013,"flat","1960",3139,"laucode","price"
2013,"house","1960",1006,"laucode","price"
2014,"all","1960",1324,"laucode","price"
2014,"flat","1960",3496,"laucode","price"
2014,"house","1960",1121,"laucode","price"
2015,"all","1960",1508,"laucode","price"
2015,"flat","1960",3980,"laucode","price"
2015,"house","1960",1276,"laucode","price"
2016,"all","1960",1641,"laucode","price"
2016,"flat","1960",4331,"laucode","price"
2016,"house","1960",1388,"laucode","price"
2017,"all","1960",1736,"laucode","price"
2017,"flat","1960",4582,"laucode","price"
2017,"house","1960",1469,"laucode","price"
2018,"all","1960",1647,"laucode","price"
2018,"flat","1960",4347,"laucode","price"
2018,"house","1960",1393,"laucode","price"
2019,"all","1960",1635,"laucode","price"
2019,"flat","1960",4315,"laucode","price"
2019,"house","1960",1395,"laucode","price"
2020,"all","1960",1753,"laucode","price"
2020,"flat","1960",4628,"laucode","price"
2020,"house","1960",1496,"laucode","price"
2021,"all","1960",2077,"laucode","price"
2021,"flat","1960",5481,"laucode","price"
2021,"house","1960",1772,"laucode","price"
2022,"all","1960",2184,"laucode","price"
2022,"flat","1960",5707,"laucode","price"
2022,"house","1960",1845,"laucode","price"
2023,"all","1960",1942,"laucode","price"
2023,"flat","1960",5074,"laucode","price"
2023,"house","1960",1641,"laucode","price"
2024,"all","1960",1936,"laucode","price"
2024,"flat","1960",5057,"laucode","price"
2024,"house","1960",1635,"laucode","price"
2013,"all","1961",1244,"laucode","price"
2013,"flat","1961",1034,"laucode","price"
2013,"house","1961",1178,"laucode","price"
2014,"all","1961",1385,"laucode","price"
2014,"flat","1961",1170,"laucode","price"
2014,"house","1961",1311,"laucode","price"
2015,"all","1961",1577,"laucode","price"
2015,"flat","1961",1332,"laucode","price"
2015,"house","1961",1493,"laucode","price"
2016,"all","1961",1716,"laucode","price"
2016,"flat","1961",1426,"laucode","price"
2016,"house","1961",1624,"laucode","price"
2017,"all","1961",1816,"laucode","price"
2017,"flat","1961",1509,"laucode","price"
2017,"house","1961",1719,"laucode","price"
2018,"all","1961",1723,"laucode","price"
2018,"flat","1961",1455,"laucode","price"
2018,"house","1961",1631,"laucode","price"
2019,"all","1961",1729,"laucode","price"
2019,"flat","1961",1421,"laucode","price"
2019,"house","1961",1619,"laucode","price"
2020,"all","1961",1855,"laucode","price"
2020,"flat","1961",1524,"laucode","price"
2020,"house","1961",1736,"laucode","price"
2021,"all","1961",2196,"laucode","price"
2021,"flat","1961",1805,"laucode","price"
2021,"house","1961",2074,"laucode","price"
2022,"all","1961",2287,"laucode","price"
2022,"flat","1961",1879,"laucode","price"
2022,"house","1961",2159,"laucode","price"
2023,"all","1961",2033,"laucode","price"
2023,"flat","1961",1671,"laucode","price"
2023,"house","1961",1920,"laucode","price"
2024,"all","1961",2026,"laucode","price"
2024,"flat","1961",1665,"laucode","price"
2024,"house","1961",1897,"laucode","price"
2013,"all","1962",889,"laucode","price"
2013,"flat","1962",1746,"laucode","price"
2013,"house","1962",570,"laucode","price"
2014,"all","1962",990,"laucode","price"
2014,"flat","1962",1944,"laucode","price"
2014,"house","1962",635,"laucode","price"
2015,"all","1962",1127,"laucode","price"
2015,"flat","1962",2213,"laucode","price"
2015,"house","1962",723,"laucode","price"
2016,"all","1962",1227,"laucode","price"
2016,"flat","1962",2446,"laucode","price"
2016,"house","1962",787,"laucode","price"
2017,"all","1962",1298,"laucode","price"
2017,"flat","1962",2588,"laucode","price"
2017,"house","1962",840,"laucode","price"
2018,"all","1962",1231,"laucode","price"
2018,"flat","1962",2455,"laucode","price"
2018,"house","1962",790,"laucode","price"
2019,"all","1962",1222,"laucode","price"
2019,"flat","1962",2437,"laucode","price"
2019,"house","1962",784,"laucode","price"
2020,"all","1962",1311,"laucode","price"
2020,"flat","1962",2614,"laucode","price"
2020,"house","1962",841,"laucode","price"
2021,"all","1962",1553,"laucode","price"
2021,"flat","1962",3096,"laucode","price"
2021,"house","1962",996,"laucode","price"
2022,"all","1962",1616,"laucode","price"
2022,"flat","1962",3223,"laucode","price"
2022,"house","1962",1037,"laucode","price"
2023,"all","1962",1437,"laucode","price"
2023,"flat","1962",2866,"laucode","price"
2023,"house","1962",922,"laucode","price"
2024,"all","1962",1433,"laucode","price"
2024,"flat","1962",2856,"laucode","price"
2024,"house","1962",919,"laucode","price"
2013,"all","1980",2544,"laucode","price"
2013,"flat","1980",3266,"laucode","price"
2013,"house","1980",1825,"laucode","price"
2014,"all","1980",2833,"laucode","price"
2014,"flat","1980",3637,"laucode","price"
2014,"house","1980",2032,"laucode","price"
2015,"all","1980",3225,"laucode","price"
2015,"flat","1980",4140,"laucode","price"
2015,"house","1980",2314,"laucode","price"
2016,"all","1980",3509,"laucode","price"
2016,"flat","1980",4505,"laucode","price"
2016,"house","1980",2517,"laucode","price"
2017,"all","1980",3712,"laucode","price"
2017,"flat","1980",4766,"laucode","price"
2017,"house","1980",2663,"laucode","price"
2018,"all","1980",3522,"laucode","price"
2018,"flat","1980",4522,"laucode","price"
2018,"house","1980",2527,"laucode","price"
2019,"all","1980",3536,"laucode","price"
2019,"flat","1980",4554,"laucode","price"
2019,"house","1980",2489,"laucode","price"
2020,"all","1980",3792,"laucode","price"
2020,"flat","1980",4884,"laucode","price"
2020,"house","1980",2669,"laucode","price"
2021,"all","1980",4491,"laucode","price"
2021,"flat","1980",5784,"laucode","price"
2021,"house","1980",3161,"laucode","price"
2022,"all","1980",4676,"laucode","price"
2022,"flat","1980",6022,"laucode","price"
2022,"house","1980",3291,"laucode","price"
2023,"all","1980",4205,"laucode","price"
2023,"flat","1980",5433,"laucode","price"
2023,"house","1980",2926,"laucode","price"
2024,"all","1980",4191,"laucode","price"
2024,"flat","1980",5416,"laucode","price"
2024,"house","1980",2917,"laucode","price"
2013,"all","1981",1207,"laucode","price"
2013,"flat","1981",1669,"laucode","price"
2013,"house","1981",1023,"laucode","price"
2014,"all","1981",1344,"laucode","price"
2014,"flat","1981",1859,"laucode","price"
2014,"house","1981",1139,"laucode","price"
2015,"all","1981",1530,"laucode","price"
2015,"flat","1981",2116,"laucode","price"
2015,"house","1981",1297,"laucode","price"
2016,"all","1981",1665,"laucode","price"
2016,"flat","1981",2302,"laucode","price"
2016,"house","1981",1411,"laucode","price"
2017,"all","1981",1761,"laucode","price"
2017,"flat","1981",2436,"laucode","price"
2017,"house","1981",1493,"laucode","price"
2018,"all","1981",1671,"laucode","price"
2018,"flat","1981",2311,"laucode","price"
2018,"house","1981",1417,"laucode","price"
2019,"all","1981",1659,"laucode","price"
2019,"flat","1981",2294,"laucode","price"
2019,"house","1981",1418,"laucode","price"
2020,"all","1981",1798,"laucode","price"
2020,"flat","1981",2461,"laucode","price"
2020,"house","1981",1521,"laucode","price"
2021,"all","1981",2129,"laucode","price"
2021,"flat","1981",2914,"laucode","price"
2021,"house","1981",1802,"laucode","price"
2022,"all","1981",2217,"laucode","price"
2022,"flat","1981",3034,"laucode","price"
2022,"house","1981",1876,"laucode","price"
2023,"all","1981",1971,"laucode","price"
2023,"flat","1981",2698,"laucode","price"
2023,"house","1981",1668,"laucode","price"
2024,"all","1981",1965,"laucode","price"
2024,"flat","1981",2689,"laucode","price"
2024,"house","1981",1662,"laucode","price"
2013,"all","1982",497,"laucode","price"
2013,"flat","1982",395,"laucode","price"
2013,"house","1982",633,"laucode","price"
2014,"all","1982",554,"laucode","price"
2014,"flat","1982",440,"laucode","price"
2014,"house","1982",705,"laucode","price"
2015,"all","1982",630,"laucode","price"
2015,"flat","1982",501,"laucode","price"
2015,"house","1982",803,"laucode","price"
2016,"all","1982",686,"laucode","price"
2016,"flat","1982",545,"laucode","price"
2016,"house","1982",874,"laucode","price"
2017,"all","1982",726,"laucode","price"
2017,"flat","1982",576,"laucode","price"
2017,"house","1982",924,"laucode","price"
2018,"all","1982",689,"laucode","price"
2018,"flat","1982",547,"laucode","price"
2018,"house","1982",877,"laucode","price"
2019,"all","1982",684,"laucode","price"
2019,"flat","1982",543,"laucode","price"
2019,"house","1982",870,"laucode","price"
2020,"all","1982",733,"laucode","price"
2020,"flat","1982",582,"laucode","price"
2020,"house","1982",934,"laucode","price"
2021,"all","1982",868,"laucode","price"
2021,"flat","1982",689,"laucode","price"
2021,"house","1982",1106,"laucode","price"
2022,"all","1982",904,"laucode","price"
2022,"flat","1982",718,"laucode","price"
2022,"house","1982",1141,"laucode","price"
2023,"all","1982",804,"laucode","price"
2023,"flat","1982",638,"laucode","price"
2023,"house","1982",1015,"laucode","price"
2024,"all","1982",801,"laucode","price"
2024,"flat","1982",636,"laucode","price"
2024,"house","1982",1012,"laucode","price"
2013,"all","1983",1014,"laucode","price"
2013,"flat","1983",1018,"laucode","price"
2013,"house","1983",1049,"laucode","price"
2014,"all","1983",1129,"laucode","price"
2014,"flat","1983",1134,"laucode","price"
2014,"house","1983",1169,"laucode","price"
2015,"all","1983",1285,"laucode","price"
2015,"flat","1983",1291,"laucode","price"
2015,"house","1983",1330,"laucode","price"
2016,"all","1983",1399,"laucode","price"
2016,"flat","1983",1404,"laucode","price"
2016,"house","1983",1447,"laucode","price"
2017,"all","1983",1480,"laucode","price"
