nuts,year,type.of.building,value,level
1480,2015,flat,66.1,laucode
1480,2016,flat,66,laucode
1480,2017,flat,66,laucode
1480,2018,flat,65.9,laucode
1480,2013,other,68.8,laucode
1480,2014,other,69.5,laucode
1480,2015,other,69.3,laucode
1480,2016,other,70.3,laucode
1480,2017,other,70.5,laucode
1480,2018,other,70.6,laucode
1481,2013,house,119.1,laucode
1481,2014,house,119.2,laucode
1481,2015,house,119.3,laucode
1481,2016,house,119.4,laucode
1481,2017,house,119.4,laucode
1481,2018,house,119.5,laucode
1481,2013,flat,66.2,laucode
1481,2014,flat,66.1,laucode
1481,2015,flat,66.3,laucode
1481,2016,flat,66.2,laucode
1481,2017,flat,65.6,laucode
1481,2018,flat,65.3,laucode
1481,2013,other,70.7,laucode
1481,2014,other,70.6,laucode
1481,2015,other,69.4,laucode
1481,2016,other,68.8,laucode
1481,2017,other,68.7,laucode
1481,2018,other,68.2,laucode
1482,2013,house,114.4,laucode
1482,2014,house,114.5,laucode
1482,2015,house,114.9,laucode
1482,2016,house,114.8,laucode
1482,2017,house,115.3,laucode
1482,2018,house,115.6,laucode
1482,2013,flat,70.1,laucode
1482,2014,flat,70,laucode
1482,2015,flat,69.8,laucode
1482,2016,flat,69.6,laucode
1482,2017,flat,69.4,laucode
1482,2018,flat,69.2,laucode
1482,2013,other,80.1,laucode
1482,2014,other,77.8,laucode
1482,2015,other,77.9,laucode
1482,2016,other,78.5,laucode
1482,2017,other,76.8,laucode
1482,2018,other,76.8,laucode
1484,2013,house,112.9,laucode
1484,2014,house,113.3,laucode
1484,2015,house,113,laucode
1484,2016,house,113.1,laucode
1484,2017,house,113.1,laucode
1484,2018,house,113,laucode
1484,2013,flat,67.1,laucode
1484,2014,flat,67.4,laucode
1484,2015,flat,67.3,laucode
1484,2016,flat,67.1,laucode
1484,2017,flat,67.3,laucode
1484,2018,flat,67.1,laucode
1484,2013,other,65,laucode
1484,2014,other,64.5,laucode
1484,2015,other,65.6,laucode
1484,2016,other,67.5,laucode
1484,2017,other,66.7,laucode
1484,2018,other,66.4,laucode
1485,2013,house,116.7,laucode
1485,2014,house,116.6,laucode
1485,2015,house,116.6,laucode
1485,2016,house,116.5,laucode
1485,2017,house,116.5,laucode
1485,2018,house,116.5,laucode
1485,2013,flat,63.7,laucode
1485,2014,flat,63.7,laucode
1485,2015,flat,63.9,laucode
1485,2016,flat,63.9,laucode
1485,2017,flat,63.9,laucode
1485,2018,flat,63.9,laucode
1485,2013,other,72.8,laucode
1485,2014,other,73.5,laucode
1485,2015,other,73,laucode
1485,2016,other,73.3,laucode
1485,2017,other,73.2,laucode
1485,2018,other,73.2,laucode
1486,2013,house,110.5,laucode
1486,2014,house,110.8,laucode
1486,2015,house,110.7,laucode
1486,2016,house,109.4,laucode
1486,2017,house,109.9,laucode
1486,2018,house,109.8,laucode
1486,2013,flat,66.7,laucode
1486,2014,flat,66.7,laucode
1486,2015,flat,66.7,laucode
1486,2016,flat,66.2,laucode
1486,2017,flat,66.1,laucode
1486,2018,flat,66.4,laucode
1486,2013,other,84.2,laucode
1486,2014,other,81.7,laucode
1486,2015,other,79.6,laucode
1486,2016,other,77.9,laucode
1486,2017,other,77.2,laucode
1486,2018,other,77.2,laucode
1487,2013,house,118.5,laucode
1487,2014,house,118.4,laucode
1487,2015,house,118.4,laucode
1487,2016,house,118.4,laucode
1487,2017,house,118.1,laucode
1487,2018,house,117.9,laucode
1487,2013,flat,68.4,laucode
1487,2014,flat,68.5,laucode
1487,2015,flat,68.6,laucode
1487,2016,flat,68.6,laucode
1487,2017,flat,68.7,laucode
1487,2018,flat,68.8,laucode
1487,2013,other,78,laucode
1487,2014,other,77.4,laucode
1487,2015,other,78.1,laucode
1487,2016,other,78.2,laucode
1487,2017,other,74.6,laucode
1487,2018,other,73.5,laucode
1488,2013,house,122.7,laucode
1488,2014,house,122.9,laucode
1488,2015,house,123.4,laucode
1488,2016,house,123.1,laucode
1488,2017,house,122.9,laucode
1488,2018,house,122.9,laucode
1488,2013,flat,63.6,laucode
1488,2014,flat,63.6,laucode
1488,2015,flat,64.1,laucode
1488,2016,flat,64.1,laucode
1488,2017,flat,64.2,laucode
1488,2018,flat,64.2,laucode
1488,2013,other,72.3,laucode
1488,2014,other,71.9,laucode
1488,2015,other,71.3,laucode
1488,2016,other,70.6,laucode
1488,2017,other,70.6,laucode
1488,2018,other,70.7,laucode
1489,2013,house,119.3,laucode
1489,2014,house,119.5,laucode
1489,2015,house,119.8,laucode
1489,2016,house,119.8,laucode
1489,2017,house,120.2,laucode
1489,2018,house,120,laucode
1489,2013,flat,68.7,laucode
1489,2014,flat,69,laucode
1489,2015,flat,68.9,laucode
1489,2016,flat,68.9,laucode
1489,2017,flat,68.8,laucode
1489,2018,flat,68.8,laucode
1489,2013,other,70.5,laucode
1489,2014,other,70.4,laucode
1489,2015,other,69.1,laucode
1489,2016,other,69.2,laucode
1489,2017,other,69,laucode
1489,2018,other,68.6,laucode
1490,2013,house,121.7,laucode
1490,2014,house,121.7,laucode
1490,2015,house,121.6,laucode
1490,2016,house,121.6,laucode
1490,2017,house,121.5,laucode
1490,2018,house,121.6,laucode
1490,2013,flat,65.5,laucode
1490,2014,flat,65.5,laucode
1490,2015,flat,65.6,laucode
1490,2016,flat,65.6,laucode
1490,2017,flat,65.6,laucode
1490,2018,flat,65.7,laucode
1490,2013,other,66.5,laucode
1490,2014,other,68.6,laucode
1490,2015,other,68.8,laucode
1490,2016,other,70,laucode
1490,2017,other,69.9,laucode
1490,2018,other,70.8,laucode
1491,2013,house,122.2,laucode
1491,2014,house,122.2,laucode
1491,2015,house,122.1,laucode
1491,2016,house,122.2,laucode
1491,2017,house,122.2,laucode
1491,2018,house,122.1,laucode
1491,2013,flat,65.6,laucode
1491,2014,flat,65.6,laucode
1491,2015,flat,65.7,laucode
1491,2016,flat,65.8,laucode
1491,2017,flat,65.8,laucode
1491,2018,flat,65.8,laucode
1491,2013,other,66.3,laucode
1491,2014,other,66.3,laucode
1491,2015,other,66.5,laucode
1491,2016,other,66.8,laucode
1491,2017,other,68.1,laucode
1491,2018,other,68.3,laucode
1492,2013,house,119.7,laucode
1492,2014,house,119.7,laucode
1492,2015,house,120,laucode
1492,2016,house,120.1,laucode
1492,2017,house,120,laucode
1492,2018,house,119.8,laucode
1492,2013,flat,66.1,laucode
1492,2014,flat,66.1,laucode
1492,2015,flat,66.1,laucode
1492,2016,flat,66.1,laucode
1492,2017,flat,66.1,laucode
1492,2018,flat,66.1,laucode
1492,2013,other,79.4,laucode
1492,2014,other,79.9,laucode
1492,2015,other,79.1,laucode
1492,2016,other,79.9,laucode
1492,2017,other,79.8,laucode
1492,2018,other,79.8,laucode
1493,2013,house,119,laucode
1493,2014,house,118.8,laucode
1493,2015,house,118.9,laucode
1493,2016,house,118.9,laucode
1493,2017,house,118.7,laucode
1493,2018,house,118.7,laucode
1493,2013,flat,67.3,laucode
1493,2014,flat,67.5,laucode
1493,2015,flat,67.5,laucode
1493,2016,flat,67.6,laucode
1493,2017,flat,67.6,laucode
1493,2018,flat,67.6,laucode
1493,2013,other,78.7,laucode
1493,2014,other,78.3,laucode
1493,2015,other,78.3,laucode
1493,2016,other,78.3,laucode
1493,2017,other,77.4,laucode
1493,2018,other,69.4,laucode
1494,2013,house,124,laucode
1494,2014,house,124.1,laucode
1494,2015,house,123.9,laucode
1494,2016,house,123.9,laucode
1494,2017,house,123.9,laucode
1494,2018,house,123.9,laucode
1494,2013,flat,66.9,laucode
1494,2014,flat,66.9,laucode
1494,2015,flat,66.9,laucode
1494,2016,flat,66.8,laucode
1494,2017,flat,66.9,laucode
1494,2018,flat,66.8,laucode
1494,2013,other,79.9,laucode
1494,2014,other,80.1,laucode
1494,2015,other,79.7,laucode
1494,2016,other,79.7,laucode
1494,2017,other,78,laucode
1494,2018,other,77.6,laucode
1495,2013,house,123.1,laucode
1495,2014,house,123.2,laucode
1495,2015,house,123.2,laucode
1495,2016,house,123.3,laucode
1495,2017,house,123.3,laucode
1495,2018,house,123.4,laucode
1495,2013,flat,69.7,laucode
1495,2014,flat,69.7,laucode
1495,2015,flat,69.8,laucode
1495,2016,flat,69.7,laucode
1495,2017,flat,69.9,laucode
1495,2018,flat,69.7,laucode
1495,2013,other,70.1,laucode
1495,2014,other,69.4,laucode
1495,2015,other,69.4,laucode
1495,2016,other,69.4,laucode
1495,2017,other,69.5,laucode
1495,2018,other,69.1,laucode
1496,2013,house,124.1,laucode
1496,2014,house,124.1,laucode
1496,2015,house,124.3,laucode
1496,2016,house,124.1,laucode
1496,2017,house,124.2,laucode
1496,2018,house,124.1,laucode
1496,2013,flat,68.4,laucode
1496,2014,flat,68.4,laucode
1496,2015,flat,68.4,laucode
1496,2016,flat,68.5,laucode
1496,2017,flat,68.3,laucode
1496,2018,flat,68.5,laucode
1496,2013,other,70,laucode
1496,2014,other,70.2,laucode
1496,2015,other,70.1,laucode
1496,2016,other,69.7,laucode
1496,2017,other,68.5,laucode
1496,2018,other,68,laucode
1497,2013,house,123.3,laucode
1497,2014,house,123.1,laucode
1497,2015,house,122.7,laucode
1497,2016,house,122.9,laucode
1497,2017,house,122.6,laucode
1497,2018,house,122.5,laucode
1497,2013,flat,69.3,laucode
1497,2014,flat,69.5,laucode
1497,2015,flat,69.5,laucode
1497,2016,flat,69.5,laucode
1497,2017,flat,69.5,laucode
1497,2018,flat,69.5,laucode
1497,2013,other,76.8,laucode
1497,2014,other,78.6,laucode
1497,2015,other,79.7,laucode
1497,2016,other,79.7,laucode
1497,2017,other,78.7,laucode
1497,2018,other,78.7,laucode
1498,2013,house,118.8,laucode
1498,2014,house,118.9,laucode
1498,2015,house,118.7,laucode
1498,2016,house,118.8,laucode
1498,2017,house,118.5,laucode
1498,2018,house,118.9,laucode
1498,2013,flat,67.5,laucode
1498,2014,flat,67.5,laucode
1498,2015,flat,67.4,laucode
1498,2016,flat,67.4,laucode
1498,2017,flat,67.4,laucode
1498,2018,flat,67.3,laucode
1498,2013,other,88.2,laucode
1498,2014,other,88.2,laucode
1498,2015,other,87.2,laucode
1498,2016,other,87.2,laucode
1498,2017,other,87.2,laucode
1498,2018,other,87.8,laucode
1499,2013,house,124.1,laucode
1499,2014,house,123.9,laucode
1499,2015,house,124.1,laucode
1499,2016,house,124,laucode
1499,2017,house,124,laucode
1499,2018,house,124.1,laucode
1499,2013,flat,66.8,laucode
1499,2014,flat,67.1,laucode
1499,2015,flat,67.1,laucode
1499,2016,flat,67.2,laucode
1499,2017,flat,67.2,laucode
1499,2018,flat,67.1,laucode
1499,2013,other,83.9,laucode
1499,2014,other,78.5,laucode
1499,2015,other,79.2,laucode
1499,2016,other,79.7,laucode
1499,2017,other,79.2,laucode
1499,2018,other,78.9,laucode
1715,2013,house,119.2,laucode
1715,2014,house,119.3,laucode
1715,2015,house,119.3,laucode
1715,2016,house,119,laucode
1715,2017,house,119.1,laucode
1715,2018,house,118.9,laucode
1715,2013,flat,64.8,laucode
1715,2014,flat,64.8,laucode
1715,2015,flat,64.8,laucode
1715,2016,flat,64.8,laucode
1715,2017,flat,64.4,laucode
1715,2018,flat,64.2,laucode
1715,2013,other,85.9,laucode
1715,2014,other,85.9,laucode
1715,2015,other,86.3,laucode
1715,2016,other,85.4,laucode
1715,2017,other,85.4,laucode
1715,2018,other,85.4,laucode
1730,2013,house,111,laucode
1730,2014,house,110.9,laucode
1730,2015,house,110.6,laucode
1730,2016,house,110.8,laucode
1730,2017,house,110.8,laucode
1730,2018,house,110.5,laucode
1730,2013,flat,61.8,laucode
1730,2014,flat,61.8,laucode
1730,2015,flat,61.9,laucode
1730,2016,flat,62,laucode
1730,2017,flat,62,laucode
1730,2018,flat,62,laucode
1730,2013,other,77.5,laucode
1730,2014,other,77.5,laucode
1730,2015,other,77.5,laucode
1730,2016,other,77.5,laucode
1730,2017,other,74.1,laucode
1730,2018,other,73.7,laucode
1737,2013,house,110.6,laucode
1737,2014,house,110.7,laucode
1737,2015,house,111,laucode
1737,2016,house,111,laucode
1737,2017,house,111.1,laucode
1737,2018,house,111.2,laucode
1737,2013,flat,59.9,laucode
1737,2014,flat,59.9,laucode
1737,2015,flat,60.2,laucode
1737,2016,flat,60.1,laucode
1737,2017,flat,60.3,laucode
1737,2018,flat,60.1,laucode
1737,2013,other,72.8,laucode
1737,2014,other,73.3,laucode
1737,2015,other,73.4,laucode
1737,2016,other,72.9,laucode
1737,2017,other,72.7,laucode
1737,2018,other,72.4,laucode
1760,2013,house,111.6,laucode
1760,2014,house,111.5,laucode
1760,2015,house,111.6,laucode
1760,2016,house,111,laucode
1760,2017,house,111.2,laucode
1760,2018,house,111.3,laucode
1760,2013,flat,65.8,laucode
1760,2014,flat,65.8,laucode
1760,2015,flat,65.8,laucode
1760,2016,flat,65.8,laucode
1760,2017,flat,65.8,laucode
1760,2018,flat,65.8,laucode
1760,2013,other,73.9,laucode
1760,2014,other,73.9,laucode
1760,2015,other,73.9,laucode
1760,2016,other,73.9,laucode
1760,2017,other,72.3,laucode
1760,2018,other,72.3,laucode
1761,2013,house,124.2,laucode
1761,2014,house,124.3,laucode
1761,2015,house,124.4,laucode
1761,2016,house,124.3,laucode
1761,2017,house,124.4,laucode
1761,2018,house,124.5,laucode
1761,2013,flat,61.9,laucode
1761,2014,flat,61.9,laucode
1761,2015,flat,61.8,laucode
1761,2016,flat,62,laucode
1761,2017,flat,62.4,laucode
1761,2018,flat,62.4,laucode
1761,2013,other,69.5,laucode
1761,2014,other,69.5,laucode
1761,2015,other,69.5,laucode
1761,2016,other,69.5,laucode
1761,2017,other,69.2,laucode
1761,2018,other,68.2,laucode
1762,2013,house,113.4,laucode
1762,2014,house,113.4,laucode
1762,2015,house,113.2,laucode
1762,2016,house,113,laucode
1762,2017,house,113.1,laucode
1762,2018,house,112.7,laucode
1762,2013,flat,62,laucode
1762,2014,flat,62,laucode
1762,2015,flat,62,laucode
1762,2016,flat,61.9,laucode
1762,2017,flat,61.8,laucode
1762,2018,flat,65.3,laucode
1762,2013,other,77.5,laucode
1762,2014,other,76.1,laucode
1762,2015,other,76.1,laucode
1762,2016,other,75.5,laucode
1762,2017,other,76.1,laucode
1762,2018,other,44.5,laucode
1763,2013,house,119.3,laucode
1763,2014,house,119.3,laucode
1763,2015,house,119.2,laucode
1763,2016,house,119.2,laucode
1763,2017,house,119.2,laucode
1763,2018,house,119.2,laucode
1763,2013,flat,65.8,laucode
1763,2014,flat,65.8,laucode
1763,2015,flat,65.7,laucode
1763,2016,flat,65.7,laucode
1763,2017,flat,65.7,laucode
1763,2018,flat,65.7,laucode
1763,2013,other,75.3,laucode
1763,2014,other,75.3,laucode
1763,2015,other,82.6,laucode
1763,2016,other,82.6,laucode
1763,2017,other,82.6,laucode
1763,2018,other,82.8,laucode
1764,2013,house,115.2,laucode
1764,2014,house,115.3,laucode
1764,2015,house,115.4,laucode
1764,2016,house,115.5,laucode
1764,2017,house,115.3,laucode
1764,2018,house,115.3,laucode
1764,2013,flat,63,laucode
1764,2014,flat,63,laucode
1764,2015,flat,63,laucode
1764,2016,flat,62.8,laucode
1764,2017,flat,62.8,laucode
1764,2018,flat,62.8,laucode
1764,2013,other,80.9,laucode
1764,2014,other,80.9,laucode
1764,2015,other,80.9,laucode
1764,2016,other,80.9,laucode
1764,2017,other,80.3,laucode
1764,2018,other,80.3,laucode
1765,2013,house,111,laucode
1765,2014,house,110.8,laucode
1765,2015,house,110.6,laucode
1765,2016,house,110.5,laucode
1765,2017,house,110.5,laucode
1765,2018,house,110.6,laucode
1765,2013,flat,64.4,laucode
1765,2014,flat,64.4,laucode
1765,2015,flat,64.4,laucode
1765,2016,flat,64.2,laucode
1765,2017,flat,64.3,laucode
1765,2018,flat,64.3,laucode
1765,2013,other,75.4,laucode
1765,2014,other,75.4,laucode
1765,2015,other,75.4,laucode
1765,2016,other,79.3,laucode
1765,2017,other,78.9,laucode
1765,2018,other,78.9,laucode
1766,2013,house,115.3,laucode
1766,2014,house,115.3,laucode
1766,2015,house,115.4,laucode
1766,2016,house,115.3,laucode
1766,2017,house,115.2,laucode
1766,2018,house,115,laucode
1766,2013,flat,62.6,laucode
1766,2014,flat,62.6,laucode
1766,2015,flat,62.6,laucode
1766,2016,flat,62.6,laucode
1766,2017,flat,62.6,laucode
1766,2018,flat,62.6,laucode
1766,2013,other,66.1,laucode
1766,2014,other,65.8,laucode
1766,2015,other,66.4,laucode
1766,2016,other,66.4,laucode
1766,2017,other,67.5,laucode
1766,2018,other,67.3,laucode
1780,2013,house,125.4,laucode
1780,2014,house,125.4,laucode
1780,2015,house,125.4,laucode
1780,2016,house,125.4,laucode
1780,2017,house,125.4,laucode
1780,2018,house,125.4,laucode
1780,2013,flat,67.2,laucode
1780,2014,flat,67.2,laucode
1780,2015,flat,67.1,laucode
1780,2016,flat,67.1,laucode
1780,2017,flat,67.1,laucode
1780,2018,flat,66.8,laucode
1780,2013,other,74.3,laucode
1780,2014,other,73.9,laucode
1780,2015,other,73.2,laucode
1780,2016,other,73.2,laucode
1780,2017,other,72.7,laucode
1780,2018,other,73.6,laucode
1781,2013,house,117.9,laucode
1781,2014,house,117.7,laucode
1781,2015,house,117.7,laucode
1781,2016,house,117.8,laucode
1781,2017,house,117.6,laucode
1781,2018,house,117.6,laucode
1781,2013,flat,65.9,laucode
1781,2014,flat,65.9,laucode
1781,2015,flat,65.9,laucode
1781,2016,flat,66,laucode
1781,2017,flat,66,laucode
1781,2018,flat,66.1,laucode
1781,2013,other,74.9,laucode
1781,2014,other,74.9,laucode
1781,2015,other,74.7,laucode
1781,2016,other,74.5,laucode
1781,2017,other,74.5,laucode
1781,2018,other,74.2,laucode
1782,2013,house,112.3,laucode
1782,2014,house,112.2,laucode
1782,2015,house,112.2,laucode
1782,2016,house,111.6,laucode
1782,2017,house,111.8,laucode
1782,2018,house,111.7,laucode
1782,2013,flat,63.2,laucode
1782,2014,flat,63.2,laucode
1782,2015,flat,63.1,laucode
1782,2016,flat,63.1,laucode
1782,2017,flat,63.1,laucode
1782,2018,flat,63.2,laucode
1782,2013,other,68.9,laucode
1782,2014,other,69.8,laucode
1782,2015,other,69.5,laucode
1782,2016,other,69.5,laucode
1782,2017,other,68.9,laucode
1782,2018,other,66.7,laucode
1783,2013,house,111.7,laucode
1783,2014,house,111.8,laucode
1783,2015,house,111.8,laucode
1783,2016,house,112,laucode
1783,2017,house,112,laucode
1783,2018,house,111.8,laucode
1783,2013,flat,58.6,laucode
1783,2014,flat,58.6,laucode
1783,2015,flat,58.8,laucode
1783,2016,flat,58.7,laucode
1783,2017,flat,58.7,laucode
1783,2018,flat,58.7,laucode
1783,2013,other,66.3,laucode
1783,2014,other,72.4,laucode
1783,2015,other,72.2,laucode
1783,2016,other,73.2,laucode
1783,2017,other,72.8,laucode
1783,2018,other,75.1,laucode
1784,2013,house,115.5,laucode
1784,2014,house,115.5,laucode
1784,2015,house,115.3,laucode
1784,2016,house,115.2,laucode
1784,2017,house,115.3,laucode
1784,2018,house,115,laucode
1784,2013,flat,64.8,laucode
1784,2014,flat,64.8,laucode
1784,2015,flat,64.7,laucode
1784,2016,flat,64.7,laucode
1784,2017,flat,64.6,laucode
1784,2018,flat,64.6,laucode
1784,2013,other,62.7,laucode
1784,2014,other,63.1,laucode
1784,2015,other,63,laucode
1784,2016,other,63,laucode
1784,2017,other,62.7,laucode
1784,2018,other,62.7,laucode
1785,2013,house,120.7,laucode
1785,2014,house,120.6,laucode
1785,2015,house,120.7,laucode
1785,2016,house,120.7,laucode
1785,2017,house,120.6,laucode
1785,2018,house,120.6,laucode
1785,2013,flat,62.1,laucode
1785,2014,flat,62.2,laucode
1785,2015,flat,62.2,laucode
1785,2016,flat,62.1,laucode
1785,2017,flat,62,laucode
1785,2018,flat,62.1,laucode
1785,2013,other,73.9,laucode
1785,2014,other,73.9,laucode
1785,2015,other,73.9,laucode
1785,2016,other,73.7,laucode
1785,2017,other,65,laucode
1785,2018,other,65.5,laucode
1814,2013,house,116.2,laucode
1814,2014,house,116.2,laucode
1814,2015,house,116.3,laucode
1814,2016,house,116.2,laucode
1814,2017,house,117.2,laucode
1814,2018,house,117.4,laucode
1814,2013,flat,65.7,laucode
1814,2014,flat,65.7,laucode
1814,2015,flat,65.7,laucode
1814,2016,flat,65.7,laucode
1814,2017,flat,65.7,laucode
1814,2018,flat,65.8,laucode
1814,2013,other,79.2,laucode
1814,2014,other,80.3,laucode
1814,2015,other,80.3,laucode
1814,2016,other,79.8,laucode
1814,2017,other,79.8,laucode
1814,2018,other,79.5,laucode
1860,2013,house,113.9,laucode
1860,2014,house,113.8,laucode
1860,2015,house,113.9,laucode
1860,2016,house,114.1,laucode
1860,2017,house,113.8,laucode
1860,2018,house,113.7,laucode
1860,2013,flat,65.7,laucode
1860,2014,flat,65.7,laucode
1860,2015,flat,64.5,laucode
1860,2016,flat,64.5,laucode
1860,2017,flat,64.5,laucode
1860,2018,flat,64.3,laucode
1860,2013,other,64.7,laucode
1860,2014,other,64.6,laucode
1860,2015,other,64.6,laucode
1860,2016,other,63.6,laucode
1860,2017,other,64,laucode
1860,2018,other,60,laucode
1861,2013,house,117.1,laucode
1861,2014,house,117.2,laucode
1861,2015,house,117.2,laucode
1861,2016,house,117.2,laucode
1861,2017,house,117.1,laucode
1861,2018,house,117.1,laucode
1861,2013,flat,63.3,laucode
1861,2014,flat,63.3,laucode
1861,2015,flat,63.3,laucode
1861,2016,flat,63.3,laucode
1861,2017,flat,63.4,laucode
1861,2018,flat,63.4,laucode
1861,2013,other,74.8,laucode
1861,2014,other,75.1,laucode
1861,2015,other,75.6,laucode
1861,2016,other,75.6,laucode
1861,2017,other,73.1,laucode
1861,2018,other,73.1,laucode
1862,2013,house,111.7,laucode
1862,2014,house,111.8,laucode
1862,2015,house,111.6,laucode
1862,2016,house,111.7,laucode
1862,2017,house,111.6,laucode
1862,2018,house,111.4,laucode
1862,2013,flat,61.6,laucode
1862,2014,flat,61.7,laucode
1862,2015,flat,61.7,laucode
1862,2016,flat,61.7,laucode
1862,2017,flat,61.7,laucode
1862,2018,flat,61.7,laucode
1862,2013,other,80,laucode
1862,2014,other,82.3,laucode
1862,2015,other,82.3,laucode
1862,2016,other,80.7,laucode
1862,2017,other,80,laucode
1862,2018,other,80.3,laucode
1863,2013,house,108.6,laucode
1863,2014,house,108.7,laucode
1863,2015,house,108.5,laucode
1863,2016,house,108.4,laucode
1863,2017,house,108.6,laucode
1863,2018,house,108.5,laucode
1863,2013,flat,56.8,laucode
1863,2014,flat,56.3,laucode
1863,2015,flat,56.5,laucode
1863,2016,flat,58.3,laucode
1863,2017,flat,58.3,laucode
1863,2018,flat,58.3,laucode
1863,2013,other,71.5,laucode
1863,2014,other,71.6,laucode
1863,2015,other,71.5,laucode
1863,2016,other,71.5,laucode
1863,2017,other,72.1,laucode
1863,2018,other,72.1,laucode
1864,2013,house,109.9,laucode
1864,2014,house,109.9,laucode
1864,2015,house,110,laucode
1864,2016,house,109.8,laucode
1864,2017,house,110.2,laucode
1864,2018,house,109.9,laucode
1864,2013,flat,62.1,laucode
1864,2014,flat,62.1,laucode
1864,2015,flat,62.1,laucode
1864,2016,flat,62,laucode
1864,2017,flat,62.2,laucode
1864,2018,flat,62.2,laucode
1864,2013,other,76.2,laucode
1864,2014,other,76.2,laucode
1864,2015,other,74.8,laucode
1864,2016,other,74.8,laucode
1864,2017,other,75.2,laucode
1864,2018,other,75.2,laucode
1880,2013,house,121,laucode
1880,2014,house,120.7,laucode
1880,2015,house,120.9,laucode
1880,2016,house,121,laucode
1880,2017,house,121.2,laucode
1880,2018,house,121.3,laucode
1880,2013,flat,69.4,laucode
1880,2014,flat,69.4,laucode
1880,2015,flat,69.3,laucode
1880,2016,flat,69.1,laucode
1880,2017,flat,69.1,laucode
1880,2018,flat,68.6,laucode
1880,2013,other,68.1,laucode
1880,2014,other,68.2,laucode
1880,2015,other,68.1,laucode
1880,2016,other,68.4,laucode
1880,2017,other,68.5,laucode
1880,2018,other,68.6,laucode
1881,2013,house,118.1,laucode
1881,2014,house,118.1,laucode
1881,2015,house,118.3,laucode
1881,2016,house,118.4,laucode
1881,2017,house,118.2,laucode
1881,2018,house,118.2,laucode
1881,2013,flat,65.9,laucode
1881,2014,flat,65.9,laucode
1881,2015,flat,65.9,laucode
1881,2016,flat,65.9,laucode
1881,2017,flat,66,laucode
1881,2018,flat,66.1,laucode
1881,2013,other,69.8,laucode
1881,2014,other,69.8,laucode
1881,2015,other,69.8,laucode
1881,2016,other,69.8,laucode
1881,2017,other,69.2,laucode
1881,2018,other,69.2,laucode
1882,2013,house,115.7,laucode
1882,2014,house,115.7,laucode
1882,2015,house,115.4,laucode
1882,2016,house,115.5,laucode
1882,2017,house,115.4,laucode
1882,2018,house,115.3,laucode
1882,2013,flat,65,laucode
1882,2014,flat,65.2,laucode
1882,2015,flat,65.2,laucode
1882,2016,flat,65.2,laucode
1882,2017,flat,65.2,laucode
1882,2018,flat,64.9,laucode
1882,2013,other,83.1,laucode
1882,2014,other,82.7,laucode
1882,2015,other,81.9,laucode
1882,2016,other,81.2,laucode
1882,2017,other,83.6,laucode
1882,2018,other,79.8,laucode
1883,2013,house,117.1,laucode
1883,2014,house,117.2,laucode
1883,2015,house,117.2,laucode
1883,2016,house,117.2,laucode
1883,2017,house,116.9,laucode
1883,2018,house,116.9,laucode
1883,2013,flat,63.3,laucode
1883,2014,flat,63.3,laucode
1883,2015,flat,63.3,laucode
1883,2016,flat,63.3,laucode
1883,2017,flat,63.3,laucode
1883,2018,flat,63.3,laucode
1883,2013,other,77.6,laucode
1883,2014,other,77.4,laucode
1883,2015,other,76.6,laucode
1883,2016,other,76.4,laucode
1883,2017,other,76.3,laucode
1883,2018,other,76.3,laucode
1884,2013,house,116.5,laucode
1884,2014,house,116,laucode
1884,2015,house,116,laucode
1884,2016,house,115.7,laucode
1884,2017,house,115.5,laucode
1884,2018,house,115.4,laucode
1884,2013,flat,66.9,laucode
1884,2014,flat,67,laucode
1884,2015,flat,66.9,laucode
1884,2016,flat,66.9,laucode
1884,2017,flat,66.9,laucode
1884,2018,flat,66.9,laucode
1884,2013,other,73.3,laucode
1884,2014,other,69.4,laucode
1884,2015,other,69.4,laucode
1884,2016,other,69.5,laucode
1884,2017,other,69.3,laucode
1884,2018,other,69.5,laucode
1885,2013,house,117.9,laucode
1885,2014,house,117.9,laucode
1885,2015,house,117.9,laucode
1885,2016,house,117.8,laucode
1885,2017,house,117.7,laucode
1885,2018,house,117.4,laucode
1885,2013,flat,63.8,laucode
1885,2014,flat,63.9,laucode
1885,2015,flat,63.8,laucode
1885,2016,flat,63.7,laucode
1885,2017,flat,63.7,laucode
1885,2018,flat,63.7,laucode
1885,2013,other,75.7,laucode
1885,2014,other,75.9,laucode
1885,2015,other,76,laucode
1885,2016,other,76,laucode
1885,2017,other,76.3,laucode
1885,2018,other,76.3,laucode
1904,2013,house,113,laucode
1904,2014,house,113.2,laucode
1904,2015,house,113.4,laucode
1904,2016,house,113.2,laucode
1904,2017,house,113.3,laucode
1904,2018,house,113.3,laucode
1904,2013,flat,60.8,laucode
1904,2014,flat,60.8,laucode
1904,2015,flat,60.8,laucode
1904,2016,flat,60.8,laucode
1904,2017,flat,60.8,laucode
1904,2018,flat,60.8,laucode
1904,2013,other,87.5,laucode
1904,2014,other,85,laucode
1904,2015,other,84.3,laucode
1904,2016,other,84.3,laucode
1904,2017,other,84.3,laucode
1904,2018,other,84.3,laucode
1907,2013,house,117.4,laucode
1907,2014,house,117.6,laucode
1907,2015,house,117.6,laucode
1907,2016,house,117.5,laucode
1907,2017,house,117.3,laucode
1907,2018,house,117.3,laucode
1907,2013,flat,62.2,laucode
1907,2014,flat,62.1,laucode
