"year","LAU_CODE","type.of.building","avg_floor_m2"
2021,"120","flat",414998
2022,"120","flat",426236
2023,"120","flat",435436
2024,"120","flat",437649
2021,"120","other",14308
2022,"120","other",14697
2023,"120","other",14496
2024,"120","other",14587
2021,"123","house",1385384
2022,"123","house",1386589
2023,"123","house",1386253
2024,"123","house",1398132
2021,"123","flat",1582572
2022,"123","flat",1682602
2023,"123","flat",1697806
2024,"123","flat",1789602
2021,"123","other",14305
2022,"123","other",14692
2023,"123","other",14692
2024,"123","other",14692
2021,"125","house",1018818
2022,"125","house",1033888
2023,"125","house",1045611
2024,"125","house",1072242
2021,"125","flat",105084
2022,"125","flat",105084
2023,"125","flat",104893
2024,"125","flat",108127
2021,"125","other",6486
2022,"125","other",6486
2023,"125","other",6169
2024,"125","other",5914
2021,"126","house",2365213
2022,"126","house",2393232
2023,"126","house",2417196
2024,"126","house",2502262
2021,"126","flat",1571184
2022,"126","flat",1571859
2023,"126","flat",1573396
2024,"126","flat",1574676
2021,"126","other",14124
2022,"126","other",14239
2023,"126","other",14239
2024,"126","other",14278
2021,"127","house",1514982
2022,"127","house",1518170
2023,"127","house",1515854
2024,"127","house",1520032
2021,"127","flat",1572529
2022,"127","flat",1581984
2023,"127","flat",1595369
2024,"127","flat",1635280
2021,"127","other",17498
2022,"127","other",17498
2023,"127","other",17966
2024,"127","other",17216
2021,"128","house",475890
2022,"128","house",477412
2023,"128","house",478204
2024,"128","house",479135
2021,"128","flat",200381
2022,"128","flat",201794
2023,"128","flat",203738
2024,"128","flat",203436
2021,"128","other",6682
2022,"128","other",6682
2023,"128","other",6682
2024,"128","other",6682
2021,"136","house",1754911
2022,"136","house",1771632
2023,"136","house",1781179
2024,"136","house",1782598
2021,"136","flat",1510343
2022,"136","flat",1544355
2023,"136","flat",1624742
2024,"136","flat",1655907
2021,"136","other",12291
2022,"136","other",12236
2023,"136","other",12236
2024,"136","other",12079
2021,"138","house",1112644
2022,"138","house",1115038
2023,"138","house",1120083
2024,"138","house",1124726
2021,"138","flat",754264
2022,"138","flat",756542
2023,"138","flat",763316
2024,"138","flat",786068
2021,"138","other",10260
2022,"138","other",8946
2023,"138","other",8946
2024,"138","other",8962
2021,"139","house",581456
2022,"139","house",587565
2023,"139","house",588122
2024,"139","house",592603
2021,"139","flat",503900
2022,"139","flat",509573
2023,"139","flat",519222
2024,"139","flat",526980
2021,"139","other",3267
2022,"139","other",4492
2023,"139","other",4492
2024,"139","other",4592
2021,"140","house",346621
2022,"140","house",346474
2023,"140","house",354966
2024,"140","house",363910
2021,"140","flat",80818
2022,"140","flat",89047
2023,"140","flat",102010
2024,"140","flat",106486
2021,"140","other",4132
2022,"140","other",4132
2023,"140","other",4132
2024,"140","other",4132
2021,"160","house",1995860
2022,"160","house",1997858
2023,"160","house",1999545
2024,"160","house",2004392
2021,"160","flat",1174292
2022,"160","flat",1217596
2023,"160","flat",1275634
2024,"160","flat",1311582
2021,"160","other",1218
2022,"160","other",1218
2023,"160","other",1678
2024,"160","other",1202
2021,"162","house",1055082
2022,"162","house",1057311
2023,"162","house",1055480
2024,"162","house",1052994
2021,"162","flat",425412
2022,"162","flat",426356
2023,"162","flat",427374
2024,"162","flat",438090
2021,"162","other",2130
2022,"162","other",2344
2023,"162","other",3908
2024,"162","other",3908
2021,"163","house",1725379
2022,"163","house",1731220
2023,"163","house",1730391
2024,"163","house",1734160
2021,"163","flat",1162717
2022,"163","flat",1176635
2023,"163","flat",1211032
2024,"163","flat",1229752
2021,"163","other",35997
2022,"163","other",35488
2023,"163","other",34270
2024,"163","other",32870
2021,"180","house",5356590
2022,"180","house",5383850
2023,"180","house",5384030
2024,"180","house",5380648
2021,"180","flat",27611900
2022,"180","flat",27876404
2023,"180","flat",28167776
2024,"180","flat",28452848
2021,"180","other",822380
2022,"180","other",766554
2023,"180","other",734862
2024,"180","other",731474
2021,"181","house",1489540
2022,"181","house",1515256
2023,"181","house",1541046
2024,"181","house",1555054
2021,"181","flat",1889337
2022,"181","flat",1907734
2023,"181","flat",1926720
2024,"181","flat",1948162
2021,"181","other",49100
2022,"181","other",49066
2023,"181","other",48710
2024,"181","other",46546
2021,"182","house",2099508
2022,"182","house",2117616
2023,"182","house",2127830
2024,"182","house",2133214
2021,"182","flat",1964230
2022,"182","flat",2011806
2023,"182","flat",2057626
2024,"182","flat",2126176
2021,"182","other",32316
2022,"182","other",32456
2023,"182","other",32758
2024,"182","other",32683
2021,"183","house",148282
2022,"183","house",155852
2023,"183","house",156298
2024,"183","house",154541
2021,"183","flat",1555910
2022,"183","flat",1575925
2023,"183","flat",1633450
2024,"183","flat",1651841
2021,"183","other",59228
2022,"183","other",67124
2023,"183","other",67124
2024,"183","other",67124
2021,"184","house",73214
2022,"184","house",73754
2023,"184","house",74562
2024,"184","house",74834
2021,"184","flat",2718610
2022,"184","flat",2742126
2023,"184","flat",2763739
2024,"184","flat",2795690
2021,"184","other",38036
2022,"184","other",43092
2023,"184","other",40453
2024,"184","other",40453
2021,"186","house",1056791
2022,"186","house",1063880
2023,"186","house",1062636
2024,"186","house",1062344
2021,"186","flat",983238
2022,"186","flat",989860
2023,"186","flat",992278
2024,"186","flat",1000468
2021,"186","other",18504
2022,"186","other",18126
2023,"186","other",18142
2024,"186","other",18142
2021,"187","house",343864
2022,"187","house",344354
2023,"187","house",346620
2024,"187","house",346542
2021,"187","flat",159010
2022,"187","flat",159010
2023,"187","flat",162894
2024,"187","flat",162990
2021,"187","other",7272
2022,"187","other",7120
2023,"187","other",7120
2024,"187","other",7236
2021,"188","house",1924581
2022,"188","house",1944158
2023,"188","house",1950561
2024,"188","house",1954516
2021,"188","flat",815144
2022,"188","flat",832232
2023,"188","flat",853893
2024,"188","flat",892642
2021,"188","other",22319
2022,"188","other",23066
2023,"188","other",23303
2024,"188","other",23446
2021,"191","house",832648
2022,"191","house",841760
2023,"191","house",879470
2024,"191","house",896981
2021,"191","flat",837232
2022,"191","flat",872094
2023,"191","flat",892334
2024,"191","flat",909130
2021,"191","other",31958
2022,"191","other",31958
2023,"191","other",31908
2024,"191","other",19742
2021,"192","house",677018
2022,"192","house",677816
2023,"192","house",677305
2024,"192","house",686964
2021,"192","flat",470210
2022,"192","flat",483774
2023,"192","flat",487858
2024,"192","flat",492700
2021,"192","other",13604
2022,"192","other",7540
2023,"192","other",7540
2024,"192","other",7540
2021,"305","house",1203188
2021,"643","house",1203188
2022,"305","house",1209124
2022,"643","house",1209124
2023,"305","house",1206899
2023,"643","house",1206899
2024,"305","house",1204699
2024,"643","house",1204699
2021,"305","flat",243136
2021,"643","flat",243136
2022,"305","flat",262060
2022,"643","flat",262060
2023,"305","flat",272592
2023,"643","flat",272592
2024,"305","flat",284265
2024,"643","flat",284265
2021,"305","other",13632
2021,"643","other",13632
2022,"305","other",6768
2022,"643","other",6768
2023,"305","other",6733
2023,"643","other",6733
2024,"305","other",6798
2024,"643","other",6798
2021,"319","house",328466
2022,"319","house",331269
2023,"319","house",335618
2024,"319","house",336598
2021,"319","flat",78145
2022,"319","flat",79724
2023,"319","flat",79724
2024,"319","flat",79724
2021,"319","other",1512
2022,"319","other",1814
2023,"319","other",1814
2024,"319","other",1814
2021,"330","house",601818
2022,"330","house",616653
2023,"330","house",625307
2024,"330","house",632306
2021,"330","flat",178291
2022,"330","flat",187100
2023,"330","flat",198160
2024,"330","flat",217046
2021,"330","other",1844
2022,"330","other",1708
2023,"330","other",1844
2024,"330","other",2060
2021,"331","house",544132
2022,"331","house",546082
2023,"331","house",541525
2024,"331","house",542492
2021,"331","flat",90210
2022,"331","flat",91942
2023,"331","flat",92586
2024,"331","flat",92491
2021,"331","other",6488
2022,"331","other",6554
2023,"331","other",6518
2024,"331","other",6518
2021,"360","house",717838
2022,"360","house",718292
2023,"360","house",716118
2024,"360","house",717544
2021,"360","flat",228075
2022,"360","flat",228439
2023,"360","flat",232108
2024,"360","flat",232275
2021,"360","other",15564
2022,"360","other",15804
2023,"360","other",15840
2024,"360","other",15544
2021,"380","house",3666632
2022,"380","house",3719081
2023,"380","house",3726949
2024,"380","house",3759626
2021,"380","flat",4826270
2022,"380","flat",4895557
2023,"380","flat",4984994
2024,"380","flat",5061764
2021,"380","other",126620
2022,"380","other",128482
2023,"380","other",124191
2024,"380","other",120672
2021,"381","house",1299812
2022,"381","house",1320334
2023,"381","house",1326378
2024,"381","house",1334666
2021,"381","flat",597877
2022,"381","flat",646377
2023,"381","flat",654747
2024,"381","flat",669418
2021,"381","other",35966
2022,"381","other",15950
2023,"381","other",15528
2024,"381","other",15528
2021,"382","house",807588
2022,"382","house",805145
2023,"382","house",803757
2024,"382","house",806790
2021,"382","flat",217924
2022,"382","flat",218556
2023,"382","flat",218577
2024,"382","flat",220636
2021,"382","other",11588
2022,"382","other",11572
2023,"382","other",11648
2024,"382","other",11648
2021,"428","house",321842
2022,"428","house",322066
2023,"428","house",319434
2024,"428","house",320526
2021,"428","flat",89466
2022,"428","flat",91743
2023,"428","flat",92015
2024,"428","flat",92014
2021,"428","other",8208
2022,"428","other",7461
2023,"428","other",7189
2024,"428","other",7189
2021,"461","house",351218
2022,"461","house",352662
2023,"461","house",351691
2024,"461","house",351462
2021,"461","flat",115952
2022,"461","flat",115952
2023,"461","flat",116897
2024,"461","flat",116787
2021,"461","other",7117
2022,"461","other",7152
2023,"461","other",7152
2024,"461","other",7042
2021,"480","house",1305115
2022,"480","house",1313416
2023,"480","house",1317420
2024,"480","house",1320010
2021,"480","flat",1041308
2022,"480","flat",1062478
2023,"480","flat",1084610
2024,"480","flat",1113940
2021,"480","other",53535
2022,"480","other",53706
2023,"480","other",53752
2024,"480","other",53814
2021,"481","house",291691
2022,"481","house",290784
2023,"481","house",289732
2024,"481","house",288514
2021,"481","flat",220218
2022,"481","flat",225054
2023,"481","flat",227470
2024,"481","flat",230454
2021,"481","other",3942
2022,"481","other",3942
2023,"481","other",3942
2024,"481","other",3942
2021,"482","house",514284
2022,"482","house",511066
2023,"482","house",510530
2024,"482","house",509116
2021,"482","flat",223282
2022,"482","flat",223599
2023,"482","flat",219729
2024,"482","flat",219966
2021,"482","other",14408
2022,"482","other",14408
2023,"482","other",16104
2024,"482","other",16196
2021,"483","house",857861
2022,"483","house",857587
2023,"483","house",856072
2024,"483","house",851994
2021,"483","flat",586321
2022,"483","flat",597144
2023,"483","flat",598474
2024,"483","flat",598528
2021,"483","other",26966
2022,"483","other",27127
2023,"483","other",27491
2024,"483","other",28075
2021,"484","house",2084273
2022,"484","house",2093524
2023,"484","house",2089226
2024,"484","house",2110782
2021,"484","flat",2093305
2022,"484","flat",2138481
2023,"484","flat",2163122
2024,"484","flat",2182850
2021,"484","other",61696
2022,"484","other",61730
2023,"484","other",61851
2024,"484","other",60822
2021,"486","house",1039048
2022,"486","house",1056135
2023,"486","house",1076292
2024,"486","house",1088144
2021,"486","flat",534442
2022,"486","flat",557506
2023,"486","flat",606944
2024,"486","flat",625784
2021,"486","other",23450
2022,"486","other",23981
2023,"486","other",22790
2024,"486","other",8856
2021,"488","house",400206
2022,"488","house",400052
2023,"488","house",399018
2024,"488","house",398912
2021,"488","flat",141260
2022,"488","flat",143726
2023,"488","flat",148562
2024,"488","flat",148432
2021,"488","other",2598
2022,"488","other",2598
2023,"488","other",2808
2024,"488","other",2933
2021,"509","house",221058
2022,"509","house",221640
2023,"509","house",221266
2024,"509","house",220828
2021,"509","flat",33006
2022,"509","flat",33191
2023,"509","flat",33191
2024,"509","flat",33212
2021,"509","other",4621
2022,"509","other",4621
2023,"509","other",4621
2024,"509","other",4621
2021,"512","house",181426
2022,"512","house",180956
2023,"512","house",180458
2024,"512","house",182394
2021,"512","flat",10159
2022,"512","flat",10159
2023,"512","flat",10346
2024,"512","flat",10346
2021,"512","other",3594
2022,"512","other",3874
2023,"512","other",3874
2024,"512","other",3874
2021,"513","house",409352
2022,"513","house",409132
2023,"513","house",409208
2024,"513","house",408034
2021,"513","flat",76120
2022,"513","flat",76120
2023,"513","flat",76120
2024,"513","flat",76120
2021,"513","other",7068
2022,"513","other",7474
2023,"513","other",7474
2024,"513","other",7474
2021,"560","house",198798
2022,"560","house",196172
2023,"560","house",197417
2024,"560","house",197922
2021,"560","flat",55036
2022,"560","flat",55056
2023,"560","flat",55056
2024,"560","flat",54902
2021,"560","other",4912
2022,"560","other",5028
2023,"560","other",5013
2024,"560","other",5204
2021,"561","house",435264
2022,"561","house",435593
2023,"561","house",433036
2024,"561","house",438373
2021,"561","flat",120632
2022,"561","flat",122498
2023,"561","flat",122593
2024,"561","flat",122593
2021,"561","other",7878
2022,"561","other",8172
2023,"561","other",8739
2024,"561","other",8739
2021,"562","house",673595
2022,"562","house",671030
2023,"562","house",669974
2024,"562","house",674617
2021,"562","flat",317056
2022,"562","flat",317240
2023,"562","flat",323872
2024,"562","flat",324869
2021,"562","other",13954
2022,"562","other",14099
2023,"562","other",9186
2024,"562","other",9015
2021,"563","house",305258
2022,"563","house",306101
2023,"563","house",301782
2024,"563","house",301811
2021,"563","flat",83904
2022,"563","flat",84408
2023,"563","flat",84408
2024,"563","flat",84538
2021,"563","other",3993
2022,"563","other",4124
2023,"563","other",4124
2024,"563","other",4335
2021,"580","house",3312982
2022,"580","house",3330510
2023,"580","house",3340826
2024,"580","house",3358956
2021,"580","flat",3459610
2022,"580","flat",3504968
2023,"580","flat",3525506
2024,"580","flat",3564304
2021,"580","other",8596
2022,"580","other",8672
2023,"580","other",11619
2024,"580","other",11930
2021,"581","house",2816494
2022,"581","house",2851954
2023,"581","house",2896144
2024,"581","house",2922824
2021,"581","flat",2932460
2022,"581","flat",2954068
2023,"581","flat",2994201
2024,"581","flat",3037852
2021,"581","other",68674
2022,"581","other",70061
2023,"581","other",70118
2024,"581","other",67429
2021,"582","house",495306
2022,"582","house",494868
2023,"582","house",496720
2024,"582","house",496004
2021,"582","flat",158314
2022,"582","flat",160118
2023,"582","flat",161693
2024,"582","flat",159996
2021,"582","other",6724
2022,"582","other",6884
2023,"582","other",4764
2024,"582","other",4906
2021,"583","house",1261350
2022,"583","house",1264610
2023,"583","house",1261028
2024,"583","house",1266680
2021,"583","flat",648798
2022,"583","flat",656830
2023,"583","flat",663051
2024,"583","flat",660510
2021,"583","other",21615
2022,"583","other",22072
2023,"583","other",21678
2024,"583","other",22952
2021,"584","house",250470
2022,"584","house",253500
2023,"584","house",253815
2024,"584","house",251586
2021,"584","flat",116422
2022,"584","flat",116421
2023,"584","flat",117424
2024,"584","flat",122146
2021,"584","other",9858
2022,"584","other",9858
2023,"584","other",9858
2024,"584","other",9958
2021,"586","house",852254
2022,"586","house",856136
2023,"586","house",866638
2024,"586","house",870102
2021,"586","flat",412402
2022,"586","flat",416974
2023,"586","flat",415152
2024,"586","flat",416998
2021,"586","other",14426
2022,"586","other",14542
2023,"586","other",11622
2024,"586","other",11497
2021,"604","house",277778
2022,"604","house",277248
2023,"604","house",277351
2024,"604","house",277177
2021,"604","flat",46991
2022,"604","flat",46830
2023,"604","flat",47228
2024,"604","flat",47774
2021,"604","other",4266
2022,"604","other",4456
2023,"604","other",4456
2024,"604","other",4663
2021,"617","house",360902
2022,"617","house",360448
2023,"617","house",360268
2024,"617","house",361278
2021,"617","flat",70422
2022,"617","flat",70861
2023,"617","flat",72086
2024,"617","flat",72636
2021,"617","other",4589
2022,"617","other",4714
2023,"617","other",4714
2024,"617","other",4714
2021,"642","house",280504
2022,"642","house",280912
2023,"642","house",282259
2024,"642","house",282296
2021,"642","flat",54825
2022,"642","flat",55571
2023,"642","flat",55571
2024,"642","flat",55496
2021,"642","other",2935
2022,"642","other",2980
2023,"642","other",2980
2024,"642","other",3246
2021,"662","house",1045726
2022,"662","house",1046139
2023,"662","house",1044306
2024,"662","house",1042514
2021,"662","flat",281380
2022,"662","flat",283300
2023,"662","flat",279779
2024,"662","flat",280156
2021,"662","other",23706
2022,"662","other",23716
2023,"662","other",24005
2024,"662","other",24102
2021,"665","house",537358
2022,"665","house",542428
2023,"665","house",541986
2024,"665","house",547640
2021,"665","flat",117332
2022,"665","flat",117332
2023,"665","flat",117498
2024,"665","flat",117584
2021,"665","other",7197
2022,"665","other",7197
2023,"665","other",7197
2024,"665","other",7272
2021,"680","house",3282735
2022,"680","house",3285679
2023,"680","house",3285875
2024,"680","house",3284595
2021,"680","flat",2593142
2022,"680","flat",2646584
2023,"680","flat",2681790
2024,"680","flat",2707689
2021,"680","other",62613
2022,"680","other",62912
2023,"680","other",63318
2024,"680","other",62379
2021,"682","house",990464
2022,"682","house",994042
2023,"682","house",990870
2024,"682","house",993349
2021,"682","flat",411701
2022,"682","flat",416024
2023,"682","flat",419168
2024,"682","flat",420978
2021,"682","other",17815
2022,"682","other",17608
2023,"682","other",17608
2024,"682","other",17803
2021,"683","house",1107045
2022,"683","house",1107430
2023,"683","house",1110216
2024,"683","house",1109977
2021,"683","flat",448740
2022,"683","flat",451104
2023,"683","flat",460578
2024,"683","flat",462534
2021,"683","other",19204
2022,"683","other",21143
2023,"683","other",21143
2024,"683","other",21238
2021,"684","house",427995
2022,"684","house",432740
2023,"684","house",430633
2024,"684","house",434608
2021,"684","flat",104750
2022,"684","flat",105308
2023,"684","flat",105494
2024,"684","flat",105540
2021,"684","other",7978
2022,"684","other",8350
2023,"684","other",8676
2024,"684","other",8958
2021,"685","house",1040334
2022,"685","house",1042892
2023,"685","house",1036796
2024,"685","house",1048769
2021,"685","flat",294339
2022,"685","flat",296106
2023,"685","flat",297496
2024,"685","flat",297019
2021,"685","other",13165
2022,"685","other",13437
2023,"685","other",13586
2024,"685","other",13506
2021,"686","house",605812
2022,"686","house",606862
2023,"686","house",609636
2024,"686","house",613226
2021,"686","flat",238460
2022,"686","flat",241242
2023,"686","flat",243450
2024,"686","flat",244482
2021,"686","other",17739
2022,"686","other",16884
2023,"686","other",17056
2024,"686","other",17207
2021,"687","house",516334
2022,"687","house",514362
2023,"687","house",517534
2024,"687","house",517288
2021,"687","flat",323968
2022,"687","flat",325070
2023,"687","flat",328766
2024,"687","flat",330421
2021,"687","other",27241
2022,"687","other",27090
2023,"687","other",27713
2024,"687","other",27713
2021,"760","house",401328
2022,"760","house",402297
2023,"760","house",400474
2024,"760","house",400414
2021,"760","flat",70924
2022,"760","flat",71075
2023,"760","flat",70334
2024,"760","flat",70370
2021,"760","other",5590
2022,"760","other",5590
2023,"760","other",5590
2024,"760","other",5590
2021,"761","house",336625
2022,"761","house",338726
2023,"761","house",337386
2024,"761","house",336922
2021,"761","flat",60302
2022,"761","flat",65130
2023,"761","flat",64938
2024,"761","flat",65602
2021,"761","other",5158
2022,"761","other",5250
2023,"761","other",5250
2024,"761","other",6282
2021,"763","house",552140
2022,"763","house",550540
2023,"763","house",547470
2024,"763","house",545344
2021,"763","flat",88537
2022,"763","flat",88537
2023,"763","flat",89066
2024,"763","flat",89238
2021,"763","other",11828
2022,"763","other",11904
2023,"763","other",11949
2024,"763","other",11949
2021,"764","house",784587
2022,"764","house",789988
2023,"764","house",789400
2024,"764","house",789081
2021,"764","flat",158772
2022,"764","flat",154772
2023,"764","flat",158375
2024,"764","flat",158375
2021,"764","other",13796
2022,"764","other",13842
2023,"764","other",13842
2024,"764","other",13907
2021,"765","house",646832
2022,"765","house",646470
2023,"765","house",644564
2024,"765","house",643680
2021,"765","flat",163247
2022,"765","flat",169010
2023,"765","flat",169162
2024,"765","flat",171903
2021,"765","other",13924
2022,"765","other",14398
2023,"765","other",14303
2024,"765","other",14536
2021,"767","house",400726
2022,"767","house",401090
2023,"767","house",401502
2024,"767","house",398127
2021,"767","flat",93423
2022,"767","flat",94848
2023,"767","flat",96344
2024,"767","flat",96344
2021,"767","other",6720
2022,"767","other",7176
2023,"767","other",7192
2024,"767","other",7192
2021,"780","house",2533274
2022,"780","house",2556142
2023,"780","house",2566764
2024,"780","house",2567143
2021,"780","flat",1482448
2022,"780","flat",1575754
2023,"780","flat",1656960
2024,"780","flat",1670830
2021,"780","other",109502
2022,"780","other",49491
2023,"780","other",44768
2024,"780","other",43660
2021,"781","house",1030139
2022,"781","house",1029851
2023,"781","house",1025491
2024,"781","house",1032818
2021,"781","flat",311697
2022,"781","flat",317916
2023,"781","flat",322781
2024,"781","flat",323144
2021,"781","other",23000
2022,"781","other",23086
2023,"781","other",22622
2024,"781","other",22698
2021,"821","house",254906
2022,"821","house",252931
2023,"821","house",253478
2024,"821","house",255690
2021,"821","flat",29313
2022,"821","flat",29882
2023,"821","flat",29882
2024,"821","flat",29882
2021,"821","other",3941
2022,"821","other",4544
2023,"821","other",4544
2024,"821","other",4580
2021,"834","house",312166
2022,"834","house",309108
2023,"834","house",310132
2024,"834","house",318668
2021,"834","flat",37611
2022,"834","flat",37616
2023,"834","flat",37616
2024,"834","flat",38507
2021,"834","other",3580
2022,"834","other",3580
2023,"834","other",3580
2024,"834","other",3399
2021,"840","house",659726
2022,"840","house",662816
2023,"840","house",668588
2024,"840","house",669928
2021,"840","flat",68476
2022,"840","flat",73286
2023,"840","flat",78334
2024,"840","flat",79650
2021,"840","other",9486
2022,"840","other",10069
2023,"840","other",10330
2024,"840","other",10208
2021,"860","house",548171
2022,"860","house",546725
2023,"860","house",543240
2024,"860","house",541186
2021,"860","flat",151266
2022,"860","flat",143941
2023,"860","flat",142080
2024,"860","flat",142080
2021,"860","other",8110
2022,"860","other",8110
2023,"860","other",8326
2024,"860","other",8332
2021,"861","house",522408
2022,"861","house",518120
2023,"861","house",515506
2024,"861","house",516218
2021,"861","flat",99817
2022,"861","flat",106314
2023,"861","flat",106622
2024,"861","flat",106632
2021,"861","other",7358
2022,"861","other",7604
2023,"861","other",7296
2024,"861","other",7296
2021,"862","house",395692
2022,"862","house",393572
2023,"862","house",389514
2024,"862","house",379751
2021,"862","flat",79968
2022,"862","flat",80684
2023,"862","flat",82430
2024,"862","flat",84149
2021,"862","other",6821
2022,"862","other",5890
2023,"862","other",7214
2024,"862","other",5420
2021,"880","house",1727858
2022,"880","house",1743254
2023,"880","house",1745514
2024,"880","house",1750118
2021,"880","flat",1288434
2022,"880","flat",1335080
2023,"880","flat",1364540
2024,"880","flat",1369303
2021,"880","other",44441
2022,"880","other",44804
2023,"880","other",44980
2024,"880","other",45127
2021,"881","house",705181
2022,"881","house",703964
2023,"881","house",700102
2024,"881","house",699282
2021,"881","flat",252826
2022,"881","flat",253202
2023,"881","flat",252514
2024,"881","flat",256681
2021,"881","other",8264
2022,"881","other",8741
2023,"881","other",8741
2024,"881","other",9124
2021,"882","house",836620
2022,"882","house",835516
2023,"882","house",835688
2024,"882","house",837016
2021,"882","flat",405870
2022,"882","flat",409224
2023,"882","flat",412009
2024,"882","flat",416516
2021,"882","other",20320
2022,"882","other",20258
2023,"882","other",18728
2024,"882","other",19424
2021,"883","house",1126256
2022,"883","house",1129596
2023,"883","house",1120354
2024,"883","house",1122182
2021,"883","flat",588350
2022,"883","flat",589382
2023,"883","flat",591930
2024,"883","flat",595728
2021,"883","other",17647
2022,"883","other",17814
2023,"883","other",16570
2024,"883","other",16570
2021,"884","house",564197
2022,"884","house",564379
2023,"884","house",563127
2024,"884","house",562713
2021,"884","flat",159506
2022,"884","flat",162506
2023,"884","flat",162959
2024,"884","flat",164885
2021,"884","other",10338
2022,"884","other",10484
2023,"884","other",10484
2024,"884","other",10484
2021,"885","house",474968
2022,"885","house",475338
2023,"885","house",473114
2024,"885","house",476816
2021,"885","flat",79144
2022,"885","flat",82186
2023,"885","flat",82598
2024,"885","flat",84602
2021,"885","other",16512
2022,"885","other",16698
2023,"885","other",16325
2024,"885","other",16340
2021,"980","house",1894900
2022,"980","house",1910140
2023,"980","house",1911773
2024,"980","house",1914791
2021,"980","flat",660384
2022,"980","flat",674386
2023,"980","flat",683325
2024,"980","flat",690270
2021,"980","other",46918
2022,"980","other",46550
2023,"980","other",47027
2024,"980","other",48642
2021,"1060","house",470212
2022,"1060","house",468850
2023,"1060","house",467793
2024,"1060","house",466337
2021,"1060","flat",150592
2022,"1060","flat",150587
2023,"1060","flat",151930
2024,"1060","flat",151930
2021,"1060","other",15584
2022,"1060","other",15775
2023,"1060","other",15754
2024,"1060","other",15670
2021,"1080","house",1911938
2022,"1080","house",1923349
2023,"1080","house",1929258
2024,"1080","house",1931379
2021,"1080","flat",983216
2022,"1080","flat",994414
2023,"1080","flat",1009730
2024,"1080","flat",1012477
2021,"1080","other",37654
2022,"1080","other",38374
2023,"1080","other",32528
2024,"1080","other",32720
2021,"1081","house",1009510
2022,"1081","house",1008194
2023,"1081","house",1003650
2024,"1081","house",1002928
2021,"1081","flat",306202
2022,"1081","flat",308493
2023,"1081","flat",312025
2024,"1081","flat",312620
2021,"1081","other",14644
2022,"1081","other",16012
2023,"1081","other",15674
2024,"1081","other",15649
2021,"1082","house",1040086
2022,"1082","house",1044482
2023,"1082","house",1042846
2024,"1082","house",1042439
2021,"1082","flat",423870
2022,"1082","flat",427614
2023,"1082","flat",429952
2024,"1082","flat",435080
2021,"1082","other",26780
2022,"1082","other",23474
2023,"1082","other",22263
2024,"1082","other",19972
2021,"1083","house",664462
2022,"1083","house",664524
2023,"1083","house",664144
2024,"1083","house",662684
2021,"1083","flat",156418
2022,"1083","flat",157883
2023,"1083","flat",158165
2024,"1083","flat",159810
2021,"1083","other",12572
2022,"1083","other",12572
2023,"1083","other",12572
2024,"1083","other",12532
2021,"1214","house",542602
2022,"1214","house",543816
2023,"1214","house",540791
2024,"1214","house",541782
2021,"1214","flat",80222
2022,"1214","flat",80644
2023,"1214","flat",82022
2024,"1214","flat",82686
2021,"1214","other",6504
2022,"1214","other",6760
2023,"1214","other",7002
2024,"1214","other",6998
2021,"1230","house",891580
2022,"1230","house",899548
2023,"1230","house",909052
2024,"1230","house",921542
2021,"1230","flat",223588
2022,"1230","flat",229559
2023,"1230","flat",248101
2024,"1230","flat",247996
2021,"1230","other",13310
2022,"1230","other",13376
2023,"1230","other",13376
2024,"1230","other",13788
2021,"1231","house",410706
2022,"1231","house",412330
2023,"1231","house",411672
2024,"1231","house",412168
2021,"1231","flat",322254
2022,"1231","flat",327342
2023,"1231","flat",327442
2024,"1231","flat",327518
2021,"1231","other",7558
2022,"1231","other",7462
2023,"1231","other",7462
2024,"1231","other",7664
2021,"1233","house",1599488
2022,"1233","house",1622474
2023,"1233","house",1631580
2024,"1233","house",1632577
2021,"1233","flat",200064
2022,"1233","flat",204032
2023,"1233","flat",212906
2024,"1233","flat",216628
2021,"1233","other",13790
2022,"1233","other",14776
2023,"1233","other",12780
2024,"1233","other",10297
2021,"1256","house",549310
2022,"1256","house",547694
2023,"1256","house",545783
2024,"1256","house",545648
2021,"1256","flat",114048
2022,"1256","flat",112186
2023,"1256","flat",108560
2024,"1256","flat",106978
2021,"1256","other",9532
2022,"1256","other",9436
2023,"1256","other",9436
2024,"1256","other",9436
2021,"1257","house",397196
2022,"1257","house",399539
2023,"1257","house",398304
2024,"1257","house",395887
2021,"1257","flat",85709
2022,"1257","flat",86168
2023,"1257","flat",86647
2024,"1257","flat",86667
2021,"1257","other",8882
2022,"1257","other",8862
2023,"1257","other",9572
2024,"1257","other",9572
2021,"1260","house",527725
2022,"1260","house",529512
2023,"1260","house",528532
2024,"1260","house",528324
2021,"1260","flat",114442
2022,"1260","flat",117930
2023,"1260","flat",126290
2024,"1260","flat",126456
2021,"1260","other",4022
2022,"1260","other",4108
2023,"1260","other",4042
2024,"1260","other",4399
2021,"1261","house",1174344
2022,"1261","house",1174720
2023,"1261","house",1179921
2024,"1261","house",1196308
2021,"1261","flat",230844
2022,"1261","flat",231122
2023,"1261","flat",235622
2024,"1261","flat",243516
2021,"1261","other",14498
2022,"1261","other",18496
2023,"1261","other",14886
2024,"1261","other",1496
2021,"1262","house",841915
2022,"1262","house",843154
