"nuts","year","value","level","type.of.building","indicator"
"2132","2016",80,"laucode","other","dwelling"
"2132","2017",80,"laucode","other","dwelling"
"2132","2018",87,"laucode","other","dwelling"
"2132","2019",87,"laucode","other","dwelling"
"2132","2020",88,"laucode","other","dwelling"
"2161","2013",5975,"laucode","house","dwelling"
"2161","2014",5984,"laucode","house","dwelling"
"2161","2015",5972,"laucode","house","dwelling"
"2161","2016",6105,"laucode","house","dwelling"
"2161","2017",6109,"laucode","house","dwelling"
"2161","2018",6192,"laucode","house","dwelling"
"2161","2019",6178,"laucode","house","dwelling"
"2161","2020",6222,"laucode","house","dwelling"
"2161","2013",2970,"laucode","flat","dwelling"
"2161","2014",2968,"laucode","flat","dwelling"
"2161","2015",2982,"laucode","flat","dwelling"
"2161","2016",2977,"laucode","flat","dwelling"
"2161","2017",2979,"laucode","flat","dwelling"
"2161","2018",3049,"laucode","flat","dwelling"
"2161","2019",3105,"laucode","flat","dwelling"
"2161","2020",3114,"laucode","flat","dwelling"
"2161","2013",226,"laucode","other","dwelling"
"2161","2014",226,"laucode","other","dwelling"
"2161","2015",224,"laucode","other","dwelling"
"2161","2016",224,"laucode","other","dwelling"
"2161","2017",224,"laucode","other","dwelling"
"2161","2018",229,"laucode","other","dwelling"
"2161","2019",227,"laucode","other","dwelling"
"2161","2020",230,"laucode","other","dwelling"
"2180","2013",20898,"laucode","house","dwelling"
"2180","2014",20954,"laucode","house","dwelling"
"2180","2015",20977,"laucode","house","dwelling"
"2180","2016",21115,"laucode","house","dwelling"
"2180","2017",21246,"laucode","house","dwelling"
"2180","2018",21305,"laucode","house","dwelling"
"2180","2019",21344,"laucode","house","dwelling"
"2180","2020",21510,"laucode","house","dwelling"
"2180","2013",25650,"laucode","flat","dwelling"
"2180","2014",25692,"laucode","flat","dwelling"
"2180","2015",25697,"laucode","flat","dwelling"
"2180","2016",25726,"laucode","flat","dwelling"
"2180","2017",26246,"laucode","flat","dwelling"
"2180","2018",26683,"laucode","flat","dwelling"
"2180","2019",27089,"laucode","flat","dwelling"
"2180","2020",27244,"laucode","flat","dwelling"
"2180","2013",527,"laucode","other","dwelling"
"2180","2014",535,"laucode","other","dwelling"
"2180","2015",544,"laucode","other","dwelling"
"2180","2016",551,"laucode","other","dwelling"
"2180","2017",556,"laucode","other","dwelling"
"2180","2018",568,"laucode","other","dwelling"
"2180","2019",620,"laucode","other","dwelling"
"2180","2020",662,"laucode","other","dwelling"
"2181","2013",9597,"laucode","house","dwelling"
"2181","2014",9630,"laucode","house","dwelling"
"2181","2015",9634,"laucode","house","dwelling"
"2181","2016",9725,"laucode","house","dwelling"
"2181","2017",9793,"laucode","house","dwelling"
"2181","2018",9788,"laucode","house","dwelling"
"2181","2019",9814,"laucode","house","dwelling"
"2181","2020",9864,"laucode","house","dwelling"
"2181","2013",8246,"laucode","flat","dwelling"
"2181","2014",8262,"laucode","flat","dwelling"
"2181","2015",8334,"laucode","flat","dwelling"
"2181","2016",8419,"laucode","flat","dwelling"
"2181","2017",8447,"laucode","flat","dwelling"
"2181","2018",8465,"laucode","flat","dwelling"
"2181","2019",8503,"laucode","flat","dwelling"
"2181","2020",8569,"laucode","flat","dwelling"
"2181","2013",284,"laucode","other","dwelling"
"2181","2014",290,"laucode","other","dwelling"
"2181","2015",287,"laucode","other","dwelling"
"2181","2016",287,"laucode","other","dwelling"
"2181","2017",285,"laucode","other","dwelling"
"2181","2018",287,"laucode","other","dwelling"
"2181","2019",286,"laucode","other","dwelling"
"2181","2020",296,"laucode","other","dwelling"
"2182","2013",7374,"laucode","house","dwelling"
"2182","2014",7337,"laucode","house","dwelling"
"2182","2015",7373,"laucode","house","dwelling"
"2182","2016",7486,"laucode","house","dwelling"
"2182","2017",7519,"laucode","house","dwelling"
"2182","2018",7504,"laucode","house","dwelling"
"2182","2019",7504,"laucode","house","dwelling"
"2182","2020",7445,"laucode","house","dwelling"
"2182","2013",5424,"laucode","flat","dwelling"
"2182","2014",5429,"laucode","flat","dwelling"
"2182","2015",5457,"laucode","flat","dwelling"
"2182","2016",5306,"laucode","flat","dwelling"
"2182","2017",5321,"laucode","flat","dwelling"
"2182","2018",5359,"laucode","flat","dwelling"
"2182","2019",5420,"laucode","flat","dwelling"
"2182","2020",5617,"laucode","flat","dwelling"
"2182","2013",268,"laucode","other","dwelling"
"2182","2014",272,"laucode","other","dwelling"
"2182","2015",281,"laucode","other","dwelling"
"2182","2016",276,"laucode","other","dwelling"
"2182","2017",278,"laucode","other","dwelling"
"2182","2018",296,"laucode","other","dwelling"
"2182","2019",279,"laucode","other","dwelling"
"2182","2020",203,"laucode","other","dwelling"
"2183","2013",7698,"laucode","house","dwelling"
"2183","2014",7669,"laucode","house","dwelling"
"2183","2015",7656,"laucode","house","dwelling"
"2183","2016",7734,"laucode","house","dwelling"
"2183","2017",7754,"laucode","house","dwelling"
"2183","2018",7725,"laucode","house","dwelling"
"2183","2019",7708,"laucode","house","dwelling"
"2183","2020",7724,"laucode","house","dwelling"
"2183","2013",5332,"laucode","flat","dwelling"
"2183","2014",5415,"laucode","flat","dwelling"
"2183","2015",5419,"laucode","flat","dwelling"
"2183","2016",5522,"laucode","flat","dwelling"
"2183","2017",5532,"laucode","flat","dwelling"
"2183","2018",5606,"laucode","flat","dwelling"
"2183","2019",5667,"laucode","flat","dwelling"
"2183","2020",5677,"laucode","flat","dwelling"
"2183","2013",257,"laucode","other","dwelling"
"2183","2014",260,"laucode","other","dwelling"
"2183","2015",258,"laucode","other","dwelling"
"2183","2016",164,"laucode","other","dwelling"
"2183","2017",171,"laucode","other","dwelling"
"2183","2018",178,"laucode","other","dwelling"
"2183","2019",139,"laucode","other","dwelling"
"2183","2020",137,"laucode","other","dwelling"
"2184","2013",9887,"laucode","house","dwelling"
"2184","2014",9926,"laucode","house","dwelling"
"2184","2015",9941,"laucode","house","dwelling"
"2184","2016",10126,"laucode","house","dwelling"
"2184","2017",10237,"laucode","house","dwelling"
"2184","2018",10237,"laucode","house","dwelling"
"2184","2019",10278,"laucode","house","dwelling"
"2184","2020",10323,"laucode","house","dwelling"
"2184","2013",7705,"laucode","flat","dwelling"
"2184","2014",7770,"laucode","flat","dwelling"
"2184","2015",7734,"laucode","flat","dwelling"
"2184","2016",7732,"laucode","flat","dwelling"
"2184","2017",7792,"laucode","flat","dwelling"
"2184","2018",7911,"laucode","flat","dwelling"
"2184","2019",7927,"laucode","flat","dwelling"
"2184","2020",7948,"laucode","flat","dwelling"
"2184","2013",265,"laucode","other","dwelling"
"2184","2014",257,"laucode","other","dwelling"
"2184","2015",271,"laucode","other","dwelling"
"2184","2016",277,"laucode","other","dwelling"
"2184","2017",278,"laucode","other","dwelling"
"2184","2018",265,"laucode","other","dwelling"
"2184","2019",264,"laucode","other","dwelling"
"2184","2020",262,"laucode","other","dwelling"
"2260","2013",3306,"laucode","house","dwelling"
"2260","2014",3310,"laucode","house","dwelling"
"2260","2015",3277,"laucode","house","dwelling"
"2260","2016",3350,"laucode","house","dwelling"
"2260","2017",3344,"laucode","house","dwelling"
"2260","2018",3342,"laucode","house","dwelling"
"2260","2019",3320,"laucode","house","dwelling"
"2260","2020",3343,"laucode","house","dwelling"
"2260","2013",1515,"laucode","flat","dwelling"
"2260","2014",1519,"laucode","flat","dwelling"
"2260","2015",1519,"laucode","flat","dwelling"
"2260","2016",1519,"laucode","flat","dwelling"
"2260","2017",1509,"laucode","flat","dwelling"
"2260","2018",1509,"laucode","flat","dwelling"
"2260","2019",1515,"laucode","flat","dwelling"
"2260","2020",1517,"laucode","flat","dwelling"
"2260","2013",62,"laucode","other","dwelling"
"2260","2014",62,"laucode","other","dwelling"
"2260","2015",66,"laucode","other","dwelling"
"2260","2016",66,"laucode","other","dwelling"
"2260","2017",66,"laucode","other","dwelling"
"2260","2018",67,"laucode","other","dwelling"
"2260","2019",65,"laucode","other","dwelling"
"2260","2020",65,"laucode","other","dwelling"
"2262","2013",4630,"laucode","house","dwelling"
"2262","2014",4638,"laucode","house","dwelling"
"2262","2015",4665,"laucode","house","dwelling"
"2262","2016",4859,"laucode","house","dwelling"
"2262","2017",4884,"laucode","house","dwelling"
"2262","2018",4903,"laucode","house","dwelling"
"2262","2019",4879,"laucode","house","dwelling"
"2262","2020",4932,"laucode","house","dwelling"
"2262","2013",3471,"laucode","flat","dwelling"
"2262","2014",3492,"laucode","flat","dwelling"
"2262","2015",3367,"laucode","flat","dwelling"
"2262","2016",3377,"laucode","flat","dwelling"
"2262","2017",3470,"laucode","flat","dwelling"
"2262","2018",3474,"laucode","flat","dwelling"
"2262","2019",3600,"laucode","flat","dwelling"
"2262","2020",3610,"laucode","flat","dwelling"
"2262","2013",134,"laucode","other","dwelling"
"2262","2014",118,"laucode","other","dwelling"
"2262","2015",103,"laucode","other","dwelling"
"2262","2016",103,"laucode","other","dwelling"
"2262","2017",101,"laucode","other","dwelling"
"2262","2018",103,"laucode","other","dwelling"
"2262","2019",100,"laucode","other","dwelling"
"2262","2020",100,"laucode","other","dwelling"
"2280","2013",6049,"laucode","house","dwelling"
"2280","2014",6067,"laucode","house","dwelling"
"2280","2015",6086,"laucode","house","dwelling"
"2280","2016",6254,"laucode","house","dwelling"
"2280","2017",6265,"laucode","house","dwelling"
"2280","2018",6251,"laucode","house","dwelling"
"2280","2019",6268,"laucode","house","dwelling"
"2280","2020",6274,"laucode","house","dwelling"
"2280","2013",6166,"laucode","flat","dwelling"
"2280","2014",6168,"laucode","flat","dwelling"
"2280","2015",6228,"laucode","flat","dwelling"
"2280","2016",6208,"laucode","flat","dwelling"
"2280","2017",6235,"laucode","flat","dwelling"
"2280","2018",6253,"laucode","flat","dwelling"
"2280","2019",6283,"laucode","flat","dwelling"
"2280","2020",6314,"laucode","flat","dwelling"
"2280","2013",215,"laucode","other","dwelling"
"2280","2014",233,"laucode","other","dwelling"
"2280","2015",260,"laucode","other","dwelling"
"2280","2016",262,"laucode","other","dwelling"
"2280","2017",265,"laucode","other","dwelling"
"2280","2018",290,"laucode","other","dwelling"
"2280","2019",289,"laucode","other","dwelling"
"2280","2020",291,"laucode","other","dwelling"
"2281","2013",19252,"laucode","house","dwelling"
"2281","2014",19285,"laucode","house","dwelling"
"2281","2015",19332,"laucode","house","dwelling"
"2281","2016",19518,"laucode","house","dwelling"
"2281","2017",19612,"laucode","house","dwelling"
"2281","2018",19660,"laucode","house","dwelling"
"2281","2019",19674,"laucode","house","dwelling"
"2281","2020",19748,"laucode","house","dwelling"
"2281","2013",26389,"laucode","flat","dwelling"
"2281","2014",26437,"laucode","flat","dwelling"
"2281","2015",26401,"laucode","flat","dwelling"
"2281","2016",26824,"laucode","flat","dwelling"
"2281","2017",26992,"laucode","flat","dwelling"
"2281","2018",27341,"laucode","flat","dwelling"
"2281","2019",27589,"laucode","flat","dwelling"
"2281","2020",27783,"laucode","flat","dwelling"
"2281","2013",713,"laucode","other","dwelling"
"2281","2014",724,"laucode","other","dwelling"
"2281","2015",774,"laucode","other","dwelling"
"2281","2016",720,"laucode","other","dwelling"
"2281","2017",768,"laucode","other","dwelling"
"2281","2018",771,"laucode","other","dwelling"
"2281","2019",707,"laucode","other","dwelling"
"2281","2020",732,"laucode","other","dwelling"
"2282","2013",6629,"laucode","house","dwelling"
"2282","2014",6621,"laucode","house","dwelling"
"2282","2015",6599,"laucode","house","dwelling"
"2282","2016",6718,"laucode","house","dwelling"
"2282","2017",6749,"laucode","house","dwelling"
"2282","2018",6693,"laucode","house","dwelling"
"2282","2019",6624,"laucode","house","dwelling"
"2282","2020",6616,"laucode","house","dwelling"
"2282","2013",2739,"laucode","flat","dwelling"
"2282","2014",2757,"laucode","flat","dwelling"
"2282","2015",2801,"laucode","flat","dwelling"
"2282","2016",2822,"laucode","flat","dwelling"
"2282","2017",2815,"laucode","flat","dwelling"
"2282","2018",2818,"laucode","flat","dwelling"
"2282","2019",2845,"laucode","flat","dwelling"
"2282","2020",2842,"laucode","flat","dwelling"
"2282","2013",249,"laucode","other","dwelling"
"2282","2014",249,"laucode","other","dwelling"
"2282","2015",250,"laucode","other","dwelling"
"2282","2016",251,"laucode","other","dwelling"
"2282","2017",250,"laucode","other","dwelling"
"2282","2018",253,"laucode","other","dwelling"
"2282","2019",251,"laucode","other","dwelling"
"2282","2020",251,"laucode","other","dwelling"
"2283","2013",6367,"laucode","house","dwelling"
"2283","2014",6396,"laucode","house","dwelling"
"2283","2015",6285,"laucode","house","dwelling"
"2283","2016",6525,"laucode","house","dwelling"
"2283","2017",6489,"laucode","house","dwelling"
"2283","2018",6470,"laucode","house","dwelling"
"2283","2019",6443,"laucode","house","dwelling"
"2283","2020",6438,"laucode","house","dwelling"
"2283","2013",3543,"laucode","flat","dwelling"
"2283","2014",3542,"laucode","flat","dwelling"
"2283","2015",3544,"laucode","flat","dwelling"
"2283","2016",3567,"laucode","flat","dwelling"
"2283","2017",3572,"laucode","flat","dwelling"
"2283","2018",3600,"laucode","flat","dwelling"
"2283","2019",3618,"laucode","flat","dwelling"
"2283","2020",3612,"laucode","flat","dwelling"
"2283","2013",238,"laucode","other","dwelling"
"2283","2014",239,"laucode","other","dwelling"
"2283","2015",237,"laucode","other","dwelling"
"2283","2016",225,"laucode","other","dwelling"
"2283","2017",227,"laucode","other","dwelling"
"2283","2018",228,"laucode","other","dwelling"
"2283","2019",230,"laucode","other","dwelling"
"2283","2020",232,"laucode","other","dwelling"
"2284","2013",16207,"laucode","house","dwelling"
"2284","2014",16238,"laucode","house","dwelling"
"2284","2015",16126,"laucode","house","dwelling"
"2284","2016",16342,"laucode","house","dwelling"
"2284","2017",16400,"laucode","house","dwelling"
"2284","2018",16396,"laucode","house","dwelling"
"2284","2019",16421,"laucode","house","dwelling"
"2284","2020",16468,"laucode","house","dwelling"
"2284","2013",8925,"laucode","flat","dwelling"
"2284","2014",8922,"laucode","flat","dwelling"
"2284","2015",8980,"laucode","flat","dwelling"
"2284","2016",9610,"laucode","flat","dwelling"
"2284","2017",9783,"laucode","flat","dwelling"
"2284","2018",9892,"laucode","flat","dwelling"
"2284","2019",9988,"laucode","flat","dwelling"
"2284","2020",10056,"laucode","flat","dwelling"
"2284","2013",648,"laucode","other","dwelling"
"2284","2014",669,"laucode","other","dwelling"
"2284","2015",672,"laucode","other","dwelling"
"2284","2016",204,"laucode","other","dwelling"
"2284","2017",238,"laucode","other","dwelling"
"2284","2018",245,"laucode","other","dwelling"
"2284","2019",242,"laucode","other","dwelling"
"2284","2020",244,"laucode","other","dwelling"
"2303","2013",2149,"laucode","house","dwelling"
"2303","2014",2159,"laucode","house","dwelling"
"2303","2015",2127,"laucode","house","dwelling"
"2303","2016",2175,"laucode","house","dwelling"
"2303","2017",2156,"laucode","house","dwelling"
"2303","2018",2142,"laucode","house","dwelling"
"2303","2019",2158,"laucode","house","dwelling"
"2303","2020",2145,"laucode","house","dwelling"
"2303","2013",551,"laucode","flat","dwelling"
"2303","2014",554,"laucode","flat","dwelling"
"2303","2015",560,"laucode","flat","dwelling"
"2303","2016",560,"laucode","flat","dwelling"
"2303","2017",560,"laucode","flat","dwelling"
"2303","2018",559,"laucode","flat","dwelling"
"2303","2019",559,"laucode","flat","dwelling"
"2303","2020",570,"laucode","flat","dwelling"
"2303","2013",51,"laucode","other","dwelling"
"2303","2014",51,"laucode","other","dwelling"
"2303","2015",52,"laucode","other","dwelling"
"2303","2016",52,"laucode","other","dwelling"
"2303","2017",52,"laucode","other","dwelling"
"2303","2018",60,"laucode","other","dwelling"
"2303","2019",60,"laucode","other","dwelling"
"2303","2020",51,"laucode","other","dwelling"
"2305","2013",2384,"laucode","house","dwelling"
"2305","2014",2380,"laucode","house","dwelling"
"2305","2015",2373,"laucode","house","dwelling"
"2305","2016",2419,"laucode","house","dwelling"
"2305","2017",2449,"laucode","house","dwelling"
"2305","2018",2452,"laucode","house","dwelling"
"2305","2019",2446,"laucode","house","dwelling"
"2305","2020",2433,"laucode","house","dwelling"
"2305","2013",778,"laucode","flat","dwelling"
"2305","2014",778,"laucode","flat","dwelling"
"2305","2015",792,"laucode","flat","dwelling"
"2305","2016",797,"laucode","flat","dwelling"
"2305","2017",805,"laucode","flat","dwelling"
"2305","2018",808,"laucode","flat","dwelling"
"2305","2019",808,"laucode","flat","dwelling"
"2305","2020",808,"laucode","flat","dwelling"
"2305","2013",100,"laucode","other","dwelling"
"2305","2014",100,"laucode","other","dwelling"
"2305","2015",99,"laucode","other","dwelling"
"2305","2016",99,"laucode","other","dwelling"
"2305","2017",113,"laucode","other","dwelling"
"2305","2018",115,"laucode","other","dwelling"
"2305","2019",112,"laucode","other","dwelling"
"2305","2020",112,"laucode","other","dwelling"
"2309","2013",4863,"laucode","house","dwelling"
"2309","2014",4859,"laucode","house","dwelling"
"2309","2015",4897,"laucode","house","dwelling"
"2309","2016",5113,"laucode","house","dwelling"
"2309","2017",5145,"laucode","house","dwelling"
"2309","2018",5187,"laucode","house","dwelling"
"2309","2019",5220,"laucode","house","dwelling"
"2309","2020",5278,"laucode","house","dwelling"
"2309","2013",1271,"laucode","flat","dwelling"
"2309","2014",1271,"laucode","flat","dwelling"
"2309","2015",1266,"laucode","flat","dwelling"
"2309","2016",1267,"laucode","flat","dwelling"
"2309","2017",1275,"laucode","flat","dwelling"
"2309","2018",1272,"laucode","flat","dwelling"
"2309","2019",1290,"laucode","flat","dwelling"
"2309","2020",1293,"laucode","flat","dwelling"
"2309","2013",69,"laucode","other","dwelling"
"2309","2014",68,"laucode","other","dwelling"
"2309","2015",57,"laucode","other","dwelling"
"2309","2016",55,"laucode","other","dwelling"
"2309","2017",58,"laucode","other","dwelling"
"2309","2018",57,"laucode","other","dwelling"
"2309","2019",57,"laucode","other","dwelling"
"2309","2020",59,"laucode","other","dwelling"
"2313","2013",4382,"laucode","house","dwelling"
"2313","2014",4364,"laucode","house","dwelling"
"2313","2015",4310,"laucode","house","dwelling"
"2313","2016",4398,"laucode","house","dwelling"
"2313","2017",4422,"laucode","house","dwelling"
"2313","2018",4402,"laucode","house","dwelling"
"2313","2019",4360,"laucode","house","dwelling"
"2313","2020",4329,"laucode","house","dwelling"
"2313","2013",1540,"laucode","flat","dwelling"
"2313","2014",1537,"laucode","flat","dwelling"
"2313","2015",1535,"laucode","flat","dwelling"
"2313","2016",1536,"laucode","flat","dwelling"
"2313","2017",1541,"laucode","flat","dwelling"
"2313","2018",1541,"laucode","flat","dwelling"
"2313","2019",1560,"laucode","flat","dwelling"
"2313","2020",1568,"laucode","flat","dwelling"
"2313","2013",121,"laucode","other","dwelling"
"2313","2014",119,"laucode","other","dwelling"
"2313","2015",120,"laucode","other","dwelling"
"2313","2016",119,"laucode","other","dwelling"
"2313","2017",126,"laucode","other","dwelling"
"2313","2018",126,"laucode","other","dwelling"
"2313","2019",126,"laucode","other","dwelling"
"2313","2020",126,"laucode","other","dwelling"
"2321","2013",3536,"laucode","house","dwelling"
"2321","2014",3591,"laucode","house","dwelling"
"2321","2015",3636,"laucode","house","dwelling"
"2321","2016",3800,"laucode","house","dwelling"
"2321","2017",3898,"laucode","house","dwelling"
"2321","2018",4029,"laucode","house","dwelling"
"2321","2019",4142,"laucode","house","dwelling"
"2321","2020",4399,"laucode","house","dwelling"
"2321","2013",1821,"laucode","flat","dwelling"
"2321","2014",1832,"laucode","flat","dwelling"
"2321","2015",1857,"laucode","flat","dwelling"
"2321","2016",1906,"laucode","flat","dwelling"
"2321","2017",1933,"laucode","flat","dwelling"
"2321","2018",2026,"laucode","flat","dwelling"
"2321","2019",2064,"laucode","flat","dwelling"
"2321","2020",2066,"laucode","flat","dwelling"
"2321","2013",244,"laucode","other","dwelling"
"2321","2014",244,"laucode","other","dwelling"
"2321","2015",243,"laucode","other","dwelling"
"2321","2016",253,"laucode","other","dwelling"
"2321","2017",255,"laucode","other","dwelling"
"2321","2018",256,"laucode","other","dwelling"
"2321","2019",255,"laucode","other","dwelling"
"2321","2020",256,"laucode","other","dwelling"
"2326","2013",2910,"laucode","house","dwelling"
"2326","2014",2901,"laucode","house","dwelling"
"2326","2015",2870,"laucode","house","dwelling"
"2326","2016",2961,"laucode","house","dwelling"
"2326","2017",2988,"laucode","house","dwelling"
"2326","2018",3007,"laucode","house","dwelling"
"2326","2019",3001,"laucode","house","dwelling"
"2326","2020",3025,"laucode","house","dwelling"
"2326","2013",419,"laucode","flat","dwelling"
"2326","2014",419,"laucode","flat","dwelling"
"2326","2015",423,"laucode","flat","dwelling"
"2326","2016",429,"laucode","flat","dwelling"
"2326","2017",441,"laucode","flat","dwelling"
"2326","2018",474,"laucode","flat","dwelling"
"2326","2019",476,"laucode","flat","dwelling"
"2326","2020",476,"laucode","flat","dwelling"
"2326","2013",77,"laucode","other","dwelling"
"2326","2014",78,"laucode","other","dwelling"
"2326","2015",79,"laucode","other","dwelling"
"2326","2016",78,"laucode","other","dwelling"
"2326","2017",79,"laucode","other","dwelling"
"2326","2018",88,"laucode","other","dwelling"
"2326","2019",79,"laucode","other","dwelling"
"2326","2020",80,"laucode","other","dwelling"
"2361","2013",4354,"laucode","house","dwelling"
"2361","2014",4316,"laucode","house","dwelling"
"2361","2015",4327,"laucode","house","dwelling"
"2361","2016",4469,"laucode","house","dwelling"
"2361","2017",4534,"laucode","house","dwelling"
"2361","2018",4561,"laucode","house","dwelling"
"2361","2019",4565,"laucode","house","dwelling"
"2361","2020",4709,"laucode","house","dwelling"
"2361","2013",1153,"laucode","flat","dwelling"
"2361","2014",1204,"laucode","flat","dwelling"
"2361","2015",1200,"laucode","flat","dwelling"
"2361","2016",1204,"laucode","flat","dwelling"
"2361","2017",1211,"laucode","flat","dwelling"
"2361","2018",1255,"laucode","flat","dwelling"
"2361","2019",1267,"laucode","flat","dwelling"
"2361","2020",1272,"laucode","flat","dwelling"
"2361","2013",188,"laucode","other","dwelling"
"2361","2014",188,"laucode","other","dwelling"
"2361","2015",170,"laucode","other","dwelling"
"2361","2016",171,"laucode","other","dwelling"
"2361","2017",170,"laucode","other","dwelling"
"2361","2018",190,"laucode","other","dwelling"
"2361","2019",193,"laucode","other","dwelling"
"2361","2020",192,"laucode","other","dwelling"
"2380","2013",11068,"laucode","house","dwelling"
"2380","2014",11118,"laucode","house","dwelling"
"2380","2015",11201,"laucode","house","dwelling"
"2380","2016",11513,"laucode","house","dwelling"
"2380","2017",11710,"laucode","house","dwelling"
"2380","2018",11802,"laucode","house","dwelling"
"2380","2019",11852,"laucode","house","dwelling"
"2380","2020",11899,"laucode","house","dwelling"
"2380","2013",19476,"laucode","flat","dwelling"
"2380","2014",19566,"laucode","flat","dwelling"
"2380","2015",19657,"laucode","flat","dwelling"
"2380","2016",19861,"laucode","flat","dwelling"
"2380","2017",20163,"laucode","flat","dwelling"
"2380","2018",20409,"laucode","flat","dwelling"
"2380","2019",20768,"laucode","flat","dwelling"
"2380","2020",21090,"laucode","flat","dwelling"
"2380","2013",672,"laucode","other","dwelling"
"2380","2014",668,"laucode","other","dwelling"
"2380","2015",664,"laucode","other","dwelling"
"2380","2016",671,"laucode","other","dwelling"
"2380","2017",671,"laucode","other","dwelling"
"2380","2018",680,"laucode","other","dwelling"
"2380","2019",684,"laucode","other","dwelling"
"2380","2020",693,"laucode","other","dwelling"
"2401","2013",2414,"laucode","house","dwelling"
"2401","2014",2446,"laucode","house","dwelling"
"2401","2015",2434,"laucode","house","dwelling"
"2401","2016",2491,"laucode","house","dwelling"
"2401","2017",2496,"laucode","house","dwelling"
"2401","2018",2509,"laucode","house","dwelling"
"2401","2019",2502,"laucode","house","dwelling"
"2401","2020",2518,"laucode","house","dwelling"
"2401","2013",740,"laucode","flat","dwelling"
"2401","2014",724,"laucode","flat","dwelling"
"2401","2015",719,"laucode","flat","dwelling"
"2401","2016",758,"laucode","flat","dwelling"
"2401","2017",762,"laucode","flat","dwelling"
"2401","2018",762,"laucode","flat","dwelling"
"2401","2019",796,"laucode","flat","dwelling"
"2401","2020",796,"laucode","flat","dwelling"
"2401","2013",52,"laucode","other","dwelling"
"2401","2014",52,"laucode","other","dwelling"
"2401","2015",54,"laucode","other","dwelling"
"2401","2016",54,"laucode","other","dwelling"
"2401","2017",48,"laucode","other","dwelling"
"2401","2018",49,"laucode","other","dwelling"
"2401","2019",53,"laucode","other","dwelling"
"2401","2020",59,"laucode","other","dwelling"
"2403","2013",925,"laucode","house","dwelling"
"2403","2014",932,"laucode","house","dwelling"
"2403","2015",926,"laucode","house","dwelling"
"2403","2016",926,"laucode","house","dwelling"
"2403","2017",945,"laucode","house","dwelling"
"2403","2018",942,"laucode","house","dwelling"
"2403","2019",928,"laucode","house","dwelling"
"2403","2020",934,"laucode","house","dwelling"
"2403","2013",94,"laucode","flat","dwelling"
"2403","2014",82,"laucode","flat","dwelling"
"2403","2015",82,"laucode","flat","dwelling"
"2403","2016",87,"laucode","flat","dwelling"
"2403","2017",119,"laucode","flat","dwelling"
"2403","2018",119,"laucode","flat","dwelling"
"2403","2019",119,"laucode","flat","dwelling"
"2403","2020",119,"laucode","flat","dwelling"
"2403","2013",79,"laucode","other","dwelling"
"2403","2014",78,"laucode","other","dwelling"
"2403","2015",78,"laucode","other","dwelling"
"2403","2016",65,"laucode","other","dwelling"
"2403","2017",22,"laucode","other","dwelling"
"2403","2018",22,"laucode","other","dwelling"
"2403","2019",22,"laucode","other","dwelling"
"2403","2020",22,"laucode","other","dwelling"
"2404","2013",1967,"laucode","house","dwelling"
"2404","2014",1967,"laucode","house","dwelling"
"2404","2015",1948,"laucode","house","dwelling"
"2404","2016",1975,"laucode","house","dwelling"
"2404","2017",2004,"laucode","house","dwelling"
"2404","2018",2012,"laucode","house","dwelling"
"2404","2019",1993,"laucode","house","dwelling"
"2404","2020",1996,"laucode","house","dwelling"
"2404","2013",412,"laucode","flat","dwelling"
"2404","2014",412,"laucode","flat","dwelling"
"2404","2015",412,"laucode","flat","dwelling"
"2404","2016",415,"laucode","flat","dwelling"
"2404","2017",418,"laucode","flat","dwelling"
"2404","2018",418,"laucode","flat","dwelling"
"2404","2019",457,"laucode","flat","dwelling"
"2404","2020",463,"laucode","flat","dwelling"
"2404","2013",118,"laucode","other","dwelling"
"2404","2014",118,"laucode","other","dwelling"
"2404","2015",118,"laucode","other","dwelling"
"2404","2016",119,"laucode","other","dwelling"
"2404","2017",120,"laucode","other","dwelling"
"2404","2018",120,"laucode","other","dwelling"
"2404","2019",120,"laucode","other","dwelling"
"2404","2020",120,"laucode","other","dwelling"
"2409","2013",2496,"laucode","house","dwelling"
"2409","2014",2496,"laucode","house","dwelling"
"2409","2015",2497,"laucode","house","dwelling"
"2409","2016",2516,"laucode","house","dwelling"
"2409","2017",2539,"laucode","house","dwelling"
"2409","2018",2553,"laucode","house","dwelling"
"2409","2019",2546,"laucode","house","dwelling"
"2409","2020",2557,"laucode","house","dwelling"
"2409","2013",469,"laucode","flat","dwelling"
"2409","2014",469,"laucode","flat","dwelling"
"2409","2015",469,"laucode","flat","dwelling"
"2409","2016",469,"laucode","flat","dwelling"
"2409","2017",470,"laucode","flat","dwelling"
"2409","2018",486,"laucode","flat","dwelling"
"2409","2019",499,"laucode","flat","dwelling"
"2409","2020",499,"laucode","flat","dwelling"
"2409","2013",27,"laucode","other","dwelling"
"2409","2014",27,"laucode","other","dwelling"
"2409","2015",27,"laucode","other","dwelling"
"2409","2016",27,"laucode","other","dwelling"
"2409","2017",27,"laucode","other","dwelling"
"2409","2018",27,"laucode","other","dwelling"
"2409","2019",28,"laucode","other","dwelling"
"2409","2020",28,"laucode","other","dwelling"
"2417","2013",1440,"laucode","house","dwelling"
"2417","2014",1434,"laucode","house","dwelling"
"2417","2015",1425,"laucode","house","dwelling"
"2417","2016",1416,"laucode","house","dwelling"
"2417","2017",1420,"laucode","house","dwelling"
