"year","level","code","type.of.building","value","measure"
2018,"laucode","1762","house",472,"offer_pricem2"
2018,"laucode","1763","all",960,"offer_pricem2"
2018,"laucode","1763","flat",632,"offer_pricem2"
2018,"laucode","1763","house",969,"offer_pricem2"
2018,"laucode","1765","all",1076,"offer_pricem2"
2018,"laucode","1765","flat",853,"offer_pricem2"
2018,"laucode","1765","house",1111,"offer_pricem2"
2018,"laucode","1766","all",946,"offer_pricem2"
2018,"laucode","1766","flat",529,"offer_pricem2"
2018,"laucode","1766","house",954,"offer_pricem2"
2018,"laucode","1780","all",2356,"offer_pricem2"
2018,"laucode","1780","flat",2370,"offer_pricem2"
2018,"laucode","1780","house",2204,"offer_pricem2"
2018,"laucode","1781","all",656,"offer_pricem2"
2018,"laucode","1781","flat",406,"offer_pricem2"
2018,"laucode","1781","house",1010,"offer_pricem2"
2018,"laucode","1782","all",577,"offer_pricem2"
2018,"laucode","1782","flat",193,"offer_pricem2"
2018,"laucode","1782","house",601,"offer_pricem2"
2018,"laucode","1783","all",737,"offer_pricem2"
2018,"laucode","1783","house",737,"offer_pricem2"
2018,"laucode","1784","all",1392,"offer_pricem2"
2018,"laucode","1784","flat",725,"offer_pricem2"
2018,"laucode","1784","house",1414,"offer_pricem2"
2018,"laucode","1785","all",757,"offer_pricem2"
2018,"laucode","1785","flat",220,"offer_pricem2"
2018,"laucode","1785","house",774,"offer_pricem2"
2018,"laucode","1814","all",1363,"offer_pricem2"
2018,"laucode","1814","flat",1351,"offer_pricem2"
2018,"laucode","1814","house",1364,"offer_pricem2"
2018,"laucode","1860","all",842,"offer_pricem2"
2018,"laucode","1860","house",842,"offer_pricem2"
2018,"laucode","1861","all",1082,"offer_pricem2"
2018,"laucode","1861","flat",656,"offer_pricem2"
2018,"laucode","1861","house",1102,"offer_pricem2"
2018,"laucode","1862","all",672,"offer_pricem2"
2018,"laucode","1862","flat",309,"offer_pricem2"
2018,"laucode","1862","house",674,"offer_pricem2"
2018,"laucode","1863","all",576,"offer_pricem2"
2018,"laucode","1863","house",576,"offer_pricem2"
2018,"laucode","1864","all",565,"offer_pricem2"
2018,"laucode","1864","house",565,"offer_pricem2"
2018,"laucode","1880","all",2672,"offer_pricem2"
2018,"laucode","1880","flat",2707,"offer_pricem2"
2018,"laucode","1880","house",2309,"offer_pricem2"
2018,"laucode","1881","all",1715,"offer_pricem2"
2018,"laucode","1881","flat",1597,"offer_pricem2"
2018,"laucode","1881","house",1782,"offer_pricem2"
2018,"laucode","1882","all",1642,"offer_pricem2"
2018,"laucode","1882","flat",2300,"offer_pricem2"
2018,"laucode","1882","house",1447,"offer_pricem2"
2018,"laucode","1883","all",1000,"offer_pricem2"
2018,"laucode","1883","flat",993,"offer_pricem2"
2018,"laucode","1883","house",1013,"offer_pricem2"
2018,"laucode","1884","all",1549,"offer_pricem2"
2018,"laucode","1884","flat",429,"offer_pricem2"
2018,"laucode","1884","house",1632,"offer_pricem2"
2018,"laucode","1885","all",860,"offer_pricem2"
2018,"laucode","1885","flat",571,"offer_pricem2"
2018,"laucode","1885","house",968,"offer_pricem2"
2018,"laucode","1904","all",517,"offer_pricem2"
2018,"laucode","1904","flat",257,"offer_pricem2"
2018,"laucode","1904","house",582,"offer_pricem2"
2018,"laucode","1907","all",1163,"offer_pricem2"
2018,"laucode","1907","flat",909,"offer_pricem2"
2018,"laucode","1907","house",1260,"offer_pricem2"
2018,"laucode","1960","all",1214,"offer_pricem2"
2018,"laucode","1960","house",1214,"offer_pricem2"
2018,"laucode","1961","all",1444,"offer_pricem2"
2018,"laucode","1961","flat",752,"offer_pricem2"
2018,"laucode","1961","house",1617,"offer_pricem2"
2018,"laucode","1962","all",783,"offer_pricem2"
2018,"laucode","1962","flat",1152,"offer_pricem2"
2018,"laucode","1962","house",691,"offer_pricem2"
2018,"laucode","1980","all",2521,"offer_pricem2"
2018,"laucode","1980","flat",2519,"offer_pricem2"
2018,"laucode","1980","house",2534,"offer_pricem2"
2018,"laucode","1981","all",1658,"offer_pricem2"
2018,"laucode","1981","flat",1486,"offer_pricem2"
2018,"laucode","1981","house",1680,"offer_pricem2"
2018,"laucode","1982","all",389,"offer_pricem2"
2018,"laucode","1982","flat",259,"offer_pricem2"
2018,"laucode","1982","house",829,"offer_pricem2"
2018,"laucode","1983","all",1073,"offer_pricem2"
2018,"laucode","1983","flat",841,"offer_pricem2"
2018,"laucode","1983","house",1613,"offer_pricem2"
2018,"laucode","1984","all",1251,"offer_pricem2"
2018,"laucode","1984","flat",1127,"offer_pricem2"
2018,"laucode","1984","house",1549,"offer_pricem2"
2018,"laucode","2021","all",517,"offer_pricem2"
2018,"laucode","2021","house",517,"offer_pricem2"
2018,"laucode","2023","all",3141,"offer_pricem2"
2018,"laucode","2023","flat",3373,"offer_pricem2"
2018,"laucode","2023","house",1151,"offer_pricem2"
2018,"laucode","2026","all",926,"offer_pricem2"
2018,"laucode","2026","flat",2097,"offer_pricem2"
2018,"laucode","2026","house",919,"offer_pricem2"
2018,"laucode","2029","all",2315,"offer_pricem2"
2018,"laucode","2029","flat",1624,"offer_pricem2"
2018,"laucode","2029","house",2321,"offer_pricem2"
2018,"laucode","2031","all",1430,"offer_pricem2"
2018,"laucode","2031","flat",1227,"offer_pricem2"
2018,"laucode","2031","house",1493,"offer_pricem2"
2018,"laucode","2034","all",1502,"offer_pricem2"
2018,"laucode","2034","flat",2128,"offer_pricem2"
2018,"laucode","2034","house",1224,"offer_pricem2"
2018,"laucode","2039","all",637,"offer_pricem2"
2018,"laucode","2039","house",637,"offer_pricem2"
2018,"laucode","2061","all",1068,"offer_pricem2"
2018,"laucode","2061","house",1068,"offer_pricem2"
2018,"laucode","2062","all",1260,"offer_pricem2"
2018,"laucode","2062","flat",1293,"offer_pricem2"
2018,"laucode","2062","house",1100,"offer_pricem2"
2018,"laucode","2081","all",1655,"offer_pricem2"
2018,"laucode","2081","flat",1685,"offer_pricem2"
2018,"laucode","2081","house",1636,"offer_pricem2"
2018,"laucode","2082","all",1435,"offer_pricem2"
2018,"laucode","2082","house",1435,"offer_pricem2"
2018,"laucode","2083","all",1004,"offer_pricem2"
2018,"laucode","2083","flat",767,"offer_pricem2"
2018,"laucode","2083","house",1063,"offer_pricem2"
2018,"laucode","2084","all",751,"offer_pricem2"
2018,"laucode","2084","flat",641,"offer_pricem2"
2018,"laucode","2084","house",1582,"offer_pricem2"
2018,"laucode","2085","all",1016,"offer_pricem2"
2018,"laucode","2085","flat",932,"offer_pricem2"
2018,"laucode","2085","house",1122,"offer_pricem2"
2018,"laucode","2101","all",882,"offer_pricem2"
2018,"laucode","2101","house",882,"offer_pricem2"
2018,"laucode","2104","all",828,"offer_pricem2"
2018,"laucode","2104","flat",180,"offer_pricem2"
2018,"laucode","2104","house",860,"offer_pricem2"
2018,"laucode","2121","all",712,"offer_pricem2"
2018,"laucode","2121","flat",664,"offer_pricem2"
2018,"laucode","2121","house",717,"offer_pricem2"
2018,"laucode","2132","all",819,"offer_pricem2"
2018,"laucode","2132","house",819,"offer_pricem2"
2018,"laucode","2161","all",786,"offer_pricem2"
2018,"laucode","2161","flat",1412,"offer_pricem2"
2018,"laucode","2161","house",709,"offer_pricem2"
2018,"laucode","2180","all",2294,"offer_pricem2"
2018,"laucode","2180","flat",2339,"offer_pricem2"
2018,"laucode","2180","house",2109,"offer_pricem2"
2018,"laucode","2181","all",1476,"offer_pricem2"
2018,"laucode","2181","flat",1481,"offer_pricem2"
2018,"laucode","2181","house",1474,"offer_pricem2"
2018,"laucode","2182","all",942,"offer_pricem2"
2018,"laucode","2182","flat",848,"offer_pricem2"
2018,"laucode","2182","house",963,"offer_pricem2"
2018,"laucode","2184","all",1378,"offer_pricem2"
2018,"laucode","2184","flat",1776,"offer_pricem2"
2018,"laucode","2184","house",1217,"offer_pricem2"
2018,"laucode","2260","all",485,"offer_pricem2"
2018,"laucode","2260","house",485,"offer_pricem2"
2018,"laucode","2262","all",837,"offer_pricem2"
2018,"laucode","2262","flat",633,"offer_pricem2"
2018,"laucode","2262","house",1041,"offer_pricem2"
2018,"laucode","2280","all",804,"offer_pricem2"
2018,"laucode","2280","flat",645,"offer_pricem2"
2018,"laucode","2280","house",870,"offer_pricem2"
2018,"laucode","2281","all",1806,"offer_pricem2"
2018,"laucode","2281","flat",1772,"offer_pricem2"
2018,"laucode","2281","house",1986,"offer_pricem2"
2018,"laucode","2282","all",530,"offer_pricem2"
2018,"laucode","2282","flat",502,"offer_pricem2"
2018,"laucode","2282","house",530,"offer_pricem2"
2018,"laucode","2283","all",364,"offer_pricem2"
2018,"laucode","2283","house",364,"offer_pricem2"
2018,"laucode","2284","all",1186,"offer_pricem2"
2018,"laucode","2284","flat",1672,"offer_pricem2"
2018,"laucode","2284","house",1118,"offer_pricem2"
2018,"laucode","2303","all",300,"offer_pricem2"
2018,"laucode","2303","house",300,"offer_pricem2"
2018,"laucode","2305","all",527,"offer_pricem2"
2018,"laucode","2305","house",527,"offer_pricem2"
2018,"laucode","2309","all",1935,"offer_pricem2"
2018,"laucode","2309","house",1935,"offer_pricem2"
2018,"laucode","2313","all",626,"offer_pricem2"
2018,"laucode","2313","house",626,"offer_pricem2"
2018,"laucode","2321","all",2537,"offer_pricem2"
2018,"laucode","2321","flat",2535,"offer_pricem2"
2018,"laucode","2321","house",2574,"offer_pricem2"
2018,"laucode","2326","all",809,"offer_pricem2"
2018,"laucode","2326","flat",2925,"offer_pricem2"
2018,"laucode","2326","house",724,"offer_pricem2"
2018,"laucode","2361","all",2430,"offer_pricem2"
2018,"laucode","2361","flat",2869,"offer_pricem2"
2018,"laucode","2361","house",1908,"offer_pricem2"
2018,"laucode","2380","all",2006,"offer_pricem2"
2018,"laucode","2380","flat",1963,"offer_pricem2"
2018,"laucode","2380","house",2340,"offer_pricem2"
2018,"laucode","2401","all",623,"offer_pricem2"
2018,"laucode","2401","house",623,"offer_pricem2"
2018,"laucode","2403","all",385,"offer_pricem2"
2018,"laucode","2403","house",385,"offer_pricem2"
2018,"laucode","2404","all",1760,"offer_pricem2"
2018,"laucode","2404","house",1760,"offer_pricem2"
2018,"laucode","2409","all",345,"offer_pricem2"
2018,"laucode","2409","house",345,"offer_pricem2"
2018,"laucode","2417","all",269,"offer_pricem2"
2018,"laucode","2417","house",269,"offer_pricem2"
2018,"laucode","2418","all",318,"offer_pricem2"
2018,"laucode","2418","house",318,"offer_pricem2"
2018,"laucode","2421","all",1828,"offer_pricem2"
2018,"laucode","2421","flat",2973,"offer_pricem2"
2018,"laucode","2421","house",684,"offer_pricem2"
2018,"laucode","2425","all",2727,"offer_pricem2"
2018,"laucode","2425","flat",2727,"offer_pricem2"
2018,"laucode","2462","all",1482,"offer_pricem2"
2018,"laucode","2462","house",1482,"offer_pricem2"
2018,"laucode","2463","all",364,"offer_pricem2"
2018,"laucode","2463","house",364,"offer_pricem2"
2018,"laucode","2480","all",2917,"offer_pricem2"
2018,"laucode","2480","flat",2954,"offer_pricem2"
2018,"laucode","2480","house",2646,"offer_pricem2"
2018,"laucode","2481","all",630,"offer_pricem2"
2018,"laucode","2481","house",630,"offer_pricem2"
2018,"laucode","2482","all",1427,"offer_pricem2"
2018,"laucode","2482","flat",1527,"offer_pricem2"
2018,"laucode","2482","house",1339,"offer_pricem2"
2018,"laucode","2505","all",596,"offer_pricem2"
2018,"laucode","2505","house",596,"offer_pricem2"
2018,"laucode","2506","all",884,"offer_pricem2"
2018,"laucode","2506","house",884,"offer_pricem2"
2018,"laucode","2510","all",854,"offer_pricem2"
2018,"laucode","2510","house",854,"offer_pricem2"
2018,"laucode","2513","all",381,"offer_pricem2"
2018,"laucode","2513","house",381,"offer_pricem2"
2018,"laucode","2514","all",655,"offer_pricem2"
2018,"laucode","2514","flat",481,"offer_pricem2"
2018,"laucode","2514","house",664,"offer_pricem2"
2018,"laucode","2518","all",443,"offer_pricem2"
2018,"laucode","2518","house",443,"offer_pricem2"
2018,"laucode","2521","all",589,"offer_pricem2"
2018,"laucode","2521","house",589,"offer_pricem2"
2018,"laucode","2523","all",1501,"offer_pricem2"
2018,"laucode","2523","flat",1501,"offer_pricem2"
2018,"laucode","2523","house",1500,"offer_pricem2"
2018,"laucode","2560","all",546,"offer_pricem2"
2018,"laucode","2560","flat",427,"offer_pricem2"
2018,"laucode","2560","house",546,"offer_pricem2"
2018,"laucode","2580","all",2279,"offer_pricem2"
2018,"laucode","2580","flat",2395,"offer_pricem2"
2018,"laucode","2580","house",2081,"offer_pricem2"
2018,"laucode","2581","all",1333,"offer_pricem2"
2018,"laucode","2581","flat",1331,"offer_pricem2"
2018,"laucode","2581","house",1333,"offer_pricem2"
2018,"laucode","2582","all",1230,"offer_pricem2"
2018,"laucode","2582","flat",1053,"offer_pricem2"
2018,"laucode","2582","house",1288,"offer_pricem2"
2018,"laucode","2583","all",747,"offer_pricem2"
2018,"laucode","2583","flat",576,"offer_pricem2"
2018,"laucode","2583","house",752,"offer_pricem2"
2018,"laucode","2584","all",1498,"offer_pricem2"
2018,"laucode","2584","flat",1547,"offer_pricem2"
2018,"laucode","2584","house",1280,"offer_pricem2"
2018,"nuts3","SE110","all",4973,"offer_pricem2"
2018,"nuts3","SE110","flat",5378,"offer_pricem2"
2018,"nuts3","SE110","house",4074,"offer_pricem2"
2018,"nuts3","SE121","all",3047,"offer_pricem2"
2018,"nuts3","SE121","flat",3391,"offer_pricem2"
2018,"nuts3","SE121","house",2620,"offer_pricem2"
2018,"nuts3","SE122","all",2113,"offer_pricem2"
2018,"nuts3","SE122","flat",2068,"offer_pricem2"
2018,"nuts3","SE122","house",2135,"offer_pricem2"
2018,"nuts3","SE123","all",2483,"offer_pricem2"
2018,"nuts3","SE123","flat",2680,"offer_pricem2"
2018,"nuts3","SE123","house",2120,"offer_pricem2"
2018,"nuts3","SE211","all",1824,"offer_pricem2"
2018,"nuts3","SE211","flat",2094,"offer_pricem2"
2018,"nuts3","SE211","house",1671,"offer_pricem2"
2018,"nuts3","SE212","all",1728,"offer_pricem2"
2018,"nuts3","SE212","house",1454,"offer_pricem2"
2018,"nuts3","SE212","flat",2088,"offer_pricem2"
2018,"nuts3","SE213","all",1527,"offer_pricem2"
2018,"nuts3","SE213","house",1436,"offer_pricem2"
2018,"nuts3","SE213","flat",1602,"offer_pricem2"
2018,"nuts3","SE214","all",3199,"offer_pricem2"
2018,"nuts3","SE214","flat",3327,"offer_pricem2"
2018,"nuts3","SE214","house",2623,"offer_pricem2"
2018,"nuts3","SE221","all",1711,"offer_pricem2"
2018,"nuts3","SE221","flat",1819,"offer_pricem2"
2018,"nuts3","SE221","house",1617,"offer_pricem2"
2018,"nuts3","SE224","all",2489,"offer_pricem2"
2018,"nuts3","SE224","flat",2616,"offer_pricem2"
2018,"nuts3","SE224","house",2382,"offer_pricem2"
2018,"nuts3","SE231","all",2931,"offer_pricem2"
2018,"nuts3","SE231","house",2828,"offer_pricem2"
2018,"nuts3","SE231","flat",3114,"offer_pricem2"
2018,"nuts3","SE232","all",2940,"offer_pricem2"
2018,"nuts3","SE232","flat",3443,"offer_pricem2"
2018,"nuts3","SE232","house",2487,"offer_pricem2"
2018,"nuts3","SE311","all",1434,"offer_pricem2"
2018,"nuts3","SE311","flat",1577,"offer_pricem2"
2018,"nuts3","SE311","house",1360,"offer_pricem2"
2018,"nuts3","SE124","all",1860,"offer_pricem2"
2018,"nuts3","SE124","flat",2161,"offer_pricem2"
2018,"nuts3","SE124","house",1571,"offer_pricem2"
2018,"nuts3","SE125","all",1888,"offer_pricem2"
2018,"nuts3","SE125","flat",1944,"offer_pricem2"
2018,"nuts3","SE125","house",1916,"offer_pricem2"
2018,"nuts3","SE312","all",1383,"offer_pricem2"
2018,"nuts3","SE312","house",1324,"offer_pricem2"
2018,"nuts3","SE312","flat",1334,"offer_pricem2"
2018,"nuts3","SE313","all",1545,"offer_pricem2"
2018,"nuts3","SE313","house",1386,"offer_pricem2"
2018,"nuts3","SE313","flat",1807,"offer_pricem2"
2018,"nuts3","SE321","all",1201,"offer_pricem2"
2018,"nuts3","SE321","house",1197,"offer_pricem2"
2018,"nuts3","SE321","flat",1465,"offer_pricem2"
2018,"nuts3","SE322","all",1732,"offer_pricem2"
2018,"nuts3","SE322","house",1709,"offer_pricem2"
2018,"nuts3","SE322","flat",2070,"offer_pricem2"
2018,"nuts3","SE331","all",1982,"offer_pricem2"
2018,"nuts3","SE331","house",1646,"offer_pricem2"
2018,"nuts3","SE331","flat",2537,"offer_pricem2"
2018,"nuts3","SE332","all",1436,"offer_pricem2"
2018,"nuts3","SE332","house",1297,"offer_pricem2"
2018,"nuts3","SE332","flat",1684,"offer_pricem2"
2018,"nuts2","SE11","all",4973,"offer_pricem2"
2018,"nuts2","SE11","flat",5378,"offer_pricem2"
2018,"nuts2","SE11","house",4074,"offer_pricem2"
2018,"nuts2","SE12","all",2336,"offer_pricem2"
2018,"nuts2","SE12","flat",2528,"offer_pricem2"
2018,"nuts2","SE12","house",2093,"offer_pricem2"
2018,"nuts2","SE21","all",1805,"offer_pricem2"
2018,"nuts2","SE21","flat",2032,"offer_pricem2"
2018,"nuts2","SE21","house",1616,"offer_pricem2"
2018,"nuts2","SE22","all",2401,"offer_pricem2"
2018,"nuts2","SE22","flat",2549,"offer_pricem2"
2018,"nuts2","SE22","house",2281,"offer_pricem2"
2018,"nuts2","SE23","all",2938,"offer_pricem2"
2018,"nuts2","SE23","house",2558,"offer_pricem2"
2018,"nuts2","SE23","flat",3405,"offer_pricem2"
2018,"nuts2","SE31","all",1456,"offer_pricem2"
2018,"nuts2","SE31","flat",1606,"offer_pricem2"
2018,"nuts2","SE31","house",1357,"offer_pricem2"
2018,"nuts2","SE32","all",1388,"offer_pricem2"
2018,"nuts2","SE32","house",1380,"offer_pricem2"
2018,"nuts2","SE32","flat",1661,"offer_pricem2"
2018,"nuts2","SE33","all",1710,"offer_pricem2"
2018,"nuts2","SE33","house",1468,"offer_pricem2"
2018,"nuts2","SE33","flat",2116,"offer_pricem2"
2018,"nuts1","SE1","all",3780,"offer_pricem2"
2018,"nuts1","SE1","flat",4359,"offer_pricem2"
2018,"nuts1","SE1","house",2987,"offer_pricem2"
2018,"nuts1","SE2","all",2516,"offer_pricem2"
2018,"nuts1","SE2","flat",2868,"offer_pricem2"
2018,"nuts1","SE2","house",2245,"offer_pricem2"
2018,"nuts1","SE3","all",1517,"offer_pricem2"
2018,"nuts1","SE3","flat",1785,"offer_pricem2"
2018,"nuts1","SE3","house",1394,"offer_pricem2"
2018,"nuts0","SE","all",2808,"offer_pricem2"
2018,"nuts0","SE","flat",3434,"offer_pricem2"
2018,"nuts0","SE","house",2298,"offer_pricem2"
