"lau_name","municipality","year","indicator","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","laucode","type"
"põlva vald","Laheda rural municipality",2004,"dwelling",424,"EE008","EE008",622,"all"
"põlva vald","Laheda rural municipality",2005,"dwelling",427,"EE008","EE008",622,"all"
"põlva vald","Mooste rural municipality",2003,"dwelling",729,"EE008","EE008",622,"all"
"põlva vald","Mooste rural municipality",2004,"dwelling",738,"EE008","EE008",622,"all"
"põlva vald","Mooste rural municipality",2005,"dwelling",741,"EE008","EE008",622,"all"
"põlva vald","Põlva city",2003,"dwelling",2767,"EE008","EE008",622,"all"
"põlva vald","Põlva city",2004,"dwelling",2774,"EE008","EE008",622,"all"
"põlva vald","Põlva city",2005,"dwelling",2820,"EE008","EE008",622,"all"
"põlva vald","Põlva rural municipality",2003,"dwelling",1339,"EE008","EE008",622,"all"
"põlva vald","Põlva rural municipality",2004,"dwelling",1359,"EE008","EE008",622,"all"
"põlva vald","Põlva rural municipality",2005,"dwelling",1376,"EE008","EE008",622,"all"
"põlva vald","Vastse-Kuuste rural municipality",2003,"dwelling",535,"EE008","EE008",622,"all"
"põlva vald","Vastse-Kuuste rural municipality",2004,"dwelling",537,"EE008","EE008",622,"all"
"põlva vald","Vastse-Kuuste rural municipality",2005,"dwelling",540,"EE008","EE008",622,"all"
"põlva vald","Ahja rural municipality",2006,"dwelling",449,"EE008","EE008",622,"all"
"põlva vald","Ahja rural municipality",2007,"dwelling",449,"EE008","EE008",622,"all"
"põlva vald","Laheda rural municipality",2006,"dwelling",434,"EE008","EE008",622,"all"
"põlva vald","Laheda rural municipality",2007,"dwelling",434,"EE008","EE008",622,"all"
"põlva vald","Mooste rural municipality",2006,"dwelling",747,"EE008","EE008",622,"all"
"põlva vald","Mooste rural municipality",2007,"dwelling",748,"EE008","EE008",622,"all"
"põlva vald","Põlva city",2006,"dwelling",2801,"EE008","EE008",622,"all"
"põlva vald","Põlva city",2007,"dwelling",2803,"EE008","EE008",622,"all"
"põlva vald","Põlva rural municipality",2006,"dwelling",1454,"EE008","EE008",622,"all"
"põlva vald","Põlva rural municipality",2007,"dwelling",1454,"EE008","EE008",622,"all"
"põlva vald","Vastse-Kuuste rural municipality",2006,"dwelling",563,"EE008","EE008",622,"all"
"põlva vald","Vastse-Kuuste rural municipality",2007,"dwelling",564,"EE008","EE008",622,"all"
"pärnu linn","Audru rural municipality",2003,"dwelling",1830,"EE004","EE004",624,"all"
"pärnu linn","Audru rural municipality",2004,"dwelling",1853,"EE004","EE004",624,"all"
"pärnu linn","Audru rural municipality",2005,"dwelling",1868,"EE004","EE004",624,"all"
"pärnu linn","Lavassaare rural municipality",2003,"dwelling",308,"EE004","EE004",624,"all"
"pärnu linn","Lavassaare rural municipality",2004,"dwelling",308,"EE004","EE004",624,"all"
"pärnu linn","Lavassaare rural municipality",2005,"dwelling",308,"EE004","EE004",624,"all"
"pärnu linn","Paikuse rural municipality",2003,"dwelling",1105,"EE004","EE004",624,"all"
"pärnu linn","Paikuse rural municipality",2004,"dwelling",1115,"EE004","EE004",624,"all"
"pärnu linn","Paikuse rural municipality",2005,"dwelling",1140,"EE004","EE004",624,"all"
"pärnu linn","Pärnu city",2003,"dwelling",20654,"EE004","EE004",624,"all"
"pärnu linn","Pärnu city",2004,"dwelling",21283,"EE004","EE004",624,"all"
"pärnu linn","Pärnu city",2005,"dwelling",21676,"EE004","EE004",624,"all"
"pärnu linn","Tõstamaa rural municipality",2003,"dwelling",633,"EE004","EE004",624,"all"
"pärnu linn","Tõstamaa rural municipality",2004,"dwelling",636,"EE004","EE004",624,"all"
"pärnu linn","Tõstamaa rural municipality",2005,"dwelling",641,"EE004","EE004",624,"all"
"pärnu linn","Audru rural municipality",2006,"dwelling",2070,"EE004","EE004",624,"all"
"pärnu linn","Audru rural municipality",2007,"dwelling",2089,"EE004","EE004",624,"all"
"pärnu linn","Lavassaare rural municipality",2006,"dwelling",314,"EE004","EE004",624,"all"
"pärnu linn","Lavassaare rural municipality",2007,"dwelling",313,"EE004","EE004",624,"all"
"pärnu linn","Paikuse rural municipality",2006,"dwelling",1220,"EE004","EE004",624,"all"
"pärnu linn","Paikuse rural municipality",2007,"dwelling",1230,"EE004","EE004",624,"all"
"pärnu linn","Pärnu city",2006,"dwelling",22312,"EE004","EE004",624,"all"
"pärnu linn","Pärnu city",2007,"dwelling",22670,"EE004","EE004",624,"all"
"pärnu linn","Tõstamaa rural municipality",2006,"dwelling",659,"EE004","EE004",624,"all"
"pärnu linn","Tõstamaa rural municipality",2007,"dwelling",659,"EE004","EE004",624,"all"
"põhja-pärnumaa vald","Halinga rural municipality",2003,"dwelling",1373,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Halinga rural municipality",2004,"dwelling",1375,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Halinga rural municipality",2005,"dwelling",1389,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Kaisma rural municipality",2003,"dwelling",228,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Kaisma rural municipality",2004,"dwelling",232,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Kaisma rural municipality",2005,"dwelling",233,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Tootsi rural municipality",2003,"dwelling",564,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Tootsi rural municipality",2004,"dwelling",564,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Tootsi rural municipality",2005,"dwelling",564,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality",2003,"dwelling",1228,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality",2004,"dwelling",1236,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality",2005,"dwelling",1238,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality (town)",2003,"dwelling",1142,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality (town)",2004,"dwelling",1156,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality (town)",2005,"dwelling",1163,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Halinga rural municipality",2006,"dwelling",1414,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Halinga rural municipality",2007,"dwelling",1415,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Kaisma rural municipality",2006,"dwelling",239,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Kaisma rural municipality",2007,"dwelling",239,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Tootsi rural municipality",2006,"dwelling",564,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Tootsi rural municipality",2007,"dwelling",564,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality",2006,"dwelling",1251,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality",2007,"dwelling",1252,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality (town)",2006,"dwelling",1192,"EE004","EE004",638,"all"
"põhja-pärnumaa vald","Vändra rural municipality (town)",2007,"dwelling",1192,"EE004","EE004",638,"all"
"raasiku vald","Raasiku rural municipality",2003,"dwelling",1650,"EE001","EE001",651,"all"
"raasiku vald","Raasiku rural municipality",2004,"dwelling",1662,"EE001","EE001",651,"all"
"raasiku vald","Raasiku rural municipality",2005,"dwelling",1696,"EE001","EE001",651,"all"
"raasiku vald","Raasiku rural municipality",2006,"dwelling",1744,"EE001","EE001",651,"all"
"raasiku vald","Raasiku rural municipality",2007,"dwelling",1776,"EE001","EE001",651,"all"
"rae vald","Rae rural municipality",2003,"dwelling",2768,"EE001","EE001",653,"all"
"rae vald","Rae rural municipality",2004,"dwelling",2872,"EE001","EE001",653,"all"
"rae vald","Rae rural municipality",2005,"dwelling",3406,"EE001","EE001",653,"all"
"rae vald","Rae rural municipality",2006,"dwelling",3764,"EE001","EE001",653,"all"
"rae vald","Rae rural municipality",2007,"dwelling",4470,"EE001","EE001",653,"all"
"rakvere vald","Rakvere rural municipality",2003,"dwelling",1056,"EE009","EE006",661,"all"
"rakvere vald","Rakvere rural municipality",2004,"dwelling",1072,"EE009","EE006",661,"all"
"rakvere vald","Rakvere rural municipality",2005,"dwelling",1078,"EE009","EE006",661,"all"
"rakvere vald","Sõmeru rural municipality",2003,"dwelling",1697,"EE009","EE006",661,"all"
"rakvere vald","Sõmeru rural municipality",2004,"dwelling",1724,"EE009","EE006",661,"all"
"rakvere vald","Sõmeru rural municipality",2005,"dwelling",1781,"EE009","EE006",661,"all"
"rakvere vald","Rakvere rural municipality",2006,"dwelling",1213,"EE009","EE006",661,"all"
"rakvere vald","Rakvere rural municipality",2007,"dwelling",1213,"EE009","EE006",661,"all"
"rakvere vald","Sõmeru rural municipality",2006,"dwelling",1826,"EE009","EE006",661,"all"
"rakvere vald","Sõmeru rural municipality",2007,"dwelling",1828,"EE009","EE006",661,"all"
"rakvere linn","Rakvere city",2003,"dwelling",8516,"EE009","EE006",663,"all"
"rakvere linn","Rakvere city",2004,"dwelling",8570,"EE009","EE006",663,"all"
"rakvere linn","Rakvere city",2005,"dwelling",8647,"EE009","EE006",663,"all"
"rakvere linn","Rakvere city",2006,"dwelling",8783,"EE009","EE006",663,"all"
"rakvere linn","Rakvere city",2007,"dwelling",8841,"EE009","EE006",663,"all"
"rapla vald","Juuru rural municipality",2003,"dwelling",691,"EE009","EE006",668,"all"
"rapla vald","Juuru rural municipality",2004,"dwelling",702,"EE009","EE006",668,"all"
"rapla vald","Juuru rural municipality",2005,"dwelling",714,"EE009","EE006",668,"all"
"rapla vald","Kaiu rural municipality",2003,"dwelling",733,"EE009","EE006",668,"all"
"rapla vald","Kaiu rural municipality",2004,"dwelling",739,"EE009","EE006",668,"all"
"rapla vald","Kaiu rural municipality",2005,"dwelling",746,"EE009","EE006",668,"all"
"rapla vald","Raikküla rural municipality",2003,"dwelling",804,"EE009","EE006",668,"all"
"rapla vald","Raikküla rural municipality",2004,"dwelling",814,"EE009","EE006",668,"all"
"rapla vald","Raikküla rural municipality",2005,"dwelling",820,"EE009","EE006",668,"all"
"rapla vald","Rapla rural municipality",2003,"dwelling",4126,"EE009","EE006",668,"all"
"rapla vald","Rapla rural municipality",2004,"dwelling",4130,"EE009","EE006",668,"all"
"rapla vald","Rapla rural municipality",2005,"dwelling",4158,"EE009","EE006",668,"all"
"rapla vald","Juuru rural municipality",2006,"dwelling",871,"EE009","EE006",668,"all"
"rapla vald","Juuru rural municipality",2007,"dwelling",876,"EE009","EE006",668,"all"
"rapla vald","Kaiu rural municipality",2006,"dwelling",752,"EE009","EE006",668,"all"
"rapla vald","Kaiu rural municipality",2007,"dwelling",753,"EE009","EE006",668,"all"
"rapla vald","Raikküla rural municipality",2006,"dwelling",825,"EE009","EE006",668,"all"
"rapla vald","Raikküla rural municipality",2007,"dwelling",825,"EE009","EE006",668,"all"
"rapla vald","Rapla rural municipality",2006,"dwelling",4273,"EE009","EE006",668,"all"
"rapla vald","Rapla rural municipality",2007,"dwelling",4282,"EE009","EE006",668,"all"
"ruhnu vald","Ruhnu rural municipality",2003,"dwelling",51,"EE004","EE004",689,"all"
"ruhnu vald","Ruhnu rural municipality",2004,"dwelling",51,"EE004","EE004",689,"all"
"ruhnu vald","Ruhnu rural municipality",2005,"dwelling",51,"EE004","EE004",689,"all"
"ruhnu vald","Ruhnu rural municipality",2006,"dwelling",53,"EE004","EE004",689,"all"
"ruhnu vald","Ruhnu rural municipality",2007,"dwelling",53,"EE004","EE004",689,"all"
"rõuge vald","Haanja rural municipality",2003,"dwelling",557,"EE008","EE008",698,"all"
"rõuge vald","Haanja rural municipality",2004,"dwelling",564,"EE008","EE008",698,"all"
"rõuge vald","Haanja rural municipality",2005,"dwelling",576,"EE008","EE008",698,"all"
"rõuge vald","Misso rural municipality",2003,"dwelling",441,"EE008","EE008",698,"all"
"rõuge vald","Misso rural municipality",2004,"dwelling",449,"EE008","EE008",698,"all"
"rõuge vald","Misso rural municipality",2005,"dwelling",454,"EE008","EE008",698,"all"
"rõuge vald","Mõniste rural municipality",2003,"dwelling",587,"EE008","EE008",698,"all"
"rõuge vald","Mõniste rural municipality",2004,"dwelling",592,"EE008","EE008",698,"all"
"rõuge vald","Mõniste rural municipality",2005,"dwelling",598,"EE008","EE008",698,"all"
"rõuge vald","Rõuge rural municipality",2003,"dwelling",958,"EE008","EE008",698,"all"
"rõuge vald","Rõuge rural municipality",2004,"dwelling",963,"EE008","EE008",698,"all"
"rõuge vald","Rõuge rural municipality",2005,"dwelling",972,"EE008","EE008",698,"all"
"rõuge vald","Varstu rural municipality",2003,"dwelling",622,"EE008","EE008",698,"all"
"rõuge vald","Varstu rural municipality",2004,"dwelling",630,"EE008","EE008",698,"all"
"rõuge vald","Varstu rural municipality",2005,"dwelling",648,"EE008","EE008",698,"all"
"rõuge vald","Haanja rural municipality",2006,"dwelling",589,"EE008","EE008",698,"all"
"rõuge vald","Haanja rural municipality",2007,"dwelling",589,"EE008","EE008",698,"all"
"rõuge vald","Misso rural municipality",2006,"dwelling",456,"EE008","EE008",698,"all"
"rõuge vald","Misso rural municipality",2007,"dwelling",456,"EE008","EE008",698,"all"
"rõuge vald","Mõniste rural municipality",2006,"dwelling",602,"EE008","EE008",698,"all"
"rõuge vald","Mõniste rural municipality",2007,"dwelling",600,"EE008","EE008",698,"all"
"rõuge vald","Rõuge rural municipality",2006,"dwelling",988,"EE008","EE008",698,"all"
"rõuge vald","Rõuge rural municipality",2007,"dwelling",989,"EE008","EE008",698,"all"
"rõuge vald","Varstu rural municipality",2006,"dwelling",661,"EE008","EE008",698,"all"
"rõuge vald","Varstu rural municipality",2007,"dwelling",661,"EE008","EE008",698,"all"
"räpina vald","Meeksi rural municipality",2003,"dwelling",417,"EE008","EE008",708,"all"
"räpina vald","Meeksi rural municipality",2004,"dwelling",416,"EE008","EE008",708,"all"
"räpina vald","Meeksi rural municipality",2005,"dwelling",433,"EE008","EE008",708,"all"
"räpina vald","Räpina rural municipality",2003,"dwelling",2265,"EE008","EE008",708,"all"
"räpina vald","Räpina rural municipality",2004,"dwelling",2280,"EE008","EE008",708,"all"
"räpina vald","Räpina rural municipality",2005,"dwelling",2307,"EE008","EE008",708,"all"
"räpina vald","Veriora rural municipality",2003,"dwelling",676,"EE008","EE008",708,"all"
"räpina vald","Veriora rural municipality",2004,"dwelling",689,"EE008","EE008",708,"all"
"räpina vald","Veriora rural municipality",2005,"dwelling",692,"EE008","EE008",708,"all"
"räpina vald","Meeksi rural municipality",2006,"dwelling",444,"EE008","EE008",708,"all"
"räpina vald","Meeksi rural municipality",2007,"dwelling",442,"EE008","EE008",708,"all"
"räpina vald","Räpina rural municipality",2006,"dwelling",2375,"EE008","EE008",708,"all"
"räpina vald","Räpina rural municipality",2007,"dwelling",2376,"EE008","EE008",708,"all"
"räpina vald","Veriora rural municipality",2006,"dwelling",706,"EE008","EE008",708,"all"
"räpina vald","Veriora rural municipality",2007,"dwelling",706,"EE008","EE008",708,"all"
"saarde vald","Kilingi-Nõmme city*",2003,"dwelling",1050,"EE004","EE004",712,"all"
"saarde vald","Kilingi-Nõmme city*",2004,"dwelling",1053,"EE004","EE004",712,"all"
"saarde vald","Kilingi-Nõmme city*",2005,"dwelling",1055,"EE004","EE004",712,"all"
"saarde vald","Saarde rural municipality*",2003,"dwelling",987,"EE004","EE004",712,"all"
"saarde vald","Saarde rural municipality*",2004,"dwelling",992,"EE004","EE004",712,"all"
"saarde vald","Saarde rural municipality*",2005,"dwelling",997,"EE004","EE004",712,"all"
"saarde vald","Surju rural municipality",2003,"dwelling",406,"EE004","EE004",712,"all"
"saarde vald","Surju rural municipality",2004,"dwelling",408,"EE004","EE004",712,"all"
"saarde vald","Surju rural municipality",2005,"dwelling",413,"EE004","EE004",712,"all"
"saarde vald","Tali rural municipality*",2003,"dwelling",293,"EE004","EE004",712,"all"
"saarde vald","Tali rural municipality*",2004,"dwelling",293,"EE004","EE004",712,"all"
"saarde vald","Tali rural municipality*",2005,"dwelling",298,"EE004","EE004",712,"all"
"saarde vald","Kilingi-Nõmme city*",2006,"dwelling",NA,"EE004","EE004",712,"all"
"saarde vald","Kilingi-Nõmme city*",2007,"dwelling",NA,"EE004","EE004",712,"all"
"saarde vald","Saarde rural municipality*",2006,"dwelling",2375,"EE004","EE004",712,"all"
"saarde vald","Saarde rural municipality*",2007,"dwelling",2364,"EE004","EE004",712,"all"
"saarde vald","Surju rural municipality",2006,"dwelling",447,"EE004","EE004",712,"all"
"saarde vald","Surju rural municipality",2007,"dwelling",448,"EE004","EE004",712,"all"
"saarde vald","Tali rural municipality*",2006,"dwelling",NA,"EE004","EE004",712,"all"
"saarde vald","Tali rural municipality*",2007,"dwelling",NA,"EE004","EE004",712,"all"
"saaremaa vald","Kaarma rural municipality",2003,"dwelling",1471,"EE004","EE004",714,"all"
"saaremaa vald","Kaarma rural municipality",2004,"dwelling",1528,"EE004","EE004",714,"all"
"saaremaa vald","Kaarma rural municipality",2005,"dwelling",1568,"EE004","EE004",714,"all"
"saaremaa vald","Kihelkonna rural municipality",2003,"dwelling",540,"EE004","EE004",714,"all"
"saaremaa vald","Kihelkonna rural municipality",2004,"dwelling",559,"EE004","EE004",714,"all"
"saaremaa vald","Kihelkonna rural municipality",2005,"dwelling",598,"EE004","EE004",714,"all"
"saaremaa vald","Kuressaare city",2003,"dwelling",6252,"EE004","EE004",714,"all"
"saaremaa vald","Kuressaare city",2004,"dwelling",6250,"EE004","EE004",714,"all"
"saaremaa vald","Kuressaare city",2005,"dwelling",6319,"EE004","EE004",714,"all"
"saaremaa vald","Kärla rural municipality",2003,"dwelling",559,"EE004","EE004",714,"all"
"saaremaa vald","Kärla rural municipality",2004,"dwelling",566,"EE004","EE004",714,"all"
"saaremaa vald","Kärla rural municipality",2005,"dwelling",583,"EE004","EE004",714,"all"
"saaremaa vald","Laimjala rural municipality",2003,"dwelling",346,"EE004","EE004",714,"all"
"saaremaa vald","Laimjala rural municipality",2004,"dwelling",352,"EE004","EE004",714,"all"
"saaremaa vald","Laimjala rural municipality",2005,"dwelling",355,"EE004","EE004",714,"all"
"saaremaa vald","Leisi rural municipality",2003,"dwelling",726,"EE004","EE004",714,"all"
"saaremaa vald","Leisi rural municipality",2004,"dwelling",746,"EE004","EE004",714,"all"
"saaremaa vald","Leisi rural municipality",2005,"dwelling",758,"EE004","EE004",714,"all"
"saaremaa vald","Lümanda rural municipality",2003,"dwelling",319,"EE004","EE004",714,"all"
"saaremaa vald","Lümanda rural municipality",2004,"dwelling",322,"EE004","EE004",714,"all"
"saaremaa vald","Lümanda rural municipality",2005,"dwelling",327,"EE004","EE004",714,"all"
"saaremaa vald","Mustjala rural municipality",2003,"dwelling",360,"EE004","EE004",714,"all"
"saaremaa vald","Mustjala rural municipality",2004,"dwelling",370,"EE004","EE004",714,"all"
"saaremaa vald","Mustjala rural municipality",2005,"dwelling",380,"EE004","EE004",714,"all"
"saaremaa vald","Orissaare rural municipality",2003,"dwelling",856,"EE004","EE004",714,"all"
"saaremaa vald","Orissaare rural municipality",2004,"dwelling",870,"EE004","EE004",714,"all"
"saaremaa vald","Orissaare rural municipality",2005,"dwelling",876,"EE004","EE004",714,"all"
"saaremaa vald","Pihtla rural municipality",2003,"dwelling",560,"EE004","EE004",714,"all"
"saaremaa vald","Pihtla rural municipality",2004,"dwelling",581,"EE004","EE004",714,"all"
"saaremaa vald","Pihtla rural municipality",2005,"dwelling",594,"EE004","EE004",714,"all"
"saaremaa vald","Pöide rural municipality",2003,"dwelling",487,"EE004","EE004",714,"all"
"saaremaa vald","Pöide rural municipality",2004,"dwelling",494,"EE004","EE004",714,"all"
"saaremaa vald","Pöide rural municipality",2005,"dwelling",496,"EE004","EE004",714,"all"
"saaremaa vald","Salme rural municipality",2003,"dwelling",431,"EE004","EE004",714,"all"
"saaremaa vald","Salme rural municipality",2004,"dwelling",438,"EE004","EE004",714,"all"
"saaremaa vald","Salme rural municipality",2005,"dwelling",446,"EE004","EE004",714,"all"
"saaremaa vald","Torgu rural municipality",2003,"dwelling",267,"EE004","EE004",714,"all"
"saaremaa vald","Torgu rural municipality",2004,"dwelling",271,"EE004","EE004",714,"all"
"saaremaa vald","Torgu rural municipality",2005,"dwelling",277,"EE004","EE004",714,"all"
"saaremaa vald","Valjala rural municipality",2003,"dwelling",553,"EE004","EE004",714,"all"
"saaremaa vald","Valjala rural municipality",2004,"dwelling",562,"EE004","EE004",714,"all"
"saaremaa vald","Valjala rural municipality",2005,"dwelling",567,"EE004","EE004",714,"all"
"saaremaa vald","Kaarma rural municipality",2006,"dwelling",1770,"EE004","EE004",714,"all"
"saaremaa vald","Kaarma rural municipality",2007,"dwelling",1790,"EE004","EE004",714,"all"
"saaremaa vald","Kihelkonna rural municipality",2006,"dwelling",608,"EE004","EE004",714,"all"
"saaremaa vald","Kihelkonna rural municipality",2007,"dwelling",608,"EE004","EE004",714,"all"
"saaremaa vald","Kuressaare city",2006,"dwelling",6488,"EE004","EE004",714,"all"
"saaremaa vald","Kuressaare city",2007,"dwelling",6554,"EE004","EE004",714,"all"
"saaremaa vald","Kärla rural municipality",2006,"dwelling",587,"EE004","EE004",714,"all"
"saaremaa vald","Kärla rural municipality",2007,"dwelling",588,"EE004","EE004",714,"all"
"saaremaa vald","Laimjala rural municipality",2006,"dwelling",368,"EE004","EE004",714,"all"
"saaremaa vald","Laimjala rural municipality",2007,"dwelling",368,"EE004","EE004",714,"all"
"saaremaa vald","Leisi rural municipality",2006,"dwelling",781,"EE004","EE004",714,"all"
"saaremaa vald","Leisi rural municipality",2007,"dwelling",782,"EE004","EE004",714,"all"
"saaremaa vald","Lümanda rural municipality",2006,"dwelling",334,"EE004","EE004",714,"all"
"saaremaa vald","Lümanda rural municipality",2007,"dwelling",334,"EE004","EE004",714,"all"
"saaremaa vald","Mustjala rural municipality",2006,"dwelling",408,"EE004","EE004",714,"all"
"saaremaa vald","Mustjala rural municipality",2007,"dwelling",413,"EE004","EE004",714,"all"
"saaremaa vald","Orissaare rural municipality",2006,"dwelling",897,"EE004","EE004",714,"all"
"saaremaa vald","Orissaare rural municipality",2007,"dwelling",898,"EE004","EE004",714,"all"
"saaremaa vald","Pihtla rural municipality",2006,"dwelling",619,"EE004","EE004",714,"all"
"saaremaa vald","Pihtla rural municipality",2007,"dwelling",624,"EE004","EE004",714,"all"
"saaremaa vald","Pöide rural municipality",2006,"dwelling",508,"EE004","EE004",714,"all"
"saaremaa vald","Pöide rural municipality",2007,"dwelling",510,"EE004","EE004",714,"all"
"saaremaa vald","Salme rural municipality",2006,"dwelling",472,"EE004","EE004",714,"all"
"saaremaa vald","Salme rural municipality",2007,"dwelling",477,"EE004","EE004",714,"all"
"saaremaa vald","Torgu rural municipality",2006,"dwelling",290,"EE004","EE004",714,"all"
"saaremaa vald","Torgu rural municipality",2007,"dwelling",289,"EE004","EE004",714,"all"
"saaremaa vald","Valjala rural municipality",2006,"dwelling",583,"EE004","EE004",714,"all"
"saaremaa vald","Valjala rural municipality",2007,"dwelling",583,"EE004","EE004",714,"all"
"saku vald","Saku rural municipality",2003,"dwelling",2576,"EE001","EE001",718,"all"
"saku vald","Saku rural municipality",2004,"dwelling",2652,"EE001","EE001",718,"all"
"saku vald","Saku rural municipality",2005,"dwelling",2756,"EE001","EE001",718,"all"
"saku vald","Saku rural municipality",2006,"dwelling",3539,"EE001","EE001",718,"all"
"saku vald","Saku rural municipality",2007,"dwelling",3555,"EE001","EE001",718,"all"
"saue vald","Kernu rural municipality",2003,"dwelling",813,"EE001","EE001",726,"all"
"saue vald","Kernu rural municipality",2004,"dwelling",847,"EE001","EE001",726,"all"
"saue vald","Kernu rural municipality",2005,"dwelling",903,"EE001","EE001",726,"all"
"saue vald","Nissi rural municipality",2003,"dwelling",1689,"EE001","EE001",726,"all"
"saue vald","Nissi rural municipality",2004,"dwelling",1697,"EE001","EE001",726,"all"
"saue vald","Nissi rural municipality",2005,"dwelling",1717,"EE001","EE001",726,"all"
"saue vald","Saue city",2003,"dwelling",1920,"EE001","EE001",726,"all"
"saue vald","Saue city",2004,"dwelling",1943,"EE001","EE001",726,"all"
"saue vald","Saue city",2005,"dwelling",1999,"EE001","EE001",726,"all"
"saue vald","Saue rural municipality",2003,"dwelling",2949,"EE001","EE001",726,"all"
"saue vald","Saue rural municipality",2004,"dwelling",2978,"EE001","EE001",726,"all"
"saue vald","Saue rural municipality",2005,"dwelling",3031,"EE001","EE001",726,"all"
"saue vald","Kernu rural municipality",2006,"dwelling",2421,"EE001","EE001",726,"all"
"saue vald","Kernu rural municipality",2007,"dwelling",2424,"EE001","EE001",726,"all"
"saue vald","Nissi rural municipality",2006,"dwelling",1738,"EE001","EE001",726,"all"
"saue vald","Nissi rural municipality",2007,"dwelling",1738,"EE001","EE001",726,"all"
"saue vald","Saue city",2006,"dwelling",2038,"EE001","EE001",726,"all"
"saue vald","Saue city",2007,"dwelling",2052,"EE001","EE001",726,"all"
"saue vald","Saue rural municipality",2006,"dwelling",3526,"EE001","EE001",726,"all"
"saue vald","Saue rural municipality",2007,"dwelling",3684,"EE001","EE001",726,"all"
"setomaa vald","Meremäe rural municipality",2003,"dwelling",620,"EE008","EE008",732,"all"
"setomaa vald","Meremäe rural municipality",2004,"dwelling",627,"EE008","EE008",732,"all"
"setomaa vald","Meremäe rural municipality",2005,"dwelling",640,"EE008","EE008",732,"all"
"setomaa vald","Mikitamäe rural municipality",2003,"dwelling",577,"EE008","EE008",732,"all"
"setomaa vald","Mikitamäe rural municipality",2004,"dwelling",586,"EE008","EE008",732,"all"
"setomaa vald","Mikitamäe rural municipality",2005,"dwelling",596,"EE008","EE008",732,"all"
"setomaa vald","Värska rural municipality",2003,"dwelling",619,"EE008","EE008",732,"all"
"setomaa vald","Värska rural municipality",2004,"dwelling",639,"EE008","EE008",732,"all"
"setomaa vald","Värska rural municipality",2005,"dwelling",657,"EE008","EE008",732,"all"
"setomaa vald","Meremäe rural municipality",2006,"dwelling",648,"EE008","EE008",732,"all"
"setomaa vald","Meremäe rural municipality",2007,"dwelling",649,"EE008","EE008",732,"all"
"setomaa vald","Mikitamäe rural municipality",2006,"dwelling",607,"EE008","EE008",732,"all"
"setomaa vald","Mikitamäe rural municipality",2007,"dwelling",608,"EE008","EE008",732,"all"
"setomaa vald","Värska rural municipality",2006,"dwelling",686,"EE008","EE008",732,"all"
"setomaa vald","Värska rural municipality",2007,"dwelling",686,"EE008","EE008",732,"all"
"sillamäe linn","Sillamäe city",2003,"dwelling",7566,"EE00A","EE007",735,"all"
"sillamäe linn","Sillamäe city",2004,"dwelling",7575,"EE00A","EE007",735,"all"
"sillamäe linn","Sillamäe city",2005,"dwelling",7588,"EE00A","EE007",735,"all"
"sillamäe linn","Sillamäe city",2006,"dwelling",8123,"EE00A","EE007",735,"all"
"sillamäe linn","Sillamäe city",2007,"dwelling",8123,"EE00A","EE007",735,"all"
"tallinn","Tallinn",2003,"dwelling",180582,"EE001","EE001",784,"all"
"tallinn","Tallinn",2004,"dwelling",183511,"EE001","EE001",784,"all"
"tallinn","Tallinn",2005,"dwelling",187570,"EE001","EE001",784,"all"
"tallinn","Tallinn",2006,"dwelling",191219,"EE001","EE001",784,"all"
"tallinn","Tallinn",2007,"dwelling",194924,"EE001","EE001",784,"all"
"tapa vald","Lehtse rural municipality*",2003,"dwelling",871,"EE009","EE006",792,"all"
"tapa vald","Lehtse rural municipality*",2004,"dwelling",881,"EE009","EE006",792,"all"
"tapa vald","Lehtse rural municipality*",2005,"dwelling",894,"EE009","EE006",792,"all"
"tapa vald","Saksi rural municipality*",2003,"dwelling",605,"EE009","EE006",792,"all"
