nuts,year,type,indicator,value,level
919,2009,house,ppm2,446,laucode
919,2010,house,ppm2,429,laucode
919,2011,house,ppm2,470,laucode
919,2012,house,ppm2,410,laucode
919,2013,house,ppm2,403,laucode
919,2014,house,ppm2,433,laucode
919,2015,house,ppm2,393,laucode
919,2016,house,ppm2,417,laucode
919,2017,house,ppm2,401,laucode
919,2018,house,ppm2,483,laucode
919,2019,house,ppm2,491,laucode
919,2020,house,ppm2,624,laucode
919,2021,house,ppm2,715,laucode
919,2022,house,ppm2,768,laucode
919,2023,house,ppm2,852,laucode
919,2024,house,ppm2,956,laucode
919,2025,house,ppm2,881,laucode
919,2005,all,ppm2,299,laucode
919,2006,all,ppm2,457,laucode
919,2007,all,ppm2,606,laucode
919,2008,all,ppm2,597,laucode
919,2009,all,ppm2,407,laucode
919,2010,all,ppm2,362,laucode
919,2011,all,ppm2,379,laucode
919,2012,all,ppm2,331,laucode
919,2013,all,ppm2,357,laucode
919,2014,all,ppm2,381,laucode
919,2015,all,ppm2,406,laucode
919,2016,all,ppm2,404,laucode
919,2017,all,ppm2,468,laucode
919,2018,all,ppm2,518,laucode
919,2019,all,ppm2,609,laucode
919,2020,all,ppm2,627,laucode
919,2021,all,ppm2,748,laucode
919,2022,all,ppm2,919,laucode
919,2023,all,ppm2,932,laucode
919,2024,all,ppm2,985,laucode
919,2025,all,ppm2,1018,laucode
928,2005,flat,ppm2,77,laucode
928,2006,flat,ppm2,91,laucode
928,2007,flat,ppm2,122,laucode
928,2008,flat,ppm2,128,laucode
928,2009,flat,ppm2,97,laucode
928,2010,flat,ppm2,75,laucode
928,2011,flat,ppm2,98,laucode
928,2012,flat,ppm2,87,laucode
928,2013,flat,ppm2,97,laucode
928,2014,flat,ppm2,94,laucode
928,2015,flat,ppm2,109,laucode
928,2016,flat,ppm2,101,laucode
928,2017,flat,ppm2,107,laucode
928,2018,flat,ppm2,111,laucode
928,2019,flat,ppm2,117,laucode
928,2020,flat,ppm2,161,laucode
928,2021,flat,ppm2,169,laucode
928,2022,flat,ppm2,213,laucode
928,2023,flat,ppm2,253,laucode
928,2024,flat,ppm2,263,laucode
928,2025,flat,ppm2,269,laucode
928,2005,house,ppm2,97,laucode
928,2006,house,ppm2,208,laucode
928,2007,house,ppm2,209,laucode
928,2008,house,ppm2,256,laucode
928,2009,house,ppm2,153,laucode
928,2010,house,ppm2,117,laucode
928,2011,house,ppm2,97,laucode
928,2012,house,ppm2,186,laucode
928,2013,house,ppm2,165,laucode
928,2014,house,ppm2,151,laucode
928,2015,house,ppm2,197,laucode
928,2016,house,ppm2,189,laucode
928,2017,house,ppm2,167,laucode
928,2018,house,ppm2,147,laucode
928,2019,house,ppm2,177,laucode
928,2020,house,ppm2,190,laucode
928,2021,house,ppm2,207,laucode
928,2022,house,ppm2,264,laucode
928,2023,house,ppm2,291,laucode
928,2024,house,ppm2,304,laucode
928,2025,house,ppm2,365,laucode
928,2005,all,ppm2,86,laucode
928,2006,all,ppm2,135,laucode
928,2007,all,ppm2,151,laucode
928,2008,all,ppm2,157,laucode
928,2009,all,ppm2,109,laucode
928,2010,all,ppm2,86,laucode
928,2011,all,ppm2,99,laucode
928,2012,all,ppm2,106,laucode
928,2013,all,ppm2,113,laucode
928,2014,all,ppm2,110,laucode
928,2015,all,ppm2,129,laucode
928,2016,all,ppm2,124,laucode
928,2017,all,ppm2,119,laucode
928,2018,all,ppm2,120,laucode
928,2019,all,ppm2,127,laucode
928,2020,all,ppm2,167,laucode
928,2021,all,ppm2,179,laucode
928,2022,all,ppm2,222,laucode
928,2023,all,ppm2,262,laucode
928,2024,all,ppm2,270,laucode
928,2025,all,ppm2,286,laucode
EE007,2005,all,ppm2,167.214321840518,nuts3
EE007,2005,flat,ppm2,165.111612144716,nuts3
EE007,2005,house,ppm2,217.215925807825,nuts3
EE007,2006,all,ppm2,322.499480939278,nuts3
EE007,2006,flat,ppm2,337.069414183477,nuts3
EE007,2006,house,ppm2,368.381801378334,nuts3
EE007,2007,all,ppm2,466.592529793321,nuts3
EE007,2007,flat,ppm2,484.587943825449,nuts3
EE007,2007,house,ppm2,519.444331147985,nuts3
EE007,2008,all,ppm2,428.243291740677,nuts3
EE007,2008,flat,ppm2,433.025192621509,nuts3
EE007,2008,house,ppm2,544.323716153618,nuts3
EE007,2009,all,ppm2,235.645878564789,nuts3
EE007,2009,flat,ppm2,232.416429736586,nuts3
EE007,2009,house,ppm2,350.00023930665,nuts3
EE007,2010,all,ppm2,220.239587680118,nuts3
EE007,2010,flat,ppm2,214.776042437913,nuts3
EE007,2010,house,ppm2,310.350702949576,nuts3
EE007,2011,all,ppm2,230.922017190759,nuts3
EE007,2011,flat,ppm2,221.376481996732,nuts3
EE007,2011,house,ppm2,319.742013578979,nuts3
EE007,2012,all,ppm2,250.414866144384,nuts3
EE007,2012,flat,ppm2,244.776877093647,nuts3
EE007,2012,house,ppm2,369.666052079018,nuts3
EE007,2013,all,ppm2,270.599299637557,nuts3
EE007,2013,flat,ppm2,276.607238615399,nuts3
EE007,2013,house,ppm2,306.723805622714,nuts3
EE007,2014,all,ppm2,308.766781850857,nuts3
EE007,2014,flat,ppm2,316.465282351839,nuts3
EE007,2014,house,ppm2,383.884700983291,nuts3
EE007,2015,all,ppm2,307.608639391927,nuts3
EE007,2015,flat,ppm2,317.399859800878,nuts3
EE007,2015,house,ppm2,377.421513750477,nuts3
EE007,2016,all,ppm2,292.640341237813,nuts3
EE007,2016,flat,ppm2,302.734715150433,nuts3
EE007,2016,house,ppm2,357.5703058121,nuts3
EE007,2017,all,ppm2,292.145714563316,nuts3
EE007,2017,flat,ppm2,300.665196294075,nuts3
EE007,2017,house,ppm2,339.369499544263,nuts3
EE007,2018,all,ppm2,301.064825522173,nuts3
EE007,2018,flat,ppm2,305.591919137347,nuts3
EE007,2018,house,ppm2,397.868989534916,nuts3
EE007,2019,all,ppm2,311.785653130993,nuts3
EE007,2019,flat,ppm2,314.558523425446,nuts3
EE007,2019,house,ppm2,419.9897014463,nuts3
EE007,2020,all,ppm2,327.926215431098,nuts3
EE007,2020,flat,ppm2,332.811500595285,nuts3
EE007,2020,house,ppm2,390.852421452339,nuts3
EE007,2021,all,ppm2,363.122652366926,nuts3
EE007,2021,flat,ppm2,366.532004602675,nuts3
EE007,2021,house,ppm2,477.780460121406,nuts3
EE001,2005,all,ppm2,783.643874452363,nuts3
EE001,2005,flat,ppm2,815.532490061622,nuts3
EE001,2005,house,ppm2,812.564608540716,nuts3
EE001,2006,all,ppm2,1139.70112780744,nuts3
EE001,2006,flat,ppm2,1246.32970413052,nuts3
EE001,2006,house,ppm2,1098.06022433677,nuts3
EE001,2007,all,ppm2,1399.52754334481,nuts3
EE001,2007,flat,ppm2,1503.64320245568,nuts3
EE001,2007,house,ppm2,1320.44920639057,nuts3
EE001,2008,all,ppm2,1267.06192637753,nuts3
EE001,2008,flat,ppm2,1342.53406875366,nuts3
EE001,2008,house,ppm2,1304.11780972597,nuts3
EE001,2009,all,ppm2,806.544048858713,nuts3
EE001,2009,flat,ppm2,843.710351230241,nuts3
EE001,2009,house,ppm2,873.050930157981,nuts3
EE001,2010,all,ppm2,817.55716249374,nuts3
EE001,2010,flat,ppm2,849.136696425049,nuts3
EE001,2010,house,ppm2,859.86270989706,nuts3
EE001,2011,all,ppm2,905.370556649697,nuts3
EE001,2011,flat,ppm2,933.069227679958,nuts3
EE001,2011,house,ppm2,960.984221677263,nuts3
EE001,2012,all,ppm2,954.139938390142,nuts3
EE001,2012,flat,ppm2,1000.39745308344,nuts3
EE001,2012,house,ppm2,969.702322424127,nuts3
EE001,2013,all,ppm2,1052.8755816128,nuts3
EE001,2013,flat,ppm2,1129.57653655965,nuts3
EE001,2013,house,ppm2,1004.20819672455,nuts3
EE001,2014,all,ppm2,1204.42612358463,nuts3
EE001,2014,flat,ppm2,1320.02263611664,nuts3
EE001,2014,house,ppm2,1055.01450626311,nuts3
EE001,2015,all,ppm2,1299.80043995644,nuts3
EE001,2015,flat,ppm2,1415.62991496199,nuts3
EE001,2015,house,ppm2,1135.39678160975,nuts3
EE001,2016,all,ppm2,1362.9390556986,nuts3
EE001,2016,flat,ppm2,1484.32420653911,nuts3
EE001,2016,house,ppm2,1194.64392164162,nuts3
EE001,2017,all,ppm2,1465.04808207206,nuts3
EE001,2017,flat,ppm2,1594.49070497529,nuts3
EE001,2017,house,ppm2,1245.05324301354,nuts3
EE001,2018,all,ppm2,1555.78377149969,nuts3
EE001,2018,flat,ppm2,1691.38821330578,nuts3
EE001,2018,house,ppm2,1299.03788733199,nuts3
EE001,2019,all,ppm2,1655.35920102918,nuts3
EE001,2019,flat,ppm2,1797.0675906699,nuts3
EE001,2019,house,ppm2,1362.08239022041,nuts3
EE001,2020,all,ppm2,1805.50552627792,nuts3
EE001,2020,flat,ppm2,1953.09306618046,nuts3
EE001,2020,house,ppm2,1486.09246848856,nuts3
EE001,2021,all,ppm2,1982.37746408204,nuts3
EE001,2021,flat,ppm2,2163.56971595828,nuts3
EE001,2021,house,ppm2,1629.99972828066,nuts3
EE008,2005,all,ppm2,300.967810265804,nuts3
EE008,2005,flat,ppm2,377.268954517329,nuts3
EE008,2005,house,ppm2,254.721062665137,nuts3
EE008,2006,all,ppm2,470.223132017927,nuts3
EE008,2006,flat,ppm2,618.959299247683,nuts3
EE008,2006,house,ppm2,360.538184326936,nuts3
EE008,2007,all,ppm2,586.479466656381,nuts3
EE008,2007,flat,ppm2,746.946198255392,nuts3
EE008,2007,house,ppm2,462.199652459319,nuts3
EE008,2008,all,ppm2,562.842912418563,nuts3
EE008,2008,flat,ppm2,713.078510943633,nuts3
EE008,2008,house,ppm2,439.189653542861,nuts3
EE008,2009,all,ppm2,377.960427639438,nuts3
EE008,2009,flat,ppm2,478.643850257002,nuts3
EE008,2009,house,ppm2,297.719615541886,nuts3
EE008,2010,all,ppm2,369.788592822658,nuts3
EE008,2010,flat,ppm2,461.030687000947,nuts3
EE008,2010,house,ppm2,319.016539664964,nuts3
EE008,2011,all,ppm2,404.775044677624,nuts3
EE008,2011,flat,ppm2,492.007771647849,nuts3
EE008,2011,house,ppm2,365.021884389496,nuts3
EE008,2012,all,ppm2,426.99458214515,nuts3
EE008,2012,flat,ppm2,531.894589571816,nuts3
EE008,2012,house,ppm2,363.000210510879,nuts3
EE008,2013,all,ppm2,459.250703218887,nuts3
EE008,2013,flat,ppm2,588.607045516874,nuts3
EE008,2013,house,ppm2,369.839150082704,nuts3
EE008,2014,all,ppm2,512.55483011301,nuts3
EE008,2014,flat,ppm2,670.212931191727,nuts3
EE008,2014,house,ppm2,398.369055449281,nuts3
EE008,2015,all,ppm2,546.274750713249,nuts3
EE008,2015,flat,ppm2,713.24110240154,nuts3
EE008,2015,house,ppm2,405.543590325991,nuts3
EE008,2016,all,ppm2,572.55253569056,nuts3
EE008,2016,flat,ppm2,744.915132359375,nuts3
EE008,2016,house,ppm2,446.007928503903,nuts3
EE008,2017,all,ppm2,607.484710472929,nuts3
EE008,2017,flat,ppm2,794.02318595293,nuts3
EE008,2017,house,ppm2,457.975970261974,nuts3
EE008,2018,all,ppm2,646.342930247901,nuts3
EE008,2018,flat,ppm2,843.383265442028,nuts3
EE008,2018,house,ppm2,500.211766197691,nuts3
EE008,2019,all,ppm2,695.670575265992,nuts3
EE008,2019,flat,ppm2,905.288817965575,nuts3
EE008,2019,house,ppm2,520.669149590863,nuts3
EE008,2020,all,ppm2,765.163877158234,nuts3
EE008,2020,flat,ppm2,1001.64742393703,nuts3
EE008,2020,house,ppm2,560.646636010874,nuts3
EE008,2021,all,ppm2,872.298900609011,nuts3
EE008,2021,flat,ppm2,1140.29510911376,nuts3
EE008,2021,house,ppm2,631.092581138134,nuts3
EE004,2005,all,ppm2,377.571096804591,nuts3
EE004,2005,flat,ppm2,457.360809517132,nuts3
EE004,2005,house,ppm2,353.69785060765,nuts3
EE004,2006,all,ppm2,578.34463541978,nuts3
EE004,2006,flat,ppm2,707.516080566329,nuts3
EE004,2006,house,ppm2,503.680218841474,nuts3
EE004,2007,all,ppm2,741.175871249975,nuts3
EE004,2007,flat,ppm2,856.650982880898,nuts3
EE004,2007,house,ppm2,639.052698025547,nuts3
EE004,2008,all,ppm2,703.064608233805,nuts3
EE004,2008,flat,ppm2,802.830608956658,nuts3
EE004,2008,house,ppm2,593.353609335814,nuts3
EE004,2009,all,ppm2,467.583002462947,nuts3
EE004,2009,flat,ppm2,522.986056603666,nuts3
EE004,2009,house,ppm2,422.290867070936,nuts3
EE004,2010,all,ppm2,449.179415943104,nuts3
EE004,2010,flat,ppm2,493.225991566322,nuts3
EE004,2010,house,ppm2,428.70229626913,nuts3
EE004,2011,all,ppm2,466.46417588895,nuts3
EE004,2011,flat,ppm2,501.774519744195,nuts3
EE004,2011,house,ppm2,477.797764602542,nuts3
EE004,2012,all,ppm2,479.417367489342,nuts3
EE004,2012,flat,ppm2,527.178613904303,nuts3
EE004,2012,house,ppm2,449.499856971797,nuts3
EE004,2013,all,ppm2,500.332956985447,nuts3
EE004,2013,flat,ppm2,563.615459430944,nuts3
EE004,2013,house,ppm2,458.689195325641,nuts3
EE004,2014,all,ppm2,537.672644144684,nuts3
EE004,2014,flat,ppm2,612.698633397281,nuts3
EE004,2014,house,ppm2,491.220966061682,nuts3
EE004,2015,all,ppm2,569.689921090446,nuts3
EE004,2015,flat,ppm2,648.224082891149,nuts3
EE004,2015,house,ppm2,515.7066935274,nuts3
EE004,2016,all,ppm2,601.718872825236,nuts3
EE004,2016,flat,ppm2,694.129233442555,nuts3
EE004,2016,house,ppm2,544.275922586164,nuts3
EE004,2017,all,ppm2,658.986466445143,nuts3
EE004,2017,flat,ppm2,768.451879773735,nuts3
EE004,2017,house,ppm2,570.172225318352,nuts3
EE004,2018,all,ppm2,699.338750570908,nuts3
EE004,2018,flat,ppm2,816.731216950189,nuts3
EE004,2018,house,ppm2,606.397564720744,nuts3
EE004,2019,all,ppm2,763.094596931867,nuts3
EE004,2019,flat,ppm2,877.650884341187,nuts3
EE004,2019,house,ppm2,669.549273868455,nuts3
EE004,2020,all,ppm2,798.591641833044,nuts3
EE004,2020,flat,ppm2,926.307438875056,nuts3
EE004,2020,house,ppm2,695.791886827134,nuts3
EE004,2021,all,ppm2,932.904094414371,nuts3
EE004,2021,flat,ppm2,1078.52496902206,nuts3
EE004,2021,house,ppm2,810.489523269354,nuts3
EE006,2005,all,ppm2,197.488506877409,nuts3
EE006,2005,flat,ppm2,182.883580214066,nuts3
EE006,2005,house,ppm2,240.180915282257,nuts3
EE006,2006,all,ppm2,314.771282598686,nuts3
EE006,2006,flat,ppm2,314.933674656833,nuts3
EE006,2006,house,ppm2,336.027941011585,nuts3
EE006,2007,all,ppm2,412.995981046306,nuts3
EE006,2007,flat,ppm2,413.068688832602,nuts3
EE006,2007,house,ppm2,443.120621600692,nuts3
EE006,2008,all,ppm2,403.062211109773,nuts3
EE006,2008,flat,ppm2,385.827513840227,nuts3
EE006,2008,house,ppm2,488.375256978864,nuts3
EE006,2009,all,ppm2,235.918617046414,nuts3
EE006,2009,flat,ppm2,224.58558385475,nuts3
EE006,2009,house,ppm2,283.967796612757,nuts3
EE006,2010,all,ppm2,233.149935194791,nuts3
EE006,2010,flat,ppm2,211.573199392134,nuts3
EE006,2010,house,ppm2,295.482791341217,nuts3
EE006,2011,all,ppm2,231.924232890079,nuts3
EE006,2011,flat,ppm2,216.792267354661,nuts3
EE006,2011,house,ppm2,280.212201139009,nuts3
EE006,2012,all,ppm2,244.392291813082,nuts3
EE006,2012,flat,ppm2,220.792282369107,nuts3
EE006,2012,house,ppm2,320.668664078347,nuts3
EE006,2013,all,ppm2,237.36253317557,nuts3
EE006,2013,flat,ppm2,221.942094532627,nuts3
EE006,2013,house,ppm2,290.338321293521,nuts3
EE006,2014,all,ppm2,268.052660667022,nuts3
EE006,2014,flat,ppm2,246.754762523702,nuts3
EE006,2014,house,ppm2,342.043749907998,nuts3
EE006,2015,all,ppm2,282.839478652011,nuts3
EE006,2015,flat,ppm2,263.872427500337,nuts3
EE006,2015,house,ppm2,364.844343194918,nuts3
EE006,2016,all,ppm2,292.660596194603,nuts3
EE006,2016,flat,ppm2,280.720646595469,nuts3
EE006,2016,house,ppm2,352.714787399507,nuts3
EE006,2017,all,ppm2,321.902621945153,nuts3
EE006,2017,flat,ppm2,307.927073685625,nuts3
EE006,2017,house,ppm2,383.60680403867,nuts3
EE006,2018,all,ppm2,351.06687062764,nuts3
EE006,2018,flat,ppm2,347.84310308063,nuts3
EE006,2018,house,ppm2,396.540829518738,nuts3
EE006,2019,all,ppm2,392.492796388495,nuts3
EE006,2019,flat,ppm2,373.854094841574,nuts3
EE006,2019,house,ppm2,460.160828364087,nuts3
EE006,2020,all,ppm2,417.549373581086,nuts3
EE006,2020,flat,ppm2,400.285637977706,nuts3
EE006,2020,house,ppm2,474.228034955724,nuts3
EE006,2021,all,ppm2,483.552834120548,nuts3
EE006,2021,flat,ppm2,476.977300235795,nuts3
EE006,2021,house,ppm2,539.331105949003,nuts3
EE00,2005,all,ppm2,456.620692332075,nuts2
EE00,2005,flat,ppm2,530.572521385015,nuts2
EE00,2005,house,ppm2,399.781417914385,nuts2
EE00,2006,all,ppm2,693.049712043601,nuts2
EE00,2006,flat,ppm2,836.919420292885,nuts2
EE00,2006,house,ppm2,568.264725499548,nuts2
EE00,2007,all,ppm2,874.257531135421,nuts2
EE00,2007,flat,ppm2,1031.58537998318,nuts2
EE00,2007,house,ppm2,714.668783217099,nuts2
EE00,2008,all,ppm2,814.340194992703,nuts2
EE00,2008,flat,ppm2,941.885722433137,nuts2
EE00,2008,house,ppm2,710.179085345131,nuts2
EE00,2009,all,ppm2,523.607064525923,nuts2
EE00,2009,flat,ppm2,596.382515993384,nuts2
EE00,2009,house,ppm2,478.109776632466,nuts2
EE00,2010,all,ppm2,525.402987973392,nuts2
EE00,2010,flat,ppm2,593.236343776345,nuts2
EE00,2010,house,ppm2,487.258284945674,nuts2
EE00,2011,all,ppm2,576.599832767995,nuts2
EE00,2011,flat,ppm2,646.481265739986,nuts2
EE00,2011,house,ppm2,543.124494398258,nuts2
EE00,2012,all,ppm2,607.678357845773,nuts2
EE00,2012,flat,ppm2,694.698400048245,nuts2
EE00,2012,house,ppm2,548.147673078574,nuts2
EE00,2013,all,ppm2,660.431193967,nuts2
EE00,2013,flat,ppm2,778.653733861228,nuts2
EE00,2013,house,ppm2,555.19805854825,nuts2
EE00,2014,all,ppm2,748.185824690913,nuts2
EE00,2014,flat,ppm2,902.326006432421,nuts2
EE00,2014,house,ppm2,596.621202165211,nuts2
EE00,2015,all,ppm2,802.309830208029,nuts2
EE00,2015,flat,ppm2,965.046871852725,nuts2
EE00,2015,house,ppm2,630.211052771419,nuts2
EE00,2016,all,ppm2,839.797626530739,nuts2
EE00,2016,flat,ppm2,1011.32471124452,nuts2
EE00,2016,house,ppm2,663.812945243383,nuts2
EE00,2017,all,ppm2,902.253804135388,nuts2
EE00,2017,flat,ppm2,1087.01792740173,nuts2
EE00,2017,house,ppm2,691.293858010707,nuts2
EE00,2018,all,ppm2,959.902669577629,nuts2
EE00,2018,flat,ppm2,1156.03486539016,nuts2
EE00,2018,house,ppm2,732.405288617778,nuts2
EE00,2019,all,ppm2,1028.58470188132,nuts2
EE00,2019,flat,ppm2,1232.81470214475,nuts2
EE00,2019,house,ppm2,779.718573942664,nuts2
EE00,2020,all,ppm2,1118.39148629929,nuts2
EE00,2020,flat,ppm2,1342.31346073725,nuts2
EE00,2020,house,ppm2,835.183971695902,nuts2
EE00,2021,all,ppm2,1248.24938881785,nuts2
EE00,2021,flat,ppm2,1503.35920344787,nuts2
EE00,2021,house,ppm2,935.208176767202,nuts2
EE0,2005,all,ppm2,456.620692332075,nuts1
EE0,2005,flat,ppm2,530.572521385015,nuts1
EE0,2005,house,ppm2,399.781417914385,nuts1
EE0,2006,all,ppm2,693.049712043601,nuts1
EE0,2006,flat,ppm2,836.919420292885,nuts1
EE0,2006,house,ppm2,568.264725499548,nuts1
EE0,2007,all,ppm2,874.257531135421,nuts1
EE0,2007,flat,ppm2,1031.58537998318,nuts1
EE0,2007,house,ppm2,714.668783217099,nuts1
EE0,2008,all,ppm2,814.340194992703,nuts1
EE0,2008,flat,ppm2,941.885722433137,nuts1
EE0,2008,house,ppm2,710.179085345131,nuts1
EE0,2009,all,ppm2,523.607064525923,nuts1
EE0,2009,flat,ppm2,596.382515993384,nuts1
EE0,2009,house,ppm2,478.109776632466,nuts1
EE0,2010,all,ppm2,525.402987973392,nuts1
EE0,2010,flat,ppm2,593.236343776345,nuts1
EE0,2010,house,ppm2,487.258284945674,nuts1
EE0,2011,all,ppm2,576.599832767995,nuts1
EE0,2011,flat,ppm2,646.481265739986,nuts1
EE0,2011,house,ppm2,543.124494398258,nuts1
EE0,2012,all,ppm2,607.678357845773,nuts1
EE0,2012,flat,ppm2,694.698400048245,nuts1
EE0,2012,house,ppm2,548.147673078574,nuts1
EE0,2013,all,ppm2,660.431193967,nuts1
EE0,2013,flat,ppm2,778.653733861228,nuts1
EE0,2013,house,ppm2,555.19805854825,nuts1
EE0,2014,all,ppm2,748.185824690913,nuts1
EE0,2014,flat,ppm2,902.326006432421,nuts1
EE0,2014,house,ppm2,596.621202165211,nuts1
EE0,2015,all,ppm2,802.309830208029,nuts1
EE0,2015,flat,ppm2,965.046871852725,nuts1
EE0,2015,house,ppm2,630.211052771419,nuts1
EE0,2016,all,ppm2,839.797626530739,nuts1
EE0,2016,flat,ppm2,1011.32471124452,nuts1
EE0,2016,house,ppm2,663.812945243383,nuts1
EE0,2017,all,ppm2,902.253804135388,nuts1
EE0,2017,flat,ppm2,1087.01792740173,nuts1
EE0,2017,house,ppm2,691.293858010707,nuts1
EE0,2018,all,ppm2,959.902669577629,nuts1
EE0,2018,flat,ppm2,1156.03486539016,nuts1
EE0,2018,house,ppm2,732.405288617778,nuts1
EE0,2019,all,ppm2,1028.58470188132,nuts1
EE0,2019,flat,ppm2,1232.81470214475,nuts1
EE0,2019,house,ppm2,779.718573942664,nuts1
EE0,2020,all,ppm2,1118.39148629929,nuts1
EE0,2020,flat,ppm2,1342.31346073725,nuts1
EE0,2020,house,ppm2,835.183971695902,nuts1
EE0,2021,all,ppm2,1248.24938881785,nuts1
EE0,2021,flat,ppm2,1503.35920344787,nuts1
EE0,2021,house,ppm2,935.208176767202,nuts1
EE,2005,all,ppm2,456.620692332075,nuts0
EE,2005,flat,ppm2,530.572521385015,nuts0
EE,2005,house,ppm2,399.781417914385,nuts0
EE,2006,all,ppm2,693.049712043601,nuts0
EE,2006,flat,ppm2,836.919420292885,nuts0
EE,2006,house,ppm2,568.264725499548,nuts0
EE,2007,all,ppm2,874.257531135421,nuts0
EE,2007,flat,ppm2,1031.58537998318,nuts0
EE,2007,house,ppm2,714.668783217099,nuts0
EE,2008,all,ppm2,814.340194992703,nuts0
EE,2008,flat,ppm2,941.885722433137,nuts0
EE,2008,house,ppm2,710.179085345131,nuts0
EE,2009,all,ppm2,523.607064525923,nuts0
EE,2009,flat,ppm2,596.382515993384,nuts0
EE,2009,house,ppm2,478.109776632466,nuts0
EE,2010,all,ppm2,525.402987973392,nuts0
EE,2010,flat,ppm2,593.236343776345,nuts0
EE,2010,house,ppm2,487.258284945674,nuts0
EE,2011,all,ppm2,576.599832767995,nuts0
EE,2011,flat,ppm2,646.481265739986,nuts0
EE,2011,house,ppm2,543.124494398258,nuts0
EE,2012,all,ppm2,607.678357845773,nuts0
EE,2012,flat,ppm2,694.698400048245,nuts0
EE,2012,house,ppm2,548.147673078574,nuts0
EE,2013,all,ppm2,660.431193967,nuts0
EE,2013,flat,ppm2,778.653733861228,nuts0
EE,2013,house,ppm2,555.19805854825,nuts0
EE,2014,all,ppm2,748.185824690913,nuts0
EE,2014,flat,ppm2,902.326006432421,nuts0
EE,2014,house,ppm2,596.621202165211,nuts0
EE,2015,all,ppm2,802.309830208029,nuts0
EE,2015,flat,ppm2,965.046871852725,nuts0
EE,2015,house,ppm2,630.211052771419,nuts0
EE,2016,all,ppm2,839.797626530739,nuts0
EE,2016,flat,ppm2,1011.32471124452,nuts0
EE,2016,house,ppm2,663.812945243383,nuts0
EE,2017,all,ppm2,902.253804135388,nuts0
EE,2017,flat,ppm2,1087.01792740173,nuts0
EE,2017,house,ppm2,691.293858010707,nuts0
EE,2018,all,ppm2,959.902669577629,nuts0
EE,2018,flat,ppm2,1156.03486539016,nuts0
EE,2018,house,ppm2,732.405288617778,nuts0
EE,2019,all,ppm2,1028.58470188132,nuts0
EE,2019,flat,ppm2,1232.81470214475,nuts0
EE,2019,house,ppm2,779.718573942664,nuts0
EE,2020,all,ppm2,1118.39148629929,nuts0
EE,2020,flat,ppm2,1342.31346073725,nuts0
EE,2020,house,ppm2,835.183971695902,nuts0
EE,2021,all,ppm2,1248.24938881785,nuts0
EE,2021,flat,ppm2,1503.35920344787,nuts0
EE,2021,house,ppm2,935.208176767202,nuts0
