"laucode","year","NUTS 3 CODE 2021","NUTS 3 CODE 2016","indicator","value"
284,2021,"EE008","EE008","totalm2_<60sqm",126
284,2000,"EE008","EE008","totalm2_<60sqm",312
284,2011,"EE008","EE008","totalm2_<60sqm",166
284,2021,"EE008","EE008","totalm2_<60sqm",216
284,2000,"EE008","EE008","totalm2_<60sqm",824
284,2011,"EE008","EE008","totalm2_<60sqm",628
284,2021,"EE008","EE008","totalm2_<60sqm",698
284,2000,"EE008","EE008","totalm2_<60sqm",810
284,2011,"EE008","EE008","totalm2_<60sqm",682
284,2021,"EE008","EE008","totalm2_<60sqm",772
284,2000,"EE008","EE008","totalm2_61_100sqm",890
284,2011,"EE008","EE008","totalm2_61_100sqm",808
284,2021,"EE008","EE008","totalm2_61_100sqm",696
284,2000,"EE008","EE008","totalm2_61_100sqm",734
284,2011,"EE008","EE008","totalm2_61_100sqm",590
284,2021,"EE008","EE008","totalm2_61_100sqm",642
284,2000,"EE008","EE008","totalm2_61_100sqm",810
284,2011,"EE008","EE008","totalm2_61_100sqm",692
284,2021,"EE008","EE008","totalm2_61_100sqm",872
284,2000,"EE008","EE008","totalm2_101_150sqm",370
284,2011,"EE008","EE008","totalm2_101_150sqm",500
284,2021,"EE008","EE008","totalm2_101_150sqm",564
284,2000,"EE008","EE008","totalm2_101_150sqm",298
284,2011,"EE008","EE008","totalm2_101_150sqm",384
284,2021,"EE008","EE008","totalm2_101_150sqm",472
284,2000,"EE008","EE008","totalm2_>150sqm",192
284,2011,"EE008","EE008","totalm2_>150sqm",428
284,2021,"EE008","EE008","totalm2_>150sqm",456
284,2000,"EE008","EE008","totalm2_data_missing",296
284,2011,"EE008","EE008","totalm2_data_missing",118
284,2021,"EE008","EE008","totalm2_data_missing",34
291,2000,"EE008","EE008","totalm2_<60sqm",236
291,2011,"EE008","EE008","totalm2_<60sqm",70
291,2021,"EE008","EE008","totalm2_<60sqm",130
291,2000,"EE008","EE008","totalm2_<60sqm",366
291,2011,"EE008","EE008","totalm2_<60sqm",276
291,2021,"EE008","EE008","totalm2_<60sqm",338
291,2000,"EE008","EE008","totalm2_<60sqm",958
291,2011,"EE008","EE008","totalm2_<60sqm",794
291,2021,"EE008","EE008","totalm2_<60sqm",880
291,2000,"EE008","EE008","totalm2_<60sqm",626
291,2011,"EE008","EE008","totalm2_<60sqm",552
291,2021,"EE008","EE008","totalm2_<60sqm",600
291,2000,"EE008","EE008","totalm2_61_100sqm",772
291,2011,"EE008","EE008","totalm2_61_100sqm",712
291,2021,"EE008","EE008","totalm2_61_100sqm",714
291,2000,"EE008","EE008","totalm2_61_100sqm",478
291,2011,"EE008","EE008","totalm2_61_100sqm",442
291,2021,"EE008","EE008","totalm2_61_100sqm",574
291,2000,"EE008","EE008","totalm2_61_100sqm",536
291,2011,"EE008","EE008","totalm2_61_100sqm",586
291,2021,"EE008","EE008","totalm2_61_100sqm",832
291,2000,"EE008","EE008","totalm2_101_150sqm",220
291,2011,"EE008","EE008","totalm2_101_150sqm",368
291,2021,"EE008","EE008","totalm2_101_150sqm",546
291,2000,"EE008","EE008","totalm2_101_150sqm",176
291,2011,"EE008","EE008","totalm2_101_150sqm",386
291,2021,"EE008","EE008","totalm2_101_150sqm",500
291,2000,"EE008","EE008","totalm2_>150sqm",174
291,2011,"EE008","EE008","totalm2_>150sqm",612
291,2021,"EE008","EE008","totalm2_>150sqm",712
291,2000,"EE008","EE008","totalm2_data_missing",176
291,2011,"EE008","EE008","totalm2_data_missing",8
291,2021,"EE008","EE008","totalm2_data_missing",104
293,2000,"EE009","EE006","totalm2_<60sqm",374
293,2011,"EE009","EE006","totalm2_<60sqm",250
293,2021,"EE009","EE006","totalm2_<60sqm",302
293,2000,"EE009","EE006","totalm2_<60sqm",518
293,2011,"EE009","EE006","totalm2_<60sqm",480
293,2021,"EE009","EE006","totalm2_<60sqm",582
293,2000,"EE009","EE006","totalm2_<60sqm",1190
293,2011,"EE009","EE006","totalm2_<60sqm",1054
293,2021,"EE009","EE006","totalm2_<60sqm",1198
293,2000,"EE009","EE006","totalm2_<60sqm",778
293,2011,"EE009","EE006","totalm2_<60sqm",668
293,2021,"EE009","EE006","totalm2_<60sqm",702
293,2000,"EE009","EE006","totalm2_61_100sqm",1020
293,2011,"EE009","EE006","totalm2_61_100sqm",908
293,2021,"EE009","EE006","totalm2_61_100sqm",950
293,2000,"EE009","EE006","totalm2_61_100sqm",592
293,2011,"EE009","EE006","totalm2_61_100sqm",500
293,2021,"EE009","EE006","totalm2_61_100sqm",566
293,2000,"EE009","EE006","totalm2_61_100sqm",756
293,2011,"EE009","EE006","totalm2_61_100sqm",582
293,2021,"EE009","EE006","totalm2_61_100sqm",766
293,2000,"EE009","EE006","totalm2_101_150sqm",398
293,2011,"EE009","EE006","totalm2_101_150sqm",470
293,2021,"EE009","EE006","totalm2_101_150sqm",532
293,2000,"EE009","EE006","totalm2_101_150sqm",250
293,2011,"EE009","EE006","totalm2_101_150sqm",368
293,2021,"EE009","EE006","totalm2_101_150sqm",372
293,2000,"EE009","EE006","totalm2_>150sqm",150
293,2011,"EE009","EE006","totalm2_>150sqm",460
293,2021,"EE009","EE006","totalm2_>150sqm",380
293,2000,"EE009","EE006","totalm2_data_missing",294
293,2011,"EE009","EE006","totalm2_data_missing",28
293,2021,"EE009","EE006","totalm2_data_missing",20
296,2000,"EE001","EE001","totalm2_<60sqm",572
296,2011,"EE001","EE001","totalm2_<60sqm",212
296,2021,"EE001","EE001","totalm2_<60sqm",238
296,2000,"EE001","EE001","totalm2_<60sqm",1198
296,2011,"EE001","EE001","totalm2_<60sqm",1120
296,2021,"EE001","EE001","totalm2_<60sqm",1216
296,2000,"EE001","EE001","totalm2_<60sqm",1032
296,2011,"EE001","EE001","totalm2_<60sqm",1064
296,2021,"EE001","EE001","totalm2_<60sqm",1166
296,2000,"EE001","EE001","totalm2_<60sqm",1600
296,2011,"EE001","EE001","totalm2_<60sqm",1516
296,2021,"EE001","EE001","totalm2_<60sqm",1632
296,2000,"EE001","EE001","totalm2_61_100sqm",1302
296,2011,"EE001","EE001","totalm2_61_100sqm",1336
296,2021,"EE001","EE001","totalm2_61_100sqm",1568
296,2000,"EE001","EE001","totalm2_61_100sqm",572
296,2011,"EE001","EE001","totalm2_61_100sqm",712
296,2021,"EE001","EE001","totalm2_61_100sqm",664
296,2000,"EE001","EE001","totalm2_61_100sqm",504
296,2011,"EE001","EE001","totalm2_61_100sqm",618
296,2021,"EE001","EE001","totalm2_61_100sqm",794
296,2000,"EE001","EE001","totalm2_101_150sqm",214
296,2011,"EE001","EE001","totalm2_101_150sqm",450
296,2021,"EE001","EE001","totalm2_101_150sqm",518
296,2000,"EE001","EE001","totalm2_101_150sqm",166
296,2011,"EE001","EE001","totalm2_101_150sqm",420
296,2021,"EE001","EE001","totalm2_101_150sqm",524
296,2000,"EE001","EE001","totalm2_>150sqm",206
296,2011,"EE001","EE001","totalm2_>150sqm",686
296,2021,"EE001","EE001","totalm2_>150sqm",508
296,2000,"EE001","EE001","totalm2_data_missing",112
296,2011,"EE001","EE001","totalm2_data_missing",8
296,2021,"EE001","EE001","totalm2_data_missing",284
303,2000,"EE004","EE004","totalm2_<60sqm",8
303,2011,"EE004","EE004","totalm2_<60sqm",12
303,2021,"EE004","EE004","totalm2_<60sqm",20
303,2000,"EE004","EE004","totalm2_<60sqm",18
303,2011,"EE004","EE004","totalm2_<60sqm",24
303,2021,"EE004","EE004","totalm2_<60sqm",24
303,2000,"EE004","EE004","totalm2_<60sqm",30
303,2011,"EE004","EE004","totalm2_<60sqm",36
303,2021,"EE004","EE004","totalm2_<60sqm",42
303,2000,"EE004","EE004","totalm2_<60sqm",48
303,2011,"EE004","EE004","totalm2_<60sqm",62
303,2021,"EE004","EE004","totalm2_<60sqm",60
303,2000,"EE004","EE004","totalm2_61_100sqm",86
303,2011,"EE004","EE004","totalm2_61_100sqm",70
303,2021,"EE004","EE004","totalm2_61_100sqm",100
303,2000,"EE004","EE004","totalm2_61_100sqm",122
303,2011,"EE004","EE004","totalm2_61_100sqm",52
303,2021,"EE004","EE004","totalm2_61_100sqm",120
303,2000,"EE004","EE004","totalm2_61_100sqm",98
303,2011,"EE004","EE004","totalm2_61_100sqm",96
303,2021,"EE004","EE004","totalm2_61_100sqm",108
303,2000,"EE004","EE004","totalm2_101_150sqm",38
303,2011,"EE004","EE004","totalm2_101_150sqm",66
303,2021,"EE004","EE004","totalm2_101_150sqm",44
303,2000,"EE004","EE004","totalm2_101_150sqm",14
303,2011,"EE004","EE004","totalm2_101_150sqm",46
303,2021,"EE004","EE004","totalm2_101_150sqm",32
303,2000,"EE004","EE004","totalm2_>150sqm",4
303,2011,"EE004","EE004","totalm2_>150sqm",32
303,2021,"EE004","EE004","totalm2_>150sqm",18
303,2000,"EE004","EE004","totalm2_data_missing",0
303,2011,"EE004","EE004","totalm2_data_missing",2
303,2021,"EE004","EE004","totalm2_data_missing",2
304,2000,"EE001","EE001","totalm2_<60sqm",78
304,2011,"EE001","EE001","totalm2_<60sqm",14
304,2021,"EE001","EE001","totalm2_<60sqm",42
304,2000,"EE001","EE001","totalm2_<60sqm",186
304,2011,"EE001","EE001","totalm2_<60sqm",156
304,2021,"EE001","EE001","totalm2_<60sqm",238
304,2000,"EE001","EE001","totalm2_<60sqm",226
304,2011,"EE001","EE001","totalm2_<60sqm",202
304,2021,"EE001","EE001","totalm2_<60sqm",300
304,2000,"EE001","EE001","totalm2_<60sqm",298
304,2011,"EE001","EE001","totalm2_<60sqm",260
304,2021,"EE001","EE001","totalm2_<60sqm",284
304,2000,"EE001","EE001","totalm2_61_100sqm",224
304,2011,"EE001","EE001","totalm2_61_100sqm",260
304,2021,"EE001","EE001","totalm2_61_100sqm",374
304,2000,"EE001","EE001","totalm2_61_100sqm",184
304,2011,"EE001","EE001","totalm2_61_100sqm",206
304,2021,"EE001","EE001","totalm2_61_100sqm",262
304,2000,"EE001","EE001","totalm2_61_100sqm",214
304,2011,"EE001","EE001","totalm2_61_100sqm",368
304,2021,"EE001","EE001","totalm2_61_100sqm",650
304,2000,"EE001","EE001","totalm2_101_150sqm",136
304,2011,"EE001","EE001","totalm2_101_150sqm",368
304,2021,"EE001","EE001","totalm2_101_150sqm",554
304,2000,"EE001","EE001","totalm2_101_150sqm",88
304,2011,"EE001","EE001","totalm2_101_150sqm",650
304,2021,"EE001","EE001","totalm2_101_150sqm",802
304,2000,"EE001","EE001","totalm2_>150sqm",78
304,2011,"EE001","EE001","totalm2_>150sqm",1040
304,2021,"EE001","EE001","totalm2_>150sqm",1214
304,2000,"EE001","EE001","totalm2_data_missing",44
304,2011,"EE001","EE001","totalm2_data_missing",76
304,2021,"EE001","EE001","totalm2_data_missing",96
317,2000,"EE009","EE006","totalm2_<60sqm",300
317,2011,"EE009","EE006","totalm2_<60sqm",188
317,2021,"EE009","EE006","totalm2_<60sqm",304
317,2000,"EE009","EE006","totalm2_<60sqm",686
317,2011,"EE009","EE006","totalm2_<60sqm",594
317,2021,"EE009","EE006","totalm2_<60sqm",698
317,2000,"EE009","EE006","totalm2_<60sqm",896
317,2011,"EE009","EE006","totalm2_<60sqm",928
317,2021,"EE009","EE006","totalm2_<60sqm",976
317,2000,"EE009","EE006","totalm2_<60sqm",780
317,2011,"EE009","EE006","totalm2_<60sqm",716
317,2021,"EE009","EE006","totalm2_<60sqm",850
317,2000,"EE009","EE006","totalm2_61_100sqm",808
317,2011,"EE009","EE006","totalm2_61_100sqm",830
317,2021,"EE009","EE006","totalm2_61_100sqm",898
317,2000,"EE009","EE006","totalm2_61_100sqm",450
317,2011,"EE009","EE006","totalm2_61_100sqm",500
317,2021,"EE009","EE006","totalm2_61_100sqm",540
317,2000,"EE009","EE006","totalm2_61_100sqm",598
317,2011,"EE009","EE006","totalm2_61_100sqm",660
317,2021,"EE009","EE006","totalm2_61_100sqm",866
317,2000,"EE009","EE006","totalm2_101_150sqm",314
317,2011,"EE009","EE006","totalm2_101_150sqm",670
317,2021,"EE009","EE006","totalm2_101_150sqm",758
317,2000,"EE009","EE006","totalm2_101_150sqm",192
317,2011,"EE009","EE006","totalm2_101_150sqm",644
317,2021,"EE009","EE006","totalm2_101_150sqm",600
317,2000,"EE009","EE006","totalm2_>150sqm",166
317,2011,"EE009","EE006","totalm2_>150sqm",782
317,2021,"EE009","EE006","totalm2_>150sqm",590
317,2000,"EE009","EE006","totalm2_data_missing",166
317,2011,"EE009","EE006","totalm2_data_missing",44
317,2021,"EE009","EE006","totalm2_data_missing",130
321,2000,"EE00A","EE007","totalm2_<60sqm",3356
321,2011,"EE00A","EE007","totalm2_<60sqm",1548
321,2021,"EE00A","EE007","totalm2_<60sqm",1842
321,2000,"EE00A","EE007","totalm2_<60sqm",9664
321,2011,"EE00A","EE007","totalm2_<60sqm",8774
321,2021,"EE00A","EE007","totalm2_<60sqm",8994
321,2000,"EE00A","EE007","totalm2_<60sqm",13392
321,2011,"EE00A","EE007","totalm2_<60sqm",12338
321,2021,"EE00A","EE007","totalm2_<60sqm",13146
321,2000,"EE00A","EE007","totalm2_<60sqm",6184
321,2011,"EE00A","EE007","totalm2_<60sqm",5954
321,2021,"EE00A","EE007","totalm2_<60sqm",5846
321,2000,"EE00A","EE007","totalm2_61_100sqm",8886
321,2011,"EE00A","EE007","totalm2_61_100sqm",8496
321,2021,"EE00A","EE007","totalm2_61_100sqm",8804
321,2000,"EE00A","EE007","totalm2_61_100sqm",2272
321,2011,"EE00A","EE007","totalm2_61_100sqm",2218
321,2021,"EE00A","EE007","totalm2_61_100sqm",2416
321,2000,"EE00A","EE007","totalm2_61_100sqm",790
321,2011,"EE00A","EE007","totalm2_61_100sqm",896
321,2021,"EE00A","EE007","totalm2_61_100sqm",732
321,2000,"EE00A","EE007","totalm2_101_150sqm",180
321,2011,"EE00A","EE007","totalm2_101_150sqm",282
321,2021,"EE00A","EE007","totalm2_101_150sqm",224
321,2000,"EE00A","EE007","totalm2_101_150sqm",162
321,2011,"EE00A","EE007","totalm2_101_150sqm",192
321,2021,"EE00A","EE007","totalm2_101_150sqm",200
321,2000,"EE00A","EE007","totalm2_>150sqm",124
321,2011,"EE00A","EE007","totalm2_>150sqm",340
321,2021,"EE00A","EE007","totalm2_>150sqm",218
321,2000,"EE00A","EE007","totalm2_data_missing",72
321,2011,"EE00A","EE007","totalm2_data_missing",60
321,2021,"EE00A","EE007","totalm2_data_missing",66
338,2000,"EE001","EE001","totalm2_<60sqm",260
338,2011,"EE001","EE001","totalm2_<60sqm",122
338,2021,"EE001","EE001","totalm2_<60sqm",146
338,2000,"EE001","EE001","totalm2_<60sqm",684
338,2011,"EE001","EE001","totalm2_<60sqm",562
338,2021,"EE001","EE001","totalm2_<60sqm",588
338,2000,"EE001","EE001","totalm2_<60sqm",1150
338,2011,"EE001","EE001","totalm2_<60sqm",1106
338,2021,"EE001","EE001","totalm2_<60sqm",1190
338,2000,"EE001","EE001","totalm2_<60sqm",1100
338,2011,"EE001","EE001","totalm2_<60sqm",936
338,2021,"EE001","EE001","totalm2_<60sqm",1032
338,2000,"EE001","EE001","totalm2_61_100sqm",1030
338,2011,"EE001","EE001","totalm2_61_100sqm",970
338,2021,"EE001","EE001","totalm2_61_100sqm",1098
338,2000,"EE001","EE001","totalm2_61_100sqm",628
338,2011,"EE001","EE001","totalm2_61_100sqm",590
338,2021,"EE001","EE001","totalm2_61_100sqm",560
338,2000,"EE001","EE001","totalm2_61_100sqm",770
338,2011,"EE001","EE001","totalm2_61_100sqm",708
338,2021,"EE001","EE001","totalm2_61_100sqm",954
338,2000,"EE001","EE001","totalm2_101_150sqm",352
338,2011,"EE001","EE001","totalm2_101_150sqm",494
338,2021,"EE001","EE001","totalm2_101_150sqm",694
338,2000,"EE001","EE001","totalm2_101_150sqm",242
338,2011,"EE001","EE001","totalm2_101_150sqm",460
338,2021,"EE001","EE001","totalm2_101_150sqm",616
338,2000,"EE001","EE001","totalm2_>150sqm",196
338,2011,"EE001","EE001","totalm2_>150sqm",750
338,2021,"EE001","EE001","totalm2_>150sqm",674
338,2000,"EE001","EE001","totalm2_data_missing",184
338,2011,"EE001","EE001","totalm2_data_missing",30
338,2021,"EE001","EE001","totalm2_data_missing",158
353,2000,"EE001","EE001","totalm2_<60sqm",296
353,2011,"EE001","EE001","totalm2_<60sqm",142
353,2021,"EE001","EE001","totalm2_<60sqm",194
353,2000,"EE001","EE001","totalm2_<60sqm",706
353,2011,"EE001","EE001","totalm2_<60sqm",460
353,2021,"EE001","EE001","totalm2_<60sqm",532
353,2000,"EE001","EE001","totalm2_<60sqm",1284
353,2011,"EE001","EE001","totalm2_<60sqm",826
353,2021,"EE001","EE001","totalm2_<60sqm",972
353,2000,"EE001","EE001","totalm2_<60sqm",962
353,2011,"EE001","EE001","totalm2_<60sqm",744
353,2021,"EE001","EE001","totalm2_<60sqm",934
353,2000,"EE001","EE001","totalm2_61_100sqm",1056
353,2011,"EE001","EE001","totalm2_61_100sqm",1034
353,2021,"EE001","EE001","totalm2_61_100sqm",1020
353,2000,"EE001","EE001","totalm2_61_100sqm",852
353,2011,"EE001","EE001","totalm2_61_100sqm",824
353,2021,"EE001","EE001","totalm2_61_100sqm",958
353,2000,"EE001","EE001","totalm2_61_100sqm",778
353,2011,"EE001","EE001","totalm2_61_100sqm",782
353,2021,"EE001","EE001","totalm2_61_100sqm",984
353,2000,"EE001","EE001","totalm2_101_150sqm",430
353,2011,"EE001","EE001","totalm2_101_150sqm",696
353,2021,"EE001","EE001","totalm2_101_150sqm",668
353,2000,"EE001","EE001","totalm2_101_150sqm",306
353,2011,"EE001","EE001","totalm2_101_150sqm",622
353,2021,"EE001","EE001","totalm2_101_150sqm",680
353,2000,"EE001","EE001","totalm2_>150sqm",212
353,2011,"EE001","EE001","totalm2_>150sqm",812
353,2021,"EE001","EE001","totalm2_>150sqm",748
353,2000,"EE001","EE001","totalm2_data_missing",134
353,2011,"EE001","EE001","totalm2_data_missing",88
353,2021,"EE001","EE001","totalm2_data_missing",182
424,2000,"EE001","EE001","totalm2_<60sqm",258
424,2011,"EE001","EE001","totalm2_<60sqm",234
424,2021,"EE001","EE001","totalm2_<60sqm",262
424,2000,"EE001","EE001","totalm2_<60sqm",382
424,2011,"EE001","EE001","totalm2_<60sqm",364
424,2021,"EE001","EE001","totalm2_<60sqm",400
424,2000,"EE001","EE001","totalm2_<60sqm",1128
424,2011,"EE001","EE001","totalm2_<60sqm",1160
424,2021,"EE001","EE001","totalm2_<60sqm",1178
424,2000,"EE001","EE001","totalm2_<60sqm",566
424,2011,"EE001","EE001","totalm2_<60sqm",512
424,2021,"EE001","EE001","totalm2_<60sqm",500
424,2000,"EE001","EE001","totalm2_61_100sqm",474
424,2011,"EE001","EE001","totalm2_61_100sqm",436
424,2021,"EE001","EE001","totalm2_61_100sqm",446
424,2000,"EE001","EE001","totalm2_61_100sqm",158
424,2011,"EE001","EE001","totalm2_61_100sqm",166
424,2021,"EE001","EE001","totalm2_61_100sqm",158
424,2000,"EE001","EE001","totalm2_61_100sqm",114
424,2011,"EE001","EE001","totalm2_61_100sqm",96
424,2021,"EE001","EE001","totalm2_61_100sqm",146
424,2000,"EE001","EE001","totalm2_101_150sqm",38
424,2011,"EE001","EE001","totalm2_101_150sqm",72
424,2021,"EE001","EE001","totalm2_101_150sqm",98
424,2000,"EE001","EE001","totalm2_101_150sqm",14
424,2011,"EE001","EE001","totalm2_101_150sqm",90
424,2021,"EE001","EE001","totalm2_101_150sqm",90
424,2000,"EE001","EE001","totalm2_>150sqm",32
424,2011,"EE001","EE001","totalm2_>150sqm",56
424,2021,"EE001","EE001","totalm2_>150sqm",52
424,2000,"EE001","EE001","totalm2_data_missing",22
424,2011,"EE001","EE001","totalm2_data_missing",0
424,2021,"EE001","EE001","totalm2_data_missing",8
432,2000,"EE008","EE008","totalm2_<60sqm",62
432,2011,"EE008","EE008","totalm2_<60sqm",40
432,2021,"EE008","EE008","totalm2_<60sqm",78
432,2000,"EE008","EE008","totalm2_<60sqm",196
432,2011,"EE008","EE008","totalm2_<60sqm",198
432,2021,"EE008","EE008","totalm2_<60sqm",302
432,2000,"EE008","EE008","totalm2_<60sqm",454
432,2011,"EE008","EE008","totalm2_<60sqm",494
432,2021,"EE008","EE008","totalm2_<60sqm",666
432,2000,"EE008","EE008","totalm2_<60sqm",222
432,2011,"EE008","EE008","totalm2_<60sqm",358
432,2021,"EE008","EE008","totalm2_<60sqm",532
432,2000,"EE008","EE008","totalm2_61_100sqm",378
432,2011,"EE008","EE008","totalm2_61_100sqm",486
432,2021,"EE008","EE008","totalm2_61_100sqm",488
432,2000,"EE008","EE008","totalm2_61_100sqm",188
432,2011,"EE008","EE008","totalm2_61_100sqm",266
432,2021,"EE008","EE008","totalm2_61_100sqm",520
432,2000,"EE008","EE008","totalm2_61_100sqm",186
432,2011,"EE008","EE008","totalm2_61_100sqm",284
432,2021,"EE008","EE008","totalm2_61_100sqm",676
432,2000,"EE008","EE008","totalm2_101_150sqm",130
432,2011,"EE008","EE008","totalm2_101_150sqm",260
432,2021,"EE008","EE008","totalm2_101_150sqm",478
432,2000,"EE008","EE008","totalm2_101_150sqm",110
432,2011,"EE008","EE008","totalm2_101_150sqm",302
432,2021,"EE008","EE008","totalm2_101_150sqm",480
432,2000,"EE008","EE008","totalm2_>150sqm",56
432,2011,"EE008","EE008","totalm2_>150sqm",620
432,2021,"EE008","EE008","totalm2_>150sqm",744
432,2000,"EE008","EE008","totalm2_data_missing",78
432,2011,"EE008","EE008","totalm2_data_missing",24
432,2021,"EE008","EE008","totalm2_data_missing",26
431,2000,"EE001","EE001","totalm2_<60sqm",832
431,2011,"EE001","EE001","totalm2_<60sqm",832
431,2021,"EE001","EE001","totalm2_<60sqm",980
431,2000,"EE001","EE001","totalm2_<60sqm",1868
431,2011,"EE001","EE001","totalm2_<60sqm",2216
431,2021,"EE001","EE001","totalm2_<60sqm",2392
431,2000,"EE001","EE001","totalm2_<60sqm",3578
431,2011,"EE001","EE001","totalm2_<60sqm",3940
431,2021,"EE001","EE001","totalm2_<60sqm",4272
431,2000,"EE001","EE001","totalm2_<60sqm",1654
431,2011,"EE001","EE001","totalm2_<60sqm",1856
431,2021,"EE001","EE001","totalm2_<60sqm",1988
431,2000,"EE001","EE001","totalm2_61_100sqm",1804
431,2011,"EE001","EE001","totalm2_61_100sqm",1922
431,2021,"EE001","EE001","totalm2_61_100sqm",2028
431,2000,"EE001","EE001","totalm2_61_100sqm",776
431,2011,"EE001","EE001","totalm2_61_100sqm",878
431,2021,"EE001","EE001","totalm2_61_100sqm",896
431,2000,"EE001","EE001","totalm2_61_100sqm",676
431,2011,"EE001","EE001","totalm2_61_100sqm",886
431,2021,"EE001","EE001","totalm2_61_100sqm",1110
431,2000,"EE001","EE001","totalm2_101_150sqm",378
431,2011,"EE001","EE001","totalm2_101_150sqm",796
431,2021,"EE001","EE001","totalm2_101_150sqm",832
431,2000,"EE001","EE001","totalm2_101_150sqm",222
431,2011,"EE001","EE001","totalm2_101_150sqm",772
431,2021,"EE001","EE001","totalm2_101_150sqm",878
431,2000,"EE001","EE001","totalm2_>150sqm",204
431,2011,"EE001","EE001","totalm2_>150sqm",1048
431,2021,"EE001","EE001","totalm2_>150sqm",1118
431,2000,"EE001","EE001","totalm2_data_missing",596
431,2011,"EE001","EE001","totalm2_data_missing",68
431,2021,"EE001","EE001","totalm2_data_missing",172
441,2000,"EE004","EE004","totalm2_<60sqm",326
441,2011,"EE004","EE004","totalm2_<60sqm",192
441,2021,"EE004","EE004","totalm2_<60sqm",298
441,2000,"EE004","EE004","totalm2_<60sqm",684
441,2011,"EE004","EE004","totalm2_<60sqm",374
441,2021,"EE004","EE004","totalm2_<60sqm",514
441,2000,"EE004","EE004","totalm2_<60sqm",1436
441,2011,"EE004","EE004","totalm2_<60sqm",1060
441,2021,"EE004","EE004","totalm2_<60sqm",1346
441,2000,"EE004","EE004","totalm2_<60sqm",1552
441,2011,"EE004","EE004","totalm2_<60sqm",1210
441,2021,"EE004","EE004","totalm2_<60sqm",1370
441,2000,"EE004","EE004","totalm2_61_100sqm",1718
441,2011,"EE004","EE004","totalm2_61_100sqm",1388
441,2021,"EE004","EE004","totalm2_61_100sqm",1610
441,2000,"EE004","EE004","totalm2_61_100sqm",1136
441,2011,"EE004","EE004","totalm2_61_100sqm",1010
441,2021,"EE004","EE004","totalm2_61_100sqm",1138
441,2000,"EE004","EE004","totalm2_61_100sqm",1074
441,2011,"EE004","EE004","totalm2_61_100sqm",1048
441,2021,"EE004","EE004","totalm2_61_100sqm",1298
441,2000,"EE004","EE004","totalm2_101_150sqm",486
441,2011,"EE004","EE004","totalm2_101_150sqm",692
441,2021,"EE004","EE004","totalm2_101_150sqm",708
441,2000,"EE004","EE004","totalm2_101_150sqm",326
441,2011,"EE004","EE004","totalm2_101_150sqm",422
441,2021,"EE004","EE004","totalm2_101_150sqm",592
441,2000,"EE004","EE004","totalm2_>150sqm",152
441,2011,"EE004","EE004","totalm2_>150sqm",594
441,2021,"EE004","EE004","totalm2_>150sqm",592
441,2000,"EE004","EE004","totalm2_data_missing",404
441,2011,"EE004","EE004","totalm2_data_missing",76
441,2021,"EE004","EE004","totalm2_data_missing",60
430,2000,"EE004","EE004","totalm2_<60sqm",408
430,2011,"EE004","EE004","totalm2_<60sqm",248
430,2021,"EE004","EE004","totalm2_<60sqm",362
430,2000,"EE004","EE004","totalm2_<60sqm",648
430,2011,"EE004","EE004","totalm2_<60sqm",472
430,2021,"EE004","EE004","totalm2_<60sqm",558
430,2000,"EE004","EE004","totalm2_<60sqm",1154
430,2011,"EE004","EE004","totalm2_<60sqm",1006
430,2021,"EE004","EE004","totalm2_<60sqm",1072
430,2000,"EE004","EE004","totalm2_<60sqm",1232
430,2011,"EE004","EE004","totalm2_<60sqm",1046
430,2021,"EE004","EE004","totalm2_<60sqm",1114
430,2000,"EE004","EE004","totalm2_61_100sqm",1238
430,2011,"EE004","EE004","totalm2_61_100sqm",1102
430,2021,"EE004","EE004","totalm2_61_100sqm",1178
430,2000,"EE004","EE004","totalm2_61_100sqm",770
430,2011,"EE004","EE004","totalm2_61_100sqm",812
430,2021,"EE004","EE004","totalm2_61_100sqm",786
430,2000,"EE004","EE004","totalm2_61_100sqm",1196
430,2011,"EE004","EE004","totalm2_61_100sqm",1010
430,2021,"EE004","EE004","totalm2_61_100sqm",1290
430,2000,"EE004","EE004","totalm2_101_150sqm",620
430,2011,"EE004","EE004","totalm2_101_150sqm",768
430,2021,"EE004","EE004","totalm2_101_150sqm",722
430,2000,"EE004","EE004","totalm2_101_150sqm",352
430,2011,"EE004","EE004","totalm2_101_150sqm",486
430,2021,"EE004","EE004","totalm2_101_150sqm",614
430,2000,"EE004","EE004","totalm2_>150sqm",142
430,2011,"EE004","EE004","totalm2_>150sqm",494
430,2021,"EE004","EE004","totalm2_>150sqm",476
430,2000,"EE004","EE004","totalm2_data_missing",316
430,2011,"EE004","EE004","totalm2_data_missing",52
430,2021,"EE004","EE004","totalm2_data_missing",56
442,2000,"EE00A","EE007","totalm2_<60sqm",726
442,2011,"EE00A","EE007","totalm2_<60sqm",524
442,2021,"EE00A","EE007","totalm2_<60sqm",608
442,2000,"EE00A","EE007","totalm2_<60sqm",2698
442,2011,"EE00A","EE007","totalm2_<60sqm",1568
442,2021,"EE00A","EE007","totalm2_<60sqm",1720
442,2000,"EE00A","EE007","totalm2_<60sqm",3624
442,2011,"EE00A","EE007","totalm2_<60sqm",2544
442,2021,"EE00A","EE007","totalm2_<60sqm",2960
442,2000,"EE00A","EE007","totalm2_<60sqm",2094
442,2011,"EE00A","EE007","totalm2_<60sqm",1656
