laucode,year,nuts,indicator,value,type
824,2024,EE008,ppm2,382,all
824,2025,EE008,ppm2,488,all
834,2005,EE009,ppm2,165,all
834,2006,EE009,ppm2,236,all
834,2007,EE009,ppm2,344,all
834,2008,EE009,ppm2,321,all
834,2009,EE009,ppm2,202,all
834,2010,EE009,ppm2,207,all
834,2011,EE009,ppm2,201,all
834,2012,EE009,ppm2,198,all
834,2013,EE009,ppm2,205,all
834,2014,EE009,ppm2,228,all
834,2015,EE009,ppm2,211,all
834,2016,EE009,ppm2,234,all
834,2017,EE009,ppm2,257,all
834,2018,EE009,ppm2,277,all
834,2019,EE009,ppm2,335,all
834,2020,EE009,ppm2,317,all
834,2021,EE009,ppm2,424,all
834,2022,EE009,ppm2,513,all
834,2023,EE009,ppm2,539,all
834,2024,EE009,ppm2,502,all
834,2025,EE009,ppm2,561,all
855,2005,EE008,ppm2,95,all
855,2006,EE008,ppm2,177,all
855,2007,EE008,ppm2,252,all
855,2008,EE008,ppm2,198,all
855,2009,EE008,ppm2,143,all
855,2010,EE008,ppm2,121,all
855,2011,EE008,ppm2,133,all
855,2012,EE008,ppm2,130,all
855,2013,EE008,ppm2,135,all
855,2014,EE008,ppm2,130,all
855,2015,EE008,ppm2,142,all
855,2016,EE008,ppm2,149,all
855,2017,EE008,ppm2,158,all
855,2018,EE008,ppm2,151,all
855,2019,EE008,ppm2,174,all
855,2020,EE008,ppm2,208,all
855,2021,EE008,ppm2,244,all
855,2022,EE008,ppm2,308,all
855,2023,EE008,ppm2,327,all
855,2024,EE008,ppm2,388,all
855,2025,EE008,ppm2,377,all
890,2005,EE001,ppm2,834,all
890,2006,EE001,ppm2,1199,all
890,2007,EE001,ppm2,1518,all
890,2008,EE001,ppm2,1348,all
890,2009,EE001,ppm2,898,all
890,2010,EE001,ppm2,911,all
890,2011,EE001,ppm2,1006,all
890,2012,EE001,ppm2,1040,all
890,2013,EE001,ppm2,1146,all
890,2014,EE001,ppm2,1263,all
890,2015,EE001,ppm2,1355,all
890,2016,EE001,ppm2,1391,all
890,2017,EE001,ppm2,1508,all
890,2018,EE001,ppm2,1611,all
890,2019,EE001,ppm2,1607,all
890,2020,EE001,ppm2,1761,all
890,2021,EE001,ppm2,1950,all
890,2022,EE001,ppm2,2470,all
890,2023,EE001,ppm2,2693,all
890,2024,EE001,ppm2,2842,all
890,2025,EE001,ppm2,2855,all
897,2005,EE008,ppm2,344,all
897,2006,EE008,ppm2,592,all
897,2007,EE008,ppm2,710,all
897,2008,EE008,ppm2,674,all
897,2009,EE008,ppm2,488,all
897,2010,EE008,ppm2,404,all
897,2011,EE008,ppm2,428,all
897,2012,EE008,ppm2,457,all
897,2013,EE008,ppm2,467,all
897,2014,EE008,ppm2,504,all
897,2015,EE008,ppm2,544,all
897,2016,EE008,ppm2,584,all
897,2017,EE008,ppm2,639,all
897,2018,EE008,ppm2,700,all
897,2019,EE008,ppm2,713,all
897,2020,EE008,ppm2,801,all
897,2021,EE008,ppm2,957,all
897,2022,EE008,ppm2,1292,all
897,2023,EE008,ppm2,1223,all
897,2024,EE008,ppm2,1279,all
897,2025,EE008,ppm2,1316,all
899,2005,EE008,ppm2,162,all
899,2006,EE008,ppm2,274,all
899,2007,EE008,ppm2,298,all
899,2008,EE008,ppm2,319,all
899,2009,EE008,ppm2,183,all
899,2010,EE008,ppm2,203,all
899,2011,EE008,ppm2,211,all
899,2012,EE008,ppm2,212,all
899,2013,EE008,ppm2,206,all
899,2014,EE008,ppm2,238,all
899,2015,EE008,ppm2,247,all
899,2016,EE008,ppm2,265,all
899,2017,EE008,ppm2,283,all
899,2018,EE008,ppm2,286,all
899,2019,EE008,ppm2,328,all
899,2020,EE008,ppm2,321,all
899,2021,EE008,ppm2,430,all
899,2022,EE008,ppm2,510,all
899,2023,EE008,ppm2,554,all
899,2024,EE008,ppm2,613,all
899,2025,EE008,ppm2,614,all
901,2005,EE009,ppm2,141,all
901,2006,EE009,ppm2,230,all
901,2007,EE009,ppm2,297,all
901,2008,EE009,ppm2,295,all
901,2009,EE009,ppm2,123,all
901,2010,EE009,ppm2,127,all
901,2011,EE009,ppm2,170,all
901,2012,EE009,ppm2,149,all
901,2013,EE009,ppm2,136,all
901,2014,EE009,ppm2,200,all
901,2015,EE009,ppm2,245,all
901,2016,EE009,ppm2,196,all
901,2017,EE009,ppm2,178,all
901,2018,EE009,ppm2,227,all
901,2019,EE009,ppm2,226,all
901,2020,EE009,ppm2,251,all
901,2021,EE009,ppm2,284,all
901,2022,EE009,ppm2,377,all
901,2023,EE009,ppm2,349,all
901,2024,EE009,ppm2,451,all
901,2025,EE009,ppm2,457,all
903,2005,EE009,ppm2,82,all
903,2006,EE009,ppm2,161,all
903,2007,EE009,ppm2,221,all
903,2008,EE009,ppm2,192,all
903,2009,EE009,ppm2,110,all
903,2010,EE009,ppm2,97,all
903,2011,EE009,ppm2,89,all
903,2012,EE009,ppm2,115,all
903,2013,EE009,ppm2,122,all
903,2014,EE009,ppm2,112,all
903,2015,EE009,ppm2,141,all
903,2016,EE009,ppm2,119,all
903,2017,EE009,ppm2,139,all
903,2018,EE009,ppm2,149,all
903,2019,EE009,ppm2,145,all
903,2020,EE009,ppm2,161,all
903,2021,EE009,ppm2,215,all
903,2022,EE009,ppm2,252,all
903,2023,EE009,ppm2,259,all
903,2024,EE009,ppm2,260,all
903,2025,EE009,ppm2,268,all
907,2005,EE004,ppm2,335,all
907,2006,EE004,ppm2,476,all
907,2007,EE004,ppm2,623,all
907,2008,EE004,ppm2,596,all
907,2009,EE004,ppm2,378,all
907,2010,EE004,ppm2,377,all
907,2011,EE004,ppm2,446,all
907,2012,EE004,ppm2,427,all
907,2013,EE004,ppm2,440,all
907,2014,EE004,ppm2,502,all
907,2015,EE004,ppm2,482,all
907,2016,EE004,ppm2,464,all
907,2017,EE004,ppm2,572,all
907,2018,EE004,ppm2,559,all
907,2019,EE004,ppm2,687,all
907,2020,EE004,ppm2,688,all
907,2021,EE004,ppm2,861,all
907,2022,EE004,ppm2,970,all
907,2023,EE004,ppm2,1058,all
907,2024,EE004,ppm2,1200,all
907,2025,EE004,ppm2,1183,all
917,2005,EE008,ppm2,155,all
917,2006,EE008,ppm2,222,all
917,2007,EE008,ppm2,306,all
917,2008,EE008,ppm2,289,all
917,2009,EE008,ppm2,177,all
917,2010,EE008,ppm2,150,all
917,2011,EE008,ppm2,181,all
917,2012,EE008,ppm2,212,all
917,2013,EE008,ppm2,183,all
917,2014,EE008,ppm2,182,all
917,2015,EE008,ppm2,187,all
917,2016,EE008,ppm2,249,all
917,2017,EE008,ppm2,229,all
917,2018,EE008,ppm2,273,all
917,2019,EE008,ppm2,271,all
917,2020,EE008,ppm2,278,all
917,2021,EE008,ppm2,396,all
917,2022,EE008,ppm2,456,all
917,2023,EE008,ppm2,604,all
917,2024,EE008,ppm2,537,all
917,2025,EE008,ppm2,544,all
919,2005,EE008,ppm2,299,all
919,2006,EE008,ppm2,457,all
919,2007,EE008,ppm2,606,all
919,2008,EE008,ppm2,597,all
919,2009,EE008,ppm2,407,all
919,2010,EE008,ppm2,362,all
919,2011,EE008,ppm2,379,all
919,2012,EE008,ppm2,331,all
919,2013,EE008,ppm2,357,all
919,2014,EE008,ppm2,381,all
919,2015,EE008,ppm2,406,all
919,2016,EE008,ppm2,404,all
919,2017,EE008,ppm2,468,all
919,2018,EE008,ppm2,518,all
919,2019,EE008,ppm2,609,all
919,2020,EE008,ppm2,627,all
919,2021,EE008,ppm2,748,all
919,2022,EE008,ppm2,919,all
919,2023,EE008,ppm2,932,all
919,2024,EE008,ppm2,985,all
919,2025,EE008,ppm2,1018,all
928,2005,EE009,ppm2,86,all
928,2006,EE009,ppm2,135,all
928,2007,EE009,ppm2,151,all
928,2008,EE009,ppm2,157,all
928,2009,EE009,ppm2,109,all
928,2010,EE009,ppm2,86,all
928,2011,EE009,ppm2,99,all
928,2012,EE009,ppm2,106,all
928,2013,EE009,ppm2,113,all
928,2014,EE009,ppm2,110,all
928,2015,EE009,ppm2,129,all
928,2016,EE009,ppm2,124,all
928,2017,EE009,ppm2,119,all
928,2018,EE009,ppm2,120,all
928,2019,EE009,ppm2,127,all
928,2020,EE009,ppm2,167,all
928,2021,EE009,ppm2,179,all
928,2022,EE009,ppm2,222,all
928,2023,EE009,ppm2,262,all
928,2024,EE009,ppm2,270,all
928,2025,EE009,ppm2,286,all
