laucode,year,nuts,indicator,value,type
446,2016,EE001,ppm2,803,all
446,2017,EE001,ppm2,889,all
446,2018,EE001,ppm2,1007,all
446,2019,EE001,ppm2,1030,all
446,2020,EE001,ppm2,1131,all
446,2021,EE001,ppm2,1221,all
446,2022,EE001,ppm2,1521,all
446,2023,EE001,ppm2,1557,all
446,2024,EE001,ppm2,1658,all
446,2025,EE001,ppm2,1671,all
478,2005,EE004,ppm2,403,all
478,2006,EE004,ppm2,492,all
478,2007,EE004,ppm2,550,all
478,2008,EE004,ppm2,503,all
478,2009,EE004,ppm2,462,all
478,2010,EE004,ppm2,468,all
478,2011,EE004,ppm2,482,all
478,2012,EE004,ppm2,399,all
478,2013,EE004,ppm2,524,all
478,2014,EE004,ppm2,519,all
478,2015,EE004,ppm2,525,all
478,2016,EE004,ppm2,448,all
478,2017,EE004,ppm2,498,all
478,2018,EE004,ppm2,638,all
478,2019,EE004,ppm2,812,all
478,2020,EE004,ppm2,654,all
478,2021,EE004,ppm2,999,all
478,2022,EE004,ppm2,1212,all
478,2023,EE004,ppm2,1149,all
478,2024,EE004,ppm2,1149,all
478,2025,EE004,ppm2,1095,all
480,2005,EE008,ppm2,70,all
480,2006,EE008,ppm2,128,all
480,2007,EE008,ppm2,164,all
480,2008,EE008,ppm2,170,all
480,2009,EE008,ppm2,147,all
480,2010,EE008,ppm2,113,all
480,2011,EE008,ppm2,101,all
480,2012,EE008,ppm2,105,all
480,2013,EE008,ppm2,95,all
480,2014,EE008,ppm2,131,all
480,2015,EE008,ppm2,154,all
480,2016,EE008,ppm2,121,all
480,2017,EE008,ppm2,152,all
480,2018,EE008,ppm2,129,all
480,2019,EE008,ppm2,170,all
480,2020,EE008,ppm2,173,all
480,2021,EE008,ppm2,211,all
480,2022,EE008,ppm2,261,all
480,2023,EE008,ppm2,268,all
480,2024,EE008,ppm2,296,all
480,2025,EE008,ppm2,348,all
486,2005,EE008,ppm2,138,all
486,2006,EE008,ppm2,185,all
486,2007,EE008,ppm2,286,all
486,2008,EE008,ppm2,250,all
486,2009,EE008,ppm2,196,all
486,2010,EE008,ppm2,166,all
486,2011,EE008,ppm2,171,all
486,2012,EE008,ppm2,176,all
486,2013,EE008,ppm2,201,all
486,2014,EE008,ppm2,178,all
486,2015,EE008,ppm2,267,all
486,2016,EE008,ppm2,228,all
486,2017,EE008,ppm2,204,all
486,2018,EE008,ppm2,232,all
486,2019,EE008,ppm2,240,all
486,2020,EE008,ppm2,291,all
486,2021,EE008,ppm2,311,all
486,2022,EE008,ppm2,450,all
486,2023,EE008,ppm2,393,all
486,2024,EE008,ppm2,475,all
486,2025,EE008,ppm2,476,all
503,2005,EE009,ppm2,184,all
503,2006,EE009,ppm2,265,all
503,2007,EE009,ppm2,289,all
503,2008,EE009,ppm2,299,all
503,2009,EE009,ppm2,197,all
503,2010,EE009,ppm2,179,all
503,2011,EE009,ppm2,199,all
503,2012,EE009,ppm2,181,all
503,2013,EE009,ppm2,194,all
503,2014,EE009,ppm2,215,all
503,2015,EE009,ppm2,232,all
503,2016,EE009,ppm2,199,all
503,2017,EE009,ppm2,247,all
503,2018,EE009,ppm2,198,all
503,2019,EE009,ppm2,287,all
503,2020,EE009,ppm2,324,all
503,2021,EE009,ppm2,357,all
503,2022,EE009,ppm2,461,all
503,2023,EE009,ppm2,468,all
503,2024,EE009,ppm2,560,all
503,2025,EE009,ppm2,603,all
511,2005,EE00A,ppm2,245,all
511,2006,EE00A,ppm2,478,all
511,2007,EE00A,ppm2,677,all
511,2008,EE00A,ppm2,604,all
511,2009,EE00A,ppm2,316,all
511,2010,EE00A,ppm2,292,all
511,2011,EE00A,ppm2,313,all
511,2012,EE00A,ppm2,352,all
511,2013,EE00A,ppm2,405,all
511,2014,EE00A,ppm2,463,all
511,2015,EE00A,ppm2,471,all
511,2016,EE00A,ppm2,443,all
511,2017,EE00A,ppm2,438,all
511,2018,EE00A,ppm2,451,all
511,2019,EE00A,ppm2,458,all
511,2020,EE00A,ppm2,479,all
511,2021,EE00A,ppm2,521,all
511,2022,EE00A,ppm2,612,all
511,2023,EE00A,ppm2,652,all
511,2024,EE00A,ppm2,673,all
511,2025,EE00A,ppm2,622,all
514,2005,EE00A,ppm2,397,all
514,2006,EE00A,ppm2,721,all
514,2007,EE00A,ppm2,917,all
514,2008,EE00A,ppm2,1086,all
514,2009,EE00A,ppm2,673,all
514,2010,EE00A,ppm2,610,all
514,2011,EE00A,ppm2,591,all
514,2012,EE00A,ppm2,683,all
514,2013,EE00A,ppm2,683,all
514,2014,EE00A,ppm2,780,all
514,2015,EE00A,ppm2,693,all
514,2016,EE00A,ppm2,634,all
514,2017,EE00A,ppm2,663,all
514,2018,EE00A,ppm2,708,all
514,2019,EE00A,ppm2,791,all
514,2020,EE00A,ppm2,840,all
514,2021,EE00A,ppm2,897,all
514,2022,EE00A,ppm2,1015,all
514,2023,EE00A,ppm2,1039,all
514,2024,EE00A,ppm2,1103,all
514,2025,EE00A,ppm2,975,all
528,2005,EE008,ppm2,340,all
528,2006,EE008,ppm2,469,all
528,2007,EE008,ppm2,607,all
528,2008,EE008,ppm2,556,all
528,2009,EE008,ppm2,380,all
528,2010,EE008,ppm2,364,all
528,2011,EE008,ppm2,328,all
528,2012,EE008,ppm2,404,all
528,2013,EE008,ppm2,438,all
528,2014,EE008,ppm2,425,all
528,2015,EE008,ppm2,490,all
528,2016,EE008,ppm2,596,all
528,2017,EE008,ppm2,591,all
528,2018,EE008,ppm2,621,all
528,2019,EE008,ppm2,590,all
528,2020,EE008,ppm2,693,all
528,2021,EE008,ppm2,992,all
528,2022,EE008,ppm2,1201,all
528,2023,EE008,ppm2,1376,all
528,2024,EE008,ppm2,1483,all
528,2025,EE008,ppm2,1459,all
557,2005,EE008,ppm2,274,all
557,2006,EE008,ppm2,348,all
557,2007,EE008,ppm2,709,all
557,2008,EE008,ppm2,603,all
557,2009,EE008,ppm2,475,all
557,2010,EE008,ppm2,342,all
557,2011,EE008,ppm2,338,all
557,2012,EE008,ppm2,407,all
557,2013,EE008,ppm2,367,all
557,2014,EE008,ppm2,310,all
557,2015,EE008,ppm2,462,all
557,2016,EE008,ppm2,456,all
557,2017,EE008,ppm2,432,all
557,2018,EE008,ppm2,497,all
557,2019,EE008,ppm2,554,all
557,2020,EE008,ppm2,511,all
557,2021,EE008,ppm2,671,all
557,2022,EE008,ppm2,841,all
557,2023,EE008,ppm2,920,all
557,2024,EE008,ppm2,997,all
557,2025,EE008,ppm2,1133,all
567,2005,EE009,ppm2,220,all
567,2006,EE009,ppm2,346,all
567,2007,EE009,ppm2,503,all
567,2008,EE009,ppm2,461,all
567,2009,EE009,ppm2,227,all
567,2010,EE009,ppm2,226,all
567,2011,EE009,ppm2,264,all
567,2012,EE009,ppm2,258,all
567,2013,EE009,ppm2,212,all
567,2014,EE009,ppm2,239,all
567,2015,EE009,ppm2,278,all
567,2016,EE009,ppm2,282,all
567,2017,EE009,ppm2,310,all
567,2018,EE009,ppm2,350,all
567,2019,EE009,ppm2,416,all
567,2020,EE009,ppm2,429,all
567,2021,EE009,ppm2,505,all
567,2022,EE009,ppm2,679,all
567,2023,EE009,ppm2,686,all
567,2024,EE009,ppm2,766,all
567,2025,EE009,ppm2,775,all
586,2005,EE008,ppm2,124,all
586,2006,EE008,ppm2,229,all
586,2007,EE008,ppm2,301,all
586,2008,EE008,ppm2,251,all
586,2009,EE008,ppm2,149,all
586,2010,EE008,ppm2,155,all
586,2011,EE008,ppm2,182,all
586,2012,EE008,ppm2,185,all
586,2013,EE008,ppm2,179,all
586,2014,EE008,ppm2,195,all
586,2015,EE008,ppm2,181,all
586,2016,EE008,ppm2,210,all
586,2017,EE008,ppm2,237,all
586,2018,EE008,ppm2,261,all
586,2019,EE008,ppm2,283,all
586,2020,EE008,ppm2,300,all
586,2021,EE008,ppm2,373,all
586,2022,EE008,ppm2,444,all
586,2023,EE008,ppm2,452,all
586,2024,EE008,ppm2,487,all
586,2025,EE008,ppm2,462,all
615,2005,EE008,ppm2,70,all
615,2006,EE008,ppm2,144,all
615,2007,EE008,ppm2,190,all
615,2008,EE008,ppm2,176,all
615,2009,EE008,ppm2,107,all
615,2010,EE008,ppm2,126,all
615,2011,EE008,ppm2,120,all
615,2012,EE008,ppm2,142,all
615,2013,EE008,ppm2,112,all
615,2014,EE008,ppm2,136,all
615,2015,EE008,ppm2,157,all
615,2016,EE008,ppm2,146,all
615,2017,EE008,ppm2,189,all
615,2018,EE008,ppm2,180,all
615,2019,EE008,ppm2,206,all
615,2020,EE008,ppm2,236,all
615,2021,EE008,ppm2,247,all
615,2022,EE008,ppm2,340,all
615,2023,EE008,ppm2,373,all
615,2024,EE008,ppm2,394,all
615,2025,EE008,ppm2,380,all
618,2005,EE008,ppm2,119,all
618,2006,EE008,ppm2,191,all
618,2007,EE008,ppm2,254,all
618,2008,EE008,ppm2,272,all
618,2009,EE008,ppm2,174,all
618,2010,EE008,ppm2,159,all
618,2011,EE008,ppm2,156,all
618,2012,EE008,ppm2,191,all
618,2013,EE008,ppm2,173,all
618,2014,EE008,ppm2,193,all
618,2015,EE008,ppm2,202,all
618,2016,EE008,ppm2,192,all
618,2017,EE008,ppm2,225,all
618,2018,EE008,ppm2,254,all
618,2019,EE008,ppm2,253,all
618,2020,EE008,ppm2,249,all
618,2021,EE008,ppm2,317,all
618,2022,EE008,ppm2,414,all
618,2023,EE008,ppm2,449,all
618,2024,EE008,ppm2,469,all
618,2025,EE008,ppm2,498,all
622,2005,EE008,ppm2,192,all
622,2006,EE008,ppm2,317,all
622,2007,EE008,ppm2,386,all
622,2008,EE008,ppm2,363,all
622,2009,EE008,ppm2,247,all
622,2010,EE008,ppm2,221,all
622,2011,EE008,ppm2,238,all
622,2012,EE008,ppm2,245,all
622,2013,EE008,ppm2,228,all
622,2014,EE008,ppm2,304,all
622,2015,EE008,ppm2,283,all
622,2016,EE008,ppm2,325,all
622,2017,EE008,ppm2,341,all
622,2018,EE008,ppm2,352,all
622,2019,EE008,ppm2,400,all
622,2020,EE008,ppm2,401,all
622,2021,EE008,ppm2,487,all
622,2022,EE008,ppm2,644,all
622,2023,EE008,ppm2,654,all
622,2024,EE008,ppm2,655,all
622,2025,EE008,ppm2,688,all
624,2005,EE004,ppm2,545,all
624,2006,EE004,ppm2,864,all
624,2007,EE004,ppm2,1131,all
624,2008,EE004,ppm2,1034,all
624,2009,EE004,ppm2,680,all
624,2010,EE004,ppm2,639,all
624,2011,EE004,ppm2,680,all
624,2012,EE004,ppm2,705,all
624,2013,EE004,ppm2,738,all
624,2014,EE004,ppm2,815,all
624,2015,EE004,ppm2,862,all
624,2016,EE004,ppm2,936,all
624,2017,EE004,ppm2,1043,all
624,2018,EE004,ppm2,1102,all
624,2019,EE004,ppm2,1196,all
624,2020,EE004,ppm2,1251,all
624,2021,EE004,ppm2,1418,all
624,2022,EE004,ppm2,1802,all
624,2023,EE004,ppm2,1989,all
624,2024,EE004,ppm2,1968,all
624,2025,EE004,ppm2,2112,all
638,2005,EE004,ppm2,158,all
638,2006,EE004,ppm2,227,all
638,2007,EE004,ppm2,264,all
638,2008,EE004,ppm2,242,all
638,2009,EE004,ppm2,131,all
638,2010,EE004,ppm2,142,all
638,2011,EE004,ppm2,132,all
638,2012,EE004,ppm2,137,all
638,2013,EE004,ppm2,130,all
638,2014,EE004,ppm2,167,all
638,2015,EE004,ppm2,156,all
638,2016,EE004,ppm2,167,all
638,2017,EE004,ppm2,174,all
638,2018,EE004,ppm2,198,all
638,2019,EE004,ppm2,198,all
638,2020,EE004,ppm2,231,all
638,2021,EE004,ppm2,278,all
638,2022,EE004,ppm2,347,all
638,2023,EE004,ppm2,397,all
638,2024,EE004,ppm2,416,all
638,2025,EE004,ppm2,446,all
651,2005,EE001,ppm2,429,all
651,2006,EE001,ppm2,652,all
651,2007,EE001,ppm2,927,all
651,2008,EE001,ppm2,907,all
651,2009,EE001,ppm2,540,all
651,2010,EE001,ppm2,555,all
651,2011,EE001,ppm2,499,all
651,2012,EE001,ppm2,556,all
651,2013,EE001,ppm2,680,all
651,2014,EE001,ppm2,713,all
651,2015,EE001,ppm2,672,all
651,2016,EE001,ppm2,961,all
651,2017,EE001,ppm2,823,all
651,2018,EE001,ppm2,987,all
651,2019,EE001,ppm2,953,all
651,2020,EE001,ppm2,1095,all
651,2021,EE001,ppm2,1237,all
651,2022,EE001,ppm2,1625,all
651,2023,EE001,ppm2,1650,all
651,2024,EE001,ppm2,1758,all
651,2025,EE001,ppm2,2016,all
653,2005,EE001,ppm2,806,all
653,2006,EE001,ppm2,1083,all
653,2007,EE001,ppm2,1461,all
653,2008,EE001,ppm2,1329,all
653,2009,EE001,ppm2,877,all
653,2010,EE001,ppm2,872,all
653,2011,EE001,ppm2,935,all
653,2012,EE001,ppm2,1007,all
653,2013,EE001,ppm2,1077,all
653,2014,EE001,ppm2,1258,all
653,2015,EE001,ppm2,1355,all
653,2016,EE001,ppm2,1406,all
653,2017,EE001,ppm2,1471,all
653,2018,EE001,ppm2,1578,all
653,2019,EE001,ppm2,1707,all
653,2020,EE001,ppm2,1875,all
653,2021,EE001,ppm2,2055,all
653,2022,EE001,ppm2,2516,all
653,2023,EE001,ppm2,2682,all
653,2024,EE001,ppm2,2825,all
653,2025,EE001,ppm2,2935,all
661,2005,EE009,ppm2,222,all
661,2006,EE009,ppm2,410,all
661,2007,EE009,ppm2,540,all
661,2008,EE009,ppm2,523,all
661,2009,EE009,ppm2,316,all
661,2010,EE009,ppm2,305,all
661,2011,EE009,ppm2,250,all
661,2012,EE009,ppm2,316,all
661,2013,EE009,ppm2,281,all
661,2014,EE009,ppm2,346,all
661,2015,EE009,ppm2,328,all
661,2016,EE009,ppm2,362,all
661,2017,EE009,ppm2,391,all
661,2018,EE009,ppm2,416,all
661,2019,EE009,ppm2,421,all
661,2020,EE009,ppm2,478,all
661,2021,EE009,ppm2,562,all
661,2022,EE009,ppm2,734,all
661,2023,EE009,ppm2,720,all
661,2024,EE009,ppm2,826,all
661,2025,EE009,ppm2,758,all
663,2005,EE009,ppm2,351,all
663,2006,EE009,ppm2,595,all
663,2007,EE009,ppm2,770,all
663,2008,EE009,ppm2,753,all
663,2009,EE009,ppm2,441,all
663,2010,EE009,ppm2,426,all
663,2011,EE009,ppm2,405,all
663,2012,EE009,ppm2,456,all
663,2013,EE009,ppm2,452,all
663,2014,EE009,ppm2,500,all
663,2015,EE009,ppm2,516,all
663,2016,EE009,ppm2,557,all
663,2017,EE009,ppm2,622,all
663,2018,EE009,ppm2,694,all
663,2019,EE009,ppm2,723,all
663,2020,EE009,ppm2,759,all
663,2021,EE009,ppm2,921,all
663,2022,EE009,ppm2,1115,all
663,2023,EE009,ppm2,1198,all
663,2024,EE009,ppm2,1293,all
663,2025,EE009,ppm2,1345,all
668,2005,EE009,ppm2,277,all
668,2006,EE009,ppm2,390,all
668,2007,EE009,ppm2,513,all
668,2008,EE009,ppm2,530,all
668,2009,EE009,ppm2,287,all
668,2010,EE009,ppm2,256,all
668,2011,EE009,ppm2,306,all
668,2012,EE009,ppm2,326,all
668,2013,EE009,ppm2,315,all
668,2014,EE009,ppm2,340,all
668,2015,EE009,ppm2,375,all
668,2016,EE009,ppm2,405,all
668,2017,EE009,ppm2,444,all
668,2018,EE009,ppm2,499,all
668,2019,EE009,ppm2,543,all
668,2020,EE009,ppm2,604,all
668,2021,EE009,ppm2,650,all
668,2022,EE009,ppm2,921,all
668,2023,EE009,ppm2,896,all
668,2024,EE009,ppm2,893,all
668,2025,EE009,ppm2,1062,all
689,2005,EE004,ppm2,289,all
689,2006,EE004,ppm2,430,all
689,2007,EE004,ppm2,529,all
689,2008,EE004,ppm2,509,all
689,2009,EE004,ppm2,346,all
689,2010,EE004,ppm2,317,all
689,2011,EE004,ppm2,362,all
689,2012,EE004,ppm2,344,all
689,2013,EE004,ppm2,367,all
689,2014,EE004,ppm2,399,all
689,2015,EE004,ppm2,406,all
689,2016,EE004,ppm2,425,all
689,2017,EE004,ppm2,477,all
689,2018,EE004,ppm2,491,all
689,2019,EE004,ppm2,554,all
689,2020,EE004,ppm2,558,all
689,2021,EE004,ppm2,700,all
689,2022,EE004,ppm2,818,all
689,2023,EE004,ppm2,907,all
689,2024,EE004,ppm2,993,all
689,2025,EE004,ppm2,1017,all
698,2005,EE008,ppm2,63,all
698,2006,EE008,ppm2,119,all
698,2007,EE008,ppm2,186,all
698,2008,EE008,ppm2,108,all
698,2009,EE008,ppm2,73,all
698,2010,EE008,ppm2,71,all
698,2011,EE008,ppm2,73,all
698,2012,EE008,ppm2,84,all
698,2013,EE008,ppm2,102,all
698,2014,EE008,ppm2,199,all
698,2015,EE008,ppm2,133,all
698,2016,EE008,ppm2,112,all
698,2017,EE008,ppm2,134,all
698,2018,EE008,ppm2,200,all
698,2019,EE008,ppm2,131,all
698,2020,EE008,ppm2,194,all
698,2021,EE008,ppm2,256,all
698,2022,EE008,ppm2,303,all
698,2023,EE008,ppm2,415,all
698,2024,EE008,ppm2,270,all
698,2025,EE008,ppm2,496,all
708,2005,EE008,ppm2,83,all
708,2006,EE008,ppm2,147,all
708,2007,EE008,ppm2,186,all
708,2008,EE008,ppm2,213,all
708,2009,EE008,ppm2,113,all
708,2010,EE008,ppm2,110,all
708,2011,EE008,ppm2,130,all
708,2012,EE008,ppm2,155,all
708,2013,EE008,ppm2,175,all
708,2014,EE008,ppm2,146,all
708,2015,EE008,ppm2,165,all
708,2016,EE008,ppm2,162,all
708,2017,EE008,ppm2,142,all
708,2018,EE008,ppm2,201,all
708,2019,EE008,ppm2,199,all
708,2020,EE008,ppm2,219,all
708,2021,EE008,ppm2,254,all
708,2022,EE008,ppm2,352,all
708,2023,EE008,ppm2,332,all
708,2024,EE008,ppm2,384,all
708,2025,EE008,ppm2,370,all
712,2005,EE004,ppm2,124,all
712,2006,EE004,ppm2,195,all
712,2007,EE004,ppm2,247,all
712,2008,EE004,ppm2,192,all
712,2009,EE004,ppm2,184,all
712,2010,EE004,ppm2,128,all
712,2011,EE004,ppm2,190,all
712,2012,EE004,ppm2,118,all
712,2013,EE004,ppm2,146,all
712,2014,EE004,ppm2,161,all
712,2015,EE004,ppm2,153,all
712,2016,EE004,ppm2,158,all
712,2017,EE004,ppm2,201,all
712,2018,EE004,ppm2,153,all
712,2019,EE004,ppm2,203,all
712,2020,EE004,ppm2,200,all
712,2021,EE004,ppm2,286,all
712,2022,EE004,ppm2,341,all
712,2023,EE004,ppm2,346,all
712,2024,EE004,ppm2,294,all
712,2025,EE004,ppm2,399,all
714,2005,EE004,ppm2,456,all
714,2006,EE004,ppm2,674,all
714,2007,EE004,ppm2,822,all
714,2008,EE004,ppm2,802,all
714,2009,EE004,ppm2,531,all
714,2010,EE004,ppm2,562,all
714,2011,EE004,ppm2,533,all
714,2012,EE004,ppm2,554,all
714,2013,EE004,ppm2,559,all
714,2014,EE004,ppm2,574,all
714,2015,EE004,ppm2,645,all
714,2016,EE004,ppm2,672,all
714,2017,EE004,ppm2,695,all
714,2018,EE004,ppm2,762,all
714,2019,EE004,ppm2,811,all
714,2020,EE004,ppm2,868,all
714,2021,EE004,ppm2,1015,all
714,2022,EE004,ppm2,1165,all
714,2023,EE004,ppm2,1243,all
714,2024,EE004,ppm2,1347,all
714,2025,EE004,ppm2,1555,all
718,2005,EE001,ppm2,562,all
718,2006,EE001,ppm2,949,all
718,2007,EE001,ppm2,1171,all
718,2008,EE001,ppm2,1027,all
718,2009,EE001,ppm2,646,all
718,2010,EE001,ppm2,655,all
718,2011,EE001,ppm2,651,all
718,2012,EE001,ppm2,739,all
718,2013,EE001,ppm2,788,all
718,2014,EE001,ppm2,868,all
718,2015,EE001,ppm2,983,all
718,2016,EE001,ppm2,1076,all
718,2017,EE001,ppm2,1085,all
718,2018,EE001,ppm2,1242,all
718,2019,EE001,ppm2,1286,all
718,2020,EE001,ppm2,1585,all
718,2021,EE001,ppm2,1671,all
718,2022,EE001,ppm2,2036,all
718,2023,EE001,ppm2,2151,all
718,2024,EE001,ppm2,2246,all
718,2025,EE001,ppm2,2231,all
726,2005,EE001,ppm2,648,all
726,2006,EE001,ppm2,945,all
726,2007,EE001,ppm2,1159,all
726,2008,EE001,ppm2,1079,all
726,2009,EE001,ppm2,713,all
726,2010,EE001,ppm2,701,all
726,2011,EE001,ppm2,759,all
726,2012,EE001,ppm2,743,all
726,2013,EE001,ppm2,822,all
726,2014,EE001,ppm2,892,all
726,2015,EE001,ppm2,1028,all
726,2016,EE001,ppm2,1094,all
726,2017,EE001,ppm2,1191,all
726,2018,EE001,ppm2,1284,all
726,2019,EE001,ppm2,1429,all
726,2020,EE001,ppm2,1537,all
726,2021,EE001,ppm2,1570,all
726,2022,EE001,ppm2,2001,all
726,2023,EE001,ppm2,2101,all
726,2024,EE001,ppm2,2223,all
726,2025,EE001,ppm2,2296,all
732,2005,EE008,ppm2,136,all
732,2006,EE008,ppm2,151,all
732,2007,EE008,ppm2,163,all
732,2008,EE008,ppm2,214,all
732,2009,EE008,ppm2,136,all
732,2010,EE008,ppm2,145,all
732,2011,EE008,ppm2,124,all
732,2012,EE008,ppm2,124,all
732,2013,EE008,ppm2,154,all
732,2014,EE008,ppm2,146,all
732,2015,EE008,ppm2,205,all
732,2016,EE008,ppm2,180,all
732,2017,EE008,ppm2,170,all
732,2018,EE008,ppm2,221,all
732,2019,EE008,ppm2,195,all
732,2020,EE008,ppm2,207,all
732,2021,EE008,ppm2,305,all
732,2022,EE008,ppm2,282,all
732,2023,EE008,ppm2,361,all
732,2024,EE008,ppm2,437,all
732,2025,EE008,ppm2,344,all
735,2005,EE00A,ppm2,194,all
735,2006,EE00A,ppm2,315,all
735,2007,EE00A,ppm2,489,all
735,2008,EE00A,ppm2,397,all
735,2009,EE00A,ppm2,221,all
735,2010,EE00A,ppm2,215,all
735,2011,EE00A,ppm2,230,all
735,2012,EE00A,ppm2,262,all
735,2013,EE00A,ppm2,282,all
735,2014,EE00A,ppm2,310,all
735,2015,EE00A,ppm2,319,all
735,2016,EE00A,ppm2,282,all
735,2017,EE00A,ppm2,283,all
735,2018,EE00A,ppm2,260,all
735,2019,EE00A,ppm2,280,all
735,2020,EE00A,ppm2,274,all
735,2021,EE00A,ppm2,303,all
735,2022,EE00A,ppm2,371,all
735,2023,EE00A,ppm2,386,all
735,2024,EE00A,ppm2,385,all
735,2025,EE00A,ppm2,379,all
784,2005,EE001,ppm2,882,all
784,2006,EE001,ppm2,1294,all
784,2007,EE001,ppm2,1572,all
784,2008,EE001,ppm2,1419,all
784,2009,EE001,ppm2,905,all
784,2010,EE001,ppm2,928,all
784,2011,EE001,ppm2,1031,all
784,2012,EE001,ppm2,1094,all
784,2013,EE001,ppm2,1215,all
784,2014,EE001,ppm2,1400,all
784,2015,EE001,ppm2,1503,all
784,2016,EE001,ppm2,1563,all
784,2017,EE001,ppm2,1683,all
784,2018,EE001,ppm2,1776,all
784,2019,EE001,ppm2,1899,all
784,2020,EE001,ppm2,2055,all
784,2021,EE001,ppm2,2257,all
784,2022,EE001,ppm2,2760,all
784,2023,EE001,ppm2,2972,all
784,2024,EE001,ppm2,2988,all
784,2025,EE001,ppm2,3047,all
792,2005,EE009,ppm2,111,all
792,2006,EE009,ppm2,169,all
792,2007,EE009,ppm2,240,all
792,2008,EE009,ppm2,216,all
792,2009,EE009,ppm2,124,all
792,2010,EE009,ppm2,117,all
792,2011,EE009,ppm2,121,all
792,2012,EE009,ppm2,120,all
792,2013,EE009,ppm2,122,all
792,2014,EE009,ppm2,119,all
792,2015,EE009,ppm2,149,all
792,2016,EE009,ppm2,149,all
792,2017,EE009,ppm2,176,all
792,2018,EE009,ppm2,212,all
792,2019,EE009,ppm2,224,all
792,2020,EE009,ppm2,233,all
792,2021,EE009,ppm2,288,all
792,2022,EE009,ppm2,366,all
792,2023,EE009,ppm2,344,all
792,2024,EE009,ppm2,403,all
792,2025,EE009,ppm2,422,all
793,2005,EE008,ppm2,639,all
793,2006,EE008,ppm2,978,all
793,2007,EE008,ppm2,1165,all
793,2008,EE008,ppm2,1121,all
793,2009,EE008,ppm2,750,all
793,2010,EE008,ppm2,759,all
793,2011,EE008,ppm2,818,all
793,2012,EE008,ppm2,878,all
793,2013,EE008,ppm2,971,all
793,2014,EE008,ppm2,1093,all
793,2015,EE008,ppm2,1173,all
793,2016,EE008,ppm2,1213,all
793,2017,EE008,ppm2,1274,all
793,2018,EE008,ppm2,1348,all
793,2019,EE008,ppm2,1443,all
793,2020,EE008,ppm2,1597,all
793,2021,EE008,ppm2,1770,all
793,2022,EE008,ppm2,2139,all
793,2023,EE008,ppm2,2393,all
793,2024,EE008,ppm2,2439,all
793,2025,EE008,ppm2,2463,all
796,2005,EE008,ppm2,404,all
796,2006,EE008,ppm2,677,all
796,2007,EE008,ppm2,901,all
796,2008,EE008,ppm2,860,all
796,2009,EE008,ppm2,604,all
796,2010,EE008,ppm2,570,all
796,2011,EE008,ppm2,625,all
796,2012,EE008,ppm2,608,all
796,2013,EE008,ppm2,756,all
796,2014,EE008,ppm2,886,all
796,2015,EE008,ppm2,878,all
796,2016,EE008,ppm2,922,all
796,2017,EE008,ppm2,960,all
796,2018,EE008,ppm2,985,all
796,2019,EE008,ppm2,1105,all
796,2020,EE008,ppm2,1312,all
796,2021,EE008,ppm2,1407,all
796,2022,EE008,ppm2,1678,all
796,2023,EE008,ppm2,1957,all
796,2024,EE008,ppm2,2062,all
796,2025,EE008,ppm2,2205,all
803,2005,EE00A,ppm2,122,all
803,2006,EE00A,ppm2,195,all
803,2007,EE00A,ppm2,292,all
803,2008,EE00A,ppm2,283,all
803,2009,EE00A,ppm2,162,all
803,2010,EE00A,ppm2,173,all
803,2011,EE00A,ppm2,171,all
803,2012,EE00A,ppm2,168,all
803,2013,EE00A,ppm2,165,all
803,2014,EE00A,ppm2,195,all
803,2015,EE00A,ppm2,201,all
803,2016,EE00A,ppm2,198,all
803,2017,EE00A,ppm2,198,all
803,2018,EE00A,ppm2,216,all
803,2019,EE00A,ppm2,211,all
803,2020,EE00A,ppm2,237,all
803,2021,EE00A,ppm2,275,all
803,2022,EE00A,ppm2,329,all
803,2023,EE00A,ppm2,378,all
803,2024,EE00A,ppm2,372,all
803,2025,EE00A,ppm2,362,all
809,2005,EE004,ppm2,314,all
809,2006,EE004,ppm2,499,all
809,2007,EE004,ppm2,754,all
809,2008,EE004,ppm2,648,all
809,2009,EE004,ppm2,405,all
809,2010,EE004,ppm2,360,all
809,2011,EE004,ppm2,300,all
809,2012,EE004,ppm2,397,all
809,2013,EE004,ppm2,405,all
809,2014,EE004,ppm2,484,all
809,2015,EE004,ppm2,501,all
809,2016,EE004,ppm2,539,all
809,2017,EE004,ppm2,612,all
809,2018,EE004,ppm2,638,all
809,2019,EE004,ppm2,685,all
809,2020,EE004,ppm2,731,all
809,2021,EE004,ppm2,845,all
809,2022,EE004,ppm2,1013,all
809,2023,EE004,ppm2,1065,all
809,2024,EE004,ppm2,1243,all
809,2025,EE004,ppm2,1289,all
824,2005,EE008,ppm2,55,all
824,2006,EE008,ppm2,99,all
824,2007,EE008,ppm2,207,all
824,2008,EE008,ppm2,210,all
824,2009,EE008,ppm2,186,all
824,2010,EE008,ppm2,119,all
824,2011,EE008,ppm2,114,all
824,2012,EE008,ppm2,157,all
824,2013,EE008,ppm2,134,all
824,2014,EE008,ppm2,128,all
824,2015,EE008,ppm2,174,all
824,2016,EE008,ppm2,162,all
824,2017,EE008,ppm2,183,all
824,2018,EE008,ppm2,183,all
824,2019,EE008,ppm2,206,all
824,2020,EE008,ppm2,239,all
824,2021,EE008,ppm2,266,all
824,2022,EE008,ppm2,314,all
824,2023,EE008,ppm2,351,all
