"nuts","year","type","nuts2021","nuts2016","variable","value"
142,2010,"flat","EE008","EE008","ppm2_offer",159.393077052431
142,2011,"flat","EE008","EE008","ppm2_offer",146.907886114361
142,2012,"flat","EE008","EE008","ppm2_offer",145.773584571451
142,2013,"flat","EE008","EE008","ppm2_offer",136.981865284974
142,2014,"flat","EE008","EE008","ppm2_offer",155.195204038161
142,2015,"flat","EE008","EE008","ppm2_offer",170.208759119204
142,2016,"flat","EE008","EE008","ppm2_offer",177.580735615064
142,2017,"flat","EE008","EE008","ppm2_offer",183.731300898548
142,2018,"flat","EE008","EE008","ppm2_offer",197.483955202436
142,2019,"flat","EE008","EE008","ppm2_offer",195.850224127702
142,2020,"flat","EE008","EE008","ppm2_offer",243.847150259067
142,2021,"flat","EE008","EE008","ppm2_offer",246.968348214869
142,2022,"flat","EE008","EE008","ppm2_offer",325.015059934129
142,2023,"flat","EE008","EE008","ppm2_offer",391
142,2024,"flat","EE008","EE008","ppm2_offer",375
142,2025,"flat","EE008","EE008","ppm2_offer",410
171,2007,"flat","EE008","EE008","ppm2_offer",598.378025204383
171,2008,"flat","EE008","EE008","ppm2_offer",579.082995951417
171,2009,"flat","EE008","EE008","ppm2_offer",397.245334767845
171,2010,"flat","EE008","EE008","ppm2_offer",360.741901883581
171,2011,"flat","EE008","EE008","ppm2_offer",366.156351777406
171,2012,"flat","EE008","EE008","ppm2_offer",381.249662618084
171,2013,"flat","EE008","EE008","ppm2_offer",412.491379302971
171,2014,"flat","EE008","EE008","ppm2_offer",473.705109248062
171,2015,"flat","EE008","EE008","ppm2_offer",510.620686194306
171,2016,"flat","EE008","EE008","ppm2_offer",526.969800621722
171,2017,"flat","EE008","EE008","ppm2_offer",567.956826717844
171,2018,"flat","EE008","EE008","ppm2_offer",603.696158669573
171,2019,"flat","EE008","EE008","ppm2_offer",648.307093918619
171,2020,"flat","EE008","EE008","ppm2_offer",761.698380566802
171,2021,"flat","EE008","EE008","ppm2_offer",837.788124156545
171,2022,"flat","EE008","EE008","ppm2_offer",1067.02963848356
171,2023,"flat","EE008","EE008","ppm2_offer",1170
171,2024,"flat","EE008","EE008","ppm2_offer",1187
171,2025,"flat","EE008","EE008","ppm2_offer",1146
184,2007,"flat","EE004","EE004","ppm2_offer",819.427938411505
184,2008,"flat","EE004","EE004","ppm2_offer",811.746506428172
184,2009,"flat","EE004","EE004","ppm2_offer",568.325994715179
184,2010,"flat","EE004","EE004","ppm2_offer",519.93326388536
184,2011,"flat","EE004","EE004","ppm2_offer",504.86798617816
184,2012,"flat","EE004","EE004","ppm2_offer",534.575750800346
184,2013,"flat","EE004","EE004","ppm2_offer",554.999405457594
184,2014,"flat","EE004","EE004","ppm2_offer",630.161425885462
184,2015,"flat","EE004","EE004","ppm2_offer",682.765707098938
184,2016,"flat","EE004","EE004","ppm2_offer",718.251806494233
184,2017,"flat","EE004","EE004","ppm2_offer",787.741234310687
184,2018,"flat","EE004","EE004","ppm2_offer",822.554499720514
184,2019,"flat","EE004","EE004","ppm2_offer",887.493012856344
184,2020,"flat","EE004","EE004","ppm2_offer",983.333243559124
184,2021,"flat","EE004","EE004","ppm2_offer",1116.48710554398
184,2022,"flat","EE004","EE004","ppm2_offer",1339.68234666396
184,2023,"flat","EE004","EE004","ppm2_offer",1609
184,2024,"flat","EE004","EE004","ppm2_offer",1549
184,2025,"flat","EE004","EE004","ppm2_offer",1444
191,2007,"flat","EE009","EE006","ppm2_offer",513.336868765135
191,2008,"flat","EE009","EE006","ppm2_offer",465.379750469243
191,2009,"flat","EE009","EE006","ppm2_offer",343.333306858053
191,2010,"flat","EE009","EE006","ppm2_offer",311.856536100838
191,2011,"flat","EE009","EE006","ppm2_offer",296.857220714007
191,2012,"flat","EE009","EE006","ppm2_offer",319.935755748337
191,2013,"flat","EE009","EE006","ppm2_offer",382.605404122285
191,2014,"flat","EE009","EE006","ppm2_offer",378.791065636732
191,2015,"flat","EE009","EE006","ppm2_offer",418.199969458403
191,2016,"flat","EE009","EE006","ppm2_offer",444.113024757804
191,2017,"flat","EE009","EE006","ppm2_offer",467.215125715835
191,2018,"flat","EE009","EE006","ppm2_offer",489.58727196855
191,2019,"flat","EE009","EE006","ppm2_offer",507.086840605207
191,2020,"flat","EE009","EE006","ppm2_offer",549.555999593411
191,2021,"flat","EE009","EE006","ppm2_offer",585.559987503499
191,2022,"flat","EE009","EE006","ppm2_offer",677.228908801697
191,2023,"flat","EE009","EE006","ppm2_offer",902
191,2024,"flat","EE009","EE006","ppm2_offer",923
191,2025,"flat","EE009","EE006","ppm2_offer",834
198,2007,"flat","EE001","EE001","ppm2_offer",1308.0937759794
198,2008,"flat","EE001","EE001","ppm2_offer",1222.92391304348
198,2009,"flat","EE001","EE001","ppm2_offer",852.621031929308
198,2010,"flat","EE001","EE001","ppm2_offer",780.855738178654
198,2011,"flat","EE001","EE001","ppm2_offer",810.275968430481
198,2012,"flat","EE001","EE001","ppm2_offer",877.79347826087
198,2013,"flat","EE001","EE001","ppm2_offer",935.021739130435
198,2014,"flat","EE001","EE001","ppm2_offer",1085.94451163188
198,2015,"flat","EE001","EE001","ppm2_offer",1195.25262651921
198,2016,"flat","EE001","EE001","ppm2_offer",1301.28260869565
198,2017,"flat","EE001","EE001","ppm2_offer",1366.93452067763
198,2018,"flat","EE001","EE001","ppm2_offer",1435.98913043478
198,2019,"flat","EE001","EE001","ppm2_offer",1539.88043478261
198,2020,"flat","EE001","EE001","ppm2_offer",1726.53260869565
198,2021,"flat","EE001","EE001","ppm2_offer",1855.1115441047
198,2022,"flat","EE001","EE001","ppm2_offer",2282.63932742532
198,2023,"flat","EE001","EE001","ppm2_offer",2447
198,2024,"flat","EE001","EE001","ppm2_offer",2592
198,2025,"flat","EE001","EE001","ppm2_offer",2481
205,2007,"flat","EE004","EE004","ppm2_offer",NA
205,2008,"flat","EE004","EE004","ppm2_offer",NA
205,2009,"flat","EE004","EE004","ppm2_offer",246.331961932919
205,2010,"flat","EE004","EE004","ppm2_offer",223.269012632784
205,2011,"flat","EE004","EE004","ppm2_offer",233.027930409648
205,2012,"flat","EE004","EE004","ppm2_offer",251.644339823346
205,2013,"flat","EE004","EE004","ppm2_offer",296.929980485944
205,2014,"flat","EE004","EE004","ppm2_offer",404.45625
205,2015,"flat","EE004","EE004","ppm2_offer",435.2625
205,2016,"flat","EE004","EE004","ppm2_offer",444.533156948765
205,2017,"flat","EE004","EE004","ppm2_offer",467.449502024767
205,2018,"flat","EE004","EE004","ppm2_offer",450.028042138623
205,2019,"flat","EE004","EE004","ppm2_offer",579.35625
205,2020,"flat","EE004","EE004","ppm2_offer",636.99375
205,2021,"flat","EE004","EE004","ppm2_offer",636.99375
205,2022,"flat","EE004","EE004","ppm2_offer",753.979960788485
205,2023,"flat","EE004","EE004","ppm2_offer",977
205,2024,"flat","EE004","EE004","ppm2_offer",954
205,2025,"flat","EE004","EE004","ppm2_offer",1034
214,2007,"flat","EE004","EE004","ppm2_offer",NA
214,2008,"flat","EE004","EE004","ppm2_offer",559.94571756285
214,2009,"flat","EE004","EE004","ppm2_offer",394.809278457132
214,2010,"flat","EE004","EE004","ppm2_offer",335.940959717199
214,2011,"flat","EE004","EE004","ppm2_offer",336.411924385918
214,2012,"flat","EE004","EE004","ppm2_offer",348.902912621359
214,2013,"flat","EE004","EE004","ppm2_offer",410.909599679091
214,2014,"flat","EE004","EE004","ppm2_offer",442.864831679693
214,2015,"flat","EE004","EE004","ppm2_offer",444.813378189499
214,2016,"flat","EE004","EE004","ppm2_offer",508.833082414586
214,2017,"flat","EE004","EE004","ppm2_offer",518.164108695243
214,2018,"flat","EE004","EE004","ppm2_offer",498.423925551718
214,2019,"flat","EE004","EE004","ppm2_offer",600.962024356459
214,2020,"flat","EE004","EE004","ppm2_offer",688.842976677719
214,2021,"flat","EE004","EE004","ppm2_offer",750.064939798304
214,2022,"flat","EE004","EE004","ppm2_offer",858.220362651758
214,2023,"flat","EE004","EE004","ppm2_offer",1015
214,2024,"flat","EE004","EE004","ppm2_offer",1089
214,2025,"flat","EE004","EE004","ppm2_offer",1039
245,2007,"flat","EE001","EE001","ppm2_offer",1066.08408408408
245,2008,"flat","EE001","EE001","ppm2_offer",1042.03539743746
245,2009,"flat","EE001","EE001","ppm2_offer",706.27027027027
245,2010,"flat","EE001","EE001","ppm2_offer",606.924924924925
245,2011,"flat","EE001","EE001","ppm2_offer",650.123039196248
245,2012,"flat","EE001","EE001","ppm2_offer",708.549326743258
245,2013,"flat","EE001","EE001","ppm2_offer",768.726739028482
245,2014,"flat","EE001","EE001","ppm2_offer",911.26633779739
245,2015,"flat","EE001","EE001","ppm2_offer",993.134502352579
245,2016,"flat","EE001","EE001","ppm2_offer",1051.17633177517
245,2017,"flat","EE001","EE001","ppm2_offer",1199.65765765766
245,2018,"flat","EE001","EE001","ppm2_offer",1260.30179646164
245,2019,"flat","EE001","EE001","ppm2_offer",1332.77210881872
245,2020,"flat","EE001","EE001","ppm2_offer",1505.20720720721
245,2021,"flat","EE001","EE001","ppm2_offer",1566.15015015015
245,2022,"flat","EE001","EE001","ppm2_offer",2018.48117466607
245,2023,"flat","EE001","EE001","ppm2_offer",2226
245,2024,"flat","EE001","EE001","ppm2_offer",2224
245,2025,"flat","EE001","EE001","ppm2_offer",2382
247,2007,"flat","EE008","EE008","ppm2_offer",303.753314252877
247,2008,"flat","EE008","EE008","ppm2_offer",292.628417741299
247,2009,"flat","EE008","EE008","ppm2_offer",203.799567195357
247,2010,"flat","EE008","EE008","ppm2_offer",184.35359994127
247,2011,"flat","EE008","EE008","ppm2_offer",190.421962958808
247,2012,"flat","EE008","EE008","ppm2_offer",193.356512444844
247,2013,"flat","EE008","EE008","ppm2_offer",201.214976907062
247,2014,"flat","EE008","EE008","ppm2_offer",232.251903210199
247,2015,"flat","EE008","EE008","ppm2_offer",247.30148209149
247,2016,"flat","EE008","EE008","ppm2_offer",258.509749842235
247,2017,"flat","EE008","EE008","ppm2_offer",285.755454427247
247,2018,"flat","EE008","EE008","ppm2_offer",317.362370757421
247,2019,"flat","EE008","EE008","ppm2_offer",347.187653765411
247,2020,"flat","EE008","EE008","ppm2_offer",389.281228659175
247,2021,"flat","EE008","EE008","ppm2_offer",436.990332550331
247,2022,"flat","EE008","EE008","ppm2_offer",524.094463978605
247,2023,"flat","EE008","EE008","ppm2_offer",537
247,2024,"flat","EE008","EE008","ppm2_offer",564
247,2025,"flat","EE008","EE008","ppm2_offer",584
251,2007,"flat","EE00A","EE007","ppm2_offer",466.735170359656
251,2008,"flat","EE00A","EE007","ppm2_offer",457.35091226484
251,2009,"flat","EE00A","EE007","ppm2_offer",306.274158261614
251,2010,"flat","EE00A","EE007","ppm2_offer",277.745190024131
251,2011,"flat","EE00A","EE007","ppm2_offer",265.370177595243
251,2012,"flat","EE00A","EE007","ppm2_offer",276.22338216387
251,2013,"flat","EE00A","EE007","ppm2_offer",302.958954690255
251,2014,"flat","EE00A","EE007","ppm2_offer",348.978798638418
251,2015,"flat","EE00A","EE007","ppm2_offer",366.159115818607
251,2016,"flat","EE00A","EE007","ppm2_offer",368.046599496222
251,2017,"flat","EE00A","EE007","ppm2_offer",381.515627750118
251,2018,"flat","EE00A","EE007","ppm2_offer",393.090720451216
251,2019,"flat","EE00A","EE007","ppm2_offer",416.493679494797
251,2020,"flat","EE00A","EE007","ppm2_offer",470.051281930933
251,2021,"flat","EE00A","EE007","ppm2_offer",501.832068577894
251,2022,"flat","EE00A","EE007","ppm2_offer",614.511141634919
251,2023,"flat","EE00A","EE007","ppm2_offer",686
251,2024,"flat","EE00A","EE007","ppm2_offer",763
251,2025,"flat","EE00A","EE007","ppm2_offer",685
255,2007,"flat","EE009","EE006","ppm2_offer",NA
255,2008,"flat","EE009","EE006","ppm2_offer",225.396173512643
255,2009,"flat","EE009","EE006","ppm2_offer",152.233904826419
255,2010,"flat","EE009","EE006","ppm2_offer",113.933124702578
255,2011,"flat","EE009","EE006","ppm2_offer",108.694483739288
255,2012,"flat","EE009","EE006","ppm2_offer",112.21478083235
255,2013,"flat","EE009","EE006","ppm2_offer",132.584831368434
255,2014,"flat","EE009","EE006","ppm2_offer",159.133935740615
255,2015,"flat","EE009","EE006","ppm2_offer",164.293626669363
255,2016,"flat","EE009","EE006","ppm2_offer",179.347768499905
255,2017,"flat","EE009","EE006","ppm2_offer",228.174869657632
255,2018,"flat","EE009","EE006","ppm2_offer",206.318355989838
255,2019,"flat","EE009","EE006","ppm2_offer",223.701192261269
255,2020,"flat","EE009","EE006","ppm2_offer",248.838968235169
255,2021,"flat","EE009","EE006","ppm2_offer",257.338692609513
255,2022,"flat","EE009","EE006","ppm2_offer",352.192771084337
255,2023,"flat","EE009","EE006","ppm2_offer",465
255,2024,"flat","EE009","EE006","ppm2_offer",406
255,2025,"flat","EE009","EE006","ppm2_offer",365
272,2007,"flat","EE009","EE006","ppm2_offer",392.392311755385
272,2008,"flat","EE009","EE006","ppm2_offer",383.902582311169
272,2009,"flat","EE009","EE006","ppm2_offer",263.652503081167
272,2010,"flat","EE009","EE006","ppm2_offer",227.953553612301
272,2011,"flat","EE009","EE006","ppm2_offer",221
272,2012,"flat","EE009","EE006","ppm2_offer",223.387869006397
272,2013,"flat","EE009","EE006","ppm2_offer",238.918087915958
272,2014,"flat","EE009","EE006","ppm2_offer",284.641088092024
272,2015,"flat","EE009","EE006","ppm2_offer",303.122595222724
272,2016,"flat","EE009","EE006","ppm2_offer",337.303092904513
272,2017,"flat","EE009","EE006","ppm2_offer",364.442032983156
272,2018,"flat","EE009","EE006","ppm2_offer",407.190715417571
272,2019,"flat","EE009","EE006","ppm2_offer",441.31735430483
272,2020,"flat","EE009","EE006","ppm2_offer",482.430107400669
272,2021,"flat","EE009","EE006","ppm2_offer",516.371588708258
272,2022,"flat","EE009","EE006","ppm2_offer",678.276571395035
272,2023,"flat","EE009","EE006","ppm2_offer",801
272,2024,"flat","EE009","EE006","ppm2_offer",724
272,2025,"flat","EE009","EE006","ppm2_offer",675
283,2007,"flat","EE008","EE008","ppm2_offer",905.052922227335
283,2008,"flat","EE008","EE008","ppm2_offer",921.813161527842
283,2009,"flat","EE008","EE008","ppm2_offer",614.492516662797
283,2010,"flat","EE008","EE008","ppm2_offer",568.474065128247
283,2011,"flat","EE008","EE008","ppm2_offer",580.81684674451
283,2012,"flat","EE008","EE008","ppm2_offer",626.910893460164
283,2013,"flat","EE008","EE008","ppm2_offer",689.607806937697
283,2014,"flat","EE008","EE008","ppm2_offer",821.251725724804
283,2015,"flat","EE008","EE008","ppm2_offer",875.216801912194
283,2016,"flat","EE008","EE008","ppm2_offer",904.590650846288
283,2017,"flat","EE008","EE008","ppm2_offer",980.473999079613
283,2018,"flat","EE008","EE008","ppm2_offer",999.748274275196
283,2019,"flat","EE008","EE008","ppm2_offer",1040.81086056144
283,2020,"flat","EE008","EE008","ppm2_offer",1148.3630099806
283,2021,"flat","EE008","EE008","ppm2_offer",1283.83433041878
283,2022,"flat","EE008","EE008","ppm2_offer",1540.26599171652
283,2023,"flat","EE008","EE008","ppm2_offer",1700
283,2024,"flat","EE008","EE008","ppm2_offer",1821
283,2025,"flat","EE008","EE008","ppm2_offer",1896
284,2007,"flat","EE008","EE008","ppm2_offer",252
284,2008,"flat","EE008","EE008","ppm2_offer",251
284,2009,"flat","EE008","EE008","ppm2_offer",167.340198955338
284,2010,"flat","EE008","EE008","ppm2_offer",188.229461822877
284,2011,"flat","EE008","EE008","ppm2_offer",207.454428076765
284,2012,"flat","EE008","EE008","ppm2_offer",216.030970127355
284,2013,"flat","EE008","EE008","ppm2_offer",213.253676858971
284,2014,"flat","EE008","EE008","ppm2_offer",243.395973942133
284,2015,"flat","EE008","EE008","ppm2_offer",239.7090058102
284,2016,"flat","EE008","EE008","ppm2_offer",265.285427548565
284,2017,"flat","EE008","EE008","ppm2_offer",294.106986912378
284,2018,"flat","EE008","EE008","ppm2_offer",302.3504812489
284,2019,"flat","EE008","EE008","ppm2_offer",311.849163683315
284,2020,"flat","EE008","EE008","ppm2_offer",334.901220728916
284,2021,"flat","EE008","EE008","ppm2_offer",362
284,2022,"flat","EE008","EE008","ppm2_offer",404.201467222255
284,2023,"flat","EE008","EE008","ppm2_offer",485
284,2024,"flat","EE008","EE008","ppm2_offer",501
284,2025,"flat","EE008","EE008","ppm2_offer",542
291,2007,"flat","EE008","EE008","ppm2_offer",536.319118148758
291,2008,"flat","EE008","EE008","ppm2_offer",533.044230787094
291,2009,"flat","EE008","EE008","ppm2_offer",394.597056382712
291,2010,"flat","EE008","EE008","ppm2_offer",353.480327821785
291,2011,"flat","EE008","EE008","ppm2_offer",347.621901416598
291,2012,"flat","EE008","EE008","ppm2_offer",354.939004984756
291,2013,"flat","EE008","EE008","ppm2_offer",366.798561151079
291,2014,"flat","EE008","EE008","ppm2_offer",439.976207143916
291,2015,"flat","EE008","EE008","ppm2_offer",462.556758595706
291,2016,"flat","EE008","EE008","ppm2_offer",475.699802368329
291,2017,"flat","EE008","EE008","ppm2_offer",493.406831175707
291,2018,"flat","EE008","EE008","ppm2_offer",540.046958606599
291,2019,"flat","EE008","EE008","ppm2_offer",605.98076350235
291,2020,"flat","EE008","EE008","ppm2_offer",684.495518269345
291,2021,"flat","EE008","EE008","ppm2_offer",826.376553672257
291,2022,"flat","EE008","EE008","ppm2_offer",1093.73166885237
291,2023,"flat","EE008","EE008","ppm2_offer",927
291,2024,"flat","EE008","EE008","ppm2_offer",1030
291,2025,"flat","EE008","EE008","ppm2_offer",1062
293,2007,"flat","EE009","EE006","ppm2_offer",329.526491389409
293,2008,"flat","EE009","EE006","ppm2_offer",348.206597975673
293,2009,"flat","EE009","EE006","ppm2_offer",245.15455332713
293,2010,"flat","EE009","EE006","ppm2_offer",213.393060491182
293,2011,"flat","EE009","EE006","ppm2_offer",213.15864555866
293,2012,"flat","EE009","EE006","ppm2_offer",214.628487518355
293,2013,"flat","EE009","EE006","ppm2_offer",238.551742452467
293,2014,"flat","EE009","EE006","ppm2_offer",274.628050471411
293,2015,"flat","EE009","EE006","ppm2_offer",295.25046356467
293,2016,"flat","EE009","EE006","ppm2_offer",313.439941021543
293,2017,"flat","EE009","EE006","ppm2_offer",327.313464330211
293,2018,"flat","EE009","EE006","ppm2_offer",352.59391844778
293,2019,"flat","EE009","EE006","ppm2_offer",379.082867627079
293,2020,"flat","EE009","EE006","ppm2_offer",424.95141578545
293,2021,"flat","EE009","EE006","ppm2_offer",484.418502202643
293,2022,"flat","EE009","EE006","ppm2_offer",549.514707849549
293,2023,"flat","EE009","EE006","ppm2_offer",673
293,2024,"flat","EE009","EE006","ppm2_offer",683
293,2025,"flat","EE009","EE006","ppm2_offer",646
296,2007,"flat","EE001","EE001","ppm2_offer",1005.78129496403
296,2008,"flat","EE001","EE001","ppm2_offer",957.978426973076
296,2009,"flat","EE001","EE001","ppm2_offer",621.8479825124
296,2010,"flat","EE001","EE001","ppm2_offer",566.348104348847
296,2011,"flat","EE001","EE001","ppm2_offer",601.459911924443
296,2012,"flat","EE001","EE001","ppm2_offer",629.681924151154
296,2013,"flat","EE001","EE001","ppm2_offer",722.287935552843
296,2014,"flat","EE001","EE001","ppm2_offer",864.117888099286
296,2015,"flat","EE001","EE001","ppm2_offer",926.456721625927
296,2016,"flat","EE001","EE001","ppm2_offer",963.560451946677
296,2017,"flat","EE001","EE001","ppm2_offer",1038.7283525733
296,2018,"flat","EE001","EE001","ppm2_offer",1096.27377510586
296,2019,"flat","EE001","EE001","ppm2_offer",1134.03304479651
296,2020,"flat","EE001","EE001","ppm2_offer",1236.47558570457
296,2021,"flat","EE001","EE001","ppm2_offer",1392.96258992806
296,2022,"flat","EE001","EE001","ppm2_offer",1786.94079355402
296,2023,"flat","EE001","EE001","ppm2_offer",2035
296,2024,"flat","EE001","EE001","ppm2_offer",2062
296,2025,"flat","EE001","EE001","ppm2_offer",2282
303,2007,"flat","EE004","EE004","ppm2_offer",NA
303,2008,"flat","EE004","EE004","ppm2_offer",NA
303,2009,"flat","EE004","EE004","ppm2_offer",NA
303,2010,"flat","EE004","EE004","ppm2_offer",NA
303,2011,"flat","EE004","EE004","ppm2_offer",NA
303,2012,"flat","EE004","EE004","ppm2_offer",NA
303,2013,"flat","EE004","EE004","ppm2_offer",NA
303,2014,"flat","EE004","EE004","ppm2_offer",NA
303,2015,"flat","EE004","EE004","ppm2_offer",NA
303,2016,"flat","EE004","EE004","ppm2_offer",NA
303,2017,"flat","EE004","EE004","ppm2_offer",NA
303,2018,"flat","EE004","EE004","ppm2_offer",NA
303,2019,"flat","EE004","EE004","ppm2_offer",NA
303,2020,"flat","EE004","EE004","ppm2_offer",NA
303,2021,"flat","EE004","EE004","ppm2_offer",NA
303,2022,"flat","EE004","EE004","ppm2_offer",NA
303,2023,"flat","EE004","EE004","ppm2_offer",NA
303,2024,"flat","EE004","EE004","ppm2_offer",NA
303,2025,"flat","EE004","EE004","ppm2_offer",NA
304,2007,"flat","EE001","EE001","ppm2_offer",1393.92589027911
304,2008,"flat","EE001","EE001","ppm2_offer",1322.9749759384
304,2009,"flat","EE001","EE001","ppm2_offer",863.861146291181
304,2010,"flat","EE001","EE001","ppm2_offer",798.05846904692
304,2011,"flat","EE001","EE001","ppm2_offer",834.472960779949
304,2012,"flat","EE001","EE001","ppm2_offer",865.255052935515
304,2013,"flat","EE001","EE001","ppm2_offer",1013.49640465306
304,2014,"flat","EE001","EE001","ppm2_offer",1154.25024061598
304,2015,"flat","EE001","EE001","ppm2_offer",1235.01872756555
304,2016,"flat","EE001","EE001","ppm2_offer",1275.86344044216
304,2017,"flat","EE001","EE001","ppm2_offer",1370.89124332103
304,2018,"flat","EE001","EE001","ppm2_offer",1463.51804340786
304,2019,"flat","EE001","EE001","ppm2_offer",1540.15399422522
304,2020,"flat","EE001","EE001","ppm2_offer",1766.45792151177
304,2021,"flat","EE001","EE001","ppm2_offer",1976.24254090472
304,2022,"flat","EE001","EE001","ppm2_offer",2349.25515710688
304,2023,"flat","EE001","EE001","ppm2_offer",2579
304,2024,"flat","EE001","EE001","ppm2_offer",2697
304,2025,"flat","EE001","EE001","ppm2_offer",2741
317,2007,"flat","EE009","EE006","ppm2_offer",779.411282785326
317,2008,"flat","EE009","EE006","ppm2_offer",730.051088011721
317,2009,"flat","EE009","EE006","ppm2_offer",504.807418149873
317,2010,"flat","EE009","EE006","ppm2_offer",461.203977101185
317,2011,"flat","EE009","EE006","ppm2_offer",457.79159903095
317,2012,"flat","EE009","EE006","ppm2_offer",469.124618766917
317,2013,"flat","EE009","EE006","ppm2_offer",497.592239618788
317,2014,"flat","EE009","EE006","ppm2_offer",587.690910441273
317,2015,"flat","EE009","EE006","ppm2_offer",634.596441477648
317,2016,"flat","EE009","EE006","ppm2_offer",660.909462219197
317,2017,"flat","EE009","EE006","ppm2_offer",769.020052985001
317,2018,"flat","EE009","EE006","ppm2_offer",845.718379860226
317,2019,"flat","EE009","EE006","ppm2_offer",862.003710612074
317,2020,"flat","EE009","EE006","ppm2_offer",936.300401825133
317,2021,"flat","EE009","EE006","ppm2_offer",1021.97233961243
317,2022,"flat","EE009","EE006","ppm2_offer",1306.57944431809
317,2023,"flat","EE009","EE006","ppm2_offer",1488
317,2024,"flat","EE009","EE006","ppm2_offer",1403
317,2025,"flat","EE009","EE006","ppm2_offer",1543
321,2007,"flat","EE00A","EE007","ppm2_offer",237.451266301974
321,2008,"flat","EE00A","EE007","ppm2_offer",210.654559705246
321,2009,"flat","EE00A","EE007","ppm2_offer",145.024203833325
321,2010,"flat","EE00A","EE007","ppm2_offer",128.683411893223
321,2011,"flat","EE00A","EE007","ppm2_offer",127.625873856499
321,2012,"flat","EE00A","EE007","ppm2_offer",131.254787684023
321,2013,"flat","EE00A","EE007","ppm2_offer",140.476398732968
321,2014,"flat","EE00A","EE007","ppm2_offer",161.938452685244
321,2015,"flat","EE00A","EE007","ppm2_offer",171.425809023109
321,2016,"flat","EE00A","EE007","ppm2_offer",174.164059977452
321,2017,"flat","EE00A","EE007","ppm2_offer",175.46408839779
321,2018,"flat","EE00A","EE007","ppm2_offer",189.631712266205
321,2019,"flat","EE00A","EE007","ppm2_offer",196.674033149171
321,2020,"flat","EE00A","EE007","ppm2_offer",218.380535197284
321,2021,"flat","EE00A","EE007","ppm2_offer",241.022099447514
321,2022,"flat","EE00A","EE007","ppm2_offer",298.759700852026
321,2023,"flat","EE00A","EE007","ppm2_offer",335
321,2024,"flat","EE00A","EE007","ppm2_offer",349
321,2025,"flat","EE00A","EE007","ppm2_offer",328
338,2007,"flat","EE001","EE001","ppm2_offer",669.486983154671
338,2008,"flat","EE001","EE001","ppm2_offer",672.854254387309
338,2009,"flat","EE001","EE001","ppm2_offer",458.090090547161
338,2010,"flat","EE001","EE001","ppm2_offer",406.84368578094
338,2011,"flat","EE001","EE001","ppm2_offer",425.289243723996
338,2012,"flat","EE001","EE001","ppm2_offer",448.65669475315
338,2013,"flat","EE001","EE001","ppm2_offer",457.649310872894
338,2014,"flat","EE001","EE001","ppm2_offer",530.328232919758
338,2015,"flat","EE001","EE001","ppm2_offer",575.620112565831
