"nuts","year","type","indicator","level","value"
"130",2003,"all","totalm2","laucode",211688.9
"130",2004,"all","totalm2","laucode",214804.6
"130",2005,"all","totalm2","laucode",218003.4
"130",2006,"all","totalm2","laucode",260695.8
"130",2007,"all","totalm2","laucode",262185.6
"130",2008,"all","totalm2","laucode",240959.45
"130",2009,"all","totalm2","laucode",219733.3
"130",2010,"all","totalm2","laucode",198507.15
"130",2011,"all","totalm2","laucode",177281
"130",2012,"all","totalm2","laucode",184676.7
"130",2013,"all","totalm2","laucode",192072.4
"130",2014,"all","totalm2","laucode",199468.1
"130",2015,"all","totalm2","laucode",206863.8
"130",2016,"all","totalm2","laucode",214259.5
"130",2017,"all","totalm2","laucode",221655.2
"130",2018,"all","totalm2","laucode",229050.9
"130",2019,"all","totalm2","laucode",236446.6
"130",2020,"all","totalm2","laucode",243842.3
"130",2021,"all","totalm2","laucode",251238
"130",2003,"flat","totalm2","laucode",53538.0752613083
"130",2004,"flat","totalm2","laucode",54326.0645280656
"130",2005,"flat","totalm2","laucode",55135.0705512717
"130",2006,"flat","totalm2","laucode",65932.3722722683
"130",2007,"flat","totalm2","laucode",66309.1564330074
"130",2008,"flat","totalm2","laucode",60940.8673247556
"130",2009,"flat","totalm2","laucode",55572.5782165037
"130",2010,"flat","totalm2","laucode",50204.2891082519
"130",2011,"flat","totalm2","laucode",44836
"130",2012,"flat","totalm2","laucode",45015.4
"130",2013,"flat","totalm2","laucode",45194.8
"130",2014,"flat","totalm2","laucode",45374.2
"130",2015,"flat","totalm2","laucode",45553.6
"130",2016,"flat","totalm2","laucode",45733
"130",2017,"flat","totalm2","laucode",45912.4
"130",2018,"flat","totalm2","laucode",46091.8
"130",2019,"flat","totalm2","laucode",46271.2
"130",2020,"flat","totalm2","laucode",46450.6
"130",2021,"flat","totalm2","laucode",46630
"130",2003,"house","totalm2","laucode",157939.471377079
"130",2004,"house","totalm2","laucode",160264.071348876
"130",2005,"house","totalm2","laucode",162650.671595941
"130",2006,"house","totalm2","laucode",194503.145144714
"130",2007,"house","totalm2","laucode",195614.673545388
"130",2008,"house","totalm2","laucode",179778.005159041
"130",2009,"house","totalm2","laucode",163941.336772694
"130",2010,"house","totalm2","laucode",148104.668386347
"130",2011,"house","totalm2","laucode",132268
"130",2012,"house","totalm2","laucode",139428.5
"130",2013,"house","totalm2","laucode",146589
"130",2014,"house","totalm2","laucode",153749.5
"130",2015,"house","totalm2","laucode",160910
"130",2016,"house","totalm2","laucode",168070.5
"130",2017,"house","totalm2","laucode",175231
"130",2018,"house","totalm2","laucode",182391.5
"130",2019,"house","totalm2","laucode",189552
"130",2020,"house","totalm2","laucode",196712.5
"130",2021,"house","totalm2","laucode",203873
"141",2003,"all","totalm2","laucode",218178.8
"141",2004,"all","totalm2","laucode",222688.6
"141",2005,"all","totalm2","laucode",225303.4
"141",2006,"all","totalm2","laucode",239844.3
"141",2007,"all","totalm2","laucode",240676.9
"141",2008,"all","totalm2","laucode",242371.175
"141",2009,"all","totalm2","laucode",244065.45
"141",2010,"all","totalm2","laucode",245759.725
"141",2011,"all","totalm2","laucode",247454
"141",2012,"all","totalm2","laucode",249123.1
"141",2013,"all","totalm2","laucode",250792.2
"141",2014,"all","totalm2","laucode",252461.3
"141",2015,"all","totalm2","laucode",254130.4
"141",2016,"all","totalm2","laucode",255799.5
"141",2017,"all","totalm2","laucode",257468.6
"141",2018,"all","totalm2","laucode",259137.7
"141",2019,"all","totalm2","laucode",260806.8
"141",2020,"all","totalm2","laucode",262475.9
"141",2021,"all","totalm2","laucode",264145
"141",2003,"flat","totalm2","laucode",87512.5752422673
"141",2004,"flat","totalm2","laucode",89321.4779029639
"141",2005,"flat","totalm2","laucode",90370.2868694789
"141",2006,"flat","totalm2","laucode",96202.7124091751
"141",2007,"flat","totalm2","laucode",96536.6723087928
"141",2008,"flat","totalm2","laucode",97216.2542315946
"141",2009,"flat","totalm2","laucode",97895.8361543964
"141",2010,"flat","totalm2","laucode",98575.4180771982
"141",2011,"flat","totalm2","laucode",99255
"141",2012,"flat","totalm2","laucode",98771
"141",2013,"flat","totalm2","laucode",98287
"141",2014,"flat","totalm2","laucode",97803
"141",2015,"flat","totalm2","laucode",97319
"141",2016,"flat","totalm2","laucode",96835
"141",2017,"flat","totalm2","laucode",96351
"141",2018,"flat","totalm2","laucode",95867
"141",2019,"flat","totalm2","laucode",95383
"141",2020,"flat","totalm2","laucode",94899
"141",2021,"flat","totalm2","laucode",94415
"141",2003,"house","totalm2","laucode",130056.973944248
"141",2004,"house","totalm2","laucode",132745.2779458
"141",2005,"house","totalm2","laucode",134303.967311904
"141",2006,"house","totalm2","laucode",142971.837207723
"141",2007,"house","totalm2","laucode",143468.152324068
"141",2008,"house","totalm2","laucode",144478.114243051
"141",2009,"house","totalm2","laucode",145488.076162034
"141",2010,"house","totalm2","laucode",146498.038081017
"141",2011,"house","totalm2","laucode",147508
"141",2012,"house","totalm2","laucode",149458.7
"141",2013,"house","totalm2","laucode",151409.4
"141",2014,"house","totalm2","laucode",153360.1
"141",2015,"house","totalm2","laucode",155310.8
"141",2016,"house","totalm2","laucode",157261.5
"141",2017,"house","totalm2","laucode",159212.2
"141",2018,"house","totalm2","laucode",161162.9
"141",2019,"house","totalm2","laucode",163113.6
"141",2020,"house","totalm2","laucode",165064.3
"141",2021,"house","totalm2","laucode",167015
"142",2003,"all","totalm2","laucode",177208.5
"142",2004,"all","totalm2","laucode",179153.8
"142",2005,"all","totalm2","laucode",181641.6
"142",2006,"all","totalm2","laucode",183366.2
"142",2007,"all","totalm2","laucode",183366.2
"142",2008,"all","totalm2","laucode",185336.9
"142",2009,"all","totalm2","laucode",187307.6
"142",2010,"all","totalm2","laucode",189278.3
"142",2011,"all","totalm2","laucode",191249
"142",2012,"all","totalm2","laucode",192029
"142",2013,"all","totalm2","laucode",192809
"142",2014,"all","totalm2","laucode",193589
"142",2015,"all","totalm2","laucode",194369
"142",2016,"all","totalm2","laucode",195149
"142",2017,"all","totalm2","laucode",195929
"142",2018,"all","totalm2","laucode",196709
"142",2019,"all","totalm2","laucode",197489
"142",2020,"all","totalm2","laucode",198269
"142",2021,"all","totalm2","laucode",199049
"142",2003,"flat","totalm2","laucode",41662.0520133438
"142",2004,"flat","totalm2","laucode",42119.3957061213
"142",2005,"flat","totalm2","laucode",42704.2821703643
"142",2006,"flat","totalm2","laucode",43109.7388775889
"142",2007,"flat","totalm2","laucode",43109.7388775889
"142",2008,"flat","totalm2","laucode",43573.0541581916
"142",2009,"flat","totalm2","laucode",44036.3694387944
"142",2010,"flat","totalm2","laucode",44499.6847193972
"142",2011,"flat","totalm2","laucode",44963
"142",2012,"flat","totalm2","laucode",45419.4
"142",2013,"flat","totalm2","laucode",45875.8
"142",2014,"flat","totalm2","laucode",46332.2
"142",2015,"flat","totalm2","laucode",46788.6
"142",2016,"flat","totalm2","laucode",47245
"142",2017,"flat","totalm2","laucode",47701.4
"142",2018,"flat","totalm2","laucode",48157.8
"142",2019,"flat","totalm2","laucode",48614.2
"142",2020,"flat","totalm2","laucode",49070.6
"142",2021,"flat","totalm2","laucode",49527
"142",2003,"house","totalm2","laucode",134994.203185376
"142",2004,"house","totalm2","laucode",136476.097244953
"142",2005,"house","totalm2","laucode",138371.257909845
"142",2006,"house","totalm2","laucode",139685.02673478
"142",2007,"house","totalm2","laucode",139685.02673478
"142",2008,"house","totalm2","laucode",141186.270051085
"142",2009,"house","totalm2","laucode",142687.51336739
"142",2010,"house","totalm2","laucode",144188.756683695
"142",2011,"house","totalm2","laucode",145690
"142",2012,"house","totalm2","laucode",145932.4
"142",2013,"house","totalm2","laucode",146174.8
"142",2014,"house","totalm2","laucode",146417.2
"142",2015,"house","totalm2","laucode",146659.6
"142",2016,"house","totalm2","laucode",146902
"142",2017,"house","totalm2","laucode",147144.4
"142",2018,"house","totalm2","laucode",147386.8
"142",2019,"house","totalm2","laucode",147629.2
"142",2020,"house","totalm2","laucode",147871.6
"142",2021,"house","totalm2","laucode",148114
"171",2003,"all","totalm2","laucode",538630.4
"171",2004,"all","totalm2","laucode",548647.5
"171",2005,"all","totalm2","laucode",562216.1
"171",2006,"all","totalm2","laucode",585405
"171",2007,"all","totalm2","laucode",588325.6
"171",2008,"all","totalm2","laucode",598520.95
"171",2009,"all","totalm2","laucode",608716.3
"171",2010,"all","totalm2","laucode",618911.65
"171",2011,"all","totalm2","laucode",629107
"171",2012,"all","totalm2","laucode",627425.5
"171",2013,"all","totalm2","laucode",625744
"171",2014,"all","totalm2","laucode",624062.5
"171",2015,"all","totalm2","laucode",622381
"171",2016,"all","totalm2","laucode",620699.5
"171",2017,"all","totalm2","laucode",619018
"171",2018,"all","totalm2","laucode",617336.5
"171",2019,"all","totalm2","laucode",615655
"171",2020,"all","totalm2","laucode",613973.5
"171",2021,"all","totalm2","laucode",612292
"171",2003,"flat","totalm2","laucode",163375.88724589
"171",2004,"flat","totalm2","laucode",166414.246388134
"171",2005,"flat","totalm2","laucode",170529.836714422
"171",2006,"flat","totalm2","laucode",177563.429901432
"171",2007,"flat","totalm2","laucode",178449.298237661
"171",2008,"flat","totalm2","laucode",181541.723678245
"171",2009,"flat","totalm2","laucode",184634.14911883
"171",2010,"flat","totalm2","laucode",187726.574559415
"171",2011,"flat","totalm2","laucode",190819
"171",2012,"flat","totalm2","laucode",189544.5
"171",2013,"flat","totalm2","laucode",188270
"171",2014,"flat","totalm2","laucode",186995.5
"171",2015,"flat","totalm2","laucode",185721
"171",2016,"flat","totalm2","laucode",184446.5
"171",2017,"flat","totalm2","laucode",183172
"171",2018,"flat","totalm2","laucode",181897.5
"171",2019,"flat","totalm2","laucode",180623
"171",2020,"flat","totalm2","laucode",179348.5
"171",2021,"flat","totalm2","laucode",178074
"171",2003,"house","totalm2","laucode",374448.845027634
"171",2004,"house","totalm2","laucode",381412.602597809
"171",2005,"house","totalm2","laucode",390845.316753271
"171",2006,"house","totalm2","laucode",406965.938282359
"171",2007,"house","totalm2","laucode",408996.301397377
"171",2008,"house","totalm2","laucode",416083.976048033
"171",2009,"house","totalm2","laucode",423171.650698689
"171",2010,"house","totalm2","laucode",430259.325349344
"171",2011,"house","totalm2","laucode",437347
"171",2012,"house","totalm2","laucode",436755.2
"171",2013,"house","totalm2","laucode",436163.4
"171",2014,"house","totalm2","laucode",435571.6
"171",2015,"house","totalm2","laucode",434979.8
"171",2016,"house","totalm2","laucode",434388
"171",2017,"house","totalm2","laucode",433796.2
"171",2018,"house","totalm2","laucode",433204.4
"171",2019,"house","totalm2","laucode",432612.6
"171",2020,"house","totalm2","laucode",432020.8
"171",2021,"house","totalm2","laucode",431429
"184",2003,"all","totalm2","laucode",430845.1
"184",2004,"all","totalm2","laucode",433396.8
"184",2005,"all","totalm2","laucode",445843
"184",2006,"all","totalm2","laucode",485690.7
"184",2007,"all","totalm2","laucode",490725.9
"184",2008,"all","totalm2","laucode",497336.175
"184",2009,"all","totalm2","laucode",503946.45
"184",2010,"all","totalm2","laucode",510556.725
"184",2011,"all","totalm2","laucode",517167
"184",2012,"all","totalm2","laucode",519789.6
"184",2013,"all","totalm2","laucode",522412.2
"184",2014,"all","totalm2","laucode",525034.8
"184",2015,"all","totalm2","laucode",527657.4
"184",2016,"all","totalm2","laucode",530280
"184",2017,"all","totalm2","laucode",532902.6
"184",2018,"all","totalm2","laucode",535525.2
"184",2019,"all","totalm2","laucode",538147.8
"184",2020,"all","totalm2","laucode",540770.4
"184",2021,"all","totalm2","laucode",543393
"184",2003,"flat","totalm2","laucode",239998.199698163
"184",2004,"flat","totalm2","laucode",241419.600118337
"184",2005,"flat","totalm2","laucode",248352.638449476
"184",2006,"flat","totalm2","laucode",270549.423934822
"184",2007,"flat","totalm2","laucode",273354.234608357
"184",2008,"flat","totalm2","laucode",277036.425956267
"184",2009,"flat","totalm2","laucode",280718.617304178
"184",2010,"flat","totalm2","laucode",284400.808652089
"184",2011,"flat","totalm2","laucode",288083
"184",2012,"flat","totalm2","laucode",287308.2
"184",2013,"flat","totalm2","laucode",286533.4
"184",2014,"flat","totalm2","laucode",285758.6
"184",2015,"flat","totalm2","laucode",284983.8
"184",2016,"flat","totalm2","laucode",284209
"184",2017,"flat","totalm2","laucode",283434.2
"184",2018,"flat","totalm2","laucode",282659.4
"184",2019,"flat","totalm2","laucode",281884.6
"184",2020,"flat","totalm2","laucode",281109.8
"184",2021,"flat","totalm2","laucode",280335
"184",2003,"house","totalm2","laucode",190067.130878034
"184",2004,"house","totalm2","laucode",191192.81223744
"184",2005,"house","totalm2","laucode",196683.448023559
"184",2006,"house","totalm2","laucode",214262.243769614
"184",2007,"house","totalm2","laucode",216483.520087709
"184",2008,"house","totalm2","laucode",219399.640065782
"184",2009,"house","totalm2","laucode",222315.760043854
"184",2010,"house","totalm2","laucode",225231.880021927
"184",2011,"house","totalm2","laucode",228148
"184",2012,"house","totalm2","laucode",230718.6
"184",2013,"house","totalm2","laucode",233289.2
"184",2014,"house","totalm2","laucode",235859.8
"184",2015,"house","totalm2","laucode",238430.4
"184",2016,"house","totalm2","laucode",241001
"184",2017,"house","totalm2","laucode",243571.6
"184",2018,"house","totalm2","laucode",246142.2
"184",2019,"house","totalm2","laucode",248712.8
"184",2020,"house","totalm2","laucode",251283.4
"184",2021,"house","totalm2","laucode",253854
"191",2003,"all","totalm2","laucode",214656.6
"191",2004,"all","totalm2","laucode",217643.3
"191",2005,"all","totalm2","laucode",220094.6
"191",2006,"all","totalm2","laucode",261395
"191",2007,"all","totalm2","laucode",262333.3
"191",2008,"all","totalm2","laucode",254377.475
"191",2009,"all","totalm2","laucode",246421.65
"191",2010,"all","totalm2","laucode",238465.825
"191",2011,"all","totalm2","laucode",230510
"191",2012,"all","totalm2","laucode",233302.5
"191",2013,"all","totalm2","laucode",236095
"191",2014,"all","totalm2","laucode",238887.5
"191",2015,"all","totalm2","laucode",241680
"191",2016,"all","totalm2","laucode",244472.5
"191",2017,"all","totalm2","laucode",247265
"191",2018,"all","totalm2","laucode",250057.5
"191",2019,"all","totalm2","laucode",252850
"191",2020,"all","totalm2","laucode",255642.5
"191",2021,"all","totalm2","laucode",258435
"191",2003,"flat","totalm2","laucode",48080.0612320506
"191",2004,"flat","totalm2","laucode",48749.0400516246
"191",2005,"flat","totalm2","laucode",49298.0967966682
"191",2006,"flat","totalm2","laucode",58548.8058869463
"191",2007,"flat","totalm2","laucode",58758.9718983991
"191",2008,"flat","totalm2","laucode",56976.9789237993
"191",2009,"flat","totalm2","laucode",55194.9859491996
"191",2010,"flat","totalm2","laucode",53412.9929745998
"191",2011,"flat","totalm2","laucode",51631
"191",2012,"flat","totalm2","laucode",51865.5
"191",2013,"flat","totalm2","laucode",52100
"191",2014,"flat","totalm2","laucode",52334.5
"191",2015,"flat","totalm2","laucode",52569
"191",2016,"flat","totalm2","laucode",52803.5
"191",2017,"flat","totalm2","laucode",53038
"191",2018,"flat","totalm2","laucode",53272.5
"191",2019,"flat","totalm2","laucode",53507
"191",2020,"flat","totalm2","laucode",53741.5
"191",2021,"flat","totalm2","laucode",53976
"191",2003,"house","totalm2","laucode",165908.850675459
"191",2004,"house","totalm2","laucode",168217.281743091
"191",2005,"house","totalm2","laucode",170111.900243807
"191",2006,"house","totalm2","laucode",202033.126502104
"191",2007,"house","totalm2","laucode",202758.341914017
"191",2008,"house","totalm2","laucode",196609.256435513
"191",2009,"house","totalm2","laucode",190460.170957008
"191",2010,"house","totalm2","laucode",184311.085478504
"191",2011,"house","totalm2","laucode",178162
"191",2012,"house","totalm2","laucode",180538.6
"191",2013,"house","totalm2","laucode",182915.2
"191",2014,"house","totalm2","laucode",185291.8
"191",2015,"house","totalm2","laucode",187668.4
"191",2016,"house","totalm2","laucode",190045
"191",2017,"house","totalm2","laucode",192421.6
"191",2018,"house","totalm2","laucode",194798.2
"191",2019,"house","totalm2","laucode",197174.8
"191",2020,"house","totalm2","laucode",199551.4
"191",2021,"house","totalm2","laucode",201928
"198",2003,"all","totalm2","laucode",186209.7
"198",2004,"all","totalm2","laucode",199393.4
"198",2005,"all","totalm2","laucode",218515.1
"198",2006,"all","totalm2","laucode",392909.5
"198",2007,"all","totalm2","laucode",406948.9
"198",2008,"all","totalm2","laucode",466693.925
"198",2009,"all","totalm2","laucode",526438.95
"198",2010,"all","totalm2","laucode",586183.975
"198",2011,"all","totalm2","laucode",645929
"198",2012,"all","totalm2","laucode",657964.6
"198",2013,"all","totalm2","laucode",670000.2
"198",2014,"all","totalm2","laucode",682035.8
"198",2015,"all","totalm2","laucode",694071.4
"198",2016,"all","totalm2","laucode",706107
"198",2017,"all","totalm2","laucode",718142.6
"198",2018,"all","totalm2","laucode",730178.2
"198",2019,"all","totalm2","laucode",742213.8
"198",2020,"all","totalm2","laucode",754249.4
"198",2021,"all","totalm2","laucode",766285
"198",2003,"flat","totalm2","laucode",54022.3159539206
"198",2004,"flat","totalm2","laucode",57847.1113692062
"198",2005,"flat","totalm2","laucode",63394.6124874406
"198",2006,"flat","totalm2","laucode",113989.127044923
"198",2007,"flat","totalm2","laucode",118062.174273953
"198",2008,"flat","totalm2","laucode",135395.130705465
"198",2009,"flat","totalm2","laucode",152728.087136976
"198",2010,"flat","totalm2","laucode",170061.043568488
"198",2011,"flat","totalm2","laucode",187394
"198",2012,"flat","totalm2","laucode",193418
"198",2013,"flat","totalm2","laucode",199442
"198",2014,"flat","totalm2","laucode",205466
"198",2015,"flat","totalm2","laucode",211490
"198",2016,"flat","totalm2","laucode",217514
"198",2017,"flat","totalm2","laucode",223538
"198",2018,"flat","totalm2","laucode",229562
"198",2019,"flat","totalm2","laucode",235586
"198",2020,"flat","totalm2","laucode",241610
"198",2021,"flat","totalm2","laucode",247634
"198",2003,"house","totalm2","laucode",132132.610467249
"198",2004,"house","totalm2","laucode",141487.637066922
"198",2005,"house","totalm2","laucode",155056.211301087
"198",2006,"house","totalm2","laucode",278804.798634989
"198",2007,"house","totalm2","laucode",288767.021716783
"198",2008,"house","totalm2","laucode",331161.516287587
"198",2009,"house","totalm2","laucode",373556.010858392
"198",2010,"house","totalm2","laucode",415950.505429196
"198",2011,"house","totalm2","laucode",458345
"198",2012,"house","totalm2","laucode",464174.6
"198",2013,"house","totalm2","laucode",470004.2
"198",2014,"house","totalm2","laucode",475833.8
"198",2015,"house","totalm2","laucode",481663.4
"198",2016,"house","totalm2","laucode",487493
"198",2017,"house","totalm2","laucode",493322.6
"198",2018,"house","totalm2","laucode",499152.2
"198",2019,"house","totalm2","laucode",504981.8
"198",2020,"house","totalm2","laucode",510811.4
"198",2021,"house","totalm2","laucode",516641
"205",2003,"all","totalm2","laucode",399921.9
"205",2004,"all","totalm2","laucode",405829.1
"205",2005,"all","totalm2","laucode",411090
"205",2006,"all","totalm2","laucode",419891.1
"205",2007,"all","totalm2","laucode",421624.8
"205",2008,"all","totalm2","laucode",416295.1
"205",2009,"all","totalm2","laucode",410965.4
"205",2010,"all","totalm2","laucode",405635.7
"205",2011,"all","totalm2","laucode",400306
"205",2012,"all","totalm2","laucode",404634.7
"205",2013,"all","totalm2","laucode",408963.4
"205",2014,"all","totalm2","laucode",413292.1
"205",2015,"all","totalm2","laucode",417620.8
"205",2016,"all","totalm2","laucode",421949.5
"205",2017,"all","totalm2","laucode",426278.2
"205",2018,"all","totalm2","laucode",430606.9
"205",2019,"all","totalm2","laucode",434935.6
"205",2020,"all","totalm2","laucode",439264.3
"205",2021,"all","totalm2","laucode",443593
"205",2003,"flat","totalm2","laucode",107880.387627465
"205",2004,"flat","totalm2","laucode",109473.876320615
"205",2005,"flat","totalm2","laucode",110893.023237224
"205",2006,"flat","totalm2","laucode",113267.151984732
"205",2007,"flat","totalm2","laucode",113734.823867741
"205",2008,"flat","totalm2","laucode",112297.117900806
"205",2009,"flat","totalm2","laucode",110859.411933871
"205",2010,"flat","totalm2","laucode",109421.705966935
"205",2011,"flat","totalm2","laucode",107984
"205",2012,"flat","totalm2","laucode",106901.4
"205",2013,"flat","totalm2","laucode",105818.8
"205",2014,"flat","totalm2","laucode",104736.2
"205",2015,"flat","totalm2","laucode",103653.6
"205",2016,"flat","totalm2","laucode",102571
"205",2017,"flat","totalm2","laucode",101488.4
"205",2018,"flat","totalm2","laucode",100405.8
"205",2019,"flat","totalm2","laucode",99323.2
"205",2020,"flat","totalm2","laucode",98240.6
"205",2021,"flat","totalm2","laucode",97158
"205",2003,"house","totalm2","laucode",291465.06601325
"205",2004,"house","totalm2","laucode",295770.262697786
"205",2005,"house","totalm2","laucode",299604.432733958
"205",2006,"house","totalm2","laucode",306018.7181044
"205",2007,"house","totalm2","laucode",307282.247270838
"205",2008,"house","totalm2","laucode",303397.935453128
"205",2009,"house","totalm2","laucode",299513.623635419
"205",2010,"house","totalm2","laucode",295629.311817709
"205",2011,"house","totalm2","laucode",291745
"205",2012,"house","totalm2","laucode",296862
"205",2013,"house","totalm2","laucode",301979
"205",2014,"house","totalm2","laucode",307096
"205",2015,"house","totalm2","laucode",312213
"205",2016,"house","totalm2","laucode",317330
"205",2017,"house","totalm2","laucode",322447
"205",2018,"house","totalm2","laucode",327564
"205",2019,"house","totalm2","laucode",332681
"205",2020,"house","totalm2","laucode",337798
"205",2021,"house","totalm2","laucode",342915
"214",2003,"all","totalm2","laucode",142068.3
"214",2004,"all","totalm2","laucode",156914.3
"214",2005,"all","totalm2","laucode",165629.3
"214",2006,"all","totalm2","laucode",178002.3
"214",2007,"all","totalm2","laucode",178810.6
"214",2008,"all","totalm2","laucode",189538.2
"214",2009,"all","totalm2","laucode",200265.8
"214",2010,"all","totalm2","laucode",210993.4
"214",2011,"all","totalm2","laucode",221721
"214",2012,"all","totalm2","laucode",223756.1
"214",2013,"all","totalm2","laucode",225791.2
"214",2014,"all","totalm2","laucode",227826.3
"214",2015,"all","totalm2","laucode",229861.4
"214",2016,"all","totalm2","laucode",231896.5
"214",2017,"all","totalm2","laucode",233931.6
"214",2018,"all","totalm2","laucode",235966.7
"214",2019,"all","totalm2","laucode",238001.8
"214",2020,"all","totalm2","laucode",240036.9
"214",2021,"all","totalm2","laucode",242072
"214",2003,"flat","totalm2","laucode",23381.7019375702
"214",2004,"flat","totalm2","laucode",25825.0671848856
"214",2005,"flat","totalm2","laucode",27259.388088183
"214",2006,"flat","totalm2","laucode",29295.7452352281
"214",2007,"flat","totalm2","laucode",29428.7758245724
"214",2008,"flat","totalm2","laucode",31194.3318684293
"214",2009,"flat","totalm2","laucode",32959.8879122862
"214",2010,"flat","totalm2","laucode",34725.4439561431
"214",2011,"flat","totalm2","laucode",36491
"214",2012,"flat","totalm2","laucode",36603.3
"214",2013,"flat","totalm2","laucode",36715.6
"214",2014,"flat","totalm2","laucode",36827.9
"214",2015,"flat","totalm2","laucode",36940.2
"214",2016,"flat","totalm2","laucode",37052.5
"214",2017,"flat","totalm2","laucode",37164.8
"214",2018,"flat","totalm2","laucode",37277.1
"214",2019,"flat","totalm2","laucode",37389.4
"214",2020,"flat","totalm2","laucode",37501.7
"214",2021,"flat","totalm2","laucode",37614
"214",2003,"house","totalm2","laucode",118471.305199778
"214",2004,"house","totalm2","laucode",130851.442056458
"214",2005,"house","totalm2","laucode",138118.91428507
"214",2006,"house","totalm2","laucode",148436.806870797
"214",2007,"house","totalm2","laucode",149110.851369063
"214",2008,"house","totalm2","laucode",158056.638526797
"214",2009,"house","totalm2","laucode",167002.425684531
"214",2010,"house","totalm2","laucode",175948.212842266
"214",2011,"house","totalm2","laucode",184894
"214",2012,"house","totalm2","laucode",186490.9
"214",2013,"house","totalm2","laucode",188087.8
"214",2014,"house","totalm2","laucode",189684.7
"214",2015,"house","totalm2","laucode",191281.6
"214",2016,"house","totalm2","laucode",192878.5
"214",2017,"house","totalm2","laucode",194475.4
"214",2018,"house","totalm2","laucode",196072.3
"214",2019,"house","totalm2","laucode",197669.2
"214",2020,"house","totalm2","laucode",199266.1
"214",2021,"house","totalm2","laucode",200863
"245",2003,"all","totalm2","laucode",145033.8
"245",2004,"all","totalm2","laucode",152386.7
"245",2005,"all","totalm2","laucode",153883.3
"245",2006,"all","totalm2","laucode",193187.2
"245",2007,"all","totalm2","laucode",197455.9
"245",2008,"all","totalm2","laucode",220084.175
"245",2009,"all","totalm2","laucode",242712.45
"245",2010,"all","totalm2","laucode",265340.725
"245",2011,"all","totalm2","laucode",287969
"245",2012,"all","totalm2","laucode",294460.4
"245",2013,"all","totalm2","laucode",300951.8
"245",2014,"all","totalm2","laucode",307443.2
"245",2015,"all","totalm2","laucode",313934.6
"245",2016,"all","totalm2","laucode",320426
"245",2017,"all","totalm2","laucode",326917.4
"245",2018,"all","totalm2","laucode",333408.8
"245",2019,"all","totalm2","laucode",339900.2
"245",2020,"all","totalm2","laucode",346391.6
"245",2021,"all","totalm2","laucode",352883
"245",2003,"flat","totalm2","laucode",41100.3555341026
"245",2004,"flat","totalm2","laucode",43184.054673246
"245",2005,"flat","totalm2","laucode",43608.1681701849
"245",2006,"flat","totalm2","laucode",54746.2908965895
"245",2007,"flat","totalm2","laucode",55955.9750368962
"245",2008,"flat","totalm2","laucode",62368.4812776722
"245",2009,"flat","totalm2","laucode",68780.9875184481
"245",2010,"flat","totalm2","laucode",75193.4937592241
"245",2011,"flat","totalm2","laucode",81606
"245",2012,"flat","totalm2","laucode",84253.7
"245",2013,"flat","totalm2","laucode",86901.4
"245",2014,"flat","totalm2","laucode",89549.1
"245",2015,"flat","totalm2","laucode",92196.8
"245",2016,"flat","totalm2","laucode",94844.5
"245",2017,"flat","totalm2","laucode",97492.2
"245",2018,"flat","totalm2","laucode",100139.9
"245",2019,"flat","totalm2","laucode",102787.6
"245",2020,"flat","totalm2","laucode",105435.3
"245",2021,"flat","totalm2","laucode",108083
"245",2003,"house","totalm2","laucode",103768.752944935
"245",2004,"house","totalm2","laucode",109029.604301852
"245",2005,"house","totalm2","laucode",110100.391357403
"245",2006,"house","totalm2","laucode",138221.537523831
"245",2007,"house","totalm2","laucode",141275.706108644
"245",2008,"house","totalm2","laucode",157465.779581483
"245",2009,"house","totalm2","laucode",173655.853054322
"245",2010,"house","totalm2","laucode",189845.926527161
"245",2011,"house","totalm2","laucode",206036
"245",2012,"house","totalm2","laucode",209759.2
"245",2013,"house","totalm2","laucode",213482.4
"245",2014,"house","totalm2","laucode",217205.6
"245",2015,"house","totalm2","laucode",220928.8
"245",2016,"house","totalm2","laucode",224652
"245",2017,"house","totalm2","laucode",228375.2
"245",2018,"house","totalm2","laucode",232098.4
"245",2019,"house","totalm2","laucode",235821.6
"245",2020,"house","totalm2","laucode",239544.8
"245",2021,"house","totalm2","laucode",243268
"247",2003,"all","totalm2","laucode",464098.5
"247",2004,"all","totalm2","laucode",468640.9
"247",2005,"all","totalm2","laucode",473495
"247",2006,"all","totalm2","laucode",482491.8
"247",2007,"all","totalm2","laucode",482585.2
"247",2008,"all","totalm2","laucode",494596.15
"247",2009,"all","totalm2","laucode",506607.1
"247",2010,"all","totalm2","laucode",518618.05
"247",2011,"all","totalm2","laucode",530629
"247",2012,"all","totalm2","laucode",535910.8
"247",2013,"all","totalm2","laucode",541192.6
"247",2014,"all","totalm2","laucode",546474.4
"247",2015,"all","totalm2","laucode",551756.2
"247",2016,"all","totalm2","laucode",557038
"247",2017,"all","totalm2","laucode",562319.8
"247",2018,"all","totalm2","laucode",567601.6
"247",2019,"all","totalm2","laucode",572883.4
"247",2020,"all","totalm2","laucode",578165.2
"247",2021,"all","totalm2","laucode",583447
"247",2003,"flat","totalm2","laucode",201707.385697917
"247",2004,"flat","totalm2","laucode",203681.612351944
"247",2005,"flat","totalm2","laucode",205791.310661498
"247",2006,"flat","totalm2","laucode",209701.517239729
"247",2007,"flat","totalm2","laucode",209742.110927974
