"lau_name","municipality","year","indicator","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"põhja-sakala vald","Olustvere rural municipality*","2003","dwelling",589,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2003","totalm2",49460.3,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2004","dwelling",593,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2004","totalm2",50002.7,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2005","dwelling",598,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2005","totalm2",50638,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2006","dwelling",NA,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2006","totalm2",NA,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2007","dwelling",NA,"EE008","EE008",615
"põhja-sakala vald","Olustvere rural municipality*","2007","totalm2",NA,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2003","dwelling",581,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2003","totalm2",44314.6,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2004","dwelling",581,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2004","totalm2",44314.3,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2005","dwelling",581,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2005","totalm2",44349.2,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2006","dwelling",NA,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2006","totalm2",NA,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2007","dwelling",NA,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani city*","2007","totalm2",NA,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2003","dwelling",1032,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2003","totalm2",85955.4,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2004","dwelling",1037,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2004","totalm2",86275.7,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2005","dwelling",1044,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2005","totalm2",87134.3,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2006","dwelling",2732,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2006","totalm2",230071.8,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2007","dwelling",2728,"EE008","EE008",615
"põhja-sakala vald","Suure-Jaani rural municipality*","2007","totalm2",230158.5,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2003","dwelling",457,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2003","totalm2",42043.5,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2004","dwelling",461,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2004","totalm2",42501.9,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2005","dwelling",467,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2005","totalm2",43332.8,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2006","dwelling",NA,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2006","totalm2",NA,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2007","dwelling",NA,"EE008","EE008",615
"põhja-sakala vald","Vastemõisa rural municipality*","2007","totalm2",NA,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2003","dwelling",835,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2003","totalm2",51515.8,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2004","dwelling",837,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2004","totalm2",51563.7,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2005","dwelling",837,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2005","totalm2",51673.2,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2006","dwelling",873,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2006","totalm2",52825.7,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2007","dwelling",873,"EE008","EE008",615
"põhja-sakala vald","Võhma city","2007","totalm2",52825.7,"EE008","EE008",615
"põltsamaa vald","Pajusi rural municipality","2003","dwelling",736,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2003","totalm2",54172.7,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2004","dwelling",732,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2004","totalm2",54145.4,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2005","dwelling",739,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2005","totalm2",54898.8,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2006","dwelling",741,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2006","totalm2",55062,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2007","dwelling",741,"EE008","EE008",618
"põltsamaa vald","Pajusi rural municipality","2007","totalm2",55062,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2003","dwelling",795,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2003","totalm2",58776,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2004","dwelling",803,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2004","totalm2",59393.6,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2005","dwelling",811,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2005","totalm2",60628.5,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2006","dwelling",849,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2006","totalm2",63458.2,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2007","dwelling",849,"EE008","EE008",618
"põltsamaa vald","Puurmani rural municipality","2007","totalm2",63458.2,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2003","dwelling",2106,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2003","totalm2",136554.5,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2004","dwelling",2126,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2004","totalm2",137978.4,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2005","dwelling",2131,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2005","totalm2",138507.5,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2006","dwelling",2140,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2006","totalm2",139558.5,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2007","dwelling",2142,"EE008","EE008",618
"põltsamaa vald","Põltsamaa city","2007","totalm2",139816.1,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2003","dwelling",1733,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2003","totalm2",125628.8,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2004","dwelling",1744,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2004","totalm2",126693.3,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2005","dwelling",1749,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2005","totalm2",127075.4,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2006","dwelling",1765,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2006","totalm2",128266.8,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2007","dwelling",1766,"EE008","EE008",618
"põltsamaa vald","Põltsamaa rural municipality","2007","totalm2",129021.8,"EE008","EE008",618
"põlva vald","Ahja rural municipality","2003","dwelling",420,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2003","totalm2",29565.3,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2004","dwelling",426,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2004","totalm2",29994.4,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2005","dwelling",431,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2005","totalm2",30436.1,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2006","dwelling",449,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2006","totalm2",31800.5,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2007","dwelling",449,"EE008","EE008",622
"põlva vald","Ahja rural municipality","2007","totalm2",31800.5,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2003","dwelling",410,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2003","totalm2",31668.9,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2004","dwelling",424,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2004","totalm2",32608.9,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2005","dwelling",427,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2005","totalm2",33394.2,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2006","dwelling",434,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2006","totalm2",33939.7,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2007","dwelling",434,"EE008","EE008",622
"põlva vald","Laheda rural municipality","2007","totalm2",33939.7,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2003","dwelling",729,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2003","totalm2",55451.8,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2004","dwelling",738,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2004","totalm2",56302.9,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2005","dwelling",741,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2005","totalm2",56513.5,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2006","dwelling",747,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2006","totalm2",56834.8,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2007","dwelling",748,"EE008","EE008",622
"põlva vald","Mooste rural municipality","2007","totalm2",56852.5,"EE008","EE008",622
"põlva vald","Põlva city","2003","dwelling",2767,"EE008","EE008",622
"põlva vald","Põlva city","2003","totalm2",162911.8,"EE008","EE008",622
"põlva vald","Põlva city","2004","dwelling",2774,"EE008","EE008",622
"põlva vald","Põlva city","2004","totalm2",165893.9,"EE008","EE008",622
"põlva vald","Põlva city","2005","dwelling",2820,"EE008","EE008",622
"põlva vald","Põlva city","2005","totalm2",169936.1,"EE008","EE008",622
"põlva vald","Põlva city","2006","dwelling",2801,"EE008","EE008",622
"põlva vald","Põlva city","2006","totalm2",168181.2,"EE008","EE008",622
"põlva vald","Põlva city","2007","dwelling",2803,"EE008","EE008",622
"põlva vald","Põlva city","2007","totalm2",168353.4,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2003","dwelling",1339,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2003","totalm2",101831.3,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2004","dwelling",1359,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2004","totalm2",103925.2,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2005","dwelling",1376,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2005","totalm2",105862.8,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2006","dwelling",1454,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2006","totalm2",111433.7,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2007","dwelling",1454,"EE008","EE008",622
"põlva vald","Põlva rural municipality","2007","totalm2",111433.7,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2003","dwelling",535,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2003","totalm2",46300.6,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2004","dwelling",537,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2004","totalm2",46385.5,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2005","dwelling",540,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2005","totalm2",46815.5,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2006","dwelling",563,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2006","totalm2",48359.6,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2007","dwelling",564,"EE008","EE008",622
"põlva vald","Vastse-Kuuste rural municipality","2007","totalm2",48568.9,"EE008","EE008",622
"raasiku vald","Raasiku rural municipality","2003","dwelling",1650,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2003","totalm2",123840.4,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2004","dwelling",1662,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2004","totalm2",126432.8,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2005","dwelling",1696,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2005","totalm2",130886.1,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2006","dwelling",1744,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2006","totalm2",136226.2,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2007","dwelling",1776,"EE001","EE001",651
"raasiku vald","Raasiku rural municipality","2007","totalm2",138766.2,"EE001","EE001",651
"rae vald","Rae rural municipality","2003","dwelling",2768,"EE001","EE001",653
"rae vald","Rae rural municipality","2003","totalm2",214758.8,"EE001","EE001",653
"rae vald","Rae rural municipality","2004","dwelling",2872,"EE001","EE001",653
"rae vald","Rae rural municipality","2004","totalm2",227126.9,"EE001","EE001",653
"rae vald","Rae rural municipality","2005","dwelling",3406,"EE001","EE001",653
"rae vald","Rae rural municipality","2005","totalm2",262378.9,"EE001","EE001",653
"rae vald","Rae rural municipality","2006","dwelling",3764,"EE001","EE001",653
"rae vald","Rae rural municipality","2006","totalm2",293430.4,"EE001","EE001",653
"rae vald","Rae rural municipality","2007","dwelling",4470,"EE001","EE001",653
"rae vald","Rae rural municipality","2007","totalm2",350265.5,"EE001","EE001",653
"rakvere linn","Rakvere city","2003","dwelling",8516,"EE009","EE006",663
"rakvere linn","Rakvere city","2003","totalm2",496500.1,"EE009","EE006",663
"rakvere linn","Rakvere city","2004","dwelling",8570,"EE009","EE006",663
"rakvere linn","Rakvere city","2004","totalm2",498959,"EE009","EE006",663
"rakvere linn","Rakvere city","2005","dwelling",8647,"EE009","EE006",663
"rakvere linn","Rakvere city","2005","totalm2",507645,"EE009","EE006",663
"rakvere linn","Rakvere city","2006","dwelling",8783,"EE009","EE006",663
"rakvere linn","Rakvere city","2006","totalm2",523159.1,"EE009","EE006",663
"rakvere linn","Rakvere city","2007","dwelling",8841,"EE009","EE006",663
"rakvere linn","Rakvere city","2007","totalm2",526496.7,"EE009","EE006",663
"rakvere vald","Rakvere rural municipality","2003","dwelling",1056,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2003","totalm2",74899.9,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2004","dwelling",1072,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2004","totalm2",75834.1,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2005","dwelling",1078,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2005","totalm2",76573.7,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2006","dwelling",1213,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2006","totalm2",86295.8,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2007","dwelling",1213,"EE009","EE006",661
"rakvere vald","Rakvere rural municipality","2007","totalm2",86295.8,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2003","dwelling",1697,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2003","totalm2",117834.9,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2004","dwelling",1724,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2004","totalm2",119610.6,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2005","dwelling",1781,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2005","totalm2",125140,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2006","dwelling",1826,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2006","totalm2",127034,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2007","dwelling",1828,"EE009","EE006",661
"rakvere vald","Sõmeru rural municipality","2007","totalm2",127248.9,"EE009","EE006",661
"rapla vald","Juuru rural municipality","2003","dwelling",691,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2003","totalm2",51416.6,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2004","dwelling",702,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2004","totalm2",52610.4,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2005","dwelling",714,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2005","totalm2",53796.5,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2006","dwelling",871,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2006","totalm2",63683,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2007","dwelling",876,"EE009","EE006",668
"rapla vald","Juuru rural municipality","2007","totalm2",64030.2,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2003","dwelling",733,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2003","totalm2",56267.8,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2004","dwelling",739,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2004","totalm2",56624.3,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2005","dwelling",746,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2005","totalm2",57565.7,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2006","dwelling",752,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2006","totalm2",58056.4,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2007","dwelling",753,"EE009","EE006",668
"rapla vald","Kaiu rural municipality","2007","totalm2",58107.8,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2003","dwelling",804,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2003","totalm2",65978.4,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2004","dwelling",814,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2004","totalm2",66713.3,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2005","dwelling",820,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2005","totalm2",67225.3,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2006","dwelling",825,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2006","totalm2",67541.1,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2007","dwelling",825,"EE009","EE006",668
"rapla vald","Raikküla rural municipality","2007","totalm2",67541.1,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2003","dwelling",4126,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2003","totalm2",266294.9,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2004","dwelling",4130,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2004","totalm2",268600.1,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2005","dwelling",4158,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2005","totalm2",270442.1,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2006","dwelling",4273,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2006","totalm2",280287.2,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2007","dwelling",4282,"EE009","EE006",668
"rapla vald","Rapla rural municipality","2007","totalm2",281124.9,"EE009","EE006",668
"ruhnu vald","Ruhnu rural municipality","2003","dwelling",51,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2003","totalm2",3819.6,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2004","dwelling",51,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2004","totalm2",3819.6,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2005","dwelling",51,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2005","totalm2",3819.6,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2006","dwelling",53,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2006","totalm2",3894.7,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2007","dwelling",53,"EE004","EE004",689
"ruhnu vald","Ruhnu rural municipality","2007","totalm2",3894.7,"EE004","EE004",689
"räpina vald","Meeksi rural municipality","2003","dwelling",417,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2003","totalm2",28967.9,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2004","dwelling",416,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2004","totalm2",28810.8,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2005","dwelling",433,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2005","totalm2",30177.5,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2006","dwelling",444,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2006","totalm2",31152.2,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2007","dwelling",442,"EE008","EE008",708
"räpina vald","Meeksi rural municipality","2007","totalm2",31313.2,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2003","dwelling",2265,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2003","totalm2",163914.1,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2004","dwelling",2280,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2004","totalm2",165324.7,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2005","dwelling",2307,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2005","totalm2",169133.8,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2006","dwelling",2375,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2006","totalm2",173425.2,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2007","dwelling",2376,"EE008","EE008",708
"räpina vald","Räpina rural municipality","2007","totalm2",173470.6,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2003","dwelling",676,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2003","totalm2",50573.7,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2004","dwelling",689,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2004","totalm2",51512.3,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2005","dwelling",692,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2005","totalm2",51757.6,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2006","dwelling",706,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2006","totalm2",52249.6,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2007","dwelling",706,"EE008","EE008",708
"räpina vald","Veriora rural municipality","2007","totalm2",52249.6,"EE008","EE008",708
"rõuge vald","Haanja rural municipality","2003","dwelling",557,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2003","totalm2",39262.2,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2004","dwelling",564,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2004","totalm2",39578.3,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2005","dwelling",576,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2005","totalm2",40435.3,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2006","dwelling",589,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2006","totalm2",41453,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2007","dwelling",589,"EE008","EE008",698
"rõuge vald","Haanja rural municipality","2007","totalm2",41453,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2003","dwelling",441,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2003","totalm2",31426.1,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2004","dwelling",449,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2004","totalm2",32221.7,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2005","dwelling",454,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2005","totalm2",32402.3,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2006","dwelling",456,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2006","totalm2",32575.8,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2007","dwelling",456,"EE008","EE008",698
"rõuge vald","Misso rural municipality","2007","totalm2",32575.8,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2003","dwelling",587,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2003","totalm2",41113.4,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2004","dwelling",592,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2004","totalm2",41520.9,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2005","dwelling",598,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2005","totalm2",42056.4,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2006","dwelling",602,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2006","totalm2",42591.5,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2007","dwelling",600,"EE008","EE008",698
"rõuge vald","Mõniste rural municipality","2007","totalm2",42527.7,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2003","dwelling",958,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2003","totalm2",71004.3,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2004","dwelling",963,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2004","totalm2",71311.5,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2005","dwelling",972,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2005","totalm2",72192.2,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2006","dwelling",988,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2006","totalm2",73272.7,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2007","dwelling",989,"EE008","EE008",698
"rõuge vald","Rõuge rural municipality","2007","totalm2",73366.7,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2003","dwelling",622,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2003","totalm2",41751,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2004","dwelling",630,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2004","totalm2",42460.5,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2005","dwelling",648,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2005","totalm2",44020.2,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2006","dwelling",661,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2006","totalm2",45182.9,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2007","dwelling",661,"EE008","EE008",698
"rõuge vald","Varstu rural municipality","2007","totalm2",45182.9,"EE008","EE008",698
"saarde vald","Kilingi-Nõmme city*","2003","dwelling",1050,"EE004","EE004",712
"saarde vald","Kilingi-Nõmme city*","2003","totalm2",68966.1,"EE004","EE004",712
"saarde vald","Kilingi-Nõmme city*","2004","dwelling",1053,"EE004","EE004",712
"saarde vald","Kilingi-Nõmme city*","2004","totalm2",69357.8,"EE004","EE004",712
"saarde vald","Kilingi-Nõmme city*","2005","dwelling",1055,"EE004","EE004",712
