"lau_name","municipality","year","indicator","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE"
"keila linn","Keila city","2004","totalm2",231192.3,"EE001","EE001",296
"keila linn","Keila city","2005","dwelling",3721,"EE001","EE001",296
"keila linn","Keila city","2005","totalm2",236231.3,"EE001","EE001",296
"keila linn","Keila city","2006","dwelling",3824,"EE001","EE001",296
"keila linn","Keila city","2006","totalm2",244709.6,"EE001","EE001",296
"keila linn","Keila city","2007","dwelling",4003,"EE001","EE001",296
"keila linn","Keila city","2007","totalm2",258178.6,"EE001","EE001",296
"kihnu vald","Kihnu rural municipality","2003","dwelling",241,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2003","totalm2",17943.1,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2004","dwelling",244,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2004","totalm2",18042.4,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2005","dwelling",249,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2005","totalm2",18368.9,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2006","dwelling",257,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2006","totalm2",18649.1,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2007","dwelling",259,"EE004","EE004",303
"kihnu vald","Kihnu rural municipality","2007","totalm2",18828.6,"EE004","EE004",303
"kiili vald","Kiili rural municipality","2003","dwelling",686,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2003","totalm2",55012.8,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2004","dwelling",714,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2004","totalm2",59142.8,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2005","dwelling",761,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2005","totalm2",64229.2,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2006","dwelling",1181,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2006","totalm2",111318.6,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2007","dwelling",1293,"EE001","EE001",304
"kiili vald","Kiili rural municipality","2007","totalm2",121532.1,"EE001","EE001",304
"kohila vald","Kohila rural municipality","2003","dwelling",2571,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2003","totalm2",166558.4,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2004","dwelling",2597,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2004","totalm2",168795.9,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2005","dwelling",2638,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2005","totalm2",178020.2,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2006","dwelling",3876,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2006","totalm2",258998.9,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2007","dwelling",3881,"EE009","EE006",317
"kohila vald","Kohila rural municipality","2007","totalm2",259667.1,"EE009","EE006",317
"kohtla-järve linn","Kohtla-Järve city","2003","dwelling",23015,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2003","totalm2",1149469.7,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2004","dwelling",23275,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2004","totalm2",1159378.4,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2005","dwelling",23816,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2005","totalm2",1183875.6,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2006","dwelling",23819,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2006","totalm2",1193946.1,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2007","dwelling",23441,"EE00A","EE007",321
"kohtla-järve linn","Kohtla-Järve city","2007","totalm2",1176182.2,"EE00A","EE007",321
"kose vald","Kose rural municipality","2003","dwelling",2370,"EE001","EE001",338
"kose vald","Kose rural municipality","2003","totalm2",165854.1,"EE001","EE001",338
"kose vald","Kose rural municipality","2004","dwelling",2373,"EE001","EE001",338
"kose vald","Kose rural municipality","2004","totalm2",170446.7,"EE001","EE001",338
"kose vald","Kose rural municipality","2005","dwelling",2392,"EE001","EE001",338
"kose vald","Kose rural municipality","2005","totalm2",172697.3,"EE001","EE001",338
"kose vald","Kose rural municipality","2006","dwelling",2501,"EE001","EE001",338
"kose vald","Kose rural municipality","2006","totalm2",179773.9,"EE001","EE001",338
"kose vald","Kose rural municipality","2007","dwelling",2502,"EE001","EE001",338
"kose vald","Kose rural municipality","2007","totalm2",179893.8,"EE001","EE001",338
"kose vald","Kõue rural municipality","2003","dwelling",830,"EE001","EE001",338
"kose vald","Kõue rural municipality","2003","totalm2",62003.5,"EE001","EE001",338
"kose vald","Kõue rural municipality","2004","dwelling",833,"EE001","EE001",338
"kose vald","Kõue rural municipality","2004","totalm2",62460.4,"EE001","EE001",338
"kose vald","Kõue rural municipality","2005","dwelling",856,"EE001","EE001",338
"kose vald","Kõue rural municipality","2005","totalm2",64615.9,"EE001","EE001",338
"kose vald","Kõue rural municipality","2006","dwelling",871,"EE001","EE001",338
"kose vald","Kõue rural municipality","2006","totalm2",65567.7,"EE001","EE001",338
"kose vald","Kõue rural municipality","2007","dwelling",872,"EE001","EE001",338
"kose vald","Kõue rural municipality","2007","totalm2",65687.6,"EE001","EE001",338
"kuusalu vald","Kuusalu rural municipality*","2003","dwelling",1992,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2003","totalm2",144480,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2004","dwelling",2039,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2004","totalm2",150604,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2005","dwelling",2052,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2005","totalm2",152477.3,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2006","dwelling",3863,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2006","totalm2",291633.8,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2007","dwelling",3856,"EE001","EE001",353
"kuusalu vald","Kuusalu rural municipality*","2007","totalm2",292529.6,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2003","dwelling",1320,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2003","totalm2",105278,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2004","dwelling",1345,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2004","totalm2",107683.6,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2005","dwelling",1368,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2005","totalm2",111627.5,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2006","dwelling",NA,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2006","totalm2",NA,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2007","dwelling",NA,"EE001","EE001",353
"kuusalu vald","Loksa rural municipality*","2007","totalm2",NA,"EE001","EE001",353
"loksa linn","Loksa city","2003","dwelling",1689,"EE001","EE001",424
"loksa linn","Loksa city","2003","totalm2",92150.5,"EE001","EE001",424
"loksa linn","Loksa city","2004","dwelling",1692,"EE001","EE001",424
"loksa linn","Loksa city","2004","totalm2",92945,"EE001","EE001",424
"loksa linn","Loksa city","2005","dwelling",1691,"EE001","EE001",424
"loksa linn","Loksa city","2005","totalm2",92996.7,"EE001","EE001",424
"loksa linn","Loksa city","2006","dwelling",1691,"EE001","EE001",424
"loksa linn","Loksa city","2006","totalm2",93031.7,"EE001","EE001",424
"loksa linn","Loksa city","2007","dwelling",1692,"EE001","EE001",424
"loksa linn","Loksa city","2007","totalm2",93263.3,"EE001","EE001",424
"luunja vald","Luunja rural municipality","2003","dwelling",914,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2003","totalm2",66029,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2004","dwelling",923,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2004","totalm2",68030.5,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2005","dwelling",932,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2005","totalm2",68843.4,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2006","dwelling",1210,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2006","totalm2",88690.9,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2007","dwelling",1263,"EE008","EE008",432
"luunja vald","Luunja rural municipality","2007","totalm2",93013.1,"EE008","EE008",432
"lääne-harju vald","Keila rural municipality","2003","dwelling",2081,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2003","totalm2",139912.6,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2004","dwelling",2161,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2004","totalm2",149380.4,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2005","dwelling",2238,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2005","totalm2",158796.2,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2006","dwelling",3984,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2006","totalm2",278175.6,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2007","dwelling",4067,"EE001","EE001",431
"lääne-harju vald","Keila rural municipality","2007","totalm2",284500.3,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2003","dwelling",911,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2003","totalm2",68808.1,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2004","dwelling",924,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2004","totalm2",70392.6,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2005","dwelling",928,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2005","totalm2",70825,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2006","dwelling",968,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2006","totalm2",74016.4,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2007","dwelling",972,"EE001","EE001",431
"lääne-harju vald","Padise rural municipality","2007","totalm2",74505.1,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2003","dwelling",2716,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2003","totalm2",129185.9,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2004","dwelling",2732,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2004","totalm2",130126.5,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2005","dwelling",2756,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2005","totalm2",133166.2,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2006","dwelling",2787,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2006","totalm2",134273.5,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2007","dwelling",2787,"EE001","EE001",431
"lääne-harju vald","Paldiski city","2007","totalm2",134273.5,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2003","dwelling",1428,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2003","totalm2",76008.6,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2004","dwelling",1732,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2004","totalm2",91174.5,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2005","dwelling",1719,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2005","totalm2",92228.9,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2006","dwelling",1732,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2006","totalm2",93462,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2007","dwelling",1463,"EE001","EE001",431
"lääne-harju vald","Vasalemma rural municipality","2007","totalm2",80907,"EE001","EE001",431
"lääne-nigula vald","Kullamaa rural municipality","2003","dwelling",489,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2003","totalm2",34024.4,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2004","dwelling",515,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2004","totalm2",36162.8,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2005","dwelling",536,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2005","totalm2",42748,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2006","dwelling",560,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2006","totalm2",45314.6,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2007","dwelling",560,"EE004","EE004",441
"lääne-nigula vald","Kullamaa rural municipality","2007","totalm2",45314.6,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2003","dwelling",558,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2003","totalm2",39896.5,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2004","dwelling",561,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2004","totalm2",40010.8,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2005","dwelling",566,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2005","totalm2",40315.2,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2006","dwelling",579,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2006","totalm2",41288.2,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2007","dwelling",579,"EE004","EE004",441
"lääne-nigula vald","Martna rural municipality","2007","totalm2",41288.2,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2003","dwelling",443,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2003","totalm2",31097.2,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2004","dwelling",452,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2004","totalm2",32245.6,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2005","dwelling",463,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2005","totalm2",34124,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2006","dwelling",521,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2006","totalm2",37423.5,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2007","dwelling",521,"EE004","EE004",441
"lääne-nigula vald","Noarootsi rural municipality","2007","totalm2",37423.5,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2003","dwelling",254,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2003","totalm2",16771.5,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2004","dwelling",259,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2004","totalm2",17262,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2005","dwelling",260,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2005","totalm2",17357.3,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2006","dwelling",272,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2006","totalm2",17921,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2007","dwelling",273,"EE004","EE004",441
"lääne-nigula vald","Nõva rural municipality","2007","totalm2",18112.5,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2003","dwelling",394,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2003","totalm2",28729.5,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2004","dwelling",395,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2004","totalm2",28859.3,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2005","dwelling",397,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2005","totalm2",28962.6,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2006","dwelling",421,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2006","totalm2",31042.8,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2007","dwelling",421,"EE004","EE004",441
"lääne-nigula vald","Oru rural municipality","2007","totalm2",31042.8,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2003","dwelling",426,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2003","totalm2",26888.5,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2004","dwelling",428,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2004","totalm2",27053.6,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2005","dwelling",434,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2005","totalm2",27379.2,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2006","dwelling",441,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2006","totalm2",27891.2,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2007","dwelling",441,"EE004","EE004",441
"lääne-nigula vald","Risti rural municipality","2007","totalm2",27891.2,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2003","dwelling",1173,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2003","totalm2",71509.5,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2004","dwelling",1140,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2004","totalm2",70673.6,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2005","dwelling",1157,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2005","totalm2",71979.2,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2006","dwelling",1182,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2006","totalm2",73549.7,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2007","dwelling",1183,"EE004","EE004",441
"lääne-nigula vald","Taebla rural municipality","2007","totalm2",73741.3,"EE004","EE004",441
"lääneranna vald","Hanila rural municipality","2003","dwelling",841,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2003","totalm2",59702.4,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2004","dwelling",857,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2004","totalm2",61318.9,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2005","dwelling",868,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2005","totalm2",62921.5,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2006","dwelling",912,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2006","totalm2",66567.3,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2007","dwelling",912,"EE004","EE004",430
"lääneranna vald","Hanila rural municipality","2007","totalm2",66567.3,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2003","dwelling",613,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2003","totalm2",47283.2,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2004","dwelling",643,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2004","totalm2",48831.2,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2005","dwelling",668,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2005","totalm2",50757.2,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2006","dwelling",694,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2006","totalm2",52150.7,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2007","dwelling",694,"EE004","EE004",430
"lääneranna vald","Koonga rural municipality","2007","totalm2",52150.7,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2003","dwelling",1512,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2003","totalm2",96532.7,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2004","dwelling",1517,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2004","totalm2",97089.2,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2005","dwelling",1532,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2005","totalm2",98094.7,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2006","dwelling",1554,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2006","totalm2",99002.2,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2007","dwelling",1554,"EE004","EE004",430
"lääneranna vald","Lihula rural municipality","2007","totalm2",99002.2,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2003","dwelling",572,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2003","totalm2",45017.6,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2004","dwelling",590,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2004","totalm2",46460.1,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2005","dwelling",608,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2005","totalm2",47805.4,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2006","dwelling",682,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2006","totalm2",51772.9,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2007","dwelling",687,"EE004","EE004",430
"lääneranna vald","Varbla rural municipality","2007","totalm2",52337.6,"EE004","EE004",430
"lüganuse vald","Kiviõli city","2003","dwelling",4244,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2003","totalm2",218945.4,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2004","dwelling",4232,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2004","totalm2",218649.1,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2005","dwelling",4233,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2005","totalm2",218716.5,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2006","dwelling",4234,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2006","totalm2",218974.7,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2007","dwelling",4184,"EE00A","EE007",442
"lüganuse vald","Kiviõli city","2007","totalm2",216935.8,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2003","dwelling",668,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2003","totalm2",47324.6,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2004","dwelling",676,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2004","totalm2",48291.7,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2005","dwelling",691,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2005","totalm2",50435.5,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2006","dwelling",704,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2006","totalm2",51511.1,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2007","dwelling",706,"EE00A","EE007",442
"lüganuse vald","Lüganuse rural municipality","2007","totalm2",51655.1,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2003","dwelling",358,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2003","totalm2",26068.6,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2004","dwelling",365,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2004","totalm2",26556.1,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2005","dwelling",372,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2005","totalm2",27128.9,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2006","dwelling",378,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2006","totalm2",27607.4,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2007","dwelling",379,"EE00A","EE007",442
"lüganuse vald","Maidla rural municipality","2007","totalm2",27764.4,"EE00A","EE007",442
"lüganuse vald","Püssi city","2003","dwelling",942,"EE00A","EE007",442
"lüganuse vald","Püssi city","2003","totalm2",54164,"EE00A","EE007",442
"lüganuse vald","Püssi city","2004","dwelling",940,"EE00A","EE007",442
"lüganuse vald","Püssi city","2004","totalm2",53805.4,"EE00A","EE007",442
"lüganuse vald","Püssi city","2005","dwelling",936,"EE00A","EE007",442
"lüganuse vald","Püssi city","2005","totalm2",53666.2,"EE00A","EE007",442
"lüganuse vald","Püssi city","2006","dwelling",937,"EE00A","EE007",442
"lüganuse vald","Püssi city","2006","totalm2",53713.6,"EE00A","EE007",442
"lüganuse vald","Püssi city","2007","dwelling",808,"EE00A","EE007",442
"lüganuse vald","Püssi city","2007","totalm2",46385.7,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2003","dwelling",563,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2003","totalm2",34993.9,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2004","dwelling",567,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2004","totalm2",35257.7,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2005","dwelling",571,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2005","totalm2",35448.4,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2006","dwelling",615,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2006","totalm2",37914.4,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2007","dwelling",613,"EE00A","EE007",442
"lüganuse vald","Sonda rural municipality","2007","totalm2",37911.3,"EE00A","EE007",442
"maardu linn","Maardu city","2003","dwelling",6450,"EE001","EE001",446
"maardu linn","Maardu city","2003","totalm2",342387.6,"EE001","EE001",446
"maardu linn","Maardu city","2004","dwelling",6429,"EE001","EE001",446
"maardu linn","Maardu city","2004","totalm2",346180.3,"EE001","EE001",446
"maardu linn","Maardu city","2005","dwelling",6558,"EE001","EE001",446
"maardu linn","Maardu city","2005","totalm2",352291.7,"EE001","EE001",446
"maardu linn","Maardu city","2006","dwelling",9252,"EE001","EE001",446
"maardu linn","Maardu city","2006","totalm2",461411.1,"EE001","EE001",446
"maardu linn","Maardu city","2007","dwelling",9334,"EE001","EE001",446
"maardu linn","Maardu city","2007","totalm2",468463.8,"EE001","EE001",446
"muhu vald","Muhu rural municipality","2003","dwelling",647,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2003","totalm2",53647,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2004","dwelling",654,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2004","totalm2",54328.4,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2005","dwelling",672,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2005","totalm2",55833.3,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2006","dwelling",685,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2006","totalm2",57191.5,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2007","dwelling",685,"EE004","EE004",478
"muhu vald","Muhu rural municipality","2007","totalm2",57191.5,"EE004","EE004",478
"mulgi vald","Abja rural municipality","2003","dwelling",1399,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2003","totalm2",99751.2,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2004","dwelling",1404,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2004","totalm2",101144,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2005","dwelling",1409,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2005","totalm2",101282.6,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2006","dwelling",1419,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2006","totalm2",102213.3,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2007","dwelling",1423,"EE008","EE008",480
"mulgi vald","Abja rural municipality","2007","totalm2",102564.9,"EE008","EE008",480
