"nuts","year","variable","nuts2021","nuts2016","value","type"
321,2008,"ppm2_offer","EE00A","EE007",345.298180367525,"all"
321,2009,"ppm2_offer","EE00A","EE007",285.926866559694,"all"
321,2010,"ppm2_offer","EE00A","EE007",260.857111398453,"all"
321,2011,"ppm2_offer","EE00A","EE007",239.566272516628,"all"
321,2012,"ppm2_offer","EE00A","EE007",257.314410953512,"all"
321,2013,"ppm2_offer","EE00A","EE007",233.437725269979,"all"
321,2014,"ppm2_offer","EE00A","EE007",220.026810544416,"all"
321,2015,"ppm2_offer","EE00A","EE007",225.253327547383,"all"
321,2016,"ppm2_offer","EE00A","EE007",216.965676343874,"all"
321,2017,"ppm2_offer","EE00A","EE007",224.375434230519,"all"
321,2018,"ppm2_offer","EE00A","EE007",248.358605355917,"all"
321,2019,"ppm2_offer","EE00A","EE007",261.53654247808,"all"
321,2020,"ppm2_offer","EE00A","EE007",261.767339153388,"all"
321,2021,"ppm2_offer","EE00A","EE007",252.326051415041,"all"
321,2022,"ppm2_offer","EE00A","EE007",323.201830678256,"all"
321,2023,"ppm2_offer","EE00A","EE007",349.530240430821,"all"
321,2024,"ppm2_offer","EE00A","EE007",371.498244285876,"all"
321,2025,"ppm2_offer","EE00A","EE007",370.172182132521,"all"
338,2007,"ppm2_offer","EE001","EE001",799.56923412272,"all"
338,2008,"ppm2_offer","EE001","EE001",807.289567694173,"all"
338,2009,"ppm2_offer","EE001","EE001",520.315721608838,"all"
338,2010,"ppm2_offer","EE001","EE001",459.478447820773,"all"
338,2011,"ppm2_offer","EE001","EE001",736.328169469948,"all"
338,2012,"ppm2_offer","EE001","EE001",698.712195017589,"all"
338,2013,"ppm2_offer","EE001","EE001",597.063230699673,"all"
338,2014,"ppm2_offer","EE001","EE001",564.483723401983,"all"
338,2015,"ppm2_offer","EE001","EE001",623.852909118756,"all"
338,2016,"ppm2_offer","EE001","EE001",713.956001007485,"all"
338,2017,"ppm2_offer","EE001","EE001",781.374984172877,"all"
338,2018,"ppm2_offer","EE001","EE001",868.445805469418,"all"
338,2019,"ppm2_offer","EE001","EE001",1013.46577835953,"all"
338,2020,"ppm2_offer","EE001","EE001",1026.42955673636,"all"
338,2021,"ppm2_offer","EE001","EE001",1172.80396030376,"all"
338,2022,"ppm2_offer","EE001","EE001",1415.06884714492,"all"
338,2023,"ppm2_offer","EE001","EE001",1485.98174740956,"all"
338,2024,"ppm2_offer","EE001","EE001",1484.05514331982,"all"
338,2025,"ppm2_offer","EE001","EE001",1516.3150871687,"all"
353,2007,"ppm2_offer","EE001","EE001",812.238614473945,"all"
353,2008,"ppm2_offer","EE001","EE001",762.707954137283,"all"
353,2009,"ppm2_offer","EE001","EE001",567.544754177254,"all"
353,2010,"ppm2_offer","EE001","EE001",615.413348958057,"all"
353,2011,"ppm2_offer","EE001","EE001",507.372292240207,"all"
353,2012,"ppm2_offer","EE001","EE001",594.82439382346,"all"
353,2013,"ppm2_offer","EE001","EE001",683.257857510685,"all"
353,2014,"ppm2_offer","EE001","EE001",746.903472595373,"all"
353,2015,"ppm2_offer","EE001","EE001",809.798884138105,"all"
353,2016,"ppm2_offer","EE001","EE001",757.322193358878,"all"
353,2017,"ppm2_offer","EE001","EE001",621.720688950015,"all"
353,2018,"ppm2_offer","EE001","EE001",677.153695241082,"all"
353,2019,"ppm2_offer","EE001","EE001",729.623128889283,"all"
353,2020,"ppm2_offer","EE001","EE001",1088.38823682694,"all"
353,2021,"ppm2_offer","EE001","EE001",1203.75734641088,"all"
353,2022,"ppm2_offer","EE001","EE001",1164.55216770031,"all"
353,2023,"ppm2_offer","EE001","EE001",1401.66144501433,"all"
353,2024,"ppm2_offer","EE001","EE001",1359.22419808869,"all"
353,2025,"ppm2_offer","EE001","EE001",1342.17025246337,"all"
424,2007,"ppm2_offer","EE001","EE001",480.084077704091,"all"
424,2008,"ppm2_offer","EE001","EE001",493.345803744351,"all"
424,2009,"ppm2_offer","EE001","EE001",421.101046129467,"all"
424,2010,"ppm2_offer","EE001","EE001",404.923202652738,"all"
424,2011,"ppm2_offer","EE001","EE001",363.533681554082,"all"
424,2012,"ppm2_offer","EE001","EE001",386.45266741006,"all"
424,2013,"ppm2_offer","EE001","EE001",455.5,"all"
424,2014,"ppm2_offer","EE001","EE001",486.148004577734,"all"
424,2015,"ppm2_offer","EE001","EE001",484,"all"
424,2016,"ppm2_offer","EE001","EE001",526,"all"
424,2017,"ppm2_offer","EE001","EE001",518.5,"all"
424,2018,"ppm2_offer","EE001","EE001",478,"all"
424,2019,"ppm2_offer","EE001","EE001",493.5,"all"
424,2020,"ppm2_offer","EE001","EE001",524,"all"
424,2021,"ppm2_offer","EE001","EE001",662.5,"all"
424,2022,"ppm2_offer","EE001","EE001",700.333526028523,"all"
424,2023,"ppm2_offer","EE001","EE001",726,"all"
424,2024,"ppm2_offer","EE001","EE001",797,"all"
424,2025,"ppm2_offer","EE001","EE001",1028,"all"
430,2007,"ppm2_offer","EE004","EE004",661.108317332388,"all"
430,2008,"ppm2_offer","EE004","EE004",583.564621874313,"all"
430,2009,"ppm2_offer","EE004","EE004",269.627432542238,"all"
430,2010,"ppm2_offer","EE004","EE004",293.857849887524,"all"
430,2011,"ppm2_offer","EE004","EE004",332.628197710493,"all"
430,2012,"ppm2_offer","EE004","EE004",280.957448724182,"all"
430,2013,"ppm2_offer","EE004","EE004",283.313489835498,"all"
430,2014,"ppm2_offer","EE004","EE004",347.547134912806,"all"
430,2015,"ppm2_offer","EE004","EE004",379.59751017015,"all"
430,2016,"ppm2_offer","EE004","EE004",296.100908887502,"all"
430,2017,"ppm2_offer","EE004","EE004",327.673674439424,"all"
430,2018,"ppm2_offer","EE004","EE004",407.98518318199,"all"
430,2019,"ppm2_offer","EE004","EE004",353.386816943284,"all"
430,2020,"ppm2_offer","EE004","EE004",383.049753618316,"all"
430,2021,"ppm2_offer","EE004","EE004",406.290556702979,"all"
430,2022,"ppm2_offer","EE004","EE004",398.708494007157,"all"
430,2023,"ppm2_offer","EE004","EE004",565.717321232421,"all"
430,2024,"ppm2_offer","EE004","EE004",674.388453712209,"all"
430,2025,"ppm2_offer","EE004","EE004",668.633857346083,"all"
431,2007,"ppm2_offer","EE001","EE001",941.694512936831,"all"
431,2008,"ppm2_offer","EE001","EE001",817.245317371425,"all"
431,2009,"ppm2_offer","EE001","EE001",594.663200537453,"all"
431,2010,"ppm2_offer","EE001","EE001",506.535848454484,"all"
431,2011,"ppm2_offer","EE001","EE001",504.237974931323,"all"
431,2012,"ppm2_offer","EE001","EE001",523.171674528684,"all"
431,2013,"ppm2_offer","EE001","EE001",569.83276397378,"all"
431,2014,"ppm2_offer","EE001","EE001",640.884814261676,"all"
431,2015,"ppm2_offer","EE001","EE001",674.521644088991,"all"
431,2016,"ppm2_offer","EE001","EE001",706.421603742302,"all"
431,2017,"ppm2_offer","EE001","EE001",715.006435797234,"all"
431,2018,"ppm2_offer","EE001","EE001",733.124485834309,"all"
431,2019,"ppm2_offer","EE001","EE001",779.103010474589,"all"
431,2020,"ppm2_offer","EE001","EE001",843.714594462831,"all"
431,2021,"ppm2_offer","EE001","EE001",1003.64882807946,"all"
431,2022,"ppm2_offer","EE001","EE001",1287.10199399084,"all"
431,2023,"ppm2_offer","EE001","EE001",1408.95076351268,"all"
431,2024,"ppm2_offer","EE001","EE001",1505.75083800172,"all"
431,2025,"ppm2_offer","EE001","EE001",1511.19133636155,"all"
432,2007,"ppm2_offer","EE008","EE008",1049.32966817773,"all"
432,2008,"ppm2_offer","EE008","EE008",1011.35620198657,"all"
432,2009,"ppm2_offer","EE008","EE008",783.824090652141,"all"
432,2010,"ppm2_offer","EE008","EE008",693.221769710688,"all"
432,2011,"ppm2_offer","EE008","EE008",687.881855929441,"all"
432,2012,"ppm2_offer","EE008","EE008",708.490386419611,"all"
432,2013,"ppm2_offer","EE008","EE008",730.834223794445,"all"
432,2014,"ppm2_offer","EE008","EE008",885.987596825304,"all"
432,2015,"ppm2_offer","EE008","EE008",863.992706255945,"all"
432,2016,"ppm2_offer","EE008","EE008",923.006460622692,"all"
432,2017,"ppm2_offer","EE008","EE008",1088.99542242122,"all"
432,2018,"ppm2_offer","EE008","EE008",1091.53060529262,"all"
432,2019,"ppm2_offer","EE008","EE008",1235.37005194624,"all"
432,2020,"ppm2_offer","EE008","EE008",1330.46777080418,"all"
432,2021,"ppm2_offer","EE008","EE008",1471.37238027324,"all"
432,2022,"ppm2_offer","EE008","EE008",1695.73686778058,"all"
432,2023,"ppm2_offer","EE008","EE008",1909.82157058129,"all"
432,2024,"ppm2_offer","EE008","EE008",1973.10892236125,"all"
432,2025,"ppm2_offer","EE008","EE008",2046.88845619193,"all"
441,2007,"ppm2_offer","EE004","EE004",769.408412524247,"all"
441,2008,"ppm2_offer","EE004","EE004",500.722069358837,"all"
441,2009,"ppm2_offer","EE004","EE004",296.460474009782,"all"
441,2010,"ppm2_offer","EE004","EE004",302.263793742671,"all"
441,2011,"ppm2_offer","EE004","EE004",330.412595540685,"all"
441,2012,"ppm2_offer","EE004","EE004",265.268983965925,"all"
441,2013,"ppm2_offer","EE004","EE004",322.754300628513,"all"
441,2014,"ppm2_offer","EE004","EE004",329.712901161593,"all"
441,2015,"ppm2_offer","EE004","EE004",343.048222603114,"all"
441,2016,"ppm2_offer","EE004","EE004",400.504084893113,"all"
441,2017,"ppm2_offer","EE004","EE004",303.535699176359,"all"
441,2018,"ppm2_offer","EE004","EE004",804.492272821283,"all"
441,2019,"ppm2_offer","EE004","EE004",793.225745187184,"all"
441,2020,"ppm2_offer","EE004","EE004",634.038347506007,"all"
441,2021,"ppm2_offer","EE004","EE004",1091.78256932095,"all"
441,2022,"ppm2_offer","EE004","EE004",1199.23017118903,"all"
441,2023,"ppm2_offer","EE004","EE004",995.146619574525,"all"
441,2024,"ppm2_offer","EE004","EE004",1210.87254659817,"all"
441,2025,"ppm2_offer","EE004","EE004",1219.24738194033,"all"
442,2007,"ppm2_offer","EE00A","EE007",353.811145998396,"all"
442,2008,"ppm2_offer","EE00A","EE007",260.317907936694,"all"
442,2009,"ppm2_offer","EE00A","EE007",177.09399531141,"all"
442,2010,"ppm2_offer","EE00A","EE007",197.353548721561,"all"
442,2011,"ppm2_offer","EE00A","EE007",191.997112506602,"all"
442,2012,"ppm2_offer","EE00A","EE007",192.036915637981,"all"
442,2013,"ppm2_offer","EE00A","EE007",199.471359821586,"all"
442,2014,"ppm2_offer","EE00A","EE007",208.589948875456,"all"
442,2015,"ppm2_offer","EE00A","EE007",204.857957072337,"all"
442,2016,"ppm2_offer","EE00A","EE007",180.253535353536,"all"
442,2017,"ppm2_offer","EE00A","EE007",138.440404040404,"all"
442,2018,"ppm2_offer","EE00A","EE007",156.254545454546,"all"
442,2019,"ppm2_offer","EE00A","EE007",189.213131313131,"all"
442,2020,"ppm2_offer","EE00A","EE007",202.814070335375,"all"
442,2021,"ppm2_offer","EE00A","EE007",205.009556018546,"all"
442,2022,"ppm2_offer","EE00A","EE007",221.283568414943,"all"
442,2023,"ppm2_offer","EE00A","EE007",327.540404040404,"all"
442,2024,"ppm2_offer","EE00A","EE007",356.579797979798,"all"
442,2025,"ppm2_offer","EE00A","EE007",329.378787878788,"all"
446,2007,"ppm2_offer","EE001","EE001",1187.25132362195,"all"
446,2008,"ppm2_offer","EE001","EE001",1048.41084570134,"all"
446,2009,"ppm2_offer","EE001","EE001",755.936537422339,"all"
446,2010,"ppm2_offer","EE001","EE001",675.708592296514,"all"
446,2011,"ppm2_offer","EE001","EE001",649.979823743472,"all"
446,2012,"ppm2_offer","EE001","EE001",661.449993887117,"all"
446,2013,"ppm2_offer","EE001","EE001",732.774766948754,"all"
446,2014,"ppm2_offer","EE001","EE001",864.254344961552,"all"
446,2015,"ppm2_offer","EE001","EE001",913.68544303648,"all"
446,2016,"ppm2_offer","EE001","EE001",973.927076406706,"all"
446,2017,"ppm2_offer","EE001","EE001",998.348458391098,"all"
446,2018,"ppm2_offer","EE001","EE001",1061.4541987863,"all"
446,2019,"ppm2_offer","EE001","EE001",1156.26884200784,"all"
446,2020,"ppm2_offer","EE001","EE001",1223.70977274386,"all"
446,2021,"ppm2_offer","EE001","EE001",1382.4155850432,"all"
446,2022,"ppm2_offer","EE001","EE001",1773.49018166165,"all"
446,2023,"ppm2_offer","EE001","EE001",1978.94267318151,"all"
446,2024,"ppm2_offer","EE001","EE001",1880.08945949875,"all"
446,2025,"ppm2_offer","EE001","EE001",1896.39832844588,"all"
478,2007,"ppm2_offer","EE004","EE004",411.564433935187,"all"
478,2008,"ppm2_offer","EE004","EE004",369.280416750065,"all"
478,2009,"ppm2_offer","EE004","EE004",269.678065158445,"all"
478,2010,"ppm2_offer","EE004","EE004",269.678065158445,"all"
478,2011,"ppm2_offer","EE004","EE004",269.678065158445,"all"
478,2012,"ppm2_offer","EE004","EE004",269.678065158445,"all"
478,2013,"ppm2_offer","EE004","EE004",269.678065158445,"all"
478,2014,"ppm2_offer","EE004","EE004",557.209382017274,"all"
478,2015,"ppm2_offer","EE004","EE004",328.875689217615,"all"
478,2016,"ppm2_offer","EE004","EE004",163.498199782472,"all"
478,2017,"ppm2_offer","EE004","EE004",163.498199782472,"all"
478,2018,"ppm2_offer","EE004","EE004",163.498199782472,"all"
478,2019,"ppm2_offer","EE004","EE004",163.498199782472,"all"
478,2020,"ppm2_offer","EE004","EE004",163.498199782472,"all"
478,2021,"ppm2_offer","EE004","EE004",163.498199782472,"all"
478,2022,"ppm2_offer","EE004","EE004",163.498199782472,"all"
478,2023,"ppm2_offer","EE004","EE004",1139.78917434562,"all"
478,2024,"ppm2_offer","EE004","EE004",1542.89680484378,"all"
478,2025,"ppm2_offer","EE004","EE004",1615.24945647166,"all"
480,2007,"ppm2_offer","EE008","EE008",237.330095662891,"all"
480,2008,"ppm2_offer","EE008","EE008",291.633021304067,"all"
480,2009,"ppm2_offer","EE008","EE008",212.821155877692,"all"
480,2010,"ppm2_offer","EE008","EE008",196.033112271847,"all"
480,2011,"ppm2_offer","EE008","EE008",203.993203826515,"all"
480,2012,"ppm2_offer","EE008","EE008",218.027715828393,"all"
480,2013,"ppm2_offer","EE008","EE008",226.556981043489,"all"
480,2014,"ppm2_offer","EE008","EE008",227.449618522213,"all"
480,2015,"ppm2_offer","EE008","EE008",225.201436410588,"all"
480,2016,"ppm2_offer","EE008","EE008",205.781709607372,"all"
480,2017,"ppm2_offer","EE008","EE008",227.679087681202,"all"
480,2018,"ppm2_offer","EE008","EE008",271.091955220377,"all"
480,2019,"ppm2_offer","EE008","EE008",295.117486354833,"all"
480,2020,"ppm2_offer","EE008","EE008",282,"all"
480,2021,"ppm2_offer","EE008","EE008",266,"all"
480,2022,"ppm2_offer","EE008","EE008",322.5,"all"
480,2023,"ppm2_offer","EE008","EE008",394.5,"all"
480,2024,"ppm2_offer","EE008","EE008",464,"all"
480,2025,"ppm2_offer","EE008","EE008",455,"all"
486,2007,"ppm2_offer","EE008","EE008",546.77778227822,"all"
486,2008,"ppm2_offer","EE008","EE008",414.687791117948,"all"
486,2009,"ppm2_offer","EE008","EE008",313.433071315724,"all"
486,2010,"ppm2_offer","EE008","EE008",281.96801045668,"all"
486,2011,"ppm2_offer","EE008","EE008",254.052533910752,"all"
486,2012,"ppm2_offer","EE008","EE008",259.542426309906,"all"
486,2013,"ppm2_offer","EE008","EE008",286.002812591838,"all"
486,2014,"ppm2_offer","EE008","EE008",303.974662584918,"all"
486,2015,"ppm2_offer","EE008","EE008",327.854160805945,"all"
486,2016,"ppm2_offer","EE008","EE008",368.555830200915,"all"
486,2017,"ppm2_offer","EE008","EE008",385.056773602927,"all"
486,2018,"ppm2_offer","EE008","EE008",421.92722694307,"all"
486,2019,"ppm2_offer","EE008","EE008",379.920934746107,"all"
486,2020,"ppm2_offer","EE008","EE008",410.312292843729,"all"
486,2021,"ppm2_offer","EE008","EE008",357.154902886337,"all"
486,2022,"ppm2_offer","EE008","EE008",499.482397005254,"all"
486,2023,"ppm2_offer","EE008","EE008",494.539154255719,"all"
486,2024,"ppm2_offer","EE008","EE008",561.102038404092,"all"
486,2025,"ppm2_offer","EE008","EE008",603.697910958168,"all"
503,2007,"ppm2_offer","EE009","EE006",464.97615398241,"all"
503,2008,"ppm2_offer","EE009","EE006",436.945171551277,"all"
503,2009,"ppm2_offer","EE009","EE006",355.162679444923,"all"
503,2010,"ppm2_offer","EE009","EE006",282.941885505979,"all"
503,2011,"ppm2_offer","EE009","EE006",311.061683171063,"all"
503,2012,"ppm2_offer","EE009","EE006",331.650796955989,"all"
503,2013,"ppm2_offer","EE009","EE006",323.487186123543,"all"
503,2014,"ppm2_offer","EE009","EE006",331.243156965317,"all"
503,2015,"ppm2_offer","EE009","EE006",315.49238293597,"all"
503,2016,"ppm2_offer","EE009","EE006",297.748312432162,"all"
503,2017,"ppm2_offer","EE009","EE006",318.211580093591,"all"
503,2018,"ppm2_offer","EE009","EE006",346.934557712131,"all"
503,2019,"ppm2_offer","EE009","EE006",446.50601900607,"all"
503,2020,"ppm2_offer","EE009","EE006",464.704720144556,"all"
503,2021,"ppm2_offer","EE009","EE006",411.195461409497,"all"
503,2022,"ppm2_offer","EE009","EE006",448.399566634749,"all"
503,2023,"ppm2_offer","EE009","EE006",649.37956599324,"all"
503,2024,"ppm2_offer","EE009","EE006",720.382766361635,"all"
503,2025,"ppm2_offer","EE009","EE006",699.171976630446,"all"
511,2007,"ppm2_offer","EE00A","EE007",737.667589501293,"all"
511,2008,"ppm2_offer","EE00A","EE007",614.042671649405,"all"
511,2009,"ppm2_offer","EE00A","EE007",431.118221047062,"all"
511,2010,"ppm2_offer","EE00A","EE007",335.642966675722,"all"
511,2011,"ppm2_offer","EE00A","EE007",297.253928440773,"all"
511,2012,"ppm2_offer","EE00A","EE007",326.142951776786,"all"
511,2013,"ppm2_offer","EE00A","EE007",336.271981671522,"all"
511,2014,"ppm2_offer","EE00A","EE007",420.469589514727,"all"
511,2015,"ppm2_offer","EE00A","EE007",430.29277705888,"all"
511,2016,"ppm2_offer","EE00A","EE007",428.249335596348,"all"
511,2017,"ppm2_offer","EE00A","EE007",402.855941522482,"all"
511,2018,"ppm2_offer","EE00A","EE007",413.765005067888,"all"
511,2019,"ppm2_offer","EE00A","EE007",422.959320469971,"all"
511,2020,"ppm2_offer","EE00A","EE007",454.229187746834,"all"
511,2021,"ppm2_offer","EE00A","EE007",522.743806446082,"all"
511,2022,"ppm2_offer","EE00A","EE007",647.367950351038,"all"
511,2023,"ppm2_offer","EE00A","EE007",672.849202312606,"all"
511,2024,"ppm2_offer","EE00A","EE007",671.293802335279,"all"
511,2025,"ppm2_offer","EE00A","EE007",607.00476871098,"all"
514,2007,"ppm2_offer","EE00A","EE007",931.280331283275,"all"
514,2008,"ppm2_offer","EE00A","EE007",804.038401658637,"all"
514,2009,"ppm2_offer","EE00A","EE007",798.276395855682,"all"
514,2010,"ppm2_offer","EE00A","EE007",733.828875208625,"all"
514,2011,"ppm2_offer","EE00A","EE007",673.472057982381,"all"
514,2012,"ppm2_offer","EE00A","EE007",844.703556443018,"all"
514,2013,"ppm2_offer","EE00A","EE007",793.099784244363,"all"
514,2014,"ppm2_offer","EE00A","EE007",879.791923489154,"all"
514,2015,"ppm2_offer","EE00A","EE007",852.473317853113,"all"
514,2016,"ppm2_offer","EE00A","EE007",840.633225682036,"all"
514,2017,"ppm2_offer","EE00A","EE007",872.954740016452,"all"
514,2018,"ppm2_offer","EE00A","EE007",882.557699427225,"all"
514,2019,"ppm2_offer","EE00A","EE007",895.487020652911,"all"
514,2020,"ppm2_offer","EE00A","EE007",927.75290672695,"all"
514,2021,"ppm2_offer","EE00A","EE007",971.739377705263,"all"
514,2022,"ppm2_offer","EE00A","EE007",1195.7636883742,"all"
514,2023,"ppm2_offer","EE00A","EE007",1297.18877379406,"all"
514,2024,"ppm2_offer","EE00A","EE007",1163.12932585922,"all"
514,2025,"ppm2_offer","EE00A","EE007",1314.34667081456,"all"
528,2007,"ppm2_offer","EE008","EE008",587.286875658948,"all"
528,2008,"ppm2_offer","EE008","EE008",578.898715800068,"all"
528,2009,"ppm2_offer","EE008","EE008",456.440258014584,"all"
528,2010,"ppm2_offer","EE008","EE008",404.695752711559,"all"
528,2011,"ppm2_offer","EE008","EE008",378.035890884832,"all"
528,2012,"ppm2_offer","EE008","EE008",429.927411091189,"all"
528,2013,"ppm2_offer","EE008","EE008",445.131256327977,"all"
528,2014,"ppm2_offer","EE008","EE008",521.80271664589,"all"
528,2015,"ppm2_offer","EE008","EE008",592.780027612735,"all"
528,2016,"ppm2_offer","EE008","EE008",582.684438873752,"all"
528,2017,"ppm2_offer","EE008","EE008",542.889796187695,"all"
528,2018,"ppm2_offer","EE008","EE008",661.963865782021,"all"
528,2019,"ppm2_offer","EE008","EE008",736.902401489642,"all"
528,2020,"ppm2_offer","EE008","EE008",784.141026358437,"all"
528,2021,"ppm2_offer","EE008","EE008",788.237718025314,"all"
528,2022,"ppm2_offer","EE008","EE008",916.454582760673,"all"
528,2023,"ppm2_offer","EE008","EE008",1102.72437573243,"all"
528,2024,"ppm2_offer","EE008","EE008",1246.37695750041,"all"
528,2025,"ppm2_offer","EE008","EE008",1464.5873389296,"all"
557,2007,"ppm2_offer","EE008","EE008",449.615823757924,"all"
557,2008,"ppm2_offer","EE008","EE008",543.735331494022,"all"
557,2009,"ppm2_offer","EE008","EE008",427.196489671995,"all"
557,2010,"ppm2_offer","EE008","EE008",345.40281351059,"all"
557,2011,"ppm2_offer","EE008","EE008",312.480109077705,"all"
557,2012,"ppm2_offer","EE008","EE008",330.326027949656,"all"
557,2013,"ppm2_offer","EE008","EE008",330.872716501674,"all"
557,2014,"ppm2_offer","EE008","EE008",383.742115082961,"all"
557,2015,"ppm2_offer","EE008","EE008",405.79644752503,"all"
557,2016,"ppm2_offer","EE008","EE008",403.300513611075,"all"
557,2017,"ppm2_offer","EE008","EE008",444.036994624409,"all"
557,2018,"ppm2_offer","EE008","EE008",468.908949586744,"all"
557,2019,"ppm2_offer","EE008","EE008",496.726026925255,"all"
557,2020,"ppm2_offer","EE008","EE008",477.347128144353,"all"
557,2021,"ppm2_offer","EE008","EE008",486.962945408605,"all"
557,2022,"ppm2_offer","EE008","EE008",617.729227435471,"all"
557,2023,"ppm2_offer","EE008","EE008",832.089404849398,"all"
557,2024,"ppm2_offer","EE008","EE008",878.663266339581,"all"
557,2025,"ppm2_offer","EE008","EE008",947.469745589086,"all"
567,2007,"ppm2_offer","EE009","EE006",563.082773347141,"all"
567,2008,"ppm2_offer","EE009","EE006",574.597483455608,"all"
567,2009,"ppm2_offer","EE009","EE006",418.435687608771,"all"
567,2010,"ppm2_offer","EE009","EE006",353.042632418804,"all"
567,2011,"ppm2_offer","EE009","EE006",343.398604069461,"all"
567,2012,"ppm2_offer","EE009","EE006",308.103356827237,"all"
567,2013,"ppm2_offer","EE009","EE006",312.369726577159,"all"
567,2014,"ppm2_offer","EE009","EE006",339.196613589845,"all"
567,2015,"ppm2_offer","EE009","EE006",402.220526464043,"all"
567,2016,"ppm2_offer","EE009","EE006",410.55091645111,"all"
567,2017,"ppm2_offer","EE009","EE006",433.086595221628,"all"
567,2018,"ppm2_offer","EE009","EE006",483.76139240163,"all"
567,2019,"ppm2_offer","EE009","EE006",514.902933982241,"all"
567,2020,"ppm2_offer","EE009","EE006",520.316157794531,"all"
567,2021,"ppm2_offer","EE009","EE006",569.51107856806,"all"
567,2022,"ppm2_offer","EE009","EE006",660.378750272002,"all"
567,2023,"ppm2_offer","EE009","EE006",801.142564876462,"all"
567,2024,"ppm2_offer","EE009","EE006",801.190665122223,"all"
567,2025,"ppm2_offer","EE009","EE006",777.448071568379,"all"
586,2007,"ppm2_offer","EE008","EE008",469.969658366343,"all"
586,2008,"ppm2_offer","EE008","EE008",402.47176171989,"all"
586,2009,"ppm2_offer","EE008","EE008",356.504177000869,"all"
586,2010,"ppm2_offer","EE008","EE008",306.183912691835,"all"
586,2011,"ppm2_offer","EE008","EE008",372.402567156572,"all"
586,2012,"ppm2_offer","EE008","EE008",8353.90410958905,"all"
586,2013,"ppm2_offer","EE008","EE008",4311.37617005951,"all"
586,2014,"ppm2_offer","EE008","EE008",344.522044753093,"all"
586,2015,"ppm2_offer","EE008","EE008",334.758052035339,"all"
586,2016,"ppm2_offer","EE008","EE008",334.222756697568,"all"
586,2017,"ppm2_offer","EE008","EE008",368.711210864359,"all"
586,2018,"ppm2_offer","EE008","EE008",404.955084869763,"all"
586,2019,"ppm2_offer","EE008","EE008",421.322937628181,"all"
586,2020,"ppm2_offer","EE008","EE008",444.478083638904,"all"
586,2021,"ppm2_offer","EE008","EE008",415.065068493151,"all"
586,2022,"ppm2_offer","EE008","EE008",468.064517018573,"all"
586,2023,"ppm2_offer","EE008","EE008",672.294520547945,"all"
586,2024,"ppm2_offer","EE008","EE008",727.400684931507,"all"
586,2025,"ppm2_offer","EE008","EE008",676.756849315069,"all"
615,2007,"ppm2_offer","EE008","EE008",312.806582036729,"all"
615,2008,"ppm2_offer","EE008","EE008",337.812114006495,"all"
615,2009,"ppm2_offer","EE008","EE008",253.939918533604,"all"
615,2010,"ppm2_offer","EE008","EE008",244.93797387145,"all"
615,2011,"ppm2_offer","EE008","EE008",252.931149907402,"all"
615,2012,"ppm2_offer","EE008","EE008",261.31113118473,"all"
615,2013,"ppm2_offer","EE008","EE008",257.95114253085,"all"
615,2014,"ppm2_offer","EE008","EE008",262.952228159774,"all"
615,2015,"ppm2_offer","EE008","EE008",274.469634691938,"all"
615,2016,"ppm2_offer","EE008","EE008",342.722148679159,"all"
615,2017,"ppm2_offer","EE008","EE008",322.957012185852,"all"
615,2018,"ppm2_offer","EE008","EE008",290.997292785685,"all"
615,2019,"ppm2_offer","EE008","EE008",327.751642065742,"all"
615,2020,"ppm2_offer","EE008","EE008",502.773197662388,"all"
615,2021,"ppm2_offer","EE008","EE008",661.249120189586,"all"
615,2022,"ppm2_offer","EE008","EE008",543.500371883566,"all"
615,2023,"ppm2_offer","EE008","EE008",483.138153428377,"all"
615,2024,"ppm2_offer","EE008","EE008",560.216904276984,"all"
615,2025,"ppm2_offer","EE008","EE008",515.166666666665,"all"
618,2007,"ppm2_offer","EE008","EE008",433.727545614655,"all"
618,2008,"ppm2_offer","EE008","EE008",439.091099774873,"all"
618,2009,"ppm2_offer","EE008","EE008",328.065854353731,"all"
618,2010,"ppm2_offer","EE008","EE008",425.910403414215,"all"
618,2011,"ppm2_offer","EE008","EE008",314.214856574854,"all"
618,2012,"ppm2_offer","EE008","EE008",244.371871084139,"all"
618,2013,"ppm2_offer","EE008","EE008",233.20836384307,"all"
618,2014,"ppm2_offer","EE008","EE008",275.175903210106,"all"
618,2015,"ppm2_offer","EE008","EE008",298.904580358872,"all"
618,2016,"ppm2_offer","EE008","EE008",309.693412163433,"all"
618,2017,"ppm2_offer","EE008","EE008",320.920749622639,"all"
618,2018,"ppm2_offer","EE008","EE008",317.412730474989,"all"
618,2019,"ppm2_offer","EE008","EE008",326.819608488532,"all"
618,2020,"ppm2_offer","EE008","EE008",356.406428786906,"all"
618,2021,"ppm2_offer","EE008","EE008",423.290624336185,"all"
618,2022,"ppm2_offer","EE008","EE008",559.146049824345,"all"
618,2023,"ppm2_offer","EE008","EE008",589.340860628113,"all"
618,2024,"ppm2_offer","EE008","EE008",567.231726722538,"all"
618,2025,"ppm2_offer","EE008","EE008",556.507433431358,"all"
622,2007,"ppm2_offer","EE008","EE008",544.09538002588,"all"
622,2008,"ppm2_offer","EE008","EE008",375.578725637232,"all"
622,2009,"ppm2_offer","EE008","EE008",337.182141729753,"all"
622,2010,"ppm2_offer","EE008","EE008",330.424807666993,"all"
